Word	Welsh-cy	Valence	Arousal	Dominance
stormy	stormog	0.146	0.870	0.562
story	stori	0.653	0.406	0.704
storybook	llyfr stori	0.854	0.306	0.383
storyteller	storïwr	0.730	0.357	0.462
storytelling	adrodd straeon	0.643	0.375	0.472
stound	NO TRANSLATION	0.490	0.473	0.446
stout	stout	0.656	0.657	0.817
stove	stôf	0.466	0.391	0.405
stow	stow	0.615	0.365	0.523
stowaway	stowaway	0.224	0.481	0.357
straddle	straddle	0.306	0.550	0.444
straight	yn syth	0.667	0.298	0.669
straighten	sythwch	0.677	0.500	0.685
straightforward	syml	0.780	0.150	0.380
straightway	ar unwaith	0.667	0.444	0.565
strain	straen	0.190	0.750	0.380
strained	strained	0.122	0.656	0.580
strait	caeth	0.438	0.433	0.412
straitjacket	haenen	0.224	0.719	0.579
straits	straits	0.408	0.269	0.410
strand	llinyn	0.396	0.406	0.538
stranded	llinyn	0.292	0.459	0.219
strange	rhyfedd	0.314	0.663	0.395
stranger	dieithryn	0.330	0.449	0.302
strangle	strangle	0.094	0.927	0.527
strangulation	anghyffredin	0.040	0.886	0.542
strap	strap	0.380	0.417	0.382
strapless	strapless	0.314	0.462	0.273
strapping	strapping	0.552	0.413	0.454
strata	strata	0.500	0.457	0.411
strategic	strategol	0.786	0.708	0.861
strategist	strategydd	0.571	0.594	0.810
strategy	strategaeth	0.704	0.667	0.858
stratification	haeniad	0.531	0.490	0.651
stratosphere	stratosffer	0.604	0.583	0.636
stratum	haen	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	gwellt	0.480	0.290	0.163
strawberry	mefus	0.833	0.270	0.336
stray	crwydro	0.133	0.760	0.281
streak	streak	0.440	0.608	0.511
streaked	streaked	0.458	0.426	0.393
stream	nant	0.449	0.537	0.559
streamer	ffrydio	0.615	0.530	0.429
streaming	ffrydio	0.592	0.481	0.582
streamline	symleiddio	0.656	0.573	0.618
street	stryd	0.594	0.324	0.398
streetcar	car stryd	0.390	0.569	0.566
streetlight	golau stryd	0.673	0.268	0.390
strength	cryfder	0.802	0.682	0.858
strengthen	cryfhau	0.802	0.796	0.971
strengthening	cryfhau	0.913	0.627	0.945
strenuous	egnïol	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	straen	0.173	0.843	0.317
stressed	pwysleisiwyd	0.167	0.740	0.502
stresses	pwysau	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	straen	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	gan bwysleisio	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	ymestyn	0.604	0.578	0.500
stretcher	ymestynwr	0.438	0.196	0.295
stricken	stricken	0.163	0.720	0.368
strict	llym	0.500	0.646	0.878
stride	streic	0.490	0.670	0.434
strife	ymladd	0.344	0.898	0.630
strike	streic	0.271	0.811	0.571
strikeout	drawout	0.316	0.520	0.371
striker	ymosodwr	0.500	0.589	0.696
striking	trawiadol	0.357	0.827	0.657
strikingly	yn drawiadol	0.690	0.684	0.811
string	llinyn	0.385	0.398	0.445
strings	llinynnau	0.457	0.292	0.355
stringy	llym	0.430	0.510	0.527
strip	stribed	0.427	0.500	0.436
stripe	strip	0.629	0.302	0.361
striped	stribed	0.344	0.373	0.385
stripped	wedi'i dynnu allan	0.255	0.615	0.278
stripper	stripper	0.625	0.848	0.453
striptease	stribednod	0.607	0.918	0.608
strive	ymdrechu	0.582	0.837	0.769
strobe	strôc	0.490	0.633	0.537
stroke	strôc	0.562	0.440	0.570
stroll	daith	0.745	0.415	0.444
stroller	stroller	0.786	0.398	0.314
strolling	cerdded	0.755	0.515	0.340
strong	cryf	0.912	0.745	0.895
stronghold	cadarnle	0.708	0.636	0.954
strongly	yn gryf	0.630	0.817	0.885
structural	strwythurol	0.582	0.425	0.690
structure	strwythur	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
struggle	anodd	0.365	0.820	0.741
strut	strut	0.580	0.480	0.464
stub	stub	0.396	0.320	0.367
stubbed	stubbed	0.323	0.642	0.241
stubble	stribwl	0.333	0.442	0.264
stubborn	styfnig	0.157	0.702	0.575
stubbornness	ystyfnigrwydd	0.156	0.673	0.508
stubby	stubby	0.417	0.370	0.393
stucco	stwco	0.439	0.292	0.279
stuck	yn sownd	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	stud	0.564	0.531	0.509
studded	yn llawn	0.396	0.412	0.425
student	myfyriwr	0.634	0.318	0.537
studied	astudiwyd	0.786	0.306	0.806
studio	stiwdio	0.677	0.265	0.620
study	astudio	0.653	0.361	0.768
stuff	pethau	0.622	0.367	0.263
stuffed animal	anifeiliaid wedi'u stwffio	0.684	0.255	0.306
stuffing	stwffio	0.417	0.324	0.304
stuffy	stwffl	0.323	0.615	0.406
stumble	baglu	0.153	0.716	0.259
stump	stump	0.449	0.510	0.340
stumped	stumio	0.344	0.604	0.392
stun	stun	0.333	0.710	0.451
stunned	syfrdanol	0.306	0.663	0.356
stunner	stunner	0.418	0.780	0.492
stunning	syfrdanol	0.888	0.673	0.858
stunt	stunt	0.387	0.555	0.526
stunted	stunted	0.194	0.472	0.275
stuntman	stuntman	0.490	0.482	0.500
stupefaction	stupefaction	0.294	0.704	0.480
stupefy	yn syfrdanol	0.200	0.740	0.412
stupendous	yn rhyfeddol	0.823	0.690	0.798
stupid	dwp	0.133	0.510	0.200
stupidity	stupidrwydd	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stupor	0.323	0.590	0.330
sturdy	cadarn	0.580	0.642	0.824
sturgeon	sturwn	0.417	0.473	0.465
stutter	stutter	0.250	0.469	0.258
sty	sty	0.296	0.500	0.225
style	arddull	0.745	0.472	0.586
styling	arddull	0.823	0.378	0.652
stylish	stylish	0.885	0.490	0.689
stylist	steilydd	0.760	0.445	0.500
suave	suave	0.724	0.265	0.269
sub	is	0.510	0.370	0.312
subatomic	subatomig	0.385	0.538	0.491
subcommittee	is-bwyllgor	0.396	0.467	0.600
subconscious	yn isymwybod	0.531	0.375	0.415
subcutaneous	subcutaneous	0.396	0.444	0.376
subdivide	is-rannol	0.538	0.433	0.348
subdivision	isrannu	0.592	0.455	0.430
subduction	is-gipio	0.350	0.569	0.445
subdue	dilynwch	0.275	0.640	0.784
subdued	wedi'i dynnu	0.236	0.463	0.223
subdural	subdural	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	pwnc	0.602	0.344	0.558
subjected	pwnc	0.286	0.520	0.221
subjection	gwrthwynebiad	0.354	0.408	0.539
subjective	goddrychol	0.510	0.350	0.432
subjugation	subjugation	0.280	0.610	0.377
sublet	isdeitl	0.469	0.551	0.545
sublevel	sublevel	0.365	0.298	0.333
sublimation	sublimation	0.510	0.390	0.538
sublime	sublime	0.784	0.333	0.585
subliminal	subliminal	0.410	0.528	0.464
submarine	llong danfor	0.572	0.481	0.549
submerge	tyfu	0.517	0.643	0.456
submerged	wedi'i foddi	0.337	0.528	0.357
submersible	yn agored	0.406	0.459	0.540
submission	cyflwyno	0.531	0.580	0.633
submissive	yn dderbyniol	0.480	0.217	0.173
submit	cyflwyno	0.635	0.448	0.500
submitting	cyflwyno	0.667	0.610	0.611
subordinate	israddedig	0.276	0.392	0.121
subordination	is-drefnu	0.270	0.527	0.343
subplot	isaf	0.469	0.413	0.446
subpoena	subpoena	0.281	0.634	0.555
subscribe	tanysgrifio	0.660	0.344	0.591
subscriber	tanysgrifiwr	0.562	0.398	0.570
subscription	tanysgrifiad	0.583	0.333	0.651
subsequence	canlyniad	0.438	0.510	0.413
subsequent	dilynol	0.449	0.385	0.400
subsequently	wedi hynny	0.380	0.337	0.336
subservient	cynhwysfawr	0.255	0.402	0.339
subset	is-set	0.429	0.358	0.404
subside	tanysgrifio	0.375	0.308	0.209
subsidence	tanysgrifiad	0.320	0.509	0.452
subsidiary	is-gwmni	0.541	0.295	0.500
subsidize	cymhorthdal	0.604	0.615	0.589
subsidy	cymhorthdal	0.573	0.462	0.517
subsist	tanysgrifydd	0.573	0.418	0.472
subsistence	cynhaliaeth	0.510	0.404	0.491
subsoil	isbridd	0.429	0.240	0.382
subspace	tanysgrifiad	0.470	0.453	0.475
substance	sylwedd	0.615	0.422	0.528
substandard	is-safonol	0.235	0.333	0.150
substantial	sylweddol	0.590	0.490	0.690
substantially	yn sylweddol	0.646	0.471	0.684
substantiate	cadarnhau	0.531	0.549	0.636
substantive	sylweddol	0.500	0.350	0.455
substation	is-orsaf	0.469	0.461	0.491
substitute	rhodder	0.427	0.406	0.398
substituted	amnewid	0.271	0.545	0.394
substitution	amnewid	0.406	0.480	0.353
substructure	isadeiledd	0.441	0.358	0.587
subterranean	subterranean	0.469	0.306	0.432
subtext	is-destun	0.635	0.276	0.412
subtitle	isdeitl	0.445	0.202	0.347
subtle	cynnil	0.708	0.167	0.228
subtlety	cynnil	0.615	0.176	0.363
subtract	tynnu	0.208	0.330	0.283
subtraction	tynnu	0.163	0.382	0.349
subtype	isdeitl	0.427	0.296	0.420
suburb	maestrefi	0.354	0.566	0.441
suburban	maestrefol	0.439	0.450	0.453
suburbia	maestrefi	0.438	0.490	0.421
suburbs	maestrefi	0.510	0.571	0.286
subversion	israddiad	0.347	0.608	0.415
subversive	israddol	0.198	0.765	0.500
subvert	gwrthdroi	0.357	0.557	0.536
subway	isffordd	0.418	0.300	0.464
succeed	llwyddo	0.926	0.755	0.926
succeeding	yn llwyddo	0.867	0.755	0.849
success	llwyddiant	0.959	0.880	0.981
successful	llwyddiannus	0.949	0.724	0.938
succession	olyniaeth	0.698	0.481	0.587
successive	yn olynol	0.635	0.471	0.518
successor	olynydd	0.729	0.531	0.648
succinct	cryno	0.510	0.413	0.566
succubus	succubus	0.417	0.647	0.509
succulent	blasus	0.823	0.538	0.556
succumb	cuddio	0.202	0.787	0.292
suck	sugno	0.344	0.706	0.377
sucker	siwgr	0.265	0.393	0.204
sucking	sugno	0.227	0.528	0.377
suckling	sugno	0.596	0.558	0.518
sucks	sucks	0.115	0.683	0.302
suction	sugno	0.460	0.593	0.526
sudden	sydyn	0.449	0.660	0.435
suddenly	yn sydyn	0.670	0.510	0.456
suds	suds	0.458	0.365	0.255
sue	erlyn	0.219	0.731	0.679
suede	suede	0.542	0.259	0.259
suffer	dioddef	0.082	0.910	0.259
sufferer	dioddefwr	0.156	0.690	0.278
suffering	dioddefaint	0.020	0.719	0.235
suffice	yn ddigon	0.643	0.326	0.504
sufficiency	digonolrwydd	0.594	0.438	0.576
sufficient	ddigonol	0.833	0.330	0.588
sufficiently	yn ddigonol	0.776	0.367	0.714
suffix	ôl-ddodiad	0.430	0.420	0.364
suffocate	dioddef	0.219	0.764	0.440
suffocating	sathru	0.133	0.774	0.429
suffocation	aflonyddu	0.020	0.830	0.462
sugar	siwgr	0.896	0.382	0.402
suggest	awgrymu	0.573	0.471	0.517
suggestion	awgrym	0.646	0.365	0.558
suggestive	awgrymol	0.552	0.500	0.555
suicidal	hunanladdol	0.021	0.867	0.382
suicide	hunanladdiad	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	siwt	0.776	0.282	0.482
suitable	addas	0.792	0.298	0.722
suitcase	cês	0.562	0.212	0.318
suite	suite	0.790	0.420	0.400
suitor	suitor	0.708	0.639	0.546
sulfate	sylffad	0.427	0.352	0.429
sulfur	sylffwr	0.173	0.530	0.364
sulk	sudd	0.250	0.580	0.406
sullen	sullen	0.250	0.407	0.263
sully	sully	0.378	0.550	0.370
sulphur	sylffwr	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	sultry	0.735	0.696	0.627
sum	swm	0.792	0.340	0.420
summarily	yn gryno	0.469	0.431	0.543
summarize	crynhoi	0.590	0.323	0.471
summary	crynodeb	0.729	0.260	0.427
summation	crynodeb	0.766	0.337	0.594
summer	haf	0.812	0.373	0.550
summerhouse	tŷ haf	0.796	0.308	0.443
summertime	haf	0.837	0.500	0.455
summit	copa	0.625	0.618	0.764
summon	galw	0.521	0.560	0.664
summons	gwŷr	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	sump	0.365	0.451	0.340
sumptuous	rhyfeddol	0.698	0.550	0.555
sun	haul	0.877	0.400	0.681
sunbeam	haul haul	0.729	0.440	0.505
sunburn	llosg haul	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	dydd Sul	0.776	0.196	0.394
sundial	dydd Sul	0.643	0.225	0.406
sundown	yn ôl	0.812	0.276	0.445
sundry	dillad	0.543	0.369	0.407
sunflower	blodyn yr haul	0.878	0.231	0.270
sunglass	sbectol haul	0.684	0.264	0.324
sunglasses	sbectol haul	0.844	0.443	0.364
sunk	wedi'i suddo	0.146	0.531	0.185
sunken	wedi'i suddo	0.103	0.476	0.173
sunless	dim haul	0.245	0.280	0.273
sunlight	haul	0.906	0.407	0.639
sunny	Heulog	0.740	0.348	0.481
sunrise	haul	0.823	0.347	0.640
sunroof	haul	0.681	0.325	0.425
sunscreen	sgrin haul	0.656	0.387	0.462
sunset	machlud	0.875	0.231	0.298
sunshine	haul	0.885	0.297	0.769
suntan	suntan	0.620	0.510	0.366
sunup	haul	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	super	0.844	0.663	0.780
superannuation	pensiwn	0.448	0.412	0.562
superb	yn wych	0.980	0.708	0.852
superficial	arwynebol	0.357	0.407	0.309
superfluous	yn ormodol	0.316	0.469	0.393
superhero	superhero	0.910	0.820	0.893
superhuman	superhuman	0.810	0.745	0.895
superimposed	wedi'i arosod	0.490	0.529	0.683
superintendent	goruchwyliwr	0.592	0.570	0.942
superior	uwch	0.801	0.697	0.940
superiority	uwchradd	0.582	0.602	0.959
superlative	superlative	0.714	0.566	0.737
superman	superman	0.945	0.794	0.929
supermarket	archfarchnad	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	seddiant	0.500	0.500	0.565
supernatural	gorheddaturiol	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	superposition	0.480	0.570	0.806
superpower	superpower	0.806	0.784	0.972
supersede	disodli	0.479	0.510	0.518
superstar	superstar	0.885	0.860	0.880
superstition	superstition	0.177	0.640	0.418
superstitious	superstitious	0.281	0.545	0.514
superstore	superstore	0.719	0.600	0.640
supervise	goruchwylio	0.698	0.555	0.889
supervision	goruchwyliaeth	0.459	0.578	0.825
supervisor	goruchwyliwr	0.615	0.479	0.933
supper	swper	0.708	0.429	0.552
suppertime	amser cinio	0.792	0.388	0.461
supplant	supplant	0.344	0.558	0.463
supple	atodol	0.812	0.528	0.436
supplement	atodiad	0.745	0.406	0.491
supplemental	atodol	0.604	0.404	0.555
supplementary	atodol	0.625	0.352	0.541
supplication	gweddi	0.469	0.570	0.309
supplier	cyflenwr	0.615	0.462	0.736
supplies	cyflenwadau	0.698	0.390	0.595
supply	cyflenwi	0.708	0.519	0.603
support	cefnogaeth	0.811	0.472	0.737
supported	cefnogol	0.853	0.408	0.613
supporter	cefnogwr	0.721	0.510	0.698
supporters	cefnogwyr	0.763	0.539	0.558
supporting	cefnogi	0.634	0.490	0.764
supportive	cefnogol	0.875	0.420	0.635
suppose	mae'n debyg	0.551	0.343	0.348
supposed	i fod	0.296	0.378	0.379
supposing	yn tybio	0.449	0.451	0.357
supposition	rhagdybiaeth	0.531	0.408	0.526
suppress	atal	0.281	0.559	0.509
suppression	gwaharddiad	0.267	0.541	0.537
supremacy	goruchafiaeth	0.794	0.706	0.943
supreme	goruchaf	0.812	0.700	0.974
supremely	yn rhyfeddol	0.833	0.725	0.897
surcharge	gordaliad	0.375	0.528	0.500
sure	yn siŵr	0.724	0.270	0.793
surety	sicrwydd	0.776	0.365	0.750
surf	syrffio	0.847	0.650	0.500
surface	wyneb	0.448	0.375	0.604
surfboard	bwrdd syrffio	0.729	0.730	0.387
surfer	syrffiwr	0.704	0.701	0.554
surge	ymchwydd	0.449	0.684	0.500
surgeon	llawfeddyg	0.500	0.598	0.793
surgery	llawdriniaeth	0.286	0.769	0.600
surgical	llawfeddygol	0.327	0.696	0.723
surly	yn sydyn	0.221	0.469	0.493
surmise	meddyliwch	0.529	0.400	0.347
surname	cyfenw	0.670	0.250	0.493
surpassing	yn rhagori	0.719	0.660	0.720
surplus	dros ben	0.602	0.680	0.630
surprise	syndod	0.875	0.875	0.562
surprised	synnu	0.784	0.855	0.539
surprises	annisgwyl	0.875	0.769	0.632
surprising	syndod	0.888	0.790	0.692
surprisingly	yn syndod	0.847	0.793	0.819
surreal	syrreal	0.550	0.529	0.670
surrender	ildio	0.115	0.396	0.186
surrendering	ildio	0.198	0.411	0.245
surrogate	enillydd	0.406	0.590	0.472
surround	amgylch	0.542	0.623	0.627
surrounding	o amgylch	0.531	0.422	0.669
surroundings	amgylchoedd	0.600	0.346	0.492
surveillance	gwyliadwriaeth	0.365	0.720	0.718
survey	arolwg	0.580	0.357	0.379
surveying	arolygon	0.488	0.455	0.682
surveyor	syrfëwr	0.545	0.337	0.648
survival	goroesi	0.541	0.798	0.879
survive	goroesi	0.770	0.824	0.726
surviving	wedi goroesi	0.646	0.836	0.721
survivor	goroeswr	0.677	0.750	0.815
susceptibility	derbynioldeb	0.458	0.627	0.364
susceptible	yn agored	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	yn amau	0.133	0.750	0.509
suspected	amheuaeth	0.173	0.755	0.452
suspend	atal	0.240	0.320	0.368
suspended	wedi'i atal	0.224	0.402	0.368
suspenders	atalwyr	0.391	0.333	0.500
suspense	gwahardd	0.286	0.775	0.402
suspension	ataliad	0.288	0.530	0.426
suspicion	amheuaeth	0.204	0.711	0.377
suspicions	amheuon	0.208	0.745	0.500
suspicious	yn amheus	0.153	0.745	0.431
sustain	cynnal	0.635	0.358	0.593
sustained	parhaus	0.649	0.340	0.580
sustenance	cynhaliaeth	0.820	0.519	0.679
suture	suture	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	swab	0.470	0.364	0.259
swag	swag	0.656	0.676	0.654
swagger	swagger	0.333	0.731	0.538
swallow	llyncu	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	swamp	0.245	0.425	0.235
swamped	wedi ymledu	0.156	0.480	0.270
swampy	swampy	0.306	0.390	0.412
swan	swan	0.781	0.225	0.357
swank	swank	0.490	0.500	0.442
swap	cyfnewid	0.552	0.500	0.509
swarm	swarm	0.302	0.735	0.458
swarming	swarming	0.375	0.600	0.435
swastika	swastika	0.316	0.472	0.491
swat	swat	0.380	0.694	0.571
sway	sway	0.690	0.596	0.721
swear	chwysu	0.601	0.577	0.658
swearing	gwisgo	0.333	0.559	0.586
sweat	chwys	0.388	0.579	0.297
sweater	siwmper	0.704	0.245	0.295
sweating	chwysu	0.292	0.667	0.265
sweatshirt	crys chwys	0.510	0.368	0.353
sweatshop	siop chwys	0.385	0.797	0.602
sweaty	chwyslyd	0.281	0.540	0.304
sweep	ysgubo	0.448	0.385	0.383
sweeper	ysgubwr	0.470	0.549	0.414
sweeping	ysgubo	0.344	0.431	0.355
sweet	melys	0.668	0.418	0.382
sweeten	melys	0.908	0.455	0.423
sweetened	melys	0.940	0.461	0.398
sweetener	melysydd	0.670	0.333	0.330
sweetest	melysaf	0.959	0.500	0.370
sweetheart	cariad	0.959	0.423	0.509
sweetie	sweetie	0.990	0.549	0.560
sweetness	melysrwydd	0.906	0.474	0.528
sweets	melysion	0.910	0.422	0.321
swell	swell	0.360	0.679	0.348
swelling	chwyddo	0.323	0.608	0.250
sweltering	sweltering	0.204	0.644	0.362
swerve	swerve	0.276	0.612	0.357
swift	yn gyflym	0.760	0.776	0.698
swiftly	yn gyflym	0.660	0.885	0.618
swig	cig	0.604	0.481	0.406
swill	swill	0.427	0.528	0.322
swim	nofio	0.688	0.461	0.529
swimmer	nofiwr	0.657	0.698	0.610
swimming	nofio	0.760	0.559	0.524
swimsuit	cyfar nofio	0.740	0.373	0.269
swindle	swindle	0.122	0.740	0.439
swindler	swindler	0.125	0.721	0.575
swine	moch	0.340	0.519	0.277
swing	swing	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	yn swinging	0.656	0.510	0.312
swipe	llithro	0.573	0.450	0.266
swirl	swirl	0.490	0.726	0.639
swish	swish	0.562	0.510	0.474
switch	newid	0.500	0.538	0.509
switchblade	switchblade	0.357	0.596	0.528
switchboard	switsfwrdd	0.571	0.519	0.558
swivel	swivel	0.562	0.480	0.500
swollen	wedi chwyddo	0.236	0.510	0.277
swoon	swoon	0.292	0.510	0.160
swoop	gwthio	0.479	0.618	0.446
sword	cleddyf	0.438	0.653	0.713
swordfish	pysgod cleddyf	0.564	0.520	0.442
swordplay	clafplay	0.616	0.750	0.528
swordsman	cleddyf	0.395	0.857	0.696
sycamore	sycamorwydd	0.500	0.401	0.527
syllable	sillaf	0.448	0.250	0.417
syllabus	maes llafur	0.736	0.370	0.643
symbiotic	symbiotig	0.832	0.425	0.406
symbol	symbol	0.643	0.388	0.527
symbolic	symbolaidd	0.670	0.385	0.574
symbolically	yn symbolaidd	0.582	0.385	0.648
symbolism	symboliaeth	0.688	0.347	0.640
symbolize	symbolize	0.633	0.327	0.673
symmetric	cymesur	0.745	0.212	0.588
symmetrical	cymesur	0.542	0.263	0.569
symmetry	cymesuredd	0.604	0.274	0.500
sympathetic	cydymdeimladol	0.796	0.434	0.609
sympathize	cydymdeimlo	0.770	0.627	0.644
sympathy	cydymdeimlad	0.827	0.497	0.634
symphonic	symffonig	0.775	0.545	0.566
symphony	symffoni	0.765	0.490	0.600
symposium	symposiwm	0.573	0.394	0.644
symptom	symptom	0.380	0.529	0.434
symptomatic	symptomatig	0.367	0.434	0.491
synagogue	synagog	0.531	0.300	0.544
synapse	synapse	0.660	0.471	0.491
synaptic	synaptig	0.573	0.553	0.622
sync	sync	0.802	0.440	0.670
synchronize	cydamseru	0.781	0.361	0.654
synchronous	cydamserol	0.600	0.538	0.545
syncope	synop	0.245	0.538	0.398
syndicate	syndiciad	0.439	0.491	0.673
syndrome	syndrom	0.229	0.510	0.246
synergistic	synergistig	0.571	0.550	0.547
synergy	synergedd	0.667	0.510	0.720
synod	synod	0.469	0.377	0.574
synonym	cyfystyr	0.615	0.210	0.433
synonymous	yn gyfystyr	0.480	0.323	0.400
synopsis	crynodeb	0.541	0.390	0.482
synoptic	synoptig	0.561	0.510	0.596
syntax	cystrawen	0.531	0.346	0.559
synthesis	synthesis	0.604	0.315	0.377
synthesizer	synthesizer	0.500	0.410	0.592
synthetic	synthetig	0.396	0.350	0.519
syphilis	syffilis	0.071	0.606	0.245
syringe	chwistrell	0.250	0.680	0.330
syrup	syrup	0.620	0.223	0.318
system	system	0.615	0.346	0.764
systematic	systematig	0.617	0.444	0.594
systematically	yn systematig	0.690	0.390	0.651
t-shirt	crys-t	0.815	0.286	0.284
tab	tab	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	tabby	0.510	0.426	0.387
tabernacle	pabell	0.408	0.480	0.605
table	bwrdd	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	lliain bwrdd	0.480	0.165	0.215
tablespoon	llwy fwrdd	0.490	0.353	0.245
tablet	tabledi	0.562	0.330	0.438
tableware	llestri bwrdd	0.677	0.250	0.276
tabloid	tabloid	0.438	0.365	0.444
taboo	tabŵ	0.198	0.794	0.482
tabular	tabl	0.438	0.330	0.462
tabulate	tablwch	0.480	0.403	0.598
tabulation	tabliad	0.396	0.346	0.526
tachometer	tachomedr	0.398	0.394	0.518
tacit	tacit	0.459	0.340	0.473
tack	tac	0.365	0.431	0.431
tackle	mynd i'r afael â nhw	0.365	0.686	0.569
tackled	mynd i'r afael â hi	0.438	0.612	0.569
tackling	mynd i'r afael â hi	0.480	0.694	0.613
tacky	taclo	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	tact	0.550	0.417	0.417
tactful	tactful	0.704	0.292	0.537
tactic	tacteg	0.531	0.434	0.798
tactical	tactegol	0.594	0.481	0.684
tactics	tactegau	0.583	0.676	0.774
tactile	cyffyrddol	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	penbwl	0.350	0.434	0.218
taffeta	taffeta	0.604	0.279	0.405
taffy	taffi	0.448	0.431	0.204
tag	tag	0.612	0.353	0.375
tail	cynffon	0.480	0.272	0.293
tailed	tawel	0.438	0.358	0.351
tailgate	porthladd	0.323	0.340	0.398
tailings	tailings	0.439	0.311	0.446
taillight	golau cynffon	0.479	0.367	0.283
tailor	teilwra	0.573	0.206	0.450
tailoring	teilwra	0.673	0.540	0.566
tailpipe	pibell llaw	0.460	0.429	0.409
taint	taint	0.141	0.425	0.226
take	cymryd	0.828	0.537	0.348
takeoff	ymosodiad	0.755	0.884	0.626
takeout	cymryd allan	0.736	0.392	0.368
takeover	cymryd drosodd	0.663	0.531	0.861
taker	cymerwr	0.375	0.521	0.618
talcum	talcwm	0.500	0.196	0.291
tale	hanes	0.663	0.300	0.336
talent	talent	0.959	0.607	0.811
talented	talentog	0.939	0.635	0.938
talisman	talisman	0.704	0.542	0.642
talk	siarad	0.833	0.346	0.594
talkative	siaradwr	0.562	0.673	0.535
talker	siaradwr	0.500	0.604	0.552
tall	uchel	0.725	0.591	0.538
tallies	tallies	0.551	0.290	0.402
tallow	helyg	0.344	0.283	0.290
tally	cyfrif	0.542	0.420	0.518
talon	talon	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	tambwrîn	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	tamer	0.385	0.783	0.815
taming	hwylio	0.569	0.514	0.575
tamper	tamper	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	tan	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	tang	0.594	0.383	0.340
tangent	tangiad	0.573	0.373	0.454
tangerine	tangerine	0.571	0.271	0.395
tangible	yn ddealladwy	0.646	0.350	0.679
tangle	tangle	0.354	0.545	0.254
tangled	tangio	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	tanc	0.431	0.454	0.634
tank top	top tanc	0.610	0.371	0.371
tanker	tancer	0.520	0.647	0.713
tanned	tanned	0.615	0.550	0.491
tantalizing	rhyfeddol	0.525	0.788	0.625
tantamount	gyfartaledd	0.633	0.288	0.670
tantrum	tantrum	0.219	0.817	0.404
taoism	taoism	0.490	0.250	0.456
tap	tap	0.461	0.370	0.349
tape	tâp	0.531	0.277	0.254
tape measure	tap mesur	0.406	0.250	0.360
taper	taper	0.541	0.410	0.415
tapering	tapering	0.344	0.380	0.237
tapestry	tapestri	0.520	0.176	0.362
