Word	Catalan-ca	Valence	Arousal	Dominance
rewire	rewire	0.365	0.462	0.406
rewrite	reescriure	0.490	0.500	0.434
rhapsody	rapsodia	0.708	0.490	0.460
rhetoric	retòrica	0.417	0.429	0.504
rhetorical	retòrica	0.417	0.569	0.635
rheumatism	reumatisme	0.219	0.472	0.418
rhinestone	strass	0.531	0.551	0.408
rhino	rinoceront	0.531	0.549	0.555
rhinoceros	Rinoceront	0.556	0.656	0.569
rhubarb	ruibarbre	0.582	0.304	0.340
rhyme	rima	0.667	0.249	0.481
rhyming	rima	0.729	0.410	0.500
rhythm	ritme	0.771	0.759	0.573
rhythmic	rítmic	0.714	0.642	0.664
rhythmical	rítmic	0.844	0.694	0.632
rib	costella	0.490	0.349	0.351
ribbed	nervada	0.365	0.378	0.409
ribbon	cinta	0.719	0.288	0.357
rice	arròs	0.667	0.208	0.330
rich	ric	0.882	0.627	0.905
riches	riqueses	0.958	0.694	0.880
richness	riquesa	0.896	0.833	0.922
rick	rick	0.459	0.420	0.444
rickety	fastuositat	0.224	0.402	0.241
rickshaw	rickshaw	0.438	0.594	0.402
ricochet	rebot	0.287	0.618	0.430
rid	eliminar	0.194	0.408	0.327
riddance	riddance	0.323	0.562	0.472
riddle	endevinalles	0.521	0.583	0.543
riddled	plagat	0.281	0.861	0.422
ride	passeig	0.806	0.465	0.472
rider	genet	0.635	0.627	0.574
ridge	cresta	0.484	0.402	0.349
ridicule	ridícul	0.143	0.745	0.255
ridiculed	ridiculitzat	0.112	0.806	0.212
ridiculous	ridícul	0.159	0.594	0.245
riding	muntar a cavall	0.694	0.654	0.620
rife	abundant	0.570	0.561	0.692
riff	riff	0.521	0.551	0.343
riffraff	riffraff	0.360	0.404	0.397
rifle	rifle	0.329	0.900	0.718
rifleman	rifleman	0.245	0.863	0.767
rifles	fusells	0.337	0.864	0.765
rift	escletxa	0.246	0.519	0.289
rig	plataforma	0.542	0.382	0.746
rigged	aparellat	0.188	0.510	0.412
rigging	aparellament	0.510	0.518	0.440
right	dret	0.740	0.352	0.710
righteous	just	0.823	0.385	0.790
righteousness	justícia	0.802	0.660	0.897
rightful	legítim	0.837	0.358	0.821
rightly	amb raó	0.740	0.471	0.782
righty	just	0.750	0.314	0.786
rigid	rígid	0.357	0.552	0.591
rigidity	rigidesa	0.198	0.530	0.726
rigor	rigor	0.375	0.745	0.713
rigorous	rigorós	0.438	0.818	0.847
rim	vora	0.510	0.397	0.302
rind	tallar	0.542	0.280	0.491
ring	anell	0.677	0.427	0.464
ringer	timbre	0.573	0.604	0.347
ringing	timbre	0.724	0.598	0.693
ringleader	capdavanter	0.520	0.550	0.640
ringmaster	ringmaster	0.630	0.622	0.732
ringside	Ringside	0.500	0.644	0.411
rink	pista	0.551	0.392	0.392
rinse	esbandida	0.663	0.168	0.409
riot	motí	0.061	0.946	0.586
rioting	disturbis	0.156	0.949	0.560
riotous	molest	0.163	0.837	0.588
riots	motins	0.099	0.882	0.564
rip	descansi en pau	0.146	0.676	0.365
riparian	riparia	0.552	0.408	0.412
ripe	madur	0.671	0.337	0.670
ripen	madura	0.755	0.373	0.671
ripening	maduració	0.615	0.490	0.759
ripper	raspador	0.219	0.887	0.642
ripple	ondulació	0.500	0.453	0.370
rippling	rippling	0.500	0.480	0.327
rise	pujar	0.667	0.593	0.745
rising	pujant	0.750	0.602	0.696
risk	risc	0.240	0.816	0.438
risky	arriscat	0.224	0.922	0.700
risotto	risotto	0.802	0.454	0.234
rite	ritu	0.378	0.570	0.606
ritual	ritual	0.375	0.520	0.508
ritualistic	ritual	0.450	0.583	0.540
rival	rival	0.286	0.605	0.574
rivalry	rivalitat	0.192	0.765	0.538
river	riu	0.688	0.392	0.605
riverbank	riba del riu	0.684	0.300	0.330
riverbed	llit de riu	0.610	0.233	0.421
riverboat	barca de riu	0.561	0.347	0.462
rivet	rebladures	0.458	0.306	0.405
riveted	reblat	0.385	0.439	0.443
riveting	reblat	0.448	0.544	0.394
roach	escarabat	0.146	0.598	0.259
road	camí	0.656	0.404	0.404
roadblock	roadblock	0.337	0.669	0.490
roadhouse	casa de camins	0.500	0.620	0.458
roadie	Roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	roadrunner	0.490	0.702	0.590
roads	carreteres	0.677	0.448	0.496
roadside	costat de la carretera	0.500	0.569	0.472
roadster	roadster	0.531	0.622	0.473
roadtrip	viatge de carretera	0.677	0.596	0.519
roadway	carretera	0.562	0.206	0.509
roadworks	obres vials	0.562	0.538	0.509
roam	vagar	0.510	0.550	0.444
roar	rugit	0.427	0.816	0.675
roaring	rugit	0.449	0.817	0.634
roast	rostit	0.521	0.541	0.311
roasted	rostit	0.615	0.520	0.339
rob	robar	0.112	0.840	0.500
robber	lladre	0.135	0.772	0.481
robbery	robatori	0.133	0.843	0.435
robe	bata	0.594	0.216	0.298
robin	Robin	0.552	0.363	0.393
robot	robot	0.441	0.337	0.543
robotic	robòtica	0.417	0.602	0.657
robotics	robòtica	0.592	0.600	0.763
robust	robust	0.667	0.604	0.719
roc	roc	0.427	0.510	0.415
rock	rock	0.623	0.236	0.557
rocker	rocker	0.615	0.704	0.625
rocket	coet	0.664	0.824	0.774
rocks	roques	0.365	0.209	0.543
rod	barra	0.479	0.319	0.355
rodent	rosegador	0.323	0.577	0.279
rodeo	rodeo	0.490	0.676	0.588
roe	ous	0.490	0.382	0.398
rogue	Deshonor	0.334	0.713	0.636
role	paper	0.552	0.260	0.464
roll	rotllo	0.469	0.510	0.172
roller	corró	0.521	0.394	0.345
rollercoaster	muntanya russa	0.802	0.910	0.651
rollers	corrons	0.490	0.365	0.336
rollicking	rollicking	0.878	0.806	0.552
rolling	rodant	0.510	0.606	0.321
roman	roman	0.615	0.475	0.639
romance	romanç	0.980	0.682	0.587
romantic	romàntic	0.936	0.531	0.598
romanticism	romanticisme	0.854	0.521	0.593
romp	romp	0.610	0.640	0.417
roof	sostre	0.602	0.226	0.342
rooftop	terrat	0.571	0.471	0.461
rook	rook	0.380	0.400	0.510
rookie	novençà	0.583	0.370	0.198
room	habitació	0.729	0.283	0.445
roomful	amable	0.786	0.425	0.634
roommate	company d'habitació	0.750	0.481	0.480
rooms	habitacions	0.677	0.241	0.386
roomy	espaiós	0.760	0.342	0.736
roost	roost	0.500	0.410	0.345
rooster	gall	0.459	0.385	0.275
root	arrel	0.602	0.279	0.508
root beer	cervesa d'arrel	0.582	0.520	0.415
rooted	arrelat	0.510	0.527	0.718
rope	corda	0.385	0.280	0.345
ropes	cordes	0.458	0.304	0.402
rosary	rosari	0.806	0.140	0.430
rose	es va aixecar	0.865	0.276	0.386
rosemary	romaní	0.688	0.381	0.425
rosette	roseta	0.469	0.410	0.310
roster	llistat	0.531	0.306	0.381
rosy	rosat	0.940	0.528	0.755
rot	podridura	0.031	0.558	0.301
rota	rota	0.320	0.462	0.209
rotary	rotatiu	0.573	0.462	0.528
rotate	girar	0.458	0.470	0.492
rotation	rotació	0.670	0.520	0.550
rote	rote	0.561	0.481	0.696
rotor	rotor	0.500	0.458	0.404
rotten	podrit	0.104	0.590	0.327
rotting	podrida	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	rugós	0.406	0.794	0.632
roughly	aproximadament	0.448	0.539	0.463
roughneck	rugós	0.323	0.640	0.491
roughness	rugositat	0.214	0.578	0.490
roulette	ruleta	0.326	0.690	0.422
round	ronda	0.552	0.434	0.311
roundabout	rotonda	0.490	0.425	0.495
rounded	arrodonit	0.592	0.391	0.396
roundup	resum	0.520	0.580	0.474
rouse	despertar	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	despertar	0.714	0.517	0.692
rout	Rotació	0.163	0.625	0.233
route	ruta	0.583	0.353	0.518
routine	rutina	0.365	0.219	0.333
rove	rove	0.457	0.400	0.400
rover	rover	0.510	0.538	0.421
roving	roving	0.583	0.442	0.491
row	fila	0.427	0.275	0.406
rowboat	regata	0.455	0.393	0.353
rowdy	sorollós	0.255	0.900	0.518
rowing	rem	0.458	0.443	0.467
royal	Reial	0.796	0.430	0.759
royalty	reialesa	0.832	0.571	0.833
rub	fregar	0.521	0.565	0.400
rubber	goma d'esborrar	0.460	0.217	0.315
rubbers	cautxús	0.604	0.360	0.414
rubbing	fregament	0.406	0.569	0.440
rubbish	escombraries	0.198	0.454	0.164
rubble	runes	0.308	0.509	0.289
rubdown	Fregar	0.561	0.491	0.404
rubric	rúbrica	0.427	0.260	0.500
ruby	rubí	0.663	0.408	0.544
ruckus	ruckus	0.271	0.706	0.411
rudder	timó	0.439	0.469	0.509
ruddy	ruddy	0.490	0.630	0.395
rude	groller	0.061	0.821	0.402
rudeness	grolleria	0.280	0.819	0.692
rudimentary	rudimentari	0.286	0.321	0.509
rudiments	rudiments	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	trist	0.173	0.429	0.225
ruff	ruff	0.365	0.510	0.375
ruffian	rufià	0.130	0.824	0.463
ruffle	ruffle	0.443	0.561	0.518
rug	catifa	0.520	0.240	0.245
rugby	rugbi	0.677	0.820	0.708
rugged	accidentat	0.561	0.569	0.793
ruin	ruïna	0.125	0.588	0.192
ruination	ruïna	0.184	0.582	0.209
ruined	arruïnat	0.135	0.564	0.194
ruinous	ruïnós	0.255	0.690	0.275
ruins	ruïnes	0.250	0.490	0.248
rule	regla	0.567	0.427	0.593
ruler	regle	0.440	0.400	0.631
ruling	decisió	0.177	0.566	0.410
rum	ron	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	esclat	0.367	0.745	0.613
rummage	picar	0.243	0.615	0.289
rumor	rumor	0.255	0.582	0.282
rumored	es rumoreja	0.427	0.604	0.318
rump	tronc	0.449	0.425	0.396
rumpus	rumpus	0.448	0.531	0.422
run	correr	0.542	0.787	0.543
runaround	córrer per tot arreu	0.448	0.519	0.349
runaway	fugitiu	0.271	0.770	0.402
rundown	aixafar	0.520	0.296	0.465
runes	runes	0.438	0.300	0.304
rung	Esglaó	0.510	0.355	0.368
runner	corredor	0.459	0.747	0.632
running	corrent	0.730	0.858	0.442
running shoes	Sabatilles d'esport	0.653	0.573	0.491
runny	runny	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	pista d'aterratge	0.585	0.373	0.406
rupture	ruptura	0.125	0.633	0.430
rural	rural	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	corren	0.406	0.809	0.546
rushing	corrent	0.398	0.821	0.529
rust	òxid	0.281	0.265	0.321
rusted	oxidat	0.286	0.357	0.302
rustic	rústic	0.369	0.657	0.491
rustle	ruixat	0.333	0.538	0.394
rustler	Rustler	0.281	0.830	0.429
rusty	rovellat	0.271	0.345	0.231
rut	rutina	0.333	0.310	0.392
ruth	ruth	0.469	0.427	0.444
ruthless	cruel	0.208	0.850	0.670
rye	sègol	0.490	0.298	0.411
sabbatical	sabàtic	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	Sabre	0.449	0.596	0.500
sabotage	sabotatge	0.135	0.906	0.500
saboteur	saboteador	0.250	0.804	0.407
sac	sac	0.344	0.245	0.226
sack	sac	0.385	0.337	0.264
sacrament	sagrament	0.690	0.316	0.700
sacred	sagrat	0.833	0.375	0.862
sacrifice	sacrifici	0.208	0.833	0.534
sacrifices	sacrificis	0.281	0.717	0.538
sacrificial	sacrifici	0.198	0.755	0.452
sacrilege	sacrilegi	0.281	0.708	0.491
sacrilegious	sacrilegious	0.146	0.736	0.449
sad	trist	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	entristeix	0.104	0.436	0.144
saddle	cadira de muntar	0.510	0.509	0.306
sadist	sàdic	0.042	0.918	0.500
sadistic	sàdic	0.031	0.906	0.618
sadly	per desgràcia	0.047	0.255	0.216
sadness	tristesa	0.052	0.288	0.164
safari	safari	0.663	0.673	0.640
safe	segur	0.898	0.306	0.759
safeguard	salvaguardar	0.786	0.624	0.700
safekeeping	custòdia	0.653	0.510	0.586
safety	seguretat	0.708	0.491	0.868
saffron	safrà	0.443	0.373	0.349
sag	caure	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	sage	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	vela	0.615	0.220	0.325
sailboat	veler	0.719	0.392	0.381
sailing	vela	0.667	0.520	0.500
sailor	mariner	0.500	0.588	0.500
saint	Sant	0.812	0.240	0.693
sainted	santed	0.708	0.296	0.676
saintly	sant	0.865	0.286	0.591
sake	bé	0.490	0.573	0.407
salad	amanida	0.750	0.260	0.307
salamander	salamandra	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	sou	0.786	0.480	0.652
sale	venda	0.647	0.602	0.573
salesgirl	venedor	0.582	0.490	0.605
salesman	venedor	0.643	0.559	0.664
salient	salient	0.600	0.573	0.702
saline	salina	0.430	0.340	0.385
saliva	saliva	0.214	0.265	0.236
sally	sally	0.604	0.390	0.451
salmon	salmó	0.760	0.250	0.444
salmonella	salmonel·la	0.167	0.608	0.312
salon	saló	0.531	0.296	0.463
saloon	saló	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	sal	0.323	0.312	0.306
salted	salat	0.333	0.400	0.304
saltwater	aigua salada	0.327	0.330	0.364
salty	salat	0.388	0.531	0.288
salutary	saludable	0.885	0.360	0.686
salutation	salutació	0.878	0.417	0.500
salute	saludem	0.833	0.542	0.681
salvage	salvament	0.622	0.510	0.832
salvation	salvació	0.857	0.480	0.800
salve	salve	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	igual	0.531	0.330	0.484
sample	mostra	0.521	0.187	0.452
samurai	samurai	0.562	0.736	0.838
sanatorium	sanatori	0.469	0.490	0.491
sanctification	santificació	0.770	0.431	0.816
sanctified	santificat	0.792	0.240	0.612
sanctify	santificar	0.673	0.443	0.783
sanctimonious	sanctimonious	0.240	0.365	0.327
sanction	sanció	0.201	0.750	0.517
sanctioned	sancionat	0.323	0.696	0.391
sanctity	santedat	0.771	0.330	0.628
sanctuary	santuari	0.863	0.226	0.575
sanctum	sanctum	0.521	0.438	0.657
sand	sorra	0.582	0.279	0.304
sandal	sandàlia	0.490	0.283	0.333
sandbox	caixa de sorra	0.573	0.274	0.264
sander	polidora	0.438	0.580	0.445
sandman	sandman	0.479	0.469	0.388
sandpaper	paper de vidre	0.417	0.425	0.404
sands	sorres	0.646	0.304	0.377
sandstorm	tempesta de sorra	0.324	0.821	0.629
sandwich	entrepà	0.672	0.314	0.310
sandy	sorrenc	0.406	0.265	0.296
sane	saludable	0.760	0.235	0.670
sanguine	sanguina	0.520	0.560	0.545
sanitarium	sanitari	0.448	0.645	0.570
sanitary	sanitaris	0.458	0.320	0.425
sanitation	sanejament	0.742	0.312	0.500
sanity	cordura	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	santa	0.735	0.286	0.509
sap	saba	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	safir	0.770	0.472	0.651
sappy	trist	0.583	0.469	0.330
sarcasm	sarcasme	0.125	0.685	0.346
sarcastic	sarcàstic	0.397	0.781	0.298
sarcoma	sarcoma	0.260	0.519	0.402
sarcophagus	sarcòfag	0.271	0.561	0.435
sardine	sardina	0.541	0.236	0.236
sardonic	sardònics	0.208	0.679	0.446
sarsaparilla	zarzaparrilla	0.542	0.488	0.345
sash	franja	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	descarat	0.271	0.704	0.320
satanic	satànic	0.062	0.843	0.720
satchel	cartellera	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satèl·lit	0.562	0.409	0.764
satin	setinat	0.519	0.396	0.481
satire	sàtira	0.458	0.655	0.472
satirical	satíric	0.323	0.615	0.538
satisfaction	satisfacció	0.939	0.637	0.673
satisfactorily	de manera satisfactòria	0.765	0.570	0.802
satisfactory	satisfactori	0.959	0.569	0.702
satisfied	satisfet	0.959	0.510	0.685
satisfy	satisfacció	0.867	0.790	0.705
satisfying	satisfacció	0.890	0.606	0.814
saturate	saturar	0.281	0.680	0.467
saturated	saturat	0.474	0.700	0.442
saturation	saturació	0.255	0.582	0.583
satyr	sàmer	0.280	0.639	0.500
sauce	salsa	0.562	0.515	0.288
saucepan	paella	0.347	0.264	0.321
saucer	platet	0.510	0.327	0.337
saucy	saucy	0.250	0.653	0.391
sauerkraut	xucrut	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	embotits	0.542	0.429	0.300
savage	salvatge	0.204	0.931	0.605
savagery	salvatgisme	0.219	0.907	0.711
savanna	sabana	0.606	0.147	0.394
savannah	sabana	0.729	0.212	0.309
savant	savant	0.781	0.451	0.818
save	guardar	0.770	0.439	0.682
saver	estalviador	0.745	0.382	0.802
saving	estalvi	0.663	0.230	0.621
savings	estalvis	0.776	0.431	0.608
savior	salvador	0.920	0.469	0.804
savor	assaborir	0.827	0.552	0.526
savory	salat	0.812	0.717	0.619
savvy	intel·ligent	0.719	0.520	0.706
saw	va veure	0.316	0.541	0.518
sawdust	serradures	0.398	0.279	0.241
sawmill	serradora	0.427	0.378	0.434
sax	saxo	0.573	0.465	0.409
saxophone	saxofon	0.688	0.444	0.482
say	dir	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	costra	0.354	0.330	0.272
scabbard	vaina	0.325	0.219	0.217
scaffold	bastida	0.480	0.500	0.336
scaffolding	bastides	0.496	0.366	0.545
scalding	escaldat	0.271	0.540	0.381
scale	escala	0.310	0.350	0.577
scales	escales	0.439	0.330	0.491
scallop	vieires	0.490	0.363	0.331
scalp	cuir cabellut	0.347	0.346	0.302
scalpel	bisturí	0.302	0.700	0.482
scaly	escamós	0.281	0.481	0.358
scam	estafa	0.042	0.745	0.418
scamp	Scamp	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	escaneig	0.479	0.423	0.470
scandal	escàndol	0.122	0.821	0.557
scandalous	escandalós	0.135	0.907	0.556
scanner	escàner	0.531	0.356	0.567
scanty	escassa	0.287	0.333	0.127
scape	escena	0.290	0.625	0.536
scapegoat	chivo expiatorio	0.184	0.685	0.481
scar	cicatriu	0.146	0.500	0.397
scarab	escarabat	0.406	0.458	0.267
scarce	escàs	0.292	0.324	0.218
scarcely	amb prou feines	0.082	0.412	0.160
scarcity	escassetat	0.167	0.500	0.182
scare	espantar	0.122	0.910	0.264
scarecrow	espantaocells	0.219	0.274	0.349
scared	espantat	0.146	0.828	0.185
scares	espanta	0.122	0.847	0.386
scarf	bufanda	0.750	0.224	0.224
scarier	més aspre	0.156	0.846	0.472
scariest	més terrorífic	0.167	0.863	0.538
scarlet	escarlata	0.507	0.390	0.411
scary	asustadizo	0.062	0.952	0.528
scat	scat	0.337	0.548	0.409
scatter	dispersió	0.229	0.620	0.404
scattered	dispersos	0.208	0.380	0.238
scattering	dispersió	0.347	0.550	0.394
scavenger	scavenger	0.177	0.578	0.408
scenario	escenari	0.667	0.510	0.683
scene	escena	0.570	0.340	0.578
scenery	paisatge	0.745	0.253	0.592
scenic	escènic	0.684	0.548	0.756
scent	olor	0.633	0.410	0.491
scented	perfumat	0.865	0.509	0.431
scepter	cetro	0.630	0.300	0.670
sceptical	escèptic	0.214	0.387	0.466
scepticism	Escepticisme	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	calendari	0.510	0.380	0.480
schematic	esquemàtic	0.490	0.284	0.647
scheme	esquema	0.521	0.269	0.577
schilling	schilling	0.367	0.410	0.418
schism	cisma	0.280	0.569	0.386
schizophrenia	esquizofrènia	0.092	0.880	0.435
schizophrenic	esquizofrènic	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	Schnapps	0.583	0.567	0.417
schnitzel	schnitzel	0.365	0.430	0.382
scholar	erudit	0.694	0.421	0.731
scholarly	erudit	0.750	0.466	0.709
scholarship	beques	0.866	0.490	0.625
scholastic	escolàstic	0.500	0.470	0.491
school	escola	0.765	0.423	0.633
schoolboy	col·legial	0.623	0.385	0.441
schoolgirl	col.legiala	0.760	0.521	0.415
schoolhouse	escola escolar	0.602	0.407	0.672
schooling	escolaritat	0.582	0.462	0.640
schoolmaster	mestre d'escola	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	deures	0.479	0.500	0.481
schoolyard	pati de l'escola	0.684	0.529	0.440
schooner	goleta	0.635	0.408	0.427
sciatica	ciàtica	0.286	0.443	0.393
science	ciència	0.588	0.429	0.741
scientific	científic	0.653	0.510	0.836
scientist	científic	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	escintilant	0.650	0.736	0.612
scintillation	centelleig	0.576	0.579	0.573
scintillator	escintilador	0.583	0.670	0.510
scion	Scion	0.490	0.380	0.451
scissors	tisores	0.458	0.462	0.302
scoff	burlar-se	0.125	0.686	0.306
scold	escolta	0.194	0.755	0.626
scolding	rega	0.071	0.833	0.417
scone	Scone	0.418	0.287	0.229
scoop	Cullera	0.583	0.543	0.640
scoot	scoot	0.510	0.490	0.412
scooter	scooter	0.510	0.587	0.371
scope	abast	0.656	0.386	0.718
scorch	fregar	0.214	0.689	0.491
scorching	escumejant	0.406	0.635	0.464
score	puntuació	0.670	0.388	0.589
scoreboard	marcador	0.667	0.484	0.472
scorer	anotador	0.730	0.608	0.764
scores	puntuacions	0.594	0.469	0.629
scorn	menyspreu	0.110	0.721	0.356
scorned	despreciat	0.062	0.529	0.226
scornful	despreocupat	0.173	0.608	0.368
scorpion	escorpí	0.198	0.745	0.600
scotch	escocesa	0.578	0.520	0.615
scoundrel	canalla	0.094	0.740	0.412
scour	escoria	0.388	0.602	0.632
scourge	plaga	0.214	0.640	0.302
scout	escolta	0.656	0.611	0.763
scowl	enfosquiment	0.302	0.600	0.413
scrabble	Scrabble	0.625	0.412	0.399
scram	scram	0.306	0.485	0.409
scramble	lluita	0.469	0.744	0.500
scrambled	revolts	0.451	0.535	0.539
scrambler	codificador	0.417	0.550	0.444
scrambling	lluitar	0.421	0.810	0.731
scrap	ferralla	0.156	0.339	0.173
scrapbook	bloc de notes	0.562	0.274	0.432
scrape	raspar	0.365	0.615	0.384
scrapie	scrapie	0.306	0.706	0.231
scraping	rascades	0.265	0.479	0.305
scrappy	descremada	0.301	0.375	0.406
scratch	rascar	0.276	0.625	0.270
scratchy	raspadat	0.235	0.610	0.436
scrawny	raspallat	0.276	0.422	0.245
scream	crit	0.188	0.863	0.594
screamer	crits	0.156	0.670	0.392
screaming	cridant	0.245	0.901	0.460
screech	calfar	0.214	0.802	0.306
screen	pantalla	0.670	0.300	0.417
screening	projecció	0.562	0.570	0.709
screenplay	guió	0.500	0.406	0.518
screenwriter	guionista	0.571	0.500	0.712
screw	cargol	0.385	0.460	0.377
screwball	tornavís	0.271	0.680	0.505
screwdriver	tornavís	0.520	0.519	0.439
screwed	cargolat	0.302	0.520	0.464
screwy	cargolat	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	garabateo	0.429	0.453	0.358
scribe	escriba	0.541	0.264	0.491
scrimmage	scrimmage	0.367	0.660	0.411
