Word	Croatian-hr	Valence	Arousal	Dominance
stinky	smrdljiv	0.092	0.558	0.176
stint	ograničenje	0.490	0.326	0.342
stipend	plata	0.604	0.546	0.614
stipulate	utvrditi, ugovoriti	0.570	0.546	0.623
stipulation	odredba	0.469	0.622	0.654
stir	promiješati	0.448	0.773	0.453
stirring	uzbudljiv	0.582	0.702	0.558
stitch	šav	0.306	0.538	0.357
stitching	šivanje	0.510	0.382	0.345
stock	zaliha	0.594	0.418	0.407
stockade	zatvor	0.375	0.402	0.500
stockbroker	posrednik u trgovini	0.417	0.676	0.802
stockholder	akcionar	0.573	0.625	0.716
stocking	čarapa	0.594	0.324	0.688
stockings	čarape	0.458	0.365	0.382
stockpile	zaliha	0.542	0.315	0.425
stockroom	skladište	0.562	0.312	0.406
stocks	zalihe	0.573	0.598	0.586
stoic	stoički	0.427	0.473	0.602
stole	ukrao	0.135	0.760	0.384
stolen	ukraden	0.156	0.646	0.308
stomach	trbuh	0.367	0.402	0.438
stomachache	bol u trbuhu	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	stupala	0.229	0.684	0.406
stone	kamen	0.216	0.183	0.561
stoned	ustondiran	0.177	0.796	0.375
stonewall	kameni zid	0.337	0.457	0.655
stoneware	kamena roba	0.458	0.300	0.443
stony	kameni	0.356	0.494	0.525
stooge	marioneta	0.438	0.406	0.163
stool	stolica	0.448	0.269	0.302
stools	stolice	0.459	0.382	0.327
stoop	pognuti	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	Stop	0.280	0.510	0.490
stopover	prekid putovanja	0.531	0.327	0.575
stoppage	obustava	0.224	0.491	0.445
stopper	zapušač	0.365	0.336	0.390
stopping	zaustavljanje	0.388	0.382	0.473
stopwatch	štoperica	0.469	0.521	0.482
storage	skladištenje	0.698	0.406	0.564
store	dućan	0.646	0.538	0.407
storefront	izlog	0.580	0.217	0.457
storehouse	skladište	0.570	0.250	0.491
storeroom	skladište	0.560	0.217	0.588
storing	skladištenje	0.630	0.378	0.548
storm	oluja	0.188	0.940	0.543
storming	storming	0.265	0.910	0.669
stormy	olujni	0.146	0.870	0.562
story	priča	0.653	0.406	0.704
storybook	knjiga pripovjedaka	0.854	0.306	0.383
storyteller	pripovjedač	0.730	0.357	0.462
storytelling	pričanje priče	0.643	0.375	0.472
stound	stound	0.490	0.473	0.446
stout	jako pivo	0.656	0.657	0.817
stove	štednjak	0.466	0.391	0.405
stow	metnuti	0.615	0.365	0.523
stowaway	slijepi putnik	0.224	0.481	0.357
straddle	urakljiti	0.306	0.550	0.444
straight	ravno	0.667	0.298	0.669
straighten	ispraviti	0.677	0.500	0.685
straightforward	iskren	0.780	0.150	0.380
straightway	smjesta	0.667	0.444	0.565
strain	naprezanje	0.190	0.750	0.380
strained	zategnut	0.122	0.656	0.580
strait	tijesan	0.438	0.433	0.412
straitjacket	ludačka košulja	0.224	0.719	0.579
straits	moreuz	0.408	0.269	0.410
strand	nasukati	0.396	0.406	0.538
stranded	nasukan	0.292	0.459	0.219
strange	čudan	0.314	0.663	0.395
stranger	stranac	0.330	0.449	0.302
strangle	daviti	0.094	0.927	0.527
strangulation	gušenje	0.040	0.886	0.542
strap	remen	0.380	0.417	0.382
strapless	bez bretela	0.314	0.462	0.273
strapping	flasteri	0.552	0.413	0.454
strata	slojeva	0.500	0.457	0.411
strategic	strateški	0.786	0.708	0.861
strategist	strateg	0.571	0.594	0.810
strategy	strategija	0.704	0.667	0.858
stratification	stratifikacija	0.531	0.490	0.651
stratosphere	stratosfera	0.604	0.583	0.636
stratum	stratum	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	slama	0.480	0.290	0.163
strawberry	jagoda	0.833	0.270	0.336
stray	zalutao	0.133	0.760	0.281
streak	pruga	0.440	0.608	0.511
streaked	prugast	0.458	0.426	0.393
stream	potok	0.449	0.537	0.559
streamer	traka	0.615	0.530	0.429
streaming	tekući	0.592	0.481	0.582
streamline	strujnica	0.656	0.573	0.618
street	ulica	0.594	0.324	0.398
streetcar	tramvaj	0.390	0.569	0.566
streetlight	ulična rasvjeta	0.673	0.268	0.390
strength	snaga	0.802	0.682	0.858
strengthen	ojačati	0.802	0.796	0.971
strengthening	jačanje	0.913	0.627	0.945
strenuous	naporan	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	stres	0.173	0.843	0.317
stressed	naglasio	0.167	0.740	0.502
stresses	naprezanja	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	stresno	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	ističući	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	rastezanje	0.604	0.578	0.500
stretcher	nosila	0.438	0.196	0.295
stricken	obolio	0.163	0.720	0.368
strict	strog	0.500	0.646	0.878
stride	koračati	0.490	0.670	0.434
strife	svađa	0.344	0.898	0.630
strike	štrajk	0.271	0.811	0.571
strikeout	Precrtano	0.316	0.520	0.371
striker	udarač	0.500	0.589	0.696
striking	udaranje	0.357	0.827	0.657
strikingly	upadljivo	0.690	0.684	0.811
string	niz	0.385	0.398	0.445
strings	žice	0.457	0.292	0.355
stringy	ljepljiv	0.430	0.510	0.527
strip	traka	0.427	0.500	0.436
stripe	pruga	0.629	0.302	0.361
striped	prugasta	0.344	0.373	0.385
stripped	skinuo	0.255	0.615	0.278
stripper	striptizeta	0.625	0.848	0.453
striptease	striptiz	0.607	0.918	0.608
strive	težiti	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	udar	0.562	0.440	0.570
stroll	šetati	0.745	0.415	0.444
stroller	šetač	0.786	0.398	0.314
strolling	lutajući	0.755	0.515	0.340
strong	jak	0.912	0.745	0.895
stronghold	uporište	0.708	0.636	0.954
strongly	snažno	0.630	0.817	0.885
structural	strukturalan	0.582	0.425	0.690
structure	struktura	0.562	0.356	0.712
strudel	štrudla	0.627	0.417	0.397
struggle	borba	0.365	0.820	0.741
strut	razmetati se	0.580	0.480	0.464
stub	iskrčiti	0.396	0.320	0.367
stubbed	stubbed	0.323	0.642	0.241
stubble	strnjika	0.333	0.442	0.264
stubborn	tvrdoglav	0.157	0.702	0.575
stubbornness	tvrdoglavost	0.156	0.673	0.508
stubby	čekinjav	0.417	0.370	0.393
stucco	gipsani malter	0.439	0.292	0.279
stuck	u škripcu	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	klinac	0.564	0.531	0.509
studded	okovan klincima	0.396	0.412	0.425
student	student	0.634	0.318	0.537
studied	studirao	0.786	0.306	0.806
studio	studio	0.677	0.265	0.620
study	studija	0.653	0.361	0.768
stuff	stvari	0.622	0.367	0.263
stuffed animal	plišana životinja	0.684	0.255	0.306
stuffing	punjenje	0.417	0.324	0.304
stuffy	začepljen	0.323	0.615	0.406
stumble	posrnuti	0.153	0.716	0.259
stump	panj	0.449	0.510	0.340
stumped	batrljak	0.344	0.604	0.392
stun	onesvijestiti	0.333	0.710	0.451
stunned	zapanjen	0.306	0.663	0.356
stunner	ošamutilac	0.418	0.780	0.492
stunning	zadivljujući	0.888	0.673	0.858
stunt	štos	0.387	0.555	0.526
stunted	zakržljao	0.194	0.472	0.275
stuntman	kaskader	0.490	0.482	0.500
stupefaction	ošamućivanje	0.294	0.704	0.480
stupefy	ošamutiti	0.200	0.740	0.412
stupendous	ogroman	0.823	0.690	0.798
stupid	glup	0.133	0.510	0.200
stupidity	glupost	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	ukočenost	0.323	0.590	0.330
sturdy	čvrst	0.580	0.642	0.824
sturgeon	jesetra	0.417	0.473	0.465
stutter	mucanje	0.250	0.469	0.258
sty	svinjac	0.296	0.500	0.225
style	stil	0.745	0.472	0.586
styling	stil	0.823	0.378	0.652
stylish	stilski	0.885	0.490	0.689
stylist	stilist	0.760	0.445	0.500
suave	uglađen	0.724	0.265	0.269
sub	pod	0.510	0.370	0.312
subatomic	subatomske	0.385	0.538	0.491
subcommittee	pododbor	0.396	0.467	0.600
subconscious	podsvjestan	0.531	0.375	0.415
subcutaneous	potkožna	0.396	0.444	0.376
subdivide	dalje podijeliti	0.538	0.433	0.348
subdivision	odsjek	0.592	0.455	0.430
subduction	Subdukcijska	0.350	0.569	0.445
subdue	svesti	0.275	0.640	0.784
subdued	podčinjen	0.236	0.463	0.223
subdural	subduralni	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	predmet	0.602	0.344	0.558
subjected	podvrgnuti	0.286	0.520	0.221
subjection	podčinjenje	0.354	0.408	0.539
subjective	subjektivan	0.510	0.350	0.432
subjugation	pokoravanje	0.280	0.610	0.377
sublet	dati u podzakup	0.469	0.551	0.545
sublevel	podnivo	0.365	0.298	0.333
sublimation	sublimacija	0.510	0.390	0.538
sublime	uzvišen	0.784	0.333	0.585
subliminal	podsvjestan	0.410	0.528	0.464
submarine	podmornica	0.572	0.481	0.549
submerge	zaroniti	0.517	0.643	0.456
submerged	potopljen	0.337	0.528	0.357
submersible	potopne	0.406	0.459	0.540
submission	podnošenje	0.531	0.580	0.633
submissive	pokoran	0.480	0.217	0.173
submit	podnijeti	0.635	0.448	0.500
submitting	Slanjem	0.667	0.610	0.611
subordinate	podređen	0.276	0.392	0.121
subordination	podređenost	0.270	0.527	0.343
subplot	subplot	0.469	0.413	0.446
subpoena	sudski poziv	0.281	0.634	0.555
subscribe	pretplatiti	0.660	0.344	0.591
subscriber	pretplatnik	0.562	0.398	0.570
subscription	pretplata	0.583	0.333	0.651
subsequence	sekvencija	0.438	0.510	0.413
subsequent	sljedeći	0.449	0.385	0.400
subsequently	zatim	0.380	0.337	0.336
subservient	podređen	0.255	0.402	0.339
subset	podset	0.429	0.358	0.404
subside	opasti	0.375	0.308	0.209
subsidence	slijeganje	0.320	0.509	0.452
subsidiary	podružnica	0.541	0.295	0.500
subsidize	subvencionirati	0.604	0.615	0.589
subsidy	subvencija	0.573	0.462	0.517
subsist	opstajati	0.573	0.418	0.472
subsistence	opstanak	0.510	0.404	0.491
subsoil	plug za duboko oranje	0.429	0.240	0.382
subspace	potprostor	0.470	0.453	0.475
substance	supstanca	0.615	0.422	0.528
substandard	podstandardan	0.235	0.333	0.150
substantial	znatan, bitan, stvaran	0.590	0.490	0.690
substantially	bitno	0.646	0.471	0.684
substantiate	potvrditi	0.531	0.549	0.636
substantive	imenica	0.500	0.350	0.455
substation	podstanica	0.469	0.461	0.491
substitute	zamjena	0.427	0.406	0.398
substituted	supstituirani	0.271	0.545	0.394
substitution	zamjena	0.406	0.480	0.353
substructure	podgradnja	0.441	0.358	0.587
subterranean	podzeman	0.469	0.306	0.432
subtext	podtekst	0.635	0.276	0.412
subtitle	titl	0.445	0.202	0.347
subtle	fin	0.708	0.167	0.228
subtlety	suptilnost	0.615	0.176	0.363
subtract	oduzeti	0.208	0.330	0.283
subtraction	oduzimanje	0.163	0.382	0.349
subtype	podtip	0.427	0.296	0.420
suburb	predgrađe	0.354	0.566	0.441
suburban	prigradski	0.439	0.450	0.453
suburbia	predgrađe	0.438	0.490	0.421
suburbs	predgrađa	0.510	0.571	0.286
subversion	subverzija	0.347	0.608	0.415
subversive	subverzivan	0.198	0.765	0.500
subvert	srušiti	0.357	0.557	0.536
subway	podzemna željeznica	0.418	0.300	0.464
succeed	uspjeti	0.926	0.755	0.926
succeeding	sljedeći	0.867	0.755	0.849
success	uspjeh	0.959	0.880	0.981
successful	uspješan	0.949	0.724	0.938
succession	slijed	0.698	0.481	0.587
successive	uzastopni	0.635	0.471	0.518
successor	nasljednik	0.729	0.531	0.648
succinct	sažet	0.510	0.413	0.566
succubus	Succubus	0.417	0.647	0.509
succulent	sočan	0.823	0.538	0.556
succumb	podleći	0.202	0.787	0.292
suck	sisati	0.344	0.706	0.377
sucker	naivčina	0.265	0.393	0.204
sucking	koji sisa	0.227	0.528	0.377
suckling	odojče	0.596	0.558	0.518
sucks	sranje	0.115	0.683	0.302
suction	usisavanje	0.460	0.593	0.526
sudden	naglo	0.449	0.660	0.435
suddenly	iznenada	0.670	0.510	0.456
suds	sapunica	0.458	0.365	0.255
sue	tužiti	0.219	0.731	0.679
suede	antilop	0.542	0.259	0.259
suffer	patiti	0.082	0.910	0.259
sufferer	stradalac	0.156	0.690	0.278
suffering	pati	0.020	0.719	0.235
suffice	biti dosta	0.643	0.326	0.504
sufficiency	dovoljnost	0.594	0.438	0.576
sufficient	dovoljan	0.833	0.330	0.588
sufficiently	dovoljno	0.776	0.367	0.714
suffix	sufiks	0.430	0.420	0.364
suffocate	ugušiti	0.219	0.764	0.440
suffocating	zagušljiv	0.133	0.774	0.429
suffocation	ugušenje	0.020	0.830	0.462
sugar	šećer	0.896	0.382	0.402
suggest	predložiti	0.573	0.471	0.517
suggestion	prijedlog	0.646	0.365	0.558
suggestive	sugestivan	0.552	0.500	0.555
suicidal	suicidalan	0.021	0.867	0.382
suicide	samoubistvo	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	odijelo	0.776	0.282	0.482
suitable	pogodan	0.792	0.298	0.722
suitcase	kofer	0.562	0.212	0.318
suite	apartman	0.790	0.420	0.400
suitor	tužitelj	0.708	0.639	0.546
sulfate	sulfat	0.427	0.352	0.429
sulfur	sumpor	0.173	0.530	0.364
sulk	duriti se	0.250	0.580	0.406
sullen	sumoran	0.250	0.407	0.263
sully	prljati	0.378	0.550	0.370
sulphur	sumpor	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	sparan	0.735	0.696	0.627
sum	iznos	0.792	0.340	0.420
summarily	po kratkom postupku	0.469	0.431	0.543
summarize	rezimirati	0.590	0.323	0.471
summary	Sažetak	0.729	0.260	0.427
summation	zbir	0.766	0.337	0.594
summer	ljeto	0.812	0.373	0.550
summerhouse	ljetna kuća	0.796	0.308	0.443
summertime	Ljetno vrijeme	0.837	0.500	0.455
summit	vrh	0.625	0.618	0.764
summon	zvati	0.521	0.560	0.664
summons	poziv	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	dio visoke peći	0.365	0.451	0.340
sumptuous	raskošan	0.698	0.550	0.555
sun	Sunce	0.877	0.400	0.681
sunbeam	sunčev zrak	0.729	0.440	0.505
sunburn	opekotina od sunca	0.061	0.755	0.447
sundae	kupa	0.743	0.414	0.404
sunday	nedjelja	0.776	0.196	0.394
sundial	sunčani sat	0.643	0.225	0.406
sundown	zalazak sunca	0.812	0.276	0.445
sundry	sušen na suncu	0.543	0.369	0.407
sunflower	suncokret	0.878	0.231	0.270
sunglass	sunčane naočale	0.684	0.264	0.324
sunglasses	sunčane naočale	0.844	0.443	0.364
sunk	udubljen	0.146	0.531	0.185
sunken	utonuo	0.103	0.476	0.173
sunless	sunless	0.245	0.280	0.273
sunlight	sunčana svjetlost	0.906	0.407	0.639
sunny	sunčano	0.740	0.348	0.481
sunrise	izlazak sunca	0.823	0.347	0.640
sunroof	krovni otvor	0.681	0.325	0.425
sunscreen	krema za sunčanje	0.656	0.387	0.462
sunset	zalazak sunca	0.875	0.231	0.298
sunshine	sunce	0.885	0.297	0.769
suntan	preplanulost	0.620	0.510	0.366
sunup	sunup	0.760	0.304	0.620
sup	srkati	0.551	0.358	0.385
super	super	0.844	0.663	0.780
superannuation	penzija	0.448	0.412	0.562
superb	divan	0.980	0.708	0.852
superficial	površan	0.357	0.407	0.309
superfluous	prekomjeran	0.316	0.469	0.393
superhero	superheroj	0.910	0.820	0.893
superhuman	nadčovječanski	0.810	0.745	0.895
superimposed	preklapaju	0.490	0.529	0.683
superintendent	domar	0.592	0.570	0.942
superior	superioran	0.801	0.697	0.940
superiority	superiornost	0.582	0.602	0.959
superlative	superlativ	0.714	0.566	0.737
superman	nadčovjek	0.945	0.794	0.929
supermarket	supermarket	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	supernatant	0.500	0.500	0.565
supernatural	nadnaravan	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	slaganje	0.480	0.570	0.806
superpower	supersila	0.806	0.784	0.972
supersede	zamijeniti	0.479	0.510	0.518
superstar	super zvijezda	0.885	0.860	0.880
superstition	praznovjerje	0.177	0.640	0.418
superstitious	praznovjeran	0.281	0.545	0.514
superstore	Superstore	0.719	0.600	0.640
supervise	nadgledati	0.698	0.555	0.889
supervision	nadzor	0.459	0.578	0.825
supervisor	nadglednik	0.615	0.479	0.933
supper	večera	0.708	0.429	0.552
suppertime	vrijeme večere	0.792	0.388	0.461
supplant	zamijeniti	0.344	0.558	0.463
supple	mek	0.812	0.528	0.436
supplement	dopuniti	0.745	0.406	0.491
supplemental	naknadni	0.604	0.404	0.555
supplementary	dopunski	0.625	0.352	0.541
supplication	preklinjanje	0.469	0.570	0.309
supplier	dobavljač	0.615	0.462	0.736
supplies	pribor	0.698	0.390	0.595
supply	Opskrba	0.708	0.519	0.603
support	podrška	0.811	0.472	0.737
supported	podržan	0.853	0.408	0.613
supporter	navijač	0.721	0.510	0.698
supporters	pristaše	0.763	0.539	0.558
supporting	potporni	0.634	0.490	0.764
supportive	podržavaju	0.875	0.420	0.635
suppose	pretpostaviti	0.551	0.343	0.348
supposed	trebala	0.296	0.378	0.379
supposing	s pretpostavkom da	0.449	0.451	0.357
supposition	pretpostavka	0.531	0.408	0.526
suppress	ugušiti	0.281	0.559	0.509
suppression	suzbijanje	0.267	0.541	0.537
supremacy	vrhovna vlast	0.794	0.706	0.943
supreme	vrhovni	0.812	0.700	0.974
supremely	krajnje	0.833	0.725	0.897
surcharge	uz nadoplatu	0.375	0.528	0.500
sure	Naravno	0.724	0.270	0.793
surety	izvjesnost	0.776	0.365	0.750
surf	surfati	0.847	0.650	0.500
surface	površinski	0.448	0.375	0.604
surfboard	daska za surfanje	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	udar	0.449	0.684	0.500
surgeon	kirurg	0.500	0.598	0.793
surgery	kirurgija	0.286	0.769	0.600
surgical	kirurška	0.327	0.696	0.723
surly	nabusit	0.221	0.469	0.493
surmise	pretpostaviti	0.529	0.400	0.347
surname	prezime	0.670	0.250	0.493
surpassing	nadmašiv	0.719	0.660	0.720
surplus	višak	0.602	0.680	0.630
surprise	iznenađenje	0.875	0.875	0.562
surprised	iznenađen	0.784	0.855	0.539
surprises	iznenađenja	0.875	0.769	0.632
surprising	iznenađujuće	0.888	0.790	0.692
surprisingly	iznenađujuče	0.847	0.793	0.819
surreal	nestvarno	0.550	0.529	0.670
surrender	predaja	0.115	0.396	0.186
surrendering	surrendering	0.198	0.411	0.245
surrogate	surogat	0.406	0.590	0.472
surround	Surround	0.542	0.623	0.627
surrounding	okolni	0.531	0.422	0.669
surroundings	okruženje	0.600	0.346	0.492
surveillance	prismotra	0.365	0.720	0.718
survey	pregled	0.580	0.357	0.379
surveying	premjeravanje	0.488	0.455	0.682
surveyor	geometar	0.545	0.337	0.648
survival	opstanak	0.541	0.798	0.879
survive	preživjeti	0.770	0.824	0.726
surviving	preživio	0.646	0.836	0.721
survivor	preživio	0.677	0.750	0.815
susceptibility	osjetljivost	0.458	0.627	0.364
susceptible	osjetljiv	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	sumnjiv	0.133	0.750	0.509
suspected	sumnja	0.173	0.755	0.452
suspend	obustaviti	0.240	0.320	0.368
suspended	suspendiran	0.224	0.402	0.368
suspenders	tregeri	0.391	0.333	0.500
suspense	suspenzija	0.286	0.775	0.402
suspension	suspenzija	0.288	0.530	0.426
suspicion	sumnja	0.204	0.711	0.377
suspicions	sumnje	0.208	0.745	0.500
suspicious	sumnjiv	0.153	0.745	0.431
sustain	održati	0.635	0.358	0.593
sustained	neprekidan	0.649	0.340	0.580
sustenance	hranjivost	0.820	0.519	0.679
suture	šivanje	0.240	0.510	0.510
suv	SUV	0.552	0.431	0.446
sux	sux	0.406	0.531	0.331
swab	tampon	0.470	0.364	0.259
swag	plijen	0.656	0.676	0.654
swagger	šepurenje	0.333	0.731	0.538
swallow	gutljaj	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	Močvara	0.245	0.425	0.235
swamped	zaglibljen	0.156	0.480	0.270
swampy	močvaran	0.306	0.390	0.412
swan	labud	0.781	0.225	0.357
swank	elegantan	0.490	0.500	0.442
swap	razmjena	0.552	0.500	0.509
swarm	roj	0.302	0.735	0.458
swarming	rojenje	0.375	0.600	0.435
swastika	svastika	0.316	0.472	0.491
swat	spljeskati	0.380	0.694	0.571
sway	utjecaj	0.690	0.596	0.721
swear	psovati	0.601	0.577	0.658
swearing	psovanje	0.333	0.559	0.586
sweat	znoj	0.388	0.579	0.297
sweater	džemper	0.704	0.245	0.295
sweating	znojenje	0.292	0.667	0.265
sweatshirt	majica	0.510	0.368	0.353
sweatshop	sweatshop	0.385	0.797	0.602
sweaty	znojav	0.281	0.540	0.304
sweep	pomesti	0.448	0.385	0.383
sweeper	čistač	0.470	0.549	0.414
sweeping	brišući	0.344	0.431	0.355
sweet	slatko	0.668	0.418	0.382
sweeten	zasladiti	0.908	0.455	0.423
sweetened	zaslađeno	0.940	0.461	0.398
sweetener	zaslađivač	0.670	0.333	0.330
sweetest	najslađi	0.959	0.500	0.370
sweetheart	draga	0.959	0.423	0.509
sweetie	draga	0.990	0.549	0.560
sweetness	slast	0.906	0.474	0.528
sweets	slatkiši	0.910	0.422	0.321
swell	naduti	0.360	0.679	0.348
swelling	oteklina	0.323	0.608	0.250
sweltering	sparan	0.204	0.644	0.362
swerve	zastranjivanje	0.276	0.612	0.357
swift	brz	0.760	0.776	0.698
swiftly	brzo	0.660	0.885	0.618
swig	gutljaj	0.604	0.481	0.406
swill	pomije	0.427	0.528	0.322
swim	plivati	0.688	0.461	0.529
swimmer	plivač	0.657	0.698	0.610
swimming	plivanje	0.760	0.559	0.524
swimsuit	kupaći kostim	0.740	0.373	0.269
swindle	varati	0.122	0.740	0.439
swindler	varalica	0.125	0.721	0.575
swine	svinja	0.340	0.519	0.277
swing	ljuljati	0.602	0.510	0.481
swinger	raskalašnik	0.459	0.778	0.482
swinging	ljuljanje	0.656	0.510	0.312
swipe	ukrasti	0.573	0.450	0.266
swirl	kovitlanje	0.490	0.726	0.639
swish	zvižduk	0.562	0.510	0.474
switch	prekidač	0.500	0.538	0.509
switchblade	Switchblade	0.357	0.596	0.528
switchboard	telefonska centrala	0.571	0.519	0.558
swivel	stožer	0.562	0.480	0.500
swollen	natečen	0.236	0.510	0.277
swoon	nesvijest	0.292	0.510	0.160
swoop	nalet	0.479	0.618	0.446
sword	mač	0.438	0.653	0.713
swordfish	sabljarka	0.564	0.520	0.442
swordplay	mačevanje	0.616	0.750	0.528
swordsman	mačevalac	0.395	0.857	0.696
sycamore	javor	0.500	0.401	0.527
syllable	slog	0.448	0.250	0.417
syllabus	nastavni plan	0.736	0.370	0.643
symbiotic	živi u simbiozi	0.832	0.425	0.406
symbol	simbol	0.643	0.388	0.527
symbolic	simboličan	0.670	0.385	0.574
symbolically	simbolički	0.582	0.385	0.648
symbolism	simbolizam	0.688	0.347	0.640
symbolize	simboliziraju	0.633	0.327	0.673
symmetric	simetričan	0.745	0.212	0.588
symmetrical	simetričan	0.542	0.263	0.569
symmetry	simetrija	0.604	0.274	0.500
sympathetic	suosjećajan	0.796	0.434	0.609
sympathize	saosjećati	0.770	0.627	0.644
sympathy	simpatija	0.827	0.497	0.634
symphonic	simfonijski	0.775	0.545	0.566
symphony	simfonija	0.765	0.490	0.600
symposium	simpozijum	0.573	0.394	0.644
symptom	simptom	0.380	0.529	0.434
symptomatic	simptomatičan	0.367	0.434	0.491
synagogue	sinagoga	0.531	0.300	0.544
synapse	sinapsa	0.660	0.471	0.491
synaptic	sinaptična	0.573	0.553	0.622
sync	sinkronizirati	0.802	0.440	0.670
synchronize	sinkronizirati	0.781	0.361	0.654
synchronous	sinkroni	0.600	0.538	0.545
syncope	sinkopa	0.245	0.538	0.398
syndicate	sindikat	0.439	0.491	0.673
syndrome	sindrom	0.229	0.510	0.246
synergistic	sinergističko	0.571	0.550	0.547
synergy	sinergija	0.667	0.510	0.720
synod	sinod	0.469	0.377	0.574
synonym	sinonim	0.615	0.210	0.433
synonymous	sinoniman	0.480	0.323	0.400
synopsis	sinopsis	0.541	0.390	0.482
synoptic	sinoptičan	0.561	0.510	0.596
syntax	sintaksa	0.531	0.346	0.559
synthesis	sinteza	0.604	0.315	0.377
synthesizer	sintesajzer	0.500	0.410	0.592
synthetic	sintetski	0.396	0.350	0.519
syphilis	sifilis	0.071	0.606	0.245
syringe	špric	0.250	0.680	0.330
syrup	sirup	0.620	0.223	0.318
system	sistem	0.615	0.346	0.764
systematic	sistematski	0.617	0.444	0.594
systematically	sustavno	0.690	0.390	0.651
t-shirt	majica	0.815	0.286	0.284
tab	kartica	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	torokuša	0.510	0.426	0.387
tabernacle	tabernakul	0.408	0.480	0.605
