Word	Korean-ko	Valence	Arousal	Dominance
tough	강인한	0.344	0.588	0.742
toughen	강하게하다	0.458	0.683	0.711
toughness	인성	0.552	0.618	0.837
toupee	토피	0.323	0.270	0.324
tour	근무 기간	0.663	0.545	0.543
tourism	관광 여행	0.823	0.531	0.545
tourist	관광객	0.745	0.480	0.430
tourmaline	전기석	0.448	0.513	0.441
tournament	토너먼트	0.694	0.740	0.611
tourniquet	지혈대	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	끌리는 배	0.531	0.500	0.508
towel	수건	0.630	0.208	0.286
tower	탑	0.606	0.380	0.644
towering	높이 솟은	0.500	0.690	0.806
town	도시	0.551	0.299	0.627
townhouse	타운 하우스	0.622	0.400	0.443
township	타운십	0.531	0.292	0.667
townspeople	도회지 사람들	0.677	0.466	0.569
toxic	유독 한	0.008	0.885	0.492
toxicity	독성	0.104	0.865	0.491
toxicology	독물학	0.302	0.736	0.574
toxin	독소	0.115	0.654	0.456
toy	장난감	0.878	0.420	0.275
toymaker	토이 메이커	0.755	0.510	0.536
trace	자취	0.573	0.346	0.483
traceable	추적 가능	0.602	0.370	0.535
tracer	트레이서	0.573	0.327	0.645
traces	흔적	0.482	0.448	0.389
trachea	기관	0.448	0.509	0.387
tracing	트레이싱	0.418	0.591	0.565
track	선로	0.448	0.433	0.526
tracker	트래커	0.398	0.744	0.731
tract	관	0.406	0.422	0.339
tractable	다루기 쉬운	0.635	0.500	0.469
traction	견인	0.429	0.585	0.648
tractor	트랙터	0.449	0.580	0.619
trade	무역	0.561	0.544	0.690
trademark	등록 상표	0.667	0.344	0.750
trader	상인	0.562	0.632	0.854
tradesman	장인	0.531	0.431	0.664
trading	거래	0.635	0.602	0.705
tradition	전통	0.830	0.430	0.750
traditional	전통적인	0.677	0.221	0.604
traffic	교통	0.323	0.559	0.518
traffic light	신호등	0.490	0.469	0.479
trafficking	인신 매매	0.250	0.710	0.399
tragedies	비극	0.100	0.910	0.442
tragedy	비극	0.052	0.843	0.340
tragic	비참한	0.048	0.904	0.396
trail	꼬리	0.600	0.322	0.455
trailer	트레일러	0.541	0.490	0.473
train	기차	0.666	0.705	0.620
train set	기차 세트	0.604	0.598	0.464
trained	훈련 된	0.771	0.538	0.645
trainee	연수생	0.627	0.408	0.352
trainer	훈련자	0.698	0.719	0.824
training	훈련	0.714	0.776	0.788
trait	특성	0.469	0.365	0.453
traitor	배신자	0.112	0.796	0.491
traitorous	배신의	0.073	0.745	0.412
trajectory	사선	0.653	0.558	0.779
tram	시가 전차	0.667	0.628	0.492
tramp	도보 여행가	0.108	0.510	0.182
trample	짓밟다	0.235	0.764	0.562
trampoline	트램폴린	0.604	0.690	0.391
tramway	트램 웨이	0.615	0.538	0.543
trance	황홀	0.469	0.481	0.382
tranquil	조용한	0.917	0.094	0.355
tranquility	평온	0.840	0.135	0.442
tranquilizer	진정제	0.510	0.236	0.596
transact	거래하다	0.521	0.625	0.680
transaction	트랜잭션	0.650	0.577	0.579
transatlantic	미국인	0.724	0.596	0.706
transceiver	트랜시버	0.510	0.490	0.537
transcend	초월하다	0.604	0.771	0.726
transcendence	초월	0.656	0.608	0.754
transcendent	탁월한	0.667	0.600	0.824
transcendental	탁월한	0.635	0.652	0.842
transcribe	고쳐 쓰다	0.500	0.394	0.573
transcriber	필기 도구	0.490	0.420	0.615
transcript	성적 증명서	0.639	0.398	0.528
transcription	전사	0.592	0.455	0.615
transfer	이전	0.702	0.490	0.519
transference	전이	0.592	0.294	0.551
transferred	양도 된	0.480	0.450	0.409
transfixed	고정시키다	0.427	0.660	0.528
transform	변환	0.735	0.667	0.696
transformation	변환	0.796	0.618	0.770
transformer	변신 로봇	0.582	0.582	0.723
transfusion	주입	0.417	0.730	0.557
transgression	위반	0.158	0.890	0.611
transient	과도 현상	0.510	0.405	0.430
transistor	트랜지스터	0.480	0.480	0.444
transit	운송	0.439	0.590	0.588
transition	전이	0.605	0.561	0.558
transitional	과도기적	0.573	0.472	0.491
transitive	전 이적	0.479	0.377	0.414
transitory	일시적인	0.438	0.450	0.407
translate	옮기다	0.604	0.423	0.462
translation	번역	0.633	0.435	0.598
translator	역자	0.760	0.412	0.473
translocation	전이	0.367	0.612	0.564
translucent	투명한	0.600	0.500	0.389
transmission	전달	0.688	0.490	0.611
transmit	부치다	0.836	0.581	0.673
transmitter	송신기	0.520	0.511	0.719
transmutation	변성	0.438	0.740	0.737
transom	트랜 섬	0.375	0.385	0.417
transparency	투명도	0.847	0.260	0.587
transparent	투명한	0.542	0.330	0.667
transplant	이식	0.445	0.806	0.620
transplantation	이식	0.531	0.694	0.610
transponder	트랜스 폰더	0.564	0.575	0.565
transport	수송	0.613	0.627	0.605
transportation	교통	0.667	0.560	0.472
transporter	운송자	0.615	0.625	0.750
transpose	바꾸어 놓다	0.440	0.585	0.467
transposition	전치	0.312	0.451	0.555
transsexual	성전환자	0.264	0.815	0.423
transverse	횡축	0.429	0.429	0.525
transvestite	복장 도착 자	0.270	0.675	0.373
trap	덫	0.104	0.610	0.391
trapdoor	통풍구	0.094	0.670	0.462
trapeze	공중 그네	0.542	0.625	0.566
trapped	덫을 놓은	0.135	0.615	0.380
trapper	덫	0.296	0.654	0.491
trapping	함정	0.333	0.621	0.491
trappings	장식	0.458	0.462	0.370
traps	트랩	0.235	0.673	0.481
trash	폐물	0.163	0.541	0.154
trashy	쓰레기 같은	0.071	0.380	0.161
trauma	외상	0.112	0.792	0.453
traumatic	외상성의	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	여행	0.931	0.689	0.535
traveler	여행자	0.837	0.571	0.700
traveling	여행	0.900	0.750	0.582
traverse	횡단	0.571	0.590	0.629
travesty	희한한	0.354	0.644	0.407
trawl	트롤 그물	0.255	0.590	0.464
trawler	트롤 어선	0.316	0.430	0.405
tray	쟁반	0.549	0.250	0.345
treacherous	믿을 수 없는	0.112	0.815	0.402
treachery	배반	0.104	0.852	0.448
tread	흘레	0.510	0.520	0.426
treadmill	밟아 돌리는 바퀴	0.459	0.636	0.436
treason	반역	0.094	0.806	0.552
treasure	보물	0.927	0.592	0.821
treasured	소중한	0.849	0.471	0.730
treasurer	귀중품 보관자	0.694	0.456	0.755
treasures	보물	0.867	0.771	0.842
treasury	국고	0.812	0.541	0.736
treat	턱	0.573	0.571	0.436
treatable	치료할 수있는	0.780	0.302	0.560
treatise	논문	0.604	0.407	0.613
treatment	치료	0.663	0.386	0.620
treaty	조약	0.646	0.382	0.667
treble	고음부	0.358	0.471	0.466
tree	나무	0.670	0.118	0.442
trees	나무	0.653	0.137	0.537
trek	여행	0.469	0.530	0.535
trellis	격자	0.299	0.500	0.389
tremble	떨림	0.177	0.878	0.388
trembling	떨림	0.177	0.824	0.324
tremendous	거대한	0.600	0.888	0.773
tremendously	엄청나게	0.719	0.722	0.661
tremor	떨림	0.104	0.833	0.455
trench	도랑	0.429	0.760	0.429
trend	경향	0.625	0.458	0.706
trending	동향	0.750	0.472	0.600
trendy	유행의	0.713	0.520	0.536
trepidation	전율	0.582	0.594	0.464
trespass	죄	0.229	0.670	0.613
triad	삼인조	0.469	0.413	0.528
triage	선별기	0.398	0.433	0.479
trial	시도	0.438	0.663	0.612
triangle	삼각형	0.562	0.269	0.352
triangular	삼각형의	0.430	0.320	0.397
triangulate	삼각 측량	0.408	0.380	0.517
triathlon	철인 3 종 경기	0.521	0.853	0.663
tribal	부족의	0.417	0.404	0.482
tribe	부족	0.664	0.486	0.516
tribulation	간난	0.448	0.612	0.484
tribunal	법정	0.410	0.670	0.797
tribune	호민관	0.610	0.585	0.556
tributary	지류	0.615	0.463	0.616
tribute	공물	0.684	0.573	0.700
trick	장난	0.542	0.700	0.409
trickery	속임수	0.146	0.798	0.336
trickle	물방울	0.500	0.196	0.231
trickster	사기꾼	0.375	0.680	0.446
tricky	교활한	0.219	0.651	0.500
tricycle	삼륜차	0.633	0.402	0.368
trident	삼지창	0.403	0.606	0.609
trifle	하찮은 것	0.271	0.296	0.221
trifling	하찮은	0.375	0.418	0.183
trig	삼각	0.438	0.417	0.415
trigger	방아쇠	0.271	0.804	0.660
trigonometry	삼각법	0.396	0.400	0.616
trillion	일조	0.592	0.420	0.623
trilogy	삼부작	0.615	0.520	0.664
trim	손질	0.500	0.466	0.430
trimester	임신	0.783	0.336	0.538
trimmer	낚시찌	0.260	0.548	0.529
trimming	트리밍	0.500	0.478	0.325
trine	세 개 한벌	0.396	0.365	0.317
trinity	삼위 일체	0.635	0.346	0.660
trinket	하찮은 것	0.521	0.352	0.368
trio	트리오	0.521	0.613	0.473
trip	여행	0.875	0.643	0.538
tripartite	삼자	0.500	0.480	0.539
tripe	양	0.312	0.361	0.438
triple	삼루타	0.585	0.385	0.481
triplet	세 쌍둥이	0.622	0.510	0.618
triplicate	세개 한 벌 중의 하나	0.684	0.545	0.717
tripod	삼각대	0.406	0.388	0.483
tripping	걸려 넘어지는	0.276	0.594	0.293
trite	흔한	0.458	0.418	0.290
tritium	삼중 수소	0.412	0.471	0.422
triumph	승리	0.969	0.798	0.926
triumphant	의기 양양한	0.949	0.837	0.972
trivia	하찮은 일	0.690	0.490	0.473
trivial	하찮은	0.406	0.387	0.337
troll	트롤	0.378	0.627	0.327
trolley	트롤리	0.562	0.558	0.464
trombone	트롬본	0.562	0.500	0.500
troop	군대	0.375	0.696	0.750
trooper	기병	0.458	0.694	0.713
troops	군대	0.385	0.718	0.804
trophy	트로피	0.947	0.643	0.676
tropic	회귀선	0.740	0.529	0.536
tropical	열렬한	0.740	0.461	0.509
tropics	열대	0.740	0.383	0.412
trot	속보	0.531	0.664	0.396
trouble	수고	0.135	0.811	0.452
troubled	고생 한	0.167	0.627	0.385
troublemaker	말썽 꾸러기	0.260	0.900	0.596
troubles	근심거리	0.051	0.854	0.269
troublesome	귀찮은	0.283	0.894	0.404
trough	구유	0.500	0.308	0.340
troupe	극단	0.625	0.406	0.557
trousers	바지	0.625	0.314	0.442
trout	송어	0.516	0.387	0.298
trowel	모종삽	0.470	0.418	0.250
truce	휴전	0.688	0.441	0.453
truck	트럭	0.531	0.368	0.546
trucker	교역자	0.494	0.609	0.500
truckload	트럭로드	0.480	0.450	0.534
truculent	거친	0.210	0.731	0.498
true	참된	0.896	0.436	0.777
truelove	진실한 사랑	0.860	0.600	0.587
truffle	트뤼플	0.677	0.323	0.418
truism	사실주의	0.521	0.422	0.480
trump	지우다	0.640	0.716	0.898
trumpet	트럼펫	0.573	0.570	0.393
trumpeter	퍼뜨리는 사람	0.673	0.600	0.676
truncate	잘라 내지하다	0.323	0.600	0.412
truncated	잘린	0.316	0.602	0.439
trundle	돌리다	0.507	0.270	0.414
trunk	트렁크	0.271	0.167	0.404
truss	지붕틀	0.521	0.482	0.569
trust	믿음	0.888	0.547	0.741
trustee	보관 위원	0.531	0.442	0.658
trusting	신뢰하는	0.857	0.508	0.750
trustworthy	신뢰할 수 있는	0.969	0.315	0.824
trusty	신뢰할 수 있는	0.863	0.398	0.696
truth	진실	0.971	0.400	0.685
truthful	거짓말 안하는	0.708	0.467	0.807
truthfulness	박진성	0.920	0.549	0.808
try	시험	0.604	0.551	0.556
tryout	시험하다	0.459	0.539	0.472
tryouts	시험	0.490	0.602	0.594
tsunami	쓰나미	0.042	0.944	0.684
tub	통	0.449	0.235	0.265
tuba	튜바	0.542	0.402	0.381
tubby	통 같은	0.427	0.423	0.353
tube	튜브	0.418	0.279	0.409
tuberculosis	결핵	0.214	0.519	0.424
tubing	관 재료	0.438	0.363	0.358
tubular	멋진	0.458	0.361	0.464
tubule	세뇨관	0.500	0.330	0.333
tuck	턱	0.367	0.473	0.361
tucker	음식물	0.475	0.558	0.429
tuesday	화요일	0.469	0.184	0.330
tufted	술에 취한	0.500	0.510	0.406
tug	예인선	0.320	0.604	0.558
tugboat	예인선	0.271	0.510	0.652
tuition	수업료	0.531	0.372	0.436
tulip	튤립	0.730	0.189	0.356
tumble	공중제비	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	텀블 위드	0.312	0.471	0.427
tummy	배	0.427	0.365	0.230
tumor	종양	0.102	0.664	0.324
tumour	종양	0.092	0.627	0.464
tumult	소란	0.271	0.640	0.636
tumultuous	떠들썩한	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	참치	0.531	0.386	0.304
tunable	조정할 수 있는	0.510	0.364	0.582
tune	곡조	0.708	0.479	0.426
tunic	튜닉	0.531	0.248	0.391
tuning	동조	0.719	0.390	0.635
tunnel	터널	0.312	0.490	0.412
turban	터번	0.469	0.386	0.426
turbidity	흐림	0.184	0.607	0.393
turbine	터빈	0.520	0.549	0.575
turbo	터보	0.583	0.729	0.596
turbulence	난류	0.062	0.922	0.532
turbulent	격동의	0.302	0.792	0.612
turd	똥	0.240	0.519	0.383
turf	잔디	0.531	0.192	0.295
turkey	터키	0.634	0.245	0.247
turmeric	심황	0.542	0.316	0.312
turmoil	소란	0.198	0.888	0.417
turn	회전	0.531	0.398	0.482
turnaround	돌아서 다	0.560	0.654	0.407
turned	돌린	0.630	0.538	0.583
turning	선회	0.510	0.684	0.420
turnip	순무	0.561	0.183	0.254
turnkey	턴키	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	투표율	0.641	0.692	0.898
turnover	회전율	0.490	0.392	0.512
turnpike	통행세 받는 문	0.459	0.434	0.462
turntable	턴테이블	0.531	0.455	0.406
turpentine	테레빈	0.320	0.539	0.571
turquoise	터키 옥	0.786	0.226	0.357
turret	터릿	0.494	0.500	0.588
turtle	터틀	0.291	0.102	0.271
turtleneck	터틀넥	0.583	0.398	0.327
tussle	격투	0.333	0.919	0.691
tutelage	후견	0.393	0.442	0.609
tutor	가정 교사	0.750	0.346	0.826
tutoring	과외	0.663	0.402	0.702
tutu	투투	0.583	0.276	0.233
tux	턱시도	0.531	0.365	0.462
tuxedo	턱시도	0.694	0.354	0.519
tv	TV	0.622	0.380	0.393
twain	둘	0.541	0.255	0.370
twat	트랏	0.292	0.459	0.404
twats	트 와츠	0.406	0.588	0.383
tweak	비틀기	0.440	0.462	0.452
tweed	트위드	0.510	0.440	0.412
tweet	짹짹	0.659	0.490	0.537
tweezers	족집게	0.493	0.408	0.295
twelfth	십이 번째	0.521	0.292	0.527
twelve	열두	0.490	0.298	0.412
twentieth	20 대	0.469	0.297	0.346
twenty	스물	0.520	0.292	0.286
twerp	시시한 놈	0.408	0.443	0.384
twig	작은 가지	0.378	0.288	0.236
twilight	어스름	0.622	0.341	0.633
twill	능직	0.449	0.415	0.353
twin	쌍	0.688	0.363	0.453
twine	꼬기	0.521	0.380	0.337
twinge	고통	0.316	0.720	0.471
twinkle	눈빛	0.719	0.724	0.610
twins	쌍둥이	0.760	0.473	0.602
twirl	회전	0.552	0.647	0.409
twist	트위스트	0.375	0.469	0.337
twisted	꼬인	0.071	0.736	0.311
twister	꼬는 사람	0.330	0.680	0.647
twit	힐책	0.194	0.653	0.198
twitch	경련	0.510	0.740	0.548
twitching	경련	0.292	0.700	0.482
twitchy	장난	0.094	0.918	0.281
two	두	0.520	0.200	0.404
two step	두 걸음	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	둘로 접히는 무대 배경	0.573	0.333	0.551
twosome	둘로 된	0.583	0.544	0.500
tycoon	대군	0.682	0.596	0.867
tyke	아이	0.500	0.388	0.300
type	유형	0.500	0.284	0.364
typewriter	타이프라이터	0.542	0.373	0.418
typhoid	장티푸스	0.265	0.458	0.401
typhoon	태풍	0.323	0.796	0.697
typical	전형적인	0.635	0.206	0.426
typically	전형적으로	0.569	0.377	0.559
typist	타이피스트	0.551	0.559	0.528
typo	오식	0.224	0.415	0.255
typography	인쇄술	0.480	0.334	0.574
tyrannical	폭군의	0.167	0.860	0.731
tyranny	포학	0.112	0.792	0.705
tyrant	폭군	0.115	0.850	0.683
tyre	타이어	0.480	0.358	0.407
ubiquitous	어디에나 있는	0.635	0.571	0.884
ubiquity	편재	0.578	0.490	0.595
ugliness	추함	0.094	0.407	0.267
ugly	추한	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	우쿨렐레	0.513	0.358	0.365
ulcer	궤양	0.286	0.596	0.377
ulterior	앞쪽의	0.375	0.509	0.490
ultimate	최고의	0.648	0.645	0.544
ultimately	궁극적으로	0.385	0.480	0.558
ultimatum	최후 통첩	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	초음파	0.573	0.594	0.600
ultraviolet	자외선	0.604	0.448	0.673
umbilical	생명줄	0.398	0.406	0.333
umbra	암영부	0.408	0.400	0.337
umbrella	우산	0.583	0.246	0.255
umpire	판정자	0.520	0.592	0.755
umpteen	많은	0.510	0.460	0.611
unabashed	부끄러운 기색 없는	0.292	0.614	0.488
unabated	줄지 않는	0.532	0.420	0.466
unable	할 수 없는	0.132	0.459	0.193
unacceptable	용납 될 수없는	0.133	0.479	0.330
unaccompanied	반주 없는	0.292	0.376	0.297
unaccountable	설명 할 수없는	0.180	0.600	0.543
unaccounted	언급되지 않은	0.410	0.338	0.361
unacknowledged	미확인의	0.240	0.269	0.116
unadulterated	완전한	0.570	0.420	0.528
unaffected	영향을받지 않은	0.542	0.265	0.571
unafraid	두려워하지 않는	0.500	0.520	0.655
unaided	도움이되지 않는	0.290	0.410	0.336
unaltered	변경되지 않은	0.571	0.269	0.598
unambiguous	모호하지 않은	0.406	0.390	0.578
unanimity	전수	0.490	0.407	0.706
unanimous	만장일치의	0.656	0.380	0.682
unanimously	만장일치로	0.686	0.333	0.738
unannounced	예고 없는	0.240	0.588	0.291
unanswered	보답 없는	0.276	0.361	0.219
unanticipated	예상치 못한	0.255	0.775	0.327
unappreciated	인정받지 못한	0.143	0.431	0.209
unapproved	비 승인 된	0.184	0.471	0.254
unarmed	비무장 한	0.427	0.420	0.241
unassisted	도움을받지 않은	0.302	0.320	0.211
unassuming	겸손한	0.490	0.230	0.471
unattached	붙어 있지 않은	0.192	0.439	0.283
unattainable	얻기 어려운	0.220	0.635	0.571
unattended	무인의	0.255	0.400	0.167
unattractive	매력없는	0.177	0.307	0.208
unauthorized	무단의	0.260	0.448	0.259
unavailable	없는	0.323	0.281	0.159
unavoidable	피하기 어려운	0.350	0.580	0.445
unaware	알지 못하는	0.208	0.355	0.310
unbalanced	불안정한	0.302	0.596	0.343
unbearable	견딜 수 없는	0.125	0.798	0.447
unbeatable	탁월한	0.735	0.719	0.681
unbeaten	매 맞지 않은	0.854	0.760	0.828
unbecoming	어울리지 않는	0.123	0.471	0.288
unbelief	불신앙	0.265	0.582	0.407
unbelievable	믿을 수 없는	0.771	0.790	0.717
unbiased	편견없는	0.625	0.378	0.618
unborn	아직 태어나지 않은	0.312	0.300	0.216
unbound	매여 있지 않은	0.354	0.402	0.283
unbounded	무한한	0.646	0.600	0.736
unbreakable	깨지지 않는	0.653	0.573	0.759
unbridled	구속을받지 않은	0.396	0.759	0.448
unbroken	꺾이지 않은	0.550	0.224	0.602
unbutton	언 버튼	0.479	0.539	0.311
uncalled	부르지 않은	0.344	0.294	0.222
uncanny	섬뜩한	0.469	0.461	0.430
uncaring	무심코	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	불확실한	0.363	0.500	0.164
uncertainty	불확실성	0.064	0.494	0.282
unchallenged	도전 받지 않은	0.552	0.394	0.545
unchangeable	변할 수없는	0.375	0.442	0.709
unchanged	변하지 않은	0.490	0.204	0.237
uncharted	미지의	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	미개한	0.133	0.600	0.400
unclaimed	청구되지 않은	0.316	0.346	0.278
uncle	삼촌	0.653	0.255	0.578
unclean	더러운	0.133	0.529	0.134
unclear	불명확 한	0.229	0.463	0.202
uncomfortable	앉기 불편한	0.188	0.610	0.214
uncommon	드문	0.459	0.429	0.373
uncommonly	드물게	0.626	0.490	0.778
uncomplicated	복잡하지 않은	0.740	0.260	0.453
uncompromising	단호한	0.320	0.531	0.613
unconcerned	흥미을 가지지 않는	0.562	0.283	0.298
unconditional	무조건적인	0.760	0.493	0.715
unconfirmed	미확인의	0.334	0.321	0.339
unconnected	연결되지 않은	0.188	0.265	0.213
unconscionable	비양심적 인	0.208	0.618	0.429
unconscious	무의식	0.240	0.356	0.195
unconsciousness	무의식	0.177	0.440	0.121
unconstitutional	위헌	0.230	0.588	0.491
unconstrained	무제한의	0.653	0.640	0.635
uncontested	무의미한	0.510	0.471	0.689
uncontrollable	제어 할 수없는	0.265	0.790	0.626
uncontrolled	억제 되지 않은	0.188	0.891	0.544
unconventional	틀에 얽매이지 않는	0.177	0.509	0.288
unconvinced	확신하지 못하는	0.409	0.458	0.228
unconvincing	납득 시킬 수 없는	0.190	0.532	0.144
uncooked	생 쌀된	0.312	0.321	0.241
uncooperative	비협조적 인	0.250	0.422	0.246
uncorrelated	무관계의	0.333	0.327	0.316
uncouth	어색한	0.080	0.761	0.350
uncover	폭로하다	0.771	0.552	0.648
uncritical	비판적 인	0.480	0.367	0.412
uncut	자르지 않은	0.448	0.422	0.278
undead	언데드	0.367	0.635	0.406
undecided	결정되지 않은	0.286	0.433	0.127
undefeated	무패의	0.833	0.752	0.825
undefined	정의되지 않은	0.260	0.418	0.350
undeniable	부인할 수없는	0.552	0.473	0.778
underage	부족	0.469	0.461	0.300
underbelly	하복부의	0.406	0.423	0.361
undercover	위장	0.388	0.627	0.483
undercurrent	저류	0.357	0.582	0.520
underdog	희생자	0.250	0.410	0.226
underestimate	싼 어림	0.413	0.464	0.193
undergo	받다	0.398	0.554	0.339
undergraduate	대학 재학생	0.583	0.500	0.559
underground	지하철	0.396	0.455	0.452
underhanded	손대지 않은	0.188	0.415	0.527
underlay	밑받침	0.521	0.365	0.458
underlie	기초	0.323	0.378	0.275
underline	밑줄	0.480	0.412	0.509
underlying	밑에 있는	0.480	0.445	0.452
undermine	약화시키다	0.316	0.491	0.413
undermined	훼손된	0.365	0.409	0.394
underneath	아래에	0.450	0.265	0.158
underpaid	급여가 부족한	0.146	0.413	0.209
underpants	팬티	0.448	0.473	0.276
underprivileged	불우한	0.167	0.449	0.172
underrated	과소 평가 된	0.208	0.520	0.333
underscore	밑줄	0.375	0.275	0.306
undersea	바닷 속에	0.545	0.490	0.425
undersecretary	차관	0.459	0.377	0.594
undersized	크기가 작은	0.316	0.425	0.298
understaffed	인력 부족	0.148	0.444	0.302
understand	알다	0.760	0.374	0.643
understandable	이해할 수 있는	0.776	0.363	0.566
understanding	이해	0.865	0.304	0.689
understatement	과소 평가	0.347	0.480	0.473
understood	이해 된	0.780	0.441	0.686
understudy	임시 대역 배우	0.378	0.402	0.420
undertake	맡다	0.796	0.702	0.754
undertaker	장의사	0.363	0.696	0.611
undertaking	사업	0.667	0.530	0.696
undertow	억누르다	0.327	0.639	0.231
underwear	속옷	0.610	0.546	0.375
underwood	나무 밑에	0.510	0.453	0.510
underworld	하계	0.177	0.676	0.613
underwrite	인수하다	0.416	0.520	0.423
underwriter	보험업자	0.571	0.327	0.620
