Word	Esperanto-eo	Valence	Arousal	Dominance
rivet	riveto	0.458	0.306	0.405
riveted	riveretita	0.385	0.439	0.443
riveting	malŝparante	0.448	0.544	0.394
roach	roach	0.146	0.598	0.259
road	vojo	0.656	0.404	0.404
roadblock	ŝoseo	0.337	0.669	0.490
roadhouse	roadhouse	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	Vojo	0.490	0.702	0.590
roads	vojoj	0.677	0.448	0.496
roadside	vojo	0.500	0.569	0.472
roadster	roadster	0.531	0.622	0.473
roadtrip	vojo vojaĝo	0.677	0.596	0.519
roadway	vojo	0.562	0.206	0.509
roadworks	vojoj	0.562	0.538	0.509
roam	marŝi	0.510	0.550	0.444
roar	soni	0.427	0.816	0.675
roaring	ruĝante	0.449	0.817	0.634
roast	rostita	0.521	0.541	0.311
roasted	rostita	0.615	0.520	0.339
rob	Ŝteli	0.112	0.840	0.500
robber	ŝtelisto	0.135	0.772	0.481
robbery	ŝtelo	0.133	0.843	0.435
robe	vesto	0.594	0.216	0.298
robin	ŝtelo	0.552	0.363	0.393
robot	roboto	0.441	0.337	0.543
robotic	robotaj	0.417	0.602	0.657
robotics	robotiko	0.592	0.600	0.763
robust	fortika	0.667	0.604	0.719
roc	roko	0.427	0.510	0.415
rock	roko	0.623	0.236	0.557
rocker	roko	0.615	0.704	0.625
rocket	raketo	0.664	0.824	0.774
rocks	rokoj	0.365	0.209	0.543
rod	vergo	0.479	0.319	0.355
rodent	roedor	0.323	0.577	0.279
rodeo	rodeo	0.490	0.676	0.588
roe	ŝerco	0.490	0.382	0.398
rogue	ruĝa	0.334	0.713	0.636
role	rolo	0.552	0.260	0.464
roll	rulo	0.469	0.510	0.172
roller	rulilo	0.521	0.394	0.345
rollercoaster	rulisto	0.802	0.910	0.651
rollers	ruloj	0.490	0.365	0.336
rollicking	palpante	0.878	0.806	0.552
rolling	ruliĝanta	0.510	0.606	0.321
roman	romano	0.615	0.475	0.639
romance	am-afero	0.980	0.682	0.587
romantic	romantika	0.936	0.531	0.598
romanticism	romantikismo	0.854	0.521	0.593
romp	rompi	0.610	0.640	0.417
roof	tegmento	0.602	0.226	0.342
rooftop	tegmento	0.571	0.471	0.461
rook	rook	0.380	0.400	0.510
rookie	novulo	0.583	0.370	0.198
room	ĉambro	0.729	0.283	0.445
roomful	ĉambro	0.786	0.425	0.634
roommate	samĉambrano	0.750	0.481	0.480
rooms	ĉambroj	0.677	0.241	0.386
roomy	ĉambro	0.760	0.342	0.736
roost	roost	0.500	0.410	0.345
rooster	koko	0.459	0.385	0.275
root	radiko	0.602	0.279	0.508
root beer	radika biero	0.582	0.520	0.415
rooted	radikitaj	0.510	0.527	0.718
rope	ŝnuro	0.385	0.280	0.345
ropes	ŝnuroj	0.458	0.304	0.402
rosary	rozario	0.806	0.140	0.430
rose	leviĝis	0.865	0.276	0.386
rosemary	Romero	0.688	0.381	0.425
rosette	rozo	0.469	0.410	0.310
roster	redaktilo	0.531	0.306	0.381
rosy	rozkolora	0.940	0.528	0.755
rot	turni	0.031	0.558	0.301
rota	roto	0.320	0.462	0.209
rotary	rotacia	0.573	0.462	0.528
rotate	turni sin	0.458	0.470	0.492
rotation	rotacio	0.670	0.520	0.550
rote	rote	0.561	0.481	0.696
rotor	rotoro	0.500	0.458	0.404
rotten	putra	0.104	0.590	0.327
rotting	turnado	0.188	0.462	0.255
rotunda	Rotunda	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	rugxa	0.406	0.794	0.632
roughly	proksimume	0.448	0.539	0.463
roughneck	maŝino	0.323	0.640	0.491
roughness	aspereco	0.214	0.578	0.490
roulette	ruleto	0.326	0.690	0.422
round	ĉirkaŭvojo	0.552	0.434	0.311
roundabout	ĉirkaŭvojo	0.490	0.425	0.495
rounded	rondigita	0.592	0.391	0.396
roundup	ĉirkaŭiro	0.520	0.580	0.474
rouse	kuŝu	0.521	0.490	0.463
rouser	pli rapida	0.480	0.540	0.423
rousing	ekscitante	0.714	0.517	0.692
rout	ruliĝi	0.163	0.625	0.233
route	Itinero	0.583	0.353	0.518
routine	rutino	0.365	0.219	0.333
rove	ŝvebado	0.457	0.400	0.400
rover	rover	0.510	0.538	0.421
roving	balancante	0.583	0.442	0.491
row	vico	0.427	0.275	0.406
rowboat	vipŝipo	0.455	0.393	0.353
rowdy	ruĝaj	0.255	0.900	0.518
rowing	remado	0.458	0.443	0.467
royal	reĝa	0.796	0.430	0.759
royalty	realeco	0.832	0.571	0.833
rub	frotu	0.521	0.565	0.400
rubber	kaŭĉuko	0.460	0.217	0.315
rubbers	kaŭĉukoj	0.604	0.360	0.414
rubbing	frotante	0.406	0.569	0.440
rubbish	skombroj	0.198	0.454	0.164
rubble	rubo	0.308	0.509	0.289
rubdown	rubo	0.561	0.491	0.404
rubric	rubriko	0.427	0.260	0.500
ruby	rubeno	0.663	0.408	0.544
ruckus	riko	0.271	0.706	0.411
rudder	direktado	0.439	0.469	0.509
ruddy	ruĝa	0.490	0.630	0.395
rude	malĝentila	0.061	0.821	0.402
rudeness	rudeness	0.280	0.819	0.692
rudimentary	baza	0.286	0.321	0.509
rudiments	rudimentoj	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	ridinda	0.173	0.429	0.225
ruff	ruff	0.365	0.510	0.375
ruffian	rufa	0.130	0.824	0.463
ruffle	rufi	0.443	0.561	0.518
rug	tapiŝo	0.520	0.240	0.245
rugby	rugbeo	0.677	0.820	0.708
rugged	rugxa	0.561	0.569	0.793
ruin	ruino	0.125	0.588	0.192
ruination	ruinigo	0.184	0.582	0.209
ruined	ruinigita	0.135	0.564	0.194
ruinous	ruinaj	0.255	0.690	0.275
ruins	ruinoj	0.250	0.490	0.248
rule	regulo	0.567	0.427	0.593
ruler	reganto	0.440	0.400	0.631
ruling	reganta	0.177	0.566	0.410
rum	ron	0.561	0.377	0.451
rumba	rumbo	0.781	0.827	0.615
rumble	subbrui	0.367	0.745	0.613
rummage	rummage	0.243	0.615	0.289
rumor	famo	0.255	0.582	0.282
rumored	rumore	0.427	0.604	0.318
rump	puĉo	0.449	0.425	0.396
rumpus	rumpus	0.448	0.531	0.422
run	kuri	0.542	0.787	0.543
runaround	kurita	0.448	0.519	0.349
runaway	forkuri	0.271	0.770	0.402
rundown	rundown	0.520	0.296	0.465
runes	kuroj	0.438	0.300	0.304
rung	svingita	0.510	0.355	0.368
runner	koridoro	0.459	0.747	0.632
running	kurante	0.730	0.858	0.442
running shoes	kurante ŝuoj	0.653	0.573	0.491
runny	runny	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	aŭtoveturejo	0.585	0.373	0.406
rupture	rompo	0.125	0.633	0.430
rural	kampara	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	rush	0.406	0.809	0.546
rushing	rapidante	0.398	0.821	0.529
rust	rusto	0.281	0.265	0.321
rusted	rusted	0.286	0.357	0.302
rustic	rustika	0.369	0.657	0.491
rustle	rustu	0.333	0.538	0.394
rustler	rustilo	0.281	0.830	0.429
rusty	rustaj	0.271	0.345	0.231
rut	rut	0.333	0.310	0.392
ruth	ruth	0.469	0.427	0.444
ruthless	senkulpa	0.208	0.850	0.670
rye	sekalo	0.490	0.298	0.411
sabbatical	sabata	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	sable	0.449	0.596	0.500
sabotage	sabotado	0.135	0.906	0.500
saboteur	saboteo	0.250	0.804	0.407
sac	sako	0.344	0.245	0.226
sack	sako	0.385	0.337	0.264
sacrament	Sakramento	0.690	0.316	0.700
sacred	sankta	0.833	0.375	0.862
sacrifice	ofero	0.208	0.833	0.534
sacrifices	oferoj	0.281	0.717	0.538
sacrificial	ofero	0.198	0.755	0.452
sacrilege	sakrilegio	0.281	0.708	0.491
sacrilegious	sacrilega	0.146	0.736	0.449
sad	malĝoja	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	dolĉaj	0.104	0.436	0.144
saddle	selo	0.510	0.509	0.306
sadist	sadista	0.042	0.918	0.500
sadistic	sádica	0.031	0.906	0.618
sadly	triste	0.047	0.255	0.216
sadness	malgajo	0.052	0.288	0.164
safari	safaro	0.663	0.673	0.640
safe	sekura	0.898	0.306	0.759
safeguard	defendo	0.786	0.624	0.700
safekeeping	gardas	0.653	0.510	0.586
safety	sekureco	0.708	0.491	0.868
saffron	safrano	0.443	0.373	0.349
sag	sag	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	saĝo	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	navigi	0.615	0.220	0.325
sailboat	velŝipo	0.719	0.392	0.381
sailing	veturanta	0.667	0.520	0.500
sailor	maristo	0.500	0.588	0.500
saint	sanktulo	0.812	0.240	0.693
sainted	Sanktulino	0.708	0.296	0.676
saintly	Sanktulo	0.865	0.286	0.591
sake	sake	0.490	0.573	0.407
salad	salato	0.750	0.260	0.307
salamander	salamandro	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	salajro	0.786	0.480	0.652
sale	vendo	0.647	0.602	0.573
salesgirl	vendisto	0.582	0.490	0.605
salesman	vendisto	0.643	0.559	0.664
salient	elstara	0.600	0.573	0.702
saline	Salaj	0.430	0.340	0.385
saliva	salivo	0.214	0.265	0.236
sally	sally	0.604	0.390	0.451
salmon	salmo	0.760	0.250	0.444
salmonella	salmonella	0.167	0.608	0.312
salon	salono	0.531	0.296	0.463
saloon	salono	0.630	0.300	0.364
salsa	saŭco	0.742	0.500	0.370
salt	salo	0.323	0.312	0.306
salted	salta	0.333	0.400	0.304
saltwater	Sala akvo	0.327	0.330	0.364
salty	saleta	0.388	0.531	0.288
salutary	salutara	0.885	0.360	0.686
salutation	saluton	0.878	0.417	0.500
salute	Salutu	0.833	0.542	0.681
salvage	savo	0.622	0.510	0.832
salvation	savo	0.857	0.480	0.800
salve	salve	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	sameness	0.531	0.330	0.484
sample	specimeno	0.521	0.187	0.452
samurai	samurái	0.562	0.736	0.838
sanatorium	sanatorio	0.469	0.490	0.491
sanctification	sankteco	0.770	0.431	0.816
sanctified	sanktigita	0.792	0.240	0.612
sanctify	sanktigu	0.673	0.443	0.783
sanctimonious	sankta	0.240	0.365	0.327
sanction	sankcio	0.201	0.750	0.517
sanctioned	sankciita	0.323	0.696	0.391
sanctity	santidad	0.771	0.330	0.628
sanctuary	sanktejo	0.863	0.226	0.575
sanctum	Sanktulo	0.521	0.438	0.657
sand	sablo	0.582	0.279	0.304
sandal	sablo	0.490	0.283	0.333
sandbox	sandbox	0.573	0.274	0.264
sander	sander	0.438	0.580	0.445
sandman	sandmano	0.479	0.469	0.388
sandpaper	sablo	0.417	0.425	0.404
sands	sabloj	0.646	0.304	0.377
sandstorm	sabloŝtormo	0.324	0.821	0.629
sandwich	sandviĉo	0.672	0.314	0.310
sandy	sablo	0.406	0.265	0.296
sane	senkulpa	0.760	0.235	0.670
sanguine	sango	0.520	0.560	0.545
sanitarium	sanatorio	0.448	0.645	0.570
sanitary	sanitara	0.458	0.320	0.425
sanitation	sanitareco	0.742	0.312	0.500
sanity	Vereco	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	sankta	0.735	0.286	0.509
sap	suko	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	safiro	0.770	0.472	0.651
sappy	sappy	0.583	0.469	0.330
sarcasm	sarkasmo	0.125	0.685	0.346
sarcastic	sarkasma	0.397	0.781	0.298
sarcoma	sarkomo	0.260	0.519	0.402
sarcophagus	sarkofago	0.271	0.561	0.435
sardine	pilĉardo	0.541	0.236	0.236
sardonic	sardona	0.208	0.679	0.446
sarsaparilla	sarsaparilo	0.542	0.488	0.345
sash	sash	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	sassy	0.271	0.704	0.320
satanic	satana	0.062	0.843	0.720
satchel	ĉapelo	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satelito	0.562	0.409	0.764
satin	sateno	0.519	0.396	0.481
satire	satiro	0.458	0.655	0.472
satirical	satira	0.323	0.615	0.538
satisfaction	kontentigo	0.939	0.637	0.673
satisfactorily	kontentige	0.765	0.570	0.802
satisfactory	kontentiga	0.959	0.569	0.702
satisfied	kontenta	0.959	0.510	0.685
satisfy	kontentigi	0.867	0.790	0.705
satisfying	kontentiganta	0.890	0.606	0.814
saturate	saturita	0.281	0.680	0.467
saturated	saturita	0.474	0.700	0.442
saturation	saturado	0.255	0.582	0.583
satyr	satiro	0.280	0.639	0.500
sauce	saŭco	0.562	0.515	0.288
saucepan	kaserolo	0.347	0.264	0.321
saucer	telero	0.510	0.327	0.337
saucy	saŭco	0.250	0.653	0.391
sauerkraut	sauerkraut	0.531	0.454	0.336
sauna	saŭno	0.781	0.350	0.455
sausage	kolbaso	0.542	0.429	0.300
savage	sovaĝa	0.204	0.931	0.605
savagery	sovaĝeco	0.219	0.907	0.711
savanna	savano	0.606	0.147	0.394
savannah	savano	0.729	0.212	0.309
savant	savanta	0.781	0.451	0.818
save	savi	0.770	0.439	0.682
saver	Savanto	0.745	0.382	0.802
saving	ŝparado	0.663	0.230	0.621
savings	ŝparadoj	0.776	0.431	0.608
savior	Savanto	0.920	0.469	0.804
savor	savoro	0.827	0.552	0.526
savory	sovaĝa	0.812	0.717	0.619
savvy	savinda	0.719	0.520	0.706
saw	vidis	0.316	0.541	0.518
sawdust	sakuston	0.398	0.279	0.241
sawmill	aserradero	0.427	0.378	0.434
sax	sax	0.573	0.465	0.409
saxophone	saksofono	0.688	0.444	0.482
say	diru	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	skabeto	0.354	0.330	0.272
scabbard	scabbard	0.325	0.219	0.217
scaffold	skafaldono	0.480	0.500	0.336
scaffolding	skafaldo	0.496	0.366	0.545
scalding	skalado	0.271	0.540	0.381
scale	skalo	0.310	0.350	0.577
scales	skaloj	0.439	0.330	0.491
scallop	kaliko	0.490	0.363	0.331
scalp	skalpo	0.347	0.346	0.302
scalpel	skalpelo	0.302	0.700	0.482
scaly	sklava	0.281	0.481	0.358
scam	trompo	0.042	0.745	0.418
scamp	scamp	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	skani	0.479	0.423	0.470
scandal	skandalo	0.122	0.821	0.557
scandalous	skandala	0.135	0.907	0.556
scanner	skanilo	0.531	0.356	0.567
scanty	malklara	0.287	0.333	0.127
scape	ŝprucas	0.290	0.625	0.536
scapegoat	skupo	0.184	0.685	0.481
scar	cikatro	0.146	0.500	0.397
scarab	skarabo	0.406	0.458	0.267
scarce	malabunda	0.292	0.324	0.218
scarcely	apenaŭ	0.082	0.412	0.160
scarcity	malabundeco	0.167	0.500	0.182
scare	timigi	0.122	0.910	0.264
scarecrow	Birdotimigilo	0.219	0.274	0.349
scared	timigita	0.146	0.828	0.185
scares	timigas	0.122	0.847	0.386
scarf	koltuko	0.750	0.224	0.224
scarier	pli scarier	0.156	0.846	0.472
scariest	pli malklara	0.167	0.863	0.538
scarlet	skarlata	0.507	0.390	0.411
scary	timiga	0.062	0.952	0.528
scat	disĵeti	0.337	0.548	0.409
scatter	disĵeti	0.229	0.620	0.404
scattered	disĵetitaj	0.208	0.380	0.238
scattering	disĵeti	0.347	0.550	0.394
scavenger	skuisto	0.177	0.578	0.408
scenario	scenaro	0.667	0.510	0.683
scene	sceno	0.570	0.340	0.578
scenery	ornamitaj	0.745	0.253	0.592
scenic	pitoreska	0.684	0.548	0.756
scent	odoro	0.633	0.410	0.491
scented	odorita	0.865	0.509	0.431
scepter	sceptro	0.630	0.300	0.670
sceptical	skeptika	0.214	0.387	0.466
scepticism	escepticismo	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	horaro	0.510	0.380	0.480
schematic	skemata	0.490	0.284	0.647
scheme	skemo	0.521	0.269	0.577
schilling	kredado	0.367	0.410	0.418
schism	skismo	0.280	0.569	0.386
schizophrenia	skizofrenio	0.092	0.880	0.435
schizophrenic	skizofrenia	0.102	0.958	0.433
schlep	skizo	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	schnitzel	0.365	0.430	0.382
scholar	erudiciulo	0.694	0.421	0.731
scholarly	akademie	0.750	0.466	0.709
scholarship	stipendio	0.866	0.490	0.625
scholastic	lerneja	0.500	0.470	0.491
school	lernejo	0.765	0.423	0.633
schoolboy	lernejo	0.623	0.385	0.441
schoolgirl	lernejanino	0.760	0.521	0.415
schoolhouse	lernejo	0.602	0.407	0.672
schooling	lernado	0.582	0.462	0.640
schoolmaster	lernejestro	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	lerneja laboro	0.479	0.500	0.481
schoolyard	lernejo	0.684	0.529	0.440
schooner	skuno	0.635	0.408	0.427
sciatica	ciática	0.286	0.443	0.393
science	scienco	0.588	0.429	0.741
scientific	sciencaj	0.653	0.510	0.836
scientist	scienculo	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	brilanta	0.650	0.736	0.612
scintillation	scintillation	0.576	0.579	0.573
scintillator	scintillator	0.583	0.670	0.510
scion	scion	0.490	0.380	0.451
scissors	tondiloj	0.458	0.462	0.302
scoff	mokas	0.125	0.686	0.306
scold	maldolĉa	0.194	0.755	0.626
scolding	riproĉante	0.071	0.833	0.417
scone	skono	0.418	0.287	0.229
scoop	punkto	0.583	0.543	0.640
scoot	punkto	0.510	0.490	0.412
scooter	scipovero	0.510	0.587	0.371
scope	medio	0.656	0.386	0.718
scorch	ĉesu	0.214	0.689	0.491
scorching	ĉagrenante	0.406	0.635	0.464
score	poentaro	0.670	0.388	0.589
scoreboard	markilo	0.667	0.484	0.472
scorer	poentisto	0.730	0.608	0.764
scores	poentaroj	0.594	0.469	0.629
scorn	malestimo	0.110	0.721	0.356
scorned	malestimata	0.062	0.529	0.226
scornful	malestima	0.173	0.608	0.368
scorpion	skorpio	0.198	0.745	0.600
scotch	scoto	0.578	0.520	0.615
scoundrel	kalumnio	0.094	0.740	0.412
scour	skorio	0.388	0.602	0.632
scourge	skurĝo	0.214	0.640	0.302
scout	skuto	0.656	0.611	0.763
scowl	ekflami	0.302	0.600	0.413
scrabble	scrabilo	0.625	0.412	0.399
scram	skramo	0.306	0.485	0.409
scramble	skrapu	0.469	0.744	0.500
scrambled	ruliĝita	0.451	0.535	0.539
scrambler	skulptisto	0.417	0.550	0.444
scrambling	skrapante	0.421	0.810	0.731
scrap	bataleto	0.156	0.339	0.173
scrapbook	reaklibro	0.562	0.274	0.432
scrape	skrapi	0.365	0.615	0.384
scrapie	skrapi	0.306	0.706	0.231
scraping	skrapante	0.265	0.479	0.305
scrappy	skrapado	0.301	0.375	0.406
scratch	scratch	0.276	0.625	0.270
scratchy	frakasita	0.235	0.610	0.436
scrawny	scrawny	0.276	0.422	0.245
scream	krias	0.188	0.863	0.594
screamer	kriante	0.156	0.670	0.392
screaming	kriante	0.245	0.901	0.460
screech	krii	0.214	0.802	0.306
screen	ekrano	0.670	0.300	0.417
screening	kribrado	0.562	0.570	0.709
screenplay	skripto	0.500	0.406	0.518
screenwriter	skriptisto	0.571	0.500	0.712
screw	ŝraŭbo	0.385	0.460	0.377
screwball	screwball	0.271	0.680	0.505
screwdriver	destornilo	0.520	0.519	0.439
screwed	ŝraŭbita	0.302	0.520	0.464
screwy	screwy	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	skribilo	0.429	0.453	0.358
scribe	skribisto	0.541	0.264	0.491
scrimmage	skripto	0.367	0.660	0.411
scrip	skripto	0.430	0.462	0.455
script	skripto	0.610	0.450	0.527
scriptural	Skribulado	0.551	0.250	0.596
scripture	Skribo	0.745	0.270	0.630
scroll	rulumu	0.375	0.630	0.409
scrotum	skripto	0.396	0.653	0.361
scrounge	scrounge	0.210	0.565	0.397
scrounger	scrounger	0.323	0.490	0.358
scrub	matoralo	0.417	0.420	0.500
scruffy	maltrankvila	0.194	0.435	0.176
scrumptious	skrupema	0.959	0.650	0.566
scrupulous	skrupule	0.545	0.685	0.602
scrutinize	scrutini	0.458	0.587	0.573
scrutiny	skrutinio	0.500	0.653	0.658
scuba	skuba	0.542	0.494	0.456
scuff	skemo	0.165	0.560	0.376
scuffle	scuffle	0.146	0.800	0.529
scullery	skulilo	0.469	0.337	0.353
sculptor	skulptisto	0.653	0.431	0.694
sculpture	skulptaĵo	0.750	0.346	0.490
sculptured	skulptitaj	0.708	0.373	0.557
scum	ŝerco	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	kurioze	0.398	0.647	0.509
scurvy	scurvio	0.354	0.462	0.312
scuttle	skuŝo	0.438	0.398	0.430
sea	maro	0.833	0.353	0.589
seaboard	marbordo	0.663	0.356	0.507
seafood	mariskoj	0.656	0.500	0.328
seagull	gavo	0.635	0.245	0.314
seal	stampo	0.490	0.218	0.518
seals	fokoj	0.412	0.241	0.402
seam	kudro	0.427	0.250	0.414
seaman	maristo	0.520	0.510	0.672
seamless	senjunta	0.459	0.140	0.302
seamstress	kudrino	0.535	0.288	0.389
seaport	pordego	0.594	0.317	0.491
sear	Sear	0.490	0.553	0.600
search	serĉi	0.635	0.580	0.462
searching	serĉante	0.534	0.657	0.466
searchlight	lumo	0.622	0.510	0.552
seared	oraj	0.229	0.410	0.398
seashore	marbordo	0.796	0.310	0.375
seasick	mariko	0.115	0.683	0.245
seaside	marbordo	0.887	0.520	0.508
season	sezono	0.792	0.410	0.519
seasonal	sezonaj	0.592	0.273	0.305
seasoned	akvumita	0.812	0.570	0.509
seasoning	vesperigado	0.633	0.388	0.479
seat	sidejo	0.542	0.281	0.434
seatbelt	sekurzono	0.656	0.314	0.726
seating	sidlokoj	0.552	0.265	0.286
seawater	marovo	0.760	0.197	0.491
seaweed	algoj	0.446	0.286	0.382
sec	sek	0.490	0.385	0.380
secession	secesio	0.323	0.561	0.509
secluded	izolite	0.357	0.265	0.240
seclusion	forigo	0.230	0.558	0.505
second	dua	0.490	0.210	0.250
second cousin	dua kuzo	0.698	0.360	0.441
secondary	malĉefa	0.636	0.375	0.260
secondhand	dua mano	0.194	0.389	0.283
secrecy	sekreteco	0.294	0.549	0.475
secret	sekreta	0.479	0.580	0.509
secretariat	sekretarieco	0.518	0.459	0.597
secretary	sekretario	0.612	0.426	0.561
secrete	sekrete	0.427	0.567	0.518
secretion	sekrecio	0.354	0.582	0.529
secretive	sekreta	0.390	0.250	0.538
secretly	sekrete	0.525	0.404	0.479
sect	sekto	0.265	0.667	0.526
sectarian	sekta	0.260	0.606	0.517
section	sekcio	0.500	0.269	0.421
sectional	sekcia	0.427	0.415	0.464
sector	sektoro	0.594	0.190	0.569
secular	sekulara	0.463	0.461	0.520
secularism	secularismo	0.367	0.440	0.559
secure	sekura	0.844	0.380	0.914
securities	Valoroj	0.750	0.304	0.852
security	sekureco	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	sedate	0.656	0.157	0.345
sedation	sedado	0.510	0.270	0.398
sedative	sedativo	0.314	0.273	0.352
sedentary	malnomada	0.292	0.185	0.273
sedge	sedge	0.406	0.396	0.339
sediment	sedimento	0.438	0.306	0.372
sedimentary	sedimenta	0.398	0.265	0.500
sedition	sedición	0.327	0.557	0.591
seduce	allogi	0.462	0.864	0.689
seducer	seductor	0.704	0.812	0.775
seducing	allogante	0.569	0.794	0.708
seduction	delogo	0.510	0.891	0.618
seductive	seductora	0.771	0.821	0.667
see	vidu	0.635	0.269	0.312
seed	semo	0.656	0.135	0.306
seedling	semado	0.406	0.343	0.423
seeds	semoj	0.731	0.269	0.418
seedy	komuna	0.229	0.390	0.325
seek	serĉu	0.622	0.429	0.482
seeker	serĉanto	0.646	0.464	0.553
seem	ŝajnas	0.471	0.302	0.298
seemingly	ŝajne	0.490	0.410	0.356
seer	vido	0.604	0.481	0.740
seesaw	vidu	0.570	0.559	0.410
seething	plaĉa	0.312	0.821	0.642
segment	segmento	0.469	0.290	0.440
segregate	apartigi	0.290	0.627	0.440
segregated	apartigita	0.164	0.575	0.411
segregation	apartigo	0.302	0.545	0.390
seismic	sisma	0.323	0.925	0.578
seize	kaptu	0.656	0.644	0.673
seizure	preno	0.177	0.775	0.462
seldom	malofte	0.323	0.379	0.287
select	elektu	0.615	0.406	0.602
selection	selektado	0.594	0.340	0.595
selective	selectiva	0.612	0.347	0.706
selectman	elektisto	0.552	0.547	0.609
selenium	seleno	0.469	0.408	0.336
self	mem	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	egoisma	0.061	0.637	0.495
selfishness	egoismo	0.200	0.686	0.453
selfless	sindonema	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	vendi	0.618	0.608	0.605
seller	vendisto	0.635	0.471	0.635
sellout	vendo	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	semantiko	0.698	0.394	0.569
semaphore	semaforo	0.552	0.374	0.598
semblance	aspekto	0.500	0.471	0.442
semen	semen	0.500	0.755	0.471
semester	sesmonato	0.521	0.327	0.482
semi	semi	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	punktokomo	0.378	0.255	0.318
seminal	seminala	0.459	0.413	0.566
seminar	seminario	0.583	0.360	0.623
