Word	Chinese (Simplified)-zh-CN	Valence	Arousal	Dominance
sicken	厌恨	0.051	0.500	0.294
sickening	令人作呕	0.074	0.618	0.259
sickle	镰刀	0.427	0.585	0.370
sickly	病恹恹	0.188	0.550	0.191
sickness	疾病	0.094	0.704	0.288
side	侧	0.439	0.288	0.395
sidearm	手枪	0.410	0.474	0.500
sidebar	侧边栏	0.469	0.364	0.405
sideboard	橱柜	0.590	0.259	0.426
sideburns	两鬓胡须	0.777	0.327	0.308
sidecar	车斗	0.552	0.449	0.500
sidekick	助手	0.602	0.439	0.509
sideline	副业	0.440	0.382	0.517
sideshow	杂耍	0.458	0.594	0.658
sidestep	回避	0.378	0.559	0.407
sidewalk	人行道	0.479	0.192	0.348
sideways	侧身	0.788	0.245	0.291
sidewinder	响尾蛇	0.500	0.500	0.439
siege	围城	0.271	0.750	0.567
siesta	午休	0.740	0.046	0.295
sieve	筛	0.459	0.250	0.333
sift	筛	0.542	0.412	0.461
sifting	筛选	0.571	0.469	0.474
sigh	叹	0.469	0.387	0.273
sight	视力	0.684	0.250	0.528
sighting	瞄准	0.582	0.560	0.627
sightseeing	观光	0.875	0.552	0.697
sigma	西格玛	0.490	0.472	0.535
sign	标志	0.620	0.481	0.397
signal	信号	0.615	0.417	0.464
signature	签名	0.570	0.422	0.657
significance	意义	0.820	0.460	0.644
significant	重大	0.827	0.649	0.786
signification	意义	0.583	0.337	0.530
signify	表示	0.453	0.422	0.634
signpost	路标	0.510	0.400	0.446
silence	安静	0.438	0.200	0.223
silencer	消音器	0.417	0.356	0.482
silent	无声	0.469	0.125	0.280
silently	默默	0.448	0.185	0.306
silhouette	轮廓	0.582	0.410	0.288
silicon	硅	0.439	0.448	0.445
silicone	硅	0.480	0.340	0.333
silk	丝	0.760	0.115	0.300
silken	丝	0.730	0.265	0.394
silky	柔滑	0.802	0.397	0.271
sill	窗台	0.433	0.375	0.324
silliness	糊涂	0.327	0.368	0.192
silly	愚蠢	0.384	0.349	0.161
silo	筒仓	0.400	0.365	0.357
silt	淤泥	0.510	0.269	0.200
silver	银	0.684	0.451	0.615
silverware	银器	0.663	0.365	0.409
silvery	银色	0.543	0.460	0.517
similar	类似	0.562	0.250	0.423
similarity	相似	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	煨	0.650	0.293	0.393
simmering	暗流涌动	0.382	0.613	0.412
simple	简单	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	傻瓜	0.429	0.144	0.358
simplicity	简单	0.667	0.250	0.337
simplify	简化	0.565	0.347	0.602
simplistic	简单化	0.490	0.245	0.391
simply	只是	0.535	0.148	0.393
simulate	模拟	0.551	0.375	0.417
simulated	模拟	0.500	0.461	0.356
simulating	模拟	0.552	0.462	0.481
simulation	模拟	0.552	0.574	0.567
simulator	模拟器	0.677	0.559	0.583
simultaneous	同时	0.691	0.577	0.554
simultaneously	同时	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	真诚	0.918	0.265	0.725
sincerity	诚意	0.908	0.351	0.686
sinful	有罪	0.143	0.788	0.417
sing	唱	0.858	0.606	0.420
singer	歌手	0.802	0.735	0.628
singing	唱歌	0.885	0.594	0.528
single	单	0.291	0.354	0.259
singly	单	0.553	0.354	0.466
singular	单数	0.610	0.302	0.482
singularity	奇点	0.582	0.348	0.654
singularly	奇	0.571	0.330	0.527
sinister	险恶	0.125	0.896	0.581
sink	水槽	0.375	0.439	0.322
sinker	沉子	0.302	0.557	0.538
sinking	下沉	0.135	0.439	0.342
sinner	罪人	0.237	0.667	0.356
sinning	犯罪	0.170	0.700	0.422
sinus	窦	0.531	0.563	0.340
sip	啜	0.375	0.380	0.213
siphon	虹吸管	0.354	0.333	0.435
sipping	呷	0.469	0.349	0.377
sir	先生	0.622	0.306	0.778
sire	阁下	0.854	0.452	0.808
siren	警笛	0.570	0.627	0.500
sirloin	牛腩	0.546	0.418	0.373
sissy	娘娘腔	0.333	0.562	0.232
sister	妹妹	0.916	0.324	0.562
sisterhood	姐妹	0.837	0.415	0.696
sit	坐	0.561	0.230	0.368
sitcom	情景喜剧	0.562	0.537	0.407
site	现场	0.677	0.265	0.452
sith	西斯	0.439	0.564	0.373
sitter	保姆	0.656	0.429	0.404
sitting	坐在	0.561	0.146	0.353
situate	位于	0.510	0.310	0.483
situated	位于	0.542	0.231	0.543
situation	情况	0.531	0.387	0.600
six	六	0.500	0.154	0.271
sixpence	六便士	0.469	0.417	0.463
sixteen	十六	0.583	0.290	0.324
sixth	第六	0.521	0.275	0.366
sixty	六十	0.694	0.240	0.433
sizable	可观	0.727	0.337	0.657
size	尺寸	0.531	0.336	0.569
sizzle	啸	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	滑冰	0.740	0.653	0.508
skateboard	滑板	0.677	0.550	0.353
skater	溜冰者	0.633	0.774	0.652
skating	溜冰	0.745	0.673	0.435
skedaddle	斯基达德尔	0.427	0.596	0.422
skeet	双向飞碟	0.469	0.549	0.413
skein	绞	0.449	0.372	0.287
skeletal	骨骼	0.306	0.558	0.318
skeleton	骨架	0.183	0.464	0.343
skeptic	怀疑论者	0.135	0.440	0.500
skeptical	怀疑的	0.207	0.500	0.452
skepticism	怀疑论	0.229	0.480	0.582
sketch	草图	0.704	0.276	0.420
sketching	素描	0.729	0.327	0.400
sketchy	略	0.333	0.479	0.241
skewed	偏斜	0.340	0.480	0.361
skewer	串	0.470	0.365	0.457
ski	滑雪	0.684	0.670	0.471
skid	刹车	0.357	0.640	0.440
skier	滑雪者	0.802	0.788	0.639
skiff	艭	0.479	0.375	0.472
skiing	滑雪	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	技能	0.847	0.701	0.833
skilled	技能的	0.886	0.614	0.929
skillet	煎锅	0.510	0.296	0.345
skillful	熟练	0.802	0.616	0.908
skim	撇去	0.418	0.328	0.322
skimpy	轻薄	0.302	0.349	0.208
skin	皮肤	0.569	0.350	0.395
skinny	枯瘦	0.333	0.333	0.298
skip	跳跃	0.458	0.804	0.439
skipper	船长	0.440	0.577	0.692
skirmish	前哨战	0.290	0.640	0.474
skirt	短裙	0.602	0.463	0.226
skirting	踢脚	0.449	0.529	0.386
skirts	裳	0.622	0.538	0.241
skit	小品	0.438	0.434	0.421
skittish	娇媚	0.156	0.815	0.172
skull	头骨	0.276	0.558	0.574
skunk	臭鼬	0.284	0.491	0.380
sky	天空	0.958	0.234	0.401
skylight	天空之光	0.708	0.314	0.343
skyline	天际线	0.592	0.412	0.662
skyscraper	摩天大楼	0.622	0.696	0.798
slab	板	0.398	0.265	0.264
slack	松弛	0.521	0.283	0.446
slag	矿渣	0.266	0.600	0.254
slam	猛撞	0.459	0.577	0.480
slammer	的Slammer	0.417	0.565	0.391
slander	诽谤	0.184	0.604	0.454
slanderous	诽谤的	0.057	0.800	0.337
slang	俚语	0.479	0.418	0.491
slant	倾斜	0.469	0.396	0.536
slap	拍击	0.100	0.804	0.518
slash	削减	0.260	0.500	0.509
slashes	斜杠	0.330	0.328	0.410
slate	石板	0.531	0.283	0.431
slates	板岩	0.500	0.270	0.342
slaughter	屠宰	0.052	0.953	0.602
slaughterhouse	屠宰场	0.146	0.794	0.472
slaughtering	屠宰	0.133	0.947	0.714
slave	奴隶	0.171	0.795	0.151
slavery	奴隶制度	0.052	0.783	0.218
slay	诛戮	0.133	0.920	0.585
slayer	杀手	0.041	0.930	0.661
sleaze	丑闻	0.312	0.538	0.405
sleazy	低俗	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	雪橇	0.625	0.547	0.422
sledge	雪橇	0.646	0.500	0.361
sledgehammer	大锤	0.449	0.479	0.482
sleek	光滑	0.750	0.484	0.643
sleep	睡觉	0.719	0.090	0.339
sleeper	轨枕	0.640	0.154	0.254
sleeping	睡眠	0.704	0.091	0.312
sleepless	无眠	0.213	0.410	0.207
sleeplessness	失眠	0.104	0.604	0.202
sleepover	彻夜狂欢	0.815	0.519	0.340
sleepy	困	0.604	0.125	0.250
sleepyhead	贪睡	0.327	0.350	0.294
sleet	霰	0.410	0.355	0.395
sleeve	袖	0.531	0.270	0.273
sleeveless	无袖	0.638	0.290	0.200
sleigh	雪橇	0.742	0.551	0.396
sleight	诡计	0.719	0.677	0.379
slender	苗条	0.812	0.548	0.664
sleuth	侦探	0.460	0.633	0.676
slice	片	0.583	0.375	0.303
slick	华而不实的	0.388	0.383	0.349
slicker	雨衣	0.727	0.387	0.519
slide	滑动	0.615	0.435	0.432
slider	滑块	0.585	0.491	0.518
sliding	滑动	0.356	0.730	0.491
slight	轻微	0.521	0.240	0.155
slight anticipation	轻微的期待	0.562	0.490	0.445
slight disgust	轻微的厌恶	0.156	0.578	0.318
slight surprise	有些惊喜	0.677	0.746	0.557
slight trust	轻微的信任	0.306	0.400	0.245
slightly	略	0.470	0.274	0.255
slightly negative	稍微负面	0.190	0.472	0.259
slightly positive	稍微积极	0.792	0.480	0.567
slim	瘦	0.562	0.180	0.296
slime	粘液	0.300	0.370	0.183
slimy	泥泞的	0.177	0.500	0.309
sling	吊绳	0.417	0.423	0.404
slingshot	弹弓	0.323	0.654	0.474
slink	潜步	0.460	0.546	0.314
slinky	紧身	0.400	0.637	0.603
slip	滑	0.316	0.714	0.321
slipper	拖鞋	0.635	0.298	0.245
slippers	拖鞋	0.573	0.413	0.236
slippery	滑	0.219	0.740	0.343
slit	裂缝	0.406	0.490	0.366
sliver	裂片	0.388	0.347	0.291
slob	懒汉	0.275	0.365	0.300
slobber	流口水	0.350	0.375	0.278
slogan	口号	0.550	0.216	0.564
sloop	单桅帆船	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	坡	0.347	0.438	0.279
sloppy	稀松	0.303	0.441	0.183
slot	插槽	0.469	0.337	0.337
sloth	懒惰	0.198	0.140	0.125
slouch	伛	0.365	0.450	0.328
slough	泥沼	0.265	0.390	0.200
slow	慢	0.357	0.073	0.131
slowly	慢慢地	0.427	0.185	0.295
slowness	缓慢	0.302	0.212	0.191
sludge	污泥	0.354	0.396	0.229
slug	金属块	0.276	0.370	0.160
slugger	猛男	0.458	0.500	0.518
sluggish	迟缓	0.224	0.124	0.155
sluice	水闸	0.427	0.520	0.365
slum	贫民窟	0.292	0.528	0.302
slumber	睡眠	0.592	0.191	0.426
slump	暴跌	0.194	0.438	0.130
slur	诽谤	0.115	0.814	0.427
slurp	嘟嘟地喝	0.540	0.528	0.411
slush	烂泥	0.427	0.283	0.296
slut	懒妇	0.071	0.808	0.309
slutty	放荡	0.224	0.810	0.371
sly	狡猾	0.573	0.690	0.750
smack	拍击	0.323	0.662	0.381
small	小	0.542	0.205	0.120
smaller	小	0.300	0.310	0.179
smallest	最少	0.281	0.340	0.129
smallpox	天花	0.156	0.583	0.222
smart	聪明	0.906	0.607	0.923
smartass	自作聪明	0.364	0.520	0.620
smarten	变得聪明	0.602	0.490	0.551
smarty	智者	0.673	0.510	0.848
smash	粉碎	0.195	0.692	0.530
smashed	被砸	0.143	0.660	0.256
smattering	一知半解	0.448	0.460	0.500
smear	涂抹	0.230	0.433	0.400
smell	闻	0.510	0.520	0.330
smelling	闻	0.458	0.481	0.349
smelly	臭	0.100	0.528	0.245
smelt	冶炼	0.333	0.441	0.345
smidgen	点点	0.367	0.385	0.357
smile	微笑	0.906	0.598	0.618
smiled	笑笑	0.949	0.530	0.536
smiles	笑容	0.892	0.606	0.607
smiley	笑脸	0.865	0.470	0.571
smiling	微笑	0.981	0.679	0.625
smirk	傻笑	0.792	0.596	0.583
smite	挝	0.303	0.846	0.682
smith	工匠	0.677	0.333	0.529
smithereens	成碎片	0.281	0.561	0.409
smitten	重拳出击	0.153	0.760	0.204
smock	罩衫	0.429	0.250	0.250
smog	烟雾	0.271	0.480	0.382
smoke	抽烟	0.188	0.500	0.391
smoker	抽烟者	0.208	0.528	0.311
smokey	烟熏	0.494	0.462	0.430
smoking	抽烟	0.176	0.557	0.384
smoky	烟	0.459	0.420	0.327
smoldering	闷烧	0.635	0.781	0.764
smooch	接吻	0.796	0.731	0.491
smooth	光滑	0.823	0.127	0.281
smoothie	冰沙	0.806	0.333	0.281
smoothly	顺利	0.821	0.134	0.488
smoothness	顺利	0.833	0.221	0.412
smother	扼杀	0.292	0.685	0.420
smudge	弄脏	0.327	0.429	0.245
smug	踌躇满志	0.198	0.552	0.587
smuggle	走私	0.194	0.775	0.570
smuggler	走私者	0.062	0.867	0.645
smuggling	走私	0.229	0.783	0.510
smut	黑穗病	0.357	0.360	0.349
snack	小吃	0.646	0.407	0.345
snacks	小吃	0.781	0.480	0.306
snafu	天翻地覆	0.375	0.549	0.274
snag	钉子	0.417	0.250	0.339
snags	碰壁	0.177	0.721	0.490
snail	蜗牛	0.480	0.104	0.296
snake	蛇	0.276	0.750	0.549
snakes	蛇	0.176	0.662	0.606
snakeskin	蛇皮	0.276	0.696	0.391
snap	卡	0.344	0.517	0.352
snapper	红鱼	0.417	0.429	0.245
snappy	瞬间	0.573	0.592	0.418
snapshot	快照	0.573	0.578	0.588
snare	圈套	0.229	0.850	0.466
snarl	搞乱	0.430	0.787	0.455
snarling	狺	0.312	0.704	0.491
snatch	抢夺	0.219	0.861	0.691
snatcher	绑架者	0.122	0.867	0.563
snazzy	时髦	0.735	0.370	0.660
sneak	潜行	0.281	0.745	0.449
sneaker	运动鞋	0.794	0.479	0.389
sneakers	球鞋	0.604	0.548	0.349
sneaking	鬼鬼祟祟	0.203	0.755	0.545
sneaky	偷偷摸摸	0.240	0.740	0.560
sneer	冷笑	0.133	0.755	0.345
sneeze	喷嚏	0.271	0.442	0.336
sneezing	打喷嚏	0.434	0.570	0.345
snicker	暗笑	0.708	0.693	0.409
snide	卑鄙	0.186	0.723	0.455
sniff	吸气	0.396	0.500	0.318
snip	SNIP	0.417	0.327	0.268
snipe	狙击	0.198	0.915	0.491
sniper	狙击兵	0.167	0.870	0.853
snippet	片段	0.612	0.410	0.368
snippy	snippy	0.418	0.491	0.481
snitch	告密者	0.300	0.598	0.333
snob	势利	0.296	0.520	0.309
snoop	窥探	0.134	0.740	0.434
snoopy	史努比	0.573	0.534	0.291
snooty	傲慢	0.390	0.455	0.446
snooze	打盹	0.235	0.357	0.282
snore	鼾	0.245	0.610	0.481
snorkel	浮潜	0.510	0.470	0.327
snort	哼	0.469	0.531	0.413
snot	青鼻涕	0.214	0.340	0.269
snotty	流鼻涕	0.180	0.382	0.200
snout	吻	0.276	0.385	0.241
snow	雪	0.667	0.363	0.309
snowball	雪球	0.717	0.444	0.321
snowboard	单板滑雪	0.663	0.680	0.511
snowboarder	滑雪板	0.719	0.754	0.545
snowday	下雪天	0.602	0.500	0.440
snowfall	降雪	0.675	0.280	0.455
snowflake	雪花	0.748	0.192	0.260
snowing	下雪	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	雪人	0.776	0.291	0.323
snowplow	雪犁	0.449	0.480	0.493
snowstorm	暴风雪	0.204	0.833	0.629
snowy	似雪	0.656	0.304	0.357
snub	冷落	0.229	0.412	0.228
snubbed	冷落	0.265	0.528	0.279
snuff	鼻烟	0.357	0.470	0.377
snug	舒适	0.867	0.173	0.500
snuggle	依偎	0.781	0.390	0.350
snuggled	依偎	0.552	0.439	0.314
snuggles	挨近	0.670	0.340	0.287
snuggling	依偎	0.683	0.585	0.373
soak	浸泡	0.480	0.370	0.240
soaked	浸泡	0.365	0.462	0.358
soaking	浸水	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	肥皂	0.531	0.163	0.311
soapbox	肥皂盒	0.500	0.415	0.393
soapy	肥皂水	0.552	0.373	0.355
soar	翱翔	0.790	0.740	0.718
soaring	冲天	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	清醒	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	清醒	0.680	0.310	0.583
soc	SOC	0.427	0.431	0.380
soccer	足球	0.698	0.837	0.644
sociable	社交的	0.854	0.459	0.627
social	社会	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	社会主义	0.510	0.500	0.560
socialist	社会主义的	0.448	0.400	0.543
socialite	名媛	0.684	0.668	0.570
socialize	应酬	0.907	0.683	0.726
society	社会	0.674	0.464	0.782
sociology	社会学	0.615	0.439	0.694
sociopath	反社会	0.104	0.863	0.439
sock	袜子	0.500	0.167	0.290
socket	插座	0.583	0.469	0.377
sod	草皮	0.427	0.383	0.333
soda	苏打	0.688	0.314	0.364
soda/pop	苏打水	0.581	0.410	0.382
sodding	该死的	0.240	0.500	0.400
sodium	钠	0.490	0.340	0.291
sofa	沙发	0.583	0.106	0.263
soft	柔软的	0.760	0.179	0.232
softball	垒球	0.735	0.630	0.518
soften	软化	0.694	0.194	0.392
softener	柔软剂	0.745	0.300	0.373
softening	软化	0.700	0.255	0.361
softly	轻轻的	0.517	0.206	0.304
softness	柔软度	0.875	0.086	0.402
software	软件	0.561	0.280	0.570
soggy	浸水	0.312	0.350	0.241
sohappy	很高兴	0.949	0.673	0.681
soil	泥	0.350	0.180	0.356
soiled	脏	0.106	0.529	0.213
soiree	社交晚会	0.729	0.692	0.578
sojourn	栖止	0.514	0.243	0.509
solace	慰藉	0.776	0.294	0.453
solar	太阳能	0.622	0.452	0.645
solarium	日光浴	0.602	0.356	0.421
solder	焊接	0.439	0.510	0.611
soldering	焊接	0.573	0.536	0.538
soldier	士兵	0.392	0.708	0.768
sole	唯一	0.427	0.194	0.279
solemn	庄严	0.708	0.370	0.709
solicit	征求	0.620	0.490	0.604
solicitation	征集	0.612	0.519	0.415
solicitor	律师	0.600	0.479	0.802
solid	固体	0.667	0.304	0.763
solidarity	团结	0.792	0.407	0.781
solidification	凝固	0.480	0.500	0.827
solidified	凝固	0.633	0.415	0.745
solidify	固化	0.583	0.318	0.754
solidity	坚固	0.745	0.444	0.850
solitaire	纸牌	0.365	0.227	0.279
solitary	孤	0.224	0.202	0.268
solitude	孤独	0.208	0.226	0.358
solo	独奏	0.438	0.190	0.325
solubility	可溶性	0.506	0.360	0.442
soluble	易溶	0.542	0.272	0.409
solucky	真幸运	0.573	0.529	0.615
solution	解	0.790	0.339	0.664
solve	解决	0.656	0.530	0.688
solvency	偿付能力	0.604	0.296	0.605
solvent	溶剂	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	体	0.438	0.406	0.444
somber	阴沉	0.184	0.500	0.380
some anticipation	一些期待	0.423	0.482	0.472
some disgust	有些厌恶	0.094	0.657	0.321
some surprise	有些惊喜	0.827	0.849	0.500
some trust	一些信任	0.594	0.451	0.547
somersault	翻筋斗	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	有点负面	0.208	0.480	0.150
somewhat positive	有点积极	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	儿子	0.792	0.365	0.528
sonar	声纳	0.541	0.480	0.414
sonata	奏鸣曲	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	歌曲	0.854	0.413	0.500
songwriter	作曲家	0.844	0.558	0.713
sonic	音	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	十四行诗	0.718	0.294	0.404
sonorous	洪亮	0.646	0.580	0.442
soot	煤烟	0.375	0.328	0.292
soothe	缓和	0.817	0.194	0.412
soothing	抚慰的	0.625	0.179	0.519
sophisticated	复杂的	0.865	0.481	0.845
sophistication	诡辩	0.792	0.472	0.704
sophomore	二年级	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	缠绵	0.510	0.355	0.297
soprano	女高音	0.552	0.550	0.685
sorcerer	巫师	0.377	0.633	0.632
sorcery	巫术	0.279	0.740	0.640
sordid	污秽	0.219	0.555	0.447
sore	疮	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	非常	0.284	0.727	0.370
soreness	疼痛	0.113	0.843	0.302
sorghum	粱	0.469	0.358	0.420
sorority	联谊会	0.635	0.637	0.627
sorrow	悲哀	0.052	0.235	0.164
sorrowful	悲伤	0.049	0.422	0.163
sorry	抱歉	0.406	0.362	0.212
sort	分类	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	排序	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	soscared	0.229	0.652	0.319
soscary	soscary	0.301	0.660	0.414
soslow	太慢了	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	如此甜蜜	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	灵魂	0.770	0.220	0.510
soulful	深情	0.755	0.331	0.500
soulless	没有灵魂	0.125	0.591	0.400
soulmate	心心相印	0.890	0.500	0.628
sound	声音	0.765	0.623	0.398
sounding	听起来	0.690	0.500	0.558
soundness	稳健	0.780	0.377	0.893
soundproof	隔音	0.490	0.390	0.409
soundtrack	声带	0.630	0.559	0.518
soup	汤	0.602	0.245	0.269
sour	酸	0.276	0.594	0.373
source	资源	0.740	0.318	0.684
sourpuss	非常苦恼	0.188	0.620	0.382
south	南	0.562	0.265	0.429
southbound	南行	0.510	0.370	0.395
southeast	东南	0.510	0.283	0.413
southern	南部的	0.552	0.269	0.370
southpaw	左撇子	0.542	0.389	0.404
southwest	西南	0.406	0.314	0.355
souvenir	纪念品	0.844	0.311	0.466
sovereign	君主	0.698	0.500	0.885
sovereignty	主权	0.719	0.529	0.886
soviet	苏联	0.347	0.580	0.536
sow	母猪	0.667	0.430	0.446
soy	黄豆	0.438	0.250	0.286
soy sauce	酱油	0.573	0.382	0.318
soybean	黄豆	0.521	0.250	0.293
spa	温泉	0.622	0.151	0.386
space	空间	0.800	0.317	0.573
spacecraft	宇宙飞船	0.646	0.698	0.680
spaceman	太空人	0.688	0.577	0.848
spaceship	飞船	0.643	0.781	0.664
spacing	间距	0.621	0.425	0.507
spacious	宽敞	0.880	0.365	0.557
spade	铲	0.469	0.667	0.529
spaghetti	意大利面	0.729	0.353	0.288
spam	垃圾邮件	0.188	0.354	0.304
spammers	垃圾邮件发送者	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	斯潘德克斯弹性纤维	0.429	0.520	0.429
spaniel	獚	0.561	0.435	0.385
spank	一巴掌	0.112	0.882	0.642
spanking	拍击	0.194	0.736	0.392
spar	晶石	0.417	0.438	0.536
spare	备用	0.552	0.398	0.411
spareribs	排骨	0.635	0.431	0.395
sparingly	保守地	0.510	0.353	0.518
spark	火花	0.688	0.745	0.529
sparkle	火花	0.819	0.765	0.510
sparkling	闪闪发光的	0.700	0.418	0.598
sparkly	闪闪发光的	0.885	0.590	0.726
sparring	对打	0.292	0.870	0.704
sparrow	麻雀	0.583	0.460	0.327
sparse	疏	0.240	0.367	0.209
spasm	痉挛	0.194	0.594	0.366
spastic	痉挛性	0.240	0.541	0.491
spat	争吵	0.427	0.413	0.309
spatial	空间的	0.604	0.625	0.645
spatter	溅	0.292	0.630	0.315
spatula	抹刀	0.302	0.198	0.369
spawn	卵	0.542	0.586	0.709
spaz	怪人	0.443	0.500	0.268
speak	说话	0.765	0.472	0.500
speakeasy	非法经营	0.680	0.536	0.442
speaker	扬声器	0.604	0.660	0.723
speakerphone	免提	0.531	0.569	0.560
speaking	请讲	0.753	0.590	0.575
spear	矛	0.510	0.601	0.500
spec	规范	0.583	0.426	0.691
special	特别	0.844	0.602	0.730
specialist	专家	0.760	0.562	0.877
speciality	专业	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	特别	0.847	0.398	0.714
specialty	专业	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	种类	0.561	0.330	0.645
specific	具体	0.656	0.388	0.691
specification	规范	0.552	0.479	0.602
specify	指定	0.656	0.405	0.600
specimen	标本	0.531	0.444	0.568
speck	斑点	0.418	0.245	0.343
speckled	斑点	0.449	0.263	0.254
specs	眼镜	0.540	0.398	0.618
spectacle	场面	0.812	0.745	0.762
spectacles	眼镜	0.816	0.775	0.648
spectacular	壮观	0.947	0.740	0.887
spectator	观众	0.694	0.560	0.667
specter	幽灵	0.265	0.723	0.540
spectral	光谱	0.430	0.667	0.500
spectrometer	光谱仪	0.500	0.452	0.490
spectrophotometer	分光光度计	0.500	0.484	0.500
spectroscopy	光谱	0.470	0.541	0.570
spectrum	光谱	0.312	0.700	0.527
speculate	推测	0.398	0.602	0.553
speculation	推测	0.325	0.683	0.394
speculative	投机	0.276	0.591	0.464
speculum	窥器	0.417	0.469	0.433
speech	言语	0.656	0.470	0.688
speechless	说不出话来	0.459	0.320	0.315
speed	速度	0.719	0.849	0.658
speedboat	快艇	0.635	0.858	0.612
speedily	赶紧	0.688	0.740	0.665
speeding	超速	0.438	0.908	0.645
speedometer	车速表	0.427	0.549	0.579
speedway	高速公路	0.667	0.519	0.416
speedy	迅速	0.625	0.625	0.793
spell	拼写	0.385	0.380	0.368
spellbound	败兴而归	0.531	0.647	0.387
spelling	拼字	0.594	0.357	0.398
spencer	斯宾塞	0.510	0.394	0.367
spend	花	0.672	0.745	0.429
spender	富豪	0.312	0.692	0.377
spending	开支	0.333	0.556	0.330
spent	花费	0.296	0.296	0.263
sperm	精子	0.396	0.706	0.453
spew	喷	0.260	0.651	0.573
sphere	领域	0.633	0.277	0.500
spherical	球形	0.550	0.308	0.500
sphincter	括约肌	0.347	0.633	0.375
sphinx	狮身人面像	0.604	0.324	0.490
spic	穗	0.302	0.455	0.451
spice	香料	0.594	0.439	0.384
spicy	辣	0.440	0.733	0.610
spider	蜘蛛	0.229	0.569	0.430
spiders	蜘蛛	0.260	0.696	0.368
spiffy	漂亮	0.615	0.582	0.470
spigot	塞子	0.380	0.346	0.423
spike	穗	0.382	0.510	0.408
spiked	钉	0.281	0.613	0.407
spiky	高低不平	0.284	0.657	0.587
spill	洒	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
