Word	Basque-eu	Valence	Arousal	Dominance
vivacious	vivacious	0.780	0.820	0.758
vivid	biziak	0.698	0.627	0.667
vixen	Azeriaren	0.367	0.615	0.414
vocabulary	hiztegia	0.530	0.247	0.585
vocal	ahots	0.583	0.352	0.340
vocalist	abeslari	0.688	0.596	0.596
vocation	bokazioa	0.833	0.426	0.686
vodka	vodka	0.510	0.632	0.491
vogue	modan	0.740	0.491	0.538
voice	ahotsa	0.594	0.343	0.528
voiceless	ahotsik	0.271	0.235	0.131
voicemail	erantzungailuko	0.458	0.453	0.406
void	hutsunea	0.135	0.163	0.130
volatile	lurrunkor	0.323	0.786	0.565
volatility	lurrunkortasun	0.281	0.755	0.553
volcanic	sumendi	0.344	0.910	0.781
volcano	sumendi	0.240	0.844	0.787
volition	volition	0.480	0.587	0.578
volley	volley	0.529	0.460	0.336
volleyball	boleibola	0.640	0.700	0.458
voltage	Tentsioa	0.382	0.855	0.621
voltmeter	voltmeter	0.599	0.596	0.545
volume	bolumen	0.552	0.490	0.546
volumes	bolumen	0.552	0.452	0.520
voluminous	volumine	0.561	0.450	0.658
voluntarily	borondatez	0.847	0.460	0.527
voluntary	borondatezko	0.771	0.460	0.643
volunteer	boluntario	0.888	0.422	0.596
volunteering	boluntariotza	0.844	0.614	0.603
volunteers	boluntario	0.820	0.448	0.630
voluptuous	voluptuous	0.673	0.719	0.792
vomit	Vomit	0.073	0.569	0.188
vomiting	oka	0.156	0.780	0.157
voodoo	voodoo	0.188	0.600	0.453
voracious	voracious	0.385	0.892	0.694
vortex	zurrunbilo	0.408	0.691	0.602
vote	boto	0.582	0.500	0.649
voter	hautesle	0.612	0.538	0.754
voting	bozketa	0.615	0.602	0.768
votive	botozko	0.479	0.460	0.453
vouch	vouch	0.625	0.417	0.746
voucher	bonua	0.622	0.416	0.601
vow	botoa	0.560	0.510	0.664
vowel	bokal	0.490	0.283	0.311
voyage	bidaia	0.816	0.714	0.580
voyager	voyager	0.684	0.596	0.627
voyeur	voyeur	0.479	0.615	0.466
vulgar	vulgar	0.083	0.820	0.445
vulgarity	vulgarity	0.104	0.870	0.346
vulnerability	ahultasun	0.250	0.510	0.267
vulnerable	vulnerable	0.198	0.490	0.245
vulture	putre	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	wacky	0.153	0.720	0.321
wad	Wad	0.333	0.318	0.259
waddle	waddle	0.490	0.453	0.388
wade	wade	0.510	0.656	0.472
wafer	olata	0.677	0.360	0.313
waffle	Waffle	0.708	0.394	0.327
wag	wag	0.448	0.490	0.481
wage	soldatapeko	0.635	0.480	0.565
wager	apustua	0.479	0.816	0.615
wages	soldatak	0.776	0.440	0.620
wagon	bagoi	0.490	0.461	0.474
wail	kexu	0.418	0.724	0.393
waist	gerritik	0.542	0.448	0.351
waistcoat	txaleko	0.542	0.320	0.389
waistline	waistline	0.560	0.417	0.320
wait	itxaron	0.224	0.167	0.264
waiter	zerbitzari	0.459	0.300	0.295
waiting	zain	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	zerbitzari	0.646	0.531	0.352
waive	uko	0.276	0.559	0.311
waiver	uko	0.396	0.630	0.373
wake	esnatu	0.700	0.470	0.512
walk	oinez	0.643	0.412	0.450
walker	Mutiko	0.551	0.491	0.525
walking	oinez	0.708	0.480	0.781
walkout	walkout	0.292	0.853	0.427
wall	horma	0.417	0.250	0.509
wallaby	wallaby	0.541	0.368	0.391
wallet	zorro	0.680	0.432	0.500
wallflower	wallflower	0.667	0.298	0.342
wallop	wallop	0.320	0.790	0.689
wallow	wallow	0.286	0.878	0.491
wallpaper	wallpaper	0.673	0.173	0.308
walnut	intxaur	0.688	0.302	0.255
walrus	walrus	0.521	0.327	0.361
waltz	vals	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	makila	0.542	0.322	0.315
wander	noragabe ibili	0.427	0.417	0.330
wanderer	Wanderer	0.458	0.519	0.396
wandering	dabiltzan	0.323	0.471	0.357
wane	wane	0.188	0.402	0.098
waning	waning	0.375	0.333	0.300
wanker	wanker	0.290	0.569	0.446
wannabe	wannabe	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	nahi	0.671	0.642	0.598
wanting	gogoa	0.760	0.433	0.593
wanton	wanton	0.427	0.739	0.500
war	gerra	0.022	0.892	0.727
warbler	txinboa	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	Ward	0.469	0.255	0.254
warden	zaindaria	0.615	0.627	0.898
wardrobe	armairu	0.612	0.510	0.336
ware	ware	0.604	0.443	0.455
warehouse	biltegi	0.721	0.365	0.446
warfare	gerra	0.062	0.885	0.845
warhead	warhead	0.219	0.756	0.536
warlike	zalea	0.367	0.847	0.779
warlock	Azti	0.312	0.558	0.657
warlord	guda	0.167	0.796	0.781
warm	bero	0.760	0.312	0.585
warming	berotze	0.594	0.637	0.580
warms	iristen denean	0.594	0.580	0.632
warmth	beroa	0.878	0.307	0.602
warn	ohartarazteko	0.429	0.647	0.564
warned	ohartarazi	0.302	0.604	0.547
warning	abisua	0.229	0.774	0.629
warp	okertu	0.344	0.417	0.373
warpath	wARPATH	0.280	0.676	0.551
warped	warped	0.219	0.663	0.304
warrant	agindu	0.653	0.398	0.802
warranted	warranted	0.714	0.367	0.690
warrants	bermatzen	0.562	0.431	0.881
warranty	bermerik	0.667	0.470	0.568
warren	warren	0.417	0.570	0.464
warrior	gerlari	0.458	0.863	0.915
warship	ontzi	0.292	0.890	0.889
wart	wart	0.082	0.314	0.205
wartime	gerra	0.100	0.912	0.726
wary	wary	0.510	0.343	0.535
wash	garbiketa	0.635	0.377	0.297
washed	garbitu	0.542	0.314	0.392
washer	garbigailua	0.594	0.390	0.365
washing	garbiketa	0.643	0.396	0.402
washout	washout	0.383	0.304	0.389
washroom	bainugeletako	0.500	0.364	0.446
wasp	WASP	0.390	0.620	0.406
waste	hondakin	0.041	0.510	0.184
wastebasket	wastebasket	0.271	0.230	0.286
wasted	alferrik galtzen	0.188	0.558	0.259
wasteful	xahuketa	0.173	0.730	0.409
wasteland	basamortu	0.365	0.308	0.391
wasting	alferrik galtzen	0.051	0.417	0.207
watch	ikusi	0.531	0.346	0.423
watchdog	watchdog	0.531	0.811	0.648
watcher	behatzailea	0.562	0.401	0.702
watchful	zaindari	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	kontuz	0.396	0.530	0.455
watchtower	talaia	0.500	0.415	0.647
water	ur	0.812	0.123	0.429
water polo	ur-poloa	0.688	0.670	0.534
waterbed	waterbed	0.724	0.381	0.296
watercourse	watercourse	0.677	0.357	0.466
watered	ureztatu	0.615	0.290	0.377
waterfall	Ur-jauzi	0.652	0.460	0.528
waterfront	waterfront	0.716	0.274	0.556
watering can	ureztatu daiteke	0.602	0.298	0.336
watermelon	sandia	0.714	0.230	0.239
waterproof	iragazgaitza	0.779	0.423	0.545
waterworks	waterworks	0.510	0.490	0.561
watery	Urezko	0.367	0.461	0.292
wave	uhin	0.622	0.491	0.490
wavelength	uhin-luzera	0.604	0.442	0.516
waver	Waver	0.426	0.630	0.255
wavering	dudatzen	0.375	0.430	0.384
waves	olatuak	0.643	0.470	0.509
wavy	wavy	0.520	0.284	0.345
wax	argizaria	0.436	0.245	0.309
waxed	argizaria	0.531	0.388	0.408
waxy	waxy	0.408	0.245	0.308
way	modu	0.480	0.275	0.420
ways	modu	0.688	0.560	0.425
wayward	wayward	0.344	0.573	0.409
weak	ahula	0.180	0.241	0.045
weaken	ahultzeko	0.112	0.250	0.223
weakened	ahuldu	0.373	0.304	0.092
weakling	weakling	0.194	0.294	0.087
weakly	ahula	0.270	0.255	0.111
weakness	ahultasuna	0.088	0.370	0.125
wealth	aberastasuna	0.857	0.637	0.858
wealthy	aberats	0.927	0.566	0.862
weapon	arma	0.054	0.840	0.831
weaponry	armak	0.219	0.840	0.870
wear	higadura	0.312	0.370	0.255
wearer	wearer	0.471	0.347	0.527
wearily	wearily	0.327	0.286	0.128
weariness	neke	0.104	0.333	0.226
wearing	jantzita	0.646	0.520	0.461
weary	nekaturik	0.194	0.281	0.202
weasel	erbinudea	0.408	0.317	0.337
weather	eguraldi	0.755	0.404	0.567
weathered	weathered	0.422	0.491	0.537
weatherman	eguraldi	0.660	0.413	0.643
weatherproof	weatherproof	0.541	0.345	0.552
weave	ehuntzen	0.604	0.265	0.172
web	web	0.583	0.411	0.519
website	webgune	0.615	0.442	0.526
wed	Az	0.604	0.549	0.448
wedded	wedded	0.771	0.413	0.518
wedding	ezkontza	0.875	0.802	0.642
wedge	ziri	0.490	0.290	0.278
wedlock	wedlock	0.747	0.654	0.745
wee	wee	0.663	0.452	0.315
weed	sasiak	0.459	0.294	0.364
weeding	guztien erakustaldia aldatu	0.458	0.528	0.454
weeds	belar txarrak	0.320	0.551	0.315
weedy	weedy	0.293	0.366	0.352
weeeee	NO TRANSLATION	0.562	0.630	0.283
week	aste	0.510	0.231	0.351
weekday	asteguna	0.490	0.469	0.520
weekend	asteburu	0.844	0.625	0.519
weekly	asteko	0.622	0.288	0.380
weenie	weenie	0.406	0.451	0.284
weep	negar egin	0.053	0.621	0.164
weeping	negarrez	0.082	0.688	0.168
weeping willow	negarrez sahatsa	0.344	0.441	0.312
weepy	weepy	0.068	0.615	0.116
weigh	pisatzen	0.333	0.396	0.375
weighing	pisatzen	0.449	0.441	0.468
weight	pisua	0.450	0.380	0.577
weightless	pisurik	0.460	0.426	0.375
weightloss	NO TRANSLATION	0.570	0.439	0.393
weights	pisuak	0.458	0.500	0.722
weighty	weighty	0.427	0.480	0.657
weir	presa	0.375	0.385	0.363
weird	bitxi	0.260	0.660	0.402
weirdness	ARRAROA	0.316	0.491	0.364
weirdo	weirdo	0.173	0.539	0.328
welcome	ongietorri	0.898	0.555	0.664
welcomed	ongietorria	0.927	0.585	0.700
welcoming	abegitsua	0.905	0.527	0.636
weld	soldadura	0.417	0.462	0.583
welder	soldatzailea	0.448	0.679	0.683
welding	soldadura	0.510	0.569	0.491
welfare	ongizatea	0.802	0.378	0.679
wellhead	wellhead	0.469	0.460	0.373
wellness	ongizatea	0.969	0.441	0.730
welsh	welsh	0.490	0.385	0.500
welt	NO TRANSLATION	0.390	0.632	0.370
wen	NO TRANSLATION	0.438	0.431	0.380
wench	neska	0.469	0.519	0.352
werewolf	werewolf	0.235	0.811	0.591
west	mendebaldean	0.562	0.337	0.414
westbound	westbound	0.646	0.363	0.439
western	mendebaldeko	0.573	0.500	0.689
wet	bustia	0.385	0.417	0.185
wetback	Arturo Pérez Torres mexikarra	0.271	0.402	0.293
whack	Whack	0.219	0.816	0.708
whale	balea	0.582	0.398	0.509
whaling	balea	0.281	0.717	0.538
wham	wham	0.469	0.490	0.423
whammy	whammy	0.461	0.491	0.345
wharf	kaian	0.469	0.240	0.472
whatdoido	NO TRANSLATION	0.406	0.494	0.430
whatif	whatif	0.523	0.528	0.351
whatmakesmesmile	NO TRANSLATION	0.765	0.588	0.482
whatnot	whatnot	0.375	0.493	0.363
whatsoever	inolako	0.400	0.314	0.302
whatsthepoint	NO TRANSLATION	0.436	0.459	0.398
wheat	garia	0.531	0.185	0.250
wheel	gurpila	0.615	0.310	0.446
wheel barrow	NO TRANSLATION	0.510	0.337	0.363
wheelbarrow	wheelbarrow	0.479	0.366	0.404
wheelchair	gurpil-aulki	0.240	0.337	0.245
wheels	gurpilak	0.667	0.471	0.386
wheeze	wheeze	0.229	0.462	0.461
whelp	alproja	0.344	0.458	0.310
whereabouts	norakoak	0.439	0.382	0.356
wherefore	Argatik	0.561	0.357	0.402
wherewith	zertaz	0.491	0.420	0.404
wherewithal	baliabideak ematen dizkio	0.388	0.366	0.321
whet	whet	0.643	0.465	0.430
whiff	whiff	0.459	0.400	0.331
whilst	bitartean	0.510	0.302	0.388
whim	kapritxoa	0.378	0.680	0.467
whimper	whimper	0.271	0.545	0.308
whimsical	whimsical	0.449	0.637	0.371
whimsy	whimsy	0.729	0.639	0.455
whine	whine	0.342	0.686	0.218
whiny	whiny	0.208	0.548	0.375
whip	Greba	0.208	0.899	0.509
whiplash	whiplash	0.257	0.760	0.500
whipped	harrotua	0.198	0.804	0.361
whirl	Bihurritu	0.461	0.788	0.661
whirlpool	hidromasajea	0.710	0.415	0.442
whirlwind	zurrunbilo	0.417	0.915	0.670
whisk	whisk	0.500	0.537	0.412
whisker	whisker	0.521	0.306	0.343
whiskers	bizar	0.439	0.278	0.270
whiskey	whisky	0.612	0.706	0.441
whisky	whisky	0.640	0.615	0.490
whisper	xuxurla	0.490	0.225	0.265
whispered	xuxurlatu	0.548	0.358	0.309
whistle	txistua	0.653	0.551	0.463
whit	whit	0.562	0.393	0.595
white	Zuri-	0.729	0.173	0.420
whitefish	whitefish	0.492	0.327	0.333
whiteness	zuritasuna	0.688	0.235	0.519
whitewash	kare	0.429	0.402	0.276
whitish	zurixka	0.583	0.279	0.365
whittle	wHITTLE	0.347	0.451	0.427
whiz	whiz	0.896	0.627	0.820
whole	osoa	0.653	0.357	0.572
wholesale	handizkako	0.760	0.551	0.619
wholesome	wholesome	0.888	0.423	0.754
wholly	osorik	0.690	0.353	0.696
whoo	whoo	0.531	0.578	0.311
whoop	whoop	0.559	0.481	0.443
whopper	whopper	0.448	0.598	0.432
whopping	baten	0.541	0.740	0.755
whore	puta	0.135	0.880	0.333
whorehouse	whorehouse	0.200	0.930	0.462
wick	metxa	0.337	0.481	0.309
wicked	maltzurrez	0.138	0.800	0.627
wickedness	gaiztakeriak	0.031	0.727	0.443
wicker	zumezko	0.427	0.339	0.388
wicket	wicket	0.500	0.500	0.471
wide	zabal	0.571	0.312	0.472
widely	zabalduta dago	0.698	0.453	0.725
widen	zabaldu	0.562	0.538	0.527
widespread	hedatuago	0.633	0.456	0.713
widow	alarguna	0.250	0.450	0.265
widowed	alargundu	0.205	0.439	0.333
widower	alargunak	0.184	0.406	0.325
width	zabalera	0.583	0.280	0.518
wield	wield	0.347	0.660	0.625
wiener	wiener	0.594	0.434	0.391
wienie	NO TRANSLATION	0.500	0.509	0.327
wife	emaztea	0.886	0.630	0.583
wig	peluka	0.722	0.279	0.180
wiggle	wiggle	0.531	0.676	0.359
wight	uhartea	0.542	0.404	0.395
wiki	wiki	0.530	0.390	0.455
wild	basa	0.312	0.922	0.750
wildcat	basakatua	0.458	0.632	0.481
wildebeest	wildebeest	0.438	0.480	0.464
wilderness	basamortura	0.281	0.333	0.290
wildfire	Wildfire	0.140	0.929	0.552
wildlife	fauna	0.656	0.530	0.561
will	izango	0.698	0.408	0.735
willful	nahita	0.557	0.719	0.642
willies	willies	0.480	0.490	0.420
willing	prest	0.833	0.561	0.783
willingly	gogotik	0.833	0.316	0.588
willingness	borondatea	0.786	0.500	0.729
willow	sahats	0.604	0.245	0.400
willpower	borondatea	0.823	0.776	0.897
wilt	wilt	0.226	0.354	0.312
wilted	wilted	0.245	0.375	0.186
wily	wily	0.459	0.670	0.798
wimp	wimp	0.184	0.490	0.125
wimpy	wimpy	0.188	0.292	0.134
win	irabazi	0.927	0.694	0.888
wince	wince	0.286	0.415	0.294
winch	Komunikazio	0.385	0.434	0.449
wind	haize	0.531	0.404	0.578
windbag	hitzontzia	0.438	0.510	0.391
windfall	windfall	0.750	0.864	0.638
winding	bihurri	0.398	0.582	0.361
windmill	errota	0.773	0.412	0.412
window	leiho	0.542	0.276	0.385
windowsill	leiho	0.429	0.274	0.433
windpipe	windpipe	0.281	0.360	0.500
windshield	haizetako	0.615	0.375	0.333
windy	Ventosa	0.330	0.541	0.528
wine	ardoa	0.792	0.417	0.457
wine cooler	ardo freskoagoa	0.729	0.404	0.420
wing	hegal	0.562	0.255	0.389
winged	hegodun	0.646	0.469	0.519
winger	hegaleko	0.531	0.794	0.691
wingman	wingman	0.573	0.578	0.582
wink	keinua	0.688	0.557	0.304
winner	irabazleak	0.960	0.810	0.886
winning	irabazi	0.955	0.712	0.972
winnings	winnings	0.949	0.829	0.830
wino	NO TRANSLATION	0.406	0.535	0.349
winter	negua	0.663	0.355	0.500
winterbreak	NO TRANSLATION	0.612	0.464	0.491
wintertime	neguan	0.760	0.516	0.404
wintery	wintery	0.388	0.512	0.463
wintry	negu-	0.448	0.434	0.445
wipe	garbitu	0.663	0.427	0.551
wiper	espeka	0.500	0.380	0.535
wire	wire	0.480	0.330	0.245
wired	kable	0.398	0.420	0.537
wireless	haririk gabeko	0.635	0.444	0.537
wiretap	wiretap	0.224	0.642	0.454
wiring	kableatuaren	0.490	0.367	0.431
wis	WIS	0.510	0.431	0.406
wisdom	jakinduria	0.930	0.302	0.871
wise	jakintsu	0.878	0.250	0.861
wish	nahi	0.771	0.583	0.647
wishbone	wishbone	0.494	0.531	0.426
wishful	wishful	0.885	0.712	0.606
wishing	desiratuz	0.755	0.600	0.491
wishmeluck	wishmeluck	0.729	0.582	0.465
wisp	wisp	0.552	0.388	0.417
wistful	wistful	0.323	0.451	0.312
wit	wit	0.844	0.484	0.775
witch	sorgina	0.292	0.710	0.473
witchcraft	sorginkeria	0.183	0.779	0.555
withal	geldi	0.345	0.264	0.381
withdraw	erretiratuko	0.260	0.425	0.336
withdrawal	erretiratzea	0.275	0.541	0.226
withdrawals	bajak	0.427	0.404	0.464
withdrawn	kendu	0.182	0.368	0.221
wither	wither	0.150	0.420	0.259
withered	withered	0.188	0.292	0.160
withering	withering	0.271	0.650	0.345
withhold	atxikipena	0.320	0.451	0.444
withholding	atxikipen	0.165	0.490	0.480
withstand	jasan	0.370	0.548	0.571
witless	witless	0.198	0.333	0.179
witness	lekuko	0.562	0.569	0.593
wits	wits	0.760	0.596	0.765
witty	witty	0.857	0.707	0.759
wiz	Wiz	0.467	0.545	0.441
wizard	laguntzailea	0.656	0.430	0.526
wobble	wobble	0.375	0.620	0.350
wobbly	Bobbly	0.208	0.759	0.225
woe	ay	0.340	0.606	0.204
woeful	samina	0.135	0.555	0.255
woefully	woefully	0.204	0.580	0.269
wok	wok	0.583	0.375	0.500
wokemeup	NO TRANSLATION	0.561	0.520	0.444
wolf	otso	0.448	0.712	0.630
wolverine	wolverine	0.470	0.673	0.627
woman	emakume	0.865	0.500	0.578
womanhood	womanhood	0.812	0.656	0.602
womanizer	womanizer	0.281	0.800	0.471
womanly	womanly	0.909	0.615	0.473
womb	sabelean	0.375	0.385	0.591
wonder	galdetzen	0.939	0.771	0.765
wonderful	zoragarria	0.971	0.776	0.830
wonderfully	wonderfully	0.969	0.760	0.821
wonderment	wonderment	0.929	0.679	0.795
wondrous	wondrous	0.854	0.679	0.818
wont	NO TRANSLATION	0.240	0.343	0.291
woo	woo	0.646	0.729	0.430
wood	egurra	0.494	0.182	0.373
woodcut	xilografia	0.633	0.354	0.542
wooden	egurrezko	0.500	0.196	0.318
woodland	baso	0.776	0.306	0.480
woodlands	baso	0.656	0.340	0.473
woodpecker	woodpecker	0.520	0.482	0.445
woods	basoan	0.594	0.269	0.364
woodshed	woodshed	0.551	0.373	0.312
woodsman	woodsman	0.500	0.451	0.522
woodwork	zura	0.490	0.481	0.545
woody	woody	0.469	0.260	0.396
woof	Woof	0.354	0.509	0.404
woohoo	Woohoo	0.658	0.670	0.451
wooing	wooing	0.740	0.730	0.702
wool	artile	0.583	0.132	0.345
woolen	artilezko	0.726	0.265	0.307
woolly	iledunak	0.531	0.398	0.320
woot	woot	0.602	0.490	0.481
woozy	woozy	0.177	0.452	0.306
wop	wop	0.417	0.452	0.394
word	hitza	0.552	0.255	0.482
wording	idazketa	0.653	0.500	0.588
words	hitzak	0.710	0.216	0.473
wordy	wordy	0.643	0.478	0.586
work	lan	0.719	0.596	0.750
workaholic	workaholic	0.344	0.657	0.557
workbook	laneko liburu	0.673	0.343	0.510
worker	langilea	0.719	0.598	0.684
working	lanean	0.740	0.585	0.576
workings	funtzionamendua	0.704	0.560	0.745
workload	lanaren	0.231	0.792	0.490
workman	Workman	0.729	0.618	0.726
workmanship	muntaia	0.694	0.441	0.627
workout	entrenamendu	0.868	0.827	0.780
workplace	lantokian	0.592	0.431	0.583
works	lanak	0.776	0.434	0.657
workshop	tailerra	0.531	0.426	0.510
workup	workup	0.582	0.713	0.589
world	mundu	0.622	0.394	0.750
worldly	worldly	0.438	0.612	0.295
worldwide	Mundu osoan	0.790	0.462	0.851
worm	harra	0.130	0.418	0.219
wormhole	wormhole	0.337	0.380	0.483
wormwood	wormwood	0.458	0.406	0.355
worn	gastatu	0.350	0.482	0.189
worried	kezkatuta	0.094	0.824	0.395
worries	ardurak	0.094	0.679	0.363
worry	kezkatu	0.245	0.776	0.267
worrying	kezkagarria	0.047	0.750	0.296
worse	okerrago	0.062	0.704	0.225
worsening	larriagoa	0.115	0.685	0.202
worship	gurtza	0.688	0.380	0.573
worshipful	worshipful	0.760	0.648	0.546
worstfeeling	NO TRANSLATION	0.092	0.625	0.308
worth	merezi	0.872	0.510	0.889
worthless	worthless	0.083	0.420	0.153
worthwhile	merezi	0.908	0.385	0.538
worthy	merezi	0.812	0.340	0.796
wot	wot	0.520	0.480	0.357
would	litzateke	0.493	0.412	0.427
wound	zauria	0.150	0.717	0.310
wounded	zauritu	0.115	0.770	0.275
wounding	zauritu	0.219	0.725	0.454
wounds	zauriak	0.102	0.735	0.345
wracking	wracking	0.244	0.607	0.454
wrangler	wrangler	0.417	0.574	0.676
wrangling	liskarrak	0.146	0.865	0.585
wrap	itzulbiratu	0.594	0.441	0.275
wrapper	Wrapper	0.625	0.358	0.391
wrapping	egokitzerik	0.460	0.368	0.462
wrath	hasarrea	0.039	0.908	0.548
wrathful	wrathful	0.102	0.730	0.446
wreak	wreak	0.375	0.622	0.498
wreath	koro	0.745	0.440	0.660
wreck	Wreck	0.220	0.770	0.339
wreckage	wreckage	0.082	0.353	0.333
wrecked	hondoratutako	0.078	0.618	0.280
wrecker	wrecker	0.229	0.716	0.474
wrench	giltza	0.396	0.202	0.545
wrenching	wrenching	0.204	0.833	0.483
wrest	wrest	0.427	0.750	0.727
wrestle	wrestle	0.388	0.890	0.765
wrestler	Wrestler	0.520	0.863	0.911
wrestling	burruka	0.449	0.868	0.774
wretch	olako	0.040	0.667	0.250
wretched	penagarria	0.135	0.560	0.190
wriggle	wriggle	0.469	0.627	0.404
wright	wright	0.540	0.528	0.389
wring	wring	0.360	0.656	0.348
wringer	wringer	0.365	0.519	0.321
wrinkle	Zimurren	0.150	0.370	0.274
wrinkled	zimur	0.271	0.402	0.200
wrist	eskumuturra	0.706	0.340	0.265
wristband	wristband	0.551	0.194	0.292
wristwatch	eskumuturreko erlojua	0.771	0.338	0.308
writ	idazkia	0.562	0.220	0.543
write	idatzi	0.612	0.387	0.534
writer	idazleak	0.806	0.330	0.780
writing	idatziz	0.694	0.475	0.645
written	idatzia	0.600	0.231	0.520
wrong	oker	0.042	0.582	0.480
wrongdoing	wrongdoing	0.112	0.745	0.451
wrongful	legez	0.102	0.680	0.347
wrongly	gaizki	0.054	0.550	0.202
wrought	forjatuzko	0.322	0.559	0.681
wry	wry	0.219	0.548	0.528
xanax	xanax	0.427	0.402	0.446
xenophobia	xenofobia	0.156	0.771	0.500
xerox	xerox	0.385	0.349	0.448
xmas	Eguberriak	0.906	0.717	0.615
xoxo	xoxo	0.729	0.520	0.400
yaaaay	NO TRANSLATION	0.625	0.677	0.326
yaaay	NO TRANSLATION	0.650	0.610	0.330
yaay	NO TRANSLATION	0.604	0.575	0.327
yacht	belaontzi	0.823	0.670	0.660
yachting	kirol	0.624	0.635	0.609
yahoo	yahoo	0.643	0.583	0.522
yak	yak	0.469	0.422	0.422
yam	Yam	0.500	0.206	0.152
yank	yank	0.271	0.630	0.538
yap	NO TRANSLATION	0.510	0.458	0.370
yard	patioan	0.468	0.176	0.349
yarn	yarn	0.510	0.265	0.233
yaw	Yaw	0.586	0.592	0.491
yawn	aharrausi	0.385	0.120	0.139
yawning	aharrausika	0.323	0.216	0.150
yay	bai	0.694	0.575	0.345
yayy	NO TRANSLATION	0.640	0.587	0.355
yayyy	NO TRANSLATION	0.602	0.700	0.381
yayyyy	NO TRANSLATION	0.677	0.613	0.363
yea	yea	0.751	0.412	0.472
yeahhh	yeahhh	0.820	0.792	0.510
yeahhhh	NO TRANSLATION	0.865	0.721	0.440
year	Urte	0.542	0.284	0.415
yearbook	urtekaria	0.562	0.231	0.509
yearling	yearling	0.510	0.348	0.518
yearly	urteroko	0.592	0.295	0.431
yearn	yearn	0.592	0.491	0.491
yearning	irrika	0.709	0.510	0.537
years	urte	0.653	0.330	0.508
yeast	legamiarekin	0.500	0.350	0.327
yehey	NO TRANSLATION	0.490	0.530	0.298
yell	garrasi	0.240	0.798	0.558
yeller	Yeller	0.436	0.500	0.453
yelling	yelling	0.323	0.939	0.565
yellow	horia	0.671	0.275	0.387
yellows	horiak	0.570	0.306	0.318
yelp	yelp	0.417	0.709	0.431
yen	yen	0.510	0.435	0.508
yeoman	yeoman	0.530	0.459	0.510
yesss	yesss	0.719	0.657	0.451
yessss	Yessss	0.719	0.796	0.415
yesterday	atzoko	0.500	0.286	0.253
yesteryear	antaño	0.469	0.259	0.331
yew	hagin	0.312	0.207	0.311
yey	NO TRANSLATION	0.677	0.530	0.290
yield	etekin	0.719	0.578	0.618
yielding	yielding	0.490	0.643	0.444
yo-yo	NO TRANSLATION	0.592	0.643	0.345
yodel	yodel	0.510	0.454	0.389
yoga	yoga	0.750	0.115	0.422
yogi	yogi	0.653	0.347	0.349
yogurt	jogurtak	0.660	0.269	0.240
yoke	uztarria	0.281	0.620	0.582
yolk	gorringoa	0.490	0.306	0.280
yon	NO TRANSLATION	0.479	0.365	0.393
yonder	hor	0.615	0.330	0.318
young	gazte	0.812	0.520	0.537
younger	gazteago	0.781	0.457	0.558
youngster	Gazteak	0.796	0.557	0.661
yousuck	yousuck	0.225	0.614	0.350
youth	gazteria	0.938	0.608	0.736
youthful	Gaztetxoen	0.827	0.480	0.686
yucky	yucky	0.142	0.806	0.237
yuletide	yuletide	0.438	0.430	0.445
yummy	Yummy	0.878	0.550	0.658
yuppie	yuppie	0.677	0.610	0.445
zany	zany	0.500	0.641	0.586
zap	baleude	0.385	0.438	0.371
zeal	celo	0.367	0.741	0.616
zealot	zealot	0.480	0.793	0.654
zealous	zealous	0.292	0.829	0.347
zebra	zebra	0.567	0.448	0.314
