Word	Urdu-ur	Valence	Arousal	Dominance
trusting	پر اعتماد	0.857	0.508	0.750
trustworthy	امانتدار	0.969	0.315	0.824
trusty	قابل اعتماد	0.863	0.398	0.696
truth	سچ	0.971	0.400	0.685
truthful	سچا	0.708	0.467	0.807
truthfulness	سچائی	0.920	0.549	0.808
try	کوشش کرو	0.604	0.551	0.556
tryout	کوشش کریں	0.459	0.539	0.472
tryouts	کوششیں	0.490	0.602	0.594
tsunami	سونامی	0.042	0.944	0.684
tub	ٹب	0.449	0.235	0.265
tuba	ٹوبا	0.542	0.402	0.381
tubby	tubby	0.427	0.423	0.353
tube	نالی	0.418	0.279	0.409
tuberculosis	نریض	0.214	0.519	0.424
tubing	نلیاں	0.438	0.363	0.358
tubular	ٹائلر	0.458	0.361	0.464
tubule	ٹیبلول	0.500	0.330	0.333
tuck	ٹک	0.367	0.473	0.361
tucker	ٹکر	0.475	0.558	0.429
tuesday	منگل	0.469	0.184	0.330
tufted	ٹیوٹڈ	0.500	0.510	0.406
tug	ٹگ	0.320	0.604	0.558
tugboat	ٹگبوٹ	0.271	0.510	0.652
tuition	ٹیوشن	0.531	0.372	0.436
tulip	ٹولپ	0.730	0.189	0.356
tumble	ٹمبل	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	ٹلمبل	0.312	0.471	0.427
tummy	پیٹ	0.427	0.365	0.230
tumor	ٹیومر	0.102	0.664	0.324
tumour	ٹیومر	0.092	0.627	0.464
tumult	غصہ	0.271	0.640	0.636
tumultuous	بدمعاش	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	ٹونا	0.531	0.386	0.304
tunable	تناسب	0.510	0.364	0.582
tune	دھن	0.708	0.479	0.426
tunic	چمک	0.531	0.248	0.391
tuning	ٹیوننگ	0.719	0.390	0.635
tunnel	سرنگ	0.312	0.490	0.412
turban	ٹربن	0.469	0.386	0.426
turbidity	معدنیات	0.184	0.607	0.393
turbine	ٹربائن	0.520	0.549	0.575
turbo	ٹربو	0.583	0.729	0.596
turbulence	غفلت	0.062	0.922	0.532
turbulent	غیر معمولی	0.302	0.792	0.612
turd	ٹڈ	0.240	0.519	0.383
turf	ٹریفک	0.531	0.192	0.295
turkey	ترکی	0.634	0.245	0.247
turmeric	ہلدی	0.542	0.316	0.312
turmoil	خرابی	0.198	0.888	0.417
turn	باری	0.531	0.398	0.482
turnaround	مڑنا	0.560	0.654	0.407
turned	بدل گیا	0.630	0.538	0.583
turning	تبدیل	0.510	0.684	0.420
turnip	موڑ	0.561	0.183	0.254
turnkey	باری باری	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	مڑ جانا	0.641	0.692	0.898
turnover	تبدیلی	0.490	0.392	0.512
turnpike	ٹریپکی	0.459	0.434	0.462
turntable	موڑنے والا	0.531	0.455	0.406
turpentine	ٹریپائنٹ	0.320	0.539	0.571
turquoise	فيروز	0.786	0.226	0.357
turret	برج	0.494	0.500	0.588
turtle	کچھی	0.291	0.102	0.271
turtleneck	کچھی	0.583	0.398	0.327
tussle	tussle	0.333	0.919	0.691
tutelage	زلزلہ	0.393	0.442	0.609
tutor	ٹیوٹر	0.750	0.346	0.826
tutoring	سبق	0.663	0.402	0.702
tutu	توتو	0.583	0.276	0.233
tux	ٹکس	0.531	0.365	0.462
tuxedo	ٹکسڈو	0.694	0.354	0.519
tv	ٹی وی	0.622	0.380	0.393
twain	دوپہر	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	موافقت	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	ٹویٹ	0.659	0.490	0.537
tweezers	چمک	0.493	0.408	0.295
twelfth	بارہویں	0.521	0.292	0.527
twelve	بارہ	0.490	0.298	0.412
twentieth	بیںسویں	0.469	0.297	0.346
twenty	بیس	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	دوگنا	0.378	0.288	0.236
twilight	گودھولی	0.622	0.341	0.633
twill	ٹوائلٹ	0.449	0.415	0.353
twin	جڑواں بچے	0.688	0.363	0.453
twine	جڑواں بچے	0.521	0.380	0.337
twinge	جڑواں بچے	0.316	0.720	0.471
twinkle	جڑواں بچے	0.719	0.724	0.610
twins	جڑواں بچے	0.760	0.473	0.602
twirl	twirl	0.552	0.647	0.409
twist	موڑ	0.375	0.469	0.337
twisted	موڑ	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	جڑنا	0.510	0.740	0.548
twitching	جڑنا	0.292	0.700	0.482
twitchy	twitchy	0.094	0.918	0.281
two	دو	0.520	0.200	0.404
two step	دو قدم	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	دو گنا	0.573	0.333	0.551
twosome	twosome	0.583	0.544	0.500
tycoon	ٹائکون	0.682	0.596	0.867
tyke	ٹرک	0.500	0.388	0.300
type	قسم	0.500	0.284	0.364
typewriter	ٹائپ رائٹر	0.542	0.373	0.418
typhoid	ٹائیفائڈ	0.265	0.458	0.401
typhoon	ٹائفن	0.323	0.796	0.697
typical	عام	0.635	0.206	0.426
typically	عام طور پر	0.569	0.377	0.559
typist	ٹائپسٹ	0.551	0.559	0.528
typo	ٹائپو	0.224	0.415	0.255
typography	نوع ٹائپ	0.480	0.334	0.574
tyrannical	ظالم	0.167	0.860	0.731
tyranny	ظلم	0.112	0.792	0.705
tyrant	ظالم	0.115	0.850	0.683
tyre	ٹائر	0.480	0.358	0.407
ubiquitous	ہر جگہ موجود	0.635	0.571	0.884
ubiquity	جگہ	0.578	0.490	0.595
ugliness	بدسورت	0.094	0.407	0.267
ugly	بدصورت	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	السر	0.286	0.596	0.377
ulterior	البتہ	0.375	0.509	0.490
ultimate	حتمی	0.648	0.645	0.544
ultimately	آخر میں	0.385	0.480	0.558
ultimatum	الٹمیٹم	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	الٹراساؤنڈ	0.573	0.594	0.600
ultraviolet	الٹراولیٹ	0.604	0.448	0.673
umbilical	نوبل	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	چھتری	0.583	0.246	0.255
umpire	امپائر	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	ناکام ہوگیا	0.292	0.614	0.488
unabated	unabated	0.532	0.420	0.466
unable	قابل نہیں	0.132	0.459	0.193
unacceptable	ناقابل قبول	0.133	0.479	0.330
unaccompanied	unaccompanied	0.292	0.376	0.297
unaccountable	ناقابل قبول	0.180	0.600	0.543
unaccounted	ناقابل یقین	0.410	0.338	0.361
unacknowledged	ناگزیر	0.240	0.269	0.116
unadulterated	ناجائز	0.570	0.420	0.528
unaffected	غیر متاثرہ	0.542	0.265	0.571
unafraid	ناقابل یقین	0.500	0.520	0.655
unaided	unaided	0.290	0.410	0.336
unaltered	بے شمار	0.571	0.269	0.598
unambiguous	ناقابل یقین	0.406	0.390	0.578
unanimity	اتفاق	0.490	0.407	0.706
unanimous	متفق	0.656	0.380	0.682
unanimously	اتفاق سے	0.686	0.333	0.738
unannounced	ناجائز	0.240	0.588	0.291
unanswered	جواب نہیں	0.276	0.361	0.219
unanticipated	غیر متوقع	0.255	0.775	0.327
unappreciated	ناقابل شکست	0.143	0.431	0.209
unapproved	غیر منظور شدہ	0.184	0.471	0.254
unarmed	بغداد	0.427	0.420	0.241
unassisted	بے شک	0.302	0.320	0.211
unassuming	بے چینی	0.490	0.230	0.471
unattached	unattached	0.192	0.439	0.283
unattainable	ناقابل یقین	0.220	0.635	0.571
unattended	نظرانداز	0.255	0.400	0.167
unattractive	ناجائز	0.177	0.307	0.208
unauthorized	غیر مجاز	0.260	0.448	0.259
unavailable	دستیاب نہیں ہے	0.323	0.281	0.159
unavoidable	ناگزیر	0.350	0.580	0.445
unaware	بے خبر	0.208	0.355	0.310
unbalanced	ناقابل یقین	0.302	0.596	0.343
unbearable	ناقابل اعتماد	0.125	0.798	0.447
unbeatable	ناقابل اعتماد	0.735	0.719	0.681
unbeaten	بے شک	0.854	0.760	0.828
unbecoming	بیکار کرنا	0.123	0.471	0.288
unbelief	بے شک	0.265	0.582	0.407
unbelievable	ناقابل یقین	0.771	0.790	0.717
unbiased	غیر جانبدار	0.625	0.378	0.618
unborn	ناجائز	0.312	0.300	0.216
unbound	بے حد	0.354	0.402	0.283
unbounded	بے حد	0.646	0.600	0.736
unbreakable	ناجائز	0.653	0.573	0.759
unbridled	اڑایا	0.396	0.759	0.448
unbroken	ناگوار	0.550	0.224	0.602
unbutton	اقوام متحدہ	0.479	0.539	0.311
uncalled	غیر واضح	0.344	0.294	0.222
uncanny	غیر جانبدار	0.469	0.461	0.430
uncaring	ناگوار	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	غیر یقینی	0.363	0.500	0.164
uncertainty	غیر یقینی	0.064	0.494	0.282
unchallenged	غیر چیلنج	0.552	0.394	0.545
unchangeable	ناقابل قبول	0.375	0.442	0.709
unchanged	غیر تبدیل شدہ	0.490	0.204	0.237
uncharted	بے ترتیب	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	ناقابل یقین	0.133	0.600	0.400
unclaimed	غیر اعلان شدہ	0.316	0.346	0.278
uncle	چاچا	0.653	0.255	0.578
unclean	ناپاک	0.133	0.529	0.134
unclear	واضح نہیں	0.229	0.463	0.202
uncomfortable	ناقابل یقین	0.188	0.610	0.214
uncommon	غیر معمولی	0.459	0.429	0.373
uncommonly	غیر معمولی	0.626	0.490	0.778
uncomplicated	غیر معمولی	0.740	0.260	0.453
uncompromising	مطمئن نہیں	0.320	0.531	0.613
unconcerned	ناممکن	0.562	0.283	0.298
unconditional	غیر مشروط	0.760	0.493	0.715
unconfirmed	ناممکن	0.334	0.321	0.339
unconnected	غیر منقطع	0.188	0.265	0.213
unconscionable	غیر جانبدار	0.208	0.618	0.429
unconscious	بے ہوش	0.240	0.356	0.195
unconsciousness	بے چینی	0.177	0.440	0.121
unconstitutional	غیر قانونی	0.230	0.588	0.491
unconstrained	بے نقاب	0.653	0.640	0.635
uncontested	غیر منسلک	0.510	0.471	0.689
uncontrollable	بے شمار	0.265	0.790	0.626
uncontrolled	نام نہاد	0.188	0.891	0.544
unconventional	غیر روایتی	0.177	0.509	0.288
unconvinced	غیر متفق	0.409	0.458	0.228
unconvincing	بے ترتیب	0.190	0.532	0.144
uncooked	نکالا	0.312	0.321	0.241
uncooperative	غیر مشترکہ	0.250	0.422	0.246
uncorrelated	غیر واضح	0.333	0.327	0.316
uncouth	غیرت	0.080	0.761	0.350
uncover	بے نقاب	0.771	0.552	0.648
uncritical	غیر جانبدار	0.480	0.367	0.412
uncut	غیر جانبدار	0.448	0.422	0.278
undead	undead	0.367	0.635	0.406
undecided	ناگزیر	0.286	0.433	0.127
undefeated	غیر معمولی	0.833	0.752	0.825
undefined	غیر معمولی	0.260	0.418	0.350
undeniable	ناقابل یقین	0.552	0.473	0.778
underage	کم عمر	0.469	0.461	0.300
underbelly	بے حد	0.406	0.423	0.361
undercover	مخاطب	0.388	0.627	0.483
undercurrent	کم سے کم	0.357	0.582	0.520
underdog	کمتر	0.250	0.410	0.226
underestimate	کم از کم	0.413	0.464	0.193
undergo	گزرنا	0.398	0.554	0.339
undergraduate	انڈرگریجویٹ	0.583	0.500	0.559
underground	زمین کے اندر	0.396	0.455	0.452
underhanded	نام نہاد	0.188	0.415	0.527
underlay	نیچے	0.521	0.365	0.458
underlie	تعارف	0.323	0.378	0.275
underline	ان لائن	0.480	0.412	0.509
underlying	بنیادی	0.480	0.445	0.452
undermine	کمزور	0.316	0.491	0.413
undermined	کمزور	0.365	0.409	0.394
underneath	نیچے	0.450	0.265	0.158
underpaid	زیر التواء	0.146	0.413	0.209
underpants	زیریں	0.448	0.473	0.276
underprivileged	کم سے کم	0.167	0.449	0.172
underrated	زیر آب	0.208	0.520	0.333
underscore	underscore	0.375	0.275	0.306
undersea	undersea	0.545	0.490	0.425
undersecretary	سیکرٹری کے ما تحت	0.459	0.377	0.594
undersized	undersized	0.316	0.425	0.298
understaffed	سمجھا	0.148	0.444	0.302
understand	سمجھو	0.760	0.374	0.643
understandable	سمجھنے والا	0.776	0.363	0.566
understanding	تفہیم	0.865	0.304	0.689
understatement	سمجھنا	0.347	0.480	0.473
understood	سمجھا	0.780	0.441	0.686
understudy	سمجھو	0.378	0.402	0.420
undertake	شروع کرو	0.796	0.702	0.754
undertaker	ابتدائی	0.363	0.696	0.611
undertaking	آغاز	0.667	0.530	0.696
undertow	شروع	0.327	0.639	0.231
underwear	انڈرویر	0.610	0.546	0.375
underwood	underwood	0.510	0.453	0.510
underworld	اندراج	0.177	0.676	0.613
underwrite	اندراج	0.416	0.520	0.423
underwriter	نامکمل	0.571	0.327	0.620
undeserved	غیر محفوظ	0.219	0.552	0.283
undesirable	ناگزیر	0.177	0.644	0.260
undesired	undesired	0.156	0.441	0.235
undetectable	undetectable	0.438	0.539	0.604
undetected	ناپسندیدہ	0.224	0.304	0.268
undetermined	ناممکن	0.265	0.256	0.353
undeveloped	غیر متوقع	0.292	0.330	0.254
undignified	نامکمل	0.122	0.627	0.308
undirected	غیر محفوظ شدہ	0.330	0.417	0.310
undisclosed	نامعلوم	0.479	0.361	0.314
undiscovered	ناپسندیدہ	0.438	0.347	0.261
undisputed	ناپسندی	0.646	0.588	0.673
undisturbed	undisturbed	0.725	0.287	0.434
undivided	غیر متوقع	0.510	0.380	0.490
undo	واپس لاو	0.365	0.444	0.349
undoing	واپس کرنا	0.219	0.452	0.298
undoubted	بے حد	0.592	0.461	0.740
undress	کپڑے اتارنا	0.438	0.900	0.336
undressed	کپڑے اتار دیا	0.375	0.755	0.356
undue	غیر معمولی	0.156	0.573	0.318
undying	undying	0.708	0.500	0.773
unearned	ناگوار	0.177	0.340	0.213
unearth	ایک بار	0.427	0.635	0.545
uneasiness	بے چینی	0.190	0.798	0.241
uneasy	بے چینی	0.115	0.598	0.349
uneducated	ناپسندیدہ	0.177	0.350	0.246
unemployed	بے روزگار	0.094	0.481	0.230
unemployment	بے روزگار	0.094	0.400	0.297
unencumbered	بیکار	0.604	0.280	0.472
unending	انحصار	0.385	0.519	0.454
unequal	غیر مساوی	0.118	0.433	0.202
unequalled	ناجائز	0.562	0.470	0.769
unequivocal	غیر منصفانہ	0.604	0.415	0.615
unequivocally	غیر یقینی طور پر	0.521	0.668	0.554
unethical	غیر اخلاقی	0.104	0.433	0.269
uneven	غیر معمولی	0.125	0.457	0.240
uneventful	غیر ضروری	0.510	0.343	0.410
unexpected	غیر متوقع	0.500	0.720	0.333
unexpectedly	غیر متوقع طور پر	0.354	0.759	0.462
unexplainable	غیر معمولی	0.260	0.448	0.610
unexplained	غیر معمولی	0.271	0.531	0.349
unexplored	بے نقاب	0.401	0.640	0.388
unfailing	غیر منصفانہ	0.625	0.635	0.594
unfair	غیر منصفانہ	0.173	0.472	0.190
unfairness	غیر منصفانہ	0.170	0.817	0.336
unfaithful	بے نظیر	0.031	0.806	0.298
unfamiliar	ناجائز	0.219	0.558	0.273
unfavorable	ناجائز	0.133	0.450	0.232
unfeeling	ناجائز	0.235	0.377	0.345
unfettered	ناپسندیدہ	0.569	0.650	0.586
unfinished	ناممکن	0.188	0.368	0.264
unfit	ناجائز	0.250	0.368	0.185
unflinching	ناگوار	0.667	0.606	0.882
unfold	آشکار	0.612	0.510	0.520
unfollow	ناپسندیدہ	0.281	0.337	0.293
unforeseen	غیر ضروری	0.255	0.714	0.500
unforgettable	ناقابل فراموش	0.833	0.561	0.660
unforgivable	ناقابل یقین	0.276	0.743	0.490
unforgiving	معافی نہیں	0.406	0.630	0.793
unfortunate	بدقسمتی سے	0.073	0.487	0.195
unfortunately	بدقسمتی سے	0.104	0.494	0.281
unfounded	بے حد	0.271	0.520	0.410
unfreeze	مطمئن	0.458	0.297	0.375
unfriendly	غیر دوستی	0.173	0.670	0.458
unfulfilled	ناقابل یقین	0.184	0.426	0.268
unfurnished	ناقابل یقین	0.316	0.333	0.272
unglued	unglued	0.378	0.446	0.352
ungodly	ناقابل یقین	0.296	0.423	0.388
ungrateful	ناجائز	0.219	0.461	0.275
unguarded	غریب	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	دکھ	0.083	0.630	0.222
unhappy	ناخوش	0.112	0.500	0.155
unharmed	غیر جانبدار	0.740	0.378	0.491
unhealthy	بے نظیر	0.115	0.549	0.214
unheard	بے شک	0.344	0.539	0.500
unhelpful	ناقابل یقین	0.104	0.320	0.118
unhindered	غیر جانبدار	0.729	0.441	0.725
unholy	ناجائز	0.327	0.560	0.445
unhook	ناخوش	0.375	0.592	0.310
unicorn	ایک تنگاوالا	0.776	0.510	0.480
unidentified	نامعلوم	0.385	0.361	0.199
unification	یونیفارم	0.688	0.345	0.788
unified	متحد	0.729	0.439	0.764
uniform	یونیفارم	0.570	0.245	0.655
uniformed	یونیفارم	0.469	0.519	0.589
uniformity	یونیفارم	0.745	0.353	0.538
uniformly	یونیفارم	0.625	0.333	0.704
unimaginable	ناقابل اعتماد	0.573	0.634	0.589
unimpeachable	ناقابل اعتماد	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	غیر ضروری	0.281	0.240	0.175
unimpressed	بے چینی	0.198	0.302	0.327
unimproved	ناممکن	0.163	0.377	0.144
uninfected	نام نہاد	0.688	0.304	0.389
uninformed	غیر موثر	0.156	0.370	0.182
uninhabited	غیر جانبدار	0.301	0.230	0.221
uninitiated	uninitiated	0.271	0.288	0.288
uninspired	uninspired	0.163	0.243	0.260
unintelligible	ناقابل یقین	0.208	0.472	0.283
unintended	ناقابل یقین	0.438	0.385	0.349
unintentional	غیر معمولی	0.333	0.538	0.306
unintentionally	غیر جانبدار	0.460	0.490	0.286
uninterested	غیر متوقع	0.365	0.240	0.328
uninteresting	uninteresting	0.153	0.235	0.228
uninterrupted	بے حد	0.500	0.434	0.527
uninvited	ناممکن	0.090	0.385	0.307
union	یونین	0.854	0.226	0.766
unique	منفرد	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	اتحاد	0.510	0.439	0.583
unit	یونٹ	0.562	0.235	0.578
unitary	یونیفارم	0.531	0.239	0.641
unite	متحد	0.781	0.375	0.610
united	متحد	0.781	0.431	0.783
unity	اتحاد	0.837	0.288	0.658
universal	عالمگیر	0.802	0.417	0.833
universality	عالمی سطح پر	0.796	0.410	0.840
universe	کائنات	0.694	0.454	0.839
university	جامع درس گاہ	0.735	0.574	0.741
unjust	ظالم	0.115	0.625	0.278
unjustifiable	ناقابل قبول	0.115	0.596	0.394
unjustified	ناحق	0.288	0.541	0.314
unkind	بدقسمتی	0.135	0.409	0.310
unknowable	غیر جانبدار	0.347	0.540	0.396
unknown	نامعلوم	0.357	0.450	0.204
unlawful	غیر قانونی	0.094	0.759	0.402
unleash	اٹھانے	0.479	0.775	0.559
unlicensed	غیر جانبدار	0.306	0.574	0.196
unlike	برعکس	0.439	0.439	0.418
unlikely	امکان نہیں	0.271	0.293	0.245
unlimited	لامحدود	0.750	0.623	0.679
unlisted	غیر فہرست شدہ	0.365	0.265	0.218
unload	اپ لوڈ کریں	0.656	0.639	0.573
unloaded	اپ لوڈ کیا	0.469	0.380	0.331
unlock	انلاک	0.582	0.442	0.592
unlucky	ناپسندی	0.073	0.395	0.198
unmanageable	ناقابل یقین	0.177	0.666	0.482
unmanned	غیر جانبدار	0.235	0.441	0.324
unmarked	نشان لگا دیا گیا	0.416	0.294	0.433
unmarried	غیر شادی شدہ	0.438	0.480	0.545
unmask	غیر منحصر	0.323	0.690	0.520
unmatched	بے مثال	0.776	0.536	0.771
unmistakable	غیر منقولہ	0.602	0.571	0.765
unmitigated	غیر منحصر ہے	0.649	0.427	0.422
unmoved	unmoved	0.184	0.355	0.360
unnamed	نامعلوم	0.316	0.189	0.284
unnatural	غیرتمندگی	0.153	0.587	0.434
unnecessary	غیر ضروری	0.219	0.358	0.190
unneeded	غیر ضروری	0.177	0.375	0.245
unnoticed	ناپسندیدہ	0.302	0.440	0.260
unnumbered	ناخبر	0.406	0.255	0.331
unobserved	unobserved	0.398	0.255	0.257
unobstructed	ناجائز	0.583	0.440	0.573
unobtrusive	ناقابل یقین	0.447	0.327	0.402
unoccupied	ناقابل یقین	0.258	0.245	0.412
unofficial	غیر سرکاری	0.260	0.302	0.255
unopened	نہ کھولے ہوئے	0.542	0.340	0.265
unopposed	نام نہاد	0.615	0.375	0.537
unordered	بے ترتیب	0.224	0.482	0.190
unorganised	غیر منظم	0.250	0.500	0.212
unorganized	غیر منظم	0.260	0.657	0.173
unorthodox	غیر مستحکم	0.340	0.480	0.441
unpack	unpack	0.531	0.528	0.445
unpaid	غیر قانونی	0.300	0.413	0.365
unparalleled	غیر معمولی	0.708	0.306	0.538
unpleasant	ناپسندی	0.122	0.612	0.185
unpleasantness	ناپسندی	0.062	0.724	0.264
unplug	انلاگ	0.239	0.441	0.404
unplugged	ناگوار	0.367	0.375	0.318
unpopular	ناپسندی	0.073	0.441	0.164
unprecedented	بے مثال	0.500	0.491	0.658
unpredictable	غیر متوقع	0.429	0.769	0.515
unprepared	تیار نہیں	0.204	0.450	0.152
unpretentious	ناقابل یقین	0.510	0.296	0.410
unproductive	غیر فعال	0.100	0.324	0.237
unprofessional	غیر منافع بخش	0.042	0.370	0.170
unprofitable	غیر منافع بخش	0.163	0.376	0.217
unprotected	غیر متوقع	0.150	0.582	0.197
unproven	غیر حاضر	0.296	0.427	0.216
unprovoked	ناپسندیدہ	0.565	0.327	0.385
unpublished	غیر شائع شدہ	0.406	0.480	0.481
unpunished	ناجائز	0.292	0.594	0.519
unqualified	غیر قانونی	0.170	0.433	0.173
unquestionable	ناقابل قبول	0.469	0.450	0.843
unquestionably	بے شک	0.500	0.630	0.750
unquestioned	ناممکن	0.562	0.509	0.746
unquote	unquote	0.388	0.363	0.517
unravel	ناگوار	0.378	0.598	0.455
unreachable	ناقابل یقین	0.208	0.679	0.557
unread	ناخبر	0.458	0.240	0.214
unreal	غیر حقیقی	0.173	0.431	0.296
unrealistic	غیر حقیقی	0.229	0.500	0.245
unreasonable	غیر معقول	0.115	0.702	0.264
unrecorded	ناقابل یقین	0.241	0.351	0.350
unregistered	غیر رجسٹرڈ	0.255	0.337	0.266
unregulated	غیر منظم	0.344	0.454	0.421
unrelated	غیر متعلقہ	0.302	0.270	0.264
unrelenting	بے حد	0.500	0.790	0.875
unreliable	ناقابل یقین	0.108	0.480	0.240
unremarkable	غیر معقول	0.271	0.155	0.230
unrepentant	ناجائز	0.240	0.445	0.413
unrequited	ناقابل یقین	0.143	0.441	0.179
unresolved	غیر حل شدہ	0.135	0.441	0.173
unresponsive	غیر ذمہ دار	0.108	0.282	0.244
unrest	بدبختی	0.102	0.577	0.231
unrestrained	ناگوار	0.385	0.775	0.627
unrestricted	غیر محدود	0.698	0.458	0.644
unromantic	unromantic	0.208	0.316	0.307
unruly	ناقابل یقین	0.240	0.745	0.547
unsafe	غیر محفوظ	0.115	0.562	0.147
unsanitary	غیر معمولی	0.063	0.592	0.269
unsatisfactory	ناگزیر	0.122	0.520	0.189
unsatisfied	ناپسندیدہ	0.200	0.547	0.241
unsavory	ناجائز	0.071	0.637	0.353
unscathed	بے ترتیب	0.625	0.308	0.611
unscheduled	ناپسندیدہ	0.312	0.436	0.300
unscientific	غیر جانبدار	0.396	0.317	0.321
unscrew	چھٹکارا	0.333	0.462	0.396
unscrupulous	بے چینی	0.094	0.727	0.465
unseat	غیب	0.229	0.500	0.312
