Word	Maori-mi	Valence	Arousal	Dominance
unspeakable	kore e taea te korero	0.327	0.567	0.393
unspecified	kāore i te whakahua	0.240	0.365	0.165
unspoken	unspoken	0.177	0.260	0.208
unstable	kore e taea	0.167	0.587	0.150
unsteady	kaore ano kia paku	0.122	0.500	0.190
unstoppable	kaore e taea te korero	0.625	0.887	0.862
unsuccessful	kāore i angitu	0.140	0.318	0.106
unsuitable	kore e tika	0.188	0.528	0.300
unsung	kaore	0.296	0.330	0.314
unsupervised	kaore i tiakina	0.478	0.481	0.442
unsupported	kaore i tautokona	0.260	0.450	0.221
unsure	kore rawa	0.143	0.580	0.217
unsurpassed	kaore i taea	0.694	0.569	0.798
unsuspecting	kaore i te whakaaro	0.302	0.509	0.413
unsustainable	kaore i taea	0.255	0.650	0.406
unsweetened	kaore i tohua	0.396	0.263	0.300
unsympathetic	kaore i te hiahia	0.163	0.620	0.281
untamed	kaore i pakaru	0.429	0.778	0.709
untenable	kore e taea	0.143	0.637	0.425
untested	kore he	0.302	0.296	0.348
unthinkable	kaore e taea	0.365	0.480	0.481
untidy	kore he	0.106	0.610	0.254
untie	wehe	0.542	0.463	0.472
untimely	me te kore	0.245	0.676	0.233
untitled	Tuhinga kore	0.213	0.240	0.240
untold	kore rawa	0.240	0.367	0.191
untouchable	kore e taea	0.490	0.602	0.683
untouched	kaore i pa	0.531	0.276	0.600
untoward	Tuhingakore	0.122	0.555	0.291
untraceable	kore e taea	0.321	0.674	0.574
untrained	kaore i te ako	0.149	0.529	0.282
untranslated	kihai i whakawhitia	0.271	0.188	0.264
untroubled	untroubled	0.750	0.213	0.653
untrue	he teka	0.031	0.500	0.188
untrustworthy	kaore i whakawhirinaki	0.097	0.449	0.287
unturned	Tuhinga	0.312	0.255	0.316
unused	kaore i whakamahia	0.344	0.231	0.234
unusual	rerekē	0.429	0.433	0.361
unusually	rereke	0.385	0.406	0.358
unutterable	kore e taea te korero	0.406	0.592	0.538
unveil	whakaatu	0.439	0.442	0.562
unveiling	te whakatuwhera	0.569	0.570	0.675
unverified	ka whakakorea	0.214	0.365	0.180
unwanted	kore e hiahiatia	0.177	0.546	0.205
unwarranted	kaore i te mohio	0.091	0.500	0.345
unwary	korekore	0.286	0.417	0.402
unwashed	kahore i horoia	0.365	0.427	0.360
unwavering	kaore i te whakaari	0.740	0.630	0.858
unwed	marenatia	0.541	0.595	0.459
unwelcome	kaore i te pai	0.115	0.480	0.269
unwell	matekore	0.143	0.640	0.221
unwilling	kore e hiahia	0.302	0.316	0.179
unwillingly	kaore i te hiahia	0.204	0.548	0.182
unwillingness	Tuhinga o mua	0.204	0.311	0.113
unwind	whakaheke	0.837	0.181	0.394
unwise	he kuware	0.141	0.610	0.304
unwitting	kore e mohio	0.260	0.526	0.344
unwittingly	me te kore e mohio	0.312	0.510	0.264
unworthy	kore e tika	0.194	0.433	0.226
unwrap	whakakore	0.604	0.491	0.557
unwritten	kaore i tuhia	0.367	0.384	0.272
unyielding	Tuhinga	0.367	0.806	0.738
unzip	wewete	0.378	0.520	0.538
upbeat	upbeat	0.878	0.531	0.802
upbringing	whakatipu	0.677	0.490	0.600
upcoming	kei te haere mai	0.688	0.460	0.550
update	whakahou	0.698	0.535	0.802
upgrade	whakahou	0.786	0.500	0.670
upheaval	Tuhinga o mua	0.290	0.830	0.570
uphill	piki	0.396	0.723	0.572
uphold	tautoko	0.698	0.321	0.561
upholstery	Tuhinga o mua	0.592	0.270	0.386
upkeep	Tuhinga	0.590	0.442	0.685
upland	upland	0.719	0.578	0.607
uplands	whenua	0.615	0.471	0.577
uplift	whakatairanga	0.656	0.779	0.771
uplifting	whakatipuranga	0.771	0.548	0.605
uplink	hononga hononga	0.544	0.510	0.595
upload	tukuna	0.638	0.683	0.696
upper	runga	0.740	0.529	0.868
uppercut	pokatoko	0.410	0.600	0.550
uppity	Tuhinga	0.465	0.546	0.417
upright	tika	0.667	0.373	0.600
uprising	whakatikatika	0.561	0.777	0.704
uproar	pupuhi	0.271	0.902	0.462
upscale	Tuhinga o mua	0.698	0.526	0.846
upset	te riri	0.071	0.680	0.330
upshot	Tuhinga o mua	0.693	0.490	0.716
upstairs	ki runga	0.663	0.408	0.645
upstanding	Tuhinga	0.851	0.390	0.708
upstart	upstart	0.449	0.500	0.455
uptight	uptight	0.184	0.716	0.333
upward	ki runga	0.792	0.481	0.620
upwards	ki runga	0.724	0.439	0.638
uranium	uranium	0.375	0.580	0.490
urban	taone	0.561	0.528	0.644
urchin	Tuhinga o mua	0.417	0.510	0.373
urge	akiaki	0.418	0.680	0.653
urgency	urupare	0.429	0.908	0.543
urgent	tere	0.327	0.918	0.623
urinal	urinal	0.214	0.510	0.306
urinalysis	urinalysis	0.344	0.532	0.398
urinate	urinate	0.360	0.500	0.353
urination	urination	0.271	0.441	0.232
urine	urine	0.375	0.361	0.169
urn	Tuhinga	0.194	0.520	0.295
usable	whakamahi	0.812	0.455	0.611
usage	te whakamahinga	0.646	0.360	0.426
use	whakamahi	0.438	0.358	0.409
used	whakamahia	0.354	0.306	0.287
useful	whai hua	0.833	0.411	0.726
usefully	te whakamahi	0.650	0.481	0.760
usefulness	whai hua	0.806	0.519	0.741
useless	kore noa	0.052	0.342	0.184
user	kaiwhakamahi	0.629	0.347	0.442
usher	whakamahinga	0.521	0.440	0.519
usual	i mua	0.625	0.221	0.400
usurp	weurp	0.125	0.818	0.433
usurped	weurped	0.292	0.780	0.438
usury	hua moni	0.344	0.679	0.430
utensil	utanga	0.573	0.279	0.383
uterus	Tuhinga	0.551	0.420	0.510
utilitarian	utanga	0.427	0.363	0.639
utility	utanga	0.622	0.400	0.704
utilization	te whakamahi	0.562	0.469	0.706
utilize	whakamahi	0.694	0.445	0.545
utmost	te nuinga	0.719	0.740	0.858
utopian	utopian	0.542	0.327	0.552
utter	whakapuaki	0.531	0.422	0.549
utterance	Tuhinga	0.542	0.640	0.704
utterly	tino	0.633	0.440	0.673
vacancy	waatea	0.643	0.311	0.418
vacant	wātea	0.578	0.220	0.464
vacate	ka mutu	0.357	0.490	0.397
vacation	hararei	0.840	0.490	0.598
vaccination	te kano kano	0.530	0.578	0.621
vaccine	te kano	0.500	0.520	0.555
vacuolar	kapi	0.439	0.370	0.439
vacuole	vacuole	0.490	0.406	0.481
vacuous	ngoikore	0.354	0.267	0.304
vacuum	hau	0.327	0.196	0.134
vagabond	Tuhinga o mua	0.384	0.531	0.144
vagina	Tuhinga	0.551	0.870	0.500
vaginal	Tuhinga	0.449	0.765	0.420
vagrancy	Tuhinga	0.219	0.567	0.277
vagrant	whakaheke	0.265	0.548	0.250
vague	Tuhinga	0.271	0.335	0.083
vagueness	vagueness	0.150	0.324	0.221
vainly	he horihori	0.365	0.283	0.169
valance	Tuhinga	0.424	0.286	0.371
vale	vale	0.592	0.276	0.387
valedictorian	Tuhinga o mua	0.500	0.490	0.594
valentine	valentine	0.888	0.615	0.510
valet	valet	0.635	0.406	0.389
valiant	toa	0.880	0.745	0.904
valid	whaimana	0.693	0.353	0.565
validate	whakamana	0.760	0.431	0.745
validation	whaimana	0.655	0.460	0.720
validity	whaimana	0.646	0.470	0.706
valium	Tuhinga	0.419	0.398	0.443
valley	raorao	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	nui	0.899	0.547	0.798
valuables	nga taonga	0.790	0.625	0.759
valuation	te utu	0.615	0.480	0.795
value	te uara	0.875	0.582	0.802
valve	taurangi	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	vampire	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	Tuhinga o mua	0.135	0.792	0.473
vandalism	Tuhinga o mua	0.083	0.904	0.509
vane	vane	0.561	0.280	0.231
vanguard	Tuhinga o mua	0.693	0.640	0.780
vanilla	vanilla	0.706	0.216	0.284
vanish	ngaro	0.236	0.480	0.347
vanished	ngaro	0.208	0.566	0.255
vanishing	memeha	0.292	0.550	0.322
vanity	whakapehapeha	0.260	0.540	0.439
vanquish	whakakore	0.708	0.760	0.804
vanquished	ka hinga	0.496	0.529	0.176
vanquishing	whakakore	0.600	0.748	0.764
vantage	Tuhinga	0.740	0.632	0.788
vapor	vahi	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	taurangi	0.620	0.407	0.400
variance	rerekē	0.540	0.405	0.509
variation	rerekē	0.635	0.561	0.406
variations	rerekē	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	rerekē	0.235	0.462	0.368
varied	rerekē	0.604	0.701	0.472
variegated	rerekē	0.398	0.549	0.406
variety	momo	0.714	0.472	0.598
various	rerekē	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	karekau	0.448	0.353	0.361
varsity	Tuhinga o mua	0.710	0.594	0.670
vary	rerekē	0.521	0.373	0.413
varying	rerekē	0.552	0.471	0.385
vascular	vascular	0.516	0.451	0.627
vase	pouaka	0.638	0.225	0.215
vasectomy	vasectomy	0.208	0.663	0.431
vassal	Tuhinga	0.417	0.525	0.196
vast	nui	0.520	0.535	0.545
vat	Tuhinga o mua	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	Tuhinga	0.490	0.378	0.644
vaulted	ka whakairia	0.417	0.460	0.542
vaulting	whakaheke	0.510	0.323	0.520
veal	kaukau	0.438	0.337	0.410
vector	vector	0.538	0.308	0.482
veer	Tuhinga o mua	0.469	0.430	0.338
vega	vega	0.510	0.333	0.434
vegan	vegan	0.490	0.226	0.357
vegetable	huawhenua	0.551	0.120	0.289
vegetarian	kaiwhenua	0.562	0.255	0.407
vegetarianism	kaiwhenua	0.510	0.269	0.407
vegetation	otaota	0.740	0.177	0.500
vegetative	vegetative	0.500	0.270	0.351
veggie	veggie	0.602	0.245	0.409
vehement	Tuhinga o mua	0.500	0.500	0.575
vehicle	waka	0.641	0.565	0.500
veil	hipoki	0.500	0.235	0.415
veiled	hipoki	0.370	0.317	0.324
vein	Tuhinga o mua	0.347	0.373	0.318
veined	ka whakaekea	0.487	0.459	0.294
vellum	Tuhinga o mua	0.500	0.349	0.321
velocity	tere	0.673	0.769	0.783
velour	Tuhinga o mua	0.670	0.292	0.412
velvet	Tuhinga o mua	0.663	0.226	0.304
velvety	Tuhinga	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	hokohoko	0.198	0.784	0.583
vending	hokohoko	0.417	0.565	0.549
vendor	kaihoko	0.541	0.541	0.627
veneer	Tuhinga o mua	0.490	0.265	0.289
venerable	rongonui	0.708	0.369	0.600
veneration	whakanui	0.745	0.650	0.712
venereal	whakaharahara	0.302	0.654	0.424
venetian	venetian	0.633	0.373	0.464
vengeance	rapu utu	0.103	0.927	0.719
vengeful	utu	0.150	0.840	0.561
venison	kai	0.510	0.422	0.296
venom	waipiro	0.125	0.770	0.491
venomous	waipiro	0.159	0.841	0.636
venous	kino	0.406	0.571	0.453
vent	hau	0.479	0.519	0.529
ventilation	hauora	0.719	0.451	0.568
ventilator	kapi	0.471	0.353	0.344
venting	whakawhiti	0.375	0.388	0.418
ventricle	Tuhinga o mua	0.520	0.387	0.464
ventricular	Tuhinga	0.440	0.549	0.475
ventriloquist	ventriloquist	0.552	0.600	0.526
venture	Tuhinga	0.893	0.810	0.644
venue	wāhi	0.727	0.316	0.395
veracity	pono	0.735	0.724	0.798
veranda	pouaka	0.743	0.343	0.439
verb	kupuhipa	0.582	0.312	0.414
verbal	reo	0.520	0.291	0.562
verbatim	Tuhinga	0.562	0.255	0.574
verbiage	Tuhinga	0.429	0.560	0.535
verbose	verbose	0.439	0.480	0.635
verbosity	Tuhinga	0.300	0.491	0.451
verdant	Tuhinga	0.600	0.260	0.389
verdict	whakatau	0.325	0.689	0.800
verge	karaka	0.500	0.337	0.305
verification	taunakitanga	0.750	0.276	0.642
verified	ka whakamana	0.781	0.367	0.677
verify	tohua	0.761	0.481	0.704
verily	pono	0.713	0.351	0.585
veritable	pono	0.794	0.330	0.759
vermin	Tuhinga	0.167	0.712	0.385
vermouth	vermouth	0.503	0.480	0.425
vernacular	vernacular	0.479	0.453	0.615
vernal	vernal	0.553	0.402	0.451
veronica	veronica	0.594	0.399	0.402
versatile	whānui	0.906	0.625	0.714
versatility	Tuhinga	0.878	0.585	0.750
verse	ira	0.667	0.269	0.336
version	putanga	0.604	0.423	0.538
versus	Tuhinga	0.310	0.500	0.447
vert	poaka	0.490	0.375	0.434
vertebra	vertebra	0.427	0.330	0.532
vertebral	vertebral	0.308	0.434	0.525
vertex	Tuhinga	0.316	0.510	0.491
vertical	poutū	0.520	0.387	0.492
vertically	poutū	0.534	0.385	0.545
vertigo	porowhita	0.292	0.655	0.445
verve	Tuhinga o mua	0.724	0.840	0.693
very negative	tino kino	0.062	0.521	0.148
very positive	tino pai	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	Tuhinga	0.359	0.509	0.379
vesicular	vesicular	0.214	0.440	0.483
vessel	Tuhinga	0.490	0.398	0.538
vest	kawe	0.667	0.380	0.371
vested	ka whakawhiwhia	0.663	0.415	0.648
vestibule	whare herehere	0.541	0.385	0.422
vestige	tipu	0.562	0.470	0.454
vet	Tuhinga o mua	0.531	0.400	0.644
veteran	rongoa	0.560	0.431	0.759
veterinarian	kaiwhakaora	0.582	0.418	0.542
veterinary	kararehe kararehe	0.656	0.450	0.603
veto	veto	0.271	0.462	0.509
vexed	pouri	0.115	0.802	0.413
viability	Tuhinga	0.776	0.500	0.684
viable	ka taea	0.656	0.320	0.667
viaduct	whakaheke	0.420	0.440	0.662
vial	pini	0.594	0.346	0.445
vibe	vibe	0.710	0.480	0.517
vibes	vibes	0.635	0.688	0.574
vibrant	hihiri	0.771	0.824	0.782
vibrate	vibrate	0.500	0.698	0.604
vibration	vibration	0.583	0.657	0.528
vibrator	vibrator	0.479	0.798	0.500
vibratory	vibratory	0.542	0.690	0.527
vicar	Tuhinga o mua	0.531	0.370	0.555
vicarious	Tuhinga o mua	0.479	0.452	0.517
vice	Tuhinga	0.296	0.778	0.480
viceroy	rangatira	0.541	0.481	0.712
vicinity	rohe	0.700	0.353	0.466
vicious	kino	0.208	0.694	0.407
victim	mate	0.115	0.676	0.202
victimized	ka whiua	0.115	0.644	0.273
victor	toa	0.802	0.587	0.796
victoria	victoria	0.896	0.811	0.837
victorious	toa	0.884	0.886	0.946
victory	te wikitoria	0.938	0.735	0.931
video	ataata	0.646	0.577	0.427
video game	kēmu ataata	0.707	0.765	0.414
videotape	takaataata	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	tiro	0.896	0.292	0.555
viewer	kaititiro	0.592	0.358	0.558
viewing	tiro	0.690	0.394	0.598
viewpoint	tirohanga	0.673	0.306	0.644
vigil	mataara	0.521	0.480	0.491
vigilance	mataara	0.490	0.615	0.724
vigilant	mataara	0.469	0.643	0.791
vigilante	mataara	0.418	0.627	0.720
vignette	mahere	0.717	0.283	0.382
vigor	kaha	0.860	0.755	0.811
vigorous	kaha	0.857	0.770	0.897
viking	viking	0.541	0.755	0.605
vile	kino	0.083	0.537	0.553
villa	villa	0.698	0.290	0.345
village	kainga	0.684	0.367	0.336
villager	tangata whenua	0.710	0.387	0.509
villain	kino	0.177	0.892	0.590
villainous	kino	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	tohu	0.656	0.596	0.767
vindicated	kua tika	0.615	0.480	0.609
vindication	whakatika	0.531	0.632	0.764
vindictive	he tohu	0.092	0.830	0.500
vine	waina	0.531	0.292	0.405
vinegar	winika	0.276	0.370	0.356
vineyard	mara waina	0.806	0.382	0.595
vintage	waina	0.680	0.390	0.481
vinyl	vinyl	0.490	0.241	0.440
viola	takara	0.521	0.461	0.481
violate	takahi	0.061	0.970	0.519
violation	takahi	0.083	0.892	0.413
violence	te tutu	0.061	0.933	0.719
violent	te tutu	0.112	0.918	0.616
violently	pakari	0.120	0.970	0.527
violet	puru	0.688	0.272	0.401
violin	papihi	0.823	0.396	0.389
violinist	kaipupuri	0.804	0.302	0.538
viper	huarere	0.173	0.846	0.632
viral	viral	0.240	0.612	0.518
virgin	wahine	0.622	0.433	0.462
virginal	kotiro	0.673	0.577	0.464
virginity	kotiro	0.691	0.676	0.576
virility	huakore	0.684	0.670	0.718
virology	virology	0.418	0.569	0.562
virtual	mariko	0.598	0.532	0.463
virtually	tata	0.594	0.521	0.625
virtue	Tuhinga o mua	0.896	0.443	0.827
virtuoso	purea	0.929	0.591	0.863
virtuous	maamaa	0.890	0.530	0.822
virulence	Tuhinga ka whai mai	0.094	0.533	0.438
virus	huaketo	0.277	0.740	0.443
visa	waahi	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	te kiri	0.417	0.521	0.454
viscous	mataara	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	visibility	0.750	0.444	0.676
visible	kitea	0.750	0.342	0.509
visibly	kitea	0.724	0.373	0.591
vision	tirohanga	0.708	0.447	0.742
visionary	matakite	0.823	0.565	0.791
visit	toro	0.771	0.443	0.445
visitation	tirotiro	0.729	0.346	0.534
visiting	torotoro	0.729	0.440	0.519
visitor	manuhiri	0.646	0.480	0.461
visor	Tuhinga	0.396	0.490	0.265
vista	Tuhinga	0.698	0.390	0.450
visual	tirohanga	0.813	0.462	0.462
visualize	whakaaroaro	0.635	0.431	0.537
vital	nui	0.750	0.716	0.847
vitality	te kaha	0.923	0.565	0.869
vitals	Tuhinga	0.704	0.604	0.798
vitamin	huaora	0.827	0.330	0.560
vitreous	Tuhinga	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
vivacious	he kaha	0.780	0.820	0.758
vivid	tino marama	0.698	0.627	0.667
vixen	vixen	0.367	0.615	0.414
vocabulary	kupu	0.530	0.247	0.585
vocal	reo	0.583	0.352	0.340
vocalist	kaiwaiata	0.688	0.596	0.596
vocation	mahi	0.833	0.426	0.686
vodka	vodka	0.510	0.632	0.491
vogue	whakanui	0.740	0.491	0.538
voice	reo	0.594	0.343	0.528
voiceless	korekore	0.271	0.235	0.131
voicemail	karere reo	0.458	0.453	0.406
void	ngaro	0.135	0.163	0.130
volatile	he kino	0.323	0.786	0.565
volatility	Tuhinga	0.281	0.755	0.553
volcanic	puia	0.344	0.910	0.781
volcano	puia	0.240	0.844	0.787
volition	Tuhinga	0.480	0.587	0.578
volley	volley	0.529	0.460	0.336
volleyball	puoro puoro	0.640	0.700	0.458
voltage	ngaohiko	0.382	0.855	0.621
voltmeter	voltmeter	0.599	0.596	0.545
volume	rōrahi	0.552	0.490	0.546
volumes	Tuhinga	0.552	0.452	0.520
voluminous	pupuhi	0.561	0.450	0.658
voluntarily	i runga i te hiahia	0.847	0.460	0.527
voluntary	Tuhinga o mua	0.771	0.460	0.643
volunteer	kaimahi	0.888	0.422	0.596
volunteering	tohua	0.844	0.614	0.603
volunteers	kaimahi	0.820	0.448	0.630
voluptuous	voluptuous	0.673	0.719	0.792
vomit	ruaki	0.073	0.569	0.188
vomiting	ruaki	0.156	0.780	0.157
voodoo	voodoo	0.188	0.600	0.453
voracious	Tuhinga	0.385	0.892	0.694
vortex	vortex	0.408	0.691	0.602
vote	pōti	0.582	0.500	0.649
voter	kaipōti	0.612	0.538	0.754
voting	pōti	0.615	0.602	0.768
votive	pōti	0.479	0.460	0.453
vouch	Tuhinga	0.625	0.417	0.746
voucher	putea	0.622	0.416	0.601
vow	taurangi	0.560	0.510	0.664
vowel	tauera	0.490	0.283	0.311
voyage	tere	0.816	0.714	0.580
voyager	kaihoko	0.684	0.596	0.627
voyeur	voyeur	0.479	0.615	0.466
vulgar	kino	0.083	0.820	0.445
vulgarity	whakapehapeha	0.104	0.870	0.346
vulnerability	whakaraerae	0.250	0.510	0.267
vulnerable	whakaraerae	0.198	0.490	0.245
vulture	te hae	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	wacky	0.153	0.720	0.321
wad	Tuhinga	0.333	0.318	0.259
waddle	taura	0.490	0.453	0.388
wade	wade	0.510	0.656	0.472
wafer	waahi	0.677	0.360	0.313
waffle	waffle	0.708	0.394	0.327
wag	wag	0.448	0.490	0.481
wage	utu	0.635	0.480	0.565
wager	wager	0.479	0.816	0.615
wages	utu	0.776	0.440	0.620
wagon	wahini	0.490	0.461	0.474
wail	aue	0.418	0.724	0.393
waist	pukupuku	0.542	0.448	0.351
waistcoat	waistcoat	0.542	0.320	0.389
waistline	waistline	0.560	0.417	0.320
wait	tatari	0.224	0.167	0.264
waiter	kaitiaki	0.459	0.300	0.295
waiting	tatari	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	kaitiaki	0.646	0.531	0.352
waive	tohua	0.276	0.559	0.311
waiver	whakakore	0.396	0.630	0.373
wake	whakaoho	0.700	0.470	0.512
walk	haere	0.643	0.412	0.450
walker	haere	0.551	0.491	0.525
walking	haere	0.708	0.480	0.781
walkout	walkout	0.292	0.853	0.427
wall	taiepa	0.417	0.250	0.509
wallaby	wallaby	0.541	0.368	0.391
wallet	putea	0.680	0.432	0.500
wallflower	putiputi	0.667	0.298	0.342
wallop	wallop	0.320	0.790	0.689
wallow	takahuri	0.286	0.878	0.491
wallpaper	pepapātū	0.673	0.173	0.308
walnut	wōnati	0.688	0.302	0.255
walrus	Tuhinga o mua	0.521	0.327	0.361
waltz	waltz	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	wuru	0.542	0.322	0.315
wander	rere ke	0.427	0.417	0.330
wanderer	rererangi	0.458	0.519	0.396
wandering	rere ke	0.323	0.471	0.357
wane	aha	0.188	0.402	0.098
waning	pakaru	0.375	0.333	0.300
wanker	Tuhinga o mua	0.290	0.569	0.446
wannabe	wannabe	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	hiahia	0.671	0.642	0.598
wanting	hiahia ana	0.760	0.433	0.593
wanton	Tuhinga o mua	0.427	0.739	0.500
war	whawhai	0.022	0.892	0.727
warbler	warbler	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	parori	0.469	0.255	0.254
warden	kaitiaki	0.615	0.627	0.898
wardrobe	kakahu	0.612	0.510	0.336
ware	wareware	0.604	0.443	0.455
warehouse	whare taonga	0.721	0.365	0.446
warfare	whawhai	0.062	0.885	0.845
warhead	warhead	0.219	0.756	0.536
warlike	he pakanga	0.367	0.847	0.779
warlock	warlock	0.312	0.558	0.657
warlord	rangatira	0.167	0.796	0.781
warm	mahana	0.760	0.312	0.585
warming	te mahana	0.594	0.637	0.580
warms	te mahana	0.594	0.580	0.632
warmth	mahana	0.878	0.307	0.602
warn	whakatupato	0.429	0.647	0.564
warned	whakatupato	0.302	0.604	0.547
warning	whakatupato	0.229	0.774	0.629
warp	Tuhinga	0.344	0.417	0.373
warpath	warpath	0.280	0.676	0.551
warped	takahi	0.219	0.663	0.304
warrant	waitohu	0.653	0.398	0.802
warranted	whakamana	0.714	0.367	0.690
warrants	nga waitohu	0.562	0.431	0.881
warranty	waitohu	0.667	0.470	0.568
warren	warren	0.417	0.570	0.464
warrior	toa	0.458	0.863	0.915
warship	te pakanga	0.292	0.890	0.889
wart	wart	0.082	0.314	0.205
wartime	wartime	0.100	0.912	0.726
wary	Tuhinga o mua	0.510	0.343	0.535
wash	horoi	0.635	0.377	0.297
washed	horoia	0.542	0.314	0.392
washer	Tuhinga	0.594	0.390	0.365
washing	horoi	0.643	0.396	0.402
washout	kaore i pai	0.383	0.304	0.389
washroom	horoi horoi	0.500	0.364	0.446
wasp	wera	0.390	0.620	0.406
waste	ururua	0.041	0.510	0.184
wastebasket	pakaru	0.271	0.230	0.286
wasted	ngaro	0.188	0.558	0.259
wasteful	memeha	0.173	0.730	0.409
wasteland	ururua	0.365	0.308	0.391
wasting	ka ngaro	0.051	0.417	0.207
watch	mataara	0.531	0.346	0.423
watchdog	Tuhinga o mua	0.531	0.811	0.648
watcher	kaitiaki	0.562	0.401	0.702
watchful	mataara	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	watchout	0.396	0.530	0.455
watchtower	matapihi	0.500	0.415	0.647
water	wai	0.812	0.123	0.429
water polo	pounamu wai	0.688	0.670	0.534
waterbed	pounamu	0.724	0.381	0.296
watercourse	waipuke	0.677	0.357	0.466
watered	whakainumia	0.615	0.290	0.377
waterfall	wairere	0.652	0.460	0.528
waterfront	rohe wai	0.716	0.274	0.556
watering can	te whakainu	0.602	0.298	0.336
watermelon	keke	0.714	0.230	0.239
waterproof	waikore	0.779	0.423	0.545
waterworks	te wai	0.510	0.490	0.561
watery	wai	0.367	0.461	0.292
wave	ngaru	0.622	0.491	0.490
wavelength	roangaru	0.604	0.442	0.516
waver	Tuhinga o mua	0.426	0.630	0.255
wavering	takahuri	0.375	0.430	0.384
waves	nga ngaru	0.643	0.470	0.509
wavy	wavy	0.520	0.284	0.345
wax	toka	0.436	0.245	0.309
waxed	ka werohia	0.531	0.388	0.408
waxy	waxy	0.408	0.245	0.308
way	ara	0.480	0.275	0.420
ways	ara	0.688	0.560	0.425
wayward	ara ke	0.344	0.573	0.409
weak	ngoikore	0.180	0.241	0.045
weaken	ngoikore	0.112	0.250	0.223
weakened	ngoikore	0.373	0.304	0.092
weakling	ngoikore	0.194	0.294	0.087
weakly	ngoikore	0.270	0.255	0.111
weakness	ngoikore	0.088	0.370	0.125
wealth	taonga	0.857	0.637	0.858
wealthy	taonga	0.927	0.566	0.862
weapon	patu	0.054	0.840	0.831
weaponry	patu patu	0.219	0.840	0.870
wear	kakahu	0.312	0.370	0.255
wearer	kaiwhiwhi	0.471	0.347	0.527
wearily	tikanga	0.327	0.286	0.128
weariness	te mauiui	0.104	0.333	0.226
wearing	kakahu	0.646	0.520	0.461
weary	ngoikore	0.194	0.281	0.202
weasel	weasel	0.408	0.317	0.337
weather	rangi	0.755	0.404	0.567
weathered	ka noho	0.422	0.491	0.537
weatherman	kairangi	0.660	0.413	0.643
weatherproof	huarere	0.541	0.345	0.552
weave	wewete	0.604	0.265	0.172
web	paetukutuku	0.583	0.411	0.519
website	paetukutuku	0.615	0.442	0.526
wed	marena	0.604	0.549	0.448
wedded	marena	0.771	0.413	0.518
wedding	marena	0.875	0.802	0.642
wedge	Tuhinga o mua	0.490	0.290	0.278
