Word	Thai-th	Valence	Arousal	Dominance
regret	เสียใจ	0.230	0.623	0.331
regretful	น่าเศร้า	0.167	0.480	0.188
regrettable	น่าเศร้า	0.104	0.374	0.245
regretted	เสียใจ	0.352	0.540	0.368
regretting	เสียใจ	0.255	0.567	0.273
regroup	จัดเป็นกลุ่มใหม่	0.633	0.602	0.797
regular	ปกติ	0.435	0.188	0.558
regularity	ความสม่ำเสมอ	0.663	0.337	0.585
regulars	ทหารประจำการ	0.729	0.327	0.508
regulate	ควบคุม	0.510	0.275	0.481
regulated	ควบคุม	0.531	0.269	0.483
regulation	การควบคุม	0.542	0.425	0.667
regulator	เครื่องควบคุม	0.500	0.336	0.668
regulatory	กฎระเบียบ	0.531	0.448	0.528
regurgitation	สำรอก	0.160	0.647	0.315
rehab	ทำกายภาพบำบัด	0.531	0.450	0.593
rehabilitate	พักฟื้น	0.671	0.538	0.642
rehabilitation	การพักฟื้น	0.406	0.528	0.606
rehash	ปรับปรุงใหม่	0.405	0.451	0.403
rehearsal	การซ้อม	0.667	0.470	0.500
rehearse	ซ้อม	0.588	0.622	0.500
reign	รัชกาล	0.806	0.567	0.873
reigning	ซึ่งมีอำนาจสูงสุด	0.677	0.632	0.870
reimburse	ชำระเงินคืน	0.680	0.418	0.527
reimbursement	การชำระเงินคืน	0.653	0.610	0.567
rein	บังเหียน	0.500	0.357	0.438
reincarnation	การเกิดใหม่	0.786	0.747	0.676
reindeer	กวางขนาดใหญ่	0.592	0.336	0.396
reinforce	เสริมสร้าง	0.604	0.583	0.760
reinforcement	การสนับสนุน	0.729	0.702	0.902
reinforcements	การเพิ่มกำลังใหม่	0.646	0.719	0.875
reins	ไต	0.480	0.448	0.545
reinstall	ติดตั้ง	0.458	0.500	0.745
reinstate	คืนสิทธิ	0.760	0.551	0.596
reinstatement	การคืนสิทธิ	0.729	0.521	0.707
reinvest	ลงทุน	0.570	0.627	0.763
reinvestment	การลงทุนใหม่	0.582	0.622	0.782
reiterate	ย้ำ	0.422	0.451	0.655
reject	ปฏิเสธ	0.060	0.647	0.370
rejected	ปฏิเสธ	0.102	0.480	0.250
rejection	การปฏิเสธ	0.080	0.704	0.330
rejects	อุจจาระ	0.083	0.637	0.422
rejoice	ชื่นชมยินดี	0.827	0.650	0.698
rejoicing	ซึ่งดีใจ	0.811	0.637	0.592
rejoin	ตอบ	0.655	0.548	0.556
rejuvenate	ชุบตัว	0.776	0.588	0.767
rejuvenated	พลังวังชา	0.809	0.673	0.700
rekindle	จุดอีกครั้ง	0.656	0.520	0.788
relapse	กลับทรุด	0.173	0.460	0.303
relate	สัมพันธ์	0.653	0.500	0.623
related	ที่เกี่ยวข้อง	0.677	0.365	0.519
relation	ความสัมพันธ์	0.857	0.604	0.625
relationship	ความสัมพันธ์	0.867	0.566	0.589
relative	ญาติ	0.500	0.378	0.386
relativity	ความสัมพันธ์	0.594	0.393	0.615
relax	ผ่อนคลาย	0.927	0.250	0.375
relaxant	คลาย	0.878	0.087	0.357
relaxation	การผ่อนคลาย	0.873	0.161	0.381
relaxed	ผ่อนคลาย	0.865	0.090	0.382
relaxing	ผ่อนคลาย	0.854	0.157	0.475
relay	ถ่ายทอด	0.738	0.542	0.543
release	ปล่อย	0.740	0.606	0.741
released	การเผยแพร่	0.844	0.490	0.651
relegation	การเนรเทศ	0.375	0.500	0.434
relentless	กระด้าง	0.333	0.713	0.904
relevance	ความสัมพันธ์กัน	0.710	0.599	0.791
relevancy	ความเกี่ยวข้อง	0.724	0.481	0.673
relevant	ที่เกี่ยวข้อง	0.719	0.608	0.764
reliability	ความเชื่อถือได้	0.917	0.380	0.696
reliable	น่าเชื่อถือ	0.912	0.241	0.875
reliance	ความเชื่อมั่น	0.844	0.431	0.853
relic	ของที่ระลึก	0.646	0.452	0.591
relics	พระธาตุ	0.719	0.580	0.579
relief	ความโล่งอก	0.844	0.278	0.481
relieve	บรรเทา	0.813	0.183	0.536
relieved	โล่งใจ	0.896	0.314	0.391
relieving	ซึ่งบรรเทา	0.740	0.255	0.455
relight	relight	0.560	0.588	0.519
religion	ศาสนา	0.646	0.320	0.755
religious	เคร่งศาสนา	0.740	0.238	0.696
relinquish	สละ	0.265	0.606	0.286
relish	เพลิดเพลิน	0.854	0.610	0.632
relive	มีชีวิตอีก	0.750	0.650	0.693
reload	โหลด	0.562	0.611	0.571
relocate	ขนย้าย	0.500	0.594	0.640
relocation	การย้ายถิ่นฐาน	0.396	0.500	0.475
reluctance	ความไม่เต็มใจ	0.240	0.606	0.373
reluctant	ไม่เต็มใจ	0.292	0.630	0.432
rely	วางใจ	0.812	0.429	0.616
remain	ยังคง	0.709	0.365	0.731
remainder	เหลือ	0.398	0.357	0.324
remaining	ที่เหลืออยู่	0.449	0.290	0.296
remains	ซากศพ	0.610	0.240	0.565
remake	เสพสม	0.583	0.488	0.642
remand	ถูกคุมขัง	0.245	0.446	0.318
remark	ข้อสังเกต	0.561	0.325	0.716
remarkable	โดดเด่น	0.880	0.573	0.720
remarkably	อย่างน่าทึ่ง	0.688	0.618	0.868
remarry	สมรสใหม่	0.653	0.791	0.540
rematch	การแข่งขัน	0.469	0.798	0.627
remedial	แก้ไข	0.369	0.418	0.509
remedy	วิธีการรักษา	0.625	0.283	0.491
remember	จำ	0.776	0.422	0.454
remembered	จำได้ว่า	0.916	0.333	0.588
remembering	ความทรงจำ	0.535	0.386	0.509
remembrance	ความทรงจำ	0.812	0.250	0.519
remind	เตือน	0.721	0.415	0.563
reminder	การแจ้งเตือน	0.552	0.423	0.589
reminisce	ระลึกถึง	0.903	0.490	0.363
reminiscent	เตือนความทรงจำ	0.500	0.481	0.611
reminiscing	รำลึก	0.688	0.431	0.418
remiss	สะเพร่า	0.190	0.650	0.325
remission	การให้อภัย	0.418	0.330	0.518
remit	ค่อยยังชั่ว	0.510	0.509	0.473
remittance	การส่งเงิน	0.684	0.479	0.454
remnant	เศษ	0.367	0.312	0.388
remodel	สร้างใหม่	0.604	0.647	0.693
remorse	ความสำนึกผิด	0.103	0.673	0.377
remorseful	สำนึกผิด	0.347	0.429	0.250
remote	ห่างไกล	0.458	0.333	0.477
remoteness	การเป็นห่างไกล	0.323	0.510	0.339
removal	การถอด	0.245	0.540	0.368
remove	เอาออก	0.292	0.539	0.472
remover	กำจัด	0.337	0.443	0.526
remuneration	ค่าตอบแทน	0.792	0.760	0.607
renaissance	ชีวิตใหม่	0.771	0.670	0.767
renal	เกี่ยวกับไต	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	ทำให้	0.541	0.395	0.448
rendering	การกระทำ	0.531	0.434	0.667
rendezvous	การนัดพบ	0.750	0.490	0.658
rendition	การกระทำ	0.417	0.360	0.398
renegade	คนทรยศ	0.140	0.640	0.509
renegotiate	เจรจาใหม่	0.580	0.702	0.708
renew	ต่ออายุ	0.868	0.481	0.713
renewal	การฟื้นฟู	0.770	0.710	0.672
renounce	สละ	0.156	0.490	0.552
renovate	บูรณะ	0.878	0.549	0.755
renovated	ได้รับการปรับปรุง	0.783	0.406	0.657
renovation	การปรับปรุงใหม่	0.816	0.590	0.779
renown	ชื่อเสียง	0.693	0.475	0.693
renowned	มีชื่อเสียง	0.844	0.481	0.697
rent	ให้เช่า	0.344	0.429	0.446
rental	ค่าเช่า	0.510	0.370	0.308
renter	ผู้เช่า	0.590	0.301	0.371
renunciation	การสละ	0.260	0.578	0.336
reopen	เปิดใหม่	0.656	0.528	0.568
reorganization	การปฏิรูป	0.622	0.587	0.754
reorganize	ปฏิรูป	0.667	0.590	0.722
rep	ตัวแทน	0.520	0.510	0.640
repaint	ทาสี	0.622	0.382	0.308
repair	ซ่อมแซม	0.583	0.460	0.589
repairman	ช่างซ่อม	0.582	0.426	0.707
reparation	การซ่อมแซม	0.531	0.615	0.732
repay	ชำระคืน	0.469	0.632	0.592
repayment	การชำระหนี้	0.479	0.490	0.474
repeal	ยกเลิก	0.260	0.480	0.482
repeat	ทำซ้ำ	0.490	0.529	0.552
repeated	ซ้ำแล้วซ้ำอีก	0.429	0.472	0.314
repeatedly	ซ้ำแล้วซ้ำเล่า	0.479	0.575	0.500
repeater	ทบทวน	0.479	0.426	0.430
repel	ขับไล่	0.224	0.620	0.441
repellant	ไล่	0.292	0.620	0.426
repellent	ขับไล่	0.286	0.500	0.491
repelling	การต้านทาน	0.184	0.633	0.429
repent	สำนึกผิด	0.449	0.422	0.386
repentance	ความเสียใจ	0.417	0.604	0.324
repentant	สำนึกผิด	0.326	0.500	0.200
repertoire	รายการละคร	0.633	0.594	0.667
repertory	รายการละคร	0.562	0.473	0.528
repetition	การทำซ้ำ	0.375	0.519	0.396
repetitive	ซ้ำ	0.320	0.438	0.362
rephrase	ใช้ถ้อยคำใหม่	0.547	0.451	0.549
replace	แทนที่	0.417	0.520	0.500
replacement	การแทนที่	0.385	0.519	0.500
replay	เล่นใหม่	0.612	0.522	0.761
replenish	เสริมกำลัง	0.615	0.336	0.689
replete	เพียบพร้อม	0.552	0.497	0.670
replica	แบบจำลอง	0.480	0.520	0.493
replicate	ทำซ้ำ	0.480	0.630	0.585
replication	การทำซ้ำ	0.342	0.618	0.510
reply	ตอบ	0.762	0.290	0.596
report	รายงาน	0.583	0.444	0.575
reported	รายงาน	0.418	0.442	0.567
reporter	ผู้สื่อข่าว	0.531	0.550	0.604
repose	นอนหลับ	0.469	0.100	0.330
reposition	เปลี่ยนตำแหน่ง	0.408	0.529	0.509
repository	กรุ	0.406	0.396	0.500
repossess	repossess	0.418	0.667	0.552
reprehensible	เลวทราม	0.316	0.569	0.351
represent	แทน	0.781	0.433	0.861
representation	การแสดง	0.677	0.542	0.750
representative	ตัวแทน	0.704	0.366	0.694
represented	เป็นตัวแทนของ	0.724	0.444	0.688
representing	เป็นตัวแทนของ	0.796	0.464	0.833
repress	ปราบปราม	0.208	0.612	0.536
repressed	ซึ่งได้อดกลั้น	0.188	0.337	0.311
repression	การปราบปราม	0.214	0.764	0.481
reprieve	บรรเทาโทษ	0.531	0.471	0.574
reprimand	ตำหนิ	0.153	0.528	0.465
reprint	ปั๊ม	0.510	0.449	0.527
reprisal	การแก้แค้น	0.125	0.788	0.545
reprise	บรรเลง	0.459	0.500	0.464
reproach	ตำหนิ	0.240	0.755	0.384
reproduce	สืบพันธุ์	0.823	0.622	0.760
reproduction	การทำสำเนา	0.800	0.736	0.713
reproductive	เจริญพันธุ์	0.770	0.604	0.856
reprogram	reprogram	0.519	0.404	0.557
reptile	สัตว์เลื้อยคลาน	0.350	0.566	0.365
republic	สาธารณรัฐ	0.635	0.340	0.830
republican	รีพับลิกัน	0.398	0.551	0.664
repudiation	การปฏิเสธ	0.167	0.686	0.274
repugnance	ความเกลียดชัง	0.062	0.684	0.425
repugnant	เป็นปฏิปักษ์	0.061	0.735	0.453
repulsion	การขับไล่	0.247	0.673	0.353
repulsive	น่ารังเกียจ	0.146	0.775	0.425
repurchase	ซื้อคืน	0.531	0.592	0.557
reputable	มีชื่อเสียง	0.781	0.462	0.919
reputation	ชื่อเสียง	0.740	0.542	0.721
repute	ชื่อเสียง	0.729	0.500	0.702
reputed	มีชื่อเสียง	0.439	0.528	0.627
request	ขอร้อง	0.625	0.471	0.618
requiem	พิธีมิสชาสำหรับวิญญาณคนตาย	0.475	0.382	0.426
require	จำเป็นต้อง	0.398	0.439	0.560
required	จำเป็นต้องใช้	0.583	0.509	0.700
requirement	ความต้องการ	0.510	0.439	0.728
requisite	จำเป็น	0.448	0.363	0.609
requisition	ใบเบิก	0.478	0.510	0.649
reread	อ่าน	0.448	0.377	0.492
reroute	ส่งโดยทางที่แตกต่างกันออกไป	0.540	0.598	0.598
rerun	วิ่งใหม่	0.333	0.620	0.529
reschedule	หมายกำหนดการใหม่	0.438	0.422	0.537
rescind	ยกเลิก	0.347	0.380	0.391
rescission	การเพิกถอน	0.333	0.529	0.360
rescue	กู้ภัย	0.806	0.926	0.850
research	การวิจัย	0.633	0.663	0.741
researcher	นักวิจัย	0.569	0.510	0.857
resection	ชำแหละ	0.375	0.482	0.500
resemblance	ความคล้ายคลึง	0.743	0.216	0.570
resemble	คล้ายคลึงกับ	0.602	0.388	0.463
resembling	คล้าย	0.592	0.250	0.529
resent	ไม่พอใจ	0.073	0.553	0.163
resentful	ไม่พอใจ	0.120	0.608	0.324
resentment	ความไม่พอใจ	0.163	0.745	0.528
reservation	การสำรองห้องพัก	0.688	0.343	0.561
reserve	สำรอง	0.585	0.289	0.589
reserved	ที่สงวนไว้	0.594	0.316	0.583
reserves	สำรอง	0.653	0.363	0.520
reservoir	อ่างเก็บน้ำ	0.531	0.276	0.462
reset	รีเซ็ต	0.490	0.450	0.574
reside	สิงสถิต	0.451	0.440	0.455
residence	ที่อยู่อาศัย	0.615	0.382	0.585
residences	ที่อยู่อาศัย	0.618	0.418	0.509
residency	ถิ่นที่อยู่	0.694	0.357	0.679
resident	ผู้อยู่อาศัย	0.592	0.327	0.500
residential	ที่อยู่อาศัย	0.720	0.210	0.589
residual	เหลือ	0.448	0.288	0.327
residue	สารตกค้าง	0.354	0.330	0.183
resign	ลาออกจากตำแหน่ง	0.250	0.543	0.273
resignation	การลาออก	0.145	0.392	0.310
resigned	ลาออก	0.240	0.170	0.268
resilience	ความยืดหยุ่น	0.531	0.440	0.667
resilient	ยืดหยุ่น	0.542	0.540	0.801
resin	ยาง	0.284	0.308	0.400
resist	ต่อต้าน	0.414	0.676	0.651
resistance	ความต้านทาน	0.427	0.694	0.796
resistant	ต้านทาน	0.592	0.585	0.815
resisting	ต่อต้าน	0.408	0.776	0.789
resistive	resistive	0.396	0.519	0.651
resolute	เด็ดเดี่ยว	0.771	0.510	0.712
resolutely	เฉียบขาด	0.714	0.453	0.805
resolution	ความละเอียด	0.780	0.550	0.745
resolve	แก้ไข	0.710	0.472	0.750
resolved	การแก้ไข	0.735	0.357	0.683
resonance	เสียงสะท้อน	0.541	0.426	0.629
resonant	ดังกังวาน	0.542	0.633	0.663
resonate	ดังก้อง	0.582	0.610	0.644
resonator	ไอเสีย	0.469	0.608	0.519
resort	รีสอร์ท	0.573	0.441	0.632
resounding	ดังก้อง	0.490	0.708	0.596
resource	ทรัพยากร	0.740	0.357	0.749
resourceful	มั่งคั่ง	0.906	0.704	0.886
resources	ทรัพยากร	0.604	0.348	0.627
respect	เคารพ	0.927	0.344	0.758
respectability	ความเหมาะสม	0.875	0.407	0.912
respectable	น่านับถือ	0.850	0.350	0.889
respected	ที่เคารพนับถือ	0.908	0.441	0.853
respectful	เคารพ	0.951	0.386	0.814
respecting	ในกรณี	0.837	0.321	0.720
respective	ตามลำดับ	0.625	0.413	0.721
respects	ความนับถือ	0.840	0.387	0.824
respiration	การหายใจ	0.760	0.377	0.669
respirator	เครื่องช่วยหายใจ	0.433	0.398	0.453
respiratory	ระบบทางเดินหายใจ	0.500	0.450	0.552
respite	การพักผ่อน	0.600	0.373	0.420
resplendent	รุ่งโรจน์	0.905	0.673	0.755
