Word	Chinese (Traditional)-zh-TW	Valence	Arousal	Dominance
unsupervised	無監督	0.478	0.481	0.442
unsupported	不支持	0.260	0.450	0.221
unsure	不確定	0.143	0.580	0.217
unsurpassed	卓絕	0.694	0.569	0.798
unsuspecting	信任的	0.302	0.509	0.413
unsustainable	不可持續的	0.255	0.650	0.406
unsweetened	不加糖	0.396	0.263	0.300
unsympathetic	絕情	0.163	0.620	0.281
untamed	驁	0.429	0.778	0.709
untenable	站不住腳的	0.143	0.637	0.425
untested	未經測試	0.302	0.296	0.348
unthinkable	不可思議的	0.365	0.480	0.481
untidy	襶	0.106	0.610	0.254
untie	解開	0.542	0.463	0.472
untimely	過早的	0.245	0.676	0.233
untitled	無標題	0.213	0.240	0.240
untold	數不清	0.240	0.367	0.191
untouchable	碰不得	0.490	0.602	0.683
untouched	不變	0.531	0.276	0.600
untoward	不良	0.122	0.555	0.291
untraceable	下落不明	0.321	0.674	0.574
untrained	未經訓練的	0.149	0.529	0.282
untranslated	翻譯	0.271	0.188	0.264
untroubled	憂	0.750	0.213	0.653
untrue	不確實	0.031	0.500	0.188
untrustworthy	靠不住	0.097	0.449	0.287
unturned	千方百計	0.312	0.255	0.316
unused	沒用過	0.344	0.231	0.234
unusual	異常	0.429	0.433	0.361
unusually	異常	0.385	0.406	0.358
unutterable	難言	0.406	0.592	0.538
unveil	揭開	0.439	0.442	0.562
unveiling	揭幕	0.569	0.570	0.675
unverified	未經證實	0.214	0.365	0.180
unwanted	不需要	0.177	0.546	0.205
unwarranted	莫須有	0.091	0.500	0.345
unwary	粗心	0.286	0.417	0.402
unwashed	沒洗過	0.365	0.427	0.360
unwavering	毫不動搖	0.740	0.630	0.858
unwed	獨身	0.541	0.595	0.459
unwelcome	不受歡迎	0.115	0.480	0.269
unwell	不適	0.143	0.640	0.221
unwilling	不甘	0.302	0.316	0.179
unwillingly	不情願	0.204	0.548	0.182
unwillingness	不願意	0.204	0.311	0.113
unwind	放鬆	0.837	0.181	0.394
unwise	失策	0.141	0.610	0.304
unwitting	不知情	0.260	0.526	0.344
unwittingly	不知不覺	0.312	0.510	0.264
unworthy	不值得	0.194	0.433	0.226
unwrap	攄	0.604	0.491	0.557
unwritten	不成文	0.367	0.384	0.272
unyielding	不屈	0.367	0.806	0.738
unzip	拉開拉鍊	0.378	0.520	0.538
upbeat	樂觀	0.878	0.531	0.802
upbringing	教養	0.677	0.490	0.600
upcoming	即將到來	0.688	0.460	0.550
update	更新	0.698	0.535	0.802
upgrade	升級	0.786	0.500	0.670
upheaval	動盪	0.290	0.830	0.570
uphill	上坡	0.396	0.723	0.572
uphold	堅持	0.698	0.321	0.561
upholstery	室內裝潢	0.592	0.270	0.386
upkeep	保養	0.590	0.442	0.685
upland	高地	0.719	0.578	0.607
uplands	高地	0.615	0.471	0.577
uplift	抬起	0.656	0.779	0.771
uplifting	令人振奮	0.771	0.548	0.605
uplink	上行	0.544	0.510	0.595
upload	上載	0.638	0.683	0.696
upper	上	0.740	0.529	0.868
uppercut	勾拳	0.410	0.600	0.550
uppity	不知天高地厚	0.465	0.546	0.417
upright	直立	0.667	0.373	0.600
uprising	起義	0.561	0.777	0.704
uproar	騷動	0.271	0.902	0.462
upscale	高檔	0.698	0.526	0.846
upset	煩亂	0.071	0.680	0.330
upshot	結果	0.693	0.490	0.716
upstairs	樓上	0.663	0.408	0.645
upstanding	正直	0.851	0.390	0.708
upstart	暴發戶	0.449	0.500	0.455
uptight	緊張	0.184	0.716	0.333
upward	向上	0.792	0.481	0.620
upwards	向上	0.724	0.439	0.638
uranium	鈾	0.375	0.580	0.490
urban	城市的	0.561	0.528	0.644
urchin	頑童	0.417	0.510	0.373
urge	敦促	0.418	0.680	0.653
urgency	急	0.429	0.908	0.543
urgent	緊急	0.327	0.918	0.623
urinal	便池	0.214	0.510	0.306
urinalysis	尿液分析	0.344	0.532	0.398
urinate	排尿	0.360	0.500	0.353
urination	排尿	0.271	0.441	0.232
urine	尿	0.375	0.361	0.169
urn	甕	0.194	0.520	0.295
usable	可用	0.812	0.455	0.611
usage	用法	0.646	0.360	0.426
use	使用	0.438	0.358	0.409
used	用過的	0.354	0.306	0.287
useful	有用	0.833	0.411	0.726
usefully	有效	0.650	0.481	0.760
usefulness	用處	0.806	0.519	0.741
useless	無用	0.052	0.342	0.184
user	用戶	0.629	0.347	0.442
usher	招待員	0.521	0.440	0.519
usual	通常	0.625	0.221	0.400
usurp	篡	0.125	0.818	0.433
usurped	篡奪	0.292	0.780	0.438
usury	高利貸	0.344	0.679	0.430
utensil	用具	0.573	0.279	0.383
uterus	子宮	0.551	0.420	0.510
utilitarian	功利	0.427	0.363	0.639
utility	效用	0.622	0.400	0.704
utilization	採用	0.562	0.469	0.706
utilize	利用	0.694	0.445	0.545
utmost	極	0.719	0.740	0.858
utopian	烏托邦	0.542	0.327	0.552
utter	說出	0.531	0.422	0.549
utterance	發聲	0.542	0.640	0.704
utterly	完全	0.633	0.440	0.673
vacancy	空缺	0.643	0.311	0.418
vacant	空的	0.578	0.220	0.464
vacate	空出	0.357	0.490	0.397
vacation	假期	0.840	0.490	0.598
vaccination	疫苗接種	0.530	0.578	0.621
vaccine	疫苗	0.500	0.520	0.555
vacuolar	空泡	0.439	0.370	0.439
vacuole	液泡	0.490	0.406	0.481
vacuous	空虛的	0.354	0.267	0.304
vacuum	真空	0.327	0.196	0.134
vagabond	流浪者	0.384	0.531	0.144
vagina	陰道	0.551	0.870	0.500
vaginal	陰道	0.449	0.765	0.420
vagrancy	流浪	0.219	0.567	0.277
vagrant	流浪漢	0.265	0.548	0.250
vague	模糊	0.271	0.335	0.083
vagueness	模糊	0.150	0.324	0.221
vainly	徒勞的	0.365	0.283	0.169
valance	帷幔	0.424	0.286	0.371
vale	谷	0.592	0.276	0.387
valedictorian	告別演說者	0.500	0.490	0.594
valentine	情人節	0.888	0.615	0.510
valet	代客	0.635	0.406	0.389
valiant	英勇	0.880	0.745	0.904
valid	有效	0.693	0.353	0.565
validate	驗證	0.760	0.431	0.745
validation	驗證	0.655	0.460	0.720
validity	合法性	0.646	0.470	0.706
valium	安定	0.419	0.398	0.443
valley	谷	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	有價值	0.899	0.547	0.798
valuables	貴重物品	0.790	0.625	0.759
valuation	計價	0.615	0.480	0.795
value	值	0.875	0.582	0.802
valve	閥	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	鞋面	0.310	0.794	0.566
vampire	吸血鬼	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	轢	0.135	0.792	0.473
vandalism	人為破壞	0.083	0.904	0.509
vane	葉片	0.561	0.280	0.231
vanguard	前鋒	0.693	0.640	0.780
vanilla	香草	0.706	0.216	0.284
vanish	消失	0.236	0.480	0.347
vanished	消失	0.208	0.566	0.255
vanishing	消失	0.292	0.550	0.322
vanity	虛榮	0.260	0.540	0.439
vanquish	征服	0.708	0.760	0.804
vanquished	征服	0.496	0.529	0.176
vanquishing	打敗	0.600	0.748	0.764
vantage	華帝	0.740	0.632	0.788
vapor	汽	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	變量	0.620	0.407	0.400
variance	方差	0.540	0.405	0.509
variation	變異	0.635	0.561	0.406
variations	變化	0.458	0.548	0.353
varicella	水痘	0.184	0.593	0.314
varicose	靜脈曲張	0.235	0.462	0.368
varied	多變	0.604	0.701	0.472
variegated	斑	0.398	0.549	0.406
variety	品種	0.714	0.472	0.598
various	各個	0.500	0.296	0.342
varmint	無賴	0.417	0.500	0.411
varnish	漆	0.448	0.353	0.361
varsity	隊打	0.710	0.594	0.670
vary	變化	0.521	0.373	0.413
varying	不同	0.552	0.471	0.385
vascular	血管	0.516	0.451	0.627
vase	花瓶	0.638	0.225	0.215
vasectomy	輸精管結紮術	0.208	0.663	0.431
vassal	附庸	0.417	0.525	0.196
vast	廣大	0.520	0.535	0.545
vat	增值稅	0.333	0.491	0.509
vaudeville	雜耍	0.490	0.471	0.472
vault	拱頂	0.490	0.378	0.644
vaulted	拱形的	0.417	0.460	0.542
vaulting	拱形圓頂	0.510	0.323	0.520
veal	小牛肉	0.438	0.337	0.410
vector	向量	0.538	0.308	0.482
veer	德維爾	0.469	0.430	0.338
vega	維加	0.510	0.333	0.434
vegan	素食主義者	0.490	0.226	0.357
vegetable	蔬菜	0.551	0.120	0.289
vegetarian	素	0.562	0.255	0.407
vegetarianism	素食主義	0.510	0.269	0.407
vegetation	植被	0.740	0.177	0.500
vegetative	營養	0.500	0.270	0.351
veggie	素食主義者	0.602	0.245	0.409
vehement	慷慨	0.500	0.500	0.575
vehicle	車輛	0.641	0.565	0.500
veil	面紗	0.500	0.235	0.415
veiled	含蓄	0.370	0.317	0.324
vein	靜脈	0.347	0.373	0.318
veined	脈	0.487	0.459	0.294
vellum	渦卷形	0.500	0.349	0.321
velocity	速度	0.673	0.769	0.783
velour	絲絨	0.670	0.292	0.412
velvet	絲絨	0.663	0.226	0.304
velvety	天鵝絨般的	0.677	0.343	0.493
vena	腔	0.500	0.315	0.345
vendetta	仇殺	0.198	0.784	0.583
vending	自動售貨機	0.417	0.565	0.549
vendor	供應商	0.541	0.541	0.627
veneer	單板	0.490	0.265	0.289
venerable	可敬	0.708	0.369	0.600
veneration	尊敬	0.745	0.650	0.712
venereal	性病	0.302	0.654	0.424
venetian	威尼斯	0.633	0.373	0.464
vengeance	復仇	0.103	0.927	0.719
vengeful	復仇	0.150	0.840	0.561
venison	鹿肉	0.510	0.422	0.296
venom	毒液	0.125	0.770	0.491
venomous	有毒	0.159	0.841	0.636
venous	靜脈	0.406	0.571	0.453
vent	發洩	0.479	0.519	0.529
ventilation	通風	0.719	0.451	0.568
ventilator	換氣扇	0.471	0.353	0.344
venting	通風	0.375	0.388	0.418
ventricle	心室	0.520	0.387	0.464
ventricular	心室	0.440	0.549	0.475
ventriloquist	口技	0.552	0.600	0.526
venture	冒險	0.893	0.810	0.644
venue	會場	0.727	0.316	0.395
veracity	準確性	0.735	0.724	0.798
veranda	陽台	0.743	0.343	0.439
verb	動詞	0.582	0.312	0.414
verbal	口頭	0.520	0.291	0.562
verbatim	逐字	0.562	0.255	0.574
verbiage	羅嗦	0.429	0.560	0.535
verbose	詳細	0.439	0.480	0.635
verbosity	贅言	0.300	0.491	0.451
verdant	蔥蘢	0.600	0.260	0.389
verdict	判決書	0.325	0.689	0.800
verge	邊緣	0.500	0.337	0.305
verification	驗證	0.750	0.276	0.642
verified	驗證	0.781	0.367	0.677
verify	校驗	0.761	0.481	0.704
verily	忠實地	0.713	0.351	0.585
veritable	名副其實	0.794	0.330	0.759
vermin	害蟲	0.167	0.712	0.385
vermouth	苦艾酒	0.503	0.480	0.425
vernacular	白話	0.479	0.453	0.615
vernal	青春的	0.553	0.402	0.451
veronica	維羅尼卡	0.594	0.399	0.402
versatile	多才多藝	0.906	0.625	0.714
versatility	多功能性	0.878	0.585	0.750
verse	詩	0.667	0.269	0.336
version	版	0.604	0.423	0.538
versus	與	0.310	0.500	0.447
vert	VERT	0.490	0.375	0.434
vertebra	椎骨	0.427	0.330	0.532
vertebral	脊椎	0.308	0.434	0.525
vertex	頂點	0.316	0.510	0.491
vertical	垂直	0.520	0.387	0.492
vertically	垂直	0.534	0.385	0.545
vertigo	眩暈	0.292	0.655	0.445
verve	氣魄	0.724	0.840	0.693
very negative	非常消極	0.062	0.521	0.148
very positive	非常積極	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	囊	0.359	0.509	0.379
vesicular	水泡	0.214	0.440	0.483
vessel	船隻	0.490	0.398	0.538
vest	背心	0.667	0.380	0.371
vested	既得利益	0.663	0.415	0.648
vestibule	前廳	0.541	0.385	0.422
vestige	痕跡	0.562	0.470	0.454
vet	獸醫	0.531	0.400	0.644
veteran	老將	0.560	0.431	0.759
veterinarian	獸醫	0.582	0.418	0.542
veterinary	獸醫	0.656	0.450	0.603
veto	否決	0.271	0.462	0.509
vexed	煩惱	0.115	0.802	0.413
viability	可行性	0.776	0.500	0.684
viable	可行	0.656	0.320	0.667
viaduct	高架橋	0.420	0.440	0.662
vial	小瓶	0.594	0.346	0.445
vibe	盛傳	0.710	0.480	0.517
vibes	氣氛	0.635	0.688	0.574
vibrant	充滿活力	0.771	0.824	0.782
vibrate	顫動	0.500	0.698	0.604
vibration	振動	0.583	0.657	0.528
vibrator	振子	0.479	0.798	0.500
vibratory	振動	0.542	0.690	0.527
vicar	牧師	0.531	0.370	0.555
vicarious	替代	0.479	0.452	0.517
vice	副	0.296	0.778	0.480
viceroy	督撫	0.541	0.481	0.712
vicinity	附近	0.700	0.353	0.466
vicious	惡毒	0.208	0.694	0.407
victim	受害者	0.115	0.676	0.202
victimized	受害	0.115	0.644	0.273
victor	勝利者	0.802	0.587	0.796
victoria	維多利亞	0.896	0.811	0.837
victorious	獲勝	0.884	0.886	0.946
victory	勝利	0.938	0.735	0.931
video	視頻	0.646	0.577	0.427
video game	電子遊戲	0.707	0.765	0.414
videotape	錄影帶	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	視圖	0.896	0.292	0.555
viewer	觀眾	0.592	0.358	0.558
viewing	觀看	0.690	0.394	0.598
viewpoint	觀點	0.673	0.306	0.644
vigil	守夜	0.521	0.480	0.491
vigilance	警覺	0.490	0.615	0.724
vigilant	警惕	0.469	0.643	0.791
vigilante	私刑	0.418	0.627	0.720
vignette	小插圖	0.717	0.283	0.382
vigor	活力	0.860	0.755	0.811
vigorous	蓬勃	0.857	0.770	0.897
viking	海盜	0.541	0.755	0.605
vile	惡劣	0.083	0.537	0.553
villa	別墅	0.698	0.290	0.345
village	村	0.684	0.367	0.336
villager	村民	0.710	0.387	0.509
villain	惡棍	0.177	0.892	0.590
villainous	流氓	0.122	0.840	0.470
vinaigrette	油醋汁	0.490	0.286	0.300
vindicate	表白	0.656	0.596	0.767
vindicated	平反	0.615	0.480	0.609
vindication	表白	0.531	0.632	0.764
vindictive	鬥氣	0.092	0.830	0.500
vine	藤蔓	0.531	0.292	0.405
vinegar	尖酸刻薄	0.276	0.370	0.356
vineyard	葡萄園	0.806	0.382	0.595
vintage	釀酒	0.680	0.390	0.481
vinyl	乙烯基	0.490	0.241	0.440
viola	中提琴	0.521	0.461	0.481
violate	違反	0.061	0.970	0.519
violation	違反	0.083	0.892	0.413
violence	暴力	0.061	0.933	0.719
violent	暴力	0.112	0.918	0.616
violently	猛烈	0.120	0.970	0.527
violet	紫色	0.688	0.272	0.401
violin	小提琴	0.823	0.396	0.389
violinist	小提琴手	0.804	0.302	0.538
viper	毒蛇	0.173	0.846	0.632
viral	病毒	0.240	0.612	0.518
virgin	處女	0.622	0.433	0.462
virginal	處女	0.673	0.577	0.464
virginity	童貞	0.691	0.676	0.576
virility	性能力	0.684	0.670	0.718
virology	病毒學	0.418	0.569	0.562
virtual	虛擬	0.598	0.532	0.463
virtually	實質上	0.594	0.521	0.625
virtue	美德	0.896	0.443	0.827
virtuoso	演奏家	0.929	0.591	0.863
virtuous	賢	0.890	0.530	0.822
virulence	毒力	0.094	0.533	0.438
virus	病毒	0.277	0.740	0.443
visa	簽證	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	粘性	0.417	0.521	0.454
viscous	粘性的	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	能見度	0.750	0.444	0.676
visible	可見	0.750	0.342	0.509
visibly	明顯地	0.724	0.373	0.591
vision	視力	0.708	0.447	0.742
visionary	空想家	0.823	0.565	0.791
visit	訪問	0.771	0.443	0.445
visitation	探視	0.729	0.346	0.534
visiting	訪問	0.729	0.440	0.519
visitor	遊客	0.646	0.480	0.461
visor	帽舌	0.396	0.490	0.265
vista	遠景	0.698	0.390	0.450
visual	視覺	0.813	0.462	0.462
visualize	想像	0.635	0.431	0.537
vital	重要	0.750	0.716	0.847
vitality	活力	0.923	0.565	0.869
vitals	命脈	0.704	0.604	0.798
vitamin	維他命	0.827	0.330	0.560
vitreous	玻璃	0.312	0.413	0.396
viva	歡呼聲	0.840	0.567	0.644
vivacious	活潑	0.780	0.820	0.758
vivid	生動	0.698	0.627	0.667
vixen	潑婦	0.367	0.615	0.414
vocabulary	詞彙	0.530	0.247	0.585
vocal	聲音的	0.583	0.352	0.340
vocalist	歌手	0.688	0.596	0.596
vocation	職業	0.833	0.426	0.686
vodka	伏特加	0.510	0.632	0.491
vogue	時尚	0.740	0.491	0.538
voice	語音	0.594	0.343	0.528
voiceless	無聲	0.271	0.235	0.131
voicemail	語音郵件	0.458	0.453	0.406
void	空虛	0.135	0.163	0.130
volatile	揮發物	0.323	0.786	0.565
volatility	揮發性	0.281	0.755	0.553
volcanic	火山	0.344	0.910	0.781
volcano	火山	0.240	0.844	0.787
volition	意志	0.480	0.587	0.578
volley	齊射	0.529	0.460	0.336
volleyball	排球	0.640	0.700	0.458
voltage	電壓	0.382	0.855	0.621
voltmeter	電壓表	0.599	0.596	0.545
volume	卷	0.552	0.490	0.546
volumes	卷	0.552	0.452	0.520
voluminous	長篇	0.561	0.450	0.658
voluntarily	自行	0.847	0.460	0.527
voluntary	自主性	0.771	0.460	0.643
volunteer	志願者	0.888	0.422	0.596
volunteering	志願服務	0.844	0.614	0.603
volunteers	志願者	0.820	0.448	0.630
voluptuous	妖嬈	0.673	0.719	0.792
vomit	嘔吐	0.073	0.569	0.188
vomiting	嘔吐	0.156	0.780	0.157
voodoo	巫毒教	0.188	0.600	0.453
voracious	貪心	0.385	0.892	0.694
vortex	渦流	0.408	0.691	0.602
vote	投票	0.582	0.500	0.649
voter	選民	0.612	0.538	0.754
voting	表決	0.615	0.602	0.768
votive	許願	0.479	0.460	0.453
vouch	擔保	0.625	0.417	0.746
voucher	憑證	0.622	0.416	0.601
vow	發誓	0.560	0.510	0.664
vowel	元音	0.490	0.283	0.311
voyage	航程	0.816	0.714	0.580
voyager	航海家	0.684	0.596	0.627
voyeur	偷窺	0.479	0.615	0.466
vulgar	庸俗	0.083	0.820	0.445
vulgarity	俗氣	0.104	0.870	0.346
vulnerability	漏洞	0.250	0.510	0.267
vulnerable	弱勢	0.198	0.490	0.245
vulture	禿鷲	0.316	0.604	0.472
wacko	瘋子	0.271	0.574	0.330
wacky	古怪	0.153	0.720	0.321
wad	填料	0.333	0.318	0.259
waddle	瓦德爾	0.490	0.453	0.388
wade	涉	0.510	0.656	0.472
wafer	晶圓	0.677	0.360	0.313
waffle	胡扯	0.708	0.394	0.327
wag	搖擺	0.448	0.490	0.481
wage	工資	0.635	0.480	0.565
wager	賭注	0.479	0.816	0.615
wages	工資	0.776	0.440	0.620
wagon	車皮	0.490	0.461	0.474
wail	哀號	0.418	0.724	0.393
waist	腰部	0.542	0.448	0.351
waistcoat	馬甲	0.542	0.320	0.389
waistline	腰圍	0.560	0.417	0.320
wait	等待	0.224	0.167	0.264
waiter	服務員	0.459	0.300	0.295
waiting	等候	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	小姐	0.646	0.531	0.352
waive	放棄	0.276	0.559	0.311
waiver	放棄	0.396	0.630	0.373
wake	喚醒	0.700	0.470	0.512
walk	步行	0.643	0.412	0.450
walker	助步車	0.551	0.491	0.525
walking	步行	0.708	0.480	0.781
walkout	走出去	0.292	0.853	0.427
wall	壁	0.417	0.250	0.509
wallaby	袋鼠	0.541	0.368	0.391
wallet	錢包	0.680	0.432	0.500
wallflower	局外人	0.667	0.298	0.342
wallop	衝擊力	0.320	0.790	0.689
wallow	泥坑	0.286	0.878	0.491
wallpaper	牆紙	0.673	0.173	0.308
walnut	核桃	0.688	0.302	0.255
walrus	海象	0.521	0.327	0.361
waltz	華爾茲舞	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	棍棒	0.542	0.322	0.315
wander	漫步	0.427	0.417	0.330
wanderer	流浪者	0.458	0.519	0.396
wandering	飄零	0.323	0.471	0.357
wane	沒落	0.188	0.402	0.098
waning	衰退	0.375	0.333	0.300
wanker	wanker	0.290	0.569	0.446
wannabe	崇拜者	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	想	0.671	0.642	0.598
wanting	希望	0.760	0.433	0.593
wanton	放肆	0.427	0.739	0.500
war	戰爭	0.022	0.892	0.727
warbler	鶯	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	病房	0.469	0.255	0.254
warden	看守	0.615	0.627	0.898
wardrobe	衣櫃	0.612	0.510	0.336
ware	器具	0.604	0.443	0.455
warehouse	倉庫	0.721	0.365	0.446
warfare	戰	0.062	0.885	0.845
warhead	彈頭	0.219	0.756	0.536
warlike	好戰	0.367	0.847	0.779
warlock	術士	0.312	0.558	0.657
warlord	軍閥	0.167	0.796	0.781
warm	暖	0.760	0.312	0.585
warming	變暖	0.594	0.637	0.580
warms	變暖	0.594	0.580	0.632
warmth	熱情	0.878	0.307	0.602
warn	警告	0.429	0.647	0.564
warned	警告	0.302	0.604	0.547
warning	警告	0.229	0.774	0.629
warp	經	0.344	0.417	0.373
warpath	堅持強硬立場	0.280	0.676	0.551
warped	扭曲	0.219	0.663	0.304
warrant	保證	0.653	0.398	0.802
warranted	必要	0.714	0.367	0.690
warrants	認股權證	0.562	0.431	0.881
warranty	保證	0.667	0.470	0.568
warren	養兔場	0.417	0.570	0.464
warrior	戰士	0.458	0.863	0.915
warship	軍艦	0.292	0.890	0.889
wart	疣	0.082	0.314	0.205
wartime	戰時	0.100	0.912	0.726
wary	警惕	0.510	0.343	0.535
wash	洗	0.635	0.377	0.297
washed	洗	0.542	0.314	0.392
washer	墊圈	0.594	0.390	0.365
washing	洗滌	0.643	0.396	0.402
washout	沖洗	0.383	0.304	0.389
washroom	衛生間	0.500	0.364	0.446
wasp	黃蜂	0.390	0.620	0.406
waste	浪費	0.041	0.510	0.184
wastebasket	廢紙簍	0.271	0.230	0.286
wasted	浪費	0.188	0.558	0.259
wasteful	浪費	0.173	0.730	0.409
wasteland	荒地	0.365	0.308	0.391
wasting	浪費	0.051	0.417	0.207
watch	看	0.531	0.346	0.423
watchdog	看家狗	0.531	0.811	0.648
watcher	守望者	0.562	0.401	0.702
watchful	注意的	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	小心	0.396	0.530	0.455
watchtower	崗樓	0.500	0.415	0.647
water	水	0.812	0.123	0.429
water polo	水球	0.688	0.670	0.534
waterbed	水床	0.724	0.381	0.296
watercourse	河道	0.677	0.357	0.466
watered	澆水	0.615	0.290	0.377
waterfall	瀑布	0.652	0.460	0.528
waterfront	濱水	0.716	0.274	0.556
watering can	噴壺	0.602	0.298	0.336
watermelon	西瓜	0.714	0.230	0.239
waterproof	防水	0.779	0.423	0.545
waterworks	自來水廠	0.510	0.490	0.561
watery	含水	0.367	0.461	0.292
wave	波	0.622	0.491	0.490
wavelength	波長	0.604	0.442	0.516
waver	動搖	0.426	0.630	0.255
wavering	搖擺不定	0.375	0.430	0.384
waves	波浪	0.643	0.470	0.509
wavy	波浪狀的	0.520	0.284	0.345
wax	蠟	0.436	0.245	0.309
waxed	上蠟	0.531	0.388	0.408
waxy	糯	0.408	0.245	0.308
way	辦法	0.480	0.275	0.420
ways	方法	0.688	0.560	0.425
wayward	任性	0.344	0.573	0.409
weak	弱	0.180	0.241	0.045
weaken	削弱	0.112	0.250	0.223
weakened	減弱	0.373	0.304	0.092
weakling	懦夫	0.194	0.294	0.087
weakly	弱	0.270	0.255	0.111
weakness	弱點	0.088	0.370	0.125
wealth	財富	0.857	0.637	0.858
wealthy	富裕	0.927	0.566	0.862
weapon	武器	0.054	0.840	0.831
weaponry	武器	0.219	0.840	0.870
wear	穿	0.312	0.370	0.255
wearer	佩戴者	0.471	0.347	0.527
wearily	疲勞	0.327	0.286	0.128
weariness	疲勞	0.104	0.333	0.226
wearing	穿著	0.646	0.520	0.461
weary	厭倦	0.194	0.281	0.202
weasel	黃鼠狼	0.408	0.317	0.337
weather	天氣	0.755	0.404	0.567
weathered	風化	0.422	0.491	0.537
weatherman	天氣預報	0.660	0.413	0.643
weatherproof	風雨	0.541	0.345	0.552
weave	編織	0.604	0.265	0.172
web	捲筒紙	0.583	0.411	0.519
website	網站	0.615	0.442	0.526
wed	星期三	0.604	0.549	0.448
wedded	結婚	0.771	0.413	0.518
wedding	婚禮	0.875	0.802	0.642
wedge	楔	0.490	0.290	0.278
wedlock	交杯酒	0.747	0.654	0.745
wee	凌晨	0.663	0.452	0.315
weed	野草	0.459	0.294	0.364
weeding	除草	0.458	0.528	0.454
weeds	雜草	0.320	0.551	0.315
weedy	薉	0.293	0.366	0.352
weeeee	NO TRANSLATION	0.562	0.630	0.283
week	週	0.510	0.231	0.351
weekday	平日	0.490	0.469	0.520
