Word	Malay-ms	Valence	Arousal	Dominance
unification	penyatuan	0.688	0.345	0.788
unified	bersatu	0.729	0.439	0.764
uniform	pakaian seragam	0.570	0.245	0.655
uniformed	berseragam	0.469	0.519	0.589
uniformity	keseragaman	0.745	0.353	0.538
uniformly	seragam	0.625	0.333	0.704
unimaginable	tidak dapat dibayangkan	0.573	0.634	0.589
unimpeachable	tidak dapat dijelaskan	0.684	0.550	0.784
unimpeached	tidak terkeluar	0.458	0.335	0.433
unimportant	tidak penting	0.281	0.240	0.175
unimpressed	tidak terkesan	0.198	0.302	0.327
unimproved	tidak terbukti	0.163	0.377	0.144
uninfected	tidak dijangkiti	0.688	0.304	0.389
uninformed	tidak diketahui	0.156	0.370	0.182
uninhabited	tidak berpenghuni	0.301	0.230	0.221
uninitiated	tiada permulaan	0.271	0.288	0.288
uninspired	tidak bersemangat	0.163	0.243	0.260
unintelligible	tidak dapat difahami	0.208	0.472	0.283
unintended	tidak diingini	0.438	0.385	0.349
unintentional	tidak sengaja	0.333	0.538	0.306
unintentionally	tidak sengaja	0.460	0.490	0.286
uninterested	tidak berminat	0.365	0.240	0.328
uninteresting	tidak menarik	0.153	0.235	0.228
uninterrupted	tidak terganggu	0.500	0.434	0.527
uninvited	tidak diundang	0.090	0.385	0.307
union	kesatuan	0.854	0.226	0.766
unique	unik	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	serentak	0.510	0.439	0.583
unit	unit	0.562	0.235	0.578
unitary	kesatuan	0.531	0.239	0.641
unite	Bersatu	0.781	0.375	0.610
united	bersatu	0.781	0.431	0.783
unity	perpaduan	0.837	0.288	0.658
universal	sejagat	0.802	0.417	0.833
universality	universiti	0.796	0.410	0.840
universe	Alam semesta	0.694	0.454	0.839
university	universiti	0.735	0.574	0.741
unjust	tidak adil	0.115	0.625	0.278
unjustifiable	tidak boleh dibenarkan	0.115	0.596	0.394
unjustified	tidak wajar	0.288	0.541	0.314
unkind	tidak baik	0.135	0.409	0.310
unknowable	tidak dapat diketahui	0.347	0.540	0.396
unknown	tidak diketahui	0.357	0.450	0.204
unlawful	menyalahi undang-undang	0.094	0.759	0.402
unleash	melepaskan	0.479	0.775	0.559
unlicensed	tidak berlesen	0.306	0.574	0.196
unlike	tidak seperti	0.439	0.439	0.418
unlikely	tidak mungkin	0.271	0.293	0.245
unlimited	tidak terhad	0.750	0.623	0.679
unlisted	tidak tersenarai	0.365	0.265	0.218
unload	memunggah	0.656	0.639	0.573
unloaded	dibongkar	0.469	0.380	0.331
unlock	buka kunci	0.582	0.442	0.592
unlucky	malang	0.073	0.395	0.198
unmanageable	tidak terurus	0.177	0.666	0.482
unmanned	tanpa pemandu	0.235	0.441	0.324
unmarked	tidak ditandakan	0.416	0.294	0.433
unmarried	belum berkahwin	0.438	0.480	0.545
unmask	buka baju	0.323	0.690	0.520
unmatched	tidak dapat ditandingi	0.776	0.536	0.771
unmistakable	tidak dapat disangkal	0.602	0.571	0.765
unmitigated	tidak dibenarkan	0.649	0.427	0.422
unmoved	tidak tercabar	0.184	0.355	0.360
unnamed	tidak dinamakan	0.316	0.189	0.284
unnatural	tidak semestinya	0.153	0.587	0.434
unnecessary	tidak perlu	0.219	0.358	0.190
unneeded	tidak diperlukan	0.177	0.375	0.245
unnoticed	tanpa disedari	0.302	0.440	0.260
unnumbered	tidak bernombor	0.406	0.255	0.331
unobserved	tidak dirahsiakan	0.398	0.255	0.257
unobstructed	tidak terhalang	0.583	0.440	0.573
unobtrusive	tidak mengganggu	0.447	0.327	0.402
unoccupied	tiada tempat tinggal	0.258	0.245	0.412
unofficial	tidak rasmi	0.260	0.302	0.255
unopened	tidak dibuka	0.542	0.340	0.265
unopposed	tidak bertanding	0.615	0.375	0.537
unordered	tanpa had	0.224	0.482	0.190
unorganised	tidak teratur	0.250	0.500	0.212
unorganized	tidak teratur	0.260	0.657	0.173
unorthodox	tidak sengaja	0.340	0.480	0.441
unpack	membongkar	0.531	0.528	0.445
unpaid	tidak dibayar	0.300	0.413	0.365
unparalleled	tak tertandingi	0.708	0.306	0.538
unpleasant	tidak menyenangkan	0.122	0.612	0.185
unpleasantness	tidak menyenangkan	0.062	0.724	0.264
unplug	cabut plag	0.239	0.441	0.404
unplugged	dicabut	0.367	0.375	0.318
unpopular	tidak popular	0.073	0.441	0.164
unprecedented	belum pernah terjadi sebelumnya	0.500	0.491	0.658
unpredictable	tidak dapat diramalkan	0.429	0.769	0.515
unprepared	tidak bersedia	0.204	0.450	0.152
unpretentious	bersahaja	0.510	0.296	0.410
unproductive	tidak produktif	0.100	0.324	0.237
unprofessional	tidak profesional	0.042	0.370	0.170
unprofitable	tidak menguntungkan	0.163	0.376	0.217
unprotected	tidak dilindungi	0.150	0.582	0.197
unproven	tidak terbukti	0.296	0.427	0.216
unprovoked	tidak dipersetujui	0.565	0.327	0.385
unpublished	tidak diterbitkan	0.406	0.480	0.481
unpunished	tidak dihukum	0.292	0.594	0.519
unqualified	tidak layak	0.170	0.433	0.173
unquestionable	tidak boleh dipersoalkan	0.469	0.450	0.843
unquestionably	tidak dapat disangkal lagi	0.500	0.630	0.750
unquestioned	tidak dipersoalkan	0.562	0.509	0.746
unquote	unquote	0.388	0.363	0.517
unravel	membongkar	0.378	0.598	0.455
unreachable	tidak dapat dicapai	0.208	0.679	0.557
unread	belum dibaca	0.458	0.240	0.214
unreal	tidak betul	0.173	0.431	0.296
unrealistic	tidak realistik	0.229	0.500	0.245
unreasonable	tidak munasabah	0.115	0.702	0.264
unrecorded	tidak direkodkan	0.241	0.351	0.350
unregistered	tidak berdaftar	0.255	0.337	0.266
unregulated	tidak terkawal	0.344	0.454	0.421
unrelated	tidak berkaitan	0.302	0.270	0.264
unrelenting	tak henti-henti	0.500	0.790	0.875
unreliable	tidak boleh dipercayai	0.108	0.480	0.240
unremarkable	biasa-biasa saja	0.271	0.155	0.230
unrepentant	tidak bersuara	0.240	0.445	0.413
unrequited	Tidak berbalas	0.143	0.441	0.179
unresolved	tidak dapat diselesaikan	0.135	0.441	0.173
unresponsive	tidak bertindak balas	0.108	0.282	0.244
unrest	pergolakan	0.102	0.577	0.231
unrestrained	tidak terkawal	0.385	0.775	0.627
unrestricted	tidak terkawal	0.698	0.458	0.644
unromantic	unromantic	0.208	0.316	0.307
unruly	tidak teratur	0.240	0.745	0.547
unsafe	tidak selamat	0.115	0.562	0.147
unsanitary	tidak bersih	0.063	0.592	0.269
unsatisfactory	tidak memuaskan	0.122	0.520	0.189
unsatisfied	tidak puas hati	0.200	0.547	0.241
unsavory	tidak baik	0.071	0.637	0.353
unscathed	tidak terjejas	0.625	0.308	0.611
unscheduled	tidak berjadual	0.312	0.436	0.300
unscientific	tidak saintifik	0.396	0.317	0.321
unscrew	buka tutup	0.333	0.462	0.396
unscrupulous	tidak bertanggungjawab	0.094	0.727	0.465
unseat	kejatuhan	0.229	0.500	0.312
unseen	tidak kelihatan	0.427	0.351	0.421
unselfish	tidak mementingkan diri sendiri	0.615	0.353	0.377
unsettled	tidak selesai	0.208	0.647	0.170
unsightly	tidak sedap	0.226	0.559	0.373
unsolicited	tidak diminta	0.094	0.339	0.280
unsolved	tidak dapat diselesaikan	0.146	0.390	0.235
unsophisticated	tidak canggih	0.327	0.491	0.339
unsound	tidak sihat	0.146	0.222	0.272
unspeakable	tidak terkata	0.327	0.567	0.393
unspecified	tidak ditentukan	0.240	0.365	0.165
unspoken	tidak bercakap	0.177	0.260	0.208
unstable	tidak stabil	0.167	0.587	0.150
unsteady	tidak stabil	0.122	0.500	0.190
unstoppable	tidak dapat dihentikan	0.625	0.887	0.862
unsuccessful	tidak berjaya	0.140	0.318	0.106
unsuitable	tidak sesuai	0.188	0.528	0.300
unsung	tidak langsung	0.296	0.330	0.314
unsupervised	tanpa pengawasan	0.478	0.481	0.442
unsupported	tidak disokong	0.260	0.450	0.221
unsure	tidak pasti	0.143	0.580	0.217
unsurpassed	tak tertandingi	0.694	0.569	0.798
unsuspecting	tidak curiga	0.302	0.509	0.413
unsustainable	tidak lestari	0.255	0.650	0.406
unsweetened	tanpa gula	0.396	0.263	0.300
unsympathetic	tidak simpatik	0.163	0.620	0.281
untamed	untamed	0.429	0.778	0.709
untenable	tidak dapat dipertahankan	0.143	0.637	0.425
untested	tidak teruji	0.302	0.296	0.348
unthinkable	tidak dapat difikirkan	0.365	0.480	0.481
untidy	tidak kemas	0.106	0.610	0.254
untie	melepaskan diri	0.542	0.463	0.472
untimely	tidak lama lagi	0.245	0.676	0.233
untitled	untitled	0.213	0.240	0.240
untold	tak terhingga	0.240	0.367	0.191
untouchable	tidak boleh disentuh	0.490	0.602	0.683
untouched	tidak disentuh	0.531	0.276	0.600
untoward	tidak diingini	0.122	0.555	0.291
untraceable	tidak boleh dipercayai	0.321	0.674	0.574
untrained	tidak terlatih	0.149	0.529	0.282
untranslated	tidak diterjemahkan	0.271	0.188	0.264
untroubled	tidak terganggu	0.750	0.213	0.653
untrue	tidak benar	0.031	0.500	0.188
untrustworthy	tidak boleh dipercayai	0.097	0.449	0.287
unturned	unturned	0.312	0.255	0.316
unused	tidak digunakan	0.344	0.231	0.234
unusual	luar biasa	0.429	0.433	0.361
unusually	luar biasa	0.385	0.406	0.358
unutterable	tidak boleh disebut	0.406	0.592	0.538
unveil	memperkenalkan	0.439	0.442	0.562
unveiling	pengumuman	0.569	0.570	0.675
unverified	tidak disahkan	0.214	0.365	0.180
unwanted	tidak diingini	0.177	0.546	0.205
unwarranted	tidak wajar	0.091	0.500	0.345
unwary	tidak berwaspada	0.286	0.417	0.402
unwashed	tidak dibasuh	0.365	0.427	0.360
unwavering	tidak berbelah bahagi	0.740	0.630	0.858
unwed	tidak berkahwin	0.541	0.595	0.459
unwelcome	tidak diingini	0.115	0.480	0.269
unwell	tidak sihat	0.143	0.640	0.221
unwilling	enggan	0.302	0.316	0.179
unwillingly	dengan tidak sengaja	0.204	0.548	0.182
unwillingness	tidak rela	0.204	0.311	0.113
unwind	berehatlah	0.837	0.181	0.394
unwise	tidak bijak	0.141	0.610	0.304
unwitting	tidak sengaja	0.260	0.526	0.344
unwittingly	tidak sengaja	0.312	0.510	0.264
unworthy	tidak layak	0.194	0.433	0.226
unwrap	buka	0.604	0.491	0.557
unwritten	tidak bertulis	0.367	0.384	0.272
unyielding	tidak sepatutnya	0.367	0.806	0.738
unzip	unzip	0.378	0.520	0.538
upbeat	senang	0.878	0.531	0.802
upbringing	pembesaran	0.677	0.490	0.600
upcoming	akan datang	0.688	0.460	0.550
update	kemas kini	0.698	0.535	0.802
upgrade	naik taraf	0.786	0.500	0.670
upheaval	pergolakan	0.290	0.830	0.570
uphill	menaik	0.396	0.723	0.572
uphold	menegakkan	0.698	0.321	0.561
upholstery	upholsteri	0.592	0.270	0.386
upkeep	pemeliharaan	0.590	0.442	0.685
upland	dataran tinggi	0.719	0.578	0.607
uplands	tanah tinggi	0.615	0.471	0.577
uplift	naikkan	0.656	0.779	0.771
uplifting	menaikkan semangat	0.771	0.548	0.605
uplink	uplink	0.544	0.510	0.595
upload	muat naik	0.638	0.683	0.696
upper	atas	0.740	0.529	0.868
uppercut	topcut	0.410	0.600	0.550
uppity	kesungguhan	0.465	0.546	0.417
upright	tegak	0.667	0.373	0.600
uprising	pemberontakan	0.561	0.777	0.704
uproar	gempar	0.271	0.902	0.462
upscale	kelas atas	0.698	0.526	0.846
upset	kecewa	0.071	0.680	0.330
upshot	kilat	0.693	0.490	0.716
upstairs	tingkat atas	0.663	0.408	0.645
upstanding	upstanding	0.851	0.390	0.708
upstart	upstart	0.449	0.500	0.455
uptight	tegang	0.184	0.716	0.333
upward	ke atas	0.792	0.481	0.620
upwards	ke atas	0.724	0.439	0.638
uranium	uranium	0.375	0.580	0.490
urban	bandar	0.561	0.528	0.644
urchin	urchin	0.417	0.510	0.373
urge	menggesa	0.418	0.680	0.653
urgency	kecemasan	0.429	0.908	0.543
urgent	mendesak	0.327	0.918	0.623
urinal	urin	0.214	0.510	0.306
urinalysis	urinalisis	0.344	0.532	0.398
urinate	kencing	0.360	0.500	0.353
urination	kencing	0.271	0.441	0.232
urine	air kencing	0.375	0.361	0.169
urn	gandum	0.194	0.520	0.295
usable	boleh digunakan	0.812	0.455	0.611
usage	penggunaannya	0.646	0.360	0.426
use	gunakan	0.438	0.358	0.409
used	digunakan	0.354	0.306	0.287
useful	berguna	0.833	0.411	0.726
usefully	berguna	0.650	0.481	0.760
usefulness	kegunaan	0.806	0.519	0.741
useless	tidak berguna	0.052	0.342	0.184
user	pengguna	0.629	0.347	0.442
usher	usher	0.521	0.440	0.519
usual	biasa	0.625	0.221	0.400
usurp	usurp	0.125	0.818	0.433
usurped	merampas	0.292	0.780	0.438
usury	riba	0.344	0.679	0.430
utensil	perkakas	0.573	0.279	0.383
uterus	uterus	0.551	0.420	0.510
utilitarian	utilitarian	0.427	0.363	0.639
utility	utiliti	0.622	0.400	0.704
utilization	penggunaan	0.562	0.469	0.706
utilize	gunakan	0.694	0.445	0.545
utmost	paling sesuai	0.719	0.740	0.858
utopian	utopian	0.542	0.327	0.552
utter	kata	0.531	0.422	0.549
utterance	ucapan	0.542	0.640	0.704
utterly	sama sekali	0.633	0.440	0.673
vacancy	kekosongan	0.643	0.311	0.418
vacant	kosong	0.578	0.220	0.464
vacate	mengosongkan	0.357	0.490	0.397
vacation	bercuti	0.840	0.490	0.598
vaccination	vaksinasi	0.530	0.578	0.621
vaccine	vaksin	0.500	0.520	0.555
vacuolar	vacuolar	0.439	0.370	0.439
vacuole	vacuole	0.490	0.406	0.481
vacuous	kosong	0.354	0.267	0.304
vacuum	vakum	0.327	0.196	0.134
vagabond	vagabond	0.384	0.531	0.144
vagina	faraj	0.551	0.870	0.500
vaginal	faraj	0.449	0.765	0.420
vagrancy	kejutan	0.219	0.567	0.277
vagrant	vagrant	0.265	0.548	0.250
vague	samar	0.271	0.335	0.083
vagueness	kekaburan	0.150	0.324	0.221
vainly	sia-sia	0.365	0.283	0.169
valance	kekosongan	0.424	0.286	0.371
vale	lembah	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	valentine	0.888	0.615	0.510
valet	valet	0.635	0.406	0.389
valiant	berani	0.880	0.745	0.904
valid	sah	0.693	0.353	0.565
validate	sahkan	0.760	0.431	0.745
validation	pengesahan	0.655	0.460	0.720
validity	kesahan	0.646	0.470	0.706
valium	valium	0.419	0.398	0.443
valley	lembah	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	berharga	0.899	0.547	0.798
valuables	barang berharga	0.790	0.625	0.759
valuation	penilaian	0.615	0.480	0.795
value	nilai	0.875	0.582	0.802
valve	injap	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	Pontianak	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	vandal	0.135	0.792	0.473
vandalism	vandalisme	0.083	0.904	0.509
vane	vane	0.561	0.280	0.231
vanguard	pelopor	0.693	0.640	0.780
vanilla	vanila	0.706	0.216	0.284
vanish	hilang	0.236	0.480	0.347
vanished	hilang	0.208	0.566	0.255
vanishing	lenyap	0.292	0.550	0.322
vanity	sia-sia	0.260	0.540	0.439
vanquish	mengalahkan	0.708	0.760	0.804
vanquished	dikalahkan	0.496	0.529	0.176
vanquishing	mengalahkan	0.600	0.748	0.764
vantage	pandangan	0.740	0.632	0.788
vapor	wap	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	pembolehubah	0.620	0.407	0.400
variance	varians	0.540	0.405	0.509
variation	variasi	0.635	0.561	0.406
variations	variasi	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	varikos	0.235	0.462	0.368
varied	bervariasi	0.604	0.701	0.472
variegated	variegated	0.398	0.549	0.406
variety	pelbagai	0.714	0.472	0.598
various	pelbagai	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	varnis	0.448	0.353	0.361
varsity	universiti	0.710	0.594	0.670
vary	berbeza-beza	0.521	0.373	0.413
varying	berbeza-beza	0.552	0.471	0.385
vascular	vaskular	0.516	0.451	0.627
vase	pasu	0.638	0.225	0.215
vasectomy	vasektomi	0.208	0.663	0.431
vassal	vassal	0.417	0.525	0.196
vast	luas	0.520	0.535	0.545
vat	tong	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	peti besi	0.490	0.378	0.644
vaulted	berkubah	0.417	0.460	0.542
vaulting	vaulting	0.510	0.323	0.520
veal	daging lembu	0.438	0.337	0.410
vector	vektor	0.538	0.308	0.482
veer	kurangkan	0.469	0.430	0.338
vega	vega	0.510	0.333	0.434
vegan	vegan	0.490	0.226	0.357
vegetable	sayuran	0.551	0.120	0.289
vegetarian	vegetarian	0.562	0.255	0.407
vegetarianism	vegetarianisme	0.510	0.269	0.407
vegetation	tumbuhan	0.740	0.177	0.500
vegetative	vegetatif	0.500	0.270	0.351
veggie	sayuran	0.602	0.245	0.409
vehement	kesungguhan	0.500	0.500	0.575
vehicle	kenderaan	0.641	0.565	0.500
veil	tudung	0.500	0.235	0.415
veiled	bertudung	0.370	0.317	0.324
vein	vena	0.347	0.373	0.318
veined	bersudut	0.487	0.459	0.294
vellum	vellum	0.500	0.349	0.321
velocity	halaju	0.673	0.769	0.783
velour	velor	0.670	0.292	0.412
velvet	baldu	0.663	0.226	0.304
velvety	baldu	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	vendetta	0.198	0.784	0.583
vending	layan diri	0.417	0.565	0.549
vendor	penjual	0.541	0.541	0.627
veneer	venir	0.490	0.265	0.289
venerable	dihormati	0.708	0.369	0.600
veneration	penghormatan	0.745	0.650	0.712
venereal	venereal	0.302	0.654	0.424
venetian	venetian	0.633	0.373	0.464
vengeance	balas dendam	0.103	0.927	0.719
vengeful	bersalah	0.150	0.840	0.561
venison	daging rusa	0.510	0.422	0.296
venom	racun	0.125	0.770	0.491
venomous	berbisa	0.159	0.841	0.636
venous	vena	0.406	0.571	0.453
vent	bolong	0.479	0.519	0.529
ventilation	pengudaraan	0.719	0.451	0.568
ventilator	ventilator	0.471	0.353	0.344
venting	pembongkaran	0.375	0.388	0.418
ventricle	ventrikel	0.520	0.387	0.464
ventricular	ventrikel	0.440	0.549	0.475
ventriloquist	ventriloquist	0.552	0.600	0.526
venture	usaha	0.893	0.810	0.644
venue	tempat	0.727	0.316	0.395
veracity	kebenaran	0.735	0.724	0.798
veranda	beranda	0.743	0.343	0.439
verb	kata kerja	0.582	0.312	0.414
verbal	lisan	0.520	0.291	0.562
verbatim	verbatim	0.562	0.255	0.574
verbiage	verbiage	0.429	0.560	0.535
verbose	verbose	0.439	0.480	0.635
verbosity	kelonggaran	0.300	0.491	0.451
verdant	lalang	0.600	0.260	0.389
verdict	keputusan	0.325	0.689	0.800
verge	ambang	0.500	0.337	0.305
verification	pengesahan	0.750	0.276	0.642
verified	disahkan	0.781	0.367	0.677
verify	sahkan	0.761	0.481	0.704
verily	sesungguhnya	0.713	0.351	0.585
veritable	betul	0.794	0.330	0.759
vermin	kutu	0.167	0.712	0.385
vermouth	vermouth	0.503	0.480	0.425
vernacular	vernakular	0.479	0.453	0.615
vernal	vernal	0.553	0.402	0.451
veronica	veronica	0.594	0.399	0.402
versatile	serba boleh	0.906	0.625	0.714
versatility	serba boleh	0.878	0.585	0.750
verse	ayat	0.667	0.269	0.336
version	versi	0.604	0.423	0.538
versus	lawan	0.310	0.500	0.447
vert	vert	0.490	0.375	0.434
vertebra	vertebra	0.427	0.330	0.532
vertebral	vertebral	0.308	0.434	0.525
vertex	puncak	0.316	0.510	0.491
vertical	menegak	0.520	0.387	0.492
vertically	menegak	0.534	0.385	0.545
vertigo	vertigo	0.292	0.655	0.445
verve	betul	0.724	0.840	0.693
very negative	sangat negatif	0.062	0.521	0.148
very positive	sangat positif	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	vesicle	0.359	0.509	0.379
vesicular	vesikular	0.214	0.440	0.483
vessel	kapal	0.490	0.398	0.538
vest	rompi	0.667	0.380	0.371
vested	vested	0.663	0.415	0.648
vestibule	roket	0.541	0.385	0.422
vestige	ketinggian	0.562	0.470	0.454
vet	doktor haiwan	0.531	0.400	0.644
veteran	veteran	0.560	0.431	0.759
veterinarian	doktor haiwan	0.582	0.418	0.542
veterinary	veterinar	0.656	0.450	0.603
veto	veto	0.271	0.462	0.509
vexed	menyusahkan	0.115	0.802	0.413
viability	daya maju	0.776	0.500	0.684
viable	berdaya maju	0.656	0.320	0.667
viaduct	jambatan	0.420	0.440	0.662
vial	botol	0.594	0.346	0.445
vibe	getaran	0.710	0.480	0.517
vibes	getaran	0.635	0.688	0.574
vibrant	bersemangat	0.771	0.824	0.782
vibrate	bergetar	0.500	0.698	0.604
vibration	getaran	0.583	0.657	0.528
vibrator	penggetar	0.479	0.798	0.500
vibratory	bergetar	0.542	0.690	0.527
vicar	pendeta	0.531	0.370	0.555
vicarious	bercerai	0.479	0.452	0.517
vice	naib	0.296	0.778	0.480
viceroy	penjaga	0.541	0.481	0.712
vicinity	kawasan sekitar	0.700	0.353	0.466
vicious	jahat	0.208	0.694	0.407
victim	mangsa	0.115	0.676	0.202
victimized	mangsa	0.115	0.644	0.273
victor	pemenang	0.802	0.587	0.796
victoria	victoria	0.896	0.811	0.837
victorious	menang	0.884	0.886	0.946
victory	kemenangan	0.938	0.735	0.931
video	video	0.646	0.577	0.427
video game	permainan video	0.707	0.765	0.414
videotape	pita rakaman	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	pandangan	0.896	0.292	0.555
viewer	penonton	0.592	0.358	0.558
viewing	tontonan	0.690	0.394	0.598
viewpoint	sudut pandangan	0.673	0.306	0.644
vigil	berjaga	0.521	0.480	0.491
vigilance	kewaspadaan	0.490	0.615	0.724
vigilant	berhati-hati	0.469	0.643	0.791
vigilante	vigilante	0.418	0.627	0.720
vignette	vignette	0.717	0.283	0.382
vigor	semangat	0.860	0.755	0.811
vigorous	bertenaga	0.857	0.770	0.897
viking	viking	0.541	0.755	0.605
vile	jahat	0.083	0.537	0.553
villa	vila	0.698	0.290	0.345
village	kampung	0.684	0.367	0.336
villager	penduduk kampung	0.710	0.387	0.509
villain	penjahat	0.177	0.892	0.590
villainous	jahat	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	bersumpah	0.656	0.596	0.767
vindicated	dibuktikan	0.615	0.480	0.609
vindication	pembenaran	0.531	0.632	0.764
vindictive	balas dendam	0.092	0.830	0.500
vine	pokok anggur	0.531	0.292	0.405
vinegar	cuka	0.276	0.370	0.356
vineyard	kebun anggur	0.806	0.382	0.595
vintage	vintaj	0.680	0.390	0.481
vinyl	vinil	0.490	0.241	0.440
viola	viola	0.521	0.461	0.481
violate	melanggar	0.061	0.970	0.519
violation	pelanggaran	0.083	0.892	0.413
violence	keganasan	0.061	0.933	0.719
violent	ganas	0.112	0.918	0.616
violently	ganas	0.120	0.970	0.527
violet	ungu	0.688	0.272	0.401
violin	biola	0.823	0.396	0.389
violinist	pemain Violin	0.804	0.302	0.538
viper	viper	0.173	0.846	0.632
viral	virus	0.240	0.612	0.518
virgin	dara	0.622	0.433	0.462
virginal	perawan	0.673	0.577	0.464
virginity	keperawanan	0.691	0.676	0.576
virility	kejantanan	0.684	0.670	0.718
virology	virologi	0.418	0.569	0.562
virtual	maya	0.598	0.532	0.463
virtually	hampir	0.594	0.521	0.625
virtue	kebaikan	0.896	0.443	0.827
virtuoso	virtuoso	0.929	0.591	0.863
virtuous	bersikap baik	0.890	0.530	0.822
virulence	virulence	0.094	0.533	0.438
virus	virus	0.277	0.740	0.443
visa	visa	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	kelikatan	0.417	0.521	0.454
viscous	likat	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	penglihatan	0.750	0.444	0.676
visible	boleh dilihat	0.750	0.342	0.509
visibly	ketara	0.724	0.373	0.591
vision	penglihatan	0.708	0.447	0.742
visionary	berwawasan	0.823	0.565	0.791
visit	lawatan	0.771	0.443	0.445
visitation	lawatan	0.729	0.346	0.534
visiting	melawat	0.729	0.440	0.519
visitor	pelawat	0.646	0.480	0.461
visor	visor	0.396	0.490	0.265
vista	vista	0.698	0.390	0.450
visual	visual	0.813	0.462	0.462
visualize	menggambarkan	0.635	0.431	0.537
