Word	Shona-sn	Valence	Arousal	Dominance
scorned	kusekwa	0.062	0.529	0.226
scornful	kunyomba	0.173	0.608	0.368
scorpion	scorpion	0.198	0.745	0.600
scotch	scotch	0.578	0.520	0.615
scoundrel	scoundrel	0.094	0.740	0.412
scour	scour	0.388	0.602	0.632
scourge	denda	0.214	0.640	0.302
scout	scout	0.656	0.611	0.763
scowl	scowl	0.302	0.600	0.413
scrabble	zvigadzika	0.625	0.412	0.399
scram	scram	0.306	0.485	0.409
scramble	kuparadza	0.469	0.744	0.500
scrambled	rakaputika	0.451	0.535	0.539
scrambler	scrambler	0.417	0.550	0.444
scrambling	scrambling	0.421	0.810	0.731
scrap	zvimedu	0.156	0.339	0.173
scrapbook	scrapbook	0.562	0.274	0.432
scrape	scrape	0.365	0.615	0.384
scrapie	scrapie	0.306	0.706	0.231
scraping	kupera	0.265	0.479	0.305
scrappy	scrappy	0.301	0.375	0.406
scratch	scratch	0.276	0.625	0.270
scratchy	kupenya	0.235	0.610	0.436
scrawny	scrawny	0.276	0.422	0.245
scream	kuchema	0.188	0.863	0.594
screamer	kuchema	0.156	0.670	0.392
screaming	kudanidzira	0.245	0.901	0.460
screech	screech	0.214	0.802	0.306
screen	screen	0.670	0.300	0.417
screening	kuongorora	0.562	0.570	0.709
screenplay	screenplay	0.500	0.406	0.518
screenwriter	munyori wezvinyorwa	0.571	0.500	0.712
screw	screw	0.385	0.460	0.377
screwball	screwball	0.271	0.680	0.505
screwdriver	screwdriver	0.520	0.519	0.439
screwed	screwed	0.302	0.520	0.464
screwy	zvinopisa	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	kunyora	0.429	0.453	0.358
scribe	munyori	0.541	0.264	0.491
scrimmage	scrimmage	0.367	0.660	0.411
scrip	script	0.430	0.462	0.455
script	script	0.610	0.450	0.527
scriptural	scriptural	0.551	0.250	0.596
scripture	Rugwaro	0.745	0.270	0.630
scroll	mupumburu	0.375	0.630	0.409
scrotum	scrotum	0.396	0.653	0.361
scrounge	scrounge	0.210	0.565	0.397
scrounger	scrounger	0.323	0.490	0.358
scrub	scrub	0.417	0.420	0.500
scruffy	scruffy	0.194	0.435	0.176
scrumptious	scrumptious	0.959	0.650	0.566
scrupulous	scrupulous	0.545	0.685	0.602
scrutinize	kuongorora	0.458	0.587	0.573
scrutiny	kuongorora	0.500	0.653	0.658
scuba	scuba	0.542	0.494	0.456
scuff	scuff	0.165	0.560	0.376
scuffle	scuffle	0.146	0.800	0.529
scullery	scullery	0.469	0.337	0.353
sculptor	muvezi	0.653	0.431	0.694
sculpture	zvakavezwa	0.750	0.346	0.490
sculptured	zvakavezwa	0.708	0.373	0.557
scum	scum	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	scurry	0.398	0.647	0.509
scurvy	scurvy	0.354	0.462	0.312
scuttle	scuttle	0.438	0.398	0.430
sea	gungwa	0.833	0.353	0.589
seaboard	seaboard	0.663	0.356	0.507
seafood	seafood	0.656	0.500	0.328
seagull	seagull	0.635	0.245	0.314
seal	chisimbiso	0.490	0.218	0.518
seals	zvisimbiso	0.412	0.241	0.402
seam	sevu	0.427	0.250	0.414
seaman	seaman	0.520	0.510	0.672
seamless	seamless	0.459	0.140	0.302
seamstress	seamstress	0.535	0.288	0.389
seaport	sefari	0.594	0.317	0.491
sear	tsvaga	0.490	0.553	0.600
search	tsvaga	0.635	0.580	0.462
searching	kutsvaga	0.534	0.657	0.466
searchlight	kutsvaga	0.622	0.510	0.552
seared	seared	0.229	0.410	0.398
seashore	gungwa	0.796	0.310	0.375
seasick	seasick	0.115	0.683	0.245
seaside	seaside	0.887	0.520	0.508
season	mwaka	0.792	0.410	0.519
seasonal	panguva	0.592	0.273	0.305
seasoned	yakarongeka	0.812	0.570	0.509
seasoning	seasoning	0.633	0.388	0.479
seat	chigaro	0.542	0.281	0.434
seatbelt	seatbelt	0.656	0.314	0.726
seating	kugara	0.552	0.265	0.286
seawater	mvura yegungwa	0.760	0.197	0.491
seaweed	marinewe	0.446	0.286	0.382
sec	sec	0.490	0.385	0.380
secession	secession	0.323	0.561	0.509
secluded	secluded	0.357	0.265	0.240
seclusion	seclusion	0.230	0.558	0.505
second	chepiri	0.490	0.210	0.250
second cousin	wechipiri cousin	0.698	0.360	0.441
secondary	secondary	0.636	0.375	0.260
secondhand	secondhand	0.194	0.389	0.283
secrecy	pakavanzika	0.294	0.549	0.475
secret	zvakavanzika	0.479	0.580	0.509
secretariat	secretariat	0.518	0.459	0.597
secretary	munyori	0.612	0.426	0.561
secrete	secrete	0.427	0.567	0.518
secretion	secretion	0.354	0.582	0.529
secretive	pakavanzika	0.390	0.250	0.538
secretly	pachivande	0.525	0.404	0.479
sect	chikamu	0.265	0.667	0.526
sectarian	sectarian	0.260	0.606	0.517
section	chikamu	0.500	0.269	0.421
sectional	chikamu	0.427	0.415	0.464
sector	sector	0.594	0.190	0.569
secular	zvenyika	0.463	0.461	0.520
secularism	secularism	0.367	0.440	0.559
secure	kuchengeteka	0.844	0.380	0.914
securities	securities	0.750	0.304	0.852
security	kuchengeteka	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	sedate	0.656	0.157	0.345
sedation	sedation	0.510	0.270	0.398
sedative	sedative	0.314	0.273	0.352
sedentary	sedentary	0.292	0.185	0.273
sedge	sedge	0.406	0.396	0.339
sediment	sediment	0.438	0.306	0.372
sedimentary	sedimentary	0.398	0.265	0.500
sedition	kupandukira	0.327	0.557	0.591
seduce	kunyengedza	0.462	0.864	0.689
seducer	munyengeri	0.704	0.812	0.775
seducing	kunyengera	0.569	0.794	0.708
seduction	kunyengera	0.510	0.891	0.618
seductive	kunyengera	0.771	0.821	0.667
see	ona	0.635	0.269	0.312
seed	mbeu	0.656	0.135	0.306
seedling	mbeu	0.406	0.343	0.423
seeds	Mbeu	0.731	0.269	0.418
seedy	seedy	0.229	0.390	0.325
seek	tsvaka	0.622	0.429	0.482
seeker	muchengeti	0.646	0.464	0.553
seem	inoratidzika	0.471	0.302	0.298
seemingly	inoratidzika	0.490	0.410	0.356
seer	muoni	0.604	0.481	0.740
seesaw	seesaw	0.570	0.559	0.410
seething	seething	0.312	0.821	0.642
segment	chikamu	0.469	0.290	0.440
segregate	segregate	0.290	0.627	0.440
segregated	akaparadzaniswa	0.164	0.575	0.411
segregation	kusarura	0.302	0.545	0.390
seismic	seismic	0.323	0.925	0.578
seize	kubata	0.656	0.644	0.673
seizure	seizure	0.177	0.775	0.462
seldom	kazhinji	0.323	0.379	0.287
select	sarudza	0.615	0.406	0.602
selection	kusarudzwa	0.594	0.340	0.595
selective	selective	0.612	0.347	0.706
selectman	selectman	0.552	0.547	0.609
selenium	selenium	0.469	0.408	0.336
self	kuzviita	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	kuzvikudza	0.061	0.637	0.495
selfishness	udyire	0.200	0.686	0.453
selfless	kuzvikudza	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	kutengesa	0.618	0.608	0.605
seller	mutengesi	0.635	0.471	0.635
sellout	mutengesi	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	semantics	0.698	0.394	0.569
semaphore	semaphore	0.552	0.374	0.598
semblance	semblance	0.500	0.471	0.442
semen	semen	0.500	0.755	0.471
semester	semester	0.521	0.327	0.482
semi	semi	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	semicolon	0.378	0.255	0.318
seminal	seminal	0.459	0.413	0.566
seminar	seminari	0.583	0.360	0.623
seminary	seminari	0.594	0.367	0.589
semiotics	semiotics	0.449	0.417	0.596
senate	Senate	0.490	0.349	0.836
senator	Senator	0.391	0.422	0.821
send	tumira	0.663	0.480	0.537
sender	mutuma	0.542	0.449	0.509
senescence	senescence	0.378	0.456	0.394
senile	senile	0.280	0.211	0.305
senior	senior	0.561	0.415	0.536
seniority	seniority	0.408	0.427	0.602
senor	senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	kunzwa	0.781	0.663	0.673
sensational	kunzwa	0.938	0.827	0.858
sense	pfungwa	0.781	0.417	0.474
senseless	benzi	0.125	0.388	0.136
senses	pfungwa	0.740	0.461	0.693
sensibility	sensibility	0.583	0.423	0.448
sensible	sensible	0.625	0.454	0.312
sensibly	sensibly	0.786	0.337	0.396
sensitive	seneta	0.714	0.426	0.254
sensitivity	senitivity	0.750	0.417	0.395
sensor	sensor	0.571	0.377	0.542
sensory	sensory	0.583	0.480	0.442
sensual	nyama	0.730	0.790	0.642
sensuality	manzwiro	0.844	0.840	0.632
sensuous	sensuous	0.854	0.798	0.625
sentence	mutongo	0.625	0.265	0.548
sentencing	kutonga	0.120	0.782	0.561
sentient	kunzwa	0.583	0.417	0.363
sentiment	manzwiro	0.765	0.451	0.639
sentimental	sentimental	0.583	0.378	0.312
sentimentality	sentimentality	0.771	0.548	0.319
sentinel	sentinel	0.531	0.602	0.845
sentry	mutumwa	0.470	0.547	0.684
separable	kuparadzaniswa	0.469	0.390	0.368
separate	akaparadzaniswa	0.240	0.514	0.349
separately	zvakasiyana	0.310	0.365	0.368
separation	kuparadzana	0.198	0.592	0.409
separatist	separatist	0.245	0.627	0.537
sepia	sepia	0.448	0.270	0.345
sepsis	sepsis	0.229	0.452	0.327
sept	sev	0.521	0.333	0.361
septic	septic	0.281	0.462	0.425
septum	Septum	0.276	0.423	0.410
sequel	sequel	0.650	0.480	0.574
sequence	zvinoteverana	0.543	0.350	0.529
sequent	zvinoratidza	0.531	0.423	0.591
sequestered	sequestered	0.160	0.863	0.427
sequestration	sequestration	0.177	0.860	0.500
serenade	serenade	0.875	0.570	0.491
serendipity	serendipity	0.677	0.413	0.500
serene	serene	0.802	0.132	0.370
serenity	kunyarara	0.900	0.122	0.557
sergeant	sergeant	0.408	0.600	0.833
serial	serial	0.469	0.350	0.472
serialize	serialize	0.500	0.455	0.593
series	nhepfenyuro	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	zvakanyanya	0.500	0.455	0.619
seriousness	kuora mwoyo	0.439	0.365	0.750
sermon	mharidzo	0.417	0.507	0.615
serpent	nyoka	0.115	0.696	0.679
serpentine	serpentine	0.576	0.646	0.329
serrated	serrated	0.388	0.435	0.418
serum	serum	0.520	0.231	0.443
servant	muranda	0.340	0.408	0.331
serve	kushumira	0.622	0.400	0.384
server	seva	0.656	0.356	0.536
service	basa	0.684	0.408	0.535
serviceable	kushanda	0.834	0.400	0.684
servile	servile	0.439	0.327	0.415
servitude	servitude	0.250	0.490	0.250
sesame	sesame	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	chidzidzo	0.510	0.481	0.491
sessions	masangano	0.646	0.578	0.650
set	tarisa	0.521	0.482	0.630
setback	shingaira	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	setter	0.541	0.455	0.473
settle	kugadzirisa	0.833	0.520	0.772
settled	akagara	0.521	0.510	0.473
settlement	kugadzirisa	0.635	0.412	0.723
settler	settler	0.573	0.453	0.519
settlor	settled	0.531	0.434	0.534
setup	gadzirira	0.667	0.398	0.635
seven	nomwe	0.672	0.265	0.373
seventeen	gumi nenomwe	0.585	0.296	0.321
seventh	chenomwe	0.500	0.245	0.288
seventy	makumi manomwe	0.625	0.353	0.446
sever	sever	0.156	0.635	0.451
severable	severable	0.406	0.451	0.398
severally	severally	0.719	0.298	0.600
severance	severance	0.396	0.620	0.541
severe	zvakanyanya	0.164	0.735	0.635
severely	zvakanyanya	0.219	0.673	0.700
severity	kuoma	0.260	0.712	0.661
sew	sew	0.510	0.340	0.340
sewage	sewage	0.255	0.343	0.339
sewer	sewer	0.286	0.367	0.282
sewerage	sewerage	0.208	0.450	0.198
sewing	kusona	0.625	0.337	0.356
sex	zvepabonde	0.803	0.939	0.704
sexist	sexist	0.255	0.798	0.411
sexual	zvepabonde	0.584	0.959	0.640
sexuality	zvepabonde	0.670	0.898	0.657
sexy	sexy	0.865	0.945	0.802
shabby	shabby	0.235	0.519	0.259
shack	shack	0.396	0.425	0.339
shackle	shackle	0.276	0.580	0.414
shade	mumvuri	0.388	0.265	0.278
shades	shades	0.490	0.300	0.380
shading	shading	0.420	0.324	0.318
shadow	mumvuri	0.302	0.343	0.158
shadowy	shadowy	0.135	0.373	0.330
shady	shady	0.323	0.509	0.375
shaft	shaft	0.549	0.275	0.472
shag	shag	0.417	0.462	0.340
shaggy	shaggy	0.510	0.302	0.321
shake	shake	0.439	0.689	0.539
shakedown	shakedown	0.286	0.692	0.481
shaken	kuzununguswa	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	kuzununguka	0.275	0.849	0.255
shaky	shaky	0.260	0.734	0.223
shall	will	0.510	0.385	0.412
shallow	shallow	0.427	0.298	0.351
shallows	shallows	0.388	0.368	0.368
sham	sham	0.354	0.602	0.395
shaman	shaman	0.490	0.531	0.604
shambles	shambles	0.271	0.696	0.287
shame	kunyadziswa	0.060	0.670	0.155
shamed	shamed	0.135	0.567	0.218
shameful	zvinonyadzisa	0.040	0.680	0.264
shameless	shameless	0.274	0.713	0.407
shampoo	shampoo	0.604	0.180	0.250
shanghai	shanghai	0.551	0.450	0.509
shank	shank	0.530	0.393	0.286
shanty	shanty	0.427	0.459	0.255
shape	shape	0.592	0.240	0.422
shapely	shapely	0.771	0.441	0.830
shard	shard	0.388	0.407	0.426
share	share	0.759	0.548	0.545
shareholder	shareholder	0.656	0.632	0.915
sharing	kugovana	0.827	0.462	0.545
shark	shark	0.260	0.845	0.596
sharp	rakapinza	0.459	0.585	0.585
sharpen	sharpen	0.582	0.694	0.611
sharpened	rakarodzwa	0.573	0.647	0.727
sharpener	sharpener	0.532	0.435	0.327
sharpness	sharpness	0.729	0.385	0.653
sharpshooter	sharpshooter	0.240	0.929	0.764
shatter	shatter	0.108	0.821	0.464
shattered	shattered	0.097	0.806	0.309
shattering	kupwanya	0.135	0.760	0.475
shave	shave	0.521	0.410	0.480
shaver	shaver	0.418	0.450	0.392
shaving	kuveura	0.500	0.469	0.353
shawl	shawl	0.720	0.365	0.230
sheaf	saga	0.396	0.387	0.456
shear	shear	0.286	0.647	0.388
shears	shears	0.429	0.527	0.254
sheath	sheath	0.460	0.314	0.342
sheathing	sheathing	0.378	0.480	0.642
shed	shed	0.427	0.402	0.470
sheen	sheen	0.812	0.510	0.712
sheep	makwai	0.604	0.206	0.161
sheepdog	sheepdog	0.684	0.442	0.529
sheepish	sheepish	0.326	0.441	0.205
sheer	sheer	0.604	0.250	0.481
sheet	pepa	0.439	0.174	0.302
sheik	ishe	0.521	0.579	0.708
shelf	shelf	0.561	0.202	0.366
shell	shell	0.615	0.408	0.391
shellfish	shellfish	0.594	0.412	0.393
shelling	kukanda	0.337	0.917	0.773
shelter	pokugara	0.704	0.229	0.569
sheltered	akadzivirirwa	0.590	0.377	0.717
shelters	matumba	0.582	0.333	0.482
shelved	shelved	0.306	0.166	0.321
shepherd	mufudzi	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	sheriff	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	nhoo	0.510	0.373	0.663
shift	kuchinja	0.479	0.610	0.491
shifting	kuchinja	0.518	0.548	0.546
shifty	shifty	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	shimmer	0.745	0.562	0.656
shimmering	shimmering	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	shisa	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	shingle	0.510	0.200	0.410
shining	shining	0.885	0.673	0.812
shiny	shiny	0.885	0.604	0.787
ship	ngarava	0.646	0.500	0.439
shipment	shipment	0.582	0.440	0.452
shipping	kutumira	0.622	0.327	0.443
shipshape	shipshape	0.594	0.480	0.474
shipwreck	ngarava yaparara	0.268	0.768	0.373
shipyard	shipyard	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	shirt	0.698	0.186	0.231
shit	shit	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	shithead	0.120	0.645	0.302
shitless	shitless	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	shiver	0.260	0.765	0.236
shivering	kudengenyeka	0.122	0.663	0.373
shoals	shoals	0.396	0.408	0.375
shock	shock	0.286	0.821	0.453
shocked	shocked	0.292	0.773	0.375
shocker	shocker	0.235	0.804	0.616
shocking	shocking	0.378	0.853	0.833
shockingly	shockingly	0.510	0.924	0.721
shoddy	shoddy	0.082	0.463	0.179
shoe	shoe	0.517	0.225	0.288
shoelace	shoelace	0.396	0.280	0.307
shoemaker	shoemaker	0.396	0.269	0.491
shoes	shangu	0.729	0.324	0.210
shoeshine	shoeshine	0.392	0.387	0.325
shook	shook	0.163	0.759	0.509
shoot	kupfura	0.092	0.926	0.625
shooter	shooter	0.224	0.814	0.774
shooting	kupfura	0.276	0.931	0.602
shootout	kupfura	0.080	0.927	0.615
shop	shop	0.725	0.632	0.565
shopkeeper	shopkeeper	0.677	0.510	0.730
shoplifter	mushambadziri	0.167	0.830	0.500
shoplifting	kushambadzira	0.152	0.833	0.441
shopper	shopper	0.646	0.615	0.741
shopping	shopping	0.915	0.445	0.630
shore	shore	0.542	0.304	0.204
shoreline	shoreline	0.677	0.296	0.529
shorn	shorn	0.396	0.415	0.400
short	pfupi	0.184	0.264	0.237
short story	pfupi nhau	0.697	0.321	0.348
shortage	kuperewera	0.094	0.455	0.198
shortcake	shortcake	0.677	0.359	0.398
shortcoming	kukanganisa	0.195	0.370	0.258
shortcut	shortcut	0.594	0.308	0.426
shorten	shorten	0.302	0.382	0.460
shortening	kupfupisa	0.286	0.333	0.385
shorthand	shorthand	0.459	0.450	0.461
shortly	nguva pfupi	0.582	0.310	0.360
shortness	kupfupika	0.459	0.280	0.272
shorts	shorts	0.622	0.481	0.287
shortstop	shortstop	0.418	0.529	0.450
shortwave	shortwave	0.460	0.271	0.368
shot	kupfura	0.144	0.750	0.569
shotgun	pfuti	0.200	0.868	0.684
shoulder	fungidzira	0.562	0.286	0.406
shout	shout	0.229	0.925	0.444
shove	shove	0.306	0.690	0.602
shovel	foshoro	0.427	0.308	0.267
shoveling	shoveling	0.265	0.620	0.537
show	kuratidza	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	showboat	0.618	0.625	0.509
showcase	kuratidza	0.521	0.255	0.415
showdown	kuratidzwa	0.302	0.950	0.692
shower	washing	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	kuratidza	0.622	0.540	0.491
showoff	Shamisira	0.344	0.598	0.463
showroom	showroom	0.740	0.441	0.536
showy	showy	0.698	0.657	0.661
shrapnel	shrapnel	0.240	0.740	0.681
shred	shred	0.224	0.750	0.627
shrew	shrew	0.306	0.463	0.390
shrewd	vakangwara	0.551	0.673	0.816
shriek	shriek	0.459	0.827	0.491
shrill	shrill	0.312	0.721	0.640
shrimp	shrimp	0.571	0.361	0.425
shrine	shrine	0.802	0.255	0.574
shrink	shrink	0.385	0.453	0.272
shrinking	kupera	0.190	0.400	0.217
shrivel	shrivel	0.160	0.409	0.143
shroud	shroud	0.417	0.457	0.389
shrub	shrub	0.531	0.340	0.340
shrubbery	shrubbery	0.490	0.267	0.332
shrug	shrug	0.208	0.296	0.278
shrunk	shrunk	0.163	0.354	0.218
shrunken	shrunken	0.500	0.373	0.221
shudder	shudder	0.344	0.791	0.559
shuddering	shuddering	0.302	0.802	0.638
shuffle	shuffle	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	shuffling	0.521	0.408	0.293
shun	shun	0.418	0.604	0.389
shunned	shunned	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	akavhara	0.240	0.352	0.311
shutdown	vhara	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	shutter	0.191	0.380	0.482
shuttle	shuttle	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	nyara	0.280	0.153	0.132
shyness	kunyara	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	hama	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	kurwara	0.104	0.431	0.136
sickbay	sickbay	0.296	0.510	0.345
sicken	sicken	0.051	0.500	0.294
sickening	sickening	0.074	0.618	0.259
sickle	jeko	0.427	0.585	0.370
sickly	kurwara	0.188	0.550	0.191
sickness	kurwara	0.094	0.704	0.288
side	kurutivi	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	sidebar	0.469	0.364	0.405
sideboard	sideboard	0.590	0.259	0.426
sideburns	sideburns	0.777	0.327	0.308
sidecar	sidecar	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	sideline	0.440	0.382	0.517
sideshow	sideshow	0.458	0.594	0.658
sidestep	sidestep	0.378	0.559	0.407
sidewalk	sidewalk	0.479	0.192	0.348
sideways	sideways	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	kukombwa	0.271	0.750	0.567
siesta	siesta	0.740	0.046	0.295
sieve	sieve	0.459	0.250	0.333
sift	tsvina	0.542	0.412	0.461
sifting	sifting	0.571	0.469	0.474
sigh	sigh	0.469	0.387	0.273
sight	kuona	0.684	0.250	0.528
sighting	kuona	0.582	0.560	0.627
sightseeing	kuonasee	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	chiratidzo	0.620	0.481	0.397
signal	chiratidzo	0.615	0.417	0.464
signature	signature	0.570	0.422	0.657
significance	kukosha	0.820	0.460	0.644
significant	zvakakosha	0.827	0.649	0.786
signification	zvinoreva	0.583	0.337	0.530
signify	zvinoratidza	0.453	0.422	0.634
signpost	signpost	0.510	0.400	0.446
silence	silence	0.438	0.200	0.223
silencer	silencer	0.417	0.356	0.482
silent	silent	0.469	0.125	0.280
silently	akanyarara	0.448	0.185	0.306
silhouette	silhouette	0.582	0.410	0.288
silicon	silicon	0.439	0.448	0.445
silicone	silicone	0.480	0.340	0.333
silk	silika	0.760	0.115	0.300
silken	silken	0.730	0.265	0.394
silky	silky	0.802	0.397	0.271
sill	sill	0.433	0.375	0.324
silliness	silliness	0.327	0.368	0.192
silly	silly	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	silt	0.510	0.269	0.200
silver	sirivha	0.684	0.451	0.615
silverware	silverware	0.663	0.365	0.409
silvery	silvery	0.543	0.460	0.517
similar	zvakafanana	0.562	0.250	0.423
similarity	kufanana	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	simmer	0.650	0.293	0.393
simmering	simmering	0.382	0.613	0.412
simple	nyore	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	simples	0.429	0.144	0.358
simplicity	nyore	0.667	0.250	0.337
simplify	ita nyore	0.565	0.347	0.602
simplistic	simplistic	0.490	0.245	0.391
simply	zviri nyore	0.535	0.148	0.393
simulate	simulate	0.551	0.375	0.417
simulated	zvakaenzaniswa	0.500	0.461	0.356
simulating	simulating	0.552	0.462	0.481
simulation	simulation	0.552	0.574	0.567
simulator	simulator	0.677	0.559	0.583
simultaneous	panguva imwe chete	0.691	0.577	0.554
simultaneously	panguva imwe chete	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	vakavimbika	0.918	0.265	0.725
sincerity	kutendeseka	0.908	0.351	0.686
sinful	chivi	0.143	0.788	0.417
sing	kuimba	0.858	0.606	0.420
singer	muimbi	0.802	0.735	0.628
singing	kuimba	0.885	0.594	0.528
single	single	0.291	0.354	0.259
singly	singly	0.553	0.354	0.466
singular	singular	0.610	0.302	0.482
singularity	singularity	0.582	0.348	0.654
singularly	singularly	0.571	0.330	0.527
sinister	mutadzi	0.125	0.896	0.581
sink	sink	0.375	0.439	0.322
sinker	sinker	0.302	0.557	0.538
sinking	kunyura	0.135	0.439	0.342
sinner	mutadzi	0.237	0.667	0.356
sinning	kutadza	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	sip	0.375	0.380	0.213
siphon	siphon	0.354	0.333	0.435
sipping	sipping	0.469	0.349	0.377
sir	sir	0.622	0.306	0.778
sire	nhare	0.854	0.452	0.808
siren	siren	0.570	0.627	0.500
sirloin	sirloin	0.546	0.418	0.373
sissy	sissy	0.333	0.562	0.232
sister	hanzvadzi sikana	0.916	0.324	0.562
sisterhood	sisterhood	0.837	0.415	0.696
sit	gara	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	site	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	sitter	0.656	0.429	0.404
sitting	vagere	0.561	0.146	0.353
situate	situate	0.510	0.310	0.483
situated	iripo	0.542	0.231	0.543
situation	mamiriro ezvinhu	0.531	0.387	0.600
six	nhanhatu	0.500	0.154	0.271
sixpence	sixpence	0.469	0.417	0.463
sixteen	gumi nenhanhatu	0.583	0.290	0.324
sixth	chetanhatu	0.521	0.275	0.366
sixty	makumi matanhatu	0.694	0.240	0.433
sizable	sizable	0.727	0.337	0.657
size	ukuru	0.531	0.336	0.569
sizzle	sizzle	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	skate	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	skater	0.633	0.774	0.652
skating	skating	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	skein	0.449	0.372	0.287
skeletal	skeletal	0.306	0.558	0.318
skeleton	skeleton	0.183	0.464	0.343
skeptic	skeptic	0.135	0.440	0.500
skeptical	kusava nechokwadi	0.207	0.500	0.452
skepticism	kunyunyuta	0.229	0.480	0.582
sketch	mifananidzo	0.704	0.276	0.420
