Word	Ukrainian-uk	Valence	Arousal	Dominance
surgeon	хірург	0.500	0.598	0.793
surgery	хірургія	0.286	0.769	0.600
surgical	хірургічне	0.327	0.696	0.723
surly	похмурий	0.221	0.469	0.493
surmise	припущення	0.529	0.400	0.347
surname	прізвище	0.670	0.250	0.493
surpassing	перевершуючи	0.719	0.660	0.720
surplus	надлишок	0.602	0.680	0.630
surprise	здивування	0.875	0.875	0.562
surprised	здивований	0.784	0.855	0.539
surprises	сюрпризи	0.875	0.769	0.632
surprising	дивним	0.888	0.790	0.692
surprisingly	дивно	0.847	0.793	0.819
surreal	сюрреалістичний	0.550	0.529	0.670
surrender	капітуляція	0.115	0.396	0.186
surrendering	здавайся	0.198	0.411	0.245
surrogate	сурогат	0.406	0.590	0.472
surround	оточувати	0.542	0.623	0.627
surrounding	оточуючих	0.531	0.422	0.669
surroundings	оточення	0.600	0.346	0.492
surveillance	спостереження	0.365	0.720	0.718
survey	обстеження	0.580	0.357	0.379
surveying	зйомка	0.488	0.455	0.682
surveyor	геодезист	0.545	0.337	0.648
survival	виживання	0.541	0.798	0.879
survive	вижити	0.770	0.824	0.726
surviving	вижив	0.646	0.836	0.721
survivor	вижив	0.677	0.750	0.815
susceptibility	сприйнятливість	0.458	0.627	0.364
susceptible	сприйнятливий	0.438	0.449	0.304
sushi	суші	0.698	0.343	0.394
suspect	підозрюваний	0.133	0.750	0.509
suspected	підозрюваний	0.173	0.755	0.452
suspend	призупинити	0.240	0.320	0.368
suspended	призупинено	0.224	0.402	0.368
suspenders	підтяжки	0.391	0.333	0.500
suspense	очікування	0.286	0.775	0.402
suspension	підвіска	0.288	0.530	0.426
suspicion	підозри	0.204	0.711	0.377
suspicions	підозри	0.208	0.745	0.500
suspicious	підозрілий	0.153	0.745	0.431
sustain	підтримувати	0.635	0.358	0.593
sustained	стійкий	0.649	0.340	0.580
sustenance	підтримка	0.820	0.519	0.679
suture	шов	0.240	0.510	0.510
suv	SUV	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	тампон	0.470	0.364	0.259
swag	шваб	0.656	0.676	0.654
swagger	лайка	0.333	0.731	0.538
swallow	проковтнути	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	болото	0.245	0.425	0.235
swamped	затоплений	0.156	0.480	0.270
swampy	болотистий	0.306	0.390	0.412
swan	лебідь	0.781	0.225	0.357
swank	лайно	0.490	0.500	0.442
swap	обмін	0.552	0.500	0.509
swarm	рой	0.302	0.735	0.458
swarming	роїться	0.375	0.600	0.435
swastika	свастика	0.316	0.472	0.491
swat	штовхати	0.380	0.694	0.571
sway	колись	0.690	0.596	0.721
swear	клянусь	0.601	0.577	0.658
swearing	лайка	0.333	0.559	0.586
sweat	піт	0.388	0.579	0.297
sweater	светр	0.704	0.245	0.295
sweating	пітливість	0.292	0.667	0.265
sweatshirt	футболка	0.510	0.368	0.353
sweatshop	потік	0.385	0.797	0.602
sweaty	пітний	0.281	0.540	0.304
sweep	розмити	0.448	0.385	0.383
sweeper	прибиральник	0.470	0.549	0.414
sweeping	підмітання	0.344	0.431	0.355
sweet	солодкий	0.668	0.418	0.382
sweeten	підсолодити	0.908	0.455	0.423
sweetened	підсолоджений	0.940	0.461	0.398
sweetener	підсолоджувач	0.670	0.333	0.330
sweetest	солодкий	0.959	0.500	0.370
sweetheart	кохана	0.959	0.423	0.509
sweetie	милашка	0.990	0.549	0.560
sweetness	солодкість	0.906	0.474	0.528
sweets	солодощі	0.910	0.422	0.321
swell	розбухати	0.360	0.679	0.348
swelling	набряк	0.323	0.608	0.250
sweltering	обдурювання	0.204	0.644	0.362
swerve	стрибати	0.276	0.612	0.357
swift	швидкий	0.760	0.776	0.698
swiftly	швидко	0.660	0.885	0.618
swig	шпигувати	0.604	0.481	0.406
swill	залити	0.427	0.528	0.322
swim	плавати	0.688	0.461	0.529
swimmer	плавець	0.657	0.698	0.610
swimming	плавання	0.760	0.559	0.524
swimsuit	купальник	0.740	0.373	0.269
swindle	шахрайство	0.122	0.740	0.439
swindler	мошенник	0.125	0.721	0.575
swine	свині	0.340	0.519	0.277
swing	розмахувати	0.602	0.510	0.481
swinger	свингер	0.459	0.778	0.482
swinging	розмахуючи	0.656	0.510	0.312
swipe	проведіть пальцем	0.573	0.450	0.266
swirl	вихор	0.490	0.726	0.639
swish	розкидайся	0.562	0.510	0.474
switch	перемикач	0.500	0.538	0.509
switchblade	перемикач	0.357	0.596	0.528
switchboard	комутатор	0.571	0.519	0.558
swivel	поворотний	0.562	0.480	0.500
swollen	набряк	0.236	0.510	0.277
swoon	здуття	0.292	0.510	0.160
swoop	нахилятися	0.479	0.618	0.446
sword	меч	0.438	0.653	0.713
swordfish	меч-риба	0.564	0.520	0.442
swordplay	плісняк	0.616	0.750	0.528
swordsman	мечник	0.395	0.857	0.696
sycamore	Сикомор	0.500	0.401	0.527
syllable	слог	0.448	0.250	0.417
syllabus	навчальна програма	0.736	0.370	0.643
symbiotic	симбіотичний	0.832	0.425	0.406
symbol	символ	0.643	0.388	0.527
symbolic	символічний	0.670	0.385	0.574
symbolically	символічно	0.582	0.385	0.648
symbolism	символіка	0.688	0.347	0.640
symbolize	символізують	0.633	0.327	0.673
symmetric	симетричний	0.745	0.212	0.588
symmetrical	симетричний	0.542	0.263	0.569
symmetry	симетрія	0.604	0.274	0.500
sympathetic	співчутливий	0.796	0.434	0.609
sympathize	співчувати	0.770	0.627	0.644
sympathy	співчуття	0.827	0.497	0.634
symphonic	симфонічний	0.775	0.545	0.566
symphony	симфонія	0.765	0.490	0.600
symposium	симпозіум	0.573	0.394	0.644
symptom	симптом	0.380	0.529	0.434
symptomatic	симптоматичний	0.367	0.434	0.491
synagogue	синагога	0.531	0.300	0.544
synapse	синапс	0.660	0.471	0.491
synaptic	синаптичний	0.573	0.553	0.622
sync	синхронізувати	0.802	0.440	0.670
synchronize	синхронізувати	0.781	0.361	0.654
synchronous	синхронний	0.600	0.538	0.545
syncope	синкопея	0.245	0.538	0.398
syndicate	синдикат	0.439	0.491	0.673
syndrome	синдром	0.229	0.510	0.246
synergistic	синергічний	0.571	0.550	0.547
synergy	синергія	0.667	0.510	0.720
synod	синод	0.469	0.377	0.574
synonym	синонім	0.615	0.210	0.433
synonymous	синонім	0.480	0.323	0.400
synopsis	синопсис	0.541	0.390	0.482
synoptic	синоптичний	0.561	0.510	0.596
syntax	синтаксис	0.531	0.346	0.559
synthesis	синтез	0.604	0.315	0.377
synthesizer	синтезатор	0.500	0.410	0.592
synthetic	синтетичний	0.396	0.350	0.519
syphilis	сифіліс	0.071	0.606	0.245
syringe	шприц	0.250	0.680	0.330
syrup	сироп	0.620	0.223	0.318
system	система	0.615	0.346	0.764
systematic	систематичний	0.617	0.444	0.594
systematically	систематично	0.690	0.390	0.651
t-shirt	футболка	0.815	0.286	0.284
tab	вкладка	0.594	0.208	0.308
tabasco	табаско	0.375	0.546	0.404
tabby	таббі	0.510	0.426	0.387
tabernacle	скинія	0.408	0.480	0.605
table	стіл	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	скатертина	0.480	0.165	0.215
tablespoon	столова ложка	0.490	0.353	0.245
tablet	таблетка	0.562	0.330	0.438
tableware	посуд	0.677	0.250	0.276
tabloid	таблоїд	0.438	0.365	0.444
taboo	табу	0.198	0.794	0.482
tabular	табличний	0.438	0.330	0.462
tabulate	табулювати	0.480	0.403	0.598
tabulation	табуляція	0.396	0.346	0.526
tachometer	тахометр	0.398	0.394	0.518
tacit	мовчазний	0.459	0.340	0.473
tack	клейка	0.365	0.431	0.431
tackle	вирішувати	0.365	0.686	0.569
tackled	вирішено	0.438	0.612	0.569
tackling	вирішення проблем	0.480	0.694	0.613
tacky	липкий	0.245	0.490	0.373
taco	Тако	0.561	0.353	0.277
tact	такт	0.550	0.417	0.417
tactful	тактовний	0.704	0.292	0.537
tactic	тактика	0.531	0.434	0.798
tactical	тактичний	0.594	0.481	0.684
tactics	тактика	0.583	0.676	0.774
tactile	тактильний	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	головастик	0.350	0.434	0.218
taffeta	тафта	0.604	0.279	0.405
taffy	таффи	0.448	0.431	0.204
tag	тег	0.612	0.353	0.375
tail	хвіст	0.480	0.272	0.293
tailed	хвостик	0.438	0.358	0.351
tailgate	tailgate	0.323	0.340	0.398
tailings	хвости	0.439	0.311	0.446
taillight	задні фари	0.479	0.367	0.283
tailor	кравця	0.573	0.206	0.450
tailoring	пошиття одягу	0.673	0.540	0.566
tailpipe	вихлоп	0.460	0.429	0.409
taint	непристойний	0.141	0.425	0.226
take	брати	0.828	0.537	0.348
takeoff	зліт	0.755	0.884	0.626
takeout	виїзд	0.736	0.392	0.368
takeover	поглинання	0.663	0.531	0.861
taker	приймач	0.375	0.521	0.618
talcum	тальк	0.500	0.196	0.291
tale	казка	0.663	0.300	0.336
talent	талант	0.959	0.607	0.811
talented	талановитий	0.939	0.635	0.938
talisman	талісман	0.704	0.542	0.642
talk	говорити	0.833	0.346	0.594
talkative	розмовний	0.562	0.673	0.535
talker	диктор	0.500	0.604	0.552
tall	високий	0.725	0.591	0.538
tallies	таліс	0.551	0.290	0.402
tallow	товстий	0.344	0.283	0.290
tally	підрахувати	0.542	0.420	0.518
talon	талон	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	бубен	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	приборкав	0.385	0.783	0.815
taming	приборкання	0.569	0.514	0.575
tamper	вторгнутися	0.184	0.802	0.545
tampon	тампон	0.396	0.394	0.345
tan	засмагнути	0.643	0.460	0.444
tandem	тандем	0.552	0.406	0.485
tang	танг	0.594	0.383	0.340
tangent	дотична	0.573	0.373	0.454
tangerine	мандарин	0.571	0.271	0.395
tangible	відчутний	0.646	0.350	0.679
tangle	путатися	0.354	0.545	0.254
tangled	заплутаний	0.260	0.539	0.316
tango	танго	0.622	0.560	0.430
tank	танк	0.431	0.454	0.634
tank top	Майка	0.610	0.371	0.371
tanker	танкер	0.520	0.647	0.713
tanned	засмаглий	0.615	0.550	0.491
tantalizing	заворушення	0.525	0.788	0.625
tantamount	рівнозначний	0.633	0.288	0.670
tantrum	тантум	0.219	0.817	0.404
taoism	даосизм	0.490	0.250	0.456
tap	торкніться	0.461	0.370	0.349
tape	стрічка	0.531	0.277	0.254
tape measure	рулетка	0.406	0.250	0.360
taper	конус	0.541	0.410	0.415
tapering	звужується	0.344	0.380	0.237
tapestry	гобелен	0.520	0.176	0.362
tapeworm	стрічковий черв'як	0.357	0.334	0.331
tapioca	NO TRANSLATION	0.594	0.297	0.324
taps	крани	0.448	0.378	0.409
tar	NO TRANSLATION	0.438	0.440	0.570
tarantula	тарантула	0.260	0.718	0.544
tardiness	затримка	0.296	0.452	0.260
tardy	затишний	0.204	0.592	0.293
target	ціль	0.633	0.573	0.798
targeted	цілеспрямований	0.573	0.537	0.573
targeting	націлювання	0.510	0.420	0.580
tariff	тариф	0.459	0.402	0.491
tarmac	асфальт	0.357	0.302	0.398
tarnish	затьмарювати	0.204	0.441	0.342
tarot	таро	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	заморозити	0.392	0.413	0.388
tart	пиріг	0.719	0.380	0.219
tartan	Тартан	0.448	0.423	0.389
tartar	зубний камінь	0.214	0.351	0.212
task	завдання	0.550	0.353	0.500
tassel	кисть	0.552	0.330	0.307
taste	смак	0.802	0.406	0.465
tasteful	зі смаком	0.918	0.458	0.625
tasteless	без смаку	0.146	0.196	0.148
tasting	дегустація	0.781	0.603	0.600
tasty	смачно	0.959	0.786	0.555
tat	тат	0.429	0.380	0.404
tattler	Тоттлер	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	тату	0.490	0.602	0.525
taught	навчав	0.814	0.481	0.642
taunt	засмучений	0.083	0.696	0.355
taupe	таупе	0.406	0.340	0.386
taut	тугий	0.432	0.704	0.457
tavern	таверна	0.516	0.577	0.475
tawdry	тавдрі	0.375	0.510	0.398
tawny	темний	0.551	0.398	0.400
tax	податок	0.260	0.481	0.534
taxed	оподатковується	0.255	0.456	0.500
taxi	таксі	0.542	0.362	0.430
taxicab	машина таксі	0.479	0.430	0.355
taxonomy	таксономія	0.370	0.410	0.630
taxpayer	платник податків	0.592	0.528	0.647
tea	чай	0.698	0.163	0.370
teach	вчити	0.840	0.510	0.852
teacher	вчитель	0.760	0.404	0.885
teaching	викладання	0.822	0.444	0.736
teacup	чайник	0.633	0.135	0.277
teahouse	чайна кімната	0.802	0.314	0.288
teal	тіал	0.540	0.293	0.321
team	команда	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	товариш по команді	0.865	0.449	0.660
teamwork	командна робота	0.918	0.490	0.773
teapot	чайник	0.479	0.110	0.309
tear	розірвати	0.404	0.620	0.327
tearful	сльозу	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	сльоза	0.167	0.473	0.216
tease	дражнити	0.317	0.790	0.432
teaser	тизер	0.510	0.558	0.534
teasing	дражнити	0.235	0.725	0.352
teaspoon	чайна ложка	0.521	0.330	0.221
teat	соус	0.612	0.469	0.328
teatime	час чаю	0.847	0.159	0.339
tech	Технологія	0.684	0.491	0.732
technical	технічний	0.510	0.490	0.736
technicality	технічність	0.632	0.471	0.661
technician	технік	0.592	0.510	0.713
technique	техніка	0.760	0.414	0.593
techno	техно	0.561	0.539	0.500
technological	технологічний	0.680	0.452	0.815
technology	технологія	0.776	0.490	0.825
ted	тед	0.712	0.453	0.336
teddy bear	плюшевий ведмедик	0.890	0.170	0.192
tedious	утомливий	0.104	0.406	0.241
tedium	tedium	0.224	0.331	0.298
tee	трійник	0.459	0.373	0.377
teeming	переповнений	0.582	0.550	0.727
teen	підліток	0.729	0.531	0.568
teenage	підліток	0.667	0.673	0.558
teenager	підліток	0.781	0.593	0.527
teens	підлітки	0.653	0.660	0.440
teensy	театральний	0.520	0.427	0.347
teeny	маленький	0.427	0.418	0.216
teeth	зуби	0.520	0.388	0.427
teething	прорізування зубів	0.396	0.471	0.474
teflon	тефлон	0.354	0.245	0.434
telegram	телеграма	0.561	0.542	0.550
telegraph	телеграф	0.594	0.423	0.400
telekinesis	телекінез	0.582	0.646	0.667
telemetry	телеметрія	0.460	0.382	0.611
telepathic	телепатичний	0.602	0.490	0.642
telepathy	телепатія	0.594	0.510	0.588
telephone	телефон	0.694	0.520	0.425
telescope	телескоп	0.531	0.340	0.500
telescopic	телескопічний	0.490	0.290	0.660
telethon	телемарафон	0.643	0.641	0.473
teletype	телетайп	0.532	0.392	0.455
televised	телебачення	0.625	0.519	0.518
television	телебачення	0.633	0.391	0.547
