Word	Polish-pl	Valence	Arousal	Dominance
ringing	dzwonienie	0.724	0.598	0.693
ringleader	prowodyr	0.520	0.550	0.640
ringmaster	aranżer programu cyrkowego	0.630	0.622	0.732
ringside	pierwsze rzędy widowni	0.500	0.644	0.411
rink	lodowisko	0.551	0.392	0.392
rinse	wypłukać	0.663	0.168	0.409
riot	zamieszki	0.061	0.946	0.586
rioting	zamieszki	0.156	0.949	0.560
riotous	rozbrykany	0.163	0.837	0.588
riots	zamieszki	0.099	0.882	0.564
rip	rozerwać	0.146	0.676	0.365
riparian	nadbrzeżny	0.552	0.408	0.412
ripe	dojrzały	0.671	0.337	0.670
ripen	dojrzewać	0.755	0.373	0.671
ripening	dojrzewanie	0.615	0.490	0.759
ripper	rozpruwacz	0.219	0.887	0.642
ripple	marszczyć	0.500	0.453	0.370
rippling	falujący	0.500	0.480	0.327
rise	wzrost	0.667	0.593	0.745
rising	podniesienie	0.750	0.602	0.696
risk	ryzyko	0.240	0.816	0.438
risky	ryzykowny	0.224	0.922	0.700
risotto	risotto	0.802	0.454	0.234
rite	obrzęd	0.378	0.570	0.606
ritual	rytuał	0.375	0.520	0.508
ritualistic	rytualny	0.450	0.583	0.540
rival	rywalizować	0.286	0.605	0.574
rivalry	rywalizacja	0.192	0.765	0.538
river	rzeka	0.688	0.392	0.605
riverbank	Brzeg rzeki	0.684	0.300	0.330
riverbed	koryto rzeczne	0.610	0.233	0.421
riverboat	łódź rzeczna	0.561	0.347	0.462
rivet	nit	0.458	0.306	0.405
riveted	nitowane	0.385	0.439	0.443
riveting	nitowanie	0.448	0.544	0.394
roach	płoć	0.146	0.598	0.259
road	Droga	0.656	0.404	0.404
roadblock	przeszkoda na drodze	0.337	0.669	0.490
roadhouse	roadhouse	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	roadrunner	0.490	0.702	0.590
roads	drogi	0.677	0.448	0.496
roadside	przydroże	0.500	0.569	0.472
roadster	terenówka	0.531	0.622	0.473
roadtrip	wycieczka samochodem	0.677	0.596	0.519
roadway	jezdnia	0.562	0.206	0.509
roadworks	roboty drogowe	0.562	0.538	0.509
roam	wędrować	0.510	0.550	0.444
roar	ryk	0.427	0.816	0.675
roaring	ryk	0.449	0.817	0.634
roast	pieczeń	0.521	0.541	0.311
roasted	pieczony	0.615	0.520	0.339
rob	obrabować	0.112	0.840	0.500
robber	bandyta	0.135	0.772	0.481
robbery	rozbój	0.133	0.843	0.435
robe	szata	0.594	0.216	0.298
robin	rudzik	0.552	0.363	0.393
robot	robot	0.441	0.337	0.543
robotic	zrobotyzowany	0.417	0.602	0.657
robotics	robotyka	0.592	0.600	0.763
robust	krzepki	0.667	0.604	0.719
roc	roc	0.427	0.510	0.415
rock	skała	0.623	0.236	0.557
rocker	biegun	0.615	0.704	0.625
rocket	rakieta	0.664	0.824	0.774
rocks	skały	0.365	0.209	0.543
rod	pręt	0.479	0.319	0.355
rodent	gryzoń	0.323	0.577	0.279
rodeo	rodeo	0.490	0.676	0.588
roe	ikra	0.490	0.382	0.398
rogue	łobuz	0.334	0.713	0.636
role	rola	0.552	0.260	0.464
roll	rolka	0.469	0.510	0.172
roller	wałek	0.521	0.394	0.345
rollercoaster	kolejka górska	0.802	0.910	0.651
rollers	rolki	0.490	0.365	0.336
rollicking	hulaszczy	0.878	0.806	0.552
rolling	walcowanie	0.510	0.606	0.321
roman	rzymski	0.615	0.475	0.639
romance	romans	0.980	0.682	0.587
romantic	romantyczny	0.936	0.531	0.598
romanticism	romantyzm	0.854	0.521	0.593
romp	broić	0.610	0.640	0.417
roof	dach	0.602	0.226	0.342
rooftop	na dachu	0.571	0.471	0.461
rook	wieża	0.380	0.400	0.510
rookie	rekrut	0.583	0.370	0.198
room	pokój	0.729	0.283	0.445
roomful	pokojowy	0.786	0.425	0.634
roommate	współlokator	0.750	0.481	0.480
rooms	pokoje	0.677	0.241	0.386
roomy	przestronny	0.760	0.342	0.736
roost	grzęda	0.500	0.410	0.345
rooster	kogut	0.459	0.385	0.275
root	korzeń	0.602	0.279	0.508
root beer	piwo korzenne	0.582	0.520	0.415
rooted	ukorzeniony	0.510	0.527	0.718
rope	lina	0.385	0.280	0.345
ropes	liny	0.458	0.304	0.402
rosary	różaniec	0.806	0.140	0.430
rose	Róża	0.865	0.276	0.386
rosemary	rozmaryn	0.688	0.381	0.425
rosette	rozeta	0.469	0.410	0.310
roster	lista	0.531	0.306	0.381
rosy	różany	0.940	0.528	0.755
rot	gnić	0.031	0.558	0.301
rota	rota	0.320	0.462	0.209
rotary	obrotowy	0.573	0.462	0.528
rotate	obracać się	0.458	0.470	0.492
rotation	obrót	0.670	0.520	0.550
rote	uczenie się na pamięć	0.561	0.481	0.696
rotor	wirnik	0.500	0.458	0.404
rotten	zgniły	0.104	0.590	0.327
rotting	gnić	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	róż	0.562	0.400	0.382
rough	szorstki	0.406	0.794	0.632
roughly	w przybliżeniu	0.448	0.539	0.463
roughneck	chuligan	0.323	0.640	0.491
roughness	chropowatość	0.214	0.578	0.490
roulette	ruletka	0.326	0.690	0.422
round	okrągły	0.552	0.434	0.311
roundabout	rondo	0.490	0.425	0.495
rounded	bułczasty	0.592	0.391	0.396
roundup	łapanka	0.520	0.580	0.474
rouse	obudzić	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	porywający	0.714	0.517	0.692
rout	pogrom	0.163	0.625	0.233
route	trasa	0.583	0.353	0.518
routine	rutyna	0.365	0.219	0.333
rove	wędrować	0.457	0.400	0.400
rover	wędrowiec	0.510	0.538	0.421
roving	tułaczy	0.583	0.442	0.491
row	rząd	0.427	0.275	0.406
rowboat	łódź wiosłowa	0.455	0.393	0.353
rowdy	hałaśliwy	0.255	0.900	0.518
rowing	wioślarstwo	0.458	0.443	0.467
royal	królewski	0.796	0.430	0.759
royalty	rodzina królewska	0.832	0.571	0.833
rub	pocierać	0.521	0.565	0.400
rubber	gumowy	0.460	0.217	0.315
rubbers	gumy	0.604	0.360	0.414
rubbing	tarcie	0.406	0.569	0.440
rubbish	śmieci	0.198	0.454	0.164
rubble	gruz	0.308	0.509	0.289
rubdown	zeskrobanie	0.561	0.491	0.404
rubric	rubryka	0.427	0.260	0.500
ruby	rubin	0.663	0.408	0.544
ruckus	zamieszanie	0.271	0.706	0.411
rudder	ster	0.439	0.469	0.509
ruddy	rumiany	0.490	0.630	0.395
rude	niegrzeczny	0.061	0.821	0.402
rudeness	grubiaństwo	0.280	0.819	0.692
rudimentary	prymitywny	0.286	0.321	0.509
rudiments	zasady	0.385	0.520	0.373
rue	żałować	0.323	0.394	0.246
rueful	smutny	0.173	0.429	0.225
ruff	batalion	0.365	0.510	0.375
ruffian	drab	0.130	0.824	0.463
ruffle	wzburzyć	0.443	0.561	0.518
rug	dywan	0.520	0.240	0.245
rugby	rugby	0.677	0.820	0.708
rugged	chropowaty	0.561	0.569	0.793
ruin	ruina	0.125	0.588	0.192
ruination	ruina	0.184	0.582	0.209
ruined	zrujnowany	0.135	0.564	0.194
ruinous	rujnujący	0.255	0.690	0.275
ruins	gruzy	0.250	0.490	0.248
rule	reguła	0.567	0.427	0.593
ruler	linijka	0.440	0.400	0.631
ruling	rządzący	0.177	0.566	0.410
rum	rum	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	huk	0.367	0.745	0.613
rummage	grzebać	0.243	0.615	0.289
rumor	plotka	0.255	0.582	0.282
rumored	plotki	0.427	0.604	0.318
rump	zad	0.449	0.425	0.396
rumpus	raban	0.448	0.531	0.422
run	biegać	0.542	0.787	0.543
runaround	biegać dookoła	0.448	0.519	0.349
runaway	uciec	0.271	0.770	0.402
rundown	zniszczony	0.520	0.296	0.465
runes	runy	0.438	0.300	0.304
rung	szczebel drabiny	0.510	0.355	0.368
runner	biegacz	0.459	0.747	0.632
running	bieganie	0.730	0.858	0.442
running shoes	buty do biegania	0.653	0.573	0.491
runny	cieknący	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	pas startowy	0.585	0.373	0.406
rupture	pęknięcie	0.125	0.633	0.430
rural	wiejski	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	pośpiech	0.406	0.809	0.546
rushing	gwałtowny	0.398	0.821	0.529
rust	rdza	0.281	0.265	0.321
rusted	zardzewiałe	0.286	0.357	0.302
rustic	rustykalny	0.369	0.657	0.491
rustle	szelest	0.333	0.538	0.394
rustler	koniokrad	0.281	0.830	0.429
rusty	zardzewiały	0.271	0.345	0.231
rut	rykowisko	0.333	0.310	0.392
ruth	litość	0.469	0.427	0.444
ruthless	bezwzględny	0.208	0.850	0.670
rye	żyto	0.490	0.298	0.411
sabbatical	szabasowy	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	sobole	0.449	0.596	0.500
sabotage	sabotaż	0.135	0.906	0.500
saboteur	sabotażysta	0.250	0.804	0.407
sac	worek	0.344	0.245	0.226
sack	worek	0.385	0.337	0.264
sacrament	sakrament	0.690	0.316	0.700
sacred	poświęcony	0.833	0.375	0.862
sacrifice	poświęcać się	0.208	0.833	0.534
sacrifices	ofiary	0.281	0.717	0.538
sacrificial	ofiarny	0.198	0.755	0.452
sacrilege	świętokradztwo	0.281	0.708	0.491
sacrilegious	świętokradczy	0.146	0.736	0.449
sad	smutny	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	saddens	0.104	0.436	0.144
saddle	siodło	0.510	0.509	0.306
sadist	sadysta	0.042	0.918	0.500
sadistic	sadystyczny	0.031	0.906	0.618
sadly	niestety	0.047	0.255	0.216
sadness	smutek	0.052	0.288	0.164
safari	safari	0.663	0.673	0.640
safe	bezpieczny	0.898	0.306	0.759
safeguard	zabezpieczenie	0.786	0.624	0.700
safekeeping	przechowanie	0.653	0.510	0.586
safety	bezpieczeństwo	0.708	0.491	0.868
saffron	Szafran	0.443	0.373	0.349
sag	zwis	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	szałwia	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	żagiel	0.615	0.220	0.325
sailboat	żaglówka	0.719	0.392	0.381
sailing	Żeglarstwo	0.667	0.520	0.500
sailor	marynarz	0.500	0.588	0.500
saint	święty	0.812	0.240	0.693
sainted	sainted	0.708	0.296	0.676
saintly	świętobliwy	0.865	0.286	0.591
sake	wzgląd	0.490	0.573	0.407
salad	Sałatka	0.750	0.260	0.307
salamander	salamandra	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	wynagrodzenie	0.786	0.480	0.652
sale	sprzedaż	0.647	0.602	0.573
salesgirl	sprzedawczyni	0.582	0.490	0.605
salesman	sprzedawca	0.643	0.559	0.664
salient	wystający	0.600	0.573	0.702
saline	solankowy	0.430	0.340	0.385
saliva	ślina	0.214	0.265	0.236
sally	wypad	0.604	0.390	0.451
salmon	łosoś	0.760	0.250	0.444
salmonella	Salmonella	0.167	0.608	0.312
salon	salon	0.531	0.296	0.463
saloon	salon	0.630	0.300	0.364
salsa	Salsa	0.742	0.500	0.370
salt	Sól	0.323	0.312	0.306
salted	posolony	0.333	0.400	0.304
saltwater	słona woda	0.327	0.330	0.364
salty	słony	0.388	0.531	0.288
salutary	zbawienny	0.885	0.360	0.686
salutation	pozdrowienie	0.878	0.417	0.500
salute	salut	0.833	0.542	0.681
salvage	odzysk	0.622	0.510	0.832
salvation	zbawienie	0.857	0.480	0.800
salve	maść	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	identyczność	0.531	0.330	0.484
sample	próba	0.521	0.187	0.452
samurai	samuraj	0.562	0.736	0.838
sanatorium	sanatorium	0.469	0.490	0.491
sanctification	uświęcenie	0.770	0.431	0.816
sanctified	uświęcony	0.792	0.240	0.612
sanctify	uświęcać	0.673	0.443	0.783
sanctimonious	świętoszkowaty	0.240	0.365	0.327
sanction	sankcja	0.201	0.750	0.517
sanctioned	usankcjonowane	0.323	0.696	0.391
sanctity	świętość	0.771	0.330	0.628
sanctuary	sanktuarium	0.863	0.226	0.575
sanctum	sanktuarium	0.521	0.438	0.657
sand	piasek	0.582	0.279	0.304
sandal	sandał	0.490	0.283	0.333
sandbox	piaskownica	0.573	0.274	0.264
sander	szlifierka	0.438	0.580	0.445
sandman	sandman	0.479	0.469	0.388
sandpaper	papier ścierny	0.417	0.425	0.404
sands	piaski	0.646	0.304	0.377
sandstorm	Burza piaskowa	0.324	0.821	0.629
sandwich	kanapka	0.672	0.314	0.310
sandy	piaszczysty	0.406	0.265	0.296
sane	rozsądny	0.760	0.235	0.670
sanguine	optymistyczny	0.520	0.560	0.545
sanitarium	sanatorium	0.448	0.645	0.570
sanitary	sanitarny	0.458	0.320	0.425
sanitation	urządzenia sanitarne	0.742	0.312	0.500
sanity	zdrowie psychiczne	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	Święty	0.735	0.286	0.509
sap	sok roślinny	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	szafir	0.770	0.472	0.651
sappy	soczysty	0.583	0.469	0.330
sarcasm	sarkazm	0.125	0.685	0.346
sarcastic	sarkastyczny	0.397	0.781	0.298
sarcoma	mięsak	0.260	0.519	0.402
sarcophagus	sarkofag	0.271	0.561	0.435
sardine	sardynka	0.541	0.236	0.236
sardonic	sardoniczny	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	szarfa	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	impertynencki	0.271	0.704	0.320
satanic	szatański	0.062	0.843	0.720
satchel	tornister	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satelita	0.562	0.409	0.764
satin	satyna	0.519	0.396	0.481
satire	satyra	0.458	0.655	0.472
satirical	satyryczny	0.323	0.615	0.538
satisfaction	zadowolenie	0.939	0.637	0.673
satisfactorily	zadowalająco	0.765	0.570	0.802
satisfactory	zadowalający	0.959	0.569	0.702
satisfied	zadowolona	0.959	0.510	0.685
satisfy	usatysfakcjonować	0.867	0.790	0.705
satisfying	dogadzający	0.890	0.606	0.814
saturate	nasycić	0.281	0.680	0.467
saturated	nasycony	0.474	0.700	0.442
saturation	nasycenie	0.255	0.582	0.583
satyr	satyr	0.280	0.639	0.500
sauce	sos	0.562	0.515	0.288
saucepan	rondel	0.347	0.264	0.321
saucer	spodek	0.510	0.327	0.337
saucy	pyskaty	0.250	0.653	0.391
sauerkraut	kapusta kiszona	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	kiełbasa	0.542	0.429	0.300
savage	brutalny	0.204	0.931	0.605
savagery	dzikość	0.219	0.907	0.711
savanna	sawanna	0.606	0.147	0.394
savannah	sawanna	0.729	0.212	0.309
savant	uczony	0.781	0.451	0.818
save	zapisać	0.770	0.439	0.682
saver	wygaszacz	0.745	0.382	0.802
saving	oszczędność	0.663	0.230	0.621
savings	oszczędności	0.776	0.431	0.608
savior	Zbawiciel	0.920	0.469	0.804
savor	smak	0.827	0.552	0.526
savory	cząber	0.812	0.717	0.619
savvy	rozumieć	0.719	0.520	0.706
saw	Piła	0.316	0.541	0.518
sawdust	trociny	0.398	0.279	0.241
sawmill	tartak	0.427	0.378	0.434
sax	sax	0.573	0.465	0.409
saxophone	saksofon	0.688	0.444	0.482
say	mówić	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	parch	0.354	0.330	0.272
scabbard	pochwa miecza	0.325	0.219	0.217
scaffold	szafot	0.480	0.500	0.336
scaffolding	rusztowanie	0.496	0.366	0.545
scalding	oparzenie	0.271	0.540	0.381
scale	skala	0.310	0.350	0.577
scales	waga	0.439	0.330	0.491
scallop	przegrzebek	0.490	0.363	0.331
scalp	oskalpować	0.347	0.346	0.302
scalpel	skalpel	0.302	0.700	0.482
scaly	łuskowaty	0.281	0.481	0.358
scam	oszustwo	0.042	0.745	0.418
scamp	łobuz	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	skandować	0.479	0.423	0.470
scandal	skandal	0.122	0.821	0.557
scandalous	skandaliczny	0.135	0.907	0.556
scanner	skaner	0.531	0.356	0.567
scanty	ubogi	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	kozioł ofiarny	0.184	0.685	0.481
scar	blizna	0.146	0.500	0.397
scarab	skarabeusz	0.406	0.458	0.267
scarce	deficytowy	0.292	0.324	0.218
scarcely	ledwie	0.082	0.412	0.160
scarcity	niedostatek	0.167	0.500	0.182
scare	przestraszyć	0.122	0.910	0.264
scarecrow	strach na wróble	0.219	0.274	0.349
scared	przerażony	0.146	0.828	0.185
scares	przeraża	0.122	0.847	0.386
scarf	szalik	0.750	0.224	0.224
scarier	bardziej przerażające	0.156	0.846	0.472
scariest	przerażający	0.167	0.863	0.538
scarlet	szkarłat	0.507	0.390	0.411
scary	straszny	0.062	0.952	0.528
scat	zwiać	0.337	0.548	0.409
scatter	rozpraszać	0.229	0.620	0.404
scattered	rozsiany	0.208	0.380	0.238
scattering	rozproszenie	0.347	0.550	0.394
scavenger	padlinożerca	0.177	0.578	0.408
scenario	scenariusz	0.667	0.510	0.683
scene	scena	0.570	0.340	0.578
scenery	sceneria	0.745	0.253	0.592
scenic	sceniczny	0.684	0.548	0.756
scent	zapach	0.633	0.410	0.491
scented	pachnące	0.865	0.509	0.431
scepter	berło	0.630	0.300	0.670
sceptical	sceptyczny	0.214	0.387	0.466
scepticism	sceptycyzm	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	harmonogram	0.510	0.380	0.480
schematic	schematyczny	0.490	0.284	0.647
scheme	schemat	0.521	0.269	0.577
schilling	szyling	0.367	0.410	0.418
schism	schizma	0.280	0.569	0.386
schizophrenia	schizofrenia	0.092	0.880	0.435
schizophrenic	schizofreniczny	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	sznycel	0.365	0.430	0.382
scholar	uczony	0.694	0.421	0.731
scholarly	uczony	0.750	0.466	0.709
scholarship	stypendium	0.866	0.490	0.625
scholastic	scholastyczny	0.500	0.470	0.491
school	szkoła	0.765	0.423	0.633
schoolboy	uczeń	0.623	0.385	0.441
schoolgirl	uczennica	0.760	0.521	0.415
schoolhouse	szkoła	0.602	0.407	0.672
schooling	szkolenie	0.582	0.462	0.640
schoolmaster	nauczyciel	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	prace domowe	0.479	0.500	0.481
schoolyard	szkolne	0.684	0.529	0.440
schooner	szkuner	0.635	0.408	0.427
sciatica	ischias	0.286	0.443	0.393
science	nauka	0.588	0.429	0.741
scientific	naukowy	0.653	0.510	0.836
scientist	naukowiec	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	iskrzący	0.650	0.736	0.612
scintillation	scyntylacja	0.576	0.579	0.573
scintillator	scyntylator	0.583	0.670	0.510
scion	potomek	0.490	0.380	0.451
scissors	nożyczki	0.458	0.462	0.302
scoff	szydzić	0.125	0.686	0.306
scold	nakrzyczeć	0.194	0.755	0.626
scolding	besztanie	0.071	0.833	0.417
scone	rożek	0.418	0.287	0.229
scoop	szufelka	0.583	0.543	0.640
scoot	wiać	0.510	0.490	0.412
scooter	skuter	0.510	0.587	0.371
scope	zakres	0.656	0.386	0.718
scorch	przypiekać	0.214	0.689	0.491
scorching	upalny	0.406	0.635	0.464
score	wynik	0.670	0.388	0.589
scoreboard	tablica wyników	0.667	0.484	0.472
scorer	markier	0.730	0.608	0.764
scores	wyniki	0.594	0.469	0.629
scorn	pogarda	0.110	0.721	0.356
scorned	pogardzany	0.062	0.529	0.226
scornful	pogardliwy	0.173	0.608	0.368
scorpion	Skorpion	0.198	0.745	0.600
scotch	Szkocka	0.578	0.520	0.615
scoundrel	łajdak	0.094	0.740	0.412
scour	przeszukać	0.388	0.602	0.632
scourge	biczować	0.214	0.640	0.302
scout	zwiadowca	0.656	0.611	0.763
scowl	groźne spojrzenie	0.302	0.600	0.413
scrabble	bazgrać	0.625	0.412	0.399
scram	odwalić się	0.306	0.485	0.409
scramble	rozchwytać	0.469	0.744	0.500
scrambled	wymieszany	0.451	0.535	0.539
scrambler	skrambler	0.417	0.550	0.444
scrambling	mieszanie	0.421	0.810	0.731
scrap	skrawek	0.156	0.339	0.173
scrapbook	album na wycinki	0.562	0.274	0.432
scrape	zeskrobać	0.365	0.615	0.384
scrapie	trzęsawka	0.306	0.706	0.231
scraping	skrobanie	0.265	0.479	0.305
scrappy	sklecony	0.301	0.375	0.406
scratch	zadraśnięcie	0.276	0.625	0.270
scratchy	szorstki	0.235	0.610	0.436
scrawny	chudy	0.276	0.422	0.245
scream	krzyk	0.188	0.863	0.594
screamer	krzykacz	0.156	0.670	0.392
screaming	krzyczeć	0.245	0.901	0.460
screech	pisk	0.214	0.802	0.306
screen	ekran	0.670	0.300	0.417
screening	ekranizacja	0.562	0.570	0.709
screenplay	scenariusz	0.500	0.406	0.518
screenwriter	scenarzysta	0.571	0.500	0.712
screw	wkręt	0.385	0.460	0.377
screwball	wirująca piłka	0.271	0.680	0.505
screwdriver	Śrubokręt	0.520	0.519	0.439
screwed	pijany	0.302	0.520	0.464
screwy	ciemny	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	bazgrać	0.429	0.453	0.358
scribe	uczony w piśmie	0.541	0.264	0.491
scrimmage	bójka	0.367	0.660	0.411
scrip	scrip	0.430	0.462	0.455
script	scenariusz	0.610	0.450	0.527
scriptural	biblijny	0.551	0.250	0.596
scripture	pismo	0.745	0.270	0.630
scroll	zwój	0.375	0.630	0.409
scrotum	worek mosznowy	0.396	0.653	0.361
scrounge	wyżebrać	0.210	0.565	0.397
scrounger	złodziejaszek	0.323	0.490	0.358
scrub	zarośla	0.417	0.420	0.500
scruffy	niechlujny	0.194	0.435	0.176
scrumptious	byczy	0.959	0.650	0.566
scrupulous	skrupulatny	0.545	0.685	0.602
scrutinize	lustrować	0.458	0.587	0.573
scrutiny	badanie	0.500	0.653	0.658
scuba	nurkować	0.542	0.494	0.456
scuff	zdzierać	0.165	0.560	0.376
scuffle	bójka	0.146	0.800	0.529
scullery	pomywalnia naczyń	0.469	0.337	0.353
sculptor	rzeźbiarz	0.653	0.431	0.694
sculpture	rzeźba	0.750	0.346	0.490
sculptured	rzeźbiony	0.708	0.373	0.557
scum	szumowiny	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	pędzić	0.398	0.647	0.509
scurvy	szkorbut	0.354	0.462	0.312
scuttle	właz	0.438	0.398	0.430
sea	morze	0.833	0.353	0.589
seaboard	wybrzeże	0.663	0.356	0.507
seafood	owoce morza	0.656	0.500	0.328
seagull	mewa	0.635	0.245	0.314
seal	foka	0.490	0.218	0.518
seals	pieczęcie	0.412	0.241	0.402
seam	szew	0.427	0.250	0.414
seaman	marynarz	0.520	0.510	0.672
seamless	bezszwowy	0.459	0.140	0.302
seamstress	krawcowa	0.535	0.288	0.389
seaport	port morski	0.594	0.317	0.491
sear	przypalić	0.490	0.553	0.600
search	Szukaj	0.635	0.580	0.462
searching	badawczy	0.534	0.657	0.466
searchlight	reflektor	0.622	0.510	0.552
seared	smażone	0.229	0.410	0.398
seashore	pobrzeże	0.796	0.310	0.375
seasick	cierpiący na morską chorobę	0.115	0.683	0.245
seaside	nadmorski	0.887	0.520	0.508
season	pora roku	0.792	0.410	0.519
seasonal	sezonowy	0.592	0.273	0.305
seasoned	zaprawiony	0.812	0.570	0.509
seasoning	przyprawa	0.633	0.388	0.479
seat	siedzenie	0.542	0.281	0.434
seatbelt	pasy bezpieczeństwa	0.656	0.314	0.726
seating	osadzenie	0.552	0.265	0.286
seawater	woda morska	0.760	0.197	0.491
seaweed	wodorost	0.446	0.286	0.382
sec	sec	0.490	0.385	0.380
secession	secesja	0.323	0.561	0.509
secluded	odosobniony	0.357	0.265	0.240
seclusion	odosobnienie	0.230	0.558	0.505
second	druga	0.490	0.210	0.250
second cousin	drugi kuzyn	0.698	0.360	0.441
secondary	wtórny	0.636	0.375	0.260
secondhand	z drugiej ręki	0.194	0.389	0.283
secrecy	tajność	0.294	0.549	0.475
secret	sekret	0.479	0.580	0.509
secretariat	sekretariat	0.518	0.459	0.597
secretary	sekretarz	0.612	0.426	0.561
secrete	wydzielać	0.427	0.567	0.518
secretion	wydzielanie	0.354	0.582	0.529
secretive	skryty	0.390	0.250	0.538
