Word	Icelandic-is	Valence	Arousal	Dominance
variegated	Variegated	0.398	0.549	0.406
variety	fjölbreytni	0.714	0.472	0.598
various	ýmsar	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	lakk	0.448	0.353	0.361
varsity	varsity	0.710	0.594	0.670
vary	breytilegt	0.521	0.373	0.413
varying	mismunandi	0.552	0.471	0.385
vascular	æðakerfi	0.516	0.451	0.627
vase	vasi	0.638	0.225	0.215
vasectomy	vöðvaverkir	0.208	0.663	0.431
vassal	Vassal	0.417	0.525	0.196
vast	mikill	0.520	0.535	0.545
vat	kt	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	vault	0.490	0.378	0.644
vaulted	vaulted	0.417	0.460	0.542
vaulting	vaulting	0.510	0.323	0.520
veal	kálfakjöt	0.438	0.337	0.410
vector	vektor	0.538	0.308	0.482
veer	veer	0.469	0.430	0.338
vega	vega	0.510	0.333	0.434
vegan	vegan	0.490	0.226	0.357
vegetable	grænmeti	0.551	0.120	0.289
vegetarian	grænmetisæta	0.562	0.255	0.407
vegetarianism	grænmetisæta	0.510	0.269	0.407
vegetation	gróður	0.740	0.177	0.500
vegetative	grænmetisæta	0.500	0.270	0.351
veggie	veggie	0.602	0.245	0.409
vehement	heppinn	0.500	0.500	0.575
vehicle	ökutæki	0.641	0.565	0.500
veil	blæja	0.500	0.235	0.415
veiled	dulbúið	0.370	0.317	0.324
vein	æð	0.347	0.373	0.318
veined	veined	0.487	0.459	0.294
vellum	vellum	0.500	0.349	0.321
velocity	hraða	0.673	0.769	0.783
velour	velour	0.670	0.292	0.412
velvet	flauel	0.663	0.226	0.304
velvety	velvety	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	vendetta	0.198	0.784	0.583
vending	vending	0.417	0.565	0.549
vendor	seljanda	0.541	0.541	0.627
veneer	spónn	0.490	0.265	0.289
venerable	venerable	0.708	0.369	0.600
veneration	veneration	0.745	0.650	0.712
venereal	venereal	0.302	0.654	0.424
venetian	venetian	0.633	0.373	0.464
vengeance	hefnd	0.103	0.927	0.719
vengeful	vengeful	0.150	0.840	0.561
venison	dýralíf	0.510	0.422	0.296
venom	eitri	0.125	0.770	0.491
venomous	eitraður	0.159	0.841	0.636
venous	bláæð	0.406	0.571	0.453
vent	vent	0.479	0.519	0.529
ventilation	loftræsting	0.719	0.451	0.568
ventilator	loftræstikerfi	0.471	0.353	0.344
venting	venting	0.375	0.388	0.418
ventricle	ventricle	0.520	0.387	0.464
ventricular	slegli	0.440	0.549	0.475
ventriloquist	ventriloquist	0.552	0.600	0.526
venture	hættuspil	0.893	0.810	0.644
venue	vettvangur	0.727	0.316	0.395
veracity	sannleikur	0.735	0.724	0.798
veranda	verönd	0.743	0.343	0.439
verb	sögn	0.582	0.312	0.414
verbal	munnleg	0.520	0.291	0.562
verbatim	orðatiltæki	0.562	0.255	0.574
verbiage	verbiage	0.429	0.560	0.535
verbose	ótrúlegt	0.439	0.480	0.635
verbosity	verbosity	0.300	0.491	0.451
verdant	grænn	0.600	0.260	0.389
verdict	úrskurður	0.325	0.689	0.800
verge	barmi	0.500	0.337	0.305
verification	sannprófun	0.750	0.276	0.642
verified	staðfest	0.781	0.367	0.677
verify	staðfesta	0.761	0.481	0.704
verily	sannarlega	0.713	0.351	0.585
veritable	veritable	0.794	0.330	0.759
vermin	meindýr	0.167	0.712	0.385
vermouth	vermouth	0.503	0.480	0.425
vernacular	þjóðerni	0.479	0.453	0.615
vernal	vernal	0.553	0.402	0.451
veronica	veronica	0.594	0.399	0.402
versatile	fjölhæfur	0.906	0.625	0.714
versatility	fjölhæfni	0.878	0.585	0.750
verse	vers	0.667	0.269	0.336
version	útgáfa	0.604	0.423	0.538
versus	á móti	0.310	0.500	0.447
vert	vert	0.490	0.375	0.434
vertebra	hryggjarlið	0.427	0.330	0.532
vertebral	hryggjarlið	0.308	0.434	0.525
vertex	hornpunktur	0.316	0.510	0.491
vertical	lóðrétt	0.520	0.387	0.492
vertically	lóðrétt	0.534	0.385	0.545
vertigo	svimi	0.292	0.655	0.445
verve	verve	0.724	0.840	0.693
very negative	mjög neikvætt	0.062	0.521	0.148
very positive	mjög jákvætt	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	vesicle	0.359	0.509	0.379
vesicular	blöðruhálskirtli	0.214	0.440	0.483
vessel	skip	0.490	0.398	0.538
vest	vestur	0.667	0.380	0.371
vested	eignast	0.663	0.415	0.648
vestibule	vestibule	0.541	0.385	0.422
vestige	vestige	0.562	0.470	0.454
vet	dýralæknir	0.531	0.400	0.644
veteran	öldungur	0.560	0.431	0.759
veterinarian	dýralæknir	0.582	0.418	0.542
veterinary	dýralækni	0.656	0.450	0.603
veto	neitunarvald	0.271	0.462	0.509
vexed	vexed	0.115	0.802	0.413
viability	hagkvæmni	0.776	0.500	0.684
viable	raunhæfur	0.656	0.320	0.667
viaduct	viaduct	0.420	0.440	0.662
vial	hettuglas	0.594	0.346	0.445
vibe	vibe	0.710	0.480	0.517
vibes	vibes	0.635	0.688	0.574
vibrant	lifandi	0.771	0.824	0.782
vibrate	titra	0.500	0.698	0.604
vibration	titringur	0.583	0.657	0.528
vibrator	titrari	0.479	0.798	0.500
vibratory	titringur	0.542	0.690	0.527
vicar	þingmaður	0.531	0.370	0.555
vicarious	vicarious	0.479	0.452	0.517
vice	löstur	0.296	0.778	0.480
viceroy	viceroy	0.541	0.481	0.712
vicinity	nágrenni	0.700	0.353	0.466
vicious	grimmur	0.208	0.694	0.407
victim	fórnarlamb	0.115	0.676	0.202
victimized	fórnarlömb	0.115	0.644	0.273
victor	sigurvegari	0.802	0.587	0.796
victoria	Victoria	0.896	0.811	0.837
victorious	sigraður	0.884	0.886	0.946
victory	sigur	0.938	0.735	0.931
video	myndband	0.646	0.577	0.427
video game	tölvuleikur	0.707	0.765	0.414
videotape	myndband	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	útsýni	0.896	0.292	0.555
viewer	áhorfandi	0.592	0.358	0.558
viewing	að skoða	0.690	0.394	0.598
viewpoint	sjónarmið	0.673	0.306	0.644
vigil	vigil	0.521	0.480	0.491
vigilance	árvekni	0.490	0.615	0.724
vigilant	vakandi	0.469	0.643	0.791
vigilante	vigilante	0.418	0.627	0.720
vignette	vignette	0.717	0.283	0.382
vigor	kraftur	0.860	0.755	0.811
vigorous	öflugt	0.857	0.770	0.897
viking	víkingur	0.541	0.755	0.605
vile	grimmur	0.083	0.537	0.553
villa	Villa	0.698	0.290	0.345
village	þorp	0.684	0.367	0.336
villager	þorpsbúa	0.710	0.387	0.509
villain	illmenni	0.177	0.892	0.590
villainous	illmenni	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	staðfesta	0.656	0.596	0.767
vindicated	staðfesta	0.615	0.480	0.609
vindication	vottun	0.531	0.632	0.764
vindictive	vindictive	0.092	0.830	0.500
vine	vínviður	0.531	0.292	0.405
vinegar	ediki	0.276	0.370	0.356
vineyard	víngarð	0.806	0.382	0.595
vintage	uppskerutími	0.680	0.390	0.481
vinyl	vinyl	0.490	0.241	0.440
viola	viola	0.521	0.461	0.481
violate	brjóta gegn	0.061	0.970	0.519
violation	brot	0.083	0.892	0.413
violence	ofbeldi	0.061	0.933	0.719
violent	ofbeldi	0.112	0.918	0.616
violently	ofbeldi	0.120	0.970	0.527
violet	fjólublátt	0.688	0.272	0.401
violin	fiðlu	0.823	0.396	0.389
violinist	fiðluleikari	0.804	0.302	0.538
viper	viper	0.173	0.846	0.632
viral	veiru	0.240	0.612	0.518
virgin	mey	0.622	0.433	0.462
virginal	mey	0.673	0.577	0.464
virginity	meyja	0.691	0.676	0.576
virility	virility	0.684	0.670	0.718
virology	veirufræði	0.418	0.569	0.562
virtual	raunverulegur	0.598	0.532	0.463
virtually	nánast	0.594	0.521	0.625
virtue	dyggð	0.896	0.443	0.827
virtuoso	virtuoso	0.929	0.591	0.863
virtuous	virtuous	0.890	0.530	0.822
virulence	virulence	0.094	0.533	0.438
virus	veira	0.277	0.740	0.443
visa	vegabréfsáritun	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	seigja	0.417	0.521	0.454
viscous	seigfljótandi	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	sýnileiki	0.750	0.444	0.676
visible	sýnilegt	0.750	0.342	0.509
visibly	sýnilega	0.724	0.373	0.591
vision	sýn	0.708	0.447	0.742
visionary	sjónrænt	0.823	0.565	0.791
visit	heimsækja	0.771	0.443	0.445
visitation	heimsókn	0.729	0.346	0.534
visiting	heimsækja	0.729	0.440	0.519
visitor	gestur	0.646	0.480	0.461
visor	hjálmgríma	0.396	0.490	0.265
vista	vista	0.698	0.390	0.450
visual	sjónræn	0.813	0.462	0.462
visualize	sjón	0.635	0.431	0.537
vital	mikilvægt	0.750	0.716	0.847
vitality	orku	0.923	0.565	0.869
vitals	vitals	0.704	0.604	0.798
vitamin	vítamín	0.827	0.330	0.560
vitreous	gljáa	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
vivacious	vivacious	0.780	0.820	0.758
vivid	skær	0.698	0.627	0.667
vixen	vixen	0.367	0.615	0.414
vocabulary	orðaforða	0.530	0.247	0.585
vocal	söngvari	0.583	0.352	0.340
vocalist	söngvari	0.688	0.596	0.596
vocation	köllun	0.833	0.426	0.686
vodka	vodka	0.510	0.632	0.491
vogue	vogue	0.740	0.491	0.538
voice	rödd	0.594	0.343	0.528
voiceless	voiceless	0.271	0.235	0.131
voicemail	talhólf	0.458	0.453	0.406
void	ógilt	0.135	0.163	0.130
volatile	óstöðugur	0.323	0.786	0.565
volatility	sveiflur	0.281	0.755	0.553
volcanic	eldgos	0.344	0.910	0.781
volcano	eldfjall	0.240	0.844	0.787
volition	vilji	0.480	0.587	0.578
volley	volley	0.529	0.460	0.336
volleyball	blak	0.640	0.700	0.458
voltage	Spenna	0.382	0.855	0.621
voltmeter	voltmeter	0.599	0.596	0.545
volume	rúmmál	0.552	0.490	0.546
volumes	bindi	0.552	0.452	0.520
voluminous	voluminous	0.561	0.450	0.658
voluntarily	sjálfviljugur	0.847	0.460	0.527
voluntary	sjálfboðavinnu	0.771	0.460	0.643
volunteer	sjálfboðaliði	0.888	0.422	0.596
volunteering	sjálfboðaliða	0.844	0.614	0.603
volunteers	sjálfboðaliðar	0.820	0.448	0.630
voluptuous	voluptuous	0.673	0.719	0.792
vomit	uppköst	0.073	0.569	0.188
vomiting	uppköst	0.156	0.780	0.157
voodoo	voodoo	0.188	0.600	0.453
voracious	voracious	0.385	0.892	0.694
vortex	vortex	0.408	0.691	0.602
vote	atkvæði	0.582	0.500	0.649
voter	kjósandi	0.612	0.538	0.754
voting	atkvæðagreiðsla	0.615	0.602	0.768
votive	votive	0.479	0.460	0.453
vouch	staðfesta	0.625	0.417	0.746
voucher	voucher	0.622	0.416	0.601
vow	heit	0.560	0.510	0.664
vowel	vowel	0.490	0.283	0.311
voyage	ferð	0.816	0.714	0.580
voyager	voyager	0.684	0.596	0.627
voyeur	voyeur	0.479	0.615	0.466
vulgar	dónalegur	0.083	0.820	0.445
vulgarity	vulgarity	0.104	0.870	0.346
vulnerability	varnarleysi	0.250	0.510	0.267
vulnerable	viðkvæm	0.198	0.490	0.245
vulture	gos	0.316	0.604	0.472
wacko	Wacko	0.271	0.574	0.330
wacky	Wacky	0.153	0.720	0.321
wad	wad	0.333	0.318	0.259
waddle	waddle	0.490	0.453	0.388
wade	vaða	0.510	0.656	0.472
wafer	diskur	0.677	0.360	0.313
waffle	vöffla	0.708	0.394	0.327
wag	wag	0.448	0.490	0.481
wage	launa	0.635	0.480	0.565
wager	veðja	0.479	0.816	0.615
wages	laun	0.776	0.440	0.620
wagon	vagn	0.490	0.461	0.474
wail	kveina	0.418	0.724	0.393
waist	mitti	0.542	0.448	0.351
waistcoat	vesti	0.542	0.320	0.389
waistline	mitti	0.560	0.417	0.320
wait	bíddu	0.224	0.167	0.264
waiter	þjónn	0.459	0.300	0.295
waiting	bíða	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	þjónustustúlka	0.646	0.531	0.352
waive	afsal	0.276	0.559	0.311
waiver	undanþágu	0.396	0.630	0.373
wake	vakna	0.700	0.470	0.512
walk	ganga	0.643	0.412	0.450
walker	Walker	0.551	0.491	0.525
walking	ganga	0.708	0.480	0.781
walkout	ganga út	0.292	0.853	0.427
wall	veggur	0.417	0.250	0.509
wallaby	Wallaby	0.541	0.368	0.391
wallet	veski	0.680	0.432	0.500
wallflower	veggblóm	0.667	0.298	0.342
wallop	wallop	0.320	0.790	0.689
wallow	wallow	0.286	0.878	0.491
wallpaper	veggfóður	0.673	0.173	0.308
walnut	Walnut	0.688	0.302	0.255
walrus	hvalir	0.521	0.327	0.361
waltz	vals	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	vendi	0.542	0.322	0.315
wander	reika	0.427	0.417	0.330
wanderer	Wanderer	0.458	0.519	0.396
wandering	ráfandi	0.323	0.471	0.357
wane	vanlíðan	0.188	0.402	0.098
waning	minnkandi	0.375	0.333	0.300
wanker	Wanker	0.290	0.569	0.446
wannabe	Wannabe	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	vilja	0.671	0.642	0.598
wanting	ófullnægjandi	0.760	0.433	0.593
wanton	viljandi	0.427	0.739	0.500
war	stríð	0.022	0.892	0.727
warbler	Warbler	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	deild	0.469	0.255	0.254
warden	Warden	0.615	0.627	0.898
wardrobe	fataskápur	0.612	0.510	0.336
ware	varningi	0.604	0.443	0.455
warehouse	vörugeymsla	0.721	0.365	0.446
warfare	hernaði	0.062	0.885	0.845
warhead	Warhead	0.219	0.756	0.536
warlike	Warlike	0.367	0.847	0.779
warlock	warlock	0.312	0.558	0.657
warlord	stríðsherra	0.167	0.796	0.781
warm	heitt	0.760	0.312	0.585
warming	hlýnun	0.594	0.637	0.580
warms	hlýðir	0.594	0.580	0.632
warmth	hlýju	0.878	0.307	0.602
warn	varið	0.429	0.647	0.564
warned	varað við	0.302	0.604	0.547
warning	viðvörun	0.229	0.774	0.629
warp	undið	0.344	0.417	0.373
warpath	stríðsfall	0.280	0.676	0.551
warped	skeið	0.219	0.663	0.304
warrant	tilefni	0.653	0.398	0.802
warranted	réttlætanlegt	0.714	0.367	0.690
warrants	ábyrgist	0.562	0.431	0.881
warranty	ábyrgð	0.667	0.470	0.568
warren	Warren	0.417	0.570	0.464
warrior	kappi	0.458	0.863	0.915
warship	skotskipting	0.292	0.890	0.889
wart	vörtur	0.082	0.314	0.205
wartime	stríðstímabil	0.100	0.912	0.726
wary	varlega	0.510	0.343	0.535
wash	þvo	0.635	0.377	0.297
washed	þvegið	0.542	0.314	0.392
washer	þvottavél	0.594	0.390	0.365
washing	þvo	0.643	0.396	0.402
washout	þvo	0.383	0.304	0.389
washroom	salerni	0.500	0.364	0.446
wasp	hveiti	0.390	0.620	0.406
waste	sóun	0.041	0.510	0.184
wastebasket	úrgangsefni	0.271	0.230	0.286
wasted	sóun	0.188	0.558	0.259
wasteful	sóun	0.173	0.730	0.409
wasteland	auðn	0.365	0.308	0.391
wasting	eyða	0.051	0.417	0.207
watch	horfa á	0.531	0.346	0.423
watchdog	vakthundur	0.531	0.811	0.648
watcher	áhorfandi	0.562	0.401	0.702
watchful	vakandi	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	Passaðu þig	0.396	0.530	0.455
watchtower	Watchtower	0.500	0.415	0.647
water	vatn	0.812	0.123	0.429
water polo	vatnapóló	0.688	0.670	0.534
waterbed	vatnsbaði	0.724	0.381	0.296
watercourse	vatnsbraut	0.677	0.357	0.466
watered	vökvaði	0.615	0.290	0.377
waterfall	foss	0.652	0.460	0.528
waterfront	höfnina	0.716	0.274	0.556
watering can	vökva	0.602	0.298	0.336
watermelon	vatnsmelóna	0.714	0.230	0.239
waterproof	vatnsheldur	0.779	0.423	0.545
waterworks	vatnsverksmiðjur	0.510	0.490	0.561
watery	votandi	0.367	0.461	0.292
wave	bylgja	0.622	0.491	0.490
wavelength	bylgjulengd	0.604	0.442	0.516
waver	víkja	0.426	0.630	0.255
wavering	wavering	0.375	0.430	0.384
waves	öldurnar	0.643	0.470	0.509
wavy	bylgjaður	0.520	0.284	0.345
wax	vax	0.436	0.245	0.309
waxed	vaxið	0.531	0.388	0.408
waxy	vaxkenndur	0.408	0.245	0.308
way	leið	0.480	0.275	0.420
ways	leiðir	0.688	0.560	0.425
wayward	leiðandi	0.344	0.573	0.409
weak	veikur	0.180	0.241	0.045
weaken	veikja	0.112	0.250	0.223
weakened	veiktist	0.373	0.304	0.092
weakling	veikburða	0.194	0.294	0.087
weakly	veikburða	0.270	0.255	0.111
weakness	veikleiki	0.088	0.370	0.125
wealth	auður	0.857	0.637	0.858
wealthy	auðugur	0.927	0.566	0.862
weapon	vopn	0.054	0.840	0.831
weaponry	vopn	0.219	0.840	0.870
wear	klæðast	0.312	0.370	0.255
wearer	notandi	0.471	0.347	0.527
wearily	þreyttur	0.327	0.286	0.128
weariness	þreyta	0.104	0.333	0.226
wearing	þreytandi	0.646	0.520	0.461
weary	þreyttur	0.194	0.281	0.202
weasel	weasel	0.408	0.317	0.337
weather	veður	0.755	0.404	0.567
weathered	veðraður	0.422	0.491	0.537
weatherman	veiðimaður	0.660	0.413	0.643
weatherproof	weatherproof	0.541	0.345	0.552
weave	Veifa	0.604	0.265	0.172
web	vefur	0.583	0.411	0.519
website	website	0.615	0.442	0.526
wed	brúðkaup	0.604	0.549	0.448
wedded	giftur	0.771	0.413	0.518
wedding	brúðkaup	0.875	0.802	0.642
wedge	wedge	0.490	0.290	0.278
wedlock	eiginkona	0.747	0.654	0.745
wee	þungt	0.663	0.452	0.315
weed	illgresi	0.459	0.294	0.364
weeding	illgresi	0.458	0.528	0.454
weeds	illgresi	0.320	0.551	0.315
weedy	weedy	0.293	0.366	0.352
weeeee	NO TRANSLATION	0.562	0.630	0.283
week	vika	0.510	0.231	0.351
weekday	virka daga	0.490	0.469	0.520
weekend	helgi	0.844	0.625	0.519
weekly	vikulega	0.622	0.288	0.380
weenie	weenie	0.406	0.451	0.284
weep	gráta	0.053	0.621	0.164
weeping	grátandi	0.082	0.688	0.168
weeping willow	grátur víðir	0.344	0.441	0.312
weepy	grátandi	0.068	0.615	0.116
weigh	vega	0.333	0.396	0.375
weighing	vega	0.449	0.441	0.468
weight	þyngd	0.450	0.380	0.577
weightless	þyngdarlaus	0.460	0.426	0.375
weightloss	NO TRANSLATION	0.570	0.439	0.393
weights	þyngd	0.458	0.500	0.722
weighty	weighty	0.427	0.480	0.657
weir	Weir	0.375	0.385	0.363
weird	skrýtið	0.260	0.660	0.402
weirdness	weirdness	0.316	0.491	0.364
weirdo	weirdo	0.173	0.539	0.328
welcome	velkominn	0.898	0.555	0.664
welcomed	velkomin	0.927	0.585	0.700
welcoming	á móti	0.905	0.527	0.636
weld	suÃ ° ur	0.417	0.462	0.583
welder	sæti	0.448	0.679	0.683
welding	suðu	0.510	0.569	0.491
welfare	velferð	0.802	0.378	0.679
wellhead	wellhead	0.469	0.460	0.373
wellness	vellíðan	0.969	0.441	0.730
welsh	welsh	0.490	0.385	0.500
welt	NO TRANSLATION	0.390	0.632	0.370
wen	NO TRANSLATION	0.438	0.431	0.380
wench	wench	0.469	0.519	0.352
werewolf	Varúlfur	0.235	0.811	0.591
west	vestur	0.562	0.337	0.414
westbound	vestur	0.646	0.363	0.439
western	Vestur	0.573	0.500	0.689
wet	blautur	0.385	0.417	0.185
wetback	wetback	0.271	0.402	0.293
whack	bylmingshögg	0.219	0.816	0.708
whale	hvalur	0.582	0.398	0.509
whaling	hvalveiðar	0.281	0.717	0.538
wham	hver	0.469	0.490	0.423
whammy	whammy	0.461	0.491	0.345
wharf	bryggju	0.469	0.240	0.472
whatdoido	NO TRANSLATION	0.406	0.494	0.430
whatif	hvað ef	0.523	0.528	0.351
whatmakesmesmile	NO TRANSLATION	0.765	0.588	0.482
whatnot	hvað ekki	0.375	0.493	0.363
whatsoever	alls staðar	0.400	0.314	0.302
whatsthepoint	NO TRANSLATION	0.436	0.459	0.398
wheat	hveiti	0.531	0.185	0.250
wheel	hjól	0.615	0.310	0.446
wheel barrow	NO TRANSLATION	0.510	0.337	0.363
wheelbarrow	hjólbörur	0.479	0.366	0.404
wheelchair	hjólastóll	0.240	0.337	0.245
wheels	hjól	0.667	0.471	0.386
wheeze	hvæsir	0.229	0.462	0.461
whelp	whelp	0.344	0.458	0.310
whereabouts	hvar	0.439	0.382	0.356
wherefore	hvers vegna	0.561	0.357	0.402
wherewith	með hvaða hætti	0.491	0.420	0.404
wherewithal	þar með talið	0.388	0.366	0.321
whet	whet	0.643	0.465	0.430
whiff	whiff	0.459	0.400	0.331
whilst	meðan	0.510	0.302	0.388
whim	hegðun	0.378	0.680	0.467
whimper	whimper	0.271	0.545	0.308
whimsical	duttlungafullur	0.449	0.637	0.371
whimsy	whimsy	0.729	0.639	0.455
whine	whine	0.342	0.686	0.218
whiny	whiny	0.208	0.548	0.375
whip	svipa	0.208	0.899	0.509
whiplash	whiplash	0.257	0.760	0.500
whipped	þeyttum	0.198	0.804	0.361
whirl	hrollur	0.461	0.788	0.661
whirlpool	nuddpottur	0.710	0.415	0.442
whirlwind	vindbylur	0.417	0.915	0.670
whisk	whisk	0.500	0.537	0.412
whisker	whisker	0.521	0.306	0.343
whiskers	whiskers	0.439	0.278	0.270
whiskey	viskí	0.612	0.706	0.441
whisky	viskí	0.640	0.615	0.490
whisper	hvísla	0.490	0.225	0.265
whispered	hvíslaði	0.548	0.358	0.309
whistle	flautu	0.653	0.551	0.463
whit	whit	0.562	0.393	0.595
white	hvítur	0.729	0.173	0.420
whitefish	hvítfiskur	0.492	0.327	0.333
whiteness	hvítu	0.688	0.235	0.519
whitewash	whitewash	0.429	0.402	0.276
whitish	whitish	0.583	0.279	0.365
whittle	whittle	0.347	0.451	0.427
whiz	whiz	0.896	0.627	0.820
whole	heil	0.653	0.357	0.572
wholesale	heildsölu	0.760	0.551	0.619
wholesome	heilbrigt	0.888	0.423	0.754
wholly	að öllu leyti	0.690	0.353	0.696
whoo	hver	0.531	0.578	0.311
whoop	sem	0.559	0.481	0.443
whopper	Hver	0.448	0.598	0.432
whopping	gríðarstórt	0.541	0.740	0.755
whore	hóra	0.135	0.880	0.333
whorehouse	whorehouse	0.200	0.930	0.462
wick	wick	0.337	0.481	0.309
wicked	óguðleg	0.138	0.800	0.627
wickedness	ranglæti	0.031	0.727	0.443
wicker	wicker	0.427	0.339	0.388
wicket	wicket	0.500	0.500	0.471
wide	breiður	0.571	0.312	0.472
widely	víða	0.698	0.453	0.725
widen	breikka út	0.562	0.538	0.527
widespread	útbreidd	0.633	0.456	0.713
widow	ekkja	0.250	0.450	0.265
widowed	ekkja	0.205	0.439	0.333
widower	ekkill	0.184	0.406	0.325
width	breidd	0.583	0.280	0.518
wield	verja	0.347	0.660	0.625
wiener	Wiener	0.594	0.434	0.391
wienie	NO TRANSLATION	0.500	0.509	0.327
wife	kona	0.886	0.630	0.583
wig	púði	0.722	0.279	0.180
wiggle	wiggle	0.531	0.676	0.359
wight	Wight	0.542	0.404	0.395
wiki	wiki	0.530	0.390	0.455
wild	villtur	0.312	0.922	0.750
wildcat	Wildcat	0.458	0.632	0.481
wildebeest	wildebeest	0.438	0.480	0.464
wilderness	eyðimörk	0.281	0.333	0.290
wildfire	eldflaug	0.140	0.929	0.552
wildlife	dýralíf	0.656	0.530	0.561
will	mun	0.698	0.408	0.735
willful	vísvitandi	0.557	0.719	0.642
willies	willies	0.480	0.490	0.420
willing	viljugur	0.833	0.561	0.783
willingly	fúslega	0.833	0.316	0.588
willingness	vilji	0.786	0.500	0.729
willow	víðir	0.604	0.245	0.400
willpower	viljastyrkur	0.823	0.776	0.897
wilt	vil	0.226	0.354	0.312
wilted	velti	0.245	0.375	0.186
wily	Wily	0.459	0.670	0.798
wimp	wimp	0.184	0.490	0.125
wimpy	Wimpy	0.188	0.292	0.134
win	vinna	0.927	0.694	0.888
wince	víkja	0.286	0.415	0.294
winch	winch	0.385	0.434	0.449
wind	vindur	0.531	0.404	0.578
windbag	windbag	0.438	0.510	0.391
windfall	windfall	0.750	0.864	0.638
winding	vinda	0.398	0.582	0.361
windmill	vindmylla	0.773	0.412	0.412
window	gluggi	0.542	0.276	0.385
windowsill	NO TRANSLATION	0.429	0.274	0.433
windpipe	windpipe	0.281	0.360	0.500
windshield	framrúðu	0.615	0.375	0.333
windy	blæs	0.330	0.541	0.528
wine	vín	0.792	0.417	0.457
wine cooler	vínkælir	0.729	0.404	0.420
wing	vængur	0.562	0.255	0.389
winged	winged	0.646	0.469	0.519
winger	vængi	0.531	0.794	0.691
wingman	wingman	0.573	0.578	0.582
wink	wink	0.688	0.557	0.304
winner	Sigurvegari	0.960	0.810	0.886
winning	aðlaðandi	0.955	0.712	0.972
winnings	vinning	0.949	0.829	0.830
wino	NO TRANSLATION	0.406	0.535	0.349
winter	vetur	0.663	0.355	0.500
winterbreak	NO TRANSLATION	0.612	0.464	0.491
wintertime	vetrartími	0.760	0.516	0.404
wintery	wintery	0.388	0.512	0.463
wintry	wintry	0.448	0.434	0.445
wipe	þurrka	0.663	0.427	0.551
wiper	þurrka	0.500	0.380	0.535
wire	vír	0.480	0.330	0.245
wired	hlerunarbúnað	0.398	0.420	0.537
wireless	þráðlaus	0.635	0.444	0.537
wiretap	wiretap	0.224	0.642	0.454
wiring	raflögn	0.490	0.367	0.431
wis	wis	0.510	0.431	0.406
wisdom	visku	0.930	0.302	0.871
