Word	Hebrew-iw	Valence	Arousal	Dominance
residences	מגורים	0.618	0.418	0.509
residency	בֵּית הַנְצִיבוּת	0.694	0.357	0.679
resident	תוֹשָׁב	0.592	0.327	0.500
residential	מגורים	0.720	0.210	0.589
residual	שְׂרִידִי	0.448	0.288	0.327
residue	מִשׁקָע	0.354	0.330	0.183
resign	לְהִתְפַּטֵר	0.250	0.543	0.273
resignation	התפטרות	0.145	0.392	0.310
resigned	התפטרתי	0.240	0.170	0.268
resilience	כּוֹשֵׁר הִתאוֹשְׁשׁוּת	0.531	0.440	0.667
resilient	מִתאוֹשֵׁשׁ מַהֵר	0.542	0.540	0.801
resin	שְׂרָף	0.284	0.308	0.400
resist	לְהִתְנַגֵד	0.414	0.676	0.651
resistance	הִתנַגְדוּת	0.427	0.694	0.796
resistant	עָמִיד בִּפְנֵי	0.592	0.585	0.815
resisting	התנגדות	0.408	0.776	0.789
resistive	התנגדות	0.396	0.519	0.651
resolute	תַקִיף	0.771	0.510	0.712
resolutely	בנחישות	0.714	0.453	0.805
resolution	פתרון הבעיה	0.780	0.550	0.745
resolve	לִפְתוֹר	0.710	0.472	0.750
resolved	נפתרה	0.735	0.357	0.683
resonance	תְהוּדָה	0.541	0.426	0.629
resonant	מְהַדהֵד	0.542	0.633	0.663
resonate	לְהַדהֵד	0.582	0.610	0.644
resonator	מָהוֹד	0.469	0.608	0.519
resort	אתר נופש	0.573	0.441	0.632
resounding	צַלצְלָנִי	0.490	0.708	0.596
resource	מַשׁאָב	0.740	0.357	0.749
resourceful	בַּעַל תוּשִׁיָה	0.906	0.704	0.886
resources	אֶמְצָעִי	0.604	0.348	0.627
respect	כבוד	0.927	0.344	0.758
respectability	הֲגִינוּת	0.875	0.407	0.912
respectable	מְכוּבָּד	0.850	0.350	0.889
respected	נִכבָּד	0.908	0.441	0.853
respectful	רוֹחֵשׁ כָּבוֹד	0.951	0.386	0.814
respecting	כיבוד	0.837	0.321	0.720
respective	בהתאמה	0.625	0.413	0.721
respects	כבוד	0.840	0.387	0.824
respiration	נשימה	0.760	0.377	0.669
respirator	מַנשִׁים	0.433	0.398	0.453
respiratory	נשימה	0.500	0.450	0.552
respite	הֲפוּגָה	0.600	0.373	0.420
resplendent	זוֹרֵחַ	0.905	0.673	0.755
respond	לְהָגִיב	0.573	0.435	0.594
respondent	המשיב	0.449	0.455	0.480
response	תְגוּבָה	0.615	0.500	0.472
responsibility	אַחֲרָיוּת	0.760	0.500	0.852
responsible	אחראי	0.837	0.527	0.833
responsive	תגובה	0.816	0.569	0.573
rest	מנוחה	0.907	0.167	0.300
restart	איתחול	0.531	0.519	0.554
restaurant	מִסעָדָה	0.847	0.406	0.500
rested	נח	0.792	0.235	0.462
restful	מַרגִיעַ	0.781	0.116	0.413
restitution	הַחזָרָה	0.583	0.542	0.643
restless	חֲסַר מְנוּחָה	0.219	0.810	0.304
restlessness	אי שקט	0.083	0.794	0.397
restock	ותחדש	0.510	0.538	0.645
restoration	שִׁחזוּר	0.755	0.426	0.734
restorative	מַברִיא	0.633	0.510	0.703
restore	לשחזר	0.765	0.490	0.625
restored	מְשׁוּחזָר	0.892	0.410	0.728
restoring	שחזור	0.820	0.490	0.783
restrain	לְרַסֵן	0.134	0.696	0.434
restrained	מרוסן	0.354	0.590	0.509
restraining	רסן	0.296	0.702	0.672
restraint	הַבלָגָה	0.167	0.618	0.520
restrict	לְהַגבִּיל	0.115	0.539	0.577
restricted	מוגבל	0.276	0.500	0.407
restriction	הַגבָּלָה	0.130	0.590	0.569
restrictive	מַגְבִּיל	0.215	0.596	0.500
restroom	שירותים	0.653	0.279	0.267
result	תוֹצָאָה	0.812	0.490	0.652
resultant	תוצאה	0.670	0.441	0.637
resume	קורות חיים	0.573	0.411	0.586
resumption	חידוש	0.637	0.528	0.653
resurrect	לְהַקִים לִתְחִיָה	0.781	0.725	0.817
resurrection	תְקוּמָה	0.708	0.740	0.759
resuscitate	לְהַחִיוֹת	0.531	0.696	0.818
resuscitation	הַחיָאָה	0.753	0.768	0.795
retail	קמעונאות	0.510	0.353	0.411
retailer	קִמעוֹנַאִי	0.708	0.439	0.595
retain	לִשְׁמוֹר	0.367	0.451	0.630
retainer	מְשָׁרֵת	0.396	0.422	0.356
retaining	שמירה	0.417	0.559	0.632
retake	לְצַלֵם שׁוּב	0.616	0.471	0.591
retaliate	לִנְקוֹם	0.111	0.812	0.595
retaliation	נְקָמָה	0.156	0.812	0.491
retaliatory	תגמול	0.194	0.865	0.598
retard	לְעַכֵּב	0.194	0.347	0.222
retardation	פיגור	0.125	0.360	0.155
retarded	מְפַגֵר	0.302	0.462	0.161
retards	מפגרים	0.362	0.434	0.218
retention	הַחזָקָה	0.344	0.490	0.558
retentive	חוזרת	0.439	0.482	0.491
rethink	לחשוב מחדש	0.480	0.423	0.583
reticent	מְאוּפָּק	0.396	0.519	0.500
retina	רִשׁתִית	0.490	0.255	0.342
retinal	רִשׁתִי	0.531	0.343	0.475
retire	לִפְרוֹשׁ	0.398	0.392	0.186
retired	בדימוס	0.270	0.259	0.301
retirement	פרישה לגמלאות	0.250	0.324	0.255
retiring	פורש	0.408	0.376	0.214
retold	שסופר	0.459	0.385	0.352
retort	אַבִּיק	0.417	0.520	0.481
retrace	לַחֲזוֹר עַל עִקבוֹתָיו	0.250	0.482	0.317
retract	לָסֶגֶת	0.316	0.443	0.358
retraction	הִתכַּחֲשׁוּת	0.312	0.491	0.427
retractor	מַפשֵׂק	0.354	0.590	0.557
retreat	לָסֶגֶת	0.500	0.519	0.312
retrenchment	חַסְכָנוּת	0.230	0.650	0.384
retrial	מִשׁפָּט חוֹזֵר	0.500	0.577	0.593
retribution	גְמוּל	0.625	0.490	0.708
retrieval	שְׁלִיפָה	0.700	0.440	0.704
retrieve	להחזיר	0.740	0.576	0.705
retriever	רטריבר	0.459	0.500	0.464
retro	רטרו	0.650	0.276	0.321
retroactive	רֶטרוֹאַקטִיבִי	0.521	0.452	0.655
retrograde	מְדַרדֵר	0.208	0.464	0.415
retrospect	בדיעבד	0.406	0.500	0.538
retrospective	רֶטרוֹספֶּקטִיבִי	0.594	0.481	0.528
retrospectively	לְמַפרֵעַ	0.516	0.400	0.560
return	לַחֲזוֹר	0.602	0.412	0.463
reunion	איחוד	0.837	0.500	0.672
reunite	לְאַחֵד	0.656	0.550	0.657
reunited	התאחדו	0.708	0.439	0.658
rev	לְהַאִיץ	0.367	0.422	0.353
reveal	לְגַלוֹת	0.493	0.637	0.526
revel	מַרזֵחַ	0.740	0.705	0.684
revelation	הִתגַלוּת	0.879	0.500	0.865
revelations	גילויים	0.729	0.655	0.600
revels	מתענגת	0.827	0.683	0.647
revenge	נְקָמָה	0.230	0.940	0.627
revenue	הַכנָסָה	0.873	0.510	0.854
reverberation	הִדהוּד	0.390	0.639	0.551
revere	לְהַעֲרִיץ	0.750	0.562	0.608
reverence	יִראַת כָּבוֹד	0.643	0.347	0.516
reverend	כּוֹמֶר	0.650	0.337	0.576
reverent	יָרֵא שָׁמַיִם	0.551	0.490	0.694
reverie	חֲלוֹם בְּהָקִיץ	0.667	0.413	0.471
reversal	הִתְהַפְּכוּת	0.380	0.510	0.591
reverse	לַהֲפוֹך	0.539	0.415	0.461
reversion	חֲזָרָה	0.458	0.538	0.425
revert	לַחֲזוֹר	0.380	0.451	0.519
reverting	חוזר	0.562	0.385	0.544
review	סקירה	0.667	0.408	0.636
reviewer	סוקר	0.562	0.344	0.500
revise	לְשַׁנוֹת	0.500	0.469	0.509
revision	גרסה	0.417	0.459	0.710
revisit	לחזור	0.552	0.530	0.509
revival	הִתחַדְשׁוּת	0.823	0.664	0.597
revive	לְהַחִיוֹת	0.676	0.780	0.778
revocation	- ביטול	0.260	0.610	0.673
revoke	לְבַטֵל	0.251	0.696	0.737
revolt	מֶרֶד	0.343	0.878	0.658
revolting	מַגְעִיל	0.102	0.690	0.300
revolution	מַהְפֵּכָה	0.417	0.902	0.798
revolutionary	מַהְפֵּכָנִי	0.635	0.887	0.824
revolutionize	לְחוֹלֵל מַהְפֵּכָה	0.684	0.816	0.904
revolve	סובב	0.592	0.546	0.402
revolver	אֶקדָח תוּפִּי	0.194	0.796	0.750
revolving	גִלגוּל	0.602	0.570	0.580
revue	רֶביוּ	0.594	0.350	0.420
revulsion	סְלִידָה	0.104	0.765	0.343
revving	התנעה	0.604	0.875	0.879
reward	פרס	0.948	0.694	0.783
rewarding	מַכנִיס	0.958	0.637	0.783
rewind	הרצה אחורה	0.460	0.551	0.431
rewire	rewire	0.365	0.462	0.406
rewrite	לִכתוֹב מִחָדָשׁ	0.490	0.500	0.434
rhapsody	רַפּסוֹדִיָה	0.708	0.490	0.460
rhetoric	רֵטוֹרִיקָה	0.417	0.429	0.504
rhetorical	רֵטוֹרִי	0.417	0.569	0.635
rheumatism	שִׁגָרוֹן	0.219	0.472	0.418
rhinestone	ריינסטון	0.531	0.551	0.408
rhino	קַרנַף	0.531	0.549	0.555
rhinoceros	קַרנַף	0.556	0.656	0.569
rhubarb	רִבָּס	0.582	0.304	0.340
rhyme	חרוז	0.667	0.249	0.481
rhyming	מתחרז	0.729	0.410	0.500
rhythm	קֶצֶב	0.771	0.759	0.573
rhythmic	קִצבִּי	0.714	0.642	0.664
rhythmical	קָצוּב	0.844	0.694	0.632
rib	צֵלָע	0.490	0.349	0.351
ribbed	מְצוּלָע	0.365	0.378	0.409
ribbon	סֶרֶט	0.719	0.288	0.357
rice	אורז	0.667	0.208	0.330
rich	עָשִׁיר	0.882	0.627	0.905
riches	עוֹשֶׁר	0.958	0.694	0.880
richness	עוֹשֶׁר	0.896	0.833	0.922
rick	ריק	0.459	0.420	0.444
rickety	רָעוּעַ	0.224	0.402	0.241
rickshaw	ריקשה	0.438	0.594	0.402
ricochet	רִיקוֹשֵׁט	0.287	0.618	0.430
rid	לְשַׁחְרֵר	0.194	0.408	0.327
riddance	פרידה	0.323	0.562	0.472
riddle	חִידָה	0.521	0.583	0.543
riddled	מנוקב	0.281	0.861	0.422
ride	נסיעה	0.806	0.465	0.472
rider	רוכב	0.635	0.627	0.574
ridge	רֶכֶס	0.484	0.402	0.349
ridicule	לַעַג	0.143	0.745	0.255
ridiculed	נלעג	0.112	0.806	0.212
ridiculous	מְגוּחָך	0.159	0.594	0.245
riding	רכיבה	0.694	0.654	0.620
rife	רווי	0.570	0.561	0.692
riff	ריף	0.521	0.551	0.343
riffraff	אספסוף	0.360	0.404	0.397
rifle	רובה	0.329	0.900	0.718
rifleman	רוֹבַאִי	0.245	0.863	0.767
rifles	רובים	0.337	0.864	0.765
rift	קֶרַע	0.246	0.519	0.289
rig	לבוש	0.542	0.382	0.746
rigged	מְבוּיָם	0.188	0.510	0.412
rigging	חִבלוּל	0.510	0.518	0.440
right	ימין	0.740	0.352	0.710
righteous	צַדִיק	0.823	0.385	0.790
righteousness	צֶדֶק	0.802	0.660	0.897
rightful	צודק	0.837	0.358	0.821
rightly	בצדק	0.740	0.471	0.782
righty	נכון	0.750	0.314	0.786
rigid	נוקשה	0.357	0.552	0.591
rigidity	קְשִׁיחוּת	0.198	0.530	0.726
rigor	הַקפָּדָה	0.375	0.745	0.713
rigorous	קַפְּדָנִי	0.438	0.818	0.847
rim	שפה	0.510	0.397	0.302
rind	קְרוּם	0.542	0.280	0.491
ring	טַבַּעַת	0.677	0.427	0.464
ringer	צלצול	0.573	0.604	0.347
ringing	צִלצוּל	0.724	0.598	0.693
ringleader	ראש הכנופיה	0.520	0.550	0.640
ringmaster	מְנַהֵל זִירָה	0.630	0.622	0.732
ringside	שׁוּרָה רִאשׁוֹנָה	0.500	0.644	0.411
rink	מִגרָשׁ הַחלָקָה	0.551	0.392	0.392
rinse	לִשְׁטוֹף	0.663	0.168	0.409
riot	הִתפָּרְעוּת	0.061	0.946	0.586
rioting	התפרעות	0.156	0.949	0.560
riotous	פָּרוּעַ	0.163	0.837	0.588
riots	מהומות	0.099	0.882	0.564
rip	ז"ל	0.146	0.676	0.365
riparian	riparian	0.552	0.408	0.412
ripe	בָּשֵׁל	0.671	0.337	0.670
ripen	לְהַבשִׁיל	0.755	0.373	0.671
ripening	הַבשָׁלָה	0.615	0.490	0.759
ripper	המרטש	0.219	0.887	0.642
ripple	אַדְוָה	0.500	0.453	0.370
rippling	מתנודד	0.500	0.480	0.327
rise	לעלות	0.667	0.593	0.745
rising	עוֹלֶה	0.750	0.602	0.696
risk	לְהִסְתָכֵּן	0.240	0.816	0.438
risky	מְסוּכָּן	0.224	0.922	0.700
risotto	ריזוטו	0.802	0.454	0.234
rite	טקס	0.378	0.570	0.606
ritual	פּוּלחָן	0.375	0.520	0.508
ritualistic	פולחני	0.450	0.583	0.540
rival	לְהִתְחַרוֹת	0.286	0.605	0.574
rivalry	יְרִיבוּת	0.192	0.765	0.538
river	נהר	0.688	0.392	0.605
riverbank	גדת הנהר	0.684	0.300	0.330
riverbed	An University	0.610	0.233	0.421
riverboat	נהר	0.561	0.347	0.462
rivet	מְסַמֶרֶת	0.458	0.306	0.405
riveted	מְסוּמרָר	0.385	0.439	0.443
riveting	סִמרוּר	0.448	0.544	0.394
roach	מַקָק	0.146	0.598	0.259
road	כְּבִישׁ	0.656	0.404	0.404
roadblock	מחסום	0.337	0.669	0.490
roadhouse	בית	0.500	0.620	0.458
roadie	רודי	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	רודונר	0.490	0.702	0.590
roads	כבישים	0.677	0.448	0.496
roadside	בצד הדרך	0.500	0.569	0.472
roadster	מְכוֹנִית פְּתוּחָה	0.531	0.622	0.473
roadtrip	roadtrip	0.677	0.596	0.519
roadway	כביש	0.562	0.206	0.509
roadworks	עבודות כביש	0.562	0.538	0.509
roam	לִנְדוֹד	0.510	0.550	0.444
roar	שְׁאָגָה	0.427	0.816	0.675
roaring	נַהֲמָה	0.449	0.817	0.634
roast	צָלִי	0.521	0.541	0.311
roasted	קָלוּי	0.615	0.520	0.339
rob	לִשְׁדוֹד	0.112	0.840	0.500
robber	שׁוֹדֵד	0.135	0.772	0.481
robbery	שׁוֹד	0.133	0.843	0.435
robe	חלוק	0.594	0.216	0.298
robin	אָדוֹם הַחֲזֶה	0.552	0.363	0.393
robot	רוֹבּוֹט	0.441	0.337	0.543
robotic	רובוטית	0.417	0.602	0.657
robotics	רובוטיקה	0.592	0.600	0.763
robust	חָסוֹן	0.667	0.604	0.719
roc	roc	0.427	0.510	0.415
rock	סלע	0.623	0.236	0.557
rocker	כִּסֵא נַדנֵדָה	0.615	0.704	0.625
rocket	רָקֵטָה	0.664	0.824	0.774
rocks	סלעים	0.365	0.209	0.543
rod	מוֹט	0.479	0.319	0.355
rodent	מכרסם	0.323	0.577	0.279
rodeo	רוֹדֵאוֹ	0.490	0.676	0.588
roe	בֵּיצֵי דָגִים	0.490	0.382	0.398
rogue	רַמַאִי	0.334	0.713	0.636
role	תַפְקִיד	0.552	0.260	0.464
roll	גָלִיל	0.469	0.510	0.172
roller	מַכבֵּשׁ	0.521	0.394	0.345
rollercoaster	רכבת הרים	0.802	0.910	0.651
rollers	רולים	0.490	0.365	0.336
rollicking	רוולינג	0.878	0.806	0.552
rolling	גִלגוּל	0.510	0.606	0.321
roman	רוֹמִי	0.615	0.475	0.639
romance	רומנטיקה	0.980	0.682	0.587
romantic	רוֹמַנטִי	0.936	0.531	0.598
romanticism	רוֹמַנטִיקָה	0.854	0.521	0.593
romp	לְהִשְׁתוֹבֵב	0.610	0.640	0.417
roof	גג	0.602	0.226	0.342
rooftop	גג	0.571	0.471	0.461
rook	צָרִיחַ	0.380	0.400	0.510
rookie	טִירוֹן	0.583	0.370	0.198
room	חֶדֶר	0.729	0.283	0.445
roomful	מרווחת	0.786	0.425	0.634
roommate	שותף לחדר	0.750	0.481	0.480
rooms	חדרים	0.677	0.241	0.386
roomy	מְרוּוָח	0.760	0.342	0.736
roost	לוּל	0.500	0.410	0.345
rooster	תַרְנְגוֹל	0.459	0.385	0.275
root	שורש	0.602	0.279	0.508
root beer	בירה שחורה	0.582	0.520	0.415
rooted	מוּשׁרָשׁ	0.510	0.527	0.718
rope	חֶבֶל	0.385	0.280	0.345
ropes	חִבֵּל	0.458	0.304	0.402
rosary	מַחְרוֹזֶת תְפִילָה	0.806	0.140	0.430
rose	ורד	0.865	0.276	0.386
rosemary	רוזמרין	0.688	0.381	0.425
rosette	שׁוֹשָׁן	0.469	0.410	0.310
roster	לוּחַ תוֹרָנוּיוֹת	0.531	0.306	0.381
rosy	וָרוֹד	0.940	0.528	0.755
rot	רָקָב	0.031	0.558	0.301
rota	לוּחַ תוֹרָנוּיוֹת	0.320	0.462	0.209
rotary	מַחזוֹרִי	0.573	0.462	0.528
rotate	לְסוֹבֵב	0.458	0.470	0.492
rotation	רוֹטַציָה	0.670	0.520	0.550
rote	שיבוט	0.561	0.481	0.696
rotor	רוטור	0.500	0.458	0.404
rotten	רָקוּב	0.104	0.590	0.327
rotting	נרקב	0.188	0.462	0.255
rotunda	בית Seating	0.500	0.464	0.393
rouge	סוֹמֶק	0.562	0.400	0.382
rough	מְחוּספָּס	0.406	0.794	0.632
roughly	בְּעֵרֶך	0.448	0.539	0.463
roughneck	פִּרחָח	0.323	0.640	0.491
roughness	חִספּוּס	0.214	0.578	0.490
roulette	רוּלֶטָה	0.326	0.690	0.422
round	עָגוֹל	0.552	0.434	0.311
roundabout	כיכר תנועה	0.490	0.425	0.495
rounded	מְעוּגָל	0.592	0.391	0.396
roundup	לאסוף	0.520	0.580	0.474
rouse	לְעוֹרֵר	0.521	0.490	0.463
rouser	רוסר	0.480	0.540	0.423
rousing	מַלהִיב	0.714	0.517	0.692
rout	לִהַבִיס	0.163	0.625	0.233
route	מַסלוּל	0.583	0.353	0.518
routine	שגרה	0.365	0.219	0.333
rove	לְשׁוֹטֵט	0.457	0.400	0.400
rover	נוֹדֵד	0.510	0.538	0.421
roving	נְדִידָה	0.583	0.442	0.491
row	שׁוּרָה	0.427	0.275	0.406
rowboat	סירת משוטים	0.455	0.393	0.353
rowdy	רַעֲשָׁנִי	0.255	0.900	0.518
rowing	חתירה	0.458	0.443	0.467
royal	מלכותי	0.796	0.430	0.759
royalty	תמלוגים	0.832	0.571	0.833
rub	לְשַׁפשֵׁף	0.521	0.565	0.400
rubber	גוּמִי	0.460	0.217	0.315
rubbers	גושים	0.604	0.360	0.414
rubbing	שִׁפשׁוּף	0.406	0.569	0.440
rubbish	זבל	0.198	0.454	0.164
rubble	שִׁברֵי אָבָנִים	0.308	0.509	0.289
rubdown	לשפשף	0.561	0.491	0.404
rubric	כּוֹתֶרֶת	0.427	0.260	0.500
ruby	אוֹדֶם	0.663	0.408	0.544
ruckus	זועף	0.271	0.706	0.411
rudder	הֶגֶה	0.439	0.469	0.509
ruddy	אֲדַמדַם	0.490	0.630	0.395
rude	גס רוח	0.061	0.821	0.402
rudeness	גַסוּת	0.280	0.819	0.692
rudimentary	רִאשׁוֹנִי	0.286	0.321	0.509
rudiments	יְסוֹדוֹת רִאשׁוֹנִים	0.385	0.520	0.373
rue	לְהִצְטַעֵר	0.323	0.394	0.246
rueful	עָגוּם	0.173	0.429	0.225
ruff	שפשוף	0.365	0.510	0.375
ruffian	בִּריוֹן	0.130	0.824	0.463
ruffle	לִפְרוֹעַ	0.443	0.561	0.518
rug	שָׁטִיחַ	0.520	0.240	0.245
rugby	רוגבי	0.677	0.820	0.708
rugged	מחוספס	0.561	0.569	0.793
ruin	לַהֲרוֹס	0.125	0.588	0.192
ruination	הרס	0.184	0.582	0.209
ruined	הָרוּס	0.135	0.564	0.194
ruinous	הַרסָנִי	0.255	0.690	0.275
ruins	חורבות	0.250	0.490	0.248
rule	כְּלָל	0.567	0.427	0.593
ruler	בעל שליטה	0.440	0.400	0.631
ruling	פְּסַק דִין	0.177	0.566	0.410
rum	רום	0.561	0.377	0.451
rumba	רומבה	0.781	0.827	0.615
rumble	לְהַרְעִישׁ	0.367	0.745	0.613
rummage	לְחַטֵט	0.243	0.615	0.289
rumor	שְׁמוּעָה	0.255	0.582	0.282
rumored	השמועה	0.427	0.604	0.318
rump	עַכּוּז	0.449	0.425	0.396
rumpus	מְהוּמָה	0.448	0.531	0.422
run	לָרוּץ	0.542	0.787	0.543
runaround	להתרוצץ	0.448	0.519	0.349
runaway	לברוח	0.271	0.770	0.402
rundown	מוזנח	0.520	0.296	0.465
runes	רונות	0.438	0.300	0.304
rung	שָׁלָב	0.510	0.355	0.368
runner	רָץ	0.459	0.747	0.632
running	רץ	0.730	0.858	0.442
running shoes	נעלי ריצה	0.653	0.573	0.491
runny	נזלת	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	מסלול המראה	0.585	0.373	0.406
rupture	קֶרַע	0.125	0.633	0.430
rural	כַּפרִי	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	לְמַהֵר	0.406	0.809	0.546
rushing	רץ	0.398	0.821	0.529
rust	חֲלוּדָה	0.281	0.265	0.321
rusted	חלודה	0.286	0.357	0.302
rustic	כַּפרִי	0.369	0.657	0.491
rustle	רִשׁרוּשׁ	0.333	0.538	0.394
rustler	רשלר	0.281	0.830	0.429
rusty	חָלוּד	0.271	0.345	0.231
rut	שִׁגרָה	0.333	0.310	0.392
ruth	רות	0.469	0.427	0.444
ruthless	חֲסַר רַחֲמִים	0.208	0.850	0.670
rye	שיפון	0.490	0.298	0.411
sabbatical	שבתון	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	צוֹבֶל	0.449	0.596	0.500
sabotage	חַבָּלָה	0.135	0.906	0.500
saboteur	מְחַבֵּל	0.250	0.804	0.407
sac	שַׁלפּוּחִית	0.344	0.245	0.226
sack	שַׂק	0.385	0.337	0.264
sacrament	טֶקֶס נוֹצרִי	0.690	0.316	0.700
sacred	קָדוֹשׁ	0.833	0.375	0.862
sacrifice	לְהַקְרִיב	0.208	0.833	0.534
sacrifices	קורבנות	0.281	0.717	0.538
sacrificial	קורבן	0.198	0.755	0.452
sacrilege	מְעִילָה	0.281	0.708	0.491
sacrilegious	קדוש	0.146	0.736	0.449
sad	עָצוּב	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	צער	0.104	0.436	0.144
saddle	אוּכָּף	0.510	0.509	0.306
sadist	סָדִיסט	0.042	0.918	0.500
sadistic	סָדִיסטִי	0.031	0.906	0.618
sadly	בעצב	0.047	0.255	0.216
sadness	עֶצֶב	0.052	0.288	0.164
safari	ספארי	0.663	0.673	0.640
safe	בטוח	0.898	0.306	0.759
safeguard	לְהַגֵן	0.786	0.624	0.700
safekeeping	למשמרת	0.653	0.510	0.586
safety	בְּטִיחוּת	0.708	0.491	0.868
saffron	זעפרן	0.443	0.373	0.349
sag	לִשְׁקוֹעַ	0.153	0.578	0.445
saga	סָגָה	0.635	0.440	0.600
sage	מרווה	0.781	0.327	0.693
saggy	סאגי	0.370	0.429	0.300
sail	להפליג	0.615	0.220	0.325
sailboat	מִפרָשִׂית	0.719	0.392	0.381
sailing	שַׁיִט	0.667	0.520	0.500
sailor	מלח	0.500	0.588	0.500
saint	קָדוֹשׁ	0.812	0.240	0.693
sainted	קדוש	0.708	0.296	0.676
saintly	קָדוֹשׁ	0.865	0.286	0.591
sake	סאקה	0.490	0.573	0.407
salad	סלט	0.750	0.260	0.307
salamander	סַלָמַנדְרָה	0.410	0.362	0.309
salami	סלמי	0.667	0.360	0.339
salary	שכר	0.786	0.480	0.652
sale	מְכִירָה	0.647	0.602	0.573
salesgirl	אשת מכירות	0.582	0.490	0.605
salesman	איש מכירות	0.643	0.559	0.664
salient	בּוֹלֵט	0.600	0.573	0.702
saline	מִלְחִית	0.430	0.340	0.385
saliva	רוֹק	0.214	0.265	0.236
sally	סאלי	0.604	0.390	0.451
salmon	סלמון	0.760	0.250	0.444
salmonella	סלמונלה	0.167	0.608	0.312
salon	סָלוֹן	0.531	0.296	0.463
saloon	מִסְבָּאָה	0.630	0.300	0.364
salsa	סלסה	0.742	0.500	0.370
salt	מלח	0.323	0.312	0.306
