Word	Mongolian-mn	Valence	Arousal	Dominance
readiness	бэлэн байдал	0.708	0.531	0.700
reading	унших	0.781	0.183	0.415
readjustment	тохируулга	0.560	0.563	0.510
readout	унш	0.590	0.250	0.518
ready	бэлэн байна	0.770	0.388	0.648
readytogo	явахад бэлэн	0.667	0.654	0.578
reaffirm	дахин батлах	0.750	0.559	0.654
reagent	урвалж	0.385	0.698	0.642
real	бодит	0.719	0.510	0.717
realism	бодит байдал	0.740	0.545	0.670
realist	бодитой	0.720	0.572	0.809
realistic	бодитой	0.700	0.520	0.783
reality	бодит байдал	0.786	0.365	0.787
realization	ухамсарлахуй	0.554	0.510	0.836
realize	ойлгох	0.757	0.462	0.647
realm	газар	0.708	0.509	0.878
realtor	үл хөдлөх хөрөнгө	0.429	0.471	0.582
realty	бодит байдал	0.633	0.471	0.648
ream	давирхай	0.490	0.173	0.346
reap	хурааж авна	0.677	0.422	0.623
reaper	тариачин	0.340	0.565	0.464
reappear	дахин ирнэ	0.688	0.625	0.632
rear	арын хэсэг	0.459	0.520	0.284
rearrange	зохицуулах	0.656	0.510	0.729
rearrangement	дахин тохируулах	0.542	0.527	0.769
reason	шалтгаан	0.781	0.455	0.712
reasonable	боломжийн	0.902	0.337	0.726
reasonableness	зохистой байдал	0.729	0.448	0.665
reasoning	шалтгаан	0.729	0.365	0.729
reasons	шалтгаан	0.583	0.460	0.571
reassemble	дахин бүтээх	0.552	0.540	0.589
reassign	дахин хуваарилах	0.359	0.490	0.559
reassignment	дахин хуваарилалт хийх	0.551	0.480	0.415
reassurance	батлах	0.875	0.127	0.593
reassure	тайвшир	0.837	0.306	0.630
reassured	тайвширсан	0.854	0.186	0.519
reassuring	тайвширч байна	0.847	0.308	0.691
rebate	хөнгөлөлт	0.667	0.569	0.510
rebel	босогчид	0.235	0.830	0.555
rebellion	бослого	0.245	0.843	0.746
rebellious	тэрслүү	0.344	0.880	0.663
rebels	босогчид	0.135	0.860	0.609
rebirth	дахин төрөх	0.781	0.712	0.780
reboot	дахин ачаална	0.673	0.577	0.519
reborn	дахин төрөх	0.802	0.618	0.737
rebound	сэргэлт	0.521	0.480	0.506
rebuild	дахин бүтээх	0.656	0.557	0.519
rebuke	зэмлэ	0.115	0.677	0.429
rebut	дампуурлаа	0.154	0.519	0.573
rebuttal	зөрчил	0.312	0.690	0.540
recalcitrant	кальцитрант	0.357	0.624	0.580
recall	санах	0.583	0.351	0.525
recant	Дуусах	0.333	0.575	0.482
recap	Дахин сэргээх	0.602	0.578	0.667
recapture	дахин барих	0.333	0.656	0.658
recast	дахин боловсруул	0.367	0.481	0.500
recede	Дуусах	0.231	0.449	0.245
receding	буурсан	0.224	0.418	0.333
receipt	хүлээн авах	0.542	0.230	0.415
receipts	орлого	0.320	0.333	0.381
receive	хүлээн авах	0.740	0.462	0.551
received	хүлээн авсан	0.646	0.436	0.561
receiver	хүлээн авагч	0.583	0.464	0.586
receiving	хүлээн авах	0.719	0.562	0.623
recent	саяхан	0.592	0.365	0.589
receptacle	сав	0.500	0.451	0.426
reception	хүлээн авах	0.694	0.375	0.567
receptionist	хүлээн авагч	0.677	0.430	0.385
receptive	хүлээн авалт	0.729	0.519	0.639
receptor	рецептор	0.417	0.360	0.510
recess	завсарлага	0.646	0.510	0.367
recesses	завсарлага	0.367	0.470	0.379
recession	уналт	0.368	0.398	0.373
recharge	тэжээгдэл	0.584	0.702	0.664
recheck	Дахин шалгах	0.440	0.490	0.529
recherche	NO TRANSLATION	0.458	0.490	0.363
recidivism	Дахиадив	0.245	0.520	0.558
recipe	жор	0.698	0.271	0.415
recipient	хүлээн авагч	0.604	0.324	0.679
reciprocal	харилцан адилгүй	0.677	0.520	0.660
reciprocate	хариулах	0.760	0.460	0.618
reciprocity	харилцан солилцоо	0.740	0.673	0.556
recital	Сэтгүүл бичих	0.838	0.440	0.572
recitation	унш	0.708	0.519	0.462
recite	ярих	0.688	0.398	0.453
reckless	шоолсон	0.262	0.788	0.279
recklessness	таагүй байдал	0.292	0.763	0.380
reckon	тооцоолох	0.643	0.420	0.472
reckoning	тооцоолох	0.418	0.622	0.532
reclaim	Дахин авах	0.469	0.724	0.648
reclamation	нөхөн сэргээх	0.573	0.750	0.548
recline	Сална	0.460	0.404	0.418
reclining	хажууд сууж байна	0.448	0.312	0.317
recluse	Баярлалаа	0.240	0.490	0.446
recognition	хүлээн зөвшөөрөх	0.833	0.587	0.726
recognizable	танигдах боломжтой	0.625	0.400	0.609
recognize	таних	0.760	0.315	0.600
recognized	хүлээн зөвшөөрсөн	0.875	0.458	0.786
recoil	татгалзах	0.089	0.429	0.259
recollect	санаж байна	0.688	0.491	0.602
recollection	дурсамж	0.722	0.337	0.566
recombinant	рекомбинант	0.561	0.519	0.463
recombination	дахин каталоги	0.510	0.492	0.602
recommend	зөвлөж байна	0.812	0.439	0.672
recommendation	зөвлөмж	0.912	0.388	0.664
recompense	нөхөн олговор	0.844	0.620	0.853
recon	recon	0.500	0.447	0.400
reconcile	эвлэрэх	0.760	0.470	0.625
reconciliation	эвлэрэл	0.896	0.570	0.604
reconfigure	дахин тохируулах	0.429	0.500	0.658
reconnaissance	Туршилт	0.729	0.604	0.712
reconnect	дахин холбох	0.630	0.548	0.667
reconsider	дахин хэлэлцэх	0.448	0.442	0.582
reconsideration	дахин хянан үзэх	0.531	0.459	0.611
reconstitution	шинэчилсэн найруулга	0.587	0.461	0.783
reconstruct	дахин бүтээх	0.740	0.618	0.718
reconstruction	сэргээн босголт	0.625	0.719	0.667
reconstructive	Бүтцийн өөрчлөлт	0.596	0.444	0.722
reconvene	дахин сэргээх	0.490	0.529	0.560
record	бүртгэл	0.552	0.421	0.500
recorder	бичигч	0.551	0.374	0.481
recording	бичлэг хийх	0.573	0.537	0.474
recount	гэж хэл	0.479	0.402	0.509
recoup	буцааж авах	0.719	0.422	0.575
recourse	Дамжуулалт	0.402	0.337	0.598
recover	сэргээх	0.918	0.510	0.647
recoverable	нөхөн сэргээх боломжтой	0.780	0.388	0.709
recovery	сэргээх	0.781	0.402	0.737
recreate	дахин үүсгэх	0.724	0.545	0.616
recreation	амралт	0.909	0.632	0.660
recreational	амралт	0.896	0.686	0.479
recruit	ажилд авах	0.551	0.654	0.633
recruiter	ажилтан	0.662	0.630	0.690
recruiting	ажилд авах	0.448	0.787	0.693
recruitment	ажилд авах	0.479	0.645	0.591
recruits	элсүүлэх	0.396	0.653	0.593
rectal	шулуун гэдсээр	0.344	0.618	0.410
rectangle	тэгш өнцөгт	0.479	0.225	0.438
rectangular	тэгш өнцөгт	0.438	0.240	0.307
rectification	засварлах	0.449	0.560	0.695
rectify	засах	0.625	0.480	0.634
rector	ректор	0.458	0.406	0.862
rectory	квадрат	0.490	0.373	0.704
rectum	шулуун гэдсээр	0.438	0.443	0.491
recumbent	Дахиад л	0.429	0.370	0.352
recuperation	нөхөн сэргээх	0.688	0.418	0.500
recur	давтах	0.479	0.500	0.416
recurrence	дахин давтагдах	0.490	0.538	0.615
recurrent	давтамж	0.552	0.500	0.561
recurring	дахин давтагдах	0.370	0.560	0.445
recursion	рекурсив	0.312	0.580	0.543
recursive	рекурсив	0.459	0.590	0.561
recursively	рекурсив	0.427	0.519	0.618
recycle	дахин боловсруулах	0.521	0.392	0.526
recycled	дахин боловсруулсан	0.561	0.316	0.409
recycling	дахин боловсруулах	0.552	0.320	0.509
red	улаан	0.427	0.385	0.377
reddish	улаан	0.521	0.337	0.328
redecorate	дахин засах	0.602	0.444	0.490
redeem	гэтэлгэх	0.633	0.469	0.491
redeemed	гэтэлгэсэн	0.625	0.378	0.434
redemption	гэтэлгэл	0.376	0.408	0.545
redesign	шинэчлэгдсэн	0.622	0.460	0.396
redhead	улаан үстэй	0.677	0.549	0.518
redheaded	улаан толгойтой	0.510	0.520	0.428
redirect	дахин чиглүүлэх	0.469	0.360	0.648
redneck	redneck	0.401	0.500	0.348
redness	улайх	0.151	0.470	0.417
redo	дахин хийх	0.481	0.500	0.535
redress	нөхөн сэргээх	0.677	0.558	0.649
reduce	багасгах	0.219	0.304	0.336
reduced	багасгасан	0.229	0.365	0.204
reduction	бууруулах	0.365	0.382	0.240
redundancy	илүүдэл нөөц	0.316	0.262	0.589
redundant	илүүдэхгүй	0.210	0.500	0.527
redwood	redwood	0.592	0.350	0.443
reed	зэгс	0.490	0.350	0.307
reef	хад чулуу	0.583	0.490	0.456
reefer	reefer	0.500	0.453	0.421
reefs	хад чулуу	0.531	0.471	0.455
reek	reek	0.177	0.480	0.311
reel	ганхах	0.449	0.332	0.395
reelection	дахин сонгох	0.541	0.673	0.681
reeling	довтолж байна	0.327	0.542	0.267
reenactment	дахин сэргээх	0.771	0.592	0.768
reentry	дахин оролдлого	0.604	0.449	0.500
reestablish	дахин сэргээх	0.635	0.490	0.692
ref	ref	0.469	0.380	0.368
refer	лавлана уу	0.506	0.358	0.558
referee	шүүгч	0.531	0.644	0.778
reference	лавлагаа	0.633	0.312	0.595
referendum	санал асуулга	0.510	0.469	0.643
referral	шилжүүлэх	0.694	0.314	0.603
refill	дүүргэх	0.670	0.400	0.464
refine	цэвэрлэнэ	0.653	0.460	0.640
refined	цэвэршүүлсэн	0.850	0.430	0.653
refinement	сайжруулалт	0.719	0.387	0.709
refinery	боловсруулах үйлдвэр	0.646	0.444	0.565
refining	цэвэршүүлэх	0.694	0.466	0.664
refit	өөрчлөгдсөн	0.500	0.577	0.506
reflect	тусгах	0.698	0.342	0.472
reflecting	тусгах	0.590	0.408	0.471
reflection	тусгал	0.710	0.500	0.528
reflective	тунгаан бодох	0.656	0.292	0.735
reflector	ойлгогч	0.479	0.510	0.500
reflex	рефлекс	0.583	0.460	0.538
reflux	рефлюкс	0.281	0.559	0.347
reform	шинэчлэл	0.531	0.490	0.797
reformation	шинэчлэл	0.809	0.500	0.558
reformer	шинэчлэгч	0.562	0.569	0.905
refraction	хугарал	0.388	0.471	0.526
refractor	refractor	0.510	0.541	0.433
refractory	галд тэсвэртэй	0.520	0.357	0.588
refrain	татгалзах	0.314	0.373	0.277
refraining	татгалзах	0.418	0.453	0.404
refresh	сэргээгч	0.719	0.640	0.689
refreshed	сэргээгч	0.910	0.377	0.480
refreshing	шинэ сэргэг	0.936	0.520	0.571
refreshment	сэргээх	0.667	0.410	0.352
refrigerate	Хөргөх	0.635	0.357	0.457
refrigeration	Хөргөлт	0.735	0.392	0.500
refrigerator	хөргөгч	0.677	0.260	0.391
refuel	түлш	0.592	0.445	0.500
refuge	хоргодох газар	0.640	0.238	0.481
refugee	дүрвэгсэд	0.379	0.607	0.327
refund	буцаан олголт	0.541	0.528	0.430
refurbish	засварлах	0.656	0.633	0.541
refusal	татгалзах	0.052	0.610	0.321
refuse	татгалзах	0.180	0.520	0.331
refused	татгалзав	0.163	0.475	0.188
refusing	татгалзсан	0.143	0.670	0.203
refutation	шүүмжлэл	0.312	0.726	0.566
refute	зөрчил	0.312	0.731	0.583
regain	эргүүлэн авах	0.729	0.520	0.759
regal	сайн байна	0.643	0.459	0.556
regalia	regalia	0.760	0.441	0.556
regard	Анхаарал тавьдаг	0.802	0.336	0.809
regatta	regatta	0.740	0.471	0.435
regency	засаглал	0.520	0.472	0.630
regenerate	нөхөн сэргээх	0.782	0.607	0.767
regeneration	нөхөн сэргээх	0.760	0.640	0.845
regent	Батлан ​​хамгаалах	0.680	0.529	0.675
reggae	reggae	0.698	0.520	0.500
regime	дэглэм	0.290	0.668	0.773
regimen	дэглэм	0.428	0.538	0.840
regiment	дэглэм	0.469	0.722	0.755
regimental	дэглэм	0.292	0.637	0.817
region	бүс нутаг	0.540	0.295	0.712
regional	бүс нутаг	0.620	0.400	0.607
regionalism	бүс нутаг	0.640	0.500	0.773
register	бүртгүүлэх	0.490	0.412	0.654
registrar	бүртгэгч	0.599	0.537	0.574
registration	бүртгэл	0.622	0.396	0.574
registry	бүртгэл	0.573	0.320	0.583
regress	регресс	0.255	0.442	0.300
regression	регресс	0.312	0.500	0.324
regressive	регрессив	0.302	0.434	0.363
regret	харамсдаг	0.230	0.623	0.331
regretful	харамсалтай	0.167	0.480	0.188
regrettable	харамсалтай	0.104	0.374	0.245
regretted	харамсдаг	0.352	0.540	0.368
regretting	харамсалтай байна	0.255	0.567	0.273
regroup	дахин бүтээх	0.633	0.602	0.797
regular	тогтмол байна	0.435	0.188	0.558
regularity	тогтмол байх	0.663	0.337	0.585
regulars	зохицуулалт	0.729	0.327	0.508
regulate	зохицуулах	0.510	0.275	0.481
regulated	зохицуулалттай	0.531	0.269	0.483
regulation	зохицуулалт	0.542	0.425	0.667
regulator	зохицуулагч	0.500	0.336	0.668
regulatory	зохицуулалт	0.531	0.448	0.528
regurgitation	регургитаци	0.160	0.647	0.315
rehab	нөхөн сэргээх	0.531	0.450	0.593
rehabilitate	нөхөн сэргээх	0.671	0.538	0.642
rehabilitation	нөхөн сэргээх	0.406	0.528	0.606
rehash	rehash	0.405	0.451	0.403
rehearsal	бэлтгэл	0.667	0.470	0.500
rehearse	Сургуулилт	0.588	0.622	0.500
reign	хаанчлах	0.806	0.567	0.873
reigning	хаанчлах	0.677	0.632	0.870
reimburse	нөхөн олговор	0.680	0.418	0.527
reimbursement	нөхөн олговор	0.653	0.610	0.567
rein	Хадгалах	0.500	0.357	0.438
reincarnation	дахин төрөлт	0.786	0.747	0.676
reindeer	цаа буга	0.592	0.336	0.396
reinforce	бататгах	0.604	0.583	0.760
reinforcement	арматур	0.729	0.702	0.902
reinforcements	арматурууд	0.646	0.719	0.875
reins	зэгс	0.480	0.448	0.545
reinstall	дахин суулгах	0.458	0.500	0.745
reinstate	дахин сэргээх	0.760	0.551	0.596
reinstatement	нөхөн сэргээх	0.729	0.521	0.707
reinvest	дахин хөрөнгө оруулалт хийх	0.570	0.627	0.763
reinvestment	дахин хөрөнгө оруулалт	0.582	0.622	0.782
reiterate	дахин давтан хэлэх	0.422	0.451	0.655
reject	татгалзах	0.060	0.647	0.370
rejected	татгалзсан	0.102	0.480	0.250
rejection	татгалзах	0.080	0.704	0.330
rejects	татгалздаг	0.083	0.637	0.422
rejoice	баярлана уу	0.827	0.650	0.698
rejoicing	баяртай байна	0.811	0.637	0.592
rejoin	дахин ирээрэй	0.655	0.548	0.556
rejuvenate	залуужих болно	0.776	0.588	0.767
rejuvenated	дахин боловсруулсан	0.809	0.673	0.700
rekindle	дахин сэргээх	0.656	0.520	0.788
relapse	дахилт	0.173	0.460	0.303
relate	холбоотой байна	0.653	0.500	0.623
related	холбоотой байна	0.677	0.365	0.519
relation	харилцаа холбоо	0.857	0.604	0.625
relationship	харилцаа холбоо	0.867	0.566	0.589
relative	харьцангуй	0.500	0.378	0.386
relativity	Харьцангуйн харьцаа	0.594	0.393	0.615
relax	амрах	0.927	0.250	0.375
relaxant	тайван байна	0.878	0.087	0.357
relaxation	Амралт	0.873	0.161	0.381
relaxed	тайван байна	0.865	0.090	0.382
relaxing	амрах	0.854	0.157	0.475
relay	реле	0.738	0.542	0.543
release	хувилбар	0.740	0.606	0.741
released	Гарсан	0.844	0.490	0.651
relegation	доод тал нь	0.375	0.500	0.434
relentless	тэсвэргүй	0.333	0.713	0.904
relevance	хамааралтай	0.710	0.599	0.791
relevancy	хамаарал	0.724	0.481	0.673
relevant	хамааралтай	0.719	0.608	0.764
reliability	найдвартай байдал	0.917	0.380	0.696
reliable	найдвартай	0.912	0.241	0.875
reliance	найдвартай байх	0.844	0.431	0.853
relic	relic	0.646	0.452	0.591
relics	дурсгал	0.719	0.580	0.579
relief	тусламж	0.844	0.278	0.481
relieve	багасгах	0.813	0.183	0.536
relieved	тайвширсан	0.896	0.314	0.391
relieving	багасгах	0.740	0.255	0.455
relight	тайван байдал	0.560	0.588	0.519
religion	шашин шүтлэг	0.646	0.320	0.755
religious	шашин шүтлэг	0.740	0.238	0.696
relinquish	татгалзах	0.265	0.606	0.286
relish	амттай	0.854	0.610	0.632
relive	дахин сэргээх	0.750	0.650	0.693
reload	дахин ачаална уу	0.562	0.611	0.571
relocate	нүүлгэн шилжүүлэх	0.500	0.594	0.640
relocation	нүүлгэн шилжүүлэлт	0.396	0.500	0.475
reluctance	дургүйцэл	0.240	0.606	0.373
reluctant	дургүй байна	0.292	0.630	0.432
rely	найдвартай байх	0.812	0.429	0.616
remain	үлдсэн	0.709	0.365	0.731
remainder	үлдсэн хэсэг	0.398	0.357	0.324
remaining	үлдсэн	0.449	0.290	0.296
remains	үлдсэн	0.610	0.240	0.565
remake	Шинэчлэл хийх	0.583	0.488	0.642
remand	remand	0.245	0.446	0.318
remark	хэлсэн үг	0.561	0.325	0.716
remarkable	гайхалтай	0.880	0.573	0.720
remarkably	гайхалтай	0.688	0.618	0.868
remarry	дахин гэрлэх	0.653	0.791	0.540
rematch	дахин тоглуулах	0.469	0.798	0.627
remedial	засаж залруулах	0.369	0.418	0.509
remedy	арга хэмжээ авах	0.625	0.283	0.491
remember	санаарай	0.776	0.422	0.454
remembered	санаж байна	0.916	0.333	0.588
remembering	санаж байна	0.535	0.386	0.509
remembrance	дурсамж	0.812	0.250	0.519
remind	сануулах	0.721	0.415	0.563
reminder	сануулагч	0.552	0.423	0.589
reminisce	дурсамж	0.903	0.490	0.363
reminiscent	санагдуулам	0.500	0.481	0.611
reminiscing	санаж байна	0.688	0.431	0.418
remiss	алга болно	0.190	0.650	0.325
remission	залруулга	0.418	0.330	0.518
remit	remit	0.510	0.509	0.473
remittance	мөнгөн гуйвуулга хийх	0.684	0.479	0.454
remnant	үлдэгдэл	0.367	0.312	0.388
remodel	засварлах	0.604	0.647	0.693
remorse	гэмшсэн	0.103	0.673	0.377
remorseful	Сэтгэл хөдлөлөө	0.347	0.429	0.250
remote	алсын	0.458	0.333	0.477
remoteness	алслагдсан байдал	0.323	0.510	0.339
removal	зайлуулах	0.245	0.540	0.368
