Word	Romanian-ro	Valence	Arousal	Dominance
sleuth	Sleuth	0.460	0.633	0.676
slice	felie	0.583	0.375	0.303
slick	șmecher	0.388	0.383	0.349
slicker	șmecher	0.727	0.387	0.519
slide	diapozitiv	0.615	0.435	0.432
slider	cursor	0.585	0.491	0.518
sliding	alunecare	0.356	0.730	0.491
slight	uşor	0.521	0.240	0.155
slight anticipation	anticipare ușoară	0.562	0.490	0.445
slight disgust	ușoară dezgust	0.156	0.578	0.318
slight surprise	ușoară surpriză	0.677	0.746	0.557
slight trust	ușoară încredere	0.306	0.400	0.245
slightly	puțin	0.470	0.274	0.255
slightly negative	ușor negativ	0.190	0.472	0.259
slightly positive	ușor pozitiv	0.792	0.480	0.567
slim	subţire	0.562	0.180	0.296
slime	mocirlă	0.300	0.370	0.183
slimy	noroios	0.177	0.500	0.309
sling	praştie	0.417	0.423	0.404
slingshot	praștia	0.323	0.654	0.474
slink	se furişa	0.460	0.546	0.314
slinky	Slinky	0.400	0.637	0.603
slip	alunecare	0.316	0.714	0.321
slipper	papuc	0.635	0.298	0.245
slippers	papuci	0.573	0.413	0.236
slippery	alunecos	0.219	0.740	0.343
slit	fantă	0.406	0.490	0.366
sliver	surcea	0.388	0.347	0.291
slob	neglijent	0.275	0.365	0.300
slobber	bale	0.350	0.375	0.278
slogan	slogan	0.550	0.216	0.564
sloop	sloop	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	pantă	0.347	0.438	0.279
sloppy	desfundat	0.303	0.441	0.183
slot	slot	0.469	0.337	0.337
sloth	Lene	0.198	0.140	0.125
slouch	nepriceput	0.365	0.450	0.328
slough	băltoacă	0.265	0.390	0.200
slow	încet	0.357	0.073	0.131
slowly	încet	0.427	0.185	0.295
slowness	încetineală	0.302	0.212	0.191
sludge	nămol	0.354	0.396	0.229
slug	melc	0.276	0.370	0.160
slugger	Slugger	0.458	0.500	0.518
sluggish	lent	0.224	0.124	0.155
sluice	ecluză	0.427	0.520	0.365
slum	mahala	0.292	0.528	0.302
slumber	dormita	0.592	0.191	0.426
slump	criză	0.194	0.438	0.130
slur	legato	0.115	0.814	0.427
slurp	Slurp	0.540	0.528	0.411
slush	noroi	0.427	0.283	0.296
slut	curvă	0.071	0.808	0.309
slutty	Slutty	0.224	0.810	0.371
sly	viclean	0.573	0.690	0.750
smack	jart	0.323	0.662	0.381
small	mic	0.542	0.205	0.120
smaller	mai mic	0.300	0.310	0.179
smallest	cel mai mic	0.281	0.340	0.129
smallpox	variolă	0.156	0.583	0.222
smart	inteligent	0.906	0.607	0.923
smartass	desteptule	0.364	0.520	0.620
smarten	iuți	0.602	0.490	0.551
smarty	smarty	0.673	0.510	0.848
smash	lovitura	0.195	0.692	0.530
smashed	distrus	0.143	0.660	0.256
smattering	brumă	0.448	0.460	0.500
smear	pată	0.230	0.433	0.400
smell	miros	0.510	0.520	0.330
smelling	mirositor	0.458	0.481	0.349
smelly	mirositor	0.100	0.528	0.245
smelt	mirosit	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	zâmbet	0.906	0.598	0.618
smiled	zîmbi	0.949	0.530	0.536
smiles	zâmbete	0.892	0.606	0.607
smiley	zâmbitoare	0.865	0.470	0.571
smiling	zâmbitor	0.981	0.679	0.625
smirk	rânjet	0.792	0.596	0.583
smite	lovi	0.303	0.846	0.682
smith	fierar	0.677	0.333	0.529
smithereens	fărâmă	0.281	0.561	0.409
smitten	lovit	0.153	0.760	0.204
smock	bluză	0.429	0.250	0.250
smog	ceață și fum	0.271	0.480	0.382
smoke	fum	0.188	0.500	0.391
smoker	fumător	0.208	0.528	0.311
smokey	Smokey	0.494	0.462	0.430
smoking	fumat	0.176	0.557	0.384
smoky	fumuriu	0.459	0.420	0.327
smoldering	mocnit	0.635	0.781	0.764
smooch	se drăgosti	0.796	0.731	0.491
smooth	neted	0.823	0.127	0.281
smoothie	periuţă	0.806	0.333	0.281
smoothly	lin	0.821	0.134	0.488
smoothness	finete	0.833	0.221	0.412
smother	sufoca	0.292	0.685	0.420
smudge	murdări	0.327	0.429	0.245
smug	elegant	0.198	0.552	0.587
smuggle	escamota	0.194	0.775	0.570
smuggler	contrabandist	0.062	0.867	0.645
smuggling	contrabandă	0.229	0.783	0.510
smut	negru de fum	0.357	0.360	0.349
snack	gustare	0.646	0.407	0.345
snacks	snacks-uri	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	inconvenient	0.417	0.250	0.339
snags	snags	0.177	0.721	0.490
snail	melc	0.480	0.104	0.296
snake	şarpe	0.276	0.750	0.549
snakes	șerpi	0.176	0.662	0.606
snakeskin	piele de șarpe	0.276	0.696	0.391
snap	agrafă	0.344	0.517	0.352
snapper	Snapper	0.417	0.429	0.245
snappy	vioi	0.573	0.592	0.418
snapshot	instantaneu	0.573	0.578	0.588
snare	cursă	0.229	0.850	0.466
snarl	mârâit	0.430	0.787	0.455
snarling	snarling	0.312	0.704	0.491
snatch	smulge	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	a strecura	0.281	0.745	0.449
sneaker	pantof de tenis	0.794	0.479	0.389
sneakers	adidași	0.604	0.548	0.349
sneaking	ascuns	0.203	0.755	0.545
sneaky	meschin	0.240	0.740	0.560
sneer	insinuare	0.133	0.755	0.345
sneeze	strănut	0.271	0.442	0.336
sneezing	strănut	0.434	0.570	0.345
snicker	nechezat	0.708	0.693	0.409
snide	snide	0.186	0.723	0.455
sniff	mirosi	0.396	0.500	0.318
snip	croitor	0.417	0.327	0.268
snipe	becață	0.198	0.915	0.491
sniper	lunetist	0.167	0.870	0.853
snippet	fragment	0.612	0.410	0.368
snippy	snippy	0.418	0.491	0.481
snitch	turnatorul	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	Snoopy	0.573	0.534	0.291
snooty	îngâmfat	0.390	0.455	0.446
snooze	pui de somn	0.235	0.357	0.282
snore	sforăit	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	sforăit	0.469	0.531	0.413
snot	muci	0.214	0.340	0.269
snotty	mucos	0.180	0.382	0.200
snout	bot	0.276	0.385	0.241
snow	zăpadă	0.667	0.363	0.309
snowball	bulgare de zapada	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	zi cu zapada	0.602	0.500	0.440
snowfall	căderile de zăpadă	0.675	0.280	0.455
snowflake	fulg de nea	0.748	0.192	0.260
snowing	ninsorile	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	om de zapada	0.776	0.291	0.323
snowplow	plug de zăpadă	0.449	0.480	0.493
snowstorm	viscol	0.204	0.833	0.629
snowy	acoperit cu zăpadă	0.656	0.304	0.357
snub	cârn	0.229	0.412	0.228
snubbed	snubbed	0.265	0.528	0.279
snuff	tabac	0.357	0.470	0.377
snug	confortabil	0.867	0.173	0.500
snuggle	se ghemui	0.781	0.390	0.350
snuggled	cuibarit	0.552	0.439	0.314
snuggles	Snuggles	0.670	0.340	0.287
snuggling	snuggling	0.683	0.585	0.373
soak	scufunda	0.480	0.370	0.240
soaked	ud	0.365	0.462	0.358
soaking	îmbibare	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	săpun	0.531	0.163	0.311
soapbox	Soapbox	0.500	0.415	0.393
soapy	cu săpun	0.552	0.373	0.355
soar	avânta	0.790	0.740	0.718
soaring	planare	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	sobru	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	sobrietate	0.680	0.310	0.583
soc	Soc	0.427	0.431	0.380
soccer	fotbal	0.698	0.837	0.644
sociable	sociabil	0.854	0.459	0.627
social	social	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	socialism	0.510	0.500	0.560
socialist	socialist	0.448	0.400	0.543
socialite	persoană importantă	0.684	0.668	0.570
socialize	socializa	0.907	0.683	0.726
society	societate	0.674	0.464	0.782
sociology	sociologie	0.615	0.439	0.694
sociopath	sociopat	0.104	0.863	0.439
sock	ciorap	0.500	0.167	0.290
socket	priză	0.583	0.469	0.377
sod	gazon	0.427	0.383	0.333
soda	sifon	0.688	0.314	0.364
soda/pop	sifon pop	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	sodiu	0.490	0.340	0.291
sofa	canapea	0.583	0.106	0.263
soft	moale	0.760	0.179	0.232
softball	minge moale	0.735	0.630	0.518
soften	înmuia	0.694	0.194	0.392
softener	balsam	0.745	0.300	0.373
softening	înmuiere	0.700	0.255	0.361
softly	încetișor	0.517	0.206	0.304
softness	moliciune	0.875	0.086	0.402
software	software-ul	0.561	0.280	0.570
soggy	ud	0.312	0.350	0.241
sohappy	atat de fericit	0.949	0.673	0.681
soil	sol	0.350	0.180	0.356
soiled	terfelit	0.106	0.529	0.213
soiree	serată	0.729	0.692	0.578
sojourn	sejur	0.514	0.243	0.509
solace	consolare	0.776	0.294	0.453
solar	solar	0.622	0.452	0.645
solarium	solariu	0.602	0.356	0.421
solder	suda	0.439	0.510	0.611
soldering	sudură	0.573	0.536	0.538
soldier	soldat	0.392	0.708	0.768
sole	unic	0.427	0.194	0.279
solemn	solemn	0.708	0.370	0.709
solicit	solicita	0.620	0.490	0.604
solicitation	solicitare	0.612	0.519	0.415
solicitor	avocat	0.600	0.479	0.802
solid	solid	0.667	0.304	0.763
solidarity	solidaritate	0.792	0.407	0.781
solidification	solidificare	0.480	0.500	0.827
solidified	solidificat	0.633	0.415	0.745
solidify	solidifica	0.583	0.318	0.754
solidity	soliditate	0.745	0.444	0.850
solitaire	Solitaire	0.365	0.227	0.279
solitary	solitar	0.224	0.202	0.268
solitude	singurătate	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	solubilitate	0.506	0.360	0.442
soluble	solubil	0.542	0.272	0.409
solucky	atât de norocos	0.573	0.529	0.615
solution	soluţie	0.790	0.339	0.664
solve	rezolva	0.656	0.530	0.688
solvency	solvabilitate	0.604	0.296	0.605
solvent	solvent	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatic	0.438	0.406	0.444
somber	sumbru	0.184	0.500	0.380
some anticipation	unele anticipații	0.423	0.482	0.472
some disgust	ceva dezgust	0.094	0.657	0.321
some surprise	o surpriză	0.827	0.849	0.500
some trust	unele încredere	0.594	0.451	0.547
somersault	tumbă	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	oarecum negativ	0.208	0.480	0.150
somewhat positive	oarecum pozitiv	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	fiu	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonată	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	cântec	0.854	0.413	0.500
songwriter	compozitor	0.844	0.558	0.713
sonic	sonic	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonet	0.718	0.294	0.404
sonorous	sonor	0.646	0.580	0.442
soot	funingine	0.375	0.328	0.292
soothe	calma	0.817	0.194	0.412
soothing	liniştitor	0.625	0.179	0.519
sophisticated	sofisticat	0.865	0.481	0.845
sophistication	rafinament	0.792	0.472	0.704
sophomore	al doilea de studentie	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	dulceag	0.510	0.355	0.297
soprano	sopran	0.552	0.550	0.685
sorcerer	vrăjitor	0.377	0.633	0.632
sorcery	vrăjitorie	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	inflamat	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	dovedește	0.284	0.727	0.370
soreness	durere	0.113	0.843	0.302
sorghum	sorg	0.469	0.358	0.420
sorority	Sorority	0.635	0.637	0.627
sorrow	întristare	0.052	0.235	0.164
sorrowful	trist	0.049	0.422	0.163
sorry	scuze	0.406	0.362	0.212
sort	fel	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	triere	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	soscared	0.229	0.652	0.319
soscary	atat de infricosator	0.301	0.660	0.414
soslow	atât de lent	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	atat de dulce	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	suflet	0.770	0.220	0.510
soulful	sentimental	0.755	0.331	0.500
soulless	fără inimă	0.125	0.591	0.400
soulmate	suflet pereche	0.890	0.500	0.628
sound	sunet	0.765	0.623	0.398
sounding	sondaj	0.690	0.500	0.558
soundness	soliditate	0.780	0.377	0.893
soundproof	izolată fonic	0.490	0.390	0.409
soundtrack	coloană sonoră	0.630	0.559	0.518
soup	supă	0.602	0.245	0.269
sour	acru	0.276	0.594	0.373
source	sursă	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	sud	0.562	0.265	0.429
southbound	spre sud	0.510	0.370	0.395
southeast	Sud Est	0.510	0.283	0.413
southern	sudic	0.552	0.269	0.370
southpaw	stangaci	0.542	0.389	0.404
southwest	sud-vest	0.406	0.314	0.355
souvenir	suvenir	0.844	0.311	0.466
sovereign	suveran	0.698	0.500	0.885
sovereignty	suveranitate	0.719	0.529	0.886
soviet	sovietic	0.347	0.580	0.536
sow	scroafă	0.667	0.430	0.446
soy	soia	0.438	0.250	0.286
soy sauce	sos de soia	0.573	0.382	0.318
soybean	soia	0.521	0.250	0.293
spa	spa	0.622	0.151	0.386
space	spaţiu	0.800	0.317	0.573
spacecraft	nave spațiale	0.646	0.698	0.680
spaceman	cosmonaut	0.688	0.577	0.848
spaceship	nava spatiala	0.643	0.781	0.664
spacing	spaţierea	0.621	0.425	0.507
spacious	spațios	0.880	0.365	0.557
spade	cazma	0.469	0.667	0.529
spaghetti	spaghete	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	spam	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	chelfăni	0.112	0.882	0.642
spanking	chelfăneală	0.194	0.736	0.392
spar	spat	0.417	0.438	0.536
spare	de rezervă	0.552	0.398	0.411
spareribs	costițe de porc	0.635	0.431	0.395
sparingly	cumpătat	0.510	0.353	0.518
spark	scânteie	0.688	0.745	0.529
sparkle	scânteie	0.819	0.765	0.510
sparkling	spumos	0.700	0.418	0.598
sparkly	stralucitor	0.885	0.590	0.726
sparring	sparring	0.292	0.870	0.704
sparrow	vrabie	0.583	0.460	0.327
sparse	rar	0.240	0.367	0.209
spasm	spasm	0.194	0.594	0.366
spastic	spastică	0.240	0.541	0.491
spat	ghetră	0.427	0.413	0.309
spatial	spațial	0.604	0.625	0.645
spatter	împroșca	0.292	0.630	0.315
spatula	spatula	0.302	0.198	0.369
spawn	icre	0.542	0.586	0.709
spaz	Spaz	0.443	0.500	0.268
speak	vorbi	0.765	0.472	0.500
speakeasy	Speakeasy	0.680	0.536	0.442
speaker	vorbitor	0.604	0.660	0.723
speakerphone	difuzor	0.531	0.569	0.560
speaking	vorbitor	0.753	0.590	0.575
spear	suliţă	0.510	0.601	0.500
spec	spec	0.583	0.426	0.691
special	special	0.844	0.602	0.730
specialist	specialist	0.760	0.562	0.877
speciality	specialitate	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	special	0.847	0.398	0.714
specialty	specialitate	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	specie	0.561	0.330	0.645
specific	specific	0.656	0.388	0.691
specification	specificație	0.552	0.479	0.602
specify	specifica	0.656	0.405	0.600
specimen	specimen	0.531	0.444	0.568
speck	părticică	0.418	0.245	0.343
speckled	pătat	0.449	0.263	0.254
specs	Specificatii	0.540	0.398	0.618
spectacle	spectacol	0.812	0.745	0.762
spectacles	ochelari	0.816	0.775	0.648
spectacular	spectaculos	0.947	0.740	0.887
spectator	spectator	0.694	0.560	0.667
specter	spectru	0.265	0.723	0.540
spectral	spectral	0.430	0.667	0.500
spectrometer	spectrometru	0.500	0.452	0.490
spectrophotometer	spectrofotometru	0.500	0.484	0.500
spectroscopy	spectroscopie	0.470	0.541	0.570
spectrum	spectru	0.312	0.700	0.527
speculate	specula	0.398	0.602	0.553
speculation	speculație	0.325	0.683	0.394
speculative	speculativ	0.276	0.591	0.464
speculum	oglindă	0.417	0.469	0.433
speech	vorbire	0.656	0.470	0.688
speechless	mut	0.459	0.320	0.315
speed	viteză	0.719	0.849	0.658
speedboat	barca cu motor	0.635	0.858	0.612
speedily	rapid	0.688	0.740	0.665
speeding	accelerare	0.438	0.908	0.645
speedometer	vitezometru	0.427	0.549	0.579
speedway	speedway	0.667	0.519	0.416
speedy	rapid	0.625	0.625	0.793
spell	vraja	0.385	0.380	0.368
spellbound	vrăjit	0.531	0.647	0.387
spelling	ortografie	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	petrece	0.672	0.745	0.429
spender	cheltuitor	0.312	0.692	0.377
spending	cheltuire	0.333	0.556	0.330
spent	a petrecut	0.296	0.296	0.263
sperm	spermă	0.396	0.706	0.453
spew	scuipa	0.260	0.651	0.573
sphere	sferă	0.633	0.277	0.500
spherical	sferic	0.550	0.308	0.500
sphincter	sfincter	0.347	0.633	0.375
sphinx	Sfinx	0.604	0.324	0.490
spic	SPIC	0.302	0.455	0.451
spice	condiment	0.594	0.439	0.384
spicy	picant	0.440	0.733	0.610
spider	păianjen	0.229	0.569	0.430
spiders	păianjeni	0.260	0.696	0.368
spiffy	sony	0.615	0.582	0.470
spigot	cep	0.380	0.346	0.423
spike	vârf ascuțit	0.382	0.510	0.408
spiked	ghimpat	0.281	0.613	0.407
spiky	ţepos	0.284	0.657	0.587
spill	vărsare	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	a invarti	0.551	0.422	0.345
spinach	spanac	0.583	0.200	0.368
spinal	spinal	0.312	0.491	0.296
spindle	ax	0.552	0.410	0.360
spine	coloană vertebrală	0.495	0.461	0.600
spineless	mămăligos	0.344	0.387	0.321
spinner	filator	0.458	0.593	0.471
spinning	filare	0.594	0.610	0.481
spinster	fată bătrână	0.357	0.368	0.345
spiny	ghimpos	0.167	0.639	0.528
spiral	spirală	0.490	0.624	0.361
spire	turlă	0.354	0.358	0.389
spirit	spirit	0.786	0.370	0.621
spirited	însuflețit	0.854	0.587	0.734
spirits	alcool	0.583	0.847	0.545
spiritual	spiritual	0.938	0.327	0.564
spirituality	spiritualitate	0.865	0.281	0.667
spit	scuipat	0.149	0.545	0.436
spite	ciudă	0.080	0.600	0.317
spiteful	duşmănos	0.073	0.710	0.330
spitfire	scuipa foc	0.233	0.623	0.566
spittoon	scuipătoare	0.276	0.426	0.280
splash	stropi	0.521	0.412	0.281
splat	bulină	0.510	0.433	0.385
splatter	stropi	0.312	0.596	0.352
spleen	splină	0.448	0.255	0.396
splendid	splendid	0.896	0.740	0.810
splendor	splendoare	0.927	0.612	0.850
splice	lipitură	0.386	0.460	0.377
spline	splina	0.490	0.398	0.407
splint	atelă	0.179	0.400	0.343
splinter	șindrilă	0.136	0.422	0.325
split	Despică	0.344	0.618	0.410
splitting	despicare	0.188	0.598	0.375
splurge	efort în jurul căruia face zarvă	0.365	0.481	0.542
spoil	strica	0.146	0.723	0.328
spoiler	jefuitor	0.347	0.527	0.380
spoiling	răsfăț	0.135	0.678	0.306
spoils	prăzi	0.388	0.760	0.481
spoke	vorbit	0.635	0.433	0.483
spoken	vorbit	0.551	0.363	0.545
spokesman	purtător de cuvânt	0.720	0.480	0.611
spokesperson	Purtătorul de cuvânt	0.573	0.453	0.615
sponge	burete	0.551	0.192	0.219
spongy	spongios	0.469	0.324	0.344
sponsor	sponsor	0.729	0.537	0.800
sponsorship	sponsorizare	0.854	0.608	0.696
spontaneity	spontaneitate	0.817	0.698	0.655
spontaneous	spontan	0.780	0.578	0.655
spoof	spoof	0.490	0.594	0.381
spook	stafie	0.327	0.887	0.322
spooky	Înfricoșător	0.104	0.858	0.380
spool	bobina	0.397	0.389	0.312
spoon	linguriţă	0.479	0.236	0.259
spoonful	lingură	0.582	0.208	0.308
sporadic	sporadic	0.333	0.394	0.500
spore	spor	0.480	0.408	0.231
sport	sportiv	0.865	0.700	0.657
sporting	sportiv	0.917	0.656	0.675
sports	sport	0.833	0.683	0.587
sports car	mașină sport	0.759	0.696	0.669
sportsman	sportiv	0.755	0.735	0.713
sportsmanship	sportivitate	0.890	0.582	0.694
sportswriter	sportiv	0.760	0.551	0.566
sporty	sportiv	0.735	0.713	0.648
spot	loc	0.510	0.180	0.336
spotless	imaculat	0.792	0.327	0.726
spotlight	reflector	0.688	0.353	0.519
spotted	pestriţ	0.354	0.472	0.295
spotter	selecționer	0.542	0.491	0.644
spotty	plină de coșuri	0.281	0.606	0.241
spousal	conjugal	0.656	0.582	0.632
spouse	soț	0.750	0.600	0.645
spout	canal de scurgere	0.438	0.357	0.309
sprain	entorsă	0.063	0.580	0.384
sprawl	crăcăna	0.600	0.596	0.672
spray	spray	0.438	0.410	0.333
spread	răspândire	0.570	0.583	0.651
spreader	Utilaj de împrăștiat	0.510	0.480	0.500
spree	sindrofie	0.564	0.663	0.474
spring	arc	0.837	0.370	0.481
springtime	primăvară	0.837	0.439	0.722
sprinkle	presăra	0.635	0.404	0.380
sprinkler	stropitoare	0.510	0.434	0.473
sprinkling	stropitură	0.677	0.510	0.466
sprint	sprint	0.549	0.649	0.528
sprite	spiriduș	0.561	0.438	0.625
sprout	germina	0.582	0.565	0.443
spruce	molid	0.604	0.288	0.380
spud	săpăligă	0.403	0.423	0.349
spunk	curaj	0.438	0.632	0.473
spunky	spunky	0.646	0.879	0.755
spur	pinten	0.378	0.545	0.340
spurious	contrafăcut	0.178	0.480	0.343
spurred	stimulat	0.562	0.684	0.472
spurt	efort de viteză	0.448	0.550	0.475
spy	spion	0.260	0.686	0.530
squabble	ceartă	0.173	0.850	0.500
squad	echipă	0.552	0.711	0.806
squadron	escadron	0.469	0.686	0.787
squall	vijelie	0.191	0.833	0.655
squamous	scuamoase	0.344	0.446	0.418
squander	risipi	0.240	0.755	0.529
square	pătrat	0.509	0.340	0.291
squash	suc de fructe	0.531	0.667	0.410
squat	ghemuit	0.330	0.550	0.453
squatter	persoană care stă ghemuită	0.390	0.361	0.565
squaw	babă	0.428	0.441	0.398
squawk	ţipăt	0.265	0.480	0.245
squeak	chiţăit	0.271	0.679	0.300
squeaky	scârțâit	0.229	0.771	0.367
squeal	scânci	0.250	0.731	0.375
squealer	Squealer	0.541	0.519	0.330
squeamish	greu de mulțumit	0.176	0.656	0.453
squeeze	stoarce	0.458	0.676	0.532
squeezing	stoarcere	0.260	0.598	0.557
squelch	lipăit	0.271	0.510	0.462
squid	calamar	0.497	0.398	0.357
squint	strabism	0.385	0.461	0.452
squire	paj	0.479	0.459	0.710
squirm	se agita	0.235	0.824	0.373
squirrel	veveriţă	0.592	0.358	0.333
squirt	uda	0.406	0.460	0.255
squish	Squish	0.260	0.788	0.481
squishy	pufoasă	0.516	0.333	0.307
stab	înjunghia	0.167	0.882	0.595
stabbed	înjunghiat	0.031	0.875	0.431
stability	stabilitate	0.812	0.264	0.849
stabilize	stabiliza	0.839	0.427	0.722
stabilizer	stabilizator	0.688	0.353	0.767
stable	grajd	0.725	0.204	0.735
staccato	Staccato	0.396	0.500	0.427
stack	grămadă	0.470	0.282	0.427
stadium	stadiu	0.635	0.679	0.611
staff	personal	0.745	0.274	0.627
stag	cerb	0.594	0.250	0.389
stage	etapă	0.592	0.306	0.473
stagecoach	Stagecoach	0.516	0.519	0.627
stagehand	mașinist	0.420	0.684	0.555
stagger	clătina	0.531	0.620	0.458
staggering	amețitor	0.520	0.657	0.683
stagnant	stagnant	0.300	0.500	0.208
stagnation	stagnare	0.276	0.324	0.396
staid	neschimbat	0.385	0.290	0.634
stain	pată	0.453	0.324	0.264
stained	pătat	0.245	0.460	0.209
stainless	inoxidabil	0.594	0.329	0.618
stair	treaptă	0.375	0.354	0.345
staircase	scară	0.469	0.347	0.440
stairs	scară	0.510	0.439	0.342
stairway	scară	0.562	0.510	0.407
stairwell	casa scărilor	0.510	0.292	0.333
stake	miză	0.406	0.608	0.460
stakeout	filajul	0.344	0.546	0.600
stale	stătut	0.235	0.461	0.286
stalemate	pat	0.296	0.354	0.267
stalk	tulpină	0.436	0.272	0.395
stalker	hărțuitor	0.177	0.930	0.639
stall	stand	0.370	0.245	0.292
stallion	armăsar	0.628	0.596	0.779
stalls	grajduri	0.582	0.378	0.451
stalwart	viteaz	0.812	0.430	0.691
stamina	rezistență	0.664	0.694	0.877
stamp	timbru	0.438	0.327	0.441
