Word	Sinhala (Sinhalese)-si	Valence	Arousal	Dominance
stepfather	සුළු පියා	0.396	0.491	0.611
stepmother	කුඩම්මා	0.427	0.530	0.484
steppe	ස්ටෙප්	0.427	0.321	0.379
steps	පියවර	0.511	0.349	0.373
stepson	බලමිනි	0.614	0.406	0.480
stereo	ස්ටීරියෝ	0.617	0.519	0.500
stereoscopic	ස්ටීරිෙකෝපීය	0.363	0.417	0.574
stereotype	ඒකාකෘති වේ	0.151	0.422	0.612
stereotyped	ඒකාකෘති	0.375	0.510	0.436
sterile	විෂබීජ	0.302	0.471	0.291
sterility	වන්ධ්යාභාවය	0.201	0.519	0.414
sterilize	විෂබීජහරණය කරයි	0.406	0.510	0.520
sterling	ස්ටර්ලිං	0.529	0.481	0.615
stern	නරකයි	0.552	0.394	0.415
sternum	ශුක්රාණු	0.520	0.422	0.436
steroid	ස්ටෙරොයිඩ්	0.360	0.706	0.681
stethoscope	වෙදනලාවක	0.427	0.377	0.490
stew	ඉස්ටුවක්	0.667	0.373	0.250
steward	ගබඩාකරු	0.633	0.238	0.550
stewardess	ස්ථූපය	0.625	0.491	0.491
stewardship	භාරකාරත්වය	0.551	0.440	0.617
stfu	ස්තූතියි	0.292	0.500	0.390
stick	සැරයටිය	0.396	0.364	0.382
sticker	ස්ටිකරයක්	0.583	0.306	0.346
sticking	නොපෙනී ගියේය	0.486	0.425	0.356
stickler	ස්ටිප්ලර්	0.385	0.471	0.417
stickup	ඇලවීමයි	0.453	0.537	0.434
sticky	ඇලෙන සුළුය	0.385	0.569	0.292
stiff	දැඩිව	0.158	0.459	0.569
stiffen	සිත් රිදවීමකි	0.360	0.582	0.719
stiffness	දැඩිබව	0.323	0.500	0.657
stifle	මැඬපවත්වා ඇත	0.240	0.764	0.427
stifled	ගසා දමයි	0.229	0.731	0.193
stifling	කණපිට පෙරලී තිබේ	0.163	0.858	0.608
stigma	අපකීර්තිමත් ය	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	ස්ලීෙටෝටෝ	0.396	0.430	0.427
stillbirth	අමිහිරි බව	0.092	0.809	0.291
stillborn	කුලුඳුල් ය	0.271	0.519	0.337
stillness	නිස්කලංක තැනකි	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	තොප්පි	0.439	0.577	0.300
stimulant	උත්තේජකය	0.441	0.794	0.745
stimulate	උත්තේජනය කරන්න	0.792	0.798	0.754
stimulating	උත්තේජනයක්	0.740	0.804	0.809
stimulation	උත්තේජනය	0.708	0.821	0.702
stimulus	උත්තේජකයකි	0.771	0.779	0.750
sting	කකුලේ	0.163	0.651	0.373
stinger	ස්ටියර්	0.279	0.625	0.508
stinging	දොට්ට වැටේ	0.260	0.730	0.459
stingy	වෙනස් වේ	0.094	0.548	0.283
stink	ගොරෝසුයි	0.042	0.481	0.180
stinker	ගොරෝසුයි	0.163	0.567	0.275
stinking	ගොරෝසුයි	0.041	0.657	0.264
stinky	ගොරෝසුයි	0.092	0.558	0.176
stint	ඉවසිල්ලේ	0.490	0.326	0.342
stipend	දීමනාවකි	0.604	0.546	0.614
stipulate	නියම කර ඇත	0.570	0.546	0.623
stipulation	කොන්දේසියකි	0.469	0.622	0.654
stir	කලවම් වෙන්න	0.448	0.773	0.453
stirring	ඇවිස්සීමයි	0.582	0.702	0.558
stitch	මැඩම්	0.306	0.538	0.357
stitching	මැසිම	0.510	0.382	0.345
stock	කොටස්	0.594	0.418	0.407
stockade	තොගයක්	0.375	0.402	0.500
stockbroker	කොටස් තැරැව්කරුවෙකු විය	0.417	0.676	0.802
stockholder	කොටස්කරුවෙකු විය	0.573	0.625	0.716
stocking	ස්ෙටොකිං	0.594	0.324	0.688
stockings	ස්ෙටොකිං	0.458	0.365	0.382
stockpile	සංචිතය	0.542	0.315	0.425
stockroom	ගබඩාවයි	0.562	0.312	0.406
stocks	තොග	0.573	0.598	0.586
stoic	පට්ටපල්	0.427	0.473	0.602
stole	හොරකම් කරලා	0.135	0.760	0.384
stolen	සොරකම් කර ඇත	0.156	0.646	0.308
stomach	ආමාශය	0.367	0.402	0.438
stomachache	බඩේ අමාරුව	0.030	0.745	0.316
stomp	කථාව	0.365	0.565	0.438
stomped	නටනවා	0.229	0.684	0.406
stone	ගල්	0.216	0.183	0.561
stoned	ගල් ගැසුවේය	0.177	0.796	0.375
stonewall	ස්ටෝන්වල්	0.337	0.457	0.655
stoneware	මැණික් ගල්	0.458	0.300	0.443
stony	ගල් කැටය	0.356	0.494	0.525
stooge	ජේ	0.438	0.406	0.163
stool	පුටුව	0.448	0.269	0.302
stools	පුටුවලයි	0.459	0.382	0.327
stoop	නැගී සිටීම	0.490	0.430	0.284
stoopid	බෑවීය	0.280	0.431	0.382
stop	නවත්වන්න	0.280	0.510	0.490
stopover	නැවත්විය යුතුය	0.531	0.327	0.575
stoppage	නතර කරන්න	0.224	0.491	0.445
stopper	ස්ටර්පර්	0.365	0.336	0.390
stopping	නැවැත්වීම	0.388	0.382	0.473
stopwatch	සීයා	0.469	0.521	0.482
storage	ගබඞා	0.698	0.406	0.564
store	ගබඩාවකි	0.646	0.538	0.407
storefront	සාප්පු සංකීර්ණය	0.580	0.217	0.457
storehouse	ගබඩාවයි	0.570	0.250	0.491
storeroom	ගබඩා කාමරය	0.560	0.217	0.588
storing	ගබඩා කිරීම	0.630	0.378	0.548
storm	කුනාටුව	0.188	0.940	0.543
storming	කුඩුපට්ටම්	0.265	0.910	0.669
stormy	කුණාටු සහිත	0.146	0.870	0.562
story	කතාව	0.653	0.406	0.704
storybook	කථාව	0.854	0.306	0.383
storyteller	කතන්දරයකි	0.730	0.357	0.462
storytelling	කතාවක්	0.643	0.375	0.472
stound	ශෝචනීයයි	0.490	0.473	0.446
stout	ස්ටවුට්	0.656	0.657	0.817
stove	උදුන	0.466	0.391	0.405
stow	කපලා දාන්න	0.615	0.365	0.523
stowaway	නොපෙනී ගියේය	0.224	0.481	0.357
straddle	පසෙකටය	0.306	0.550	0.444
straight	කෙලින්ම	0.667	0.298	0.669
straighten	සවි කරන්න	0.677	0.500	0.685
straightforward	සෘජු ය	0.780	0.150	0.380
straightway	ක්ෂණිකවම	0.667	0.444	0.565
strain	වික්රියාව	0.190	0.750	0.380
strained	දිරාපත්වේ	0.122	0.656	0.580
strait	සමුද්ර සන්ධිය	0.438	0.433	0.412
straitjacket	කබාය	0.224	0.719	0.579
straits	සමුද්ර සන්ධි	0.408	0.269	0.410
strand	නලයක්	0.396	0.406	0.538
stranded	අතරමං වූහ	0.292	0.459	0.219
strange	අමුතු	0.314	0.663	0.395
stranger	ආගන්තුකය	0.330	0.449	0.302
strangle	ගෙල වටිනවා	0.094	0.927	0.527
strangulation	ගෙල	0.040	0.886	0.542
strap	පටි	0.380	0.417	0.382
strapless	අප්රකට බුරුතයකි	0.314	0.462	0.273
strapping	පටිගත කිරීම	0.552	0.413	0.454
strata	ස්ථරය	0.500	0.457	0.411
strategic	උපාය මාර්ගිකය	0.786	0.708	0.861
strategist	මූලෝපායඥයා	0.571	0.594	0.810
strategy	උපාය මාර්ගයකි	0.704	0.667	0.858
stratification	ස්ථරීභවනය කිරීම	0.531	0.490	0.651
stratosphere	ගෝලය වටා	0.604	0.583	0.636
stratum	ස්ථූලයි	0.365	0.307	0.510
stratus	ස්ටැටස්	0.448	0.520	0.509
straw	පිදුරු	0.480	0.290	0.163
strawberry	ස්ට්රෝබෙරි	0.833	0.270	0.336
stray	වැතිරී සිටියි	0.133	0.760	0.281
streak	පේළිය	0.440	0.608	0.511
streaked	බැඳී ඇත	0.458	0.426	0.393
stream	ඇළ	0.449	0.537	0.559
streamer	ස්පෙකර්	0.615	0.530	0.429
streaming	ප්රවාහය	0.592	0.481	0.582
streamline	ගමනය	0.656	0.573	0.618
street	වීදිය	0.594	0.324	0.398
streetcar	වීදිය	0.390	0.569	0.566
streetlight	වීදි ලාම්පු	0.673	0.268	0.390
strength	ශක්තිය	0.802	0.682	0.858
strengthen	ශක්තිමත් කරන්න	0.802	0.796	0.971
strengthening	ශක්තිමත් කරමි	0.913	0.627	0.945
strenuous	වෙහෙසකාරී වේ	0.104	0.660	0.481
strep	ස්ට්රෙප්	0.365	0.594	0.353
stress	ආතතිය	0.173	0.843	0.317
stressed	අවධාරණය කළේය	0.167	0.740	0.502
stresses	අවධාරණය කරයි	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	මානසික පීඩනයයි	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	අවධාරණය කරයි	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	පුලුවන්	0.604	0.578	0.500
stretcher	ඇණිය	0.438	0.196	0.295
stricken	දුක් විඳිනවා	0.163	0.720	0.368
strict	දැඩි විය	0.500	0.646	0.878
stride	වෙහෙසකරයි	0.490	0.670	0.434
strife	කඩාකප්පල් වේ	0.344	0.898	0.630
strike	වර්ජනය	0.271	0.811	0.571
strikeout	වර්ජනය කිරීම	0.316	0.520	0.371
striker	වර්ජකය	0.500	0.589	0.696
striking	කැපී පෙනේ	0.357	0.827	0.657
strikingly	පෙනෙන්නට තිබේ	0.690	0.684	0.811
string	පේළියකි	0.385	0.398	0.445
strings	නූල්	0.457	0.292	0.355
stringy	නරකයි	0.430	0.510	0.527
strip	බිම් තීරුවක්	0.427	0.500	0.436
stripe	තීරුවයි	0.629	0.302	0.361
striped	තීරු	0.344	0.373	0.385
stripped	පැහැර ගන්නවා	0.255	0.615	0.278
stripper	ස්ට්රිපර්	0.625	0.848	0.453
striptease	ස්ටේටිස්	0.607	0.918	0.608
strive	උත්සාහ කරනවා	0.582	0.837	0.769
strobe	ස්පේබ්	0.490	0.633	0.537
stroke	ආඝාතය	0.562	0.440	0.570
stroll	ඇවිදිනවා	0.745	0.415	0.444
stroller	ඇවිදිනවා	0.786	0.398	0.314
strolling	ඇවිදිනවා	0.755	0.515	0.340
strong	ශක්තිමත්	0.912	0.745	0.895
stronghold	බලකොටුවක්	0.708	0.636	0.954
strongly	දැඩි ලෙසින්	0.630	0.817	0.885
structural	ව්යුහය	0.582	0.425	0.690
structure	ව්යුහය	0.562	0.356	0.712
strudel	කුඩු	0.627	0.417	0.397
struggle	අරගලය	0.365	0.820	0.741
strut	නැමිය	0.580	0.480	0.464
stub	කොට ලිපියකි	0.396	0.320	0.367
stubbed	පැටලී තිබේ	0.323	0.642	0.241
stubble	පිදුරු	0.333	0.442	0.264
stubborn	මුරණ්ඩුය	0.157	0.702	0.575
stubbornness	මුරණ්ඩුකම	0.156	0.673	0.508
stubby	පැටියෝ	0.417	0.370	0.393
stucco	ස්ට්රෝෆ්	0.439	0.292	0.279
stuck	හිරවී ඇත	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	උඩුකය	0.564	0.531	0.509
studded	උඩුගත කර ඇත	0.396	0.412	0.425
student	ශිෂ්යයෙකි	0.634	0.318	0.537
studied	අධ්යයනය කළේය	0.786	0.306	0.806
studio	ශබ්දාගාර	0.677	0.265	0.620
study	අධ්යයනයකි	0.653	0.361	0.768
stuff	දේවල්	0.622	0.367	0.263
stuffed animal	පිරුණු සත්වයකි	0.684	0.255	0.306
stuffing	පුලුවන්	0.417	0.324	0.304
stuffy	නිසල බව	0.323	0.615	0.406
stumble	පැකිලී යති	0.153	0.716	0.259
stump	පැටවෙනු ඇත	0.449	0.510	0.340
stumped	කඩා වැටුණා	0.344	0.604	0.392
stun	කම්පනයයි	0.333	0.710	0.451
stunned	විහිලු කරයි	0.306	0.663	0.356
stunner	පුදුමාකාරයි	0.418	0.780	0.492
stunning	ආකර්ශනීයයි	0.888	0.673	0.858
stunt	නටනවා	0.387	0.555	0.526
stunted	වැරදියි	0.194	0.472	0.275
stuntman	රංගන ශිල්පියා	0.490	0.482	0.500
stupefaction	මිනිහෙක්	0.294	0.704	0.480
stupefy	මෝඩකමකි	0.200	0.740	0.412
stupendous	සිහිය	0.823	0.690	0.798
stupid	මෝඩයි	0.133	0.510	0.200
stupidity	මෝඩකමක්	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	මෝඩයා	0.323	0.590	0.330
sturdy	ශක්තිමත් වේ	0.580	0.642	0.824
sturgeon	යෂ්ටිය	0.417	0.473	0.465
stutter	මැසිවිලි නඟන්න	0.250	0.469	0.258
sty	සෙන්ටිමීටර	0.296	0.500	0.225
style	ශෛලිය	0.745	0.472	0.586
styling	ස්ටයිල් කිරීම	0.823	0.378	0.652
stylish	විලාසිතාවේ	0.885	0.490	0.689
stylist	විලාසිතා ශිල්පියා	0.760	0.445	0.500
suave	අවාසනාවකි	0.724	0.265	0.269
sub	උප	0.510	0.370	0.312
subatomic	සෛලීය	0.385	0.538	0.491
subcommittee	උප කමිටු	0.396	0.467	0.600
subconscious	සිහින්	0.531	0.375	0.415
subcutaneous	සෛලීය	0.396	0.444	0.376
subdivide	උපප්රවර්ගයි	0.538	0.433	0.348
subdivision	අනුබලය	0.592	0.455	0.430
subduction	සැනසීමෙනි	0.350	0.569	0.445
subdue	යටපත් වේ	0.275	0.640	0.784
subdued	යටපත් කර ඇත	0.236	0.463	0.223
subdural	යටින්	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	විෂය	0.602	0.344	0.558
subjected	යටත් විය	0.286	0.520	0.221
subjection	යටත් විය	0.354	0.408	0.539
subjective	ආත්මීයයි	0.510	0.350	0.432
subjugation	යටපත් කිරීමකි	0.280	0.610	0.377
sublet	උපකරණයකි	0.469	0.551	0.545
sublevel	උපමාව	0.365	0.298	0.333
sublimation	sublimation	0.510	0.390	0.538
sublime	උතුම් වේ	0.784	0.333	0.585
subliminal	යටහත්වයි	0.410	0.528	0.464
submarine	සබ්මැරීනයයි	0.572	0.481	0.549
submerge	නටඹුන් විය	0.517	0.643	0.456
submerged	ගිලී ඇත	0.337	0.528	0.357
submersible	ගිල්විය නොහැක	0.406	0.459	0.540
submission	ඉදිරිපත් කිරීම	0.531	0.580	0.633
submissive	යටත්ව සිටිති	0.480	0.217	0.173
submit	ඉදිරිපත් කරන්න	0.635	0.448	0.500
submitting	ඉදිරිපත් කිරීම	0.667	0.610	0.611
subordinate	යටත්ව සිටී	0.276	0.392	0.121
subordination	යටත් කිරීමයි	0.270	0.527	0.343
subplot	උපමාලංකාරයකි	0.469	0.413	0.446
subpoena	නඩුවක්	0.281	0.634	0.555
subscribe	දායක වෙන්න	0.660	0.344	0.591
subscriber	ග්රාහකයා	0.562	0.398	0.570
subscription	දායකත්වය	0.583	0.333	0.651
subsequence	අනුප්රාප්තියයි	0.438	0.510	0.413
subsequent	පසුකාලීනව	0.449	0.385	0.400
subsequently	පසුව	0.380	0.337	0.336
subservient	යටහත්කම	0.255	0.402	0.339
subset	උපකුලකය	0.429	0.358	0.404
subside	නවත්වා ඇත	0.375	0.308	0.209
subsidence	ගිලා බැසීමක්	0.320	0.509	0.452
subsidiary	අනුබද්ධිත ආයතනයකි	0.541	0.295	0.500
subsidize	සහනාධාර දෙන්න	0.604	0.615	0.589
subsidy	සහනාධාරය	0.573	0.462	0.517
subsist	ජීවත්වේ	0.573	0.418	0.472
subsistence	යැපීම්	0.510	0.404	0.491
subsoil	පාංශු	0.429	0.240	0.382
subspace	උපප්රවර්ග වේ	0.470	0.453	0.475
substance	සංයෝගයකි	0.615	0.422	0.528
substandard	බාලයි	0.235	0.333	0.150
substantial	සැලකිය යුතු ප්රමාණයකි	0.590	0.490	0.690
substantially	සැලකිය යුතු ය	0.646	0.471	0.684
substantiate	සනාථ කරයි	0.531	0.549	0.636
substantive	සවිස්තරාත්මක ය	0.500	0.350	0.455
substation	උපපොළ	0.469	0.461	0.491
substitute	ආදේශකයකි	0.427	0.406	0.398
substituted	ආදේශ කරනු ඇත	0.271	0.545	0.394
substitution	ආදේශ කිරීම	0.406	0.480	0.353
substructure	උපස්ථරය	0.441	0.358	0.587
subterranean	භූමි භාගයකි	0.469	0.306	0.432
subtext	උපක්තයකි	0.635	0.276	0.412
subtitle	උප සිරැසිය	0.445	0.202	0.347
subtle	සියුම්	0.708	0.167	0.228
subtlety	නිහතමානී බව	0.615	0.176	0.363
subtract	අඩු කිරීමයි	0.208	0.330	0.283
subtraction	අඩු කිරීමයි	0.163	0.382	0.349
subtype	උප වර්ගය	0.427	0.296	0.420
suburb	නාගරික ප්රදේශයකි	0.354	0.566	0.441
suburban	නගරාසන්නව ඇත	0.439	0.450	0.453
suburbia	සාගරය	0.438	0.490	0.421
suburbs	නගරාසන්නයේ	0.510	0.571	0.286
subversion	කඩාකප්පල්කාරී ක්රියාවකි	0.347	0.608	0.415
subversive	කඩාකප්පල් වේ	0.198	0.765	0.500
subvert	උපදවගන්න	0.357	0.557	0.536
subway	උමං මග	0.418	0.300	0.464
succeed	සාර්ථක විය	0.926	0.755	0.926
succeeding	අනුප්රාප්තිකය	0.867	0.755	0.849
success	සාර්ථකත්වය	0.959	0.880	0.981
successful	සාර්ථක	0.949	0.724	0.938
succession	අනුප්රාප්තියයි	0.698	0.481	0.587
successive	අනුප්රාප්තිකය	0.635	0.471	0.518
successor	අනුප්රාප්තිකයෙක්	0.729	0.531	0.648
succinct	සංක්ෂිප්තව	0.510	0.413	0.566
succubus	සින්ක්බුස්	0.417	0.647	0.509
succulent	දුර්වල වේ	0.823	0.538	0.556
succumb	යටපත් වේ	0.202	0.787	0.292
