Word	Zulu-zu	Valence	Arousal	Dominance
scaffolding	ukukhwabanisa	0.496	0.366	0.545
scalding	scalding	0.271	0.540	0.381
scale	isikali	0.310	0.350	0.577
scales	isikali	0.439	0.330	0.491
scallop	i-scallop	0.490	0.363	0.331
scalp	isikhumba	0.347	0.346	0.302
scalpel	isikhumba se-scalpel	0.302	0.700	0.482
scaly	scaly	0.281	0.481	0.358
scam	scam	0.042	0.745	0.418
scamp	isiqephu	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	ukuskena	0.479	0.423	0.470
scandal	ukukhwabanisa	0.122	0.821	0.557
scandalous	okwesabisa	0.135	0.907	0.556
scanner	isithwebuli	0.531	0.356	0.567
scanty	u-scanty	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	i-scapegoat	0.184	0.685	0.481
scar	ukwesaba	0.146	0.500	0.397
scarab	scarab	0.406	0.458	0.267
scarce	kuntula	0.292	0.324	0.218
scarcely	akunakwenzeka	0.082	0.412	0.160
scarcity	ukusobala	0.167	0.500	0.182
scare	esabisa	0.122	0.910	0.264
scarecrow	scarecrow	0.219	0.274	0.349
scared	wesaba	0.146	0.828	0.185
scares	scare	0.122	0.847	0.386
scarf	isikhafu	0.750	0.224	0.224
scarier	isisindo	0.156	0.846	0.472
scariest	okwesabekayo	0.167	0.863	0.538
scarlet	obomvu	0.507	0.390	0.411
scary	esabekayo	0.062	0.952	0.528
scat	scat	0.337	0.548	0.409
scatter	usakaze	0.229	0.620	0.404
scattered	ehlakazekile	0.208	0.380	0.238
scattering	ukuhlakazeka	0.347	0.550	0.394
scavenger	umkhwabanisi	0.177	0.578	0.408
scenario	isimo	0.667	0.510	0.683
scene	scene	0.570	0.340	0.578
scenery	indawo	0.745	0.253	0.592
scenic	esivamile	0.684	0.548	0.756
scent	iphunga	0.633	0.410	0.491
scented	elimnandi	0.865	0.509	0.431
scepter	intonga	0.630	0.300	0.670
sceptical	ukungabaza	0.214	0.387	0.466
scepticism	ukungabaza	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	isimiso	0.510	0.380	0.480
schematic	isimiso	0.490	0.284	0.647
scheme	uhlelo	0.521	0.269	0.577
schilling	schilling	0.367	0.410	0.418
schism	schism	0.280	0.569	0.386
schizophrenia	schizophrenia	0.092	0.880	0.435
schizophrenic	schizophrenic	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	schnitzel	0.365	0.430	0.382
scholar	isazi	0.694	0.421	0.731
scholarly	isazi	0.750	0.466	0.709
scholarship	i-scholarship	0.866	0.490	0.625
scholastic	isikole	0.500	0.470	0.491
school	isikole	0.765	0.423	0.633
schoolboy	ingane yesikole	0.623	0.385	0.441
schoolgirl	isikole esikoleni	0.760	0.521	0.415
schoolhouse	isikole	0.602	0.407	0.672
schooling	isikole	0.582	0.462	0.640
schoolmaster	umphathi wesikole	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	umsebenzi wesikolle	0.479	0.500	0.481
schoolyard	esikoleni	0.684	0.529	0.440
schooner	i-schooner	0.635	0.408	0.427
sciatica	sciatica	0.286	0.443	0.393
science	isayensi	0.588	0.429	0.741
scientific	isayensi	0.653	0.510	0.836
scientist	usosayensi	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	ukukhazimula	0.650	0.736	0.612
scintillation	i-scintillation	0.576	0.579	0.573
scintillator	i-scintillator	0.583	0.670	0.510
scion	scion	0.490	0.380	0.451
scissors	izikhali	0.458	0.462	0.302
scoff	ukuhleka usulu	0.125	0.686	0.306
scold	funa	0.194	0.755	0.626
scolding	ukukhipha	0.071	0.833	0.417
scone	ukuhlaselwa	0.418	0.287	0.229
scoop	shaya	0.583	0.543	0.640
scoot	i-scoot	0.510	0.490	0.412
scooter	i-scooter	0.510	0.587	0.371
scope	ububanzi	0.656	0.386	0.718
scorch	ukushisa	0.214	0.689	0.491
scorching	ukushisa	0.406	0.635	0.464
score	Umphumela	0.670	0.388	0.589
scoreboard	ibhodi lokupaka	0.667	0.484	0.472
scorer	umxhasi	0.730	0.608	0.764
scores	izikolo	0.594	0.469	0.629
scorn	ukugxekwa	0.110	0.721	0.356
scorned	ukuhlekwa usulu	0.062	0.529	0.226
scornful	ehlekisayo	0.173	0.608	0.368
scorpion	i-scorpion	0.198	0.745	0.600
scotch	isikebhe	0.578	0.520	0.615
scoundrel	i-scoundrel	0.094	0.740	0.412
scour	funa	0.388	0.602	0.632
scourge	isishayo	0.214	0.640	0.302
scout	ukuhlola	0.656	0.611	0.763
scowl	i-scowl	0.302	0.600	0.413
scrabble	i-scrabble	0.625	0.412	0.399
scram	i-scram	0.306	0.485	0.409
scramble	ukukhwabanisa	0.469	0.744	0.500
scrambled	sishaye	0.451	0.535	0.539
scrambler	umqaphi	0.417	0.550	0.444
scrambling	ukukhahlela	0.421	0.810	0.731
scrap	isikhumba	0.156	0.339	0.173
scrapbook	i-scrapbook	0.562	0.274	0.432
scrape	i-scrape	0.365	0.615	0.384
scrapie	scrapie	0.306	0.706	0.231
scraping	ukukhipha	0.265	0.479	0.305
scrappy	i-scrappy	0.301	0.375	0.406
scratch	qala	0.276	0.625	0.270
scratchy	ukushaya	0.235	0.610	0.436
scrawny	ukukhwabanisa	0.276	0.422	0.245
scream	khala	0.188	0.863	0.594
screamer	umemeza	0.156	0.670	0.392
screaming	ukumemeza	0.245	0.901	0.460
screech	screech	0.214	0.802	0.306
screen	isikrini	0.670	0.300	0.417
screening	ukuhlolwa	0.562	0.570	0.709
screenplay	i-screenplay	0.500	0.406	0.518
screenwriter	umdwebi wesikrini	0.571	0.500	0.712
screw	isikulufa	0.385	0.460	0.377
screwball	i-screwball	0.271	0.680	0.505
screwdriver	isikebheli	0.520	0.519	0.439
screwed	ihlaselwe	0.302	0.520	0.464
screwy	eziqhakazile	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	scribble	0.429	0.453	0.358
scribe	umbhali	0.541	0.264	0.491
scrimmage	scrimmage	0.367	0.660	0.411
scrip	iskripthi	0.430	0.462	0.455
script	script	0.610	0.450	0.527
scriptural	scriptural	0.551	0.250	0.596
scripture	umbhalo	0.745	0.270	0.630
scroll	pheqa	0.375	0.630	0.409
scrotum	i-scrotum	0.396	0.653	0.361
scrounge	qhafaza	0.210	0.565	0.397
scrounger	umqaphi	0.323	0.490	0.358
scrub	sishaye	0.417	0.420	0.500
scruffy	scruffy	0.194	0.435	0.176
scrumptious	i-scrumptious	0.959	0.650	0.566
scrupulous	ngokucophelela	0.545	0.685	0.602
scrutinize	hlola	0.458	0.587	0.573
scrutiny	ukuhlola	0.500	0.653	0.658
scuba	scuba	0.542	0.494	0.456
scuff	scuff	0.165	0.560	0.376
scuffle	scuffle	0.146	0.800	0.529
scullery	isikhalazo	0.469	0.337	0.353
sculptor	umdwebi	0.653	0.431	0.694
sculpture	ukudweba	0.750	0.346	0.490
sculptured	eqoshiwe	0.708	0.373	0.557
scum	isikhala	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	sishaye	0.398	0.647	0.509
scurvy	isikhala	0.354	0.462	0.312
scuttle	ukuhlambalaza	0.438	0.398	0.430
sea	ulwandle	0.833	0.353	0.589
seaboard	i-seaboard	0.663	0.356	0.507
seafood	izilwane zasolwandle	0.656	0.500	0.328
seagull	i-seagull	0.635	0.245	0.314
seal	uphawu	0.490	0.218	0.518
seals	izimpawu	0.412	0.241	0.402
seam	umthunzi	0.427	0.250	0.414
seaman	umswandle	0.520	0.510	0.672
seamless	i-seamless	0.459	0.140	0.302
seamstress	ukuthungwa komthunzi	0.535	0.288	0.389
seaport	ukuthutha	0.594	0.317	0.491
sear	ukusesha	0.490	0.553	0.600
search	sesha	0.635	0.580	0.462
searching	ukusesha	0.534	0.657	0.466
searchlight	ukukhanya	0.622	0.510	0.552
seared	i-seared	0.229	0.410	0.398
seashore	ulwandle	0.796	0.310	0.375
seasick	ukuhlanza amanzi	0.115	0.683	0.245
seaside	ulwandle	0.887	0.520	0.508
season	inkathi	0.792	0.410	0.519
seasonal	ngenkathi	0.592	0.273	0.305
seasoned	okhethiwe	0.812	0.570	0.509
seasoning	ukuphumula	0.633	0.388	0.479
seat	isihlalo	0.542	0.281	0.434
seatbelt	Ibhade lesihlalo semoto	0.656	0.314	0.726
seating	ukuhlala	0.552	0.265	0.286
seawater	amanzi olwandle	0.760	0.197	0.491
seaweed	izilwane zasolwandle	0.446	0.286	0.382
sec	isekhondi	0.490	0.385	0.380
secession	secession	0.323	0.561	0.509
secluded	eseceleni	0.357	0.265	0.240
seclusion	ukuhlukaniswa	0.230	0.558	0.505
second	okwesibili	0.490	0.210	0.250
second cousin	umzala wesibili	0.698	0.360	0.441
secondary	secondary	0.636	0.375	0.260
secondhand	seyike yasetshenziswa	0.194	0.389	0.283
secrecy	ukufihla	0.294	0.549	0.475
secret	imfihlo	0.479	0.580	0.509
secretariat	unobhala	0.518	0.459	0.597
secretary	unobhala	0.612	0.426	0.561
secrete	ukuthutha	0.427	0.567	0.518
secretion	ukufihla	0.354	0.582	0.529
secretive	ukufihla	0.390	0.250	0.538
secretly	ngasese	0.525	0.404	0.479
sect	ihlelo	0.265	0.667	0.526
sectarian	amahlelo	0.260	0.606	0.517
section	ingxenye	0.500	0.269	0.421
sectional	kwesigaba	0.427	0.415	0.464
sector	umkhakha	0.594	0.190	0.569
secular	zezwe	0.463	0.461	0.520
secularism	i-secularism	0.367	0.440	0.559
secure	evikelekile	0.844	0.380	0.914
securities	izibambiso	0.750	0.304	0.852
security	ukuphepha	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	uhlezi	0.656	0.157	0.345
sedation	sedation	0.510	0.270	0.398
sedative	ukudubula	0.314	0.273	0.352
sedentary	ehlala phansi	0.292	0.185	0.273
sedge	sedge	0.406	0.396	0.339
sediment	i-sediment	0.438	0.306	0.372
sedimentary	sedimentary	0.398	0.265	0.500
sedition	ukuvukela umbuso	0.327	0.557	0.591
seduce	senga	0.462	0.864	0.689
seducer	ukudukisa	0.704	0.812	0.775
seducing	ukudukisa	0.569	0.794	0.708
seduction	ukukhohlisa	0.510	0.891	0.618
seductive	ukudukisa	0.771	0.821	0.667
see	bheka	0.635	0.269	0.312
seed	imbewu	0.656	0.135	0.306
seedling	isithombo	0.406	0.343	0.423
seeds	imbewu	0.731	0.269	0.418
seedy	imbewuy	0.229	0.390	0.325
seek	funani	0.622	0.429	0.482
seeker	ofuna	0.646	0.464	0.553
seem	kubonakala sengathi	0.471	0.302	0.298
seemingly	kubonakala sengathi	0.490	0.410	0.356
seer	imboni	0.604	0.481	0.740
seesaw	isondlo	0.570	0.559	0.410
seething	ihlupha	0.312	0.821	0.642
segment	ingxenye	0.469	0.290	0.440
segregate	hlukana	0.290	0.627	0.440
segregated	ihlukanisiwe	0.164	0.575	0.411
segregation	ukuhlukana	0.302	0.545	0.390
seismic	ukuzamazama komhlaba	0.323	0.925	0.578
seize	uthatha	0.656	0.644	0.673
seizure	ukuthunjwa	0.177	0.775	0.462
seldom	ngokuvamile	0.323	0.379	0.287
select	khetha	0.615	0.406	0.602
selection	ukukhethwa	0.594	0.340	0.595
selective	khetha	0.612	0.347	0.706
selectman	ukhethe	0.552	0.547	0.609
selenium	selenium	0.469	0.408	0.336
self	uqobo	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	ubugovu	0.061	0.637	0.495
selfishness	ubugovu	0.200	0.686	0.453
selfless	ongenabugovu	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	thengisa	0.618	0.608	0.605
seller	umdayisi	0.635	0.471	0.635
sellout	dayisa	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	i-semantics	0.698	0.394	0.569
semaphore	semaphore	0.552	0.374	0.598
semblance	semblance	0.500	0.471	0.442
semen	isilwane	0.500	0.755	0.471
semester	semester	0.521	0.327	0.482
semi	semi	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	i-semicolon	0.378	0.255	0.318
seminal	isidumbu	0.459	0.413	0.566
seminar	seminar	0.583	0.360	0.623
seminary	seminary	0.594	0.367	0.589
semiotics	ama-semiotics	0.449	0.417	0.596
senate	senate	0.490	0.349	0.836
senator	senenator	0.391	0.422	0.821
send	thumela	0.663	0.480	0.537
sender	umthumeli	0.542	0.449	0.509
senescence	i-senescence	0.378	0.456	0.394
senile	senile	0.280	0.211	0.305
senior	abadala	0.561	0.415	0.536
seniority	ukuphakama	0.408	0.427	0.602
senor	i-senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	ukuzwa	0.781	0.663	0.673
sensational	ukuzwakala	0.938	0.827	0.858
sense	ingqondo	0.781	0.417	0.474
senseless	engenangqondo	0.125	0.388	0.136
senses	izinzwa	0.740	0.461	0.693
sensibility	ukuqonda	0.583	0.423	0.448
sensible	inengqondo	0.625	0.454	0.312
sensibly	ngokuhlakanipha	0.786	0.337	0.396
sensitive	ukuzwela	0.714	0.426	0.254
sensitivity	ukuzwela	0.750	0.417	0.395
sensor	inzwa	0.571	0.377	0.542
sensory	inzwa	0.583	0.480	0.442
sensual	izinsizwa	0.730	0.790	0.642
sensuality	izinzwa	0.844	0.840	0.632
sensuous	enesisindo	0.854	0.798	0.625
sentence	isigwebo	0.625	0.265	0.548
sentencing	isigwebo	0.120	0.782	0.561
sentient	uzwela	0.583	0.417	0.363
sentiment	imizwa	0.765	0.451	0.639
sentimental	uzwela	0.583	0.378	0.312
sentimentality	isimo sengqondo	0.771	0.548	0.319
sentinel	i-sentinel	0.531	0.602	0.845
sentry	umthumeli	0.470	0.547	0.684
separable	kuhlukaniswa	0.469	0.390	0.368
separate	hlukile	0.240	0.514	0.349
separately	ngokwehlukana	0.310	0.365	0.368
separation	ukuhlukana	0.198	0.592	0.409
separatist	separatist	0.245	0.627	0.537
sepia	sepia	0.448	0.270	0.345
sepsis	i-sepsis	0.229	0.452	0.327
sept	Sept	0.521	0.333	0.361
septic	septic	0.281	0.462	0.425
septum	i-septum	0.276	0.423	0.410
sequel	i-sequel	0.650	0.480	0.574
sequence	ukulandelana	0.543	0.350	0.529
sequent	okufanayo	0.531	0.423	0.591
sequestered	i-sequestered	0.160	0.863	0.427
sequestration	ukulandelwa kwempahla	0.177	0.860	0.500
serenade	i-serenade	0.875	0.570	0.491
serendipity	ukuthula	0.677	0.413	0.500
serene	serene	0.802	0.132	0.370
serenity	ukuthula	0.900	0.122	0.557
sergeant	i-sergeant	0.408	0.600	0.833
serial	serial	0.469	0.350	0.472
serialize	serialize	0.500	0.455	0.593
series	uchungechunge	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	sína	0.500	0.455	0.619
seriousness	ukungathí sina	0.439	0.365	0.750
sermon	intshumayelo	0.417	0.507	0.615
serpent	inyoka	0.115	0.696	0.679
serpentine	inyoka	0.576	0.646	0.329
serrated	ifakwe	0.388	0.435	0.418
serum	i-serum	0.520	0.231	0.443
servant	inceku	0.340	0.408	0.331
serve	sebenzisa	0.622	0.400	0.384
server	iseva	0.656	0.356	0.536
service	isevisi	0.684	0.408	0.535
serviceable	okusebenzayo	0.834	0.400	0.684
servile	servile	0.439	0.327	0.415
servitude	ubugqila	0.250	0.490	0.250
sesame	sesame	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	iseshini	0.510	0.481	0.491
sessions	amaseshini	0.646	0.578	0.650
set	setha	0.521	0.482	0.630
setback	ukubuyisela emuva	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	i-setter	0.541	0.455	0.473
settle	ukuhlala	0.833	0.520	0.772
settled	zihleliwe	0.521	0.510	0.473
settlement	ukuhlala	0.635	0.412	0.723
settler	isixazululo	0.573	0.453	0.519
settlor	ukulungiswa	0.531	0.434	0.534
setup	ukusetha	0.667	0.398	0.635
seven	Isikhombisa	0.672	0.265	0.373
seventeen	ishumi nesikhombisa	0.585	0.296	0.321
seventh	eyesikhombisa	0.500	0.245	0.288
seventy	amashumi ayisikhombisa	0.625	0.353	0.446
sever	hlukana	0.156	0.635	0.451
severable	ihlukaniswe	0.406	0.451	0.398
severally	ngokweqile	0.719	0.298	0.600
severance	ukuhlukanisa	0.396	0.620	0.541
severe	kakhulu	0.164	0.735	0.635
severely	kakhulu	0.219	0.673	0.700
severity	ubunzima	0.260	0.712	0.661
sew	thunga	0.510	0.340	0.340
sewage	ukuthuthwa kwamanzi	0.255	0.343	0.339
sewer	ukuthungwa kwamanzi	0.286	0.367	0.282
sewerage	ukuthuthwa kwamanzi	0.208	0.450	0.198
sewing	ukuthunga	0.625	0.337	0.356
sex	ubulili	0.803	0.939	0.704
sexist	ubulili	0.255	0.798	0.411
sexual	ubulili	0.584	0.959	0.640
sexuality	ubulili	0.670	0.898	0.657
sexy	sexy	0.865	0.945	0.802
shabby	u-shabby	0.235	0.519	0.259
shack	shack	0.396	0.425	0.339
shackle	shackle	0.276	0.580	0.414
shade	umthunzi	0.388	0.265	0.278
shades	shades	0.490	0.300	0.380
shading	shading	0.420	0.324	0.318
shadow	isithunzi	0.302	0.343	0.158
shadowy	shadowy	0.135	0.373	0.330
shady	shady	0.323	0.509	0.375
shaft	shaft	0.549	0.275	0.472
shag	shag	0.417	0.462	0.340
shaggy	shaggy	0.510	0.302	0.321
shake	shake	0.439	0.689	0.539
shakedown	shakedown	0.286	0.692	0.481
shaken	zanyakaziswa	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	ukuthuthumela	0.275	0.849	0.255
shaky	ukhululekile	0.260	0.734	0.223
shall	kufanele	0.510	0.385	0.412
shallow	aphansi	0.427	0.298	0.351
shallows	iziqu	0.388	0.368	0.368
sham	sham	0.354	0.602	0.395
shaman	shaman	0.490	0.531	0.604
shambles	shambles	0.271	0.696	0.287
shame	amahloni	0.060	0.670	0.155
shamed	uhlazekile	0.135	0.567	0.218
shameful	ihlazo	0.040	0.680	0.264
shameless	ungenamahloni	0.274	0.713	0.407
shampoo	shampoo	0.604	0.180	0.250
shanghai	shanghai	0.551	0.450	0.509
shank	shank	0.530	0.393	0.286
shanty	shanty	0.427	0.459	0.255
shape	ukuma	0.592	0.240	0.422
shapely	shapely	0.771	0.441	0.830
shard	shard	0.388	0.407	0.426
share	wabelane	0.759	0.548	0.545
shareholder	umnikazi wesabelo	0.656	0.632	0.915
sharing	ukwabelana	0.827	0.462	0.545
shark	ushaka	0.260	0.845	0.596
sharp	ebukhali	0.459	0.585	0.585
sharpen	hlaziya	0.582	0.694	0.611
sharpened	ibukhali	0.573	0.647	0.727
sharpener	i-sharpener	0.532	0.435	0.327
sharpness	ubukhali	0.729	0.385	0.653
sharpshooter	i-sharpshooter	0.240	0.929	0.764
shatter	shatter	0.108	0.821	0.464
shattered	shattered	0.097	0.806	0.309
shattering	ukuhlakazeka	0.135	0.760	0.475
shave	shave	0.521	0.410	0.480
shaver	shaver	0.418	0.450	0.392
shaving	ukushefa	0.500	0.469	0.353
shawl	shawl	0.720	0.365	0.230
sheaf	isithungu	0.396	0.387	0.456
shear	ishear	0.286	0.647	0.388
shears	izingubo	0.429	0.527	0.254
sheath	u-sheath	0.460	0.314	0.342
sheathing	ukugcoba	0.378	0.480	0.642
shed	ukuchitha	0.427	0.402	0.470
sheen	sheen	0.812	0.510	0.712
sheep	izimvu	0.604	0.206	0.161
sheepdog	i-sheepdog	0.684	0.442	0.529
sheepish	izimvu	0.326	0.441	0.205
sheer	isisindo	0.604	0.250	0.481
sheet	ishidi	0.439	0.174	0.302
sheik	inkosikazi	0.521	0.579	0.708
shelf	ishalofu	0.561	0.202	0.366
shell	igobolondo	0.615	0.408	0.391
shellfish	i-shellfish	0.594	0.412	0.393
shelling	i-shelling	0.337	0.917	0.773
shelter	indawo yokuhlala	0.704	0.229	0.569
sheltered	zivikelekile	0.590	0.377	0.717
shelters	izindawo zokukhosela	0.582	0.333	0.482
shelved	isisindo	0.306	0.166	0.321
shepherd	umalusi	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	uSheriff	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	isihlangu	0.510	0.373	0.663
shift	ukushintsha	0.479	0.610	0.491
shifting	ukushintsha	0.518	0.548	0.546
shifty	shifty	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	shimmer	0.745	0.562	0.656
shimmering	shimmering	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	khanyisa	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	shingle	0.510	0.200	0.410
shining	shining	0.885	0.673	0.812
shiny	shiny	0.885	0.604	0.787
ship	umkhumbi	0.646	0.500	0.439
shipment	ukuthunyelwa	0.582	0.440	0.452
shipping	ukuthumela	0.622	0.327	0.443
shipshape	umshayeli wemikhumbi	0.594	0.480	0.474
shipwreck	ukuphahlazeka komkhumbi	0.268	0.768	0.373
shipyard	i-shipyard	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	ihembe	0.698	0.186	0.231
shit	shit	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	i-shithead	0.120	0.645	0.302
shitless	ungenasici	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	thuthumela	0.260	0.765	0.236
shivering	ukuthuthumela	0.122	0.663	0.373
shoals	ukudubula	0.396	0.408	0.375
shock	ukushaqeka	0.286	0.821	0.453
shocked	eshaqile	0.292	0.773	0.375
shocker	ukudubula	0.235	0.804	0.616
shocking	eshaqisayo	0.378	0.853	0.833
shockingly	ngokushaqeka	0.510	0.924	0.721
shoddy	ukudubula	0.082	0.463	0.179
shoe	isihlangu	0.517	0.225	0.288
shoelace	i-shoelace	0.396	0.280	0.307
shoemaker	shoemaker	0.396	0.269	0.491
shoes	izicathulo	0.729	0.324	0.210
shoeshine	shoeshine	0.392	0.387	0.325
shook	ukuzamazama	0.163	0.759	0.509
shoot	ukudubula	0.092	0.926	0.625
shooter	ukudubula	0.224	0.814	0.774
shooting	ukudubula	0.276	0.931	0.602
shootout	ukudubula	0.080	0.927	0.615
shop	esitolo	0.725	0.632	0.565
shopkeeper	umthengisi	0.677	0.510	0.730
shoplifter	umthengisi wesitolo	0.167	0.830	0.500
shoplifting	ukudayisa ezitolo	0.152	0.833	0.441
shopper	i-shopper	0.646	0.615	0.741
shopping	bethenga	0.915	0.445	0.630
shore	ogwini	0.542	0.304	0.204
shoreline	ulwandle	0.677	0.296	0.529
shorn	ukugcoba	0.396	0.415	0.400
short	okufushane	0.184	0.264	0.237
short story	indaba emfushane	0.697	0.321	0.348
shortage	ukuntuleka	0.094	0.455	0.198
shortcake	i-shortcake	0.677	0.359	0.398
shortcoming	ukwehluleka	0.195	0.370	0.258
shortcut	isinqamuleli	0.594	0.308	0.426
shorten	mfushane	0.302	0.382	0.460
shortening	ukunciphisa	0.286	0.333	0.385
shorthand	shorthand	0.459	0.450	0.461
shortly	maduzane	0.582	0.310	0.360
shortness	ukuphuza	0.459	0.280	0.272
shorts	ama-shorts	0.622	0.481	0.287
shortstop	i-shortstop	0.418	0.529	0.450
shortwave	i-shortwave	0.460	0.271	0.368
shot	Kudutshulwe	0.144	0.750	0.569
shotgun	isibhamu	0.200	0.868	0.684
shoulder	ihlombe	0.562	0.286	0.406
shout	umemeza	0.229	0.925	0.444
shove	shove	0.306	0.690	0.602
shovel	ifosholo	0.427	0.308	0.267
shoveling	amafosholo	0.265	0.620	0.537
show	bonisa	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	isibonisi	0.618	0.625	0.509
showcase	ukubonisa	0.521	0.255	0.415
showdown	umbukiso	0.302	0.950	0.692
shower	ukugeza	0.669	0.346	0.336
showgirl	i-showgirl	0.633	0.694	0.481
showing	ukubonisa	0.622	0.540	0.491
showoff	kubonisa kuvaliwe	0.344	0.598	0.463
showroom	indawo yokukhombisa	0.740	0.441	0.536
showy	umbukiso	0.698	0.657	0.661
shrapnel	i-shrapnel	0.240	0.740	0.681
shred	shred	0.224	0.750	0.627
shrew	i-shrew	0.306	0.463	0.390
shrewd	ngobuqili	0.551	0.673	0.816
shriek	shriek	0.459	0.827	0.491
shrill	shrill	0.312	0.721	0.640
shrimp	izinhlanzi	0.571	0.361	0.425
shrine	i-shrine	0.802	0.255	0.574
shrink	shrink	0.385	0.453	0.272
shrinking	ukwehla	0.190	0.400	0.217
shrivel	shrivel	0.160	0.409	0.143
shroud	shroud	0.417	0.457	0.389
shrub	shrub	0.531	0.340	0.340
shrubbery	ukuhlaselwa kwesibhakabhaka	0.490	0.267	0.332
shrug	shrug	0.208	0.296	0.278
shrunk	ipholile	0.163	0.354	0.218
shrunken	shrunken	0.500	0.373	0.221
shudder	shudder	0.344	0.791	0.559
shuddering	ukuthuthumela	0.302	0.802	0.638
shuffle	shiya	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	ukugubha	0.521	0.408	0.293
shun	gwema	0.418	0.604	0.389
shunned	ivinjelwe	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	valiwe	0.240	0.352	0.311
shutdown	vala shaqa	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	i-shutter	0.191	0.380	0.482
shuttle	i-shuttle	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	shy	0.280	0.153	0.132
shyness	amahloni	0.312	0.265	0.246
shyster	i-shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	siblings	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	ogulayo	0.104	0.431	0.136
sickbay	sickbay	0.296	0.510	0.345
sicken	ugula	0.051	0.500	0.294
sickening	kugula	0.074	0.618	0.259
sickle	ugqoke	0.427	0.585	0.370
sickly	ngokugula	0.188	0.550	0.191
sickness	ukugula	0.094	0.704	0.288
side	eceleni	0.439	0.288	0.395
sidearm	i-sidearm	0.410	0.474	0.500
sidebar	ibha yecala	0.469	0.364	0.405
sideboard	i-sideboard	0.590	0.259	0.426
sideburns	i-sideburns	0.777	0.327	0.308
sidecar	sidecar	0.552	0.449	0.500
sidekick	i-sidekick	0.602	0.439	0.509
sideline	sideline	0.440	0.382	0.517
sideshow	emaceleni	0.458	0.594	0.658
sidestep	u-sidestep	0.378	0.559	0.407
sidewalk	umgwaqo ongaphandle	0.479	0.192	0.348
sideways	eceleni	0.788	0.245	0.291
sidewinder	eceleni	0.500	0.500	0.439
siege	ukuvinjezelwa	0.271	0.750	0.567
siesta	siesta	0.740	0.046	0.295
sieve	i-sieve	0.459	0.250	0.333
sift	funa	0.542	0.412	0.461
sifting	ukuhlunga	0.571	0.469	0.474
sigh	bubula	0.469	0.387	0.273
