Word	Kannada-kn	Valence	Arousal	Dominance
tightrope	ಬಿಗಿಹಗ್ಗ	0.354	0.653	0.279
tights	ಬಿಗಿಯುಡುಪು	0.583	0.343	0.269
tilde	ಟಿಲ್ಡ್	0.520	0.314	0.321
tile	ಟೈಲ್	0.429	0.245	0.348
tiling	ಟೈಲಿಂಗ್	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	ಬೇಸಾಯಕ್ಕೆ	0.552	0.591	0.540
tiller	ಟಿಲ್ಲರ್	0.448	0.410	0.290
tilt	ಓರೆಯಾಗಿಸು	0.365	0.549	0.463
tilting	ಬೇಸರವನ್ನು	0.459	0.384	0.340
timber	ಮರದ	0.332	0.202	0.386
timberland	ಟಿಂಬರ್ ಲ್ಯಾಂಡ್	0.550	0.415	0.571
timbre	ತಂಬಾಕು	0.460	0.480	0.296
time	ಸಮಯ	0.604	0.288	0.609
timeless	ಟೈಮ್ಲೆಸ್	0.408	0.468	0.583
timeliness	ಸಮಯ	0.760	0.404	0.582
timely	ಸಕಾಲಿಕ	0.865	0.387	0.591
timeout	ಕಾಲಾವಧಿ	0.344	0.433	0.322
timepiece	ಗಡಿಯಾರ	0.650	0.279	0.461
timer	ಟೈಮರ್	0.469	0.433	0.500
times	ಬಾರಿ	0.490	0.279	0.439
timetable	ವೇಳಾಪಟ್ಟಿ	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	ಅಂಜುಬುರುಕವಾಗಿರುತ್ತದೆ	0.327	0.276	0.132
timidity	ಅಂಜುಬುರುಕವಾಗಿರುತ್ತದೆ	0.333	0.358	0.153
timing	ಸಮಯ	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	ಟಿಂಚರ್	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	ಟಿನ್ಫಾಯಿಲ್	0.448	0.284	0.311
tinge	ಛಾಯೆ	0.469	0.292	0.264
tingle	ಜುಮ್ಮೆನಿಸು	0.460	0.560	0.264
tingling	ಜುಮ್ಮೆನಿಸುವಿಕೆ	0.427	0.615	0.340
tinker	ಟಿಂಕರ್	0.396	0.528	0.275
tinkering	ಕಲ್ಪನಾ	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	ಟಿಂಕ್ಲಿಂಗ್	0.612	0.530	0.324
tinnitus	ಟಿನ್ನಿಟಸ್	0.384	0.536	0.411
tinsel	ಥಿಸೆಲ್	0.663	0.521	0.473
tint	ಛಾಯೆ	0.582	0.292	0.273
tiny	ಸಣ್ಣ	0.479	0.196	0.125
tip	ತುದಿ	0.708	0.221	0.518
tipper	ಟಿಪ್ಪರ್	0.427	0.571	0.431
tipster	ಟಿಪ್ಸ್ಟರ್	0.490	0.462	0.490
tipsy	ಕುಡಿದು ಮತ್ತೇರಿದ	0.510	0.625	0.570
tiptoe	ಟಿಪ್ಟೊ	0.510	0.490	0.407
tirade	ತಿರಸ್ಕಾರ	0.378	0.587	0.532
tire	ಟೈರ್	0.438	0.385	0.381
tired	ದಣಿದ	0.125	0.317	0.191
tiredness	ದಣಿವು	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	ದಣಿವರಿಯದ	0.657	0.750	0.645
tiresome	ದಣಿವು	0.240	0.542	0.153
tiring	ದಣಿದ	0.153	0.510	0.176
tissue	ಅಂಗಾಂಶ	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	ಟಿಟ್	0.402	0.539	0.388
titan	ಟೈಟಾನ್	0.598	0.653	0.811
titanic	ಟೈಟಾನಿಕ್	0.427	0.786	0.795
titanium	ಟೈಟಾನಿಯಂ	0.520	0.470	0.704
tithe	ದಶಾಂಶ	0.507	0.276	0.385
title	ಶೀರ್ಷಿಕೆ	0.708	0.356	0.574
titled	ಹೆಸರಿಸಲಾಗಿದೆ	0.677	0.240	0.658
titty	ಟಿಟ್ಟಿ	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	ಟೋಡ್	0.302	0.452	0.196
toast	ಟೋಸ್ಟ್	0.740	0.382	0.356
toaster	ಸ್ವಸ್ತಿಪಾಯಿ	0.542	0.337	0.387
toasty	toasty	0.698	0.461	0.396
tobacco	ತಂಬಾಕು	0.327	0.546	0.387
toby	ಟಾಬಿ	0.427	0.375	0.330
tod	ಟಾಡ್	0.469	0.330	0.384
today	ಇಂದು	0.806	0.306	0.362
toddler	ದಟ್ಟಗಾಲಿಡುವ	0.812	0.469	0.368
toe	ಟೋ	0.406	0.221	0.293
toenail	ಕಾಲ್ಬೆರಳ ಉಗುರು	0.530	0.380	0.306
toffee	ಮಿಠಾಯಿ	0.658	0.510	0.396
tofu	ತೋಫು	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	ಒಟ್ಟಾಗಿ	0.874	0.392	0.658
togetherness	ಒಟ್ಟಿಗೆ	0.906	0.360	0.635
toil	ಶ್ರಮಿಸು	0.558	0.510	0.583
toilet	ಶೌಚಾಲಯ	0.490	0.290	0.233
toils	ದುಷ್ಪರಿಣಾಮಗಳು	0.480	0.710	0.482
token	ಟೋಕನ್	0.510	0.418	0.414
tolerable	ಸಹಿಸಿಕೊಳ್ಳಬಲ್ಲವು	0.750	0.350	0.374
tolerance	ಸಹಿಷ್ಣುತೆ	0.875	0.206	0.649
tolerant	ಸಹಿಷ್ಣು	0.765	0.192	0.618
tolerate	ಸಹಿಸಿಕೊಳ್ಳಬಲ್ಲವು	0.724	0.430	0.588
toleration	ಸಹಿಷ್ಣುತೆ	0.776	0.442	0.727
toll	ಟೋಲ್	0.296	0.422	0.453
tomahawk	ಟೊಮಾಹಾಕ್	0.510	0.642	0.504
tomato	ಟೊಮೆಟೊ	0.550	0.183	0.275
tomatoes	ಟೊಮ್ಯಾಟೊ	0.615	0.240	0.272
tomb	ಸಮಾಧಿ	0.112	0.500	0.343
tombstone	ಟೂಂಬ್ಸ್ಟೋನ್	0.204	0.441	0.311
tomcat	ಟೊಮ್ಯಾಟ್	0.520	0.412	0.386
tome	ನನಗೆ	0.429	0.316	0.492
tomorrow	ನಾಳೆ	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	ಟೋನ್	0.551	0.355	0.411
toner	ಟೋನರು	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	ಇಕ್ಕುಳಗಳು	0.500	0.459	0.321
tongue	ಭಾಷೆ	0.542	0.432	0.482
tonic	ಟಾನಿಕ್	0.541	0.360	0.500
tonnage	ಟನ್ಟೇಜ್	0.323	0.382	0.590
tonsils	ಟಾನ್ಸಿಲ್ಗಳು	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	ಉಪಕರಣ	0.490	0.350	0.594
toolbox	ಟೂಲ್ಬಾಕ್ಸ್	0.531	0.316	0.472
tooling	ಉಪಕರಣ	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	ಟಾಟ್	0.500	0.481	0.373
tooth	ಹಲ್ಲು	0.439	0.250	0.367
toothache	ಹಲ್ಲುನೋವು	0.188	0.853	0.412
toothbrush	ಟೂತ್ ಬ್ರಷ್	0.517	0.330	0.321
toothed	ಹಲ್ಲಿನ	0.449	0.394	0.352
toothless	ಹಲ್ಲುರಹಿತ	0.312	0.541	0.272
toothpaste	ಟೂತ್ಪೇಸ್ಟ್	0.510	0.290	0.371
toothpick	ಟೂತ್ಪಿಕ್	0.561	0.216	0.185
toots	ಟೊಟೊಗಳು	0.552	0.480	0.451
top	ಅಗ್ರ	0.760	0.400	0.554
topaz	ಪುಷ್ಪಪಾತ್ರೆ	0.643	0.325	0.384
topic	ವಿಷಯ	0.520	0.276	0.427
topical	ಸಾಮಯಿಕ	0.561	0.340	0.500
topless	ಮೇಲುಡುಪು	0.625	0.765	0.414
topographic	ಸ್ಥಳಾಕೃತಿ	0.604	0.378	0.558
topographical	ಸ್ಥಳಾಕೃತಿಗಳು	0.438	0.350	0.538
topography	ಸ್ಥಳಾಕೃತಿ	0.469	0.357	0.506
topple	ಉರುಳಿಸು	0.198	0.820	0.573
topside	ಟಾಪ್ಸೈಡ್	0.708	0.466	0.598
tor	ಟಾರ್	0.337	0.430	0.418
torch	ಟಾರ್ಚ್	0.531	0.630	0.545
torment	ಹಿಂಸೆ	0.057	0.750	0.387
tormented	ಪೀಡಿಸಿದ	0.071	0.855	0.323
torn	ಹರಿದ	0.153	0.510	0.283
tornado	ಸುಂಟರಗಾಳಿ	0.260	0.896	0.784
torpedo	ಟಾರ್ಪಿಡೊ	0.219	0.794	0.707
torque	ಟಾರ್ಕ್	0.466	0.375	0.406
torrent	ಟೊರೆಂಟ್	0.541	0.745	0.676
torrid	ಘೋರ	0.281	0.625	0.517
torsion	ತಿರುಚು	0.312	0.651	0.402
torso	ಮುಂಡ	0.408	0.394	0.473
tort	ಟಾರ್ಟ್	0.229	0.635	0.455
tortious	ಕಿರುಕುಳ	0.312	0.724	0.491
tortoise	ಆಮೆ	0.673	0.078	0.250
tortuous	ತಿರುಚಿದ	0.194	0.755	0.382
torture	ಚಿತ್ರಹಿಂಸೆ	0.115	0.878	0.555
tortured	ಚಿತ್ರಹಿಂಸೆ	0.062	0.890	0.361
toss	ಟಾಸ್	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	ಒಟ್ಟು	0.771	0.286	0.714
totality	ಸಂಪೂರ್ಣತೆ	0.688	0.443	0.717
totally	ಸಂಪೂರ್ಣವಾಗಿ	0.820	0.422	0.702
tote	tote	0.510	0.398	0.625
totem	ಟೊಟೆಮ್	0.639	0.350	0.571
touch	ಸ್ಪರ್ಶಿಸಿ	0.646	0.477	0.455
touchdown	ಟಚ್ಡೌನ್	0.667	0.770	0.586
touched	ಮುಟ್ಟಿತು	0.592	0.380	0.404
touching	ಸ್ಪರ್ಶಿಸುವುದು	0.760	0.439	0.491
touchy	ಟಚ್ಟಿ	0.323	0.510	0.343
tough	ಕಠಿಣ	0.344	0.588	0.742
toughen	ಕಠಿಣ	0.458	0.683	0.711
toughness	ಕಠಿಣತೆ	0.552	0.618	0.837
toupee	toupee	0.323	0.270	0.324
tour	ಪ್ರವಾಸ	0.663	0.545	0.543
tourism	ಪ್ರವಾಸೋದ್ಯಮ	0.823	0.531	0.545
tourist	ಪ್ರವಾಸಿ	0.745	0.480	0.430
tourmaline	ಪ್ರವಾಸೋದ್ಯಮ	0.448	0.513	0.441
tournament	ಪಂದ್ಯಾವಳಿಯಲ್ಲಿ	0.694	0.740	0.611
tourniquet	ಪ್ರವಾಸೋದ್ಯಮ	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	ತುಂಡು	0.531	0.500	0.508
towel	ಟವೆಲ್	0.630	0.208	0.286
tower	ಗೋಪುರ	0.606	0.380	0.644
towering	ಎತ್ತರದ	0.500	0.690	0.806
town	ಪಟ್ಟಣ	0.551	0.299	0.627
townhouse	ಪಟ್ಟಣ	0.622	0.400	0.443
township	ಪಟ್ಟಣ	0.531	0.292	0.667
townspeople	ಪಟ್ಟಣವಾಸಿಗಳು	0.677	0.466	0.569
toxic	ವಿಷಕಾರಿ	0.008	0.885	0.492
toxicity	ವಿಷತ್ವ	0.104	0.865	0.491
toxicology	ಟಾಕ್ಸಿಕಾಲಜಿ	0.302	0.736	0.574
toxin	ಟಾಕ್ಸಿನ್	0.115	0.654	0.456
toy	ಆಟಿಕೆ	0.878	0.420	0.275
toymaker	ಕಾಲ್ಬೆರಳುಗಳನ್ನು	0.755	0.510	0.536
trace	ಜಾಡಿನ	0.573	0.346	0.483
traceable	ಪತ್ತೆಹಚ್ಚಲು	0.602	0.370	0.535
tracer	ಟ್ರೇಸರ್	0.573	0.327	0.645
traces	ಕುರುಹುಗಳು	0.482	0.448	0.389
trachea	ಶ್ವಾಸನಾಳಿಕೆ	0.448	0.509	0.387
tracing	ಜಾಡುಹಿಡಿಯುವುದು	0.418	0.591	0.565
track	ಟ್ರ್ಯಾಕ್	0.448	0.433	0.526
tracker	ಟ್ರ್ಯಾಕರ್	0.398	0.744	0.731
tract	ಪ್ರದೇಶ	0.406	0.422	0.339
tractable	ಟ್ರ್ಯಾಕ್ ಮಾಡಬಹುದಾದ	0.635	0.500	0.469
traction	ಎಳೆತ	0.429	0.585	0.648
tractor	ಟ್ರಾಕ್ಟರ್	0.449	0.580	0.619
trade	ವ್ಯಾಪಾರ	0.561	0.544	0.690
trademark	ಟ್ರೇಡ್ಮಾರ್ಕ್	0.667	0.344	0.750
trader	ವ್ಯಾಪಾರಿ	0.562	0.632	0.854
tradesman	ವ್ಯಾಪಾರಿ	0.531	0.431	0.664
trading	ವ್ಯಾಪಾರ	0.635	0.602	0.705
tradition	ಸಂಪ್ರದಾಯ	0.830	0.430	0.750
traditional	ಸಾಂಪ್ರದಾಯಿಕ	0.677	0.221	0.604
traffic	ಸಂಚಾರ	0.323	0.559	0.518
traffic light	ಟ್ರಾಫಿಕ್ ಲೈಟ್	0.490	0.469	0.479
trafficking	ಕಳ್ಳಸಾಗಣೆ	0.250	0.710	0.399
tragedies	ದುರಂತಗಳು	0.100	0.910	0.442
tragedy	ದುರಂತ	0.052	0.843	0.340
tragic	ದುರಂತ	0.048	0.904	0.396
trail	ಜಾಡು	0.600	0.322	0.455
trailer	ಟ್ರೈಲರ್	0.541	0.490	0.473
train	ರೈಲು	0.666	0.705	0.620
train set	ರೈಲು ಸೆಟ್	0.604	0.598	0.464
trained	ತರಬೇತಿ ಪಡೆದಿದೆ	0.771	0.538	0.645
trainee	ಟ್ರೇನೀ	0.627	0.408	0.352
trainer	ತರಬೇತುದಾರ	0.698	0.719	0.824
training	ತರಬೇತಿ	0.714	0.776	0.788
trait	ಗುಣಲಕ್ಷಣ	0.469	0.365	0.453
traitor	ದೇಶದ್ರೋಹಿ	0.112	0.796	0.491
traitorous	ವಿಶ್ವಾಸಘಾತುಕ	0.073	0.745	0.412
trajectory	ಪಥವನ್ನು	0.653	0.558	0.779
tram	ಟ್ರಾಮ್	0.667	0.628	0.492
tramp	ಅಲೆಮಾರಿ	0.108	0.510	0.182
trample	ತಿರುಗಿಸು	0.235	0.764	0.562
trampoline	ಟ್ರ್ಯಾಂಪೊಲೈನ್	0.604	0.690	0.391
tramway	ಟ್ರ್ಯಾಮ್ವೇ	0.615	0.538	0.543
trance	ಟ್ರಾನ್ಸ್	0.469	0.481	0.382
tranquil	ನೆಮ್ಮದಿಯಿಂದ	0.917	0.094	0.355
tranquility	ಶಾಂತಿ	0.840	0.135	0.442
tranquilizer	ಟ್ರ್ಯಾಂಕ್ವಿಲೈಜರ್	0.510	0.236	0.596
transact	ವ್ಯವಹಾರ	0.521	0.625	0.680
transaction	ವ್ಯವಹಾರ	0.650	0.577	0.579
transatlantic	ಟ್ರಾನ್ಸ್ ಅಟ್ಲಾಂಟಿಕ್	0.724	0.596	0.706
transceiver	ಟ್ರಾನ್ಸ್ಸಿವರ್	0.510	0.490	0.537
transcend	ಮೀರಿಸಿ	0.604	0.771	0.726
transcendence	ಅತಿಕ್ರಮಣ	0.656	0.608	0.754
transcendent	ಅತೀಂದ್ರಿಯ	0.667	0.600	0.824
transcendental	ಅತೀಂದ್ರಿಯ	0.635	0.652	0.842
transcribe	ಲಿಪ್ಯಂತರ	0.500	0.394	0.573
transcriber	ಟ್ರಾನ್ಸ್ಕ್ರೈಬರ್	0.490	0.420	0.615
transcript	ಪ್ರತಿಲಿಪಿ	0.639	0.398	0.528
transcription	ನಕಲು	0.592	0.455	0.615
transfer	ವರ್ಗಾವಣೆ	0.702	0.490	0.519
transference	ವರ್ಗಾವಣೆ	0.592	0.294	0.551
transferred	ವರ್ಗಾಯಿಸಲಾಗಿದೆ	0.480	0.450	0.409
transfixed	ವರ್ಗಾವಣೆಗೊಂಡಿದೆ	0.427	0.660	0.528
transform	ರೂಪಾಂತರ	0.735	0.667	0.696
transformation	ರೂಪಾಂತರ	0.796	0.618	0.770
transformer	ಪರಿವರ್ತಕ	0.582	0.582	0.723
transfusion	ವರ್ಗಾವಣೆ	0.417	0.730	0.557
transgression	ಉಲ್ಲಂಘನೆ	0.158	0.890	0.611
transient	ಅಸ್ಥಿರ	0.510	0.405	0.430
transistor	ಟ್ರಾನ್ಸಿಸ್ಟರ್	0.480	0.480	0.444
transit	ಸಾಗಣೆ	0.439	0.590	0.588
transition	ಪರಿವರ್ತನೆ	0.605	0.561	0.558
transitional	ಪರಿವರ್ತನೆ	0.573	0.472	0.491
transitive	ಸಂಕ್ರಮಣ	0.479	0.377	0.414
transitory	ಟ್ರಾನ್ಸಿಟರಿ	0.438	0.450	0.407
translate	ಭಾಷಾಂತರಿಸಲು	0.604	0.423	0.462
translation	ಅನುವಾದ	0.633	0.435	0.598
translator	ಭಾಷಾಂತರಕಾರ	0.760	0.412	0.473
translocation	ಭಾಷಾಂತರ	0.367	0.612	0.564
translucent	ಅರೆಪಾರದರ್ಶಕ	0.600	0.500	0.389
transmission	ಪ್ರಸರಣ	0.688	0.490	0.611
transmit	ಪ್ರಸಾರಮಾಡು	0.836	0.581	0.673
transmitter	ಟ್ರಾನ್ಸ್ಮಿಟರ್	0.520	0.511	0.719
transmutation	ಪರಿವರ್ತನೆ	0.438	0.740	0.737
transom	ಟ್ರಾನ್ಸಮ್	0.375	0.385	0.417
transparency	ಪಾರದರ್ಶಕತೆ	0.847	0.260	0.587
transparent	ಪಾರದರ್ಶಕ	0.542	0.330	0.667
transplant	ಕಸಿ	0.445	0.806	0.620
transplantation	ಕಸಿಮಾಡುವಿಕೆ	0.531	0.694	0.610
transponder	ಟ್ರಾನ್ಸ್ಪಾಂಡರ್	0.564	0.575	0.565
transport	ಸಾರಿಗೆ	0.613	0.627	0.605
transportation	ಸಾರಿಗೆ	0.667	0.560	0.472
transporter	ಸಾಗಣೆದಾರರು	0.615	0.625	0.750
transpose	ಸಂವಹನ	0.440	0.585	0.467
transposition	ವರ್ಗಾವಣೆ	0.312	0.451	0.555
transsexual	ಸಂಭಾಷಣೆ	0.264	0.815	0.423
transverse	ವಿಲೋಮ	0.429	0.429	0.525
transvestite	ಟ್ರಾನ್ಸ್ವೆಸ್ಟೈಟ್	0.270	0.675	0.373
trap	ಬಲೆಗೆ	0.104	0.610	0.391
trapdoor	ಟ್ರ್ಯಾಪ್ಡೂರ್	0.094	0.670	0.462
trapeze	ಟ್ರ್ಯಾಪಜೆ	0.542	0.625	0.566
trapped	ಸಿಕ್ಕಿಬಿದ್ದಿದೆ	0.135	0.615	0.380
trapper	ಟ್ರ್ಯಾಪ್ಪರ್	0.296	0.654	0.491
trapping	ಬಲೆಗೆ ಬೀಳಿಸುವುದು	0.333	0.621	0.491
trappings	ತೋಟಗಳು	0.458	0.462	0.370
traps	ಬಲೆಗಳು	0.235	0.673	0.481
trash	ಕಸ	0.163	0.541	0.154
trashy	ಕೊಳೆತ	0.071	0.380	0.161
trauma	ಆಘಾತ	0.112	0.792	0.453
traumatic	ಆಘಾತಕಾರಿ	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	ಪ್ರಯಾಣ	0.931	0.689	0.535
traveler	ಪ್ರವಾಸಿಗ	0.837	0.571	0.700
traveling	ಪ್ರಯಾಣ	0.900	0.750	0.582
traverse	ಸಂಚರಿಸು	0.571	0.590	0.629
travesty	ದುರಂತ	0.354	0.644	0.407
trawl	ರಭಸ	0.255	0.590	0.464
trawler	ಟ್ರಾವೆಲರ್	0.316	0.430	0.405
tray	ತಟ್ಟೆ	0.549	0.250	0.345
treacherous	ವಿಶ್ವಾಸಘಾತುಕ	0.112	0.815	0.402
treachery	ವಿಶ್ವಾಸಘಾತುಕತನ	0.104	0.852	0.448
tread	ನಡೆದಾಡು	0.510	0.520	0.426
treadmill	ಟ್ರೆಡ್ ಮಿಲ್	0.459	0.636	0.436
treason	ದೇಶದ್ರೋಹ	0.094	0.806	0.552
treasure	ನಿಧಿ	0.927	0.592	0.821
treasured	ಅಮೂಲ್ಯವಾದದ್ದು	0.849	0.471	0.730
treasurer	ಖಜಾಂಚಿ	0.694	0.456	0.755
treasures	ಸಂಪತ್ತು	0.867	0.771	0.842
treasury	ಖಜಾನೆ	0.812	0.541	0.736
treat	ಚಿಕಿತ್ಸೆ	0.573	0.571	0.436
treatable	ಚಿಕಿತ್ಸೆ ನೀಡಬಲ್ಲದು	0.780	0.302	0.560
treatise	ಅಧ್ಯಯನ	0.604	0.407	0.613
treatment	ಚಿಕಿತ್ಸೆ	0.663	0.386	0.620
treaty	ಒಪ್ಪಂದ	0.646	0.382	0.667
treble	ತ್ರಿವಳಿ	0.358	0.471	0.466
tree	ಮರ	0.670	0.118	0.442
trees	ಮರಗಳು	0.653	0.137	0.537
trek	ಚಾರಣ	0.469	0.530	0.535
trellis	ಹಂದರದ	0.299	0.500	0.389
tremble	ವಿಸ್ಮಯಗೊಳಿಸು	0.177	0.878	0.388
trembling	ನಡುಕ	0.177	0.824	0.324
tremendous	ಪ್ರಚಂಡ	0.600	0.888	0.773
tremendously	ಮಹತ್ತರವಾಗಿ	0.719	0.722	0.661
tremor	ನಡುಕ	0.104	0.833	0.455
trench	ಕಂದಕ	0.429	0.760	0.429
trend	ಪ್ರವೃತ್ತಿ	0.625	0.458	0.706
trending	ಟ್ರೆಂಡಿಂಗ್	0.750	0.472	0.600
trendy	ಟ್ರೆಂಡಿ	0.713	0.520	0.536
trepidation	trepidation	0.582	0.594	0.464
trespass	ಅತಿಕ್ರಮಣ	0.229	0.670	0.613
triad	ಟ್ರಯಾಡ್	0.469	0.413	0.528
triage	ಚಿಕಿತ್ಸೆಯ ಸರದಿ ನಿರ್ಧಾರ	0.398	0.433	0.479
trial	ವಿಚಾರಣೆ	0.438	0.663	0.612
triangle	ತ್ರಿಕೋನ	0.562	0.269	0.352
triangular	ತ್ರಿಕೋನ	0.430	0.320	0.397
triangulate	ತ್ರಿಕೋನಾಂಕ	0.408	0.380	0.517
triathlon	ಟ್ರೈಯಥ್ಲಾನ್	0.521	0.853	0.663
tribal	ಬುಡಕಟ್ಟು	0.417	0.404	0.482
tribe	ಬುಡಕಟ್ಟು	0.664	0.486	0.516
tribulation	ಕ್ಲೇಶವನ್ನು	0.448	0.612	0.484
tribunal	ಟ್ರಿಬ್ಯೂನಲ್	0.410	0.670	0.797
tribune	ಟ್ರಿಬ್ಯೂನ್	0.610	0.585	0.556
tributary	ಉಪನದಿ	0.615	0.463	0.616
tribute	ಗೌರವ	0.684	0.573	0.700
trick	ಟ್ರಿಕ್	0.542	0.700	0.409
trickery	ಮೋಸಗಾರಿಕೆ	0.146	0.798	0.336
trickle	ಟ್ರಿಕಿಲ್	0.500	0.196	0.231
trickster	ಮೋಸಗಾರ	0.375	0.680	0.446
tricky	ಟ್ರಿಕಿ	0.219	0.651	0.500
tricycle	ಟ್ರೈಸಿಕಲ್	0.633	0.402	0.368
trident	ತ್ರಿಶೂಲ	0.403	0.606	0.609
trifle	ನಯಗೊಳಿಸು	0.271	0.296	0.221
trifling	ಕ್ಷುಲ್ಲಕ	0.375	0.418	0.183
trig	ಟ್ರಿಗ್	0.438	0.417	0.415
trigger	ಪ್ರಚೋದಕ	0.271	0.804	0.660
trigonometry	ತ್ರಿಕೋನಮಿತಿ	0.396	0.400	0.616
trillion	ಟ್ರಿಲಿಯನ್	0.592	0.420	0.623
trilogy	ಟ್ರೈಲಾಜಿ	0.615	0.520	0.664
trim	ಟ್ರಿಮ್	0.500	0.466	0.430
trimester	ತ್ರೈಮಾಸಿಕದಲ್ಲಿ	0.783	0.336	0.538
trimmer	ಟ್ರಿಮ್ಮರ್ನಲ್ಲಿ	0.260	0.548	0.529
trimming	ಚೂರನ್ನು	0.500	0.478	0.325
trine	ಟ್ರೇನ್	0.396	0.365	0.317
trinity	ಟ್ರಿನಿಟಿ	0.635	0.346	0.660
trinket	ತಂಬಾಕು	0.521	0.352	0.368
trio	ಮೂವರು	0.521	0.613	0.473
trip	ಟ್ರಿಪ್	0.875	0.643	0.538
tripartite	ತ್ರಿಪಕ್ಷೀಯ	0.500	0.480	0.539
tripe	ಟ್ರೈಪ್	0.312	0.361	0.438
triple	ಟ್ರಿಪಲ್	0.585	0.385	0.481
triplet	ಟ್ರಿಪಲ್	0.622	0.510	0.618
triplicate	triplicate	0.684	0.545	0.717
tripod	ಟ್ರೈಪಾಡ್	0.406	0.388	0.483
tripping	ಟ್ರಿಪ್ಪಿಂಗ್	0.276	0.594	0.293
trite	trite	0.458	0.418	0.290
tritium	ಟ್ರಿಟಿಯಮ್	0.412	0.471	0.422
triumph	ಗೆಲುವು	0.969	0.798	0.926
triumphant	ವಿಜಯೋತ್ಸವ	0.949	0.837	0.972
trivia	ಟ್ರಿವಿಯಾ	0.690	0.490	0.473
trivial	ಕ್ಷುಲ್ಲಕ	0.406	0.387	0.337
troll	ರಾಕ್ಷಸನು	0.378	0.627	0.327
trolley	ಟ್ರಾಲಿ	0.562	0.558	0.464
trombone	ಟ್ರಮ್ಬೊನ್	0.562	0.500	0.500
troop	ಸೈನ್ಯ	0.375	0.696	0.750
trooper	ಸೈನಿಕ	0.458	0.694	0.713
troops	ಪಡೆಗಳು	0.385	0.718	0.804
trophy	ಟ್ರೋಫಿ	0.947	0.643	0.676
tropic	ಉಷ್ಣವಲಯ	0.740	0.529	0.536
tropical	ಉಷ್ಣವಲಯದ	0.740	0.461	0.509
tropics	ಉಷ್ಣವಲಯಗಳು	0.740	0.383	0.412
trot	ಟ್ರಾಟ್	0.531	0.664	0.396
trouble	ತೊಂದರೆ	0.135	0.811	0.452
troubled	ತೊಂದರೆಗೊಳಗಾಗಿರುವ	0.167	0.627	0.385
troublemaker	ತೊಂದರೆಗಾರ	0.260	0.900	0.596
troubles	ತೊಂದರೆಗಳು	0.051	0.854	0.269
troublesome	ತ್ರಾಸದಾಯಕ	0.283	0.894	0.404
trough	ತೊಟ್ಟಿ	0.500	0.308	0.340
troupe	ತಂಡ	0.625	0.406	0.557
trousers	ಪ್ಯಾಂಟ್	0.625	0.314	0.442
trout	ಟ್ರೌಟ್	0.516	0.387	0.298
trowel	ತೋಳ	0.470	0.418	0.250
truce	ಒಪ್ಪಂದ	0.688	0.441	0.453
truck	ಟ್ರಕ್	0.531	0.368	0.546
trucker	ಟ್ರಕ್ಕರ್	0.494	0.609	0.500
truckload	ಟ್ರಕ್ಲೋಡ್	0.480	0.450	0.534
truculent	truculent	0.210	0.731	0.498
true	ಸರಿ	0.896	0.436	0.777
truelove	ನಿಜವಾದ ಪ್ರೀತಿ	0.860	0.600	0.587
truffle	ಟ್ರಫಲ್	0.677	0.323	0.418
truism	truism	0.521	0.422	0.480
trump	ಟ್ರಂಪ್	0.640	0.716	0.898
trumpet	ಕಹಳೆ	0.573	0.570	0.393
trumpeter	ಟ್ರಂಪೆಟರ್	0.673	0.600	0.676
truncate	ಮೊಟಕುಗೊಳಿಸು	0.323	0.600	0.412
truncated	ಮೊಟಕುಗೊಂಡಿದೆ	0.316	0.602	0.439
trundle	ಕಹಳೆ	0.507	0.270	0.414
trunk	ಟ್ರಂಕ್	0.271	0.167	0.404
truss	ಟ್ರಸ್	0.521	0.482	0.569
trust	ನಂಬಿಕೆ	0.888	0.547	0.741
trustee	ಟ್ರಸ್ಟೀ	0.531	0.442	0.658
trusting	ನಂಬಿಕೆ	0.857	0.508	0.750
trustworthy	ವಿಶ್ವಾಸಾರ್ಹ	0.969	0.315	0.824
trusty	ವಿಶ್ವಾಸಾರ್ಹ	0.863	0.398	0.696
truth	ಸತ್ಯ	0.971	0.400	0.685
truthful	ಸತ್ಯವಾದ	0.708	0.467	0.807
