Word	Tagalog (Filipino)-tl	Valence	Arousal	Dominance
sinister	masama	0.125	0.896	0.581
sink	lababo	0.375	0.439	0.322
sinker	tulog	0.302	0.557	0.538
sinking	Paglubog	0.135	0.439	0.342
sinner	makasalanan	0.237	0.667	0.356
sinning	pagkakasala	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	sumipsip	0.375	0.380	0.213
siphon	siphon	0.354	0.333	0.435
sipping	sipping	0.469	0.349	0.377
sir	ginoo	0.622	0.306	0.778
sire	sire	0.854	0.452	0.808
siren	sirena	0.570	0.627	0.500
sirloin	sirloin	0.546	0.418	0.373
sissy	sissy	0.333	0.562	0.232
sister	ate	0.916	0.324	0.562
sisterhood	kapatiran ng babae	0.837	0.415	0.696
sit	umupo	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	lugar	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	sitter	0.656	0.429	0.404
sitting	upo	0.561	0.146	0.353
situate	maglagay	0.510	0.310	0.483
situated	nakatayo	0.542	0.231	0.543
situation	sitwasyon	0.531	0.387	0.600
six	anim	0.500	0.154	0.271
sixpence	sixpence	0.469	0.417	0.463
sixteen	labing anim	0.583	0.290	0.324
sixth	ika-anim	0.521	0.275	0.366
sixty	animnapu	0.694	0.240	0.433
sizable	malaki	0.727	0.337	0.657
size	laki	0.531	0.336	0.569
sizzle	sizzle	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	skate	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	tagapag-isketing	0.633	0.774	0.652
skating	skating	0.745	0.673	0.435
skedaddle	maglakad	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	skein	0.449	0.372	0.287
skeletal	kalansay	0.306	0.558	0.318
skeleton	balangkas	0.183	0.464	0.343
skeptic	may pag-aalinlangan	0.135	0.440	0.500
skeptical	may pag-aalinlangan	0.207	0.500	0.452
skepticism	pag-aalinlangan	0.229	0.480	0.582
sketch	gumuhit ng plano	0.704	0.276	0.420
sketching	sketching	0.729	0.327	0.400
sketchy	masama	0.333	0.479	0.241
skewed	skewed	0.340	0.480	0.361
skewer	skewer	0.470	0.365	0.457
ski	ski	0.684	0.670	0.471
skid	gumalaw	0.357	0.640	0.440
skier	skier	0.802	0.788	0.639
skiff	skiff	0.479	0.375	0.472
skiing	skiing	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	kasanayan	0.847	0.701	0.833
skilled	sanay	0.886	0.614	0.929
skillet	kawali	0.510	0.296	0.345
skillful	magaling	0.802	0.616	0.908
skim	sinagap	0.418	0.328	0.322
skimpy	maliit na halaga	0.302	0.349	0.208
skin	balat	0.569	0.350	0.395
skinny	payat	0.333	0.333	0.298
skip	laktawan	0.458	0.804	0.439
skipper	skipper	0.440	0.577	0.692
skirmish	makipaglaban	0.290	0.640	0.474
skirt	palda	0.602	0.463	0.226
skirting	palengke	0.449	0.529	0.386
skirts	palda	0.622	0.538	0.241
skit	skit	0.438	0.434	0.421
skittish	sumasakit	0.156	0.815	0.172
skull	bungo	0.276	0.558	0.574
skunk	magdaya	0.284	0.491	0.380
sky	kalangitan	0.958	0.234	0.401
skylight	skylight	0.708	0.314	0.343
skyline	kalangitan	0.592	0.412	0.662
skyscraper	napakataas na gusali	0.622	0.696	0.798
slab	tilad	0.398	0.265	0.264
slack	malubay	0.521	0.283	0.446
slag	mag-abo	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	paninirang-puri	0.184	0.604	0.454
slanderous	mapanirang-puri	0.057	0.800	0.337
slang	slang	0.479	0.418	0.491
slant	pahilig	0.469	0.396	0.536
slap	sampal	0.100	0.804	0.518
slash	slash	0.260	0.500	0.509
slashes	slashes	0.330	0.328	0.410
slate	slate	0.531	0.283	0.431
slates	slates	0.500	0.270	0.342
slaughter	pagpatay	0.052	0.953	0.602
slaughterhouse	bahay-katayan	0.146	0.794	0.472
slaughtering	pagpatay	0.133	0.947	0.714
slave	alipin	0.171	0.795	0.151
slavery	pang-aalipin	0.052	0.783	0.218
slay	patayin	0.133	0.920	0.585
slayer	mamamatay-tao	0.041	0.930	0.661
sleaze	sleaze	0.312	0.538	0.405
sleazy	manipis	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	pag-alis	0.625	0.547	0.422
sledge	balikat	0.646	0.500	0.361
sledgehammer	sledgehammer	0.449	0.479	0.482
sleek	makinis	0.750	0.484	0.643
sleep	matulog	0.719	0.090	0.339
sleeper	natutulog	0.640	0.154	0.254
sleeping	natutulog	0.704	0.091	0.312
sleepless	walang tulog	0.213	0.410	0.207
sleeplessness	walang tulog	0.104	0.604	0.202
sleepover	pagtulog	0.815	0.519	0.340
sleepy	inaantok	0.604	0.125	0.250
sleepyhead	matulog	0.327	0.350	0.294
sleet	ulan	0.410	0.355	0.395
sleeve	manggas	0.531	0.270	0.273
sleeveless	walang manggas	0.638	0.290	0.200
sleigh	sleigh	0.742	0.551	0.396
sleight	tuso	0.719	0.677	0.379
slender	payat	0.812	0.548	0.664
sleuth	tiktik	0.460	0.633	0.676
slice	ihiwa	0.583	0.375	0.303
slick	makinis	0.388	0.383	0.349
slicker	makinis	0.727	0.387	0.519
slide	slide	0.615	0.435	0.432
slider	slider	0.585	0.491	0.518
sliding	dumudulas	0.356	0.730	0.491
slight	bahagya	0.521	0.240	0.155
slight anticipation	bahagyang pag-asa	0.562	0.490	0.445
slight disgust	kaunti pagkasuya	0.156	0.578	0.318
slight surprise	kaunting sorpresa	0.677	0.746	0.557
slight trust	kaunting tiwala	0.306	0.400	0.245
slightly	bahagyang	0.470	0.274	0.255
slightly negative	bahagyang negatibo	0.190	0.472	0.259
slightly positive	bahagyang positibo	0.792	0.480	0.567
slim	slim	0.562	0.180	0.296
slime	putik	0.300	0.370	0.183
slimy	malansa	0.177	0.500	0.309
sling	tirador	0.417	0.423	0.404
slingshot	tirador	0.323	0.654	0.474
slink	slink	0.460	0.546	0.314
slinky	slinky	0.400	0.637	0.603
slip	slip	0.316	0.714	0.321
slipper	tsinelas	0.635	0.298	0.245
slippers	tsinelas	0.573	0.413	0.236
slippery	madulas	0.219	0.740	0.343
slit	pumutok	0.406	0.490	0.366
sliver	sliver	0.388	0.347	0.291
slob	slob	0.275	0.365	0.300
slobber	slobber	0.350	0.375	0.278
slogan	slogan	0.550	0.216	0.564
sloop	sloop	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	libis	0.347	0.438	0.279
sloppy	nanggagalit	0.303	0.441	0.183
slot	puwang	0.469	0.337	0.337
sloth	katamaran	0.198	0.140	0.125
slouch	yumuko	0.365	0.450	0.328
slough	kalawang	0.265	0.390	0.200
slow	mabagal	0.357	0.073	0.131
slowly	dahan-dahan	0.427	0.185	0.295
slowness	kabagalan	0.302	0.212	0.191
sludge	putik	0.354	0.396	0.229
slug	slug	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	tamad	0.224	0.124	0.155
sluice	kalsada	0.427	0.520	0.365
slum	slum	0.292	0.528	0.302
slumber	idlip	0.592	0.191	0.426
slump	malaglag	0.194	0.438	0.130
slur	slur	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	slush	0.427	0.283	0.296
slut	kalapating mababa ang lipad	0.071	0.808	0.309
slutty	kalokohan	0.224	0.810	0.371
sly	palihim	0.573	0.690	0.750
smack	matunog na halik	0.323	0.662	0.381
small	maliit	0.542	0.205	0.120
smaller	mas maliit	0.300	0.310	0.179
smallest	pinakamaliit	0.281	0.340	0.129
smallpox	buti	0.156	0.583	0.222
smart	matalino	0.906	0.607	0.923
smartass	tuso	0.364	0.520	0.620
smarten	bigyan ka ng smarten	0.602	0.490	0.551
smarty	smarty	0.673	0.510	0.848
smash	basagin	0.195	0.692	0.530
smashed	smashed	0.143	0.660	0.256
smattering	smattering	0.448	0.460	0.500
smear	pahid	0.230	0.433	0.400
smell	amoy	0.510	0.520	0.330
smelling	amoy	0.458	0.481	0.349
smelly	nangangamoy	0.100	0.528	0.245
smelt	smelt	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	ngumiti	0.906	0.598	0.618
smiled	ngumiti	0.949	0.530	0.536
smiles	ngiti	0.892	0.606	0.607
smiley	smiley	0.865	0.470	0.571
smiling	ngumingiti	0.981	0.679	0.625
smirk	maingay	0.792	0.596	0.583
smite	smite	0.303	0.846	0.682
smith	smith	0.677	0.333	0.529
smithereens	smithereens	0.281	0.561	0.409
smitten	sinaktan	0.153	0.760	0.204
smock	smock	0.429	0.250	0.250
smog	ulap	0.271	0.480	0.382
smoke	usok	0.188	0.500	0.391
smoker	smoker	0.208	0.528	0.311
smokey	mausok	0.494	0.462	0.430
smoking	paninigarilyo	0.176	0.557	0.384
smoky	mausok	0.459	0.420	0.327
smoldering	nagbabaga	0.635	0.781	0.764
smooch	smooch	0.796	0.731	0.491
smooth	makinis	0.823	0.127	0.281
smoothie	smoothie	0.806	0.333	0.281
smoothly	maayos	0.821	0.134	0.488
smoothness	pagkamakinis	0.833	0.221	0.412
smother	pahid	0.292	0.685	0.420
smudge	alis	0.327	0.429	0.245
smug	yakap	0.198	0.552	0.587
smuggle	magpasabog	0.194	0.775	0.570
smuggler	smuggler	0.062	0.867	0.645
smuggling	smuggling	0.229	0.783	0.510
smut	smut	0.357	0.360	0.349
snack	meryenda	0.646	0.407	0.345
snacks	meryenda	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	snag	0.417	0.250	0.339
snags	snags	0.177	0.721	0.490
snail	suso	0.480	0.104	0.296
snake	ahas	0.276	0.750	0.549
snakes	ahas	0.176	0.662	0.606
snakeskin	ahas	0.276	0.696	0.391
snap	snap	0.344	0.517	0.352
snapper	snapper	0.417	0.429	0.245
snappy	matapang	0.573	0.592	0.418
snapshot	snapshot	0.573	0.578	0.588
snare	silo	0.229	0.850	0.466
snarl	snarl	0.430	0.787	0.455
snarling	snarling	0.312	0.704	0.491
snatch	mang-agaw	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	lumabas	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	sneakers	0.604	0.548	0.349
sneaking	lumilipad	0.203	0.755	0.545
sneaky	palihim	0.240	0.740	0.560
sneer	sneer	0.133	0.755	0.345
sneeze	bumahin	0.271	0.442	0.336
sneezing	pagbabahing	0.434	0.570	0.345
snicker	snicker	0.708	0.693	0.409
snide	snide	0.186	0.723	0.455
sniff	sniff	0.396	0.500	0.318
snip	snip	0.417	0.327	0.268
snipe	snipe	0.198	0.915	0.491
sniper	mamamaril na nakatago	0.167	0.870	0.853
snippet	snippet	0.612	0.410	0.368
snippy	snippy	0.418	0.491	0.481
snitch	snitch	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	snooty	0.390	0.455	0.446
snooze	paghalik	0.235	0.357	0.282
snore	hagik	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	snort	0.469	0.531	0.413
snot	snot	0.214	0.340	0.269
snotty	snotty	0.180	0.382	0.200
snout	snout	0.276	0.385	0.241
snow	niyebe	0.667	0.363	0.309
snowball	niyebeng binilo	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	snowday	0.602	0.500	0.440
snowfall	ulan ng niyebe	0.675	0.280	0.455
snowflake	snowflake	0.748	0.192	0.260
snowing	nagniniyebe	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	taong niyebe	0.776	0.291	0.323
snowplow	snowplow	0.449	0.480	0.493
snowstorm	snowstorm	0.204	0.833	0.629
snowy	maniyebe	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	snubbed	0.265	0.528	0.279
snuff	snuff	0.357	0.470	0.377
snug	masikip	0.867	0.173	0.500
snuggle	mag-snuggle	0.781	0.390	0.350
snuggled	snuggled	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	snuggling	0.683	0.585	0.373
soak	magbabad	0.480	0.370	0.240
soaked	babad na babad	0.365	0.462	0.358
soaking	pambabad	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	sabon	0.531	0.163	0.311
soapbox	soapbox	0.500	0.415	0.393
soapy	sabon	0.552	0.373	0.355
soar	pumailanglang	0.790	0.740	0.718
soaring	salimbay	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	matino	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	mahinahon	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	soccer	0.698	0.837	0.644
sociable	palakaibigan	0.854	0.459	0.627
social	panlipunan	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	sosyalismo	0.510	0.500	0.560
socialist	sosyalista	0.448	0.400	0.543
socialite	panlipunan	0.684	0.668	0.570
socialize	makisalamuha	0.907	0.683	0.726
society	lipunan	0.674	0.464	0.782
sociology	sosyolohiya	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	medyas	0.500	0.167	0.290
socket	socket	0.583	0.469	0.377
sod	sod	0.427	0.383	0.333
soda	soda	0.688	0.314	0.364
soda/pop	soda / pop	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	sosa	0.490	0.340	0.291
sofa	sopa	0.583	0.106	0.263
soft	malambot	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	lumambot	0.694	0.194	0.392
softener	softener	0.745	0.300	0.373
softening	paglambad	0.700	0.255	0.361
softly	mahina	0.517	0.206	0.304
softness	lambot	0.875	0.086	0.402
software	software	0.561	0.280	0.570
soggy	soggy	0.312	0.350	0.241
sohappy	masayang masaya	0.949	0.673	0.681
soil	lupa	0.350	0.180	0.356
soiled	marumi	0.106	0.529	0.213
soiree	soiree	0.729	0.692	0.578
sojourn	pansamantala	0.514	0.243	0.509
solace	aliw	0.776	0.294	0.453
solar	solar	0.622	0.452	0.645
solarium	solarium	0.602	0.356	0.421
solder	maghinang	0.439	0.510	0.611
soldering	paghihinang	0.573	0.536	0.538
soldier	kawal	0.392	0.708	0.768
sole	nag-iisa	0.427	0.194	0.279
solemn	solemne	0.708	0.370	0.709
solicit	manghingi	0.620	0.490	0.604
solicitation	pangangalap	0.612	0.519	0.415
solicitor	abogado	0.600	0.479	0.802
solid	solid	0.667	0.304	0.763
solidarity	pagkakaisa	0.792	0.407	0.781
solidification	solidification	0.480	0.500	0.827
solidified	pinagtitibay	0.633	0.415	0.745
solidify	patatagin	0.583	0.318	0.754
solidity	solidity	0.745	0.444	0.850
solitaire	solitaryo	0.365	0.227	0.279
solitary	nag-iisa	0.224	0.202	0.268
solitude	pag-iisa	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	solubility	0.506	0.360	0.442
soluble	natutunaw	0.542	0.272	0.409
solucky	NO TRANSLATION	0.573	0.529	0.615
solution	solusyon	0.790	0.339	0.664
solve	malutas	0.656	0.530	0.688
solvency	solvency	0.604	0.296	0.605
solvent	solvent	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatic	0.438	0.406	0.444
somber	malungkot	0.184	0.500	0.380
some anticipation	ilang pag-asa	0.423	0.482	0.472
some disgust	ilang disgust	0.094	0.657	0.321
some surprise	ilang sorpresa	0.827	0.849	0.500
some trust	ilang tiwala	0.594	0.451	0.547
somersault	somersault	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	medyo negatibo	0.208	0.480	0.150
somewhat positive	medyo positibo	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	anak	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	awit	0.854	0.413	0.500
songwriter	songwriter	0.844	0.558	0.713
sonic	sonik	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	soneto	0.718	0.294	0.404
sonorous	nakakatawa	0.646	0.580	0.442
soot	uling	0.375	0.328	0.292
soothe	aliwin	0.817	0.194	0.412
soothing	nakapapawi	0.625	0.179	0.519
sophisticated	sopistikadong	0.865	0.481	0.845
sophistication	pagiging sopistikado	0.792	0.472	0.704
sophomore	sophomore	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	soppy	0.510	0.355	0.297
soprano	soprano	0.552	0.550	0.685
sorcerer	manggagaway	0.377	0.633	0.632
sorcery	pangkukulam	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	sugat	0.094	0.650	0.224
soready	sakitady	0.622	0.500	0.545
sorely	malupit	0.284	0.727	0.370
soreness	sakit	0.113	0.843	0.302
sorghum	sorghum	0.469	0.358	0.420
sorority	kalangitan	0.635	0.637	0.627
sorrow	kalungkutan	0.052	0.235	0.164
sorrowful	nalulungkot	0.049	0.422	0.163
sorry	paumanhin	0.406	0.362	0.212
sort	uri	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	pag-uuri	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	soscared	0.229	0.652	0.319
soscary	soscary	0.301	0.660	0.414
soslow	ang bagal	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	NO TRANSLATION	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	kaluluwa	0.770	0.220	0.510
soulful	kaluluwa	0.755	0.331	0.500
soulless	walang kaluluwa	0.125	0.591	0.400
soulmate	soulmate	0.890	0.500	0.628
sound	tunog	0.765	0.623	0.398
sounding	tunog	0.690	0.500	0.558
soundness	kagalingan	0.780	0.377	0.893
soundproof	soundproof	0.490	0.390	0.409
soundtrack	soundtrack	0.630	0.559	0.518
soup	sopas	0.602	0.245	0.269
sour	maasim	0.276	0.594	0.373
source	pinagmulan	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	Timog	0.562	0.265	0.429
southbound	timog	0.510	0.370	0.395
southeast	timog-silangan	0.510	0.283	0.413
southern	timog	0.552	0.269	0.370
southpaw	southpaw	0.542	0.389	0.404
southwest	timog kanluran	0.406	0.314	0.355
souvenir	souvenir	0.844	0.311	0.466
sovereign	pinakamataas na puno	0.698	0.500	0.885
sovereignty	kataas-taasang kapangyarihan	0.719	0.529	0.886
soviet	soviet	0.347	0.580	0.536
sow	maghasik	0.667	0.430	0.446
soy	toyo	0.438	0.250	0.286
soy sauce	toyo	0.573	0.382	0.318
soybean	toyo	0.521	0.250	0.293
spa	spa	0.622	0.151	0.386
space	space	0.800	0.317	0.573
spacecraft	spacecraft	0.646	0.698	0.680
spaceman	spaceman	0.688	0.577	0.848
spaceship	sasakyang pangalangaang	0.643	0.781	0.664
spacing	spacing	0.621	0.425	0.507
spacious	maluwang	0.880	0.365	0.557
spade	pala	0.469	0.667	0.529
spaghetti	spaghetti	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	spammers	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	pumutok	0.112	0.882	0.642
spanking	naglalakad	0.194	0.736	0.392
spar	spar	0.417	0.438	0.536
spare	ekstrang	0.552	0.398	0.411
spareribs	tadyang	0.635	0.431	0.395
sparingly	matipid	0.510	0.353	0.518
spark	spark	0.688	0.745	0.529
sparkle	brilyo	0.819	0.765	0.510
sparkling	sparkling	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	sparring	0.292	0.870	0.704
sparrow	maya	0.583	0.460	0.327
sparse	kalat-kalat	0.240	0.367	0.209
spasm	kalungkutan	0.194	0.594	0.366
spastic	spastic	0.240	0.541	0.491
spat	maglatag	0.427	0.413	0.309
spatial	spatial	0.604	0.625	0.645
spatter	spatter	0.292	0.630	0.315
spatula	spatula	0.302	0.198	0.369
spawn	umikot	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	magsalita	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	tagapagsalita	0.604	0.660	0.723
speakerphone	speakerphone	0.531	0.569	0.560
speaking	pagsasalita	0.753	0.590	0.575
spear	sibat	0.510	0.601	0.500
spec	pagsasapalaran	0.583	0.426	0.691
special	espesyal	0.844	0.602	0.730
specialist	espesyalista	0.760	0.562	0.877
speciality	espesyalidad	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	lalo na	0.847	0.398	0.714
specialty	espesyalidad	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	species	0.561	0.330	0.645
specific	tiyak	0.656	0.388	0.691
specification	pagtutukoy	0.552	0.479	0.602
specify	tukuyin	0.656	0.405	0.600
specimen	ispesimen	0.531	0.444	0.568
speck	speck	0.418	0.245	0.343
speckled	speckled	0.449	0.263	0.254
specs	panoorin	0.540	0.398	0.618
spectacle	palabas	0.812	0.745	0.762
spectacles	mga salamin sa mata	0.816	0.775	0.648
spectacular	kamangha-manghang	0.947	0.740	0.887
spectator	manonood	0.694	0.560	0.667
specter	multo	0.265	0.723	0.540
spectral	parang multo	0.430	0.667	0.500
spectrometer	spektrometer	0.500	0.452	0.490
spectrophotometer	spectrophotometer	0.500	0.484	0.500
spectroscopy	spectroscopy	0.470	0.541	0.570
spectrum	spectrum	0.312	0.700	0.527
speculate	isipalan	0.398	0.602	0.553
speculation	haka-haka	0.325	0.683	0.394
speculative	teorya	0.276	0.591	0.464
speculum	speculum	0.417	0.469	0.433
speech	pagsasalita	0.656	0.470	0.688
speechless	hindi makapagsalita	0.459	0.320	0.315
speed	bilis	0.719	0.849	0.658
speedboat	speedboat	0.635	0.858	0.612
speedily	madali	0.688	0.740	0.665
speeding	pagpapabilis	0.438	0.908	0.645
speedometer	kilometrahe	0.427	0.549	0.579
speedway	speedway	0.667	0.519	0.416
speedy	mabilis	0.625	0.625	0.793
spell	spell	0.385	0.380	0.368
spellbound	nakabigla	0.531	0.647	0.387
spelling	pagbabaybay	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	gastusin	0.672	0.745	0.429
spender	spender	0.312	0.692	0.377
spending	paggastos	0.333	0.556	0.330
spent	ginugol	0.296	0.296	0.263
sperm	tamud	0.396	0.706	0.453
spew	umalis	0.260	0.651	0.573
sphere	globo	0.633	0.277	0.500
spherical	spherical	0.550	0.308	0.500
sphincter	sphincter	0.347	0.633	0.375
sphinx	sphinx	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	pampalasa	0.594	0.439	0.384
spicy	maanghang	0.440	0.733	0.610
spider	spider	0.229	0.569	0.430
spiders	spider	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	spigot	0.380	0.346	0.423
spike	maglakas-loob	0.382	0.510	0.408
spiked	pinahiran	0.281	0.613	0.407
spiky	spiky	0.284	0.657	0.587
spill	paagusin	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	magsulid	0.551	0.422	0.345
spinach	spinach	0.583	0.200	0.368
spinal	panggulugod	0.312	0.491	0.296
spindle	suliran	0.552	0.410	0.360
spine	gulugod	0.495	0.461	0.600
spineless	walang spin	0.344	0.387	0.321
spinner	spinner	0.458	0.593	0.471
spinning	Umiikot	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	spiny	0.167	0.639	0.528
spiral	spiral	0.490	0.624	0.361
spire	maglakas-loob	0.354	0.358	0.389
spirit	espiritu	0.786	0.370	0.621
spirited	masigla	0.854	0.587	0.734
spirits	espiritu	0.583	0.847	0.545
spiritual	espirituwal	0.938	0.327	0.564
spirituality	kabanalan	0.865	0.281	0.667
spit	dumura	0.149	0.545	0.436
spite	kulob	0.080	0.600	0.317
spiteful	mapang-api	0.073	0.710	0.330
spitfire	kalituhan	0.233	0.623	0.566
spittoon	spittoon	0.276	0.426	0.280
splash	splash	0.521	0.412	0.281
splat	splat	0.510	0.433	0.385
splatter	magwilig	0.312	0.596	0.352
spleen	pali	0.448	0.255	0.396
splendid	kahanga-hanga	0.896	0.740	0.810
splendor	kaluwalhatian	0.927	0.612	0.850
splice	paghugpong	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	magtaas	0.179	0.400	0.343
splinter	pamutol	0.136	0.422	0.325
split	nahati	0.344	0.618	0.410
splitting	paghahati	0.188	0.598	0.375
splurge	magmayabang	0.365	0.481	0.542
spoil	samsam	0.146	0.723	0.328
spoiler	spoiler	0.347	0.527	0.380
spoiling	spoiling	0.135	0.678	0.306
spoils	spoils	0.388	0.760	0.481
spoke	nagsalita	0.635	0.433	0.483
spoken	ginagamit	0.551	0.363	0.545
spokesman	tagapagsalita	0.720	0.480	0.611
spokesperson	tagapagsalita	0.573	0.453	0.615
sponge	punasan ng espongha	0.551	0.192	0.219
spongy	spongy	0.469	0.324	0.344
sponsor	sponsor	0.729	0.537	0.800
sponsorship	sponsorship	0.854	0.608	0.696
spontaneity	spontaneity	0.817	0.698	0.655
spontaneous	kusang-loob	0.780	0.578	0.655
spoof	panggagaya	0.490	0.594	0.381
spook	sumigaw	0.327	0.887	0.322
spooky	tulad ng nakakatakot	0.104	0.858	0.380
spool	spool	0.397	0.389	0.312
spoon	kutsara	0.479	0.236	0.259
spoonful	kutsarang	0.582	0.208	0.308
sporadic	paminsan-minsan	0.333	0.394	0.500
spore	spore	0.480	0.408	0.231
sport	isport	0.865	0.700	0.657
