Word	Azeerbaijani-az	Valence	Arousal	Dominance
surveillance	nəzarət	0.365	0.720	0.718
survey	sorğu	0.580	0.357	0.379
surveying	tədqiqat	0.488	0.455	0.682
surveyor	sörveyör	0.545	0.337	0.648
survival	yaşamaq	0.541	0.798	0.879
survive	yaşamaq	0.770	0.824	0.726
surviving	sağ qalan	0.646	0.836	0.721
survivor	xilas	0.677	0.750	0.815
susceptibility	həssaslıq	0.458	0.627	0.364
susceptible	həssas	0.438	0.449	0.304
sushi	suşi	0.698	0.343	0.394
suspect	şübhəli	0.133	0.750	0.509
suspected	şübhəli	0.173	0.755	0.452
suspend	dayandırın	0.240	0.320	0.368
suspended	dayandırılıb	0.224	0.402	0.368
suspenders	dayandırıcılar	0.391	0.333	0.500
suspense	ləğv	0.286	0.775	0.402
suspension	dayandırılması	0.288	0.530	0.426
suspicion	şübhə	0.204	0.711	0.377
suspicions	şübhələr	0.208	0.745	0.500
suspicious	şübhəli	0.153	0.745	0.431
sustain	davam et	0.635	0.358	0.593
sustained	davamlı	0.649	0.340	0.580
sustenance	ruzi	0.820	0.519	0.679
suture	sütur	0.240	0.510	0.510
suv	su	0.552	0.431	0.446
sux	sux	0.406	0.531	0.331
swab	swab	0.470	0.364	0.259
swag	sürüşmək	0.656	0.676	0.654
swagger	sürtüşmək	0.333	0.731	0.538
swallow	udmaq	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	bataqlıq	0.245	0.425	0.235
swamped	batdı	0.156	0.480	0.270
swampy	bataqlıq	0.306	0.390	0.412
swan	quan	0.781	0.225	0.357
swank	swank	0.490	0.500	0.442
swap	dəyişdirmək	0.552	0.500	0.509
swarm	sürüşmək	0.302	0.735	0.458
swarming	sürüşmə	0.375	0.600	0.435
swastika	swastika	0.316	0.472	0.491
swat	swat	0.380	0.694	0.571
sway	sway	0.690	0.596	0.721
swear	yemin et	0.601	0.577	0.658
swearing	küfr	0.333	0.559	0.586
sweat	tər	0.388	0.579	0.297
sweater	sviter	0.704	0.245	0.295
sweating	tərləmə	0.292	0.667	0.265
sweatshirt	sweatshirt	0.510	0.368	0.353
sweatshop	tərəvəz	0.385	0.797	0.602
sweaty	tərli	0.281	0.540	0.304
sweep	süpürmək	0.448	0.385	0.383
sweeper	süpürgəçi	0.470	0.549	0.414
sweeping	süpürmə	0.344	0.431	0.355
sweet	şirin	0.668	0.418	0.382
sweeten	tatlandırıcı	0.908	0.455	0.423
sweetened	şirinləşdirilmişdir	0.940	0.461	0.398
sweetener	tatlandırıcı	0.670	0.333	0.330
sweetest	tatlı	0.959	0.500	0.370
sweetheart	sevgilim	0.959	0.423	0.509
sweetie	sevgilim	0.990	0.549	0.560
sweetness	şirinlik	0.906	0.474	0.528
sweets	şirniyyat	0.910	0.422	0.321
swell	şişmək	0.360	0.679	0.348
swelling	şişkinlik	0.323	0.608	0.250
sweltering	sürtüşmə	0.204	0.644	0.362
swerve	sürünmək	0.276	0.612	0.357
swift	cəld	0.760	0.776	0.698
swiftly	sürətlə	0.660	0.885	0.618
swig	swig	0.604	0.481	0.406
swill	qaçmaq	0.427	0.528	0.322
swim	üzmək	0.688	0.461	0.529
swimmer	swimmer	0.657	0.698	0.610
swimming	üzgüçülük	0.760	0.559	0.524
swimsuit	Çimərlik geyimi	0.740	0.373	0.269
swindle	dolandırıcılık	0.122	0.740	0.439
swindler	aldadıcı	0.125	0.721	0.575
swine	donuz	0.340	0.519	0.277
swing	swing	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	salınan	0.656	0.510	0.312
swipe	sürüşdürün	0.573	0.450	0.266
swirl	qıvrım	0.490	0.726	0.639
swish	swish	0.562	0.510	0.474
switch	keçid	0.500	0.538	0.509
switchblade	switchblade	0.357	0.596	0.528
switchboard	santimetr	0.571	0.519	0.558
swivel	dönmə	0.562	0.480	0.500
swollen	şişmişdir	0.236	0.510	0.277
swoon	qışqırıq	0.292	0.510	0.160
swoop	sürüşmək	0.479	0.618	0.446
sword	qılınc	0.438	0.653	0.713
swordfish	kılıçbalığı	0.564	0.520	0.442
swordplay	qılınc	0.616	0.750	0.528
swordsman	qılıncdan	0.395	0.857	0.696
sycamore	sycamore	0.500	0.401	0.527
syllable	heca	0.448	0.250	0.417
syllabus	tədris proqramı	0.736	0.370	0.643
symbiotic	simbiyotik	0.832	0.425	0.406
symbol	simvolu	0.643	0.388	0.527
symbolic	simvolik	0.670	0.385	0.574
symbolically	simvolik olaraq	0.582	0.385	0.648
symbolism	simvolizm	0.688	0.347	0.640
symbolize	simvollaşdırmaq	0.633	0.327	0.673
symmetric	simmetrik	0.745	0.212	0.588
symmetrical	simmetrik	0.542	0.263	0.569
symmetry	simmetriya	0.604	0.274	0.500
sympathetic	sempatik	0.796	0.434	0.609
sympathize	səmimiyyətlə	0.770	0.627	0.644
sympathy	sempati	0.827	0.497	0.634
symphonic	simfonik	0.775	0.545	0.566
symphony	simfoniya	0.765	0.490	0.600
symposium	simpozium	0.573	0.394	0.644
symptom	simptom	0.380	0.529	0.434
symptomatic	simptomatik	0.367	0.434	0.491
synagogue	sinaqoq	0.531	0.300	0.544
synapse	sinapsız	0.660	0.471	0.491
synaptic	sinaptik	0.573	0.553	0.622
sync	sinxronizasiya	0.802	0.440	0.670
synchronize	sinxronlaşdırın	0.781	0.361	0.654
synchronous	sinxron	0.600	0.538	0.545
syncope	senkop	0.245	0.538	0.398
syndicate	sindikat	0.439	0.491	0.673
syndrome	sindromu	0.229	0.510	0.246
synergistic	sinerjistik	0.571	0.550	0.547
synergy	sinerji	0.667	0.510	0.720
synod	sinod	0.469	0.377	0.574
synonym	sinonim	0.615	0.210	0.433
synonymous	eşitdim	0.480	0.323	0.400
synopsis	sinopsis	0.541	0.390	0.482
synoptic	sinoptik	0.561	0.510	0.596
syntax	sintaksis	0.531	0.346	0.559
synthesis	sintez	0.604	0.315	0.377
synthesizer	sintezator	0.500	0.410	0.592
synthetic	sintetik	0.396	0.350	0.519
syphilis	sifiliz	0.071	0.606	0.245
syringe	iynə	0.250	0.680	0.330
syrup	şərbət	0.620	0.223	0.318
system	sistemi	0.615	0.346	0.764
systematic	sistemli	0.617	0.444	0.594
systematically	sistemli şəkildə	0.690	0.390	0.651
t-shirt	T-shirt	0.815	0.286	0.284
tab	nişanı	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	tabby	0.510	0.426	0.387
tabernacle	tabernacle	0.408	0.480	0.605
table	masa	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	masa örtüsü	0.480	0.165	0.215
tablespoon	kaşığı kaşığı	0.490	0.353	0.245
tablet	tablet	0.562	0.330	0.438
tableware	qabyuyan maşınlar	0.677	0.250	0.276
tabloid	tabloid	0.438	0.365	0.444
taboo	tabu	0.198	0.794	0.482
tabular	cədvəl	0.438	0.330	0.462
tabulate	tabe	0.480	0.403	0.598
tabulation	tabulyasiya	0.396	0.346	0.526
tachometer	takometre	0.398	0.394	0.518
tacit	tacit	0.459	0.340	0.473
tack	tack	0.365	0.431	0.431
tackle	mübarizə	0.365	0.686	0.569
tackled	həll etdi	0.438	0.612	0.569
tackling	qarşıdurma	0.480	0.694	0.613
tacky	yapışqan	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	toxunma	0.550	0.417	0.417
tactful	həssasdır	0.704	0.292	0.537
tactic	taktik	0.531	0.434	0.798
tactical	taktik	0.594	0.481	0.684
tactics	taktikalar	0.583	0.676	0.774
tactile	toxunma	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	təzyiq	0.350	0.434	0.218
taffeta	tafta	0.604	0.279	0.405
taffy	taffy	0.448	0.431	0.204
tag	etiket	0.612	0.353	0.375
tail	quyruq	0.480	0.272	0.293
tailed	quyruqlu	0.438	0.358	0.351
tailgate	arxa qapı	0.323	0.340	0.398
tailings	tullantılar	0.439	0.311	0.446
taillight	aralıq	0.479	0.367	0.283
tailor	dərzi	0.573	0.206	0.450
tailoring	bəzək	0.673	0.540	0.566
tailpipe	quyruq borusu	0.460	0.429	0.409
taint	təəssüf	0.141	0.425	0.226
take	götür	0.828	0.537	0.348
takeoff	çıxarmaq	0.755	0.884	0.626
takeout	çıxarmaq	0.736	0.392	0.368
takeover	təhvil almaq	0.663	0.531	0.861
taker	taker	0.375	0.521	0.618
talcum	söhbət	0.500	0.196	0.291
tale	nağıl	0.663	0.300	0.336
talent	istedad	0.959	0.607	0.811
talented	istedadlı	0.939	0.635	0.938
talisman	talisman	0.704	0.542	0.642
talk	danışmaq	0.833	0.346	0.594
talkative	dilli-dilavər	0.562	0.673	0.535
talker	danışan	0.500	0.604	0.552
tall	uzun boylu	0.725	0.591	0.538
tallies	tallies	0.551	0.290	0.402
tallow	dondurma	0.344	0.283	0.290
tally	tally	0.542	0.420	0.518
talon	talon	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	tambura	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	tamer	0.385	0.783	0.815
taming	təhqir	0.569	0.514	0.575
tamper	tamper	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	tan	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	tang	0.594	0.383	0.340
tangent	tangent	0.573	0.373	0.454
tangerine	naringi	0.571	0.271	0.395
tangible	maddi	0.646	0.350	0.679
tangle	qarışıqlıq	0.354	0.545	0.254
tangled	dolaşıq	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	tank	0.431	0.454	0.634
tank top	tank üst	0.610	0.371	0.371
tanker	tanker	0.520	0.647	0.713
tanned	qaralmış	0.615	0.550	0.491
tantalizing	tantalizing	0.525	0.788	0.625
tantamount	hörmət	0.633	0.288	0.670
tantrum	tantrum	0.219	0.817	0.404
taoism	taoizm	0.490	0.250	0.456
tap	vurun	0.461	0.370	0.349
tape	tape	0.531	0.277	0.254
tape measure	tape ölçüsü	0.406	0.250	0.360
taper	konus	0.541	0.410	0.415
tapering	tapering	0.344	0.380	0.237
tapestry	goblen	0.520	0.176	0.362
tapeworm	Tələsin	0.357	0.334	0.331
tapioca	tapyoka	0.594	0.297	0.324
taps	taps	0.448	0.378	0.409
tar	tar	0.438	0.440	0.570
tarantula	tarantula	0.260	0.718	0.544
tardiness	hədiyyələr	0.296	0.452	0.260
tardy	tardy	0.204	0.592	0.293
target	hədəf	0.633	0.573	0.798
targeted	hədəfləndi	0.573	0.537	0.573
targeting	hedefleme	0.510	0.420	0.580
tariff	tarifi	0.459	0.402	0.491
tarmac	tarmac	0.357	0.302	0.398
tarnish	lağ	0.204	0.441	0.342
tarot	tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	tarry	0.392	0.413	0.388
tart	tart	0.719	0.380	0.219
tartan	tartan	0.448	0.423	0.389
tartar	tartar	0.214	0.351	0.212
task	vəzifə	0.550	0.353	0.500
tassel	pudra	0.552	0.330	0.307
taste	dad	0.802	0.406	0.465
tasteful	zövqlü	0.918	0.458	0.625
tasteless	tatsız	0.146	0.196	0.148
tasting	dadma	0.781	0.603	0.600
tasty	dadlı	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	tattler	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	döymə	0.490	0.602	0.525
taught	öyrədilmiş	0.814	0.481	0.642
taunt	təlaş	0.083	0.696	0.355
taupe	taupe	0.406	0.340	0.386
taut	taut	0.432	0.704	0.457
tavern	lokali	0.516	0.577	0.475
tawdry	tawdry	0.375	0.510	0.398
tawny	tawny	0.551	0.398	0.400
tax	vergi	0.260	0.481	0.534
taxed	vergidir	0.255	0.456	0.500
taxi	taksi	0.542	0.362	0.430
taxicab	taksi-Fayton	0.479	0.430	0.355
taxonomy	taksonomiya	0.370	0.410	0.630
taxpayer	vergi ödəyicisi	0.592	0.528	0.647
tea	çay	0.698	0.163	0.370
teach	öyrətmək	0.840	0.510	0.852
teacher	müəllim	0.760	0.404	0.885
teaching	tədris	0.822	0.444	0.736
teacup	teacup	0.633	0.135	0.277
teahouse	teahouse	0.802	0.314	0.288
teal	teal	0.540	0.293	0.321
team	komanda	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	komanda yoldaşı	0.865	0.449	0.660
teamwork	komanda işi	0.918	0.490	0.773
teapot	çaynik	0.479	0.110	0.309
tear	gözyaşardıcı	0.404	0.620	0.327
tearful	gözyaşardıcı	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	gözyaşardıcı	0.167	0.473	0.216
tease	sataşmaq	0.317	0.790	0.432
teaser	teaser	0.510	0.558	0.534
teasing	zəhlətökən	0.235	0.725	0.352
teaspoon	çay qaşığı	0.521	0.330	0.221
teat	emzik	0.612	0.469	0.328
teatime	teatime	0.847	0.159	0.339
tech	texnologiya	0.684	0.491	0.732
technical	texniki	0.510	0.490	0.736
technicality	texniki cəhətdən	0.632	0.471	0.661
technician	texniki	0.592	0.510	0.713
technique	texnika	0.760	0.414	0.593
techno	techno	0.561	0.539	0.500
technological	texnoloji	0.680	0.452	0.815
technology	texnologiya	0.776	0.490	0.825
ted	ted	0.712	0.453	0.336
teddy bear	Oyuncaq ayı	0.890	0.170	0.192
tedious	yorucu	0.104	0.406	0.241
tedium	bədbəxtlik	0.224	0.331	0.298
tee	tee	0.459	0.373	0.377
teeming	teeming	0.582	0.550	0.727
teen	yeniyetmə	0.729	0.531	0.568
teenage	gənclik	0.667	0.673	0.558
teenager	yeniyetmə	0.781	0.593	0.527
teens	yeniyetmələr	0.653	0.660	0.440
teensy	yeniyetmələr	0.520	0.427	0.347
teeny	ucalıq	0.427	0.418	0.216
teeth	dişlər	0.520	0.388	0.427
teething	teething	0.396	0.471	0.474
teflon	teflon	0.354	0.245	0.434
telegram	teleqram	0.561	0.542	0.550
telegraph	teleqraf	0.594	0.423	0.400
telekinesis	telekinesis	0.582	0.646	0.667
telemetry	telemetri	0.460	0.382	0.611
telepathic	telepatik	0.602	0.490	0.642
telepathy	telepatiya	0.594	0.510	0.588
telephone	telefon	0.694	0.520	0.425
telescope	teleskop	0.531	0.340	0.500
telescopic	teleskopik	0.490	0.290	0.660
telethon	teleton	0.643	0.641	0.473
teletype	teletype	0.532	0.392	0.455
televised	televiziya verildi	0.625	0.519	0.518
television	televiziya	0.633	0.391	0.547
tell	deyirəm	0.551	0.350	0.457
teller	teller	0.500	0.395	0.443
telling	deyirəm	0.719	0.441	0.527
telltale	deyirlər	0.240	0.663	0.426
temp	temp	0.490	0.440	0.314
temper	həsrət	0.633	0.623	0.818
tempera	temperatur	0.458	0.318	0.245
temperament	həssaslıq	0.420	0.625	0.703
temperamental	temperamentli	0.316	0.774	0.608
temperance	Sıxlıq	0.500	0.294	0.639
temperate	mülayimdir	0.469	0.394	0.593
temperature	temperatur	0.521	0.559	0.473
tempered	temperli	0.583	0.437	0.667
tempest	pusqu	0.245	0.843	0.653
template	şablon	0.479	0.311	0.411
temple	məbəd	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	temporal	0.500	0.413	0.360
temporarily	müvəqqəti olaraq	0.500	0.365	0.373
temporary	müvəqqəti	0.458	0.415	0.324
tempt	aldatmaq	0.210	0.677	0.500
temptation	temptation	0.365	0.817	0.560
tempting	cazibədar	0.615	0.740	0.519
temptress	temptress	0.427	0.787	0.667
ten	on	0.562	0.260	0.406
tenable	tənzimlənir	0.741	0.412	0.636
tenacious	inandırıcı	0.724	0.658	0.692
tenacity	etibarlılıq	0.740	0.657	0.889
tenancy	kirayəlik	0.500	0.458	0.605
tenant	kiracı	0.385	0.360	0.398
tend	meylli	0.604	0.398	0.412
tendency	tendensiya	0.684	0.500	0.675
tender	tender	0.630	0.520	0.509
tenderfoot	bıçaq	0.469	0.421	0.438
tenderness	həssaslıq	0.949	0.276	0.367
tending	əyilmək	0.622	0.556	0.594
tendon	tendon	0.341	0.271	0.463
tenement	kirayəlik	0.470	0.384	0.550
tenet	həqiqi	0.667	0.333	0.636
tenets	etiqadlar	0.734	0.357	0.667
tenfold	on qat	0.469	0.418	0.500
tennis	tennis	0.622	0.519	0.431
tenor	tenor	0.587	0.451	0.500
tense	gərgin	0.396	0.439	0.655
tensile	gərginlik	0.458	0.510	0.618
tension	gərginlik	0.304	0.810	0.529
tent	çadır	0.510	0.275	0.333
tentacle	tentacle	0.370	0.559	0.398
tentative	əvvəlcədən	0.582	0.657	0.534
tenth	onda	0.510	0.349	0.382
tenths	onda	0.406	0.294	0.284
tenuous	zəif	0.398	0.263	0.276
tenure	vəzifə	0.615	0.472	0.611
tepee	tepe	0.500	0.337	0.373
tepid	təəccüblü	0.337	0.327	0.237
tequila	tekila	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	müddəti	0.450	0.255	0.598
terminal	terminal	0.316	0.434	0.483
terminate	ləğv et	0.171	0.410	0.441
termination	sona çatma	0.344	0.472	0.545
terminator	terminator	0.370	0.663	0.737
terminology	terminologiya	0.612	0.284	0.566
terminus	termin	0.281	0.382	0.615
termite	termit	0.265	0.480	0.408
terms	şərtləri	0.490	0.362	0.645
tern	tern	0.573	0.365	0.309
ternary	Üçlü	0.550	0.406	0.480
terrace	teras	0.615	0.269	0.411
terrain	Ərazi	0.540	0.300	0.472
terrestrial	karasal	0.542	0.413	0.582
terrible	qorxunc	0.061	0.849	0.604
terribly	dəhşətli	0.061	0.731	0.430
terrier	terrier	0.562	0.540	0.431
terrific	dəhşətli	0.859	0.650	0.821
terrified	qorxunc	0.090	0.902	0.387
terrifies	tərəddüd edir	0.083	0.923	0.500
terrify	dəhşət	0.052	0.889	0.509
terrifying	dəhşətli	0.031	0.836	0.602
territorial	ərazi	0.405	0.600	0.766
territory	ərazisində	0.625	0.469	0.676
terror	terror	0.069	0.902	0.415
terrorism	terrorizm	0.060	0.971	0.673
terrorist	terrorist	0.019	0.930	0.679
terrorists	terroristlər	0.062	0.967	0.688
terrorize	terrorizm	0.041	0.907	0.577
terse	ters	0.542	0.393	0.409
tertiary	üçüncü	0.500	0.350	0.431
test	test	0.449	0.500	0.509
testament	vasiyetname	0.594	0.420	0.806
testicle	testis	0.458	0.651	0.410
testicular	testiküler	0.388	0.680	0.453
testify	ifadə vermək	0.521	0.650	0.741
testimonial	ifadəsi	0.541	0.538	0.750
testimony	ifadəsi	0.615	0.578	0.643
testosterone	testosteron	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	tetanoz	0.133	0.577	0.368
tether	hörümçək	0.323	0.620	0.407
tethered	tethered	0.260	0.472	0.351
tetrahedral	tetrahedral	0.595	0.468	0.423
text	mətn	0.604	0.157	0.402
textbook	dərs kitabı	0.622	0.235	0.526
textile	tekstil	0.604	0.235	0.395
textural	textual	0.660	0.296	0.445
texture	toxuması	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	təşəkkür edirəm	0.958	0.353	0.526
thankful	minnətdar	0.969	0.344	0.714
thankgod	təşəkkür edirəm	0.823	0.451	0.466
thanking	təşəkkür edirəm	0.917	0.538	0.658
thankless	hörmətsiz	0.146	0.500	0.497
thanks	təşəkkür edirəm	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	Şükran günü	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	çəmənlik	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	thaumaturgy	0.510	0.546	0.618
thaw	çözülür	0.438	0.321	0.327
theater	teatr	0.760	0.635	0.516
theatrical	teatr	0.720	0.690	0.546
theatrics	teatr	0.694	0.539	0.486
thebest	ən yaxşı	0.760	0.596	0.719
theft	oğurluq	0.135	0.867	0.394
theism	teizm	0.460	0.431	0.481
theistic	teistik	0.397	0.365	0.509
thelife	həyat	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	mövzu	0.541	0.176	0.427
theocracy	teokratiya	0.490	0.427	0.722
theocratic	teokratik	0.380	0.480	0.605
theologian	ilahiyyatçı	0.521	0.304	0.759
theological	teoloji	0.480	0.363	0.683
theology	ilahiyyat	0.448	0.330	0.711
theorem	teorem	0.500	0.296	0.615
theoretical	nəzəri	0.615	0.270	0.546
theory	nəzəriyyə	0.583	0.314	0.529
therapeutic	terapevtik	0.625	0.275	0.680
therapeutics	terapevtik	0.552	0.343	0.625
therapist	terapevt	0.468	0.430	0.679
therapy	terapiya	0.490	0.353	0.607
thereabouts	var	0.427	0.365	0.285
thereof	bunlardan	0.542	0.265	0.281
therewith	bununla birlikdə	0.462	0.317	0.398
thermal	termal	0.480	0.360	0.509
thermocouple	termokupl	0.406	0.406	0.422
thermodynamics	termodinamik	0.510	0.594	0.678
thermometer	termometr	0.400	0.327	0.473
thermos	termos	0.582	0.255	0.328
thermostat	termostat	0.439	0.480	0.321
thesaurus	tezahürat	0.520	0.480	0.509
thesis	tezis	0.583	0.582	0.552
thick	qalın	0.449	0.433	0.596
thicken	qalınlaşdırır	0.406	0.398	0.509
thickening	qalınlaşdırma	0.448	0.355	0.434
thicket	həkk	0.385	0.373	0.324
thickness	qalınlığı	0.552	0.370	0.443
thief	oğru	0.088	0.888	0.443
thigh	bud	0.469	0.433	0.588
thimble	haşiyə	0.490	0.192	0.218
thin	ince	0.469	0.337	0.356
thing	şey	0.449	0.222	0.260
things	şeylər	0.519	0.250	0.368
thingy	şey	0.458	0.312	0.158
think	düşünün	0.786	0.408	0.618
thinker	mütəfəkkir	0.706	0.386	0.764
thinking	düşünmək	0.720	0.308	0.595
third	üçüncüdür	0.551	0.187	0.304
thirds	üçdə biri	0.402	0.327	0.345
thirst	susuzluq	0.298	0.519	0.307
thirsty	susuz	0.281	0.660	0.310
thirteen	on üç	0.459	0.385	0.331
thirteenth	on üçüncü	0.408	0.330	0.425
thirty	otuz	0.562	0.349	0.316
thistle	Thistle	0.427	0.423	0.357
thither	orada	0.500	0.270	0.316
thong	toxunma	0.467	0.596	0.269
thorn	diken	0.296	0.541	0.427
thorny	qaranlıq	0.177	0.690	0.500
thorough	hərtərəfli	0.467	0.350	0.558
thoroughbred	arvadı	0.669	0.740	0.716
thoroughfare	körpü	0.582	0.481	0.490
thought	düşündüm	0.780	0.315	0.571
thoughtful	düşüncəli	0.667	0.290	0.527
thoughtfulness	düşüncəsizlik	0.867	0.269	0.667
thoughtless	düşünmədən	0.194	0.580	0.452
thoughts	fikirlər	0.745	0.382	0.691
thousand	min	0.663	0.355	0.480
thrash	Thrash	0.260	0.510	0.472
thread	mövzu	0.646	0.184	0.209
threat	təhlükə	0.135	0.865	0.667
threaten	təhdid edir	0.104	0.958	0.590
threatened	təhdid etdi	0.052	0.928	0.354
threatening	təhdid edir	0.071	0.875	0.652
three	üç	0.653	0.225	0.377
threefold	üçqat	0.521	0.400	0.534
threesome	üçlü	0.490	0.676	0.560
thresh	tresh	0.490	0.417	0.500
threshold	eşik	0.531	0.519	0.575
thrice	üç dəfə	0.469	0.442	0.462
thrift	qənaət	0.760	0.217	0.649
thrifty	qənaətcil	0.604	0.380	0.676
thrill	həyəcan	0.888	0.837	0.711
thrilled	heyecanlandım	0.898	0.818	0.807
thriller	gerilim	0.490	0.796	0.645
thrilling	heyecan verici	0.930	0.827	0.782
thrive	inkişaf et	0.948	0.529	0.772
thriving	inkişaf etməkdədir	0.865	0.521	0.779
throat	boğaz	0.350	0.538	0.346
throb	zərbə	0.500	0.673	0.556
throbbing	pıhtılaşma	0.645	0.808	0.491
throes	darıxır	0.146	0.760	0.235
throne	taxt	0.724	0.606	0.887
throng	qaçırdılar	0.480	0.810	0.706
throttle	dəmir yolu	0.562	0.804	0.750
throw	atmaq	0.344	0.770	0.623
throwback	atma	0.280	0.454	0.356
thrower	atıcı	0.470	0.690	0.717
thrown	atıldı	0.500	0.550	0.619
thrush	qılınc	0.306	0.490	0.454
thrust	itələmə	0.510	0.647	0.663
thruster	thruster	0.698	0.812	0.719
thud	thud	0.255	0.686	0.620
thug	haydut	0.240	0.882	0.667
thumb	thumb	0.673	0.271	0.361
thumbprint	thumbprint	0.510	0.347	0.451
thump	zərbə	0.280	0.792	0.608
thumper	zərbəçi	0.354	0.623	0.457
thumping	zərbə	0.214	0.755	0.566
thunder	Şimşək	0.296	0.916	0.526
thunderbolt	gurultulu	0.418	0.719	0.642
thunderclap	göy gurultusu	0.390	0.833	0.607
thundering	gurultulu	0.337	0.778	0.700
thunderstorm	göy gurultusu	0.135	0.860	0.784
thunderstruck	thunderstruck	0.194	0.716	0.509
thwart	qarşısını almaq	0.281	0.684	0.409
thx	Təşəkkür	0.562	0.425	0.461
thyme	kəklik	0.561	0.255	0.325
thyroid	tiroid	0.234	0.455	0.373
tiara	tiara	0.719	0.300	0.472
tibia	tibia	0.450	0.302	0.425
tic	tik	0.271	0.438	0.250
tick	gənə	0.521	0.386	0.412
ticked	seçilmişdir	0.469	0.386	0.455
ticker	ticker	0.479	0.471	0.509
ticket	bilet	0.684	0.387	0.434
tickle	qıdıq	0.760	0.727	0.342
tickled	qışqırdı	0.755	0.707	0.364
ticklish	qüsursuz	0.823	0.814	0.345
tidal	gelgit	0.592	0.539	0.519
tidal wave	gelgit dalğası	0.240	0.894	0.736
tidbit	tidbit	0.552	0.382	0.385
