Word	Hungarian-hu	Valence	Arousal	Dominance
seminar	szeminárium	0.583	0.360	0.623
seminary	papnevelde	0.594	0.367	0.589
semiotics	szemiotika	0.449	0.417	0.596
senate	szenátus	0.490	0.349	0.836
senator	szenátor	0.391	0.422	0.821
send	elküld	0.663	0.480	0.537
sender	feladó	0.542	0.449	0.509
senescence	öregedés	0.378	0.456	0.394
senile	szenilis	0.280	0.211	0.305
senior	idősebb	0.561	0.415	0.536
seniority	rangidősség	0.408	0.427	0.602
senor	senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	szenzáció	0.781	0.663	0.673
sensational	szenzációs	0.938	0.827	0.858
sense	érzék	0.781	0.417	0.474
senseless	öntudatlan	0.125	0.388	0.136
senses	érzékek	0.740	0.461	0.693
sensibility	érzékenység	0.583	0.423	0.448
sensible	érzékeny	0.625	0.454	0.312
sensibly	érzékelhetően	0.786	0.337	0.396
sensitive	érzékeny	0.714	0.426	0.254
sensitivity	érzékenység	0.750	0.417	0.395
sensor	érzékelő	0.571	0.377	0.542
sensory	szenzoros	0.583	0.480	0.442
sensual	érzéki	0.730	0.790	0.642
sensuality	érzékiség	0.844	0.840	0.632
sensuous	érzéki	0.854	0.798	0.625
sentence	mondat	0.625	0.265	0.548
sentencing	büntetés	0.120	0.782	0.561
sentient	érző	0.583	0.417	0.363
sentiment	érzés	0.765	0.451	0.639
sentimental	szentimentális	0.583	0.378	0.312
sentimentality	szentimentalizmus	0.771	0.548	0.319
sentinel	őrszem	0.531	0.602	0.845
sentry	őrszem	0.470	0.547	0.684
separable	szétválasztható	0.469	0.390	0.368
separate	különálló	0.240	0.514	0.349
separately	külön	0.310	0.365	0.368
separation	elválasztás	0.198	0.592	0.409
separatist	szeparatista	0.245	0.627	0.537
sepia	szépia	0.448	0.270	0.345
sepsis	vérmérgezés	0.229	0.452	0.327
sept	szeptember	0.521	0.333	0.361
septic	szeptikus	0.281	0.462	0.425
septum	válaszfal	0.276	0.423	0.410
sequel	folytatás	0.650	0.480	0.574
sequence	sorrend	0.543	0.350	0.529
sequent	következő	0.531	0.423	0.591
sequestered	visszavonult	0.160	0.863	0.427
sequestration	megkötés	0.177	0.860	0.500
serenade	szerenád	0.875	0.570	0.491
serendipity	serendipity	0.677	0.413	0.500
serene	derűs	0.802	0.132	0.370
serenity	higgadtság	0.900	0.122	0.557
sergeant	őrmester	0.408	0.600	0.833
serial	sorozatszám	0.469	0.350	0.472
serialize	sorban elrendez	0.500	0.455	0.593
series	sorozat	0.622	0.431	0.420
serif	betűtalp	0.531	0.417	0.415
serious	komoly	0.500	0.455	0.619
seriousness	súlyosság	0.439	0.365	0.750
sermon	szentbeszéd	0.417	0.507	0.615
serpent	kígyó	0.115	0.696	0.679
serpentine	szerpentin	0.576	0.646	0.329
serrated	fogazott	0.388	0.435	0.418
serum	szérum	0.520	0.231	0.443
servant	szolgáló	0.340	0.408	0.331
serve	szolgál	0.622	0.400	0.384
server	szerver	0.656	0.356	0.536
service	szolgáltatás	0.684	0.408	0.535
serviceable	használható	0.834	0.400	0.684
servile	szolgai	0.439	0.327	0.415
servitude	szolgaság	0.250	0.490	0.250
sesame	szezám	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	ülés	0.510	0.481	0.491
sessions	ülés	0.646	0.578	0.650
set	készlet	0.521	0.482	0.630
setback	visszaesés	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	beállító	0.541	0.455	0.473
settle	rendezni	0.833	0.520	0.772
settled	állandó	0.521	0.510	0.473
settlement	település	0.635	0.412	0.723
settler	telepes	0.573	0.453	0.519
settlor	settlor	0.531	0.434	0.534
setup	beállít	0.667	0.398	0.635
seven	hét	0.672	0.265	0.373
seventeen	tizenhét	0.585	0.296	0.321
seventh	hetedik	0.500	0.245	0.288
seventy	hetven	0.625	0.353	0.446
sever	elválaszt	0.156	0.635	0.451
severable	elválasztható	0.406	0.451	0.398
severally	egyenként	0.719	0.298	0.600
severance	elválasztás	0.396	0.620	0.541
severe	szigorú	0.164	0.735	0.635
severely	szigorúan	0.219	0.673	0.700
severity	súlyossága	0.260	0.712	0.661
sew	varr	0.510	0.340	0.340
sewage	szennyvíz	0.255	0.343	0.339
sewer	szennyvízcsatorna	0.286	0.367	0.282
sewerage	szennyvíz	0.208	0.450	0.198
sewing	varrás	0.625	0.337	0.356
sex	szex	0.803	0.939	0.704
sexist	szexista	0.255	0.798	0.411
sexual	szexuális	0.584	0.959	0.640
sexuality	nemiség	0.670	0.898	0.657
sexy	szexis	0.865	0.945	0.802
shabby	kopott	0.235	0.519	0.259
shack	kunyhó	0.396	0.425	0.339
shackle	bilincs	0.276	0.580	0.414
shade	árnyék	0.388	0.265	0.278
shades	homály	0.490	0.300	0.380
shading	árnyékolás	0.420	0.324	0.318
shadow	árnyék	0.302	0.343	0.158
shadowy	homályos	0.135	0.373	0.330
shady	árnyas	0.323	0.509	0.375
shaft	nyél	0.549	0.275	0.472
shag	bozont	0.417	0.462	0.340
shaggy	bozontos	0.510	0.302	0.321
shake	ráz	0.439	0.689	0.539
shakedown	razzia	0.286	0.692	0.481
shaken	rázott	0.344	0.657	0.333
shaker	rázó	0.520	0.728	0.518
shaking	rázás	0.275	0.849	0.255
shaky	ingatag	0.260	0.734	0.223
shall	köteles	0.510	0.385	0.412
shallow	sekély	0.427	0.298	0.351
shallows	sekély	0.388	0.368	0.368
sham	ál	0.354	0.602	0.395
shaman	sámán	0.490	0.531	0.604
shambles	mészárszék	0.271	0.696	0.287
shame	szégyen	0.060	0.670	0.155
shamed	megszégyenített	0.135	0.567	0.218
shameful	szégyenletes	0.040	0.680	0.264
shameless	szemtelen	0.274	0.713	0.407
shampoo	sampon	0.604	0.180	0.250
shanghai	shanghai	0.551	0.450	0.509
shank	lábszár	0.530	0.393	0.286
shanty	viskó	0.427	0.459	0.255
shape	alak	0.592	0.240	0.422
shapely	formás	0.771	0.441	0.830
shard	szilánk	0.388	0.407	0.426
share	Ossza meg	0.759	0.548	0.545
shareholder	részvényes	0.656	0.632	0.915
sharing	megosztás	0.827	0.462	0.545
shark	cápa	0.260	0.845	0.596
sharp	éles	0.459	0.585	0.585
sharpen	élesít	0.582	0.694	0.611
sharpened	élezett	0.573	0.647	0.727
sharpener	élesítő	0.532	0.435	0.327
sharpness	élesség	0.729	0.385	0.653
sharpshooter	mesterlövész	0.240	0.929	0.764
shatter	összetör	0.108	0.821	0.464
shattered	összetört	0.097	0.806	0.309
shattering	zúzó	0.135	0.760	0.475
shave	borotválkozás	0.521	0.410	0.480
shaver	villanyborotva	0.418	0.450	0.392
shaving	borotválkozás	0.500	0.469	0.353
shawl	vállkendő	0.720	0.365	0.230
sheaf	kéve	0.396	0.387	0.456
shear	nyírás	0.286	0.647	0.388
shears	olló	0.429	0.527	0.254
sheath	hüvely	0.460	0.314	0.342
sheathing	burkolat	0.378	0.480	0.642
shed	fészer	0.427	0.402	0.470
sheen	ragyogás	0.812	0.510	0.712
sheep	juh	0.604	0.206	0.161
sheepdog	juhászkutya	0.684	0.442	0.529
sheepish	félénk	0.326	0.441	0.205
sheer	tiszta	0.604	0.250	0.481
sheet	lap	0.439	0.174	0.302
sheik	sejk	0.521	0.579	0.708
shelf	polc	0.561	0.202	0.366
shell	héj	0.615	0.408	0.391
shellfish	önző	0.594	0.412	0.393
shelling	bombázás	0.337	0.917	0.773
shelter	menedék	0.704	0.229	0.569
sheltered	védett	0.590	0.377	0.717
shelters	menedékhely	0.582	0.333	0.482
shelved	polcos	0.306	0.166	0.321
shepherd	pásztor	0.656	0.304	0.610
sherbet	sörbet	0.592	0.363	0.348
sheriff	seriff	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	pajzs	0.510	0.373	0.663
shift	váltás	0.479	0.610	0.491
shifting	elmozduló	0.518	0.548	0.546
shifty	ravasz	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	csillámlik	0.745	0.562	0.656
shimmering	csillámló	0.844	0.648	0.904
shimmy	női ing	0.478	0.476	0.462
shin	lábszár	0.459	0.500	0.231
shindig	estély	0.552	0.560	0.491
shine	ragyog	0.844	0.539	0.741
shiner	monokli	0.740	0.510	0.556
shingle	zsindely	0.510	0.200	0.410
shining	csillogó	0.885	0.673	0.812
shiny	fényes	0.885	0.604	0.787
ship	hajó	0.646	0.500	0.439
shipment	szállítmány	0.582	0.440	0.452
shipping	szállítás	0.622	0.327	0.443
shipshape	Óceán	0.594	0.480	0.474
shipwreck	hajótörés	0.268	0.768	0.373
shipyard	hajógyár	0.398	0.583	0.595
shire	megye	0.479	0.257	0.609
shirt	ing	0.698	0.186	0.231
shit	szar	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	bebaszva	0.214	0.695	0.380
shithead	faszfej	0.120	0.645	0.302
shitless	shitless	0.271	0.545	0.333
shitload	rakás	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	szaros	0.020	0.679	0.163
shiver	reszket	0.260	0.765	0.236
shivering	hidegrázás	0.122	0.663	0.373
shoals	zátonyok	0.396	0.408	0.375
shock	sokk	0.286	0.821	0.453
shocked	döbbent	0.292	0.773	0.375
shocker	ócskaság	0.235	0.804	0.616
shocking	megdöbbentő	0.378	0.853	0.833
shockingly	megdöbbentően	0.510	0.924	0.721
shoddy	selejtes	0.082	0.463	0.179
shoe	cipő	0.517	0.225	0.288
shoelace	cipőfűző	0.396	0.280	0.307
shoemaker	cipész	0.396	0.269	0.491
shoes	cipő	0.729	0.324	0.210
shoeshine	cipőtisztító	0.392	0.387	0.325
shook	rázta	0.163	0.759	0.509
shoot	lő	0.092	0.926	0.625
shooter	vadász	0.224	0.814	0.774
shooting	lövés	0.276	0.931	0.602
shootout	lő	0.080	0.927	0.615
shop	üzlet	0.725	0.632	0.565
shopkeeper	boltos	0.677	0.510	0.730
shoplifter	bolti tolvaj	0.167	0.830	0.500
shoplifting	lopás	0.152	0.833	0.441
shopper	vásárló	0.646	0.615	0.741
shopping	bevásárlás	0.915	0.445	0.630
shore	part	0.542	0.304	0.204
shoreline	partvonal	0.677	0.296	0.529
shorn	nyírott	0.396	0.415	0.400
short	rövid	0.184	0.264	0.237
short story	elbeszélés	0.697	0.321	0.348
shortage	hiány	0.094	0.455	0.198
shortcake	shortcake	0.677	0.359	0.398
shortcoming	hiány	0.195	0.370	0.258
shortcut	parancsikon	0.594	0.308	0.426
shorten	lerövidíti	0.302	0.382	0.460
shortening	rövidülés	0.286	0.333	0.385
shorthand	gyorsírás	0.459	0.450	0.461
shortly	hamarosan	0.582	0.310	0.360
shortness	légszomj	0.459	0.280	0.272
shorts	rövidnadrág	0.622	0.481	0.287
shortstop	shortstop	0.418	0.529	0.450
shortwave	rövidhullámú	0.460	0.271	0.368
shot	lövés	0.144	0.750	0.569
shotgun	sörétes puska	0.200	0.868	0.684
shoulder	váll	0.562	0.286	0.406
shout	kiáltás	0.229	0.925	0.444
shove	lök	0.306	0.690	0.602
shovel	lapát	0.427	0.308	0.267
shoveling	lapátolt	0.265	0.620	0.537
show	előadás	0.673	0.771	0.719
showbiz	show biznisz	0.661	0.713	0.598
showboat	színházhajó	0.618	0.625	0.509
showcase	kirakat	0.521	0.255	0.415
showdown	terítés	0.302	0.950	0.692
shower	zuhany	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	kiállítás	0.622	0.540	0.491
showoff	felmutat	0.344	0.598	0.463
showroom	bemutatóterem	0.740	0.441	0.536
showy	mutatós	0.698	0.657	0.661
shrapnel	srapnel	0.240	0.740	0.681
shred	foszlány	0.224	0.750	0.627
shrew	cickány	0.306	0.463	0.390
shrewd	okos	0.551	0.673	0.816
shriek	sikoly	0.459	0.827	0.491
shrill	éles	0.312	0.721	0.640
shrimp	garnélarák	0.571	0.361	0.425
shrine	ereklyetartó	0.802	0.255	0.574
shrink	összezsugorodik	0.385	0.453	0.272
shrinking	csökkenő	0.190	0.400	0.217
shrivel	összeaszalódik	0.160	0.409	0.143
shroud	szemfedő	0.417	0.457	0.389
shrub	cserje	0.531	0.340	0.340
shrubbery	bozót	0.490	0.267	0.332
shrug	vállvonás	0.208	0.296	0.278
shrunk	összezsugorodott	0.163	0.354	0.218
shrunken	összezsugorodott	0.500	0.373	0.221
shudder	reszketés	0.344	0.791	0.559
shuddering	borzongás	0.302	0.802	0.638
shuffle	keverés	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	shuffling	0.521	0.408	0.293
shun	kitér	0.418	0.604	0.389
shunned	elkerülték	0.271	0.464	0.367
shunt	tolatás	0.312	0.500	0.470
shut	becsuk	0.240	0.352	0.311
shutdown	lekapcsol	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	redőny	0.191	0.380	0.482
shuttle	űrsikló	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	félénk	0.280	0.153	0.132
shyness	félénkség	0.312	0.265	0.246
shyster	zugügyvéd	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	testvér	0.857	0.340	0.636
sic	Sic	0.370	0.459	0.380
sick	beteg	0.104	0.431	0.136
sickbay	gyengélkedő	0.296	0.510	0.345
sicken	megbetegszik	0.051	0.500	0.294
sickening	émelyítő	0.074	0.618	0.259
sickle	sarló	0.427	0.585	0.370
sickly	beteges	0.188	0.550	0.191
sickness	betegség	0.094	0.704	0.288
side	oldal	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	oldalsáv	0.469	0.364	0.405
sideboard	pohárszék	0.590	0.259	0.426
sideburns	pajesz	0.777	0.327	0.308
sidecar	oldalkocsi	0.552	0.449	0.500
sidekick	haver	0.602	0.439	0.509
sideline	oldalvonal	0.440	0.382	0.517
sideshow	vurstli	0.458	0.594	0.658
sidestep	kikerüljék	0.378	0.559	0.407
sidewalk	járda	0.479	0.192	0.348
sideways	oldalt	0.788	0.245	0.291
sidewinder	Sidewinder	0.500	0.500	0.439
siege	ostrom	0.271	0.750	0.567
siesta	szieszta	0.740	0.046	0.295
sieve	Szita	0.459	0.250	0.333
sift	szitál	0.542	0.412	0.461
sifting	szitálás	0.571	0.469	0.474
sigh	sóhaj	0.469	0.387	0.273
sight	látás	0.684	0.250	0.528
sighting	irányzék	0.582	0.560	0.627
sightseeing	városnézés	0.875	0.552	0.697
sigma	szigma	0.490	0.472	0.535
sign	jel	0.620	0.481	0.397
signal	jel	0.615	0.417	0.464
signature	aláírás	0.570	0.422	0.657
significance	jelentőség	0.820	0.460	0.644
significant	jelentős	0.827	0.649	0.786
signification	jelzés	0.583	0.337	0.530
signify	jelent	0.453	0.422	0.634
signpost	útjelző tábla	0.510	0.400	0.446
silence	csend	0.438	0.200	0.223
silencer	hangtompító	0.417	0.356	0.482
silent	csendes	0.469	0.125	0.280
silently	csendben	0.448	0.185	0.306
silhouette	sziluett	0.582	0.410	0.288
silicon	szilícium	0.439	0.448	0.445
silicone	szilikon	0.480	0.340	0.333
silk	selyem	0.760	0.115	0.300
silken	selymes	0.730	0.265	0.394
silky	selymes	0.802	0.397	0.271
sill	küszöb	0.433	0.375	0.324
silliness	ostobaság	0.327	0.368	0.192
silly	bolondos	0.384	0.349	0.161
silo	siló	0.400	0.365	0.357
silt	iszap	0.510	0.269	0.200
silver	ezüst	0.684	0.451	0.615
silverware	ezüst	0.663	0.365	0.409
silvery	ezüstös	0.543	0.460	0.517
similar	hasonló	0.562	0.250	0.423
similarity	hasonlóság	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	lassú tűzön süt	0.650	0.293	0.393
simmering	párolás	0.382	0.613	0.412
simple	egyszerű	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	egyszerű ember	0.429	0.144	0.358
simplicity	egyszerűség	0.667	0.250	0.337
simplify	egyszerűsítése	0.565	0.347	0.602
simplistic	egyszerű	0.490	0.245	0.391
simply	egyszerűen	0.535	0.148	0.393
simulate	szimulálni	0.551	0.375	0.417
simulated	szimulált	0.500	0.461	0.356
simulating	szimuláló	0.552	0.462	0.481
simulation	tettetés	0.552	0.574	0.567
simulator	szimulátor	0.677	0.559	0.583
simultaneous	egyidejű	0.691	0.577	0.554
simultaneously	egyidejűleg	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	őszinte	0.918	0.265	0.725
sincerity	őszinteség	0.908	0.351	0.686
sinful	bűnös	0.143	0.788	0.417
sing	énekel	0.858	0.606	0.420
singer	énekes	0.802	0.735	0.628
singing	éneklés	0.885	0.594	0.528
single	egyetlen	0.291	0.354	0.259
singly	egyenként	0.553	0.354	0.466
singular	egyedülálló	0.610	0.302	0.482
singularity	különösség	0.582	0.348	0.654
singularly	feltűnően	0.571	0.330	0.527
sinister	baljós	0.125	0.896	0.581
sink	mosogató	0.375	0.439	0.322
sinker	lefolyó	0.302	0.557	0.538
sinking	süllyedő	0.135	0.439	0.342
sinner	bűnös	0.237	0.667	0.356
sinning	vétkezik	0.170	0.700	0.422
sinus	üreg	0.531	0.563	0.340
sip	korty	0.375	0.380	0.213
siphon	szifon	0.354	0.333	0.435
sipping	kortyolgatva	0.469	0.349	0.377
sir	úr	0.622	0.306	0.778
sire	apamén	0.854	0.452	0.808
siren	sziréna	0.570	0.627	0.500
sirloin	hátszín	0.546	0.418	0.373
sissy	lányos	0.333	0.562	0.232
sister	lánytestvér	0.916	0.324	0.562
sisterhood	apácarend	0.837	0.415	0.696
sit	ül	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	webhely	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	felügyelő	0.656	0.429	0.404
sitting	ülés	0.561	0.146	0.353
situate	elhelyez	0.510	0.310	0.483
situated	elhelyezett	0.542	0.231	0.543
situation	helyzet	0.531	0.387	0.600
six	hat	0.500	0.154	0.271
sixpence	hatpennys	0.469	0.417	0.463
sixteen	tizenhat	0.583	0.290	0.324
sixth	hatodik	0.521	0.275	0.366
sixty	hatvan	0.694	0.240	0.433
sizable	jókora	0.727	0.337	0.657
size	méret	0.531	0.336	0.569
sizzle	sistereg	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	korcsolya	0.740	0.653	0.508
skateboard	gördeszka	0.677	0.550	0.353
skater	korcsolyázó	0.633	0.774	0.652
skating	korcsolyázás	0.745	0.673	0.435
skedaddle	elfut	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	gombolyag	0.449	0.372	0.287
skeletal	csontvázszerű	0.306	0.558	0.318
skeleton	csontváz	0.183	0.464	0.343
skeptic	szkeptikus	0.135	0.440	0.500
skeptical	szkeptikus	0.207	0.500	0.452
skepticism	szkepticizmus	0.229	0.480	0.582
sketch	vázlat	0.704	0.276	0.420
sketching	vázolja	0.729	0.327	0.400
sketchy	vázlatos	0.333	0.479	0.241
skewed	ferde	0.340	0.480	0.361
skewer	nyárs	0.470	0.365	0.457
ski	sí	0.684	0.670	0.471
skid	csúszás	0.357	0.640	0.440
skier	síelő	0.802	0.788	0.639
skiff	átsiklik	0.479	0.375	0.472
skiing	síelés	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	jártasság	0.847	0.701	0.833
skilled	szakképzett	0.886	0.614	0.929
skillet	serpenyő	0.510	0.296	0.345
skillful	ügyes	0.802	0.616	0.908
skim	lefölöz	0.418	0.328	0.322
skimpy	fukar	0.302	0.349	0.208
skin	bőr	0.569	0.350	0.395
skinny	sovány	0.333	0.333	0.298
skip	Átugrani	0.458	0.804	0.439
skipper	hajóskapitány	0.440	0.577	0.692
skirmish	csetepaté	0.290	0.640	0.474
skirt	szoknya	0.602	0.463	0.226
skirting	lábazat	0.449	0.529	0.386
skirts	szoknyák	0.622	0.538	0.241
skit	kabaréjelenet	0.438	0.434	0.421
skittish	ijedős	0.156	0.815	0.172
skull	koponya	0.276	0.558	0.574
skunk	bűzös borz	0.284	0.491	0.380
sky	ég	0.958	0.234	0.401
skylight	tetőablak	0.708	0.314	0.343
skyline	láthatár	0.592	0.412	0.662
skyscraper	felhőkarcoló	0.622	0.696	0.798
slab	lap	0.398	0.265	0.264
slack	laza	0.521	0.283	0.446
slag	salak	0.266	0.600	0.254
slam	bevág	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	rágalom	0.184	0.604	0.454
slanderous	rágalmazó	0.057	0.800	0.337
slang	szleng	0.479	0.418	0.491
slant	ferde	0.469	0.396	0.536
slap	csapás	0.100	0.804	0.518
slash	vágás	0.260	0.500	0.509
slashes	perjeleket	0.330	0.328	0.410
slate	pala	0.531	0.283	0.431
slates	palák	0.500	0.270	0.342
slaughter	levágás	0.052	0.953	0.602
slaughterhouse	vágóhíd	0.146	0.794	0.472
slaughtering	levágás	0.133	0.947	0.714
slave	rabszolga	0.171	0.795	0.151
slavery	rabszolgaság	0.052	0.783	0.218
slay	elpusztít	0.133	0.920	0.585
slayer	ölő	0.041	0.930	0.661
sleaze	mocsok	0.312	0.538	0.405
sleazy	laza	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	ródlizás	0.625	0.547	0.422
sledge	szánkó	0.646	0.500	0.361
sledgehammer	kalapáccsal	0.449	0.479	0.482
sleek	sima	0.750	0.484	0.643
sleep	alvás	0.719	0.090	0.339
sleeper	alvó	0.640	0.154	0.254
sleeping	alvás	0.704	0.091	0.312
sleepless	fáradhatatlan	0.213	0.410	0.207
sleeplessness	álmatlanság	0.104	0.604	0.202
sleepover	sleepover	0.815	0.519	0.340
sleepy	álmos	0.604	0.125	0.250
sleepyhead	álomszuszék	0.327	0.350	0.294
sleet	havas eső	0.410	0.355	0.395
sleeve	ujj	0.531	0.270	0.273
sleeveless	ujjatlan	0.638	0.290	0.200
sleigh	szánkó	0.742	0.551	0.396
sleight	bűvészmutatvány	0.719	0.677	0.379
slender	karcsú	0.812	0.548	0.664
sleuth	nyomoz	0.460	0.633	0.676
slice	szelet	0.583	0.375	0.303
slick	sima	0.388	0.383	0.349
slicker	esőköpeny	0.727	0.387	0.519
slide	csúszik	0.615	0.435	0.432
slider	csúszka	0.585	0.491	0.518
sliding	csúszó	0.356	0.730	0.491
slight	enyhe	0.521	0.240	0.155
slight anticipation	enyhe várakozás	0.562	0.490	0.445
slight disgust	enyhe undor	0.156	0.578	0.318
slight surprise	enyhe meglepetés	0.677	0.746	0.557
slight trust	enyhe bizalom	0.306	0.400	0.245
slightly	némileg	0.470	0.274	0.255
slightly negative	enyhén negatív	0.190	0.472	0.259
slightly positive	enyhén pozitív	0.792	0.480	0.567
slim	vékony	0.562	0.180	0.296
slime	iszap	0.300	0.370	0.183
slimy	iszapos	0.177	0.500	0.309
sling	parittya	0.417	0.423	0.404
slingshot	csúzli	0.323	0.654	0.474
slink	ólálkodik	0.460	0.546	0.314
slinky	feszes	0.400	0.637	0.603
slip	csúszás	0.316	0.714	0.321
slipper	papucs	0.635	0.298	0.245
slippers	papucs	0.573	0.413	0.236
slippery	csúszós	0.219	0.740	0.343
slit	hasított	0.406	0.490	0.366
sliver	forgács	0.388	0.347	0.291
slob	sár	0.275	0.365	0.300
slobber	nyálazik	0.350	0.375	0.278
slogan	szlogen	0.550	0.216	0.564
sloop	lapos fenekű bárka	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	lejtő	0.347	0.438	0.279
sloppy	lucskos	0.303	0.441	0.183
slot	rés	0.469	0.337	0.337
sloth	lajhár	0.198	0.140	0.125
slouch	lehajt	0.365	0.450	0.328
slough	ingovány	0.265	0.390	0.200
slow	lassú	0.357	0.073	0.131
slowly	lassan	0.427	0.185	0.295
slowness	lassúság	0.302	0.212	0.191
sludge	iszap	0.354	0.396	0.229
slug	meztelen csiga	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	lassú	0.224	0.124	0.155
sluice	zsilip	0.427	0.520	0.365
slum	nyomornegyed	0.292	0.528	0.302
slumber	alvás	0.592	0.191	0.426
slump	pangás	0.194	0.438	0.130
slur	elmosódik	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	latyak	0.427	0.283	0.296
slut	kurva	0.071	0.808	0.309
slutty	Slutty	0.224	0.810	0.371
sly	ravasz	0.573	0.690	0.750
smack	cuppanás	0.323	0.662	0.381
small	kicsi	0.542	0.205	0.120
smaller	kisebb	0.300	0.310	0.179
smallest	legkisebb	0.281	0.340	0.129
smallpox	himlő	0.156	0.583	0.222
smart	Okos	0.906	0.607	0.923
smartass	okos tojás	0.364	0.520	0.620
smarten	felélénkít	0.602	0.490	0.551
smarty	smarty	0.673	0.510	0.848
smash	összetör	0.195	0.692	0.530
smashed	összetört	0.143	0.660	0.256
smattering	felületesség	0.448	0.460	0.500
smear	maszat	0.230	0.433	0.400
smell	szag	0.510	0.520	0.330
smelling	szaglás	0.458	0.481	0.349
smelly	büdös	0.100	0.528	0.245
smelt	olvasztás	0.333	0.441	0.345
smidgen	darabka	0.367	0.385	0.357
smile	mosoly	0.906	0.598	0.618
smiled	Mosolygott	0.949	0.530	0.536
smiles	mosolyog	0.892	0.606	0.607
smiley	smiley	0.865	0.470	0.571
smiling	mosolygás	0.981	0.679	0.625
smirk	önelégült mosoly	0.792	0.596	0.583
