Word	Russian-ru	Valence	Arousal	Dominance
skylight	Небесный свет	0.708	0.314	0.343
skyline	линия горизонта	0.592	0.412	0.662
skyscraper	небоскреб	0.622	0.696	0.798
slab	горбыль	0.398	0.265	0.264
slack	слабина	0.521	0.283	0.446
slag	шлак	0.266	0.600	0.254
slam	хлопать	0.459	0.577	0.480
slammer	каталажка	0.417	0.565	0.391
slander	клевета	0.184	0.604	0.454
slanderous	клеветнический	0.057	0.800	0.337
slang	сленг	0.479	0.418	0.491
slant	скос	0.469	0.396	0.536
slap	пощечина	0.100	0.804	0.518
slash	слэш	0.260	0.500	0.509
slashes	косые	0.330	0.328	0.410
slate	шифер	0.531	0.283	0.431
slates	сланцы	0.500	0.270	0.342
slaughter	убой скота	0.052	0.953	0.602
slaughterhouse	скотобойня	0.146	0.794	0.472
slaughtering	забой	0.133	0.947	0.714
slave	рабыня	0.171	0.795	0.151
slavery	рабство	0.052	0.783	0.218
slay	сражать	0.133	0.920	0.585
slayer	убийца	0.041	0.930	0.661
sleaze	дешевка	0.312	0.538	0.405
sleazy	неряшливый	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	катание на санях	0.625	0.547	0.422
sledge	салазки	0.646	0.500	0.361
sledgehammer	кувалда	0.449	0.479	0.482
sleek	гладкий	0.750	0.484	0.643
sleep	спать	0.719	0.090	0.339
sleeper	шпала	0.640	0.154	0.254
sleeping	спать	0.704	0.091	0.312
sleepless	бессонный	0.213	0.410	0.207
sleeplessness	бессонница	0.104	0.604	0.202
sleepover	ночевка	0.815	0.519	0.340
sleepy	сонный	0.604	0.125	0.250
sleepyhead	соня	0.327	0.350	0.294
sleet	дождь со снегом	0.410	0.355	0.395
sleeve	рукав	0.531	0.270	0.273
sleeveless	безрукавный	0.638	0.290	0.200
sleigh	санки	0.742	0.551	0.396
sleight	ловкость	0.719	0.677	0.379
slender	стройный	0.812	0.548	0.664
sleuth	сыщик	0.460	0.633	0.676
slice	кусочек	0.583	0.375	0.303
slick	скользкий	0.388	0.383	0.349
slicker	дождевик	0.727	0.387	0.519
slide	горка	0.615	0.435	0.432
slider	ползунок	0.585	0.491	0.518
sliding	скольжение	0.356	0.730	0.491
slight	незначительный	0.521	0.240	0.155
slight anticipation	легкое ожидание	0.562	0.490	0.445
slight disgust	легкое отвращение	0.156	0.578	0.318
slight surprise	небольшой сюрприз	0.677	0.746	0.557
slight trust	небольшое доверие	0.306	0.400	0.245
slightly	немного	0.470	0.274	0.255
slightly negative	слегка отрицательный	0.190	0.472	0.259
slightly positive	слегка положительный	0.792	0.480	0.567
slim	стройное	0.562	0.180	0.296
slime	тина	0.300	0.370	0.183
slimy	слизистый	0.177	0.500	0.309
sling	строп	0.417	0.423	0.404
slingshot	рогатка	0.323	0.654	0.474
slink	недоносок	0.460	0.546	0.314
slinky	облегающий	0.400	0.637	0.603
slip	слип	0.316	0.714	0.321
slipper	тапочка	0.635	0.298	0.245
slippers	домашние тапочки	0.573	0.413	0.236
slippery	скользкий	0.219	0.740	0.343
slit	щель	0.406	0.490	0.366
sliver	откалываться	0.388	0.347	0.291
slob	неряха	0.275	0.365	0.300
slobber	слюни	0.350	0.375	0.278
slogan	лозунг	0.550	0.216	0.564
sloop	шлюп	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	скат	0.347	0.438	0.279
sloppy	небрежный	0.303	0.441	0.183
slot	слот	0.469	0.337	0.337
sloth	леность	0.198	0.140	0.125
slouch	сутулость	0.365	0.450	0.328
slough	вспучиваться	0.265	0.390	0.200
slow	медленный	0.357	0.073	0.131
slowly	медленно	0.427	0.185	0.295
slowness	медлительность	0.302	0.212	0.191
sludge	отстой	0.354	0.396	0.229
slug	слизень	0.276	0.370	0.160
slugger	отбивающего	0.458	0.500	0.518
sluggish	медлительный	0.224	0.124	0.155
sluice	водовод	0.427	0.520	0.365
slum	трущобы	0.292	0.528	0.302
slumber	дремота	0.592	0.191	0.426
slump	резкое падение	0.194	0.438	0.130
slur	марашка	0.115	0.814	0.427
slurp	чавкать	0.540	0.528	0.411
slush	слякоть	0.427	0.283	0.296
slut	шлюха	0.071	0.808	0.309
slutty	распутная	0.224	0.810	0.371
sly	лукавый	0.573	0.690	0.750
smack	хлопать	0.323	0.662	0.381
small	маленький	0.542	0.205	0.120
smaller	меньше	0.300	0.310	0.179
smallest	наименьшее	0.281	0.340	0.129
smallpox	оспа	0.156	0.583	0.222
smart	умная	0.906	0.607	0.923
smartass	Умник	0.364	0.520	0.620
smarten	прихорашиваться	0.602	0.490	0.551
smarty	всезнайка	0.673	0.510	0.848
smash	громить	0.195	0.692	0.530
smashed	разбили	0.143	0.660	0.256
smattering	поверхностное знание	0.448	0.460	0.500
smear	мазок	0.230	0.433	0.400
smell	запах	0.510	0.520	0.330
smelling	обоняние	0.458	0.481	0.349
smelly	вонючий	0.100	0.528	0.245
smelt	плавить	0.333	0.441	0.345
smidgen	капелька	0.367	0.385	0.357
smile	улыбка	0.906	0.598	0.618
smiled	Улыбнулся	0.949	0.530	0.536
smiles	улыбки	0.892	0.606	0.607
smiley	смайлик	0.865	0.470	0.571
smiling	улыбается	0.981	0.679	0.625
smirk	ухмылка	0.792	0.596	0.583
smite	ударять	0.303	0.846	0.682
smith	кузнец	0.677	0.333	0.529
smithereens	черепки	0.281	0.561	0.409
smitten	пораженный	0.153	0.760	0.204
smock	толстовка	0.429	0.250	0.250
smog	смог	0.271	0.480	0.382
smoke	дым	0.188	0.500	0.391
smoker	курильщик	0.208	0.528	0.311
smokey	дымчато	0.494	0.462	0.430
smoking	курение	0.176	0.557	0.384
smoky	дымчатый	0.459	0.420	0.327
smoldering	тлеющий	0.635	0.781	0.764
smooch	лизаться	0.796	0.731	0.491
smooth	гладкий; плавный	0.823	0.127	0.281
smoothie	льстец	0.806	0.333	0.281
smoothly	гладко	0.821	0.134	0.488
smoothness	ровность	0.833	0.221	0.412
smother	душить	0.292	0.685	0.420
smudge	мазаться	0.327	0.429	0.245
smug	самодовольный	0.198	0.552	0.587
smuggle	провозить	0.194	0.775	0.570
smuggler	контрабандист	0.062	0.867	0.645
smuggling	контрабанда	0.229	0.783	0.510
smut	головня	0.357	0.360	0.349
snack	закуска	0.646	0.407	0.345
snacks	закуски	0.781	0.480	0.306
snafu	запутать	0.375	0.549	0.274
snag	загвоздка	0.417	0.250	0.339
snags	коряги	0.177	0.721	0.490
snail	улитка	0.480	0.104	0.296
snake	змея	0.276	0.750	0.549
snakes	змеи	0.176	0.662	0.606
snakeskin	змеиная кожа	0.276	0.696	0.391
snap	щелчок	0.344	0.517	0.352
snapper	дночерпатель	0.417	0.429	0.245
snappy	быстро	0.573	0.592	0.418
snapshot	снимок	0.573	0.578	0.588
snare	западня	0.229	0.850	0.466
snarl	огрызаться	0.430	0.787	0.455
snarling	рычание	0.312	0.704	0.491
snatch	урвать	0.219	0.861	0.691
snatcher	грабитель	0.122	0.867	0.563
snazzy	броский	0.735	0.370	0.660
sneak	ябеда	0.281	0.745	0.449
sneaker	кроссовок	0.794	0.479	0.389
sneakers	кроссовки	0.604	0.548	0.349
sneaking	подлый	0.203	0.755	0.545
sneaky	подлый	0.240	0.740	0.560
sneer	насмешка	0.133	0.755	0.345
sneeze	чихать	0.271	0.442	0.336
sneezing	чихание	0.434	0.570	0.345
snicker	ржание	0.708	0.693	0.409
snide	ехидный	0.186	0.723	0.455
sniff	сопение	0.396	0.500	0.318
snip	надрез	0.417	0.327	0.268
snipe	бекас	0.198	0.915	0.491
sniper	снайпер	0.167	0.870	0.853
snippet	отрывок	0.612	0.410	0.368
snippy	отрывочный	0.418	0.491	0.481
snitch	осведомитель	0.300	0.598	0.333
snob	сноб	0.296	0.520	0.309
snoop	шпионить	0.134	0.740	0.434
snoopy	выслеживающий	0.573	0.534	0.291
snooty	высокомерный	0.390	0.455	0.446
snooze	вздремнуть	0.235	0.357	0.282
snore	храп	0.245	0.610	0.481
snorkel	шноркель	0.510	0.470	0.327
snort	фырканье	0.469	0.531	0.413
snot	сопли	0.214	0.340	0.269
snotty	сопливый	0.180	0.382	0.200
snout	рыло	0.276	0.385	0.241
snow	снег	0.667	0.363	0.309
snowball	снежный шар	0.717	0.444	0.321
snowboard	сноуборд	0.663	0.680	0.511
snowboarder	сноубордист	0.719	0.754	0.545
snowday	снежный день	0.602	0.500	0.440
snowfall	снегопад	0.675	0.280	0.455
snowflake	снежинка	0.748	0.192	0.260
snowing	идет снег	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	Снеговик	0.776	0.291	0.323
snowplow	снегоочиститель	0.449	0.480	0.493
snowstorm	метель	0.204	0.833	0.629
snowy	снежно	0.656	0.304	0.357
snub	курносый	0.229	0.412	0.228
snubbed	пренебрежительно	0.265	0.528	0.279
snuff	нюхательный табак	0.357	0.470	0.377
snug	уютно	0.867	0.173	0.500
snuggle	прильнуть	0.781	0.390	0.350
snuggled	прижимался	0.552	0.439	0.314
snuggles	прижимается	0.670	0.340	0.287
snuggling	прижимаясь	0.683	0.585	0.373
soak	впитывать	0.480	0.370	0.240
soaked	моченый	0.365	0.462	0.358
soaking	намокание	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	мыло	0.531	0.163	0.311
soapbox	импровизированная трибуна	0.500	0.415	0.393
soapy	мыльный	0.552	0.373	0.355
soar	витать	0.790	0.740	0.718
soaring	парящий	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	трезвый	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	трезвость	0.680	0.310	0.583
soc	Soc	0.427	0.431	0.380
soccer	футбольный	0.698	0.837	0.644
sociable	общительный	0.854	0.459	0.627
social	Социальное	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	социализм	0.510	0.500	0.560
socialist	социалист	0.448	0.400	0.543
socialite	светская	0.684	0.668	0.570
socialize	общаться	0.907	0.683	0.726
society	общество	0.674	0.464	0.782
sociology	социология	0.615	0.439	0.694
sociopath	социопат	0.104	0.863	0.439
sock	носок	0.500	0.167	0.290
socket	разъем	0.583	0.469	0.377
sod	дерн	0.427	0.383	0.333
soda	сода	0.688	0.314	0.364
soda/pop	содовая вода	0.581	0.410	0.382
sodding	чертов	0.240	0.500	0.400
sodium	натрий	0.490	0.340	0.291
sofa	диван	0.583	0.106	0.263
soft	мягкий	0.760	0.179	0.232
softball	софтбол	0.735	0.630	0.518
soften	смягчать	0.694	0.194	0.392
softener	смягчитель	0.745	0.300	0.373
softening	размягчение	0.700	0.255	0.361
softly	мягко	0.517	0.206	0.304
softness	мягкость	0.875	0.086	0.402
software	программного обеспечения	0.561	0.280	0.570
soggy	нудный	0.312	0.350	0.241
sohappy	так счастлив	0.949	0.673	0.681
soil	почва	0.350	0.180	0.356
soiled	испачканный	0.106	0.529	0.213
soiree	вечер	0.729	0.692	0.578
sojourn	временное пребывание	0.514	0.243	0.509
solace	утешение	0.776	0.294	0.453
solar	солнечный	0.622	0.452	0.645
solarium	солярий	0.602	0.356	0.421
solder	припой	0.439	0.510	0.611
soldering	паять	0.573	0.536	0.538
soldier	солдат	0.392	0.708	0.768
sole	единственный	0.427	0.194	0.279
solemn	торжественный	0.708	0.370	0.709
solicit	выпрашивать	0.620	0.490	0.604
solicitation	домогательство	0.612	0.519	0.415
solicitor	стряпчий	0.600	0.479	0.802
solid	твердый	0.667	0.304	0.763
solidarity	солидарность	0.792	0.407	0.781
solidification	затвердевание	0.480	0.500	0.827
solidified	затвердевает	0.633	0.415	0.745
solidify	затвердевать	0.583	0.318	0.754
solidity	основательность	0.745	0.444	0.850
solitaire	пасьянс	0.365	0.227	0.279
solitary	уединенный	0.224	0.202	0.268
solitude	одиночество	0.208	0.226	0.358
solo	соло	0.438	0.190	0.325
solubility	растворимость	0.506	0.360	0.442
soluble	растворимый	0.542	0.272	0.409
solucky	так повезло	0.573	0.529	0.615
solution	решение	0.790	0.339	0.664
solve	решать	0.656	0.530	0.688
solvency	кредитоспособность	0.604	0.296	0.605
solvent	растворитель	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	соматический	0.438	0.406	0.444
somber	угрюмый	0.184	0.500	0.380
some anticipation	некоторое ожидание	0.423	0.482	0.472
some disgust	отвращение	0.094	0.657	0.321
some surprise	удивление	0.827	0.849	0.500
some trust	некоторое доверие	0.594	0.451	0.547
somersault	кувыркаться	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	несколько отрицательный	0.208	0.480	0.150
somewhat positive	несколько положительный	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	сын	0.792	0.365	0.528
sonar	сонар	0.541	0.480	0.414
sonata	соната	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	песня	0.854	0.413	0.500
songwriter	песенник	0.844	0.558	0.713
sonic	звуковой	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	сонет	0.718	0.294	0.404
sonorous	звонкий	0.646	0.580	0.442
soot	сажа	0.375	0.328	0.292
soothe	успокаивать	0.817	0.194	0.412
soothing	успокаивающий	0.625	0.179	0.519
sophisticated	утонченный	0.865	0.481	0.845
sophistication	утонченность	0.792	0.472	0.704
sophomore	второкурсник	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	сентиментальный	0.510	0.355	0.297
soprano	сопрано	0.552	0.550	0.685
sorcerer	колдун	0.377	0.633	0.632
sorcery	колдовство	0.279	0.740	0.640
sordid	противный	0.219	0.555	0.447
sore	воспаленный	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	тяжко	0.284	0.727	0.370
soreness	болезненность	0.113	0.843	0.302
sorghum	сорго	0.469	0.358	0.420
sorority	женское общество	0.635	0.637	0.627
sorrow	печаль	0.052	0.235	0.164
sorrowful	скорбный	0.049	0.422	0.163
sorry	Прости	0.406	0.362	0.212
sort	Сортировать	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	сортировка	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	так напуган	0.229	0.652	0.319
soscary	так страшно	0.301	0.660	0.414
soslow	так медленно	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	так мило	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	душа	0.770	0.220	0.510
soulful	душевный	0.755	0.331	0.500
soulless	бездушный	0.125	0.591	0.400
soulmate	родственная душа	0.890	0.500	0.628
sound	звук	0.765	0.623	0.398
sounding	звучащий	0.690	0.500	0.558
soundness	прочность	0.780	0.377	0.893
soundproof	звуконепроницаемый	0.490	0.390	0.409
