Word	Gujarati-gu	Valence	Arousal	Dominance
rodeo	રોડીયો	0.490	0.676	0.588
roe	રો	0.490	0.382	0.398
rogue	ઠગ	0.334	0.713	0.636
role	ભૂમિકા	0.552	0.260	0.464
roll	રોલ	0.469	0.510	0.172
roller	રોલર	0.521	0.394	0.345
rollercoaster	મેળા વગેરે માં ઉતરતી અને ચડતી ગાડી	0.802	0.910	0.651
rollers	રોલોરો	0.490	0.365	0.336
rollicking	રોલિંગ	0.878	0.806	0.552
rolling	રોલિંગ	0.510	0.606	0.321
roman	રોમન	0.615	0.475	0.639
romance	રોમાંસ	0.980	0.682	0.587
romantic	રોમેન્ટિક	0.936	0.531	0.598
romanticism	રોમેન્ટીકિઝમ	0.854	0.521	0.593
romp	કૂદાકૂદ	0.610	0.640	0.417
roof	છાપરું	0.602	0.226	0.342
rooftop	છત	0.571	0.471	0.461
rook	હૂક	0.380	0.400	0.510
rookie	રંગરૂટ	0.583	0.370	0.198
room	રૂમ	0.729	0.283	0.445
roomful	રૂમરૂમ	0.786	0.425	0.634
roommate	રૂમમેટ	0.750	0.481	0.480
rooms	રૂમ	0.677	0.241	0.386
roomy	મોકળાશવાળું	0.760	0.342	0.736
roost	કૂકડો	0.500	0.410	0.345
rooster	પાળેલો કૂકડો	0.459	0.385	0.275
root	રૂટ	0.602	0.279	0.508
root beer	રૂટ બીયર	0.582	0.520	0.415
rooted	જળવાયેલી	0.510	0.527	0.718
rope	દોરડું	0.385	0.280	0.345
ropes	રોપ્સ	0.458	0.304	0.402
rosary	ગુલાબવાડી	0.806	0.140	0.430
rose	ગુલાબ	0.865	0.276	0.386
rosemary	એક બારમાસી સુગંધી ઝાડવું	0.688	0.381	0.425
rosette	રોઝેટ્ટ	0.469	0.410	0.310
roster	રોસ્ટર	0.531	0.306	0.381
rosy	ગુલાબી	0.940	0.528	0.755
rot	રોટ	0.031	0.558	0.301
rota	રોટા	0.320	0.462	0.209
rotary	રોટરી	0.573	0.462	0.528
rotate	ફેરવો	0.458	0.470	0.492
rotation	પરિભ્રમણ	0.670	0.520	0.550
rote	રોટ	0.561	0.481	0.696
rotor	રોટર	0.500	0.458	0.404
rotten	નાલાયક	0.104	0.590	0.327
rotting	રોટિંગ	0.188	0.462	0.255
rotunda	રાઉન્ડડા	0.500	0.464	0.393
rouge	રગ	0.562	0.400	0.382
rough	રફ	0.406	0.794	0.632
roughly	આશરે	0.448	0.539	0.463
roughneck	ખરબચડી	0.323	0.640	0.491
roughness	કઠોરતા	0.214	0.578	0.490
roulette	સ્પિન	0.326	0.690	0.422
round	રાઉન્ડ	0.552	0.434	0.311
roundabout	ચાર રસ્તા	0.490	0.425	0.495
rounded	ગોળાકાર	0.592	0.391	0.396
roundup	રાઉન્ડઅપ	0.520	0.580	0.474
rouse	જગાડવું	0.521	0.490	0.463
rouser	રુઉઝર	0.480	0.540	0.423
rousing	જોશીલા	0.714	0.517	0.692
rout	રૂટ	0.163	0.625	0.233
route	માર્ગ	0.583	0.353	0.518
routine	નિયમિત	0.365	0.219	0.333
rove	ઝભ્ભો	0.457	0.400	0.400
rover	રોવર	0.510	0.538	0.421
roving	રોવિંગ	0.583	0.442	0.491
row	પંક્તિ	0.427	0.275	0.406
rowboat	રૉબોબોટ	0.455	0.393	0.353
rowdy	તોફાની	0.255	0.900	0.518
rowing	દમદાટી	0.458	0.443	0.467
royal	શાહી	0.796	0.430	0.759
royalty	રોયલ્ટી	0.832	0.571	0.833
rub	ઘસવું	0.521	0.565	0.400
rubber	રબર	0.460	0.217	0.315
rubbers	રબર	0.604	0.360	0.414
rubbing	સળીયાથી	0.406	0.569	0.440
rubbish	કચરો	0.198	0.454	0.164
rubble	રોડાં	0.308	0.509	0.289
rubdown	રુબડાઉન	0.561	0.491	0.404
rubric	રૂબરૂ	0.427	0.260	0.500
ruby	માણેક	0.663	0.408	0.544
ruckus	ઝઘડો	0.271	0.706	0.411
rudder	સુકાન	0.439	0.469	0.509
ruddy	ઘાતકી	0.490	0.630	0.395
rude	અસભ્ય	0.061	0.821	0.402
rudeness	અસભ્યતા	0.280	0.819	0.692
rudimentary	પ્રાથમિક	0.286	0.321	0.509
rudiments	મૂળભૂત સિદ્ધાંતો	0.385	0.520	0.373
rue	રિયૂ	0.323	0.394	0.246
rueful	હાસ્યાસ્પદ	0.173	0.429	0.225
ruff	રફ	0.365	0.510	0.375
ruffian	રફિયન	0.130	0.824	0.463
ruffle	ઝબકવું	0.443	0.561	0.518
rug	પાથરણું	0.520	0.240	0.245
rugby	રગ્બી	0.677	0.820	0.708
rugged	કઠોર	0.561	0.569	0.793
ruin	વિનાશ	0.125	0.588	0.192
ruination	વિનાશ	0.184	0.582	0.209
ruined	બગાડ્યા	0.135	0.564	0.194
ruinous	વિનાશક	0.255	0.690	0.275
ruins	ખંડેરો	0.250	0.490	0.248
rule	નિયમ	0.567	0.427	0.593
ruler	શાસક	0.440	0.400	0.631
ruling	શાસક	0.177	0.566	0.410
rum	રમ	0.561	0.377	0.451
rumba	રૂમ્બ	0.781	0.827	0.615
rumble	ગડગડવું	0.367	0.745	0.613
rummage	શોધવું	0.243	0.615	0.289
rumor	અફવા	0.255	0.582	0.282
rumored	અફવા	0.427	0.604	0.318
rump	ઢાળ	0.449	0.425	0.396
rumpus	ભીડ	0.448	0.531	0.422
run	રન	0.542	0.787	0.543
runaround	રનઅરાઉન્ડ	0.448	0.519	0.349
runaway	ભાગી જાઓ	0.271	0.770	0.402
rundown	રેન્ડ્રોન	0.520	0.296	0.465
runes	રુનિયસ	0.438	0.300	0.304
rung	પગથિયું	0.510	0.355	0.368
runner	રનર	0.459	0.747	0.632
running	ચાલી રહ્યું છે	0.730	0.858	0.442
running shoes	ચાલી જૂતા	0.653	0.573	0.491
runny	વહેતું	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	રનવે	0.585	0.373	0.406
rupture	ભંગાણ	0.125	0.633	0.430
rural	ગ્રામીણ	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	ધસારો	0.406	0.809	0.546
rushing	rushing	0.398	0.821	0.529
rust	રસ્ટ	0.281	0.265	0.321
rusted	રસ્ટ્ડ	0.286	0.357	0.302
rustic	ગામઠી	0.369	0.657	0.491
rustle	હલકા	0.333	0.538	0.394
rustler	રસ્ટલર	0.281	0.830	0.429
rusty	કાટવાળું	0.271	0.345	0.231
rut	ઘાટ	0.333	0.310	0.392
ruth	રુથ	0.469	0.427	0.444
ruthless	ક્રૂર	0.208	0.850	0.670
rye	રાઈ	0.490	0.298	0.411
sabbatical	રજા	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	સાબુ	0.449	0.596	0.500
sabotage	ભાંગફોડ	0.135	0.906	0.500
saboteur	તોડફોડ	0.250	0.804	0.407
sac	સૅક	0.344	0.245	0.226
sack	કોથળો	0.385	0.337	0.264
sacrament	સંસ્કાર	0.690	0.316	0.700
sacred	પવિત્ર	0.833	0.375	0.862
sacrifice	બલિદાન	0.208	0.833	0.534
sacrifices	બલિદાનો	0.281	0.717	0.538
sacrificial	બલિદાન	0.198	0.755	0.452
sacrilege	અપવિત્ર	0.281	0.708	0.491
sacrilegious	અશ્લીલ	0.146	0.736	0.449
sad	ઉદાસ	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	દુઃખ	0.104	0.436	0.144
saddle	કાઠી	0.510	0.509	0.306
sadist	ક્રૂરતાવાદી	0.042	0.918	0.500
sadistic	ક્રૂર	0.031	0.906	0.618
sadly	કમનસીબે	0.047	0.255	0.216
sadness	ઉદાસી	0.052	0.288	0.164
safari	સફારી	0.663	0.673	0.640
safe	સલામત	0.898	0.306	0.759
safeguard	સલામત	0.786	0.624	0.700
safekeeping	સલામત	0.653	0.510	0.586
safety	સલામતી	0.708	0.491	0.868
saffron	કેસર	0.443	0.373	0.349
sag	સુગંધ	0.153	0.578	0.445
saga	સાગા	0.635	0.440	0.600
sage	ઋષિ	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	હંકારવું	0.615	0.220	0.325
sailboat	સઢવાળી	0.719	0.392	0.381
sailing	સઢવાળી	0.667	0.520	0.500
sailor	નાવિક	0.500	0.588	0.500
saint	સંત	0.812	0.240	0.693
sainted	પવિત્ર	0.708	0.296	0.676
saintly	સંતુલિત	0.865	0.286	0.591
sake	ખાતર	0.490	0.573	0.407
salad	કચુંબર	0.750	0.260	0.307
salamander	સલમાન્ડર	0.410	0.362	0.309
salami	સલામી	0.667	0.360	0.339
salary	પગાર	0.786	0.480	0.652
sale	વેચાણ	0.647	0.602	0.573
salesgirl	વેચાણની છોકરી	0.582	0.490	0.605
salesman	સેલ્સમેન	0.643	0.559	0.664
salient	મુખ્ય	0.600	0.573	0.702
saline	ખારા	0.430	0.340	0.385
saliva	લાળ	0.214	0.265	0.236
sally	સેલી	0.604	0.390	0.451
salmon	સૅલ્મોન	0.760	0.250	0.444
salmonella	સાલ્મોનેલ્લા	0.167	0.608	0.312
salon	સલૂન	0.531	0.296	0.463
saloon	સલૂન	0.630	0.300	0.364
salsa	સાલસા	0.742	0.500	0.370
salt	મીઠું	0.323	0.312	0.306
salted	મીઠું ચડાવેલું	0.333	0.400	0.304
saltwater	ખારું પાણી	0.327	0.330	0.364
salty	ક્ષારયુક્ત	0.388	0.531	0.288
salutary	લાભદાયી	0.885	0.360	0.686
salutation	નમસ્કાર	0.878	0.417	0.500
salute	સલામ	0.833	0.542	0.681
salvage	બચાવ	0.622	0.510	0.832
salvation	મુક્તિ	0.857	0.480	0.800
salve	કાણું પાડવું	0.612	0.390	0.500
samba	સામ્બા	0.781	0.740	0.465
sameness	સમાનતા	0.531	0.330	0.484
sample	નમૂનો	0.521	0.187	0.452
samurai	સમુરાઇ	0.562	0.736	0.838
sanatorium	સેનેટોરિયમ	0.469	0.490	0.491
sanctification	પવિત્રતા	0.770	0.431	0.816
sanctified	પવિત્ર	0.792	0.240	0.612
sanctify	શુદ્ધ કરવું	0.673	0.443	0.783
sanctimonious	શુદ્ધ	0.240	0.365	0.327
sanction	મંજૂરી	0.201	0.750	0.517
sanctioned	મંજૂર	0.323	0.696	0.391
sanctity	પવિત્રતા	0.771	0.330	0.628
sanctuary	અભયારણ્ય	0.863	0.226	0.575
sanctum	પવિત્ર સ્થાન	0.521	0.438	0.657
sand	રેતી	0.582	0.279	0.304
sandal	સેન્ડલ	0.490	0.283	0.333
sandbox	સેન્ડબોક્સ	0.573	0.274	0.264
sander	સન્ડર	0.438	0.580	0.445
sandman	સેન્ડમેન	0.479	0.469	0.388
sandpaper	sandpaper	0.417	0.425	0.404
sands	રેતી	0.646	0.304	0.377
sandstorm	રેંડસ્ટ્રોમ	0.324	0.821	0.629
sandwich	સેન્ડવીચ	0.672	0.314	0.310
sandy	રેતાળ	0.406	0.265	0.296
sane	સમજદાર	0.760	0.235	0.670
sanguine	આશાસ્પદ	0.520	0.560	0.545
sanitarium	સ્વચ્છતા	0.448	0.645	0.570
sanitary	સ્વચ્છતા	0.458	0.320	0.425
sanitation	સ્વચ્છતા	0.742	0.312	0.500
sanity	સેનીટી	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	સાંતા	0.735	0.286	0.509
sap	સત્વ	0.470	0.298	0.258
sapiens	સેપિઅન્સ	0.480	0.453	0.584
sapphire	નીલમ	0.770	0.472	0.651
sappy	લજ્જિત	0.583	0.469	0.330
sarcasm	કટાક્ષ	0.125	0.685	0.346
sarcastic	કટું	0.397	0.781	0.298
sarcoma	સાર્કોમા	0.260	0.519	0.402
sarcophagus	પથ્થરની કબર	0.271	0.561	0.435
sardine	સારડીન	0.541	0.236	0.236
sardonic	અપરાધિક	0.208	0.679	0.446
sarsaparilla	સરસાપરિલા	0.542	0.488	0.345
sash	ખેસ	0.480	0.298	0.333
sashimi	સાશિમી	0.704	0.310	0.359
sassafras	સસાફ્રોસ	0.469	0.388	0.471
sassy	સેસી	0.271	0.704	0.320
satanic	શૈતાની	0.062	0.843	0.720
satchel	દફન	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	ઉપગ્રહ	0.562	0.409	0.764
satin	ચમકદાર	0.519	0.396	0.481
satire	વક્રોક્તિ	0.458	0.655	0.472
satirical	વ્યંગ	0.323	0.615	0.538
satisfaction	સંતોષ	0.939	0.637	0.673
satisfactorily	સંતોષકારક રીતે	0.765	0.570	0.802
satisfactory	સંતોષકારક	0.959	0.569	0.702
satisfied	સંતોષ	0.959	0.510	0.685
satisfy	સંતોષ	0.867	0.790	0.705
satisfying	સંતોષજનક	0.890	0.606	0.814
saturate	સંતૃપ્ત	0.281	0.680	0.467
saturated	સંતૃપ્ત	0.474	0.700	0.442
saturation	સંતૃપ્તિ	0.255	0.582	0.583
satyr	સૂર્ય	0.280	0.639	0.500
sauce	ચટણી	0.562	0.515	0.288
saucepan	શાક વઘારવાનું તપેલું	0.347	0.264	0.321
saucer	રકાબી	0.510	0.327	0.337
saucy	બેશરમ	0.250	0.653	0.391
sauerkraut	સાર્વક્રાઉટ	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	સોસેજ	0.542	0.429	0.300
savage	ક્રૂર	0.204	0.931	0.605
savagery	ક્રૂરતા	0.219	0.907	0.711
savanna	સવાના	0.606	0.147	0.394
savannah	સવાનાહ	0.729	0.212	0.309
savant	વિદ્વાન	0.781	0.451	0.818
save	સાચવો	0.770	0.439	0.682
saver	બચતકારની	0.745	0.382	0.802
saving	બચત	0.663	0.230	0.621
savings	બચત	0.776	0.431	0.608
savior	તારણહાર	0.920	0.469	0.804
savor	સુગંધ	0.827	0.552	0.526
savory	સ્વાદિષ્ટ	0.812	0.717	0.619
savvy	સમજશકિત	0.719	0.520	0.706
saw	જોયું	0.316	0.541	0.518
sawdust	લાકડાંઈ નો વહેર	0.398	0.279	0.241
sawmill	લાકડાની મિલ	0.427	0.378	0.434
sax	સેક્સ	0.573	0.465	0.409
saxophone	સેક્સોફોન	0.688	0.444	0.482
say	કહે છે	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	દ્રોહી	0.354	0.330	0.272
scabbard	છરી	0.325	0.219	0.217
scaffold	પાલખ	0.480	0.500	0.336
scaffolding	પાલખ	0.496	0.366	0.545
scalding	ઝાટકું	0.271	0.540	0.381
scale	સ્કેલ	0.310	0.350	0.577
scales	ભીંગડા	0.439	0.330	0.491
scallop	સ્કૉલપ	0.490	0.363	0.331
scalp	ખોપરી ઉપરની ચામડી	0.347	0.346	0.302
scalpel	શસ્ત્રવૈધની નાની છરી	0.302	0.700	0.482
scaly	ભીંગડાંવાળું કે જેવું	0.281	0.481	0.358
scam	કાંડ	0.042	0.745	0.418
scamp	લોફર	0.458	0.464	0.371
scampi	ઝાકળ	0.531	0.448	0.224
scan	સ્કેન કરો	0.479	0.423	0.470
scandal	કૌભાંડ	0.122	0.821	0.557
scandalous	નિંદ્ય	0.135	0.907	0.556
scanner	સ્કેનર	0.531	0.356	0.567
scanty	નિર્બળ	0.287	0.333	0.127
scape	ભીંગડા	0.290	0.625	0.536
scapegoat	પ્યાલા	0.184	0.685	0.481
scar	ડાઘ	0.146	0.500	0.397
scarab	સ્ક્રેબ	0.406	0.458	0.267
scarce	દુર્લભ	0.292	0.324	0.218
scarcely	વિલમાં	0.082	0.412	0.160
scarcity	અછત	0.167	0.500	0.182
scare	બીક	0.122	0.910	0.264
scarecrow	સ્કેરક્રો	0.219	0.274	0.349
scared	ભયભીત	0.146	0.828	0.185
scares	scares	0.122	0.847	0.386
scarf	સ્કાર્ફ	0.750	0.224	0.224
scarier	ડરામણી	0.156	0.846	0.472
scariest	ભયજનક	0.167	0.863	0.538
scarlet	લાલચટક	0.507	0.390	0.411
scary	ડરામણી	0.062	0.952	0.528
scat	સ્કેટ	0.337	0.548	0.409
scatter	છૂટાછવાયા	0.229	0.620	0.404
scattered	વેરવિખેર	0.208	0.380	0.238
scattering	સ્કેટરિંગ	0.347	0.550	0.394
scavenger	સફાઈ કામદાર	0.177	0.578	0.408
scenario	દૃશ્ય	0.667	0.510	0.683
scene	દ્રશ્ય	0.570	0.340	0.578
scenery	દૃશ્યાવલિ	0.745	0.253	0.592
scenic	મનોહર	0.684	0.548	0.756
scent	સુગંધ	0.633	0.410	0.491
scented	સુગંધી	0.865	0.509	0.431
scepter	રાજદંડ	0.630	0.300	0.670
sceptical	શંકાસ્પદ	0.214	0.387	0.466
scepticism	નાસ્તિકતા	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	શેડ્યૂલ	0.510	0.380	0.480
schematic	યોજનાકીય	0.490	0.284	0.647
scheme	યોજના	0.521	0.269	0.577
schilling	શિલિંગ	0.367	0.410	0.418
schism	મતભેદ	0.280	0.569	0.386
schizophrenia	સ્કિઝોફ્રેનિઆ	0.092	0.880	0.435
schizophrenic	સ્કિઝોફ્રેનિક	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	સિનટ્ઝેલ	0.365	0.430	0.382
scholar	વિદ્વાન	0.694	0.421	0.731
scholarly	વિદ્વતાપૂર્ણ	0.750	0.466	0.709
scholarship	શિષ્યવૃત્તિ	0.866	0.490	0.625
scholastic	વિદ્વાનો	0.500	0.470	0.491
school	શાળા	0.765	0.423	0.633
schoolboy	શાળાએ	0.623	0.385	0.441
schoolgirl	શાળા	0.760	0.521	0.415
schoolhouse	સ્કૂલહાઉસ	0.602	0.407	0.672
schooling	શિક્ષણ	0.582	0.462	0.640
schoolmaster	સ્કૂલમાસ્ટર	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	શાળાના કાર્યાલય	0.479	0.500	0.481
schoolyard	શાળાના	0.684	0.529	0.440
schooner	સ્પૂનર	0.635	0.408	0.427
sciatica	ગૃધ્રસી	0.286	0.443	0.393
science	વિજ્ઞાન	0.588	0.429	0.741
scientific	વૈજ્ઞાનિક	0.653	0.510	0.836
scientist	વૈજ્ઞાનિક	0.562	0.500	0.790
scifi	સુસી	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	સ્કેન્ટિલેટિંગ	0.650	0.736	0.612
scintillation	સિન્ટિલેશન	0.576	0.579	0.573
scintillator	સ્િંટિલેટર	0.583	0.670	0.510
scion	પરિવાર	0.490	0.380	0.451
scissors	કાતર	0.458	0.462	0.302
scoff	હાંસી	0.125	0.686	0.306
