Word	Bulgarian-bg	Valence	Arousal	Dominance
violin	цигулка	0.823	0.396	0.389
violinist	цигулар	0.804	0.302	0.538
viper	пепелянка	0.173	0.846	0.632
viral	вирусен	0.240	0.612	0.518
virgin	девица	0.622	0.433	0.462
virginal	девствен	0.673	0.577	0.464
virginity	девственост	0.691	0.676	0.576
virility	мъжество	0.684	0.670	0.718
virology	вирусология	0.418	0.569	0.562
virtual	виртуален	0.598	0.532	0.463
virtually	на практика	0.594	0.521	0.625
virtue	добродетел	0.896	0.443	0.827
virtuoso	виртуоз	0.929	0.591	0.863
virtuous	добродетелен	0.890	0.530	0.822
virulence	вирулентност	0.094	0.533	0.438
virus	вирус	0.277	0.740	0.443
visa	виза	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	вискозитет	0.417	0.521	0.454
viscous	вискозен	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	видимост	0.750	0.444	0.676
visible	видим	0.750	0.342	0.509
visibly	видимо	0.724	0.373	0.591
vision	зрение	0.708	0.447	0.742
visionary	мечтател	0.823	0.565	0.791
visit	посещение	0.771	0.443	0.445
visitation	посещаемост	0.729	0.346	0.534
visiting	гостуващ	0.729	0.440	0.519
visitor	посетител	0.646	0.480	0.461
visor	козирка	0.396	0.490	0.265
vista	перспектива	0.698	0.390	0.450
visual	зрителен	0.813	0.462	0.462
visualize	визуализират	0.635	0.431	0.537
vital	жизненоважен	0.750	0.716	0.847
vitality	жизненост	0.923	0.565	0.869
vitals	жизнените	0.704	0.604	0.798
vitamin	витамин	0.827	0.330	0.560
vitreous	стъкловиден	0.312	0.413	0.396
viva	устен изпит	0.840	0.567	0.644
vivacious	жив	0.780	0.820	0.758
vivid	ярък	0.698	0.627	0.667
vixen	женска лисица	0.367	0.615	0.414
vocabulary	лексика	0.530	0.247	0.585
vocal	вокален	0.583	0.352	0.340
vocalist	певец	0.688	0.596	0.596
vocation	призвание	0.833	0.426	0.686
vodka	водка	0.510	0.632	0.491
vogue	мода	0.740	0.491	0.538
voice	глас	0.594	0.343	0.528
voiceless	безгласен	0.271	0.235	0.131
voicemail	гласова поща	0.458	0.453	0.406
void	празнота	0.135	0.163	0.130
volatile	летлив	0.323	0.786	0.565
volatility	летливост	0.281	0.755	0.553
volcanic	вулканичен	0.344	0.910	0.781
volcano	вулкан	0.240	0.844	0.787
volition	воля	0.480	0.587	0.578
volley	воле	0.529	0.460	0.336
volleyball	волейбол	0.640	0.700	0.458
voltage	волтаж	0.382	0.855	0.621
voltmeter	волтметър	0.599	0.596	0.545
volume	сила на звука	0.552	0.490	0.546
volumes	обеми	0.552	0.452	0.520
voluminous	обемист	0.561	0.450	0.658
voluntarily	доброволно	0.847	0.460	0.527
voluntary	доброволен	0.771	0.460	0.643
volunteer	доброволец	0.888	0.422	0.596
volunteering	доброволчество	0.844	0.614	0.603
volunteers	доброволци	0.820	0.448	0.630
voluptuous	сладострастен	0.673	0.719	0.792
vomit	бълвоч	0.073	0.569	0.188
vomiting	повръщане	0.156	0.780	0.157
voodoo	шаман	0.188	0.600	0.453
voracious	лаком	0.385	0.892	0.694
vortex	водовъртеж	0.408	0.691	0.602
vote	гласуване	0.582	0.500	0.649
voter	гласоподавател	0.612	0.538	0.754
voting	гласуване	0.615	0.602	0.768
votive	обещан	0.479	0.460	0.453
vouch	отговарям	0.625	0.417	0.746
voucher	ваучър	0.622	0.416	0.601
vow	обет	0.560	0.510	0.664
vowel	гласна буква	0.490	0.283	0.311
voyage	пътешествие	0.816	0.714	0.580
voyager	пътник	0.684	0.596	0.627
voyeur	воайор	0.479	0.615	0.466
vulgar	вулгарен	0.083	0.820	0.445
vulgarity	вулгарност	0.104	0.870	0.346
vulnerability	уязвимост	0.250	0.510	0.267
vulnerable	уязвим	0.198	0.490	0.245
vulture	лешояд	0.316	0.604	0.472
wacko	луд	0.271	0.574	0.330
wacky	чалнат	0.153	0.720	0.321
wad	пачка	0.333	0.318	0.259
waddle	патешка походка	0.490	0.453	0.388
wade	газя	0.510	0.656	0.472
wafer	вафла	0.677	0.360	0.313
waffle	дрънкам глупости	0.708	0.394	0.327
wag	шегобиец	0.448	0.490	0.481
wage	заплата	0.635	0.480	0.565
wager	облог	0.479	0.816	0.615
wages	заплати	0.776	0.440	0.620
wagon	фургон	0.490	0.461	0.474
wail	вой	0.418	0.724	0.393
waist	талия	0.542	0.448	0.351
waistcoat	жилетка	0.542	0.320	0.389
waistline	талия	0.560	0.417	0.320
wait	изчакайте	0.224	0.167	0.264
waiter	сервитьор	0.459	0.300	0.295
waiting	очакване	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	сервитьорка	0.646	0.531	0.352
waive	се откаже	0.276	0.559	0.311
waiver	отказ	0.396	0.630	0.373
wake	събуждам	0.700	0.470	0.512
walk	разходка	0.643	0.412	0.450
walker	проходилка	0.551	0.491	0.525
walking	ходене	0.708	0.480	0.781
walkout	излизам	0.292	0.853	0.427
wall	стена	0.417	0.250	0.509
wallaby	дребна порода кенгуру	0.541	0.368	0.391
wallet	портфейл	0.680	0.432	0.500
wallflower	многогодишен шибой	0.667	0.298	0.342
wallop	вря	0.320	0.790	0.689
wallow	търкалям се	0.286	0.878	0.491
wallpaper	тапети	0.673	0.173	0.308
walnut	орех	0.688	0.302	0.255
walrus	морж	0.521	0.327	0.361
waltz	валс	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	палка	0.542	0.322	0.315
wander	скитам	0.427	0.417	0.330
wanderer	скитник	0.458	0.519	0.396
wandering	скитане	0.323	0.471	0.357
wane	гаснене	0.188	0.402	0.098
waning	Намаляващ	0.375	0.333	0.300
wanker	чекиджия	0.290	0.569	0.446
wannabe	хоби	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	искам	0.671	0.642	0.598
wanting	недостатъчен	0.760	0.433	0.593
wanton	разпуснат	0.427	0.739	0.500
war	война	0.022	0.892	0.727
warbler	пойна птица	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	опека	0.469	0.255	0.254
warden	надзирател	0.615	0.627	0.898
wardrobe	гардероб	0.612	0.510	0.336
ware	изделия	0.604	0.443	0.455
warehouse	склад	0.721	0.365	0.446
warfare	война	0.062	0.885	0.845
warhead	торпила	0.219	0.756	0.536
warlike	войнствен	0.367	0.847	0.779
warlock	магьосник	0.312	0.558	0.657
warlord	военачалник	0.167	0.796	0.781
warm	топло	0.760	0.312	0.585
warming	загряване	0.594	0.637	0.580
warms	затопля	0.594	0.580	0.632
warmth	топлина	0.878	0.307	0.602
warn	предупреждавам	0.429	0.647	0.564
warned	предупреди	0.302	0.604	0.547
warning	внимание	0.229	0.774	0.629
warp	основа	0.344	0.417	0.373
warpath	индиански поход	0.280	0.676	0.551
warped	наснован	0.219	0.663	0.304
warrant	съдебна заповед	0.653	0.398	0.802
warranted	оправдано	0.714	0.367	0.690
warrants	варанти	0.562	0.431	0.881
warranty	Гаранция	0.667	0.470	0.568
warren	лабиринт от гъсто населени къщи	0.417	0.570	0.464
warrior	войн	0.458	0.863	0.915
warship	военен кораб	0.292	0.890	0.889
wart	брадавица	0.082	0.314	0.205
wartime	военно време	0.100	0.912	0.726
wary	предпазлив	0.510	0.343	0.535
wash	мия	0.635	0.377	0.297
washed	измит	0.542	0.314	0.392
washer	шайба	0.594	0.390	0.365
washing	миене	0.643	0.396	0.402
washout	отмиване	0.383	0.304	0.389
washroom	умивалня	0.500	0.364	0.446
wasp	оса	0.390	0.620	0.406
waste	отпадъци	0.041	0.510	0.184
wastebasket	кошче за отпадъци	0.271	0.230	0.286
wasted	пропилян	0.188	0.558	0.259
wasteful	разточителен	0.173	0.730	0.409
wasteland	пустош	0.365	0.308	0.391
wasting	губене	0.051	0.417	0.207
watch	гледам	0.531	0.346	0.423
watchdog	пазител	0.531	0.811	0.648
watcher	наблюдател	0.562	0.401	0.702
watchful	бдителен	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	внимавай	0.396	0.530	0.455
watchtower	наблюдателница	0.500	0.415	0.647
water	вода	0.812	0.123	0.429
water polo	водно поло	0.688	0.670	0.534
waterbed	водно легло	0.724	0.381	0.296
watercourse	речно корито	0.677	0.357	0.466
watered	разводнен	0.615	0.290	0.377
waterfall	водопад	0.652	0.460	0.528
waterfront	брегова линия	0.716	0.274	0.556
watering can	Градинарска лейка	0.602	0.298	0.336
watermelon	диня	0.714	0.230	0.239
waterproof	водоустойчив	0.779	0.423	0.545
waterworks	отделителната система	0.510	0.490	0.561
watery	воднист	0.367	0.461	0.292
wave	вълна	0.622	0.491	0.490
wavelength	дължина на вълната	0.604	0.442	0.516
waver	двоумя се	0.426	0.630	0.255
wavering	нерешителност	0.375	0.430	0.384
waves	вълни	0.643	0.470	0.509
wavy	вълнообразен	0.520	0.284	0.345
wax	восък	0.436	0.245	0.309
waxed	восъчна	0.531	0.388	0.408
waxy	восъчен	0.408	0.245	0.308
way	път	0.480	0.275	0.420
ways	начини	0.688	0.560	0.425
wayward	своенравен	0.344	0.573	0.409
weak	слаб	0.180	0.241	0.045
weaken	отслаби	0.112	0.250	0.223
weakened	отслабва	0.373	0.304	0.092
weakling	слаб човек	0.194	0.294	0.087
weakly	слабо	0.270	0.255	0.111
weakness	слабост	0.088	0.370	0.125
wealth	благосъстояние	0.857	0.637	0.858
wealthy	богат	0.927	0.566	0.862
weapon	оръжие	0.054	0.840	0.831
weaponry	оръжия	0.219	0.840	0.870
wear	износване	0.312	0.370	0.255
wearer	носител на нещо	0.471	0.347	0.527
wearily	уморено	0.327	0.286	0.128
weariness	умора	0.104	0.333	0.226
wearing	носенето	0.646	0.520	0.461
weary	изтощен	0.194	0.281	0.202
weasel	невестулка	0.408	0.317	0.337
weather	метеорологично време	0.755	0.404	0.567
weathered	закален	0.422	0.491	0.537
weatherman	синоптик	0.660	0.413	0.643
weatherproof	устойчив на атмосферни влияния	0.541	0.345	0.552
weave	тъка	0.604	0.265	0.172
web	мрежа	0.583	0.411	0.519
website	уебсайт	0.615	0.442	0.526
wed	женя	0.604	0.549	0.448
wedded	съпружески	0.771	0.413	0.518
wedding	сватба	0.875	0.802	0.642
wedge	клин	0.490	0.290	0.278
wedlock	брак	0.747	0.654	0.745
wee	мъничък	0.663	0.452	0.315
weed	плевел	0.459	0.294	0.364
weeding	плевене	0.458	0.528	0.454
weeds	плевели	0.320	0.551	0.315
weedy	буренясал	0.293	0.366	0.352
weeeee	NO TRANSLATION	0.562	0.630	0.283
week	седмица	0.510	0.231	0.351
weekday	делничен	0.490	0.469	0.520
weekend	уикенд	0.844	0.625	0.519
weekly	седмично	0.622	0.288	0.380
weenie	кренвирш	0.406	0.451	0.284
weep	плача	0.053	0.621	0.164
weeping	плач	0.082	0.688	0.168
weeping willow	плачеща върба	0.344	0.441	0.312
weepy	плачлив	0.068	0.615	0.116
weigh	тежа	0.333	0.396	0.375
weighing	претегляне	0.449	0.441	0.468
weight	тегло	0.450	0.380	0.577
weightless	безтегловен	0.460	0.426	0.375
weightloss	NO TRANSLATION	0.570	0.439	0.393
weights	тежести	0.458	0.500	0.722
weighty	тежък	0.427	0.480	0.657
weir	преливник	0.375	0.385	0.363
weird	странен	0.260	0.660	0.402
weirdness	странност	0.316	0.491	0.364
weirdo	чудак	0.173	0.539	0.328
welcome	добре дошли	0.898	0.555	0.664
welcomed	приветстваха	0.927	0.585	0.700
welcoming	гостоприемна	0.905	0.527	0.636
weld	заварка	0.417	0.462	0.583
welder	заварчик	0.448	0.679	0.683
welding	заваряване	0.510	0.569	0.491
welfare	благосъстояние	0.802	0.378	0.679
wellhead	извор	0.469	0.460	0.373
wellness	уелнес	0.969	0.441	0.730
welsh	уелски	0.490	0.385	0.500
welt	NO TRANSLATION	0.390	0.632	0.370
wen	NO TRANSLATION	0.438	0.431	0.380
wench	момиче	0.469	0.519	0.352
werewolf	Върколак	0.235	0.811	0.591
west	западно	0.562	0.337	0.414
westbound	на запад	0.646	0.363	0.439
western	уестърн	0.573	0.500	0.689
wet	мокър	0.385	0.417	0.185
wetback	обратно омокряне	0.271	0.402	0.293
whack	фрасвам	0.219	0.816	0.708
whale	кит	0.582	0.398	0.509
whaling	китоловен	0.281	0.717	0.538
wham	силен трясък	0.469	0.490	0.423
whammy	уроки	0.461	0.491	0.345
wharf	пристан	0.469	0.240	0.472
whatdoido	NO TRANSLATION	0.406	0.494	0.430
whatif	какво ако	0.523	0.528	0.351
whatmakesmesmile	NO TRANSLATION	0.765	0.588	0.482
whatnot	какво ли не	0.375	0.493	0.363
whatsoever	каквото и	0.400	0.314	0.302
whatsthepoint	NO TRANSLATION	0.436	0.459	0.398
wheat	пшеница	0.531	0.185	0.250
wheel	колело	0.615	0.310	0.446
wheel barrow	NO TRANSLATION	0.510	0.337	0.363
wheelbarrow	ръчна количка	0.479	0.366	0.404
wheelchair	инвалиден стол	0.240	0.337	0.245
wheels	колела	0.667	0.471	0.386
wheeze	хриптене	0.229	0.462	0.461
whelp	пале	0.344	0.458	0.310
whereabouts	местонахождението	0.439	0.382	0.356
wherefore	защо	0.561	0.357	0.402
wherewith	с който	0.491	0.420	0.404
wherewithal	с какво	0.388	0.366	0.321
whet	точа	0.643	0.465	0.430
whiff	полъх	0.459	0.400	0.331
whilst	докато	0.510	0.302	0.388
whim	прищявка	0.378	0.680	0.467
whimper	хленчене	0.271	0.545	0.308
whimsical	капризен	0.449	0.637	0.371
whimsy	прищявка	0.729	0.639	0.455
whine	вой	0.342	0.686	0.218
whiny	хленчещо	0.208	0.548	0.375
whip	камшик	0.208	0.899	0.509
whiplash	удар	0.257	0.760	0.500
whipped	бита	0.198	0.804	0.361
whirl	Вихър	0.461	0.788	0.661
whirlpool	водовъртеж	0.710	0.415	0.442
whirlwind	вихрушка	0.417	0.915	0.670
whisk	размахване	0.500	0.537	0.412
whisker	мустак	0.521	0.306	0.343
whiskers	мустаци	0.439	0.278	0.270
whiskey	уиски	0.612	0.706	0.441
whisky	уиски	0.640	0.615	0.490
whisper	шепот	0.490	0.225	0.265
whispered	прошепнат	0.548	0.358	0.309
whistle	свирка	0.653	0.551	0.463
whit	частица	0.562	0.393	0.595
white	бял	0.729	0.173	0.420
whitefish	бяла риба	0.492	0.327	0.333
whiteness	белота	0.688	0.235	0.519
whitewash	замазване	0.429	0.402	0.276
whitish	белезникав	0.583	0.279	0.365
whittle	намалявам	0.347	0.451	0.427
whiz	факир	0.896	0.627	0.820
whole	цяло	0.653	0.357	0.572
