Word	Uzbek-uz	Valence	Arousal	Dominance
vivid	jonli	0.698	0.627	0.667
vixen	vixen	0.367	0.615	0.414
vocabulary	lug'at	0.530	0.247	0.585
vocal	vokal	0.583	0.352	0.340
vocalist	vokalchi	0.688	0.596	0.596
vocation	kasb	0.833	0.426	0.686
vodka	aroq	0.510	0.632	0.491
vogue	moda	0.740	0.491	0.538
voice	ovozi	0.594	0.343	0.528
voiceless	ovozsiz	0.271	0.235	0.131
voicemail	ovozli pochta	0.458	0.453	0.406
void	void	0.135	0.163	0.130
volatile	uchuvchi	0.323	0.786	0.565
volatility	o'zgaruvchanligi	0.281	0.755	0.553
volcanic	vulqon	0.344	0.910	0.781
volcano	vulkan	0.240	0.844	0.787
volition	irodasi	0.480	0.587	0.578
volley	voleybol	0.529	0.460	0.336
volleyball	voleybol	0.640	0.700	0.458
voltage	Kuchlanish	0.382	0.855	0.621
voltmeter	voltmetr	0.599	0.596	0.545
volume	hajmi	0.552	0.490	0.546
volumes	hajmi	0.552	0.452	0.520
voluminous	hacimseldir	0.561	0.450	0.658
voluntarily	ixtiyoriy ravishda	0.847	0.460	0.527
voluntary	ixtiyoriy	0.771	0.460	0.643
volunteer	ixtiyoriy	0.888	0.422	0.596
volunteering	ko'ngillilik	0.844	0.614	0.603
volunteers	ko'ngillilar	0.820	0.448	0.630
voluptuous	jo'shqin	0.673	0.719	0.792
vomit	qusish	0.073	0.569	0.188
vomiting	qusish	0.156	0.780	0.157
voodoo	voodoo	0.188	0.600	0.453
voracious	jirkanch	0.385	0.892	0.694
vortex	vorteks	0.408	0.691	0.602
vote	ovoz berish	0.582	0.500	0.649
voter	saylovchilar	0.612	0.538	0.754
voting	ovoz berish	0.615	0.602	0.768
votive	nomzod	0.479	0.460	0.453
vouch	kafillik	0.625	0.417	0.746
voucher	voucher	0.622	0.416	0.601
vow	qasam ichish	0.560	0.510	0.664
vowel	ovoz balandligi	0.490	0.283	0.311
voyage	sayohat	0.816	0.714	0.580
voyager	voyager	0.684	0.596	0.627
voyeur	voyeur	0.479	0.615	0.466
vulgar	jirkanch	0.083	0.820	0.445
vulgarity	kamtarlik	0.104	0.870	0.346
vulnerability	zaiflik	0.250	0.510	0.267
vulnerable	himoyasiz	0.198	0.490	0.245
vulture	akbar	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	mantiqiy	0.153	0.720	0.321
wad	wad	0.333	0.318	0.259
waddle	mard	0.490	0.453	0.388
wade	wade	0.510	0.656	0.472
wafer	gofrirovka qilingan	0.677	0.360	0.313
waffle	Vafli	0.708	0.394	0.327
wag	yurish	0.448	0.490	0.481
wage	ish haqi	0.635	0.480	0.565
wager	bellashuv	0.479	0.816	0.615
wages	ish haqi	0.776	0.440	0.620
wagon	vagon	0.490	0.461	0.474
wail	yig'layapti	0.418	0.724	0.393
waist	umid	0.542	0.448	0.351
waistcoat	yostiq	0.542	0.320	0.389
waistline	ko'krak ipi	0.560	0.417	0.320
wait	Kutmoq	0.224	0.167	0.264
waiter	Ofitsiant	0.459	0.300	0.295
waiting	kutish	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	ofitsiant qiz	0.646	0.531	0.352
waive	voz kechish	0.276	0.559	0.311
waiver	voz kechish	0.396	0.630	0.373
wake	uyg'otish	0.700	0.470	0.512
walk	yurish	0.643	0.412	0.450
walker	yurgan odam	0.551	0.491	0.525
walking	yurish	0.708	0.480	0.781
walkout	ketmoq	0.292	0.853	0.427
wall	devor	0.417	0.250	0.509
wallaby	Wallaby	0.541	0.368	0.391
wallet	hamyon	0.680	0.432	0.500
wallflower	devorbo'yi	0.667	0.298	0.342
wallop	devor qog'ozi	0.320	0.790	0.689
wallow	chiroyli	0.286	0.878	0.491
wallpaper	fon rasmi	0.673	0.173	0.308
walnut	yong'oq	0.688	0.302	0.255
walrus	mo'ylov	0.521	0.327	0.361
waltz	vals	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	tayoq	0.542	0.322	0.315
wander	yurish	0.427	0.417	0.330
wanderer	g'arib	0.458	0.519	0.396
wandering	yugurish	0.323	0.471	0.357
wane	zaiflashdi	0.188	0.402	0.098
waning	tushdi	0.375	0.333	0.300
wanker	mantiqan	0.290	0.569	0.446
wannabe	wannabe	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	istayman	0.671	0.642	0.598
wanting	istagan	0.760	0.433	0.593
wanton	noaniq	0.427	0.739	0.500
war	urush	0.022	0.892	0.727
warbler	jangchi	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	xonadon	0.469	0.255	0.254
warden	boshqaruvchi	0.615	0.627	0.898
wardrobe	shkafi	0.612	0.510	0.336
ware	mahsulotlar	0.604	0.443	0.455
warehouse	ombor	0.721	0.365	0.446
warfare	urush	0.062	0.885	0.845
warhead	urush boshi	0.219	0.756	0.536
warlike	urushga o'xshash	0.367	0.847	0.779
warlock	qo'riqchi	0.312	0.558	0.657
warlord	lashkarboshi	0.167	0.796	0.781
warm	issiq	0.760	0.312	0.585
warming	isitish	0.594	0.637	0.580
warms	isitadi	0.594	0.580	0.632
warmth	harorat	0.878	0.307	0.602
warn	ogohlantir	0.429	0.647	0.564
warned	ogohlantirilgan	0.302	0.604	0.547
warning	ogohlantirish	0.229	0.774	0.629
warp	çözgü	0.344	0.417	0.373
warpath	urush yo'li	0.280	0.676	0.551
warped	buzilgan	0.219	0.663	0.304
warrant	kafolat	0.653	0.398	0.802
warranted	kafolatlangan	0.714	0.367	0.690
warrants	kafolatlari	0.562	0.431	0.881
warranty	kafolati	0.667	0.470	0.568
warren	Warren	0.417	0.570	0.464
warrior	jangchi	0.458	0.863	0.915
warship	jangovar kemasi	0.292	0.890	0.889
wart	soqol	0.082	0.314	0.205
wartime	urush davrida	0.100	0.912	0.726
wary	ehtiyot bo'ling	0.510	0.343	0.535
wash	yuvish	0.635	0.377	0.297
washed	yuvilgan	0.542	0.314	0.392
washer	yuvish vositasi	0.594	0.390	0.365
washing	yuvish	0.643	0.396	0.402
washout	yuvish	0.383	0.304	0.389
washroom	kir yuvish xonasi	0.500	0.364	0.446
wasp	isp	0.390	0.620	0.406
waste	chiqindilar	0.041	0.510	0.184
wastebasket	Chiqindilarni qayta ishlash	0.271	0.230	0.286
wasted	yo'qotilgan	0.188	0.558	0.259
wasteful	isrofgarchilik	0.173	0.730	0.409
wasteland	cho'lda	0.365	0.308	0.391
wasting	isrofgarchilik	0.051	0.417	0.207
watch	tomosha qiling	0.531	0.346	0.423
watchdog	kuzatish	0.531	0.811	0.648
watcher	kuzatuvchi	0.562	0.401	0.702
watchful	ehtiyotkorlik bilan	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	ehtiyot bo `lmoq	0.396	0.530	0.455
watchtower	kuzatuv minorasi	0.500	0.415	0.647
water	suv	0.812	0.123	0.429
water polo	suv polosi	0.688	0.670	0.534
waterbed	suv bilan to'ldirilgan	0.724	0.381	0.296
watercourse	suv oqimi	0.677	0.357	0.466
watered	sug'orilgan	0.615	0.290	0.377
waterfall	palapartishlikdan	0.652	0.460	0.528
waterfront	qirg'oq bo'yida joylashgan	0.716	0.274	0.556
watering can	sug'orish mumkin	0.602	0.298	0.336
watermelon	tarvuz	0.714	0.230	0.239
waterproof	suv o'tmas	0.779	0.423	0.545
waterworks	suv ta'minoti	0.510	0.490	0.561
watery	suvli	0.367	0.461	0.292
wave	to'lqin	0.622	0.491	0.490
wavelength	to'lqin uzunligi	0.604	0.442	0.516
waver	chirigan	0.426	0.630	0.255
wavering	jo'shqin	0.375	0.430	0.384
waves	to'lqinlar	0.643	0.470	0.509
wavy	to'lqinli	0.520	0.284	0.345
wax	mum	0.436	0.245	0.309
waxed	shamollatilgan	0.531	0.388	0.408
waxy	mumi	0.408	0.245	0.308
way	yo'l	0.480	0.275	0.420
ways	yo'llar	0.688	0.560	0.425
wayward	yolg'onchi	0.344	0.573	0.409
weak	zaif	0.180	0.241	0.045
weaken	zayıflatmak	0.112	0.250	0.223
weakened	zaiflashgan	0.373	0.304	0.092
weakling	zaiflashuv	0.194	0.294	0.087
weakly	zaif	0.270	0.255	0.111
weakness	zaiflik	0.088	0.370	0.125
wealth	boylik	0.857	0.637	0.858
wealthy	boy	0.927	0.566	0.862
weapon	qurol	0.054	0.840	0.831
weaponry	qurol-yarog '	0.219	0.840	0.870
wear	kiyish	0.312	0.370	0.255
wearer	foydalanuvchilar	0.471	0.347	0.527
wearily	charchagan holda	0.327	0.286	0.128
weariness	charchoq	0.104	0.333	0.226
wearing	kiyib	0.646	0.520	0.461
weary	charchagan	0.194	0.281	0.202
weasel	yalang'och	0.408	0.317	0.337
weather	ob-havo	0.755	0.404	0.567
weathered	havoga ko'tarildi	0.422	0.491	0.537
weatherman	sportchi	0.660	0.413	0.643
weatherproof	havo sharoitlariga qaramasdan	0.541	0.345	0.552
weave	ortiqcha oro bermay	0.604	0.265	0.172
web	veb-sayt	0.583	0.411	0.519
website	veb-sayt	0.615	0.442	0.526
wed	uylangan	0.604	0.549	0.448
wedded	uylangan	0.771	0.413	0.518
wedding	to'y	0.875	0.802	0.642
wedge	takoz	0.490	0.290	0.278
wedlock	nikohda	0.747	0.654	0.745
wee	yalang'och	0.663	0.452	0.315
weed	begona o'tlar	0.459	0.294	0.364
weeding	otish	0.458	0.528	0.454
weeds	begona o'tlar	0.320	0.551	0.315
weedy	shafqatsizlar	0.293	0.366	0.352
weeeee	NO TRANSLATION	0.562	0.630	0.283
week	hafta	0.510	0.231	0.351
weekday	hafta ichi	0.490	0.469	0.520
weekend	hafta oxiri	0.844	0.625	0.519
weekly	har hafta	0.622	0.288	0.380
weenie	yigit	0.406	0.451	0.284
weep	yig'lab	0.053	0.621	0.164
weeping	yig'lab	0.082	0.688	0.168
weeping willow	yig'laguncha mayin	0.344	0.441	0.312
weepy	yig'lab yubordi	0.068	0.615	0.116
weigh	torting	0.333	0.396	0.375
weighing	tortish	0.449	0.441	0.468
weight	og'irligi	0.450	0.380	0.577
weightless	og'irligi yo'q	0.460	0.426	0.375
weightloss	NO TRANSLATION	0.570	0.439	0.393
weights	og'irliklar	0.458	0.500	0.722
weighty	og'ir	0.427	0.480	0.657
weir	vayronalar	0.375	0.385	0.363
weird	g'alati	0.260	0.660	0.402
weirdness	noqulaylik	0.316	0.491	0.364
weirdo	g'alati	0.173	0.539	0.328
welcome	Xush kelibsiz	0.898	0.555	0.664
welcomed	mamnuniyat bilan kutib olindi	0.927	0.585	0.700
welcoming	salom	0.905	0.527	0.636
weld	payvand	0.417	0.462	0.583
welder	Kaynarchi	0.448	0.679	0.683
welding	payvandlash	0.510	0.569	0.491
welfare	farovonlik	0.802	0.378	0.679
wellhead	quduq	0.469	0.460	0.373
wellness	sog'liq	0.969	0.441	0.730
welsh	galstuk	0.490	0.385	0.500
welt	NO TRANSLATION	0.390	0.632	0.370
wen	NO TRANSLATION	0.438	0.431	0.380
wench	wench	0.469	0.519	0.352
werewolf	Kurtadam	0.235	0.811	0.591
west	g'arbiy	0.562	0.337	0.414
westbound	G'arbbound	0.646	0.363	0.439
western	g'arbiy	0.573	0.500	0.689
wet	nam	0.385	0.417	0.185
wetback	qaytib kelish	0.271	0.402	0.293
whack	sindirish	0.219	0.816	0.708
whale	balina	0.582	0.398	0.509
whaling	baliq ovlash	0.281	0.717	0.538
wham	wham	0.469	0.490	0.423
whammy	haydovchi	0.461	0.491	0.345
wharf	iskala	0.469	0.240	0.472
whatdoido	NO TRANSLATION	0.406	0.494	0.430
whatif	Agar .. bo'lsa nima bo'ladi	0.523	0.528	0.351
whatmakesmesmile	NO TRANSLATION	0.765	0.588	0.482
whatnot	nima	0.375	0.493	0.363
whatsoever	nima bo'lishidan qat'iy nazar	0.400	0.314	0.302
whatsthepoint	NO TRANSLATION	0.436	0.459	0.398
wheat	bug'doy	0.531	0.185	0.250
wheel	g'ildirak	0.615	0.310	0.446
wheel barrow	NO TRANSLATION	0.510	0.337	0.363
wheelbarrow	g'ildirakli qafas	0.479	0.366	0.404
wheelchair	g'ildirakli stul	0.240	0.337	0.245
wheels	g'ildiraklar	0.667	0.471	0.386
wheeze	nafas olish	0.229	0.462	0.461
whelp	jigarrang	0.344	0.458	0.310
whereabouts	qaerda	0.439	0.382	0.356
wherefore	nima uchun	0.561	0.357	0.402
wherewith	bu bilan	0.491	0.420	0.404
wherewithal	Bu erda	0.388	0.366	0.321
whet	bug'doy	0.643	0.465	0.430
whiff	haydovchi	0.459	0.400	0.331
whilst	bo'lsa	0.510	0.302	0.388
whim	qichqiriq	0.378	0.680	0.467
whimper	qichqiriq	0.271	0.545	0.308
whimsical	jozibali	0.449	0.637	0.371
whimsy	jirkanch	0.729	0.639	0.455
whine	xitob	0.342	0.686	0.218
whiny	xiralashgan	0.208	0.548	0.375
whip	qamchi	0.208	0.899	0.509
whiplash	qamchilash	0.257	0.760	0.500
whipped	qamchilandi	0.198	0.804	0.361
whirl	qichqiriq	0.461	0.788	0.661
whirlpool	jakuzi	0.710	0.415	0.442
whirlwind	bo'ron	0.417	0.915	0.670
whisk	chig'anoq	0.500	0.537	0.412
whisker	mo'ylov	0.521	0.306	0.343
whiskers	mo'ylovlar	0.439	0.278	0.270
whiskey	viski	0.612	0.706	0.441
whisky	viski	0.640	0.615	0.490
whisper	pichirlash	0.490	0.225	0.265
whispered	pichirladi	0.548	0.358	0.309
whistle	hushtak	0.653	0.551	0.463
whit	oq	0.562	0.393	0.595
white	oq	0.729	0.173	0.420
whitefish	oqfish	0.492	0.327	0.333
whiteness	oqlik	0.688	0.235	0.519
whitewash	oqlash	0.429	0.402	0.276
whitish	oqlangan	0.583	0.279	0.365
whittle	oqish	0.347	0.451	0.427
whiz	vijdon	0.896	0.627	0.820
whole	butun	0.653	0.357	0.572
wholesale	butunlay sotish	0.760	0.551	0.619
wholesome	foydali	0.888	0.423	0.754
wholly	butunlay	0.690	0.353	0.696
whoo	kim	0.531	0.578	0.311
whoop	otishma	0.559	0.481	0.443
whopper	qochoq	0.448	0.598	0.432
whopping	qoshiq	0.541	0.740	0.755
whore	fohisha	0.135	0.880	0.333
whorehouse	uyi	0.200	0.930	0.462
wick	tovuq	0.337	0.481	0.309
wicked	yomon	0.138	0.800	0.627
wickedness	yovuzlik	0.031	0.727	0.443
wicker	hoshiyali	0.427	0.339	0.388
wicket	viktorina	0.500	0.500	0.471
wide	keng	0.571	0.312	0.472
widely	keng tarqalgan	0.698	0.453	0.725
widen	kengaytirish	0.562	0.538	0.527
widespread	keng tarqalgan	0.633	0.456	0.713
widow	beva ayol	0.250	0.450	0.265
widowed	beva	0.205	0.439	0.333
widower	beva ayol	0.184	0.406	0.325
width	kengligi	0.583	0.280	0.518
wield	foydalaning	0.347	0.660	0.625
wiener	wiener	0.594	0.434	0.391
wienie	NO TRANSLATION	0.500	0.509	0.327
wife	xotini	0.886	0.630	0.583
wig	Peru	0.722	0.279	0.180
wiggle	chayqalish	0.531	0.676	0.359
wight	qudratli	0.542	0.404	0.395
wiki	wiki	0.530	0.390	0.455
wild	yovvoyi	0.312	0.922	0.750
wildcat	qirg'in	0.458	0.632	0.481
wildebeest	hasharotlar	0.438	0.480	0.464
wilderness	sahroda	0.281	0.333	0.290
wildfire	yong'in o'chog'i	0.140	0.929	0.552
wildlife	yovvoyi hayotni	0.656	0.530	0.561
will	bo'ladi	0.698	0.408	0.735
willful	qasddan	0.557	0.719	0.642
willies	willies	0.480	0.490	0.420
willing	tayyor	0.833	0.561	0.783
willingly	ixtiyoriy ravishda	0.833	0.316	0.588
willingness	tayyorlik	0.786	0.500	0.729
willow	iflos	0.604	0.245	0.400
willpower	irodasi	0.823	0.776	0.897
wilt	quruqlik	0.226	0.354	0.312
wilted	haydalgan	0.245	0.375	0.186
wily	shafqatsiz	0.459	0.670	0.798
wimp	wimp	0.184	0.490	0.125
wimpy	wimpy	0.188	0.292	0.134
win	qozon	0.927	0.694	0.888
wince	wince	0.286	0.415	0.294
winch	g'ildirak	0.385	0.434	0.449
wind	shamol	0.531	0.404	0.578
windbag	windbag	0.438	0.510	0.391
windfall	shamol tezligi	0.750	0.864	0.638
winding	sariqlik	0.398	0.582	0.361
windmill	shamol tegirmon	0.773	0.412	0.412
window	oyna	0.542	0.276	0.385
windowsill	NO TRANSLATION	0.429	0.274	0.433
windpipe	shamol quvurlari	0.281	0.360	0.500
windshield	old shisha	0.615	0.375	0.333
windy	shamolli	0.330	0.541	0.528
wine	vino	0.792	0.417	0.457
wine cooler	sharob sovutgichi	0.729	0.404	0.420
wing	qanot	0.562	0.255	0.389
winged	qanotli	0.646	0.469	0.519
winger	qanot yarim himoyachisi	0.531	0.794	0.691
wingman	wingman	0.573	0.578	0.582
wink	ko'z kırpıyor	0.688	0.557	0.304
winner	g'olib	0.960	0.810	0.886
winning	qozongan	0.955	0.712	0.972
winnings	yutuqlar	0.949	0.829	0.830
wino	NO TRANSLATION	0.406	0.535	0.349
winter	qish	0.663	0.355	0.500
winterbreak	NO TRANSLATION	0.612	0.464	0.491
wintertime	qish vaqti	0.760	0.516	0.404
wintery	qozonlik	0.388	0.512	0.463
wintry	qish	0.448	0.434	0.445
wipe	o'chirish	0.663	0.427	0.551
wiper	shlangchi	0.500	0.380	0.535
wire	tel	0.480	0.330	0.245
wired	simli	0.398	0.420	0.537
wireless	simsiz	0.635	0.444	0.537
wiretap	telegramma	0.224	0.642	0.454
wiring	Bolalar kabellari	0.490	0.367	0.431
wis	aqlli	0.510	0.431	0.406
wisdom	donolik	0.930	0.302	0.871
wise	dono	0.878	0.250	0.861
wish	istak	0.771	0.583	0.647
wishbone	ko'krak qafasi	0.494	0.531	0.426
wishful	istak	0.885	0.712	0.606
wishing	xohlayman	0.755	0.600	0.491
wishmeluck	menga omad tila	0.729	0.582	0.465
wisp	wisp	0.552	0.388	0.417
wistful	jirkanch	0.323	0.451	0.312
wit	oqilona	0.844	0.484	0.775
witch	jodugar	0.292	0.710	0.473
witchcraft	sehrgarlik	0.183	0.779	0.555
withal	bilan	0.345	0.264	0.381
withdraw	olish	0.260	0.425	0.336
withdrawal	olib tashlash	0.275	0.541	0.226
withdrawals	pul olish	0.427	0.404	0.464
withdrawn	olib tashlandi	0.182	0.368	0.221
wither	qurib qolgan	0.150	0.420	0.259
withered	qurib qoldi	0.188	0.292	0.160
withering	Soldurma	0.271	0.650	0.345
withhold	to'xtat	0.320	0.451	0.444
withholding	ushlab qolish	0.165	0.490	0.480
withstand	qarshilik ko'rsatish	0.370	0.548	0.571
witless	aqlsiz	0.198	0.333	0.179
witness	guvoh	0.562	0.569	0.593
wits	fikrlar	0.760	0.596	0.765
witty	oqlangan	0.857	0.707	0.759
wiz	wiz	0.467	0.545	0.441
wizard	sehrgar	0.656	0.430	0.526
wobble	toymasin	0.375	0.620	0.350
wobbly	g'azab bilan	0.208	0.759	0.225
woe	voy	0.340	0.606	0.204
woeful	g'amgin	0.135	0.555	0.255
woefully	bechora	0.204	0.580	0.269
wok	wok	0.583	0.375	0.500
wokemeup	NO TRANSLATION	0.561	0.520	0.444
wolf	bo'ri	0.448	0.712	0.630
wolverine	wolverine	0.470	0.673	0.627
woman	ayol	0.865	0.500	0.578
womanhood	ayollik	0.812	0.656	0.602
womanizer	ayol kishi	0.281	0.800	0.471
womanly	ayol	0.909	0.615	0.473
womb	bachadon	0.375	0.385	0.591
wonder	hayron	0.939	0.771	0.765
wonderful	ajoyib	0.971	0.776	0.830
wonderfully	ajoyib	0.969	0.760	0.821
wonderment	hayron	0.929	0.679	0.795
wondrous	mo''jizaviy	0.854	0.679	0.818
wont	NO TRANSLATION	0.240	0.343	0.291
woo	woo	0.646	0.729	0.430
wood	yog'och	0.494	0.182	0.373
woodcut	yog'och	0.633	0.354	0.542
wooden	yog'och	0.500	0.196	0.318
woodland	o'rmonzor	0.776	0.306	0.480
woodlands	o'rmonlar	0.656	0.340	0.473
woodpecker	yog'och to'ldirilgan	0.520	0.482	0.445
woods	o'rmonlar	0.594	0.269	0.364
woodshed	yog'ochdan yasalgan	0.551	0.373	0.312
woodsman	o'rmonchi	0.500	0.451	0.522
woodwork	yog'och ishlov berish	0.490	0.481	0.545
woody	yog'ochli	0.469	0.260	0.396
woof	shuv	0.354	0.509	0.404
woohoo	woohoo	0.658	0.670	0.451
wooing	wooing	0.740	0.730	0.702
wool	jun	0.583	0.132	0.345
woolen	yünlüdür	0.726	0.265	0.307
woolly	yünlüdür	0.531	0.398	0.320
woot	woot	0.602	0.490	0.481
woozy	woozy	0.177	0.452	0.306
wop	wop	0.417	0.452	0.394
word	so'z	0.552	0.255	0.482
wording	so'zlar	0.653	0.500	0.588
words	so'zlar	0.710	0.216	0.473
wordy	so'zma-so'z	0.643	0.478	0.586
work	ish	0.719	0.596	0.750
workaholic	ishchi	0.344	0.657	0.557
workbook	ishchi kitobi	0.673	0.343	0.510
worker	ishchi	0.719	0.598	0.684
working	ishlaydi	0.740	0.585	0.576
workings	ishlov berish	0.704	0.560	0.745
workload	ish yuki	0.231	0.792	0.490
workman	ishchi	0.729	0.618	0.726
workmanship	mahorat	0.694	0.441	0.627
workout	tayyorlamoq	0.868	0.827	0.780
workplace	ish joyi	0.592	0.431	0.583
works	ishlaydi	0.776	0.434	0.657
workshop	seminar	0.531	0.426	0.510
workup	ishlash	0.582	0.713	0.589
world	Dunyo	0.622	0.394	0.750
worldly	dunyoviy	0.438	0.612	0.295
worldwide	butun dunyo bo'ylab	0.790	0.462	0.851
worm	solucan	0.130	0.418	0.219
wormhole	teshik	0.337	0.380	0.483
wormwood	shuvoq	0.458	0.406	0.355
worn	eskirgan	0.350	0.482	0.189
worried	tashvishlangan	0.094	0.824	0.395
worries	tashvishlar	0.094	0.679	0.363
worry	tashvishlaning	0.245	0.776	0.267
worrying	tashvishlantiruvchi	0.047	0.750	0.296
worse	yomonroq	0.062	0.704	0.225
worsening	yomonlashdi	0.115	0.685	0.202
worship	ibodat qilish	0.688	0.380	0.573
worshipful	sig'inish	0.760	0.648	0.546
worstfeeling	NO TRANSLATION	0.092	0.625	0.308
worth	qiymati	0.872	0.510	0.889
worthless	qiymatsiz	0.083	0.420	0.153
worthwhile	munosib	0.908	0.385	0.538
worthy	loyiq	0.812	0.340	0.796
wot	wot	0.520	0.480	0.357
would	bo'lar edi	0.493	0.412	0.427
wound	yara	0.150	0.717	0.310
wounded	yaradorlar	0.115	0.770	0.275
wounding	yaralashlar	0.219	0.725	0.454
wounds	yaralar	0.102	0.735	0.345
wracking	o'ralgan	0.244	0.607	0.454
wrangler	qandil ayol	0.417	0.574	0.676
wrangling	tortishish	0.146	0.865	0.585
wrap	o'rash	0.594	0.441	0.275
wrapper	sarmoyador	0.625	0.358	0.391
wrapping	o'rash	0.460	0.368	0.462
wrath	g'azab	0.039	0.908	0.548
wrathful	G'azablangan	0.102	0.730	0.446
wreak	jarohat olish	0.375	0.622	0.498
wreath	gulchambar	0.745	0.440	0.660
wreck	halokat	0.220	0.770	0.339
wreckage	halokat	0.082	0.353	0.333
wrecked	buzildi	0.078	0.618	0.280
wrecker	haydovchi	0.229	0.716	0.474
wrench	kaliti	0.396	0.202	0.545
wrenching	siqilish	0.204	0.833	0.483
wrest	kurashish	0.427	0.750	0.727
wrestle	kurash	0.388	0.890	0.765
wrestler	kurashchi	0.520	0.863	0.911
wrestling	kurash	0.449	0.868	0.774
wretch	qashshoqlik	0.040	0.667	0.250
wretched	baxtsiz	0.135	0.560	0.190
wriggle	chirigan	0.469	0.627	0.404
wright	Raytlar	0.540	0.528	0.389
wring	siqish	0.360	0.656	0.348
wringer	siqilish	0.365	0.519	0.321
wrinkle	ajinlar	0.150	0.370	0.274
wrinkled	ajinlar	0.271	0.402	0.200
wrist	bilakka	0.706	0.340	0.265
wristband	bilaguzuk	0.551	0.194	0.292
wristwatch	Qo'l soatlari	0.771	0.338	0.308
writ	yozmoq	0.562	0.220	0.543
write	yozing	0.612	0.387	0.534
writer	yozuvchi	0.806	0.330	0.780
writing	yozish	0.694	0.475	0.645
written	yozgan	0.600	0.231	0.520
wrong	noto'g'ri	0.042	0.582	0.480
wrongdoing	noto'g'ri ma'lumotlar	0.112	0.745	0.451
wrongful	noto'g'ri	0.102	0.680	0.347
wrongly	noto'g'ri	0.054	0.550	0.202
wrought	ishlangan	0.322	0.559	0.681
wry	xolos	0.219	0.548	0.528
xanax	xanax	0.427	0.402	0.446
xenophobia	ksenofobiya	0.156	0.771	0.500
xerox	xerox	0.385	0.349	0.448
xmas	xmas	0.906	0.717	0.615
xoxo	xoxo	0.729	0.520	0.400
yaaaay	NO TRANSLATION	0.625	0.677	0.326
yaaay	NO TRANSLATION	0.650	0.610	0.330
yaay	NO TRANSLATION	0.604	0.575	0.327
yacht	yot	0.823	0.670	0.660
yachting	yachting	0.624	0.635	0.609
yahoo	yahoo	0.643	0.583	0.522
yak	yak	0.469	0.422	0.422
yam	Shirin kartoshka	0.500	0.206	0.152
yank	yanki	0.271	0.630	0.538
yap	NO TRANSLATION	0.510	0.458	0.370
yard	hovli	0.468	0.176	0.349
yarn	ip	0.510	0.265	0.233
yaw	yaw	0.586	0.592	0.491
yawn	esnamoq	0.385	0.120	0.139
yawning	yawning	0.323	0.216	0.150
yay	vajjaj	0.694	0.575	0.345
yayy	yayy	0.640	0.587	0.355
yayyy	yayyy	0.602	0.700	0.381
yayyyy	NO TRANSLATION	0.677	0.613	0.363
yea	Ha	0.751	0.412	0.472
yeahhh	yeahhh	0.820	0.792	0.510
yeahhhh	NO TRANSLATION	0.865	0.721	0.440
year	yil	0.542	0.284	0.415
yearbook	yilnomasi	0.562	0.231	0.509
yearling	yil	0.510	0.348	0.518
yearly	har yili	0.592	0.295	0.431
yearn	yillar	0.592	0.491	0.491
yearning	xushbichim	0.709	0.510	0.537
years	yil	0.653	0.330	0.508
yeast	xamirturush	0.500	0.350	0.327
yehey	NO TRANSLATION	0.490	0.530	0.298
yell	baqirmoq	0.240	0.798	0.558
yeller	yeller	0.436	0.500	0.453
yelling	qichqiradi	0.323	0.939	0.565
yellow	sariq rangda	0.671	0.275	0.387
yellows	yelloshlar	0.570	0.306	0.318
yelp	yelp	0.417	0.709	0.431
yen	yen	0.510	0.435	0.508
yeoman	yeoman	0.530	0.459	0.510
yesss	yesss	0.719	0.657	0.451
yessss	yessss	0.719	0.796	0.415
yesterday	Kecha	0.500	0.286	0.253
yesteryear	yesteryear	0.469	0.259	0.331
yew	yew	0.312	0.207	0.311
yey	NO TRANSLATION	0.677	0.530	0.290
yield	Yo'l bering	0.719	0.578	0.618
yielding	hosil bo'lgan	0.490	0.643	0.444
yo-yo	NO TRANSLATION	0.592	0.643	0.345
yodel	yodel	0.510	0.454	0.389
yoga	yoga	0.750	0.115	0.422
yogi	yogi	0.653	0.347	0.349
yogurt	yogurt	0.660	0.269	0.240
yoke	bo'yinturuq	0.281	0.620	0.582
yolk	sarig'i	0.490	0.306	0.280
yon	NO TRANSLATION	0.479	0.365	0.393
yonder	yaqin	0.615	0.330	0.318
young	yosh	0.812	0.520	0.537
younger	yosh	0.781	0.457	0.558
youngster	yosh	0.796	0.557	0.661
yousuck	Siz rasvosiz	0.225	0.614	0.350
youth	yoshlar	0.938	0.608	0.736
youthful	yoshlar	0.827	0.480	0.686
yucky	yucky	0.142	0.806	0.237
yuletide	yuletid	0.438	0.430	0.445
yummy	yoqimli	0.878	0.550	0.658
yuppie	yuppie	0.677	0.610	0.445
zany	zany	0.500	0.641	0.586
zap	zap	0.385	0.438	0.371
zeal	g'ayrat	0.367	0.741	0.616
zealot	zealot	0.480	0.793	0.654
zealous	g'ayratli	0.292	0.829	0.347
