Word	Hindi-hi	Valence	Arousal	Dominance
senescence	बुढ़ापा	0.378	0.456	0.394
senile	बूढ़ा	0.280	0.211	0.305
senior	वरिष्ठ	0.561	0.415	0.536
seniority	ज्येष्ठता	0.408	0.427	0.602
senor	मैडम	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	सनसनी	0.781	0.663	0.673
sensational	संवेदनात्मक	0.938	0.827	0.858
sense	समझ	0.781	0.417	0.474
senseless	बेहोश	0.125	0.388	0.136
senses	होश	0.740	0.461	0.693
sensibility	संवेदनशीलता	0.583	0.423	0.448
sensible	समझदार	0.625	0.454	0.312
sensibly	समझदारी से	0.786	0.337	0.396
sensitive	संवेदनशील	0.714	0.426	0.254
sensitivity	संवेदनशीलता	0.750	0.417	0.395
sensor	सेंसर	0.571	0.377	0.542
sensory	ग्रहणशील	0.583	0.480	0.442
sensual	कामुक	0.730	0.790	0.642
sensuality	कामुकता	0.844	0.840	0.632
sensuous	कामुक	0.854	0.798	0.625
sentence	वाक्य	0.625	0.265	0.548
sentencing	सजा	0.120	0.782	0.561
sentient	संवेदनशील	0.583	0.417	0.363
sentiment	भाव	0.765	0.451	0.639
sentimental	भावुक	0.583	0.378	0.312
sentimentality	भावुकता	0.771	0.548	0.319
sentinel	पहरेदार	0.531	0.602	0.845
sentry	पहरेदार	0.470	0.547	0.684
separable	वियोज्य	0.469	0.390	0.368
separate	अलग	0.240	0.514	0.349
separately	अलग से	0.310	0.365	0.368
separation	पृथक्करण	0.198	0.592	0.409
separatist	संप्रदायवादी	0.245	0.627	0.537
sepia	एक प्रकार की मछली	0.448	0.270	0.345
sepsis	पूति	0.229	0.452	0.327
sept	घराना	0.521	0.333	0.361
septic	विषाक्त	0.281	0.462	0.425
septum	पट	0.276	0.423	0.410
sequel	परिणाम	0.650	0.480	0.574
sequence	अनुक्रम	0.543	0.350	0.529
sequent	सिलसिलेवार	0.531	0.423	0.591
sequestered	एकांत	0.160	0.863	0.427
sequestration	ज़ब्ती	0.177	0.860	0.500
serenade	प्रेमी का सन्ध्या का गीत	0.875	0.570	0.491
serendipity	नसीब	0.677	0.413	0.500
serene	निर्मल	0.802	0.132	0.370
serenity	शांति	0.900	0.122	0.557
sergeant	उच्च श्रेणी का वकील	0.408	0.600	0.833
serial	धारावाहिक	0.469	0.350	0.472
serialize	क्रमबद्ध करें	0.500	0.455	0.593
series	शृंखला	0.622	0.431	0.420
serif	सेरिफ़	0.531	0.417	0.415
serious	गंभीर	0.500	0.455	0.619
seriousness	गंभीरता	0.439	0.365	0.750
sermon	उपदेश	0.417	0.507	0.615
serpent	साँप	0.115	0.696	0.679
serpentine	टेढ़ा	0.576	0.646	0.329
serrated	दाँतेदार	0.388	0.435	0.418
serum	सीरम	0.520	0.231	0.443
servant	नौकर	0.340	0.408	0.331
serve	सेवा कर	0.622	0.400	0.384
server	सर्वर	0.656	0.356	0.536
service	सर्विस	0.684	0.408	0.535
serviceable	फ़ायदेमंद	0.834	0.400	0.684
servile	ग़ुलामी का	0.439	0.327	0.415
servitude	भृत्यभाव	0.250	0.490	0.250
sesame	तिल	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	अधिवेशन	0.510	0.481	0.491
sessions	सत्र	0.646	0.578	0.650
set	सेट	0.521	0.482	0.630
setback	नाकामयाबी	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	बैठानेवाला	0.541	0.455	0.473
settle	बसना	0.833	0.520	0.772
settled	बसे हुए	0.521	0.510	0.473
settlement	समझौता	0.635	0.412	0.723
settler	आबादकार	0.573	0.453	0.519
settlor	सेटलर	0.531	0.434	0.534
setup	सेट अप	0.667	0.398	0.635
seven	सात	0.672	0.265	0.373
seventeen	सत्रह	0.585	0.296	0.321
seventh	सातवाँ	0.500	0.245	0.288
seventy	सत्तर	0.625	0.353	0.446
sever	काटकर अलग करना	0.156	0.635	0.451
severable	पृथक्करणीय	0.406	0.451	0.398
severally	अलग-अलग	0.719	0.298	0.600
severance	पृथक्करण	0.396	0.620	0.541
severe	कठोर	0.164	0.735	0.635
severely	कठोरता से	0.219	0.673	0.700
severity	तीव्रता	0.260	0.712	0.661
sew	सीना	0.510	0.340	0.340
sewage	मल	0.255	0.343	0.339
sewer	गंदा नाला	0.286	0.367	0.282
sewerage	मल	0.208	0.450	0.198
sewing	सिलाई	0.625	0.337	0.356
sex	लिंग	0.803	0.939	0.704
sexist	सेक्सिस्ट	0.255	0.798	0.411
sexual	यौन	0.584	0.959	0.640
sexuality	लैंगिकता	0.670	0.898	0.657
sexy	कामुक	0.865	0.945	0.802
shabby	जर्जर	0.235	0.519	0.259
shack	झोंपड़ी	0.396	0.425	0.339
shackle	बेड़ी	0.276	0.580	0.414
shade	छाया	0.388	0.265	0.278
shades	रंगों	0.490	0.300	0.380
shading	लकीर खींचने की क्रिया	0.420	0.324	0.318
shadow	साया	0.302	0.343	0.158
shadowy	छायादार	0.135	0.373	0.330
shady	छायादार	0.323	0.509	0.375
shaft	शाफ़्ट	0.549	0.275	0.472
shag	यौन-संबंध	0.417	0.462	0.340
shaggy	झबरा	0.510	0.302	0.321
shake	हिलाना	0.439	0.689	0.539
shakedown	तलाशी	0.286	0.692	0.481
shaken	हिल	0.344	0.657	0.333
shaker	एक प्रकार के बरतन	0.520	0.728	0.518
shaking	कंपन	0.275	0.849	0.255
shaky	अस्थिर	0.260	0.734	0.223
shall	करेगा	0.510	0.385	0.412
shallow	उथला	0.427	0.298	0.351
shallows	छिछले	0.388	0.368	0.368
sham	दिखावा	0.354	0.602	0.395
shaman	जादूगर	0.490	0.531	0.604
shambles	खंडहर	0.271	0.696	0.287
shame	शर्म की बात है	0.060	0.670	0.155
shamed	शर्मिंदा	0.135	0.567	0.218
shameful	शर्मनाक	0.040	0.680	0.264
shameless	बेशर्म	0.274	0.713	0.407
shampoo	शैम्पू	0.604	0.180	0.250
shanghai	शंघाई	0.551	0.450	0.509
shank	टांग	0.530	0.393	0.286
shanty	मड़ई	0.427	0.459	0.255
shape	आकार	0.592	0.240	0.422
shapely	सुडौल	0.771	0.441	0.830
shard	ठीकरा	0.388	0.407	0.426
share	शेयर	0.759	0.548	0.545
shareholder	शेयरहोल्डर	0.656	0.632	0.915
sharing	साझा करने	0.827	0.462	0.545
shark	शार्क	0.260	0.845	0.596
sharp	तेज़	0.459	0.585	0.585
sharpen	गहरा बनाना	0.582	0.694	0.611
sharpened	तेज	0.573	0.647	0.727
sharpener	आसियाना	0.532	0.435	0.327
sharpness	तीखेपन	0.729	0.385	0.653
sharpshooter	निशानची	0.240	0.929	0.764
shatter	टूट	0.108	0.821	0.464
shattered	बिखर	0.097	0.806	0.309
shattering	गर्जनापूर्ण	0.135	0.760	0.475
shave	हजामत	0.521	0.410	0.480
shaver	रेज़र	0.418	0.450	0.392
shaving	हजामत बनाने का काम	0.500	0.469	0.353
shawl	शाल	0.720	0.365	0.230
sheaf	पुलिंदा	0.396	0.387	0.456
shear	कतरनी	0.286	0.647	0.388
shears	कैंची	0.429	0.527	0.254
sheath	म्यान	0.460	0.314	0.342
sheathing	आवरण	0.378	0.480	0.642
shed	बहाना	0.427	0.402	0.470
sheen	चमक	0.812	0.510	0.712
sheep	भेड़	0.604	0.206	0.161
sheepdog	शीपडॉग	0.684	0.442	0.529
sheepish	दब्बू	0.326	0.441	0.205
sheer	निरा	0.604	0.250	0.481
sheet	चादर	0.439	0.174	0.302
sheik	शेख़	0.521	0.579	0.708
shelf	शेल्फ	0.561	0.202	0.366
shell	खोल	0.615	0.408	0.391
shellfish	कस्तूरा	0.594	0.412	0.393
shelling	छीलन	0.337	0.917	0.773
shelter	आश्रय	0.704	0.229	0.569
sheltered	आश्रय	0.590	0.377	0.717
shelters	आश्रयों	0.582	0.333	0.482
shelved	हटाया हुआ	0.306	0.166	0.321
shepherd	चरवाहा	0.656	0.304	0.610
sherbet	शर्बत	0.592	0.363	0.348
sheriff	शेरिफ	0.602	0.541	0.802
sherry	स्पेनिश सफेद मदिरा	0.594	0.477	0.315
shield	ढाल	0.510	0.373	0.663
shift	खिसक जाना	0.479	0.610	0.491
shifting	स्थानांतरण	0.518	0.548	0.546
shifty	कुटिल	0.365	0.687	0.483
shilling	शिलिंग	0.521	0.342	0.430
shimmer	टिमटिमाना	0.745	0.562	0.656
shimmering	झिलमिलाता	0.844	0.648	0.904
shimmy	एक प्रकार का नृत्य	0.478	0.476	0.462
shin	पिंडली	0.459	0.500	0.231
shindig	नृत्य	0.552	0.560	0.491
shine	चमक	0.844	0.539	0.741
shiner	हीरा	0.740	0.510	0.556
shingle	तख़्ती	0.510	0.200	0.410
shining	चमकदार	0.885	0.673	0.812
shiny	चमकदार	0.885	0.604	0.787
ship	समुंद्री जहाज	0.646	0.500	0.439
shipment	लदान	0.582	0.440	0.452
shipping	शिपिंग	0.622	0.327	0.443
shipshape	यथार्थ	0.594	0.480	0.474
shipwreck	जहाज़ की तबाही	0.268	0.768	0.373
shipyard	शिपयार्ड	0.398	0.583	0.595
shire	प्रांत	0.479	0.257	0.609
shirt	कमीज	0.698	0.186	0.231
shit	मल	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	मूर्ख	0.120	0.645	0.302
shitless	shitless	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	कंपकंपी	0.260	0.765	0.236
shivering	कंपकंपी	0.122	0.663	0.373
shoals	Shoals	0.396	0.408	0.375
shock	झटका	0.286	0.821	0.453
shocked	हैरान	0.292	0.773	0.375
shocker	घिनौना आदमी	0.235	0.804	0.616
shocking	चौंका देने वाला	0.378	0.853	0.833
shockingly	आश्चर्यजनक	0.510	0.924	0.721
shoddy	तुच्छ	0.082	0.463	0.179
shoe	जूता	0.517	0.225	0.288
shoelace	जूते का फीता	0.396	0.280	0.307
shoemaker	मोची	0.396	0.269	0.491
shoes	जूते	0.729	0.324	0.210
shoeshine	जूते की चमक	0.392	0.387	0.325
shook	हिलाकर रख दिया	0.163	0.759	0.509
shoot	गोली मार	0.092	0.926	0.625
shooter	शूटर	0.224	0.814	0.774
shooting	शूटिंग	0.276	0.931	0.602
shootout	मुठभेड़	0.080	0.927	0.615
shop	दुकान	0.725	0.632	0.565
shopkeeper	दुकानदार	0.677	0.510	0.730
shoplifter	उचक्का	0.167	0.830	0.500
shoplifting	दुकानों से सामान चोरी	0.152	0.833	0.441
shopper	दुकानदार	0.646	0.615	0.741
shopping	खरीदारी	0.915	0.445	0.630
shore	किनारा	0.542	0.304	0.204
shoreline	तटरेखा	0.677	0.296	0.529
shorn	छीना हुआ	0.396	0.415	0.400
short	कम	0.184	0.264	0.237
short story	लघु कथा	0.697	0.321	0.348
shortage	कमी	0.094	0.455	0.198
shortcake	कचौड़ी	0.677	0.359	0.398
shortcoming	कमी	0.195	0.370	0.258
shortcut	शॉर्टकट	0.594	0.308	0.426
shorten	छोटा	0.302	0.382	0.460
shortening	कमी	0.286	0.333	0.385
shorthand	आशुलिपि	0.459	0.450	0.461
shortly	कुछ ही देर में	0.582	0.310	0.360
shortness	तकलीफ	0.459	0.280	0.272
shorts	निकर	0.622	0.481	0.287
shortstop	शॉर्टस्टॉप	0.418	0.529	0.450
shortwave	शॉर्टवेव	0.460	0.271	0.368
shot	शॉट	0.144	0.750	0.569
shotgun	मशीनगन	0.200	0.868	0.684
shoulder	कंधा	0.562	0.286	0.406
shout	चिल्लाना	0.229	0.925	0.444
shove	धक्का	0.306	0.690	0.602
shovel	बेलचा	0.427	0.308	0.267
shoveling	खोदते	0.265	0.620	0.537
show	प्रदर्शन	0.673	0.771	0.719
showbiz	शोबिज़	0.661	0.713	0.598
showboat	तैरनेवाला नाटकशाला	0.618	0.625	0.509
showcase	शोकेस	0.521	0.255	0.415
showdown	तसलीम	0.302	0.950	0.692
shower	शावर	0.669	0.346	0.336
showgirl	नर्तकी	0.633	0.694	0.481
showing	दिखा	0.622	0.540	0.491
showoff	दिखावा	0.344	0.598	0.463
showroom	शोरूम	0.740	0.441	0.536
showy	दिखावटी	0.698	0.657	0.661
shrapnel	गंजगोला	0.240	0.740	0.681
shred	टुकड़ा	0.224	0.750	0.627
shrew	कर्कशा	0.306	0.463	0.390
shrewd	चालाक	0.551	0.673	0.816
shriek	कटकट	0.459	0.827	0.491
shrill	अनिमेष	0.312	0.721	0.640
shrimp	झींगा	0.571	0.361	0.425
shrine	मंदिर	0.802	0.255	0.574
shrink	हटना	0.385	0.453	0.272
shrinking	सिकुड़	0.190	0.400	0.217
shrivel	सूखना	0.160	0.409	0.143
shroud	कफ़न	0.417	0.457	0.389
shrub	झाड़ी	0.531	0.340	0.340
shrubbery	झाड़ी का जंगल	0.490	0.267	0.332
shrug	कंधे उचकाने की क्रिया	0.208	0.296	0.278
shrunk	सिकुड़	0.163	0.354	0.218
shrunken	सिकुड़ा हुआ	0.500	0.373	0.221
shudder	कंपकंपी	0.344	0.791	0.559
shuddering	सिहरन	0.302	0.802	0.638
shuffle	मिश्रण	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	पुथल	0.521	0.408	0.293
shun	सीधे खड़े हो	0.418	0.604	0.389
shunned	त्याग	0.271	0.464	0.367
shunt	अलग धकेलना	0.312	0.500	0.470
shut	बंद	0.240	0.352	0.311
shutdown	बंद करना	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	शटर	0.191	0.380	0.482
shuttle	शटल	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	शर्मीला	0.280	0.153	0.132
shyness	शर्म	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	भाई	0.857	0.340	0.636
sic	इस प्रकार से	0.370	0.459	0.380
sick	बीमार	0.104	0.431	0.136
sickbay	बीमार इंसान	0.296	0.510	0.345
sicken	घृणा का अनुभव करना	0.051	0.500	0.294
sickening	कुत्सित	0.074	0.618	0.259
sickle	दरांती	0.427	0.585	0.370
sickly	बीमार	0.188	0.550	0.191
sickness	रोग	0.094	0.704	0.288
side	पक्ष	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	साइडबार	0.469	0.364	0.405
sideboard	अलमारी	0.590	0.259	0.426
sideburns	कलम	0.777	0.327	0.308
sidecar	एक प्रकार का मादक द्रव्य	0.552	0.449	0.500
sidekick	सहायक	0.602	0.439	0.509
sideline	अप्रधान व्यवसाय	0.440	0.382	0.517
sideshow	स्लाइड शो	0.458	0.594	0.658
sidestep	टलना	0.378	0.559	0.407
sidewalk	फ़ुटपाथ	0.479	0.192	0.348
sideways	बग़ल में	0.788	0.245	0.291
sidewinder	पहलू की चोट	0.500	0.500	0.439
siege	घेराबंदी	0.271	0.750	0.567
siesta	गरम देशों में दोपहर की अल्प निद्रा	0.740	0.046	0.295
sieve	चलनी	0.459	0.250	0.333
sift	छान-बीन करना	0.542	0.412	0.461
sifting	छानना	0.571	0.469	0.474
sigh	आह	0.469	0.387	0.273
sight	दृष्टि	0.684	0.250	0.528
sighting	देखा	0.582	0.560	0.627
sightseeing	पर्यटन स्थलों का भ्रमण	0.875	0.552	0.697
sigma	सिग्मा	0.490	0.472	0.535
sign	संकेत	0.620	0.481	0.397
signal	संकेत	0.615	0.417	0.464
signature	हस्ताक्षर	0.570	0.422	0.657
significance	महत्व	0.820	0.460	0.644
significant	महत्वपूर्ण	0.827	0.649	0.786
signification	शब्द-शक्ति	0.583	0.337	0.530
signify	प्रकट करना	0.453	0.422	0.634
signpost	पताका का स्तंभ	0.510	0.400	0.446
silence	शांति	0.438	0.200	0.223
silencer	साइलेंसर	0.417	0.356	0.482
silent	मूक	0.469	0.125	0.280
silently	चुप चाप	0.448	0.185	0.306
silhouette	सिल्हूट	0.582	0.410	0.288
silicon	सिलिकॉन	0.439	0.448	0.445
silicone	सिलिकॉन	0.480	0.340	0.333
silk	रेशम	0.760	0.115	0.300
silken	रेशमी	0.730	0.265	0.394
silky	रेशमी	0.802	0.397	0.271
sill	देहली	0.433	0.375	0.324
silliness	मूर्खता	0.327	0.368	0.192
silly	मूर्खतापूर्ण	0.384	0.349	0.161
