Word	Hmong-hmn	Valence	Arousal	Dominance
revolution	kiv puag ncig	0.417	0.902	0.798
revolutionary	revolutionary	0.635	0.887	0.824
revolutionize	hloov siab	0.684	0.816	0.904
revolve	rov qab	0.592	0.546	0.402
revolver	phom sij	0.194	0.796	0.750
revolving	Revolving	0.602	0.570	0.580
revue	tshem tawm	0.594	0.350	0.420
revulsion	tshem tawm	0.104	0.765	0.343
revving	revving	0.604	0.875	0.879
reward	nqi zog	0.948	0.694	0.783
rewarding	nqi zog	0.958	0.637	0.783
rewind	rewind	0.460	0.551	0.431
rewire	rewire	0.365	0.462	0.406
rewrite	sau dua tshiab	0.490	0.500	0.434
rhapsody	rhapsody	0.708	0.490	0.460
rhetoric	rhetoric	0.417	0.429	0.504
rhetorical	rhetorical	0.417	0.569	0.635
rheumatism	rheumatism	0.219	0.472	0.418
rhinestone	rhinestone	0.531	0.551	0.408
rhino	rhino	0.531	0.549	0.555
rhinoceros	rhinoceros	0.556	0.656	0.569
rhubarb	rhubarb	0.582	0.304	0.340
rhyme	sib dhos	0.667	0.249	0.481
rhyming	sib dhos	0.729	0.410	0.500
rhythm	atherosclerosis	0.771	0.759	0.573
rhythmic	rhythmic	0.714	0.642	0.664
rhythmical	rhythmical	0.844	0.694	0.632
rib	tav	0.490	0.349	0.351
ribbed	ribbed	0.365	0.378	0.409
ribbon	Ribbon	0.719	0.288	0.357
rice	mov	0.667	0.208	0.330
rich	nplua nuj	0.882	0.627	0.905
riches	nplua nuj	0.958	0.694	0.880
richness	kev nplua nuj	0.896	0.833	0.922
rick	rick	0.459	0.420	0.444
rickety	rickety	0.224	0.402	0.241
rickshaw	rickshaw	0.438	0.594	0.402
ricochet	ricochet	0.287	0.618	0.430
rid	tshem	0.194	0.408	0.327
riddance	riddance	0.323	0.562	0.472
riddle	riddle	0.521	0.583	0.543
riddled	riddled	0.281	0.861	0.422
ride	caij	0.806	0.465	0.472
rider	caij tsheb	0.635	0.627	0.574
ridge	Ridge	0.484	0.402	0.349
ridicule	thuam	0.143	0.745	0.255
ridiculed	luag nyav	0.112	0.806	0.212
ridiculous	tsis zoo	0.159	0.594	0.245
riding	caij	0.694	0.654	0.620
rife	rife	0.570	0.561	0.692
riff	riff	0.521	0.551	0.343
riffraff	riffraff	0.360	0.404	0.397
rifle	phom loj	0.329	0.900	0.718
rifleman	rifleman	0.245	0.863	0.767
rifles	phom	0.337	0.864	0.765
rift	rift	0.246	0.519	0.289
rig	rig	0.542	0.382	0.746
rigged	rigged	0.188	0.510	0.412
rigging	rigging	0.510	0.518	0.440
right	txoj cai	0.740	0.352	0.710
righteous	ncaj ncees	0.823	0.385	0.790
righteousness	kev ncaj ncees	0.802	0.660	0.897
rightful	txoj cai	0.837	0.358	0.821
rightly	rightly	0.740	0.471	0.782
righty	zoo	0.750	0.314	0.786
rigid	txhav	0.357	0.552	0.591
rigidity	rigidity	0.198	0.530	0.726
rigor	sib zog	0.375	0.745	0.713
rigorous	nyav	0.438	0.818	0.847
rim	ntug	0.510	0.397	0.302
rind	rind	0.542	0.280	0.491
ring	nplhaib	0.677	0.427	0.464
ringer	ringer	0.573	0.604	0.347
ringing	ringing	0.724	0.598	0.693
ringleader	ringleader	0.520	0.550	0.640
ringmaster	ringmaster	0.630	0.622	0.732
ringside	ringside	0.500	0.644	0.411
rink	rink	0.551	0.392	0.392
rinse	yaug	0.663	0.168	0.409
riot	riot	0.061	0.946	0.586
rioting	rioting	0.156	0.949	0.560
riotous	riotous	0.163	0.837	0.588
riots	riots	0.099	0.882	0.564
rip	dua	0.146	0.676	0.365
riparian	tus neeg tsav tsheb	0.552	0.408	0.412
ripe	ripe	0.671	0.337	0.670
ripen	ripen	0.755	0.373	0.671
ripening	ripening	0.615	0.490	0.759
ripper	ripper	0.219	0.887	0.642
ripple	ripple	0.500	0.453	0.370
rippling	rippling	0.500	0.480	0.327
rise	nce	0.667	0.593	0.745
rising	nce	0.750	0.602	0.696
risk	muaj hmoo	0.240	0.816	0.438
risky	risky	0.224	0.922	0.700
risotto	risotto	0.802	0.454	0.234
rite	rite	0.378	0.570	0.606
ritual	ritual	0.375	0.520	0.508
ritualistic	ritualistic	0.450	0.583	0.540
rival	yeeb ncuab	0.286	0.605	0.574
rivalry	kev sib tw	0.192	0.765	0.538
river	dej	0.688	0.392	0.605
riverbank	dej dej	0.684	0.300	0.330
riverbed	Riverbed	0.610	0.233	0.421
riverboat	Riverboat	0.561	0.347	0.462
rivet	rivet	0.458	0.306	0.405
riveted	riveted	0.385	0.439	0.443
riveting	riveting	0.448	0.544	0.394
roach	roach	0.146	0.598	0.259
road	kev	0.656	0.404	0.404
roadblock	kev khiav haujlwm	0.337	0.669	0.490
roadhouse	kev tsev	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	kev sib tw	0.490	0.702	0.590
roads	kev	0.677	0.448	0.496
roadside	txoj kev	0.500	0.569	0.472
roadster	kev tsheb	0.531	0.622	0.473
roadtrip	kev taug kev	0.677	0.596	0.519
roadway	txoj kev tsheb	0.562	0.206	0.509
roadworks	roadworks	0.562	0.538	0.509
roam	ncig ua si	0.510	0.550	0.444
roar	nyooj	0.427	0.816	0.675
roaring	roaring	0.449	0.817	0.634
roast	roast	0.521	0.541	0.311
roasted	roasted	0.615	0.520	0.339
rob	hlau	0.112	0.840	0.500
robber	tub sab	0.135	0.772	0.481
robbery	nyiag khoom	0.133	0.843	0.435
robe	robe	0.594	0.216	0.298
robin	robin	0.552	0.363	0.393
robot	neeg hlau	0.441	0.337	0.543
robotic	robotic	0.417	0.602	0.657
robotics	neeg hlau	0.592	0.600	0.763
robust	muaj zog	0.667	0.604	0.719
roc	roc	0.427	0.510	0.415
rock	pob zeb	0.623	0.236	0.557
rocker	rocker	0.615	0.704	0.625
rocket	foob ​​pob hluav taws	0.664	0.824	0.774
rocks	pob zeb	0.365	0.209	0.543
rod	pas	0.479	0.319	0.355
rodent	nas	0.323	0.577	0.279
rodeo	rodeo	0.490	0.676	0.588
roe	roe	0.490	0.382	0.398
rogue	neeg siab tsis ncaj	0.334	0.713	0.636
role	lub luag haujlwm	0.552	0.260	0.464
roll	yob	0.469	0.510	0.172
roller	menyuam	0.521	0.394	0.345
rollercoaster	rollercoaster	0.802	0.910	0.651
rollers	chais	0.490	0.365	0.336
rollicking	tawm	0.878	0.806	0.552
rolling	dov	0.510	0.606	0.321
roman	roman	0.615	0.475	0.639
romance	romance	0.980	0.682	0.587
romantic	romantic	0.936	0.531	0.598
romanticism	romanticism	0.854	0.521	0.593
romp	romp	0.610	0.640	0.417
roof	ru tsev	0.602	0.226	0.342
rooftop	toj siab	0.571	0.471	0.461
rook	rook	0.380	0.400	0.510
rookie	rookie	0.583	0.370	0.198
room	chav tsev	0.729	0.283	0.445
roomful	roomful	0.786	0.425	0.634
roommate	roommate	0.750	0.481	0.480
rooms	chav	0.677	0.241	0.386
roomy	roomy	0.760	0.342	0.736
roost	roost	0.500	0.410	0.345
rooster	qaib	0.459	0.385	0.275
root	paus	0.602	0.279	0.508
root beer	paus npias	0.582	0.520	0.415
rooted	rooted	0.510	0.527	0.718
rope	hlua	0.385	0.280	0.345
ropes	ropes	0.458	0.304	0.402
rosary	rosary	0.806	0.140	0.430
rose	sawv	0.865	0.276	0.386
rosemary	rosemary	0.688	0.381	0.425
rosette	rosette	0.469	0.410	0.310
roster	roster	0.531	0.306	0.381
rosy	rosy	0.940	0.528	0.755
rot	rot	0.031	0.558	0.301
rota	rota	0.320	0.462	0.209
rotary	teb	0.573	0.462	0.528
rotate	tig	0.458	0.470	0.492
rotation	kev sib hloov	0.670	0.520	0.550
rote	rote	0.561	0.481	0.696
rotor	rotor	0.500	0.458	0.404
rotten	lwj	0.104	0.590	0.327
rotting	rotting	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	ntxhib	0.406	0.794	0.632
roughly	ntxhib	0.448	0.539	0.463
roughneck	roughneck	0.323	0.640	0.491
roughness	roughness	0.214	0.578	0.490
roulette	roulette	0.326	0.690	0.422
round	puag ncig	0.552	0.434	0.311
roundabout	roundabout	0.490	0.425	0.495
rounded	sib npaug	0.592	0.391	0.396
roundup	roundup	0.520	0.580	0.474
rouse	rouse	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	rousing	0.714	0.517	0.692
rout	txoj kev	0.163	0.625	0.233
route	txoj kev	0.583	0.353	0.518
routine	niaj hnub	0.365	0.219	0.333
rove	rove	0.457	0.400	0.400
rover	rover	0.510	0.538	0.421
roving	rov qab	0.583	0.442	0.491
row	uake	0.427	0.275	0.406
rowboat	rowboat	0.455	0.393	0.353
rowdy	kab laum	0.255	0.900	0.518
rowing	rowing	0.458	0.443	0.467
royal	muaj koob muaj npe	0.796	0.430	0.759
royalty	royalty	0.832	0.571	0.833
rub	tshiav	0.521	0.565	0.400
rubber	roj hmab	0.460	0.217	0.315
rubbers	rubbers	0.604	0.360	0.414
rubbing	rubbing	0.406	0.569	0.440
rubbish	rubbish	0.198	0.454	0.164
rubble	rubble	0.308	0.509	0.289
rubdown	rubdown	0.561	0.491	0.404
rubric	rubric	0.427	0.260	0.500
ruby	ruby	0.663	0.408	0.544
ruckus	ruckus	0.271	0.706	0.411
rudder	tw nkoj	0.439	0.469	0.509
ruddy	ruddy	0.490	0.630	0.395
rude	tsis paub	0.061	0.821	0.402
rudeness	rudeness	0.280	0.819	0.692
rudimentary	rudimentary	0.286	0.321	0.509
rudiments	rudiments	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	rueful	0.173	0.429	0.225
ruff	ruff	0.365	0.510	0.375
ruffian	ruffian	0.130	0.824	0.463
ruffle	ruffle	0.443	0.561	0.518
rug	ntaub pua plag	0.520	0.240	0.245
rugby	rugby	0.677	0.820	0.708
rugged	rugged	0.561	0.569	0.793
ruin	rhuav tshem	0.125	0.588	0.192
ruination	tawg	0.184	0.582	0.209
ruined	puas tsuaj	0.135	0.564	0.194
ruinous	rhuav tshem	0.255	0.690	0.275
ruins	ruins	0.250	0.490	0.248
rule	txoj cai	0.567	0.427	0.593
ruler	kav	0.440	0.400	0.631
ruling	txiav txim	0.177	0.566	0.410
rum	kev ntseeg	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	rumble	0.367	0.745	0.613
rummage	rummage	0.243	0.615	0.289
rumor	lus xaiv	0.255	0.582	0.282
rumored	rumored	0.427	0.604	0.318
rump	rump	0.449	0.425	0.396
rumpus	rumpus	0.448	0.531	0.422
run	khiav	0.542	0.787	0.543
runaround	runaround	0.448	0.519	0.349
runaway	khiav tawm	0.271	0.770	0.402
rundown	rundown	0.520	0.296	0.465
runes	runes	0.438	0.300	0.304
rung	rung	0.510	0.355	0.368
runner	khiav	0.459	0.747	0.632
running	khiav	0.730	0.858	0.442
running shoes	khiav khau	0.653	0.573	0.491
runny	khiav	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	tso mam li pawv	0.585	0.373	0.406
rupture	sib tawg	0.125	0.633	0.430
rural	nyob deb nroog	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	maj	0.406	0.809	0.546
rushing	rushing	0.398	0.821	0.529
rust	xeb	0.281	0.265	0.321
rusted	rusted	0.286	0.357	0.302
rustic	rustic	0.369	0.657	0.491
rustle	rustle	0.333	0.538	0.394
rustler	rustler	0.281	0.830	0.429
rusty	rusty	0.271	0.345	0.231
rut	rut	0.333	0.310	0.392
ruth	luv luv	0.469	0.427	0.444
ruthless	ruthless	0.208	0.850	0.670
rye	rye	0.490	0.298	0.411
sabbatical	sabbatical	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	sable	0.449	0.596	0.500
sabotage	sab sab	0.135	0.906	0.500
saboteur	saboteur	0.250	0.804	0.407
sac	sac	0.344	0.245	0.226
sack	lub hnab	0.385	0.337	0.264
sacrament	lub cim nco txog	0.690	0.316	0.700
sacred	dawb ceev	0.833	0.375	0.862
sacrifice	kev txi	0.208	0.833	0.534
sacrifices	sacrifices	0.281	0.717	0.538
sacrificial	kev txi	0.198	0.755	0.452
sacrilege	sacrilege	0.281	0.708	0.491
sacrilegious	sacrilegious	0.146	0.736	0.449
sad	tu siab	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	saddens	0.104	0.436	0.144
saddle	eeb	0.510	0.509	0.306
sadist	sadist	0.042	0.918	0.500
sadistic	sadistic	0.031	0.906	0.618
sadly	sadly	0.047	0.255	0.216
sadness	tu siab	0.052	0.288	0.164
safari	safari	0.663	0.673	0.640
safe	muaj kev nyab xeeb	0.898	0.306	0.759
safeguard	kev tiv thaiv	0.786	0.624	0.700
safekeeping	khaws cia	0.653	0.510	0.586
safety	kev nyab xeeb	0.708	0.491	0.868
saffron	saffron	0.443	0.373	0.349
sag	txoj cai	0.153	0.578	0.445
saga	dabneeg	0.635	0.440	0.600
sage	sage	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	sail	0.615	0.220	0.325
sailboat	sailboat	0.719	0.392	0.381
sailing	sailing	0.667	0.520	0.500
sailor	sailor	0.500	0.588	0.500
saint	neeg dawb huv	0.812	0.240	0.693
sainted	sainted	0.708	0.296	0.676
saintly	saintly	0.865	0.286	0.591
sake	hom phiaj	0.490	0.573	0.407
salad	nyias	0.750	0.260	0.307
salamander	salamander	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	nyiaj hli	0.786	0.480	0.652
sale	muag	0.647	0.602	0.573
salesgirl	salesgirl	0.582	0.490	0.605
salesman	muag khoom	0.643	0.559	0.664
salient	ua siab ntev	0.600	0.573	0.702
saline	saline	0.430	0.340	0.385
saliva	qaub ncaug	0.214	0.265	0.236
sally	Sally	0.604	0.390	0.451
salmon	ntses liab	0.760	0.250	0.444
salmonella	salmonella	0.167	0.608	0.312
salon	salon	0.531	0.296	0.463
saloon	saloon	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	ntsev	0.323	0.312	0.306
salted	salted	0.333	0.400	0.304
saltwater	ntsev	0.327	0.330	0.364
salty	salty	0.388	0.531	0.288
salutary	salutary	0.885	0.360	0.686
salutation	salutation	0.878	0.417	0.500
salute	salute	0.833	0.542	0.681
salvage	khaws cia	0.622	0.510	0.832
salvation	txoj kev cawm seej	0.857	0.480	0.800
salve	salve	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	sameness	0.531	0.330	0.484
sample	qauv	0.521	0.187	0.452
samurai	samurai	0.562	0.736	0.838
sanatorium	tsev kho mob	0.469	0.490	0.491
sanctification	dawb huv	0.770	0.431	0.816
sanctified	dawb huv	0.792	0.240	0.612
sanctify	dawb huv	0.673	0.443	0.783
sanctimonious	dawb huv	0.240	0.365	0.327
sanction	raug txwv	0.201	0.750	0.517
sanctioned	raug txiav tawm	0.323	0.696	0.391
sanctity	dawb huv	0.771	0.330	0.628
sanctuary	sanctuary	0.863	0.226	0.575
sanctum	sanctum	0.521	0.438	0.657
sand	xuab zeb	0.582	0.279	0.304
sandal	khau khiab	0.490	0.283	0.333
sandbox	sandbox	0.573	0.274	0.264
sander	xuab zeb	0.438	0.580	0.445
sandman	sandman	0.479	0.469	0.388
sandpaper	xuab zeb	0.417	0.425	0.404
sands	sands	0.646	0.304	0.377
sandstorm	xuab zeb	0.324	0.821	0.629
sandwich	Sandwich	0.672	0.314	0.310
sandy	xuab zeb	0.406	0.265	0.296
sane	ntxim hlub	0.760	0.235	0.670
sanguine	sanguine	0.520	0.560	0.545
sanitarium	sanitarium	0.448	0.645	0.570
sanitary	huv	0.458	0.320	0.425
sanitation	huv	0.742	0.312	0.500
sanity	zoo	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	santa	0.735	0.286	0.509
sap	SAP	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	sapphire	0.770	0.472	0.651
sappy	sappy	0.583	0.469	0.330
sarcasm	sarcasm	0.125	0.685	0.346
sarcastic	sarcastic	0.397	0.781	0.298
sarcoma	sarcoma	0.260	0.519	0.402
sarcophagus	sarcophagus	0.271	0.561	0.435
sardine	sardine	0.541	0.236	0.236
sardonic	sardonic	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	tsoo	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	sassy	0.271	0.704	0.320
satanic	Dab Ntxwg Nyoog	0.062	0.843	0.720
satchel	xwb xab me	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satellite	0.562	0.409	0.764
satin	satin	0.519	0.396	0.481
satire	satire	0.458	0.655	0.472
satirical	satirical	0.323	0.615	0.538
satisfaction	txaus siab	0.939	0.637	0.673
satisfactorily	txaus siab	0.765	0.570	0.802
satisfactory	txaus siab	0.959	0.569	0.702
satisfied	txaus siab	0.959	0.510	0.685
satisfy	los siav	0.867	0.790	0.705
satisfying	txaus siab	0.890	0.606	0.814
saturate	saturate	0.281	0.680	0.467
saturated	saturated	0.474	0.700	0.442
saturation	saturation	0.255	0.582	0.583
satyr	satyr	0.280	0.639	0.500
sauce	ntses	0.562	0.515	0.288
saucepan	saucepan	0.347	0.264	0.321
saucer	saucer	0.510	0.327	0.337
saucy	saucy	0.250	0.653	0.391
sauerkraut	sauerkraut	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	hnyuv ntxwm	0.542	0.429	0.300
savage	siab phem	0.204	0.931	0.605
savagery	savagery	0.219	0.907	0.711
savanna	Savanna	0.606	0.147	0.394
savannah	savannah	0.729	0.212	0.309
savant	savant	0.781	0.451	0.818
save	txuag	0.770	0.439	0.682
saver	saver	0.745	0.382	0.802
saving	txuag	0.663	0.230	0.621
savings	khaws cia	0.776	0.431	0.608
savior	Cawm Seej	0.920	0.469	0.804
savor	savor	0.827	0.552	0.526
savory	savory	0.812	0.717	0.619
savvy	txawj ntse	0.719	0.520	0.706
saw	pom	0.316	0.541	0.518
sawdust	sawdust	0.398	0.279	0.241
sawmill	sawmill	0.427	0.378	0.434
sax	kos	0.573	0.465	0.409
saxophone	saxophone	0.688	0.444	0.482
say	hais	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	scab	0.354	0.330	0.272
scabbard	scabbard	0.325	0.219	0.217
scaffold	scaffold	0.480	0.500	0.336
scaffolding	scaffolding	0.496	0.366	0.545
scalding	scalding	0.271	0.540	0.381
scale	nplai	0.310	0.350	0.577
scales	nplai	0.439	0.330	0.491
scallop	scallop	0.490	0.363	0.331
scalp	taub hau	0.347	0.346	0.302
scalpel	taub hau	0.302	0.700	0.482
scaly	taub hau	0.281	0.481	0.358
scam	kws txuj ci dag	0.042	0.745	0.418
scamp	ntxhiab	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	luam theej duab	0.479	0.423	0.470
scandal	kev thuam	0.122	0.821	0.557
scandalous	scandalous	0.135	0.907	0.556
scanner	scanner	0.531	0.356	0.567
scanty	scanty	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	kev sib txawv	0.184	0.685	0.481
scar	caws pliav	0.146	0.500	0.397
scarab	scarab	0.406	0.458	0.267
scarce	tsis zoo	0.292	0.324	0.218
scarcely	tsis tsim nyog	0.082	0.412	0.160
scarcity	kev tsis txaus	0.167	0.500	0.182
scare	ntshai	0.122	0.910	0.264
scarecrow	txoj kev zom maum	0.219	0.274	0.349
scared	ntshai	0.146	0.828	0.185
scares	scares	0.122	0.847	0.386
scarf	txoj phuam	0.750	0.224	0.224
scarier	kev ntshai	0.156	0.846	0.472
scariest	ua rau ntshai	0.167	0.863	0.538
scarlet	liab qab	0.507	0.390	0.411
scary	ntshai	0.062	0.952	0.528
scat	scat	0.337	0.548	0.409
scatter	nchuav	0.229	0.620	0.404
scattered	tawg	0.208	0.380	0.238
scattering	tawg	0.347	0.550	0.394
scavenger	scavenger	0.177	0.578	0.408
scenario	scenario	0.667	0.510	0.683
scene	scene	0.570	0.340	0.578
scenery	scenery	0.745	0.253	0.592
scenic	scenic	0.684	0.548	0.756
scent	ntxhiab	0.633	0.410	0.491
scented	ntxhiab	0.865	0.509	0.431
scepter	scepter	0.630	0.300	0.670
sceptical	tsis ntseeg	0.214	0.387	0.466
scepticism	tsis ntseeg	0.292	0.444	0.550
schadenfreude	kev ntsej muag	0.354	0.640	0.463
schedule	sijhawm	0.510	0.380	0.480
schematic	schematic	0.490	0.284	0.647
scheme	tswvyim	0.521	0.269	0.577
schilling	schilling	0.367	0.410	0.418
schism	kev tawm tsam	0.280	0.569	0.386
schizophrenia	tus mob schizophrenia	0.092	0.880	0.435
schizophrenic	schizophrenic	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	schnitzel	0.365	0.430	0.382
scholar	scholar	0.694	0.421	0.731
scholarly	tus kws tshawb fawb	0.750	0.466	0.709
scholarship	ntawv pov thawj	0.866	0.490	0.625
scholastic	scholastic	0.500	0.470	0.491
school	tsev kawm ntawv	0.765	0.423	0.633
schoolboy	schoolboy	0.623	0.385	0.441
schoolgirl	tus tub ntxhais kawm ntawv	0.760	0.521	0.415
schoolhouse	tsev kawm ntawv	0.602	0.407	0.672
schooling	kev kawm	0.582	0.462	0.640
schoolmaster	schoolmaster	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	kawm ua haujlwm	0.479	0.500	0.481
schoolyard	tsev kawm ntawv	0.684	0.529	0.440
schooner	schooner	0.635	0.408	0.427
sciatica	sciatica	0.286	0.443	0.393
science	science	0.588	0.429	0.741
scientific	scientific	0.653	0.510	0.836
scientist	tus paub txog	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	scintillating	0.650	0.736	0.612
scintillation	scintillation	0.576	0.579	0.573
scintillator	scintillator	0.583	0.670	0.510
scion	scion	0.490	0.380	0.451
scissors	txiab	0.458	0.462	0.302
scoff	scoff	0.125	0.686	0.306
scold	thuam	0.194	0.755	0.626
scolding	scolding	0.071	0.833	0.417
scone	scone	0.418	0.287	0.229
scoop	daus	0.583	0.543	0.640
scoot	scoot	0.510	0.490	0.412
scooter	scooter	0.510	0.587	0.371
scope	muaj	0.656	0.386	0.718
scorch	scorch	0.214	0.689	0.491
scorching	scorching	0.406	0.635	0.464
score	qhab nia	0.670	0.388	0.589
scoreboard	Scoreboard	0.667	0.484	0.472
scorer	scorer	0.730	0.608	0.764
scores	cov qhab nia	0.594	0.469	0.629
scorn	ntxub	0.110	0.721	0.356
scorned	scorned	0.062	0.529	0.226
scornful	scornful	0.173	0.608	0.368
scorpion	scorpion	0.198	0.745	0.600
scotch	scotch	0.578	0.520	0.615
scoundrel	scoundrel	0.094	0.740	0.412
scour	scour	0.388	0.602	0.632
scourge	scourge	0.214	0.640	0.302
scout	scout	0.656	0.611	0.763
scowl	scowl	0.302	0.600	0.413
scrabble	scrabble	0.625	0.412	0.399
scram	scram	0.306	0.485	0.409
scramble	khoov	0.469	0.744	0.500
scrambled	scrambled	0.451	0.535	0.539
scrambler	tu siab	0.417	0.550	0.444
scrambling	tsoo	0.421	0.810	0.731
scrap	seem	0.156	0.339	0.173
scrapbook	seem ntawv	0.562	0.274	0.432
scrape	txhuam	0.365	0.615	0.384
scrapie	scrapie	0.306	0.706	0.231
scraping	scraping	0.265	0.479	0.305
scrappy	scrappy	0.301	0.375	0.406
scratch	kos	0.276	0.625	0.270
scratchy	khawb	0.235	0.610	0.436
scrawny	scrawny	0.276	0.422	0.245
scream	quaj qw	0.188	0.863	0.594
screamer	screamer	0.156	0.670	0.392
screaming	quaj qw	0.245	0.901	0.460
screech	screech	0.214	0.802	0.306
screen	screen	0.670	0.300	0.417
screening	kuaj xyuas	0.562	0.570	0.709
screenplay	screenplay	0.500	0.406	0.518
screenwriter	screenwriter	0.571	0.500	0.712
screw	ntsia hlau	0.385	0.460	0.377
screwball	screwball	0.271	0.680	0.505
screwdriver	tshuab raj	0.520	0.519	0.439
screwed	screwed	0.302	0.520	0.464
screwy	screwy	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	scribble	0.429	0.453	0.358
scribe	sau ntawv	0.541	0.264	0.491
scrimmage	scrimmage	0.367	0.660	0.411
scrip	scrip	0.430	0.462	0.455
script	ntawv	0.610	0.450	0.527
scriptural	vaj lug kub	0.551	0.250	0.596
scripture	vaj lug kub	0.745	0.270	0.630
scroll	scroll	0.375	0.630	0.409
scrotum	scrotum	0.396	0.653	0.361
scrounge	scrounge	0.210	0.565	0.397
scrounger	scrounger	0.323	0.490	0.358
scrub	txhuam	0.417	0.420	0.500
scruffy	scruffy	0.194	0.435	0.176
scrumptious	scrumptious	0.959	0.650	0.566
scrupulous	tsoo	0.545	0.685	0.602
scrutinize	scrutinize	0.458	0.587	0.573
scrutiny	scrutiny	0.500	0.653	0.658
scuba	scuba	0.542	0.494	0.456
scuff	scuff	0.165	0.560	0.376
scuffle	scuffle	0.146	0.800	0.529
scullery	scullery	0.469	0.337	0.353
sculptor	sculptor	0.653	0.431	0.694
sculpture	sculpture	0.750	0.346	0.490
sculptured	sculptured	0.708	0.373	0.557
scum	scum	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	scurry	0.398	0.647	0.509
