Word	Galician-gl	Valence	Arousal	Dominance
seventh	sétima	0.500	0.245	0.288
seventy	setenta	0.625	0.353	0.446
sever	cortar	0.156	0.635	0.451
severable	separable	0.406	0.451	0.398
severally	por separado	0.719	0.298	0.600
severance	separación	0.396	0.620	0.541
severe	severo	0.164	0.735	0.635
severely	severamente	0.219	0.673	0.700
severity	severidade	0.260	0.712	0.661
sew	coser	0.510	0.340	0.340
sewage	sumidoiros	0.255	0.343	0.339
sewer	alcantarillado	0.286	0.367	0.282
sewerage	sumidoiros	0.208	0.450	0.198
sewing	costura	0.625	0.337	0.356
sex	sexo	0.803	0.939	0.704
sexist	sexista	0.255	0.798	0.411
sexual	sexual	0.584	0.959	0.640
sexuality	sexualidade	0.670	0.898	0.657
sexy	sexy	0.865	0.945	0.802
shabby	gastado	0.235	0.519	0.259
shack	choza	0.396	0.425	0.339
shackle	grillete	0.276	0.580	0.414
shade	sombra	0.388	0.265	0.278
shades	sombras	0.490	0.300	0.380
shading	sombreamento	0.420	0.324	0.318
shadow	sombra	0.302	0.343	0.158
shadowy	sombrío	0.135	0.373	0.330
shady	sombreado	0.323	0.509	0.375
shaft	eixo	0.549	0.275	0.472
shag	shag	0.417	0.462	0.340
shaggy	shaggy	0.510	0.302	0.321
shake	sacudir	0.439	0.689	0.539
shakedown	shakedown	0.286	0.692	0.481
shaken	axitado	0.344	0.657	0.333
shaker	axitador	0.520	0.728	0.518
shaking	sacudindo	0.275	0.849	0.255
shaky	inestable	0.260	0.734	0.223
shall	será	0.510	0.385	0.412
shallow	superficial	0.427	0.298	0.351
shallows	baixos	0.388	0.368	0.368
sham	farsa	0.354	0.602	0.395
shaman	chamán	0.490	0.531	0.604
shambles	rompe	0.271	0.696	0.287
shame	vergoña	0.060	0.670	0.155
shamed	avergoñado	0.135	0.567	0.218
shameful	vergonzoso	0.040	0.680	0.264
shameless	desvergonzado	0.274	0.713	0.407
shampoo	xampú	0.604	0.180	0.250
shanghai	xangai	0.551	0.450	0.509
shank	fenda	0.530	0.393	0.286
shanty	shanty	0.427	0.459	0.255
shape	forma	0.592	0.240	0.422
shapely	doado	0.771	0.441	0.830
shard	shard	0.388	0.407	0.426
share	compartir	0.759	0.548	0.545
shareholder	accionista	0.656	0.632	0.915
sharing	compartir	0.827	0.462	0.545
shark	tiburón	0.260	0.845	0.596
sharp	agudo	0.459	0.585	0.585
sharpen	afiar	0.582	0.694	0.611
sharpened	afiada	0.573	0.647	0.727
sharpener	afiador	0.532	0.435	0.327
sharpness	nitidez	0.729	0.385	0.653
sharpshooter	tirador	0.240	0.929	0.764
shatter	romper	0.108	0.821	0.464
shattered	destrozado	0.097	0.806	0.309
shattering	romperse	0.135	0.760	0.475
shave	afeitar	0.521	0.410	0.480
shaver	afeitadora	0.418	0.450	0.392
shaving	afeitado	0.500	0.469	0.353
shawl	chal	0.720	0.365	0.230
sheaf	garra	0.396	0.387	0.456
shear	cisallamento	0.286	0.647	0.388
shears	tesoiras	0.429	0.527	0.254
sheath	funda	0.460	0.314	0.342
sheathing	revestimento	0.378	0.480	0.642
shed	galpón	0.427	0.402	0.470
sheen	brillo	0.812	0.510	0.712
sheep	ovellas	0.604	0.206	0.161
sheepdog	perro pastor	0.684	0.442	0.529
sheepish	asustado	0.326	0.441	0.205
sheer	puro	0.604	0.250	0.481
sheet	folla	0.439	0.174	0.302
sheik	sheik	0.521	0.579	0.708
shelf	andel	0.561	0.202	0.366
shell	casca	0.615	0.408	0.391
shellfish	mariscos	0.594	0.412	0.393
shelling	bombardeo	0.337	0.917	0.773
shelter	refuxio	0.704	0.229	0.569
sheltered	abrigado	0.590	0.377	0.717
shelters	albergues	0.582	0.333	0.482
shelved	estibado	0.306	0.166	0.321
shepherd	pastor	0.656	0.304	0.610
sherbet	sorbete	0.592	0.363	0.348
sheriff	sheriff	0.602	0.541	0.802
sherry	xerez	0.594	0.477	0.315
shield	escudo	0.510	0.373	0.663
shift	cambio	0.479	0.610	0.491
shifting	cambio	0.518	0.548	0.546
shifty	mudanza	0.365	0.687	0.483
shilling	chelín	0.521	0.342	0.430
shimmer	brillo	0.745	0.562	0.656
shimmering	brillo	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	brillo	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	brillo	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	tellas	0.510	0.200	0.410
shining	brillante	0.885	0.673	0.812
shiny	brillante	0.885	0.604	0.787
ship	barco	0.646	0.500	0.439
shipment	envío	0.582	0.440	0.452
shipping	envío	0.622	0.327	0.443
shipshape	espazo de navegación	0.594	0.480	0.474
shipwreck	naufraxio	0.268	0.768	0.373
shipyard	estaleiro	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	camisa	0.698	0.186	0.231
shit	merda	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	cabrón	0.120	0.645	0.302
shitless	sen piedade	0.271	0.545	0.333
shitload	descargar shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	merda	0.020	0.679	0.163
shiver	tremer	0.260	0.765	0.236
shivering	temblando	0.122	0.663	0.373
shoals	baixos	0.396	0.408	0.375
shock	choque	0.286	0.821	0.453
shocked	sorprendido	0.292	0.773	0.375
shocker	shocker	0.235	0.804	0.616
shocking	impactante	0.378	0.853	0.833
shockingly	sorprendentemente	0.510	0.924	0.721
shoddy	de mala calidade	0.082	0.463	0.179
shoe	zapato	0.517	0.225	0.288
shoelace	cadaleiro	0.396	0.280	0.307
shoemaker	zapateiro	0.396	0.269	0.491
shoes	zapatos	0.729	0.324	0.210
shoeshine	zapatos	0.392	0.387	0.325
shook	sacudiu	0.163	0.759	0.509
shoot	disparar	0.092	0.926	0.625
shooter	tirador	0.224	0.814	0.774
shooting	tiro	0.276	0.931	0.602
shootout	tiroteo	0.080	0.927	0.615
shop	tenda	0.725	0.632	0.565
shopkeeper	comerciante	0.677	0.510	0.730
shoplifter	taller de tiendas	0.167	0.830	0.500
shoplifting	roubar	0.152	0.833	0.441
shopper	comprador	0.646	0.615	0.741
shopping	compras	0.915	0.445	0.630
shore	Costa	0.542	0.304	0.204
shoreline	litoral	0.677	0.296	0.529
shorn	esmerilado	0.396	0.415	0.400
short	curto	0.184	0.264	0.237
short story	historia curta	0.697	0.321	0.348
shortage	escaseza	0.094	0.455	0.198
shortcake	shortcake	0.677	0.359	0.398
shortcoming	deficiencia	0.195	0.370	0.258
shortcut	atallo directo	0.594	0.308	0.426
shorten	acurtar	0.302	0.382	0.460
shortening	acurtar	0.286	0.333	0.385
shorthand	taquigrafía	0.459	0.450	0.461
shortly	en breve	0.582	0.310	0.360
shortness	falta	0.459	0.280	0.272
shorts	shorts	0.622	0.481	0.287
shortstop	campo curto	0.418	0.529	0.450
shortwave	onda curta	0.460	0.271	0.368
shot	tiro	0.144	0.750	0.569
shotgun	escopeta	0.200	0.868	0.684
shoulder	ombreiro	0.562	0.286	0.406
shout	gritar	0.229	0.925	0.444
shove	empurrar	0.306	0.690	0.602
shovel	pala	0.427	0.308	0.267
shoveling	palas	0.265	0.620	0.537
show	show	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	showboat	0.618	0.625	0.509
showcase	escaparate	0.521	0.255	0.415
showdown	showdown	0.302	0.950	0.692
shower	ducha	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	mostrando	0.622	0.540	0.491
showoff	showoff	0.344	0.598	0.463
showroom	showroom	0.740	0.441	0.536
showy	vistoso	0.698	0.657	0.661
shrapnel	metralla	0.240	0.740	0.681
shred	rasgar	0.224	0.750	0.627
shrew	shrew	0.306	0.463	0.390
shrewd	astuto	0.551	0.673	0.816
shriek	gritar	0.459	0.827	0.491
shrill	estridente	0.312	0.721	0.640
shrimp	camarón	0.571	0.361	0.425
shrine	santuario	0.802	0.255	0.574
shrink	encoller	0.385	0.453	0.272
shrinking	diminuíndo	0.190	0.400	0.217
shrivel	descifrar	0.160	0.409	0.143
shroud	sudario	0.417	0.457	0.389
shrub	arbusto	0.531	0.340	0.340
shrubbery	arbustos	0.490	0.267	0.332
shrug	encoller de ombreiro	0.208	0.296	0.278
shrunk	encolleuse	0.163	0.354	0.218
shrunken	encollido	0.500	0.373	0.221
shudder	estremecerse	0.344	0.791	0.559
shuddering	estremecerse	0.302	0.802	0.638
shuffle	barallar	0.459	0.450	0.556
shuffleboard	teixo	0.531	0.459	0.377
shuffling	barallar	0.521	0.408	0.293
shun	escoitar	0.418	0.604	0.389
shunned	rexeitou	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	pechado	0.240	0.352	0.311
shutdown	apagado	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	obturador	0.191	0.380	0.482
shuttle	transbordador	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	tímido	0.280	0.153	0.132
shyness	timidez	0.312	0.265	0.246
shyster	cabrón	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	irmán	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	enfermo	0.104	0.431	0.136
sickbay	enfermidade	0.296	0.510	0.345
sicken	engordar	0.051	0.500	0.294
sickening	enfermo	0.074	0.618	0.259
sickle	fouce	0.427	0.585	0.370
sickly	enfermo	0.188	0.550	0.191
sickness	enfermidade	0.094	0.704	0.288
side	lado	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	barra lateral	0.469	0.364	0.405
sideboard	aparador	0.590	0.259	0.426
sideburns	patillas	0.777	0.327	0.308
sidecar	sidecar	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	liña lateral	0.440	0.382	0.517
sideshow	sideshow	0.458	0.594	0.658
sidestep	soltar	0.378	0.559	0.407
sidewalk	calzada	0.479	0.192	0.348
sideways	de lado	0.788	0.245	0.291
sidewinder	aparador lateral	0.500	0.500	0.439
siege	asedio	0.271	0.750	0.567
siesta	sesta	0.740	0.046	0.295
sieve	peneira	0.459	0.250	0.333
sift	peneirar	0.542	0.412	0.461
sifting	cribado	0.571	0.469	0.474
sigh	suspiro	0.469	0.387	0.273
sight	vista	0.684	0.250	0.528
sighting	avistamento	0.582	0.560	0.627
sightseeing	visitas turísticas	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	sinal	0.620	0.481	0.397
signal	sinal	0.615	0.417	0.464
signature	sinatura	0.570	0.422	0.657
significance	importancia	0.820	0.460	0.644
significant	significativo	0.827	0.649	0.786
signification	significación	0.583	0.337	0.530
signify	significar	0.453	0.422	0.634
signpost	taboleiro	0.510	0.400	0.446
silence	silencio	0.438	0.200	0.223
silencer	silenciador	0.417	0.356	0.482
silent	silencioso	0.469	0.125	0.280
silently	en silencio	0.448	0.185	0.306
silhouette	silueta	0.582	0.410	0.288
silicon	silicio	0.439	0.448	0.445
silicone	silicona	0.480	0.340	0.333
silk	seda	0.760	0.115	0.300
silken	silk	0.730	0.265	0.394
silky	sedoso	0.802	0.397	0.271
sill	peitoril	0.433	0.375	0.324
silliness	carestía	0.327	0.368	0.192
silly	tonto	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	limo	0.510	0.269	0.200
silver	prata	0.684	0.451	0.615
silverware	cubertos	0.663	0.365	0.409
silvery	prateado	0.543	0.460	0.517
similar	similar	0.562	0.250	0.423
similarity	semellanza	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	cocer a fuelo lento	0.650	0.293	0.393
simmering	en chamas	0.382	0.613	0.412
simple	simple	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	simplicidade	0.429	0.144	0.358
simplicity	sinxeleza	0.667	0.250	0.337
simplify	simplificar	0.565	0.347	0.602
simplistic	simplista	0.490	0.245	0.391
simply	sinxelamente	0.535	0.148	0.393
simulate	simular	0.551	0.375	0.417
simulated	simulado	0.500	0.461	0.356
simulating	simulando	0.552	0.462	0.481
simulation	simulación	0.552	0.574	0.567
simulator	simulador	0.677	0.559	0.583
simultaneous	simultaneo	0.691	0.577	0.554
simultaneously	simultaneamente	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	sincero	0.918	0.265	0.725
sincerity	sinceridade	0.908	0.351	0.686
sinful	pecador	0.143	0.788	0.417
sing	cantar	0.858	0.606	0.420
singer	cantante	0.802	0.735	0.628
singing	cantando	0.885	0.594	0.528
single	solteiro	0.291	0.354	0.259
singly	por separado	0.553	0.354	0.466
singular	singular	0.610	0.302	0.482
singularity	singularidade	0.582	0.348	0.654
singularly	singularmente	0.571	0.330	0.527
sinister	siniestro	0.125	0.896	0.581
sink	afundir	0.375	0.439	0.322
sinker	sumerior	0.302	0.557	0.538
sinking	afundíndose	0.135	0.439	0.342
sinner	pecador	0.237	0.667	0.356
sinning	pecando	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	sorber	0.375	0.380	0.213
siphon	sifón	0.354	0.333	0.435
sipping	bebendo	0.469	0.349	0.377
sir	señor	0.622	0.306	0.778
sire	señor	0.854	0.452	0.808
siren	sirena	0.570	0.627	0.500
sirloin	solomillo	0.546	0.418	0.373
sissy	sissy	0.333	0.562	0.232
sister	irmá	0.916	0.324	0.562
sisterhood	irmandade	0.837	0.415	0.696
sit	sentir	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	sitio	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	moza	0.656	0.429	0.404
sitting	sentado	0.561	0.146	0.353
situate	situar	0.510	0.310	0.483
situated	situado	0.542	0.231	0.543
situation	situación	0.531	0.387	0.600
six	seis	0.500	0.154	0.271
sixpence	sixpence	0.469	0.417	0.463
sixteen	dezaseis	0.583	0.290	0.324
sixth	sexto	0.521	0.275	0.366
sixty	sesenta	0.694	0.240	0.433
sizable	considerable	0.727	0.337	0.657
size	tamaño	0.531	0.336	0.569
sizzle	chiscar	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	skate	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	patinador	0.633	0.774	0.652
skating	patinaxe	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	skein	0.449	0.372	0.287
skeletal	esquelético	0.306	0.558	0.318
skeleton	esqueleto	0.183	0.464	0.343
skeptic	escéptico	0.135	0.440	0.500
skeptical	escéptico	0.207	0.500	0.452
skepticism	escepticismo	0.229	0.480	0.582
sketch	esbozo	0.704	0.276	0.420
sketching	debuxando	0.729	0.327	0.400
sketchy	incompleto	0.333	0.479	0.241
skewed	sesgada	0.340	0.480	0.361
skewer	pincho	0.470	0.365	0.457
ski	esquí	0.684	0.670	0.471
skid	derrapar	0.357	0.640	0.440
skier	esquiador	0.802	0.788	0.639
skiff	skiff	0.479	0.375	0.472
skiing	esquí	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	habilidade	0.847	0.701	0.833
skilled	expertos	0.886	0.614	0.929
skillet	tixola	0.510	0.296	0.345
skillful	hábil	0.802	0.616	0.908
skim	skim	0.418	0.328	0.322
skimpy	escabroso	0.302	0.349	0.208
skin	pel	0.569	0.350	0.395
skinny	flaco	0.333	0.333	0.298
skip	saltar	0.458	0.804	0.439
skipper	capitán	0.440	0.577	0.692
skirmish	escaramuza	0.290	0.640	0.474
skirt	saia	0.602	0.463	0.226
skirting	bordeado	0.449	0.529	0.386
skirts	saias	0.622	0.538	0.241
skit	skit	0.438	0.434	0.421
skittish	asqueroso	0.156	0.815	0.172
skull	cráneo	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	ceo	0.958	0.234	0.401
skylight	claraboia	0.708	0.314	0.343
skyline	horizonte	0.592	0.412	0.662
skyscraper	rascacielos	0.622	0.696	0.798
slab	lousa	0.398	0.265	0.264
slack	holgazán	0.521	0.283	0.446
slag	escoria	0.266	0.600	0.254
slam	golpe	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	calumnias	0.184	0.604	0.454
slanderous	calumnioso	0.057	0.800	0.337
slang	xerga	0.479	0.418	0.491
slant	inclinado	0.469	0.396	0.536
slap	bofetada	0.100	0.804	0.518
slash	cortar	0.260	0.500	0.509
slashes	barras	0.330	0.328	0.410
slate	pizarra	0.531	0.283	0.431
slates	pizarras	0.500	0.270	0.342
slaughter	masacre	0.052	0.953	0.602
slaughterhouse	matadoiro	0.146	0.794	0.472
slaughtering	matanza	0.133	0.947	0.714
slave	escravo	0.171	0.795	0.151
slavery	escravitude	0.052	0.783	0.218
slay	matar	0.133	0.920	0.585
slayer	asasino	0.041	0.930	0.661
sleaze	maldade	0.312	0.538	0.405
sleazy	deslumbrante	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	trineo	0.625	0.547	0.422
sledge	trineo	0.646	0.500	0.361
sledgehammer	martelo de martelos	0.449	0.479	0.482
sleek	elegante	0.750	0.484	0.643
sleep	durmir	0.719	0.090	0.339
sleeper	durmiente	0.640	0.154	0.254
sleeping	durmindo	0.704	0.091	0.312
sleepless	sen durmir	0.213	0.410	0.207
sleeplessness	insomnio	0.104	0.604	0.202
sleepover	sleepover	0.815	0.519	0.340
sleepy	durmido	0.604	0.125	0.250
sleepyhead	soño	0.327	0.350	0.294
sleet	escuridade	0.410	0.355	0.395
sleeve	manga	0.531	0.270	0.273
sleeveless	sen mangas	0.638	0.290	0.200
sleigh	trineo	0.742	0.551	0.396
sleight	sleight	0.719	0.677	0.379
slender	esvelto	0.812	0.548	0.664
sleuth	maldición	0.460	0.633	0.676
slice	porción	0.583	0.375	0.303
slick	lixeira	0.388	0.383	0.349
slicker	máis lixeiro	0.727	0.387	0.519
slide	diapositiva	0.615	0.435	0.432
slider	control deslizante	0.585	0.491	0.518
sliding	deslizándose	0.356	0.730	0.491
slight	lixeira	0.521	0.240	0.155
slight anticipation	anticipación lixeira	0.562	0.490	0.445
slight disgust	lixeira repugnancia	0.156	0.578	0.318
slight surprise	pequena sorpresa	0.677	0.746	0.557
slight trust	lixeira confianza	0.306	0.400	0.245
slightly	ligeramente	0.470	0.274	0.255
slightly negative	lixeiramente negativo	0.190	0.472	0.259
slightly positive	lixeiramente positivo	0.792	0.480	0.567
slim	delgado	0.562	0.180	0.296
slime	limo	0.300	0.370	0.183
slimy	baboso	0.177	0.500	0.309
sling	faldón	0.417	0.423	0.404
slingshot	slingshot	0.323	0.654	0.474
slink	slink	0.460	0.546	0.314
slinky	slinky	0.400	0.637	0.603
slip	deslizamento	0.316	0.714	0.321
slipper	zapatilla	0.635	0.298	0.245
slippers	zapatillas	0.573	0.413	0.236
slippery	esvaradío	0.219	0.740	0.343
slit	fenda	0.406	0.490	0.366
sliver	sliver	0.388	0.347	0.291
slob	slob	0.275	0.365	0.300
slobber	slobber	0.350	0.375	0.278
slogan	slogan	0.550	0.216	0.564
sloop	sloop	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	inclinación	0.347	0.438	0.279
sloppy	desleixo	0.303	0.441	0.183
slot	slot	0.469	0.337	0.337
sloth	perezoso	0.198	0.140	0.125
slouch	desprazar	0.365	0.450	0.328
slough	slough	0.265	0.390	0.200
slow	lento	0.357	0.073	0.131
slowly	lentamente	0.427	0.185	0.295
slowness	lentitude	0.302	0.212	0.191
sludge	lodos	0.354	0.396	0.229
slug	babosa	0.276	0.370	0.160
slugger	barro	0.458	0.500	0.518
sluggish	lento	0.224	0.124	0.155
sluice	esclusa	0.427	0.520	0.365
slum	barrio pobre	0.292	0.528	0.302
slumber	soño	0.592	0.191	0.426
slump	caída	0.194	0.438	0.130
slur	rebelde	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	asfixia	0.427	0.283	0.296
slut	puta	0.071	0.808	0.309
slutty	puta	0.224	0.810	0.371
sly	astuto	0.573	0.690	0.750
smack	golpear	0.323	0.662	0.381
small	pequena	0.542	0.205	0.120
smaller	menor	0.300	0.310	0.179
smallest	o máis pequeno	0.281	0.340	0.129
smallpox	viruela	0.156	0.583	0.222
smart	intelixente	0.906	0.607	0.923
smartass	sabelotodo	0.364	0.520	0.620
smarten	intelixente	0.602	0.490	0.551
smarty	intelixente	0.673	0.510	0.848
smash	esmagar	0.195	0.692	0.530
smashed	esmagado	0.143	0.660	0.256
smattering	sorprendente	0.448	0.460	0.500
smear	esfregar	0.230	0.433	0.400
smell	cheiro	0.510	0.520	0.330
smelling	olfateando	0.458	0.481	0.349
smelly	maloliente	0.100	0.528	0.245
smelt	olía	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	sorriso	0.906	0.598	0.618
smiled	sorriu	0.949	0.530	0.536
smiles	sorrisos	0.892	0.606	0.607
smiley	sorrinte	0.865	0.470	0.571
smiling	sorrindo	0.981	0.679	0.625
smirk	sorrinte	0.792	0.596	0.583
smite	ferir	0.303	0.846	0.682
smith	ferreiro	0.677	0.333	0.529
smithereens	asfalto	0.281	0.561	0.409
smitten	ferido	0.153	0.760	0.204
smock	golpe	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	fume	0.188	0.500	0.391
smoker	fumador	0.208	0.528	0.311
smokey	fumar	0.494	0.462	0.430
smoking	fumar	0.176	0.557	0.384
smoky	fume	0.459	0.420	0.327
smoldering	ardoroso	0.635	0.781	0.764
smooch	fume	0.796	0.731	0.491
smooth	suave	0.823	0.127	0.281
smoothie	batido	0.806	0.333	0.281
smoothly	sen problemas	0.821	0.134	0.488
smoothness	suavidade	0.833	0.221	0.412
smother	sofre	0.292	0.685	0.420
smudge	mancha	0.327	0.429	0.245
smug	presumible	0.198	0.552	0.587
smuggle	contrabando	0.194	0.775	0.570
smuggler	contrabandista	0.062	0.867	0.645
smuggling	contrabando	0.229	0.783	0.510
smut	smut	0.357	0.360	0.349
snack	merienda	0.646	0.407	0.345
snacks	lanches	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	atrapado	0.417	0.250	0.339
snags	snags	0.177	0.721	0.490
snail	caracol	0.480	0.104	0.296
snake	serpe	0.276	0.750	0.549
snakes	serpes	0.176	0.662	0.606
snakeskin	serpenteiro	0.276	0.696	0.391
snap	presión	0.344	0.517	0.352
snapper	snapper	0.417	0.429	0.245
snappy	arrebatado	0.573	0.592	0.418
snapshot	instantánea	0.573	0.578	0.588
snare	trampa	0.229	0.850	0.466
snarl	nariz	0.430	0.787	0.455
snarling	ardiendo	0.312	0.704	0.491
snatch	arrebatar	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	esgueirar	0.281	0.745	0.449
sneaker	zapatilla de deporte	0.794	0.479	0.389
sneakers	zapatillas de deporte	0.604	0.548	0.349
sneaking	furtivamente	0.203	0.755	0.545
sneaky	asustado	0.240	0.740	0.560
sneer	escoitar	0.133	0.755	0.345
sneeze	estornudar	0.271	0.442	0.336
sneezing	estornudar	0.434	0.570	0.345
snicker	escoitar	0.708	0.693	0.409
snide	snide	0.186	0.723	0.455
sniff	escoitar	0.396	0.500	0.318
snip	snip	0.417	0.327	0.268
snipe	snipe	0.198	0.915	0.491
sniper	francotirador	0.167	0.870	0.853
snippet	snippet	0.612	0.410	0.368
snippy	snippy	0.418	0.491	0.481
snitch	snitch	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	snooty	0.390	0.455	0.446
snooze	repetición	0.235	0.357	0.282
snore	ronca	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	snort	0.469	0.531	0.413
snot	moco	0.214	0.340	0.269
snotty	asustado	0.180	0.382	0.200
snout	fociño	0.276	0.385	0.241
snow	neve	0.667	0.363	0.309
snowball	bola de neve	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	snowday	0.602	0.500	0.440
snowfall	nevada	0.675	0.280	0.455
snowflake	copo de neve	0.748	0.192	0.260
snowing	nevar	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	boneco de neve	0.776	0.291	0.323
snowplow	snowplow	0.449	0.480	0.493
snowstorm	tormenta de neve	0.204	0.833	0.629
snowy	nevado	0.656	0.304	0.357
snub	deshonra	0.229	0.412	0.228
snubbed	escoitou	0.265	0.528	0.279
snuff	tabaco	0.357	0.470	0.377
snug	cómodo	0.867	0.173	0.500
snuggle	snuggle	0.781	0.390	0.350
snuggled	arrebatado	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	arrebato	0.683	0.585	0.373
soak	mergullar	0.480	0.370	0.240
soaked	embebido	0.365	0.462	0.358
soaking	remojo	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
