Word	Kurdish-ku	Valence	Arousal	Dominance
standstill	pêdivî ye	0.441	0.203	0.500
standup	rabe	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	staple	0.542	0.306	0.438
stapler	stapler	0.370	0.264	0.394
star	stêrk	0.833	0.418	0.560
star fruit	stêr xist	0.701	0.433	0.427
starboard	pêşîya gemîyê	0.531	0.388	0.558
starch	qawet	0.507	0.354	0.312
stardom	stardom	0.844	0.786	0.689
stardust	stardust	0.843	0.410	0.549
stare	ziqnerrîn	0.541	0.430	0.538
starfish	avstêrk	0.680	0.320	0.421
stargazing	stargazing	0.802	0.461	0.709
staring	xerîb	0.542	0.306	0.423
stark	stark	0.330	0.630	0.577
starlet	stêr	0.806	0.471	0.587
starlight	stêr	0.908	0.368	0.611
starling	stêrîn	0.500	0.490	0.514
starry	birçîbûnê	0.438	0.643	0.434
stars	stêr	0.796	0.521	0.484
starship	stêr	0.740	0.719	0.704
start	destpêkirin	0.684	0.430	0.589
starter	starter	0.667	0.461	0.827
startle	tirsîn	0.276	0.817	0.417
startled	zû	0.333	0.865	0.526
startling	destpêkirin	0.750	0.768	0.830
starvation	ji naza mirin	0.240	0.592	0.284
starve	birçîman	0.073	0.729	0.402
starved	birçîbûnê	0.097	0.689	0.219
starving	birçîbûnê	0.163	0.670	0.336
stash	hilweşînin	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	rewş	0.562	0.320	0.604
stately	zû	0.830	0.728	0.915
statement	îfade	0.688	0.608	0.825
stateroom	stateroom	0.653	0.380	0.441
stateside	dewletide	0.643	0.480	0.708
statesman	dewlet	0.510	0.490	0.736
static	static	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	stateyên	0.542	0.290	0.527
station	meydan	0.688	0.367	0.519
stationary	çikandî	0.408	0.240	0.484
stationery	qereqolê	0.570	0.120	0.455
statistic	statîstîk	0.508	0.420	0.609
statistical	statîstîk	0.714	0.353	0.627
statistician	statîstîstan	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	statûyê	0.561	0.281	0.500
statue	pût	0.542	0.153	0.570
statuette	statuya	0.677	0.433	0.518
stature	stêjeyê	0.470	0.353	0.664
status	cî	0.658	0.377	0.588
statute	qanûn	0.592	0.330	0.673
statutory	qanûnî	0.510	0.376	0.539
staunch	staunch	0.480	0.363	0.833
stave	stave	0.417	0.333	0.424
stay	mayin	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	bimîne	0.497	0.270	0.395
stays	dimîne	0.633	0.363	0.564
stead	veşartin	0.551	0.214	0.510
steadfast	dilsoz	0.771	0.433	0.800
steady	berdewam dike	0.680	0.186	0.763
steak	steak	0.625	0.359	0.315
steakhouse	steakhouse	0.802	0.379	0.547
steal	dizîn	0.021	0.856	0.528
stealing	dizîn	0.086	0.913	0.455
stealth	bêdeng	0.520	0.270	0.452
stealthily	bêdeng	0.763	0.294	0.458
stealthy	bêdeng	0.380	0.363	0.534
steam	bixar	0.469	0.413	0.421
steamboat	stamboat	0.708	0.500	0.633
steamer	steamer	0.510	0.442	0.528
steaming	hilweşandin	0.592	0.553	0.402
steamroller	steamroller	0.396	0.567	0.667
steamship	hilweşandin	0.469	0.490	0.569
steamy	bixarî	0.479	0.538	0.445
steel	pola	0.521	0.420	0.714
steep	tûj	0.312	0.612	0.321
steeple	hilweşandin	0.625	0.519	0.500
steer	hefsarkirin	0.469	0.490	0.527
steering	hefsar	0.580	0.431	0.660
stellar	stellar	0.796	0.580	0.769
stem	qam	0.615	0.191	0.336
stench	stench	0.104	0.570	0.298
stencil	stencil	0.500	0.327	0.421
stenographer	stenographer	0.510	0.408	0.589
step	gav	0.531	0.321	0.347
stepdaughter	pêdivî ye	0.510	0.510	0.432
stepfather	bamarî	0.396	0.491	0.611
stepmother	dêmarî	0.427	0.530	0.484
steppe	gav	0.427	0.321	0.379
steps	gav	0.511	0.349	0.373
stepson	stepson	0.614	0.406	0.480
stereo	dûdeng	0.617	0.519	0.500
stereoscopic	stereoscopic	0.363	0.417	0.574
stereotype	stereotype	0.151	0.422	0.612
stereotyped	dorpêkirin	0.375	0.510	0.436
sterile	paqij	0.302	0.471	0.291
sterility	neheqiyê	0.201	0.519	0.414
sterilize	paqijkirin	0.406	0.510	0.520
sterling	sterling	0.529	0.481	0.615
stern	pêşî	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	steroid	0.360	0.706	0.681
stethoscope	stethoscope	0.427	0.377	0.490
stew	stew	0.667	0.373	0.250
steward	karkerê balafirê	0.633	0.238	0.550
stewardess	karkera balafirê	0.625	0.491	0.491
stewardship	bîhnfirehiyê	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	dar	0.396	0.364	0.382
sticker	lezaqok	0.583	0.306	0.346
sticking	veşartin	0.486	0.425	0.356
stickler	stalkar	0.385	0.471	0.417
stickup	stupup	0.453	0.537	0.434
sticky	lezeqî	0.385	0.569	0.292
stiff	hişk	0.158	0.459	0.569
stiffen	hişk	0.360	0.582	0.719
stiffness	stiffness	0.323	0.500	0.657
stifle	stifle	0.240	0.764	0.427
stifled	xistin	0.229	0.731	0.193
stifling	stifling	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	hêbirth	0.092	0.809	0.291
stillborn	zû	0.271	0.519	0.337
stillness	hebûn	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	stilts	0.439	0.577	0.300
stimulant	berbiçav	0.441	0.794	0.745
stimulate	mizdan	0.792	0.798	0.754
stimulating	veguhestin	0.740	0.804	0.809
stimulation	bicankirinî	0.708	0.821	0.702
stimulus	stimulus	0.771	0.779	0.750
sting	pêvedan	0.163	0.651	0.373
stinger	stinger	0.279	0.625	0.508
stinging	sting	0.260	0.730	0.459
stingy	stingy	0.094	0.548	0.283
stink	bînbed	0.042	0.481	0.180
stinker	şaş	0.163	0.567	0.275
stinking	şikandin	0.041	0.657	0.264
stinky	hêrs	0.092	0.558	0.176
stint	stint	0.490	0.326	0.342
stipend	xistin	0.604	0.546	0.614
stipulate	derxistin	0.570	0.546	0.623
stipulation	peyda kirin	0.469	0.622	0.654
stir	lihevxistin	0.448	0.773	0.453
stirring	xistin	0.582	0.702	0.558
stitch	stitch	0.306	0.538	0.357
stitching	dirûşm	0.510	0.382	0.345
stock	embar	0.594	0.418	0.407
stockade	stûyê	0.375	0.402	0.500
stockbroker	stockbroker	0.417	0.676	0.802
stockholder	bargêrkerê	0.573	0.625	0.716
stocking	hilgirtin	0.594	0.324	0.688
stockings	gore	0.458	0.365	0.382
stockpile	hilberîn	0.542	0.315	0.425
stockroom	xanî	0.562	0.312	0.406
stocks	firotanê	0.573	0.598	0.586
stoic	stoic	0.427	0.473	0.602
stole	dizî	0.135	0.760	0.384
stolen	dizîn	0.156	0.646	0.308
stomach	made	0.367	0.402	0.438
stomachache	made êş	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	stomped	0.229	0.684	0.406
stone	kevir	0.216	0.183	0.561
stoned	stoned	0.177	0.796	0.375
stonewall	stonewall	0.337	0.457	0.655
stoneware	stoneware	0.458	0.300	0.443
stony	stony	0.356	0.494	0.525
stooge	stûge	0.438	0.406	0.163
stool	stool	0.448	0.269	0.302
stools	stools	0.459	0.382	0.327
stoop	vekin	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	rawestan	0.280	0.510	0.490
stopover	rawestandina	0.531	0.327	0.575
stoppage	stoppage	0.224	0.491	0.445
stopper	girtok	0.365	0.336	0.390
stopping	rawestandin	0.388	0.382	0.473
stopwatch	rawestandin	0.469	0.521	0.482
storage	embarkirinî	0.698	0.406	0.564
store	dikan	0.646	0.538	0.407
storefront	dikir	0.580	0.217	0.457
storehouse	xanî	0.570	0.250	0.491
storeroom	embar	0.560	0.217	0.588
storing	digirin	0.630	0.378	0.548
storm	bahoz	0.188	0.940	0.543
storming	êrîşî	0.265	0.910	0.669
stormy	bahozane	0.146	0.870	0.562
story	Çîrok	0.653	0.406	0.704
storybook	çîrokek	0.854	0.306	0.383
storyteller	çîrokek	0.730	0.357	0.462
storytelling	çîrok	0.643	0.375	0.472
stound	avêtin	0.490	0.473	0.446
stout	stout	0.656	0.657	0.817
stove	sobe	0.466	0.391	0.405
stow	stow	0.615	0.365	0.523
stowaway	stowaway	0.224	0.481	0.357
straddle	berbiçav	0.306	0.550	0.444
straight	rast	0.667	0.298	0.669
straighten	rastkirin	0.677	0.500	0.685
straightforward	rasterast	0.780	0.150	0.380
straightway	rasterast	0.667	0.444	0.565
strain	kedxwarî	0.190	0.750	0.380
strained	tengahî	0.122	0.656	0.580
strait	deryateng	0.438	0.433	0.412
straitjacket	straitjacket	0.224	0.719	0.579
straits	straits	0.408	0.269	0.410
strand	serhildanê	0.396	0.406	0.538
stranded	şaş kirin	0.292	0.459	0.219
strange	xerîb	0.314	0.663	0.395
stranger	xerîb	0.330	0.449	0.302
strangle	xeniqandin	0.094	0.927	0.527
strangulation	hûrgelan	0.040	0.886	0.542
strap	strap	0.380	0.417	0.382
strapless	hişk	0.314	0.462	0.273
strapping	xistin	0.552	0.413	0.454
strata	strata	0.500	0.457	0.411
strategic	stratejîk	0.786	0.708	0.861
strategist	stratejîst	0.571	0.594	0.810
strategy	stratejîk	0.704	0.667	0.858
stratification	stratification	0.531	0.490	0.651
stratosphere	stratosphere	0.604	0.583	0.636
stratum	stratum	0.365	0.307	0.510
stratus	strate	0.448	0.520	0.509
straw	sap	0.480	0.290	0.163
strawberry	tû	0.833	0.270	0.336
stray	şaş	0.133	0.760	0.281
streak	stêrk	0.440	0.608	0.511
streaked	tûj	0.458	0.426	0.393
stream	herrok	0.449	0.537	0.559
streamer	çêdike	0.615	0.530	0.429
streaming	streaming	0.592	0.481	0.582
streamline	binivîse	0.656	0.573	0.618
street	rêgah	0.594	0.324	0.398
streetcar	trambahn	0.390	0.569	0.566
streetlight	kolanan	0.673	0.268	0.390
strength	qawet	0.802	0.682	0.858
strengthen	hêzkirin	0.802	0.796	0.971
strengthening	bihêzkirin	0.913	0.627	0.945
strenuous	zehmetker	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	dûbare	0.173	0.843	0.317
stressed	xurt kirin	0.167	0.740	0.502
stresses	xurt dike	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	zordar	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	balkêş	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	dirêjkirin	0.604	0.578	0.500
stretcher	sellace	0.438	0.196	0.295
stricken	zehmet	0.163	0.720	0.368
strict	zexma	0.500	0.646	0.878
stride	berbiçav	0.490	0.670	0.434
strife	tengahiyê	0.344	0.898	0.630
strike	karberdan	0.271	0.811	0.571
strikeout	grev	0.316	0.520	0.371
striker	striker	0.500	0.589	0.696
striking	balkêş	0.357	0.827	0.657
strikingly	balkêş	0.690	0.684	0.811
string	ben	0.385	0.398	0.445
strings	kevir	0.457	0.292	0.355
stringy	xurt	0.430	0.510	0.527
strip	veşartin	0.427	0.500	0.436
stripe	tîrêj	0.629	0.302	0.361
striped	pêdivî ye	0.344	0.373	0.385
stripped	veşartî	0.255	0.615	0.278
stripper	kişandin	0.625	0.848	0.453
striptease	striptease	0.607	0.918	0.608
strive	xwestin	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	stroke	0.562	0.440	0.570
stroll	bikişîne	0.745	0.415	0.444
stroller	stroller	0.786	0.398	0.314
strolling	çêdike	0.755	0.515	0.340
strong	qewî	0.912	0.745	0.895
stronghold	cihekî	0.708	0.636	0.954
strongly	xurt	0.630	0.817	0.885
structural	struktural	0.582	0.425	0.690
structure	awayî	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
struggle	şerr	0.365	0.820	0.741
strut	strut	0.580	0.480	0.464
stub	stub	0.396	0.320	0.367
stubbed	til	0.323	0.642	0.241
stubble	stalk	0.333	0.442	0.264
stubborn	hişk	0.157	0.702	0.575
stubbornness	zehmetiyê	0.156	0.673	0.508
stubby	stûby	0.417	0.370	0.393
stucco	stucco	0.439	0.292	0.279
stuck	rawestandin	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	stud stud	0.564	0.531	0.509
studded	studded	0.396	0.412	0.425
student	zankoyî	0.634	0.318	0.537
studied	xwendin	0.786	0.306	0.806
studio	studio	0.677	0.265	0.620
study	xwendina zanko	0.653	0.361	0.768
stuff	caw	0.622	0.367	0.263
stuffed animal	heywanên pijandî	0.684	0.255	0.306
stuffing	navî	0.417	0.324	0.304
stuffy	xilas	0.323	0.615	0.406
stumble	likûmîn	0.153	0.716	0.259
stump	serkor	0.449	0.510	0.340
stumped	stumped	0.344	0.604	0.392
stun	stun	0.333	0.710	0.451
stunned	veşartî	0.306	0.663	0.356
stunner	stunner	0.418	0.780	0.492
stunning	şaş	0.888	0.673	0.858
stunt	stunt	0.387	0.555	0.526
stunted	bêdeng kirin	0.194	0.472	0.275
stuntman	stuntman	0.490	0.482	0.500
stupefaction	stupefaction	0.294	0.704	0.480
stupefy	şaş	0.200	0.740	0.412
stupendous	bêdeng	0.823	0.690	0.798
stupid	balûle	0.133	0.510	0.200
stupidity	balûletî	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stupor	0.323	0.590	0.330
sturdy	xurt	0.580	0.642	0.824
sturgeon	storgeon	0.417	0.473	0.465
stutter	lalîn	0.250	0.469	0.258
sty	stî	0.296	0.500	0.225
style	awayî	0.745	0.472	0.586
styling	styl	0.823	0.378	0.652
stylish	sosyal	0.885	0.490	0.689
stylist	stylist	0.760	0.445	0.500
suave	suave	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	subatomîk	0.385	0.538	0.491
subcommittee	subcommittee	0.396	0.467	0.600
subconscious	berbiçav	0.531	0.375	0.415
subcutaneous	berbiçav	0.396	0.444	0.376
subdivide	subdivide	0.538	0.433	0.348
subdivision	subdivision	0.592	0.455	0.430
subduction	veguherîn	0.350	0.569	0.445
subdue	berbiçav	0.275	0.640	0.784
subdued	derxistin	0.236	0.463	0.223
subdural	navendî	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	mijar	0.602	0.344	0.558
subjected	binçavkirin	0.286	0.520	0.221
subjection	mijara	0.354	0.408	0.539
subjective	nezerî	0.510	0.350	0.432
subjugation	şewitandin	0.280	0.610	0.377
sublet	jêrîn	0.469	0.551	0.545
sublevel	berbiçav	0.365	0.298	0.333
sublimation	sublimation	0.510	0.390	0.538
sublime	berbiçav	0.784	0.333	0.585
subliminal	subliminal	0.410	0.528	0.464
submarine	bota binavê	0.572	0.481	0.549
submerge	binavçûn	0.517	0.643	0.456
submerged	şewitandin	0.337	0.528	0.357
submersible	berbiçav	0.406	0.459	0.540
submission	binxwekirinî	0.531	0.580	0.633
submissive	gûhlê	0.480	0.217	0.173
submit	nermijîn	0.635	0.448	0.500
submitting	şandin	0.667	0.610	0.611
subordinate	binçavkirin	0.276	0.392	0.121
subordination	dabeşkirin	0.270	0.527	0.343
subplot	jêrîn	0.469	0.413	0.446
subpoena	dawetname	0.281	0.634	0.555
subscribe	beşdar bikin	0.660	0.344	0.591
subscriber	pêdivî ye	0.562	0.398	0.570
subscription	abonetî	0.583	0.333	0.651
subsequence	paşê	0.438	0.510	0.413
subsequent	lipê	0.449	0.385	0.400
subsequently	paşê	0.380	0.337	0.336
subservient	xwedan	0.255	0.402	0.339
subset	berbiçav	0.429	0.358	0.404
subside	tevlihev	0.375	0.308	0.209
subsidence	aborî	0.320	0.509	0.452
subsidiary	şîrketa girêdayî	0.541	0.295	0.500
subsidize	piştgirtin	0.604	0.615	0.589
subsidy	alî	0.573	0.462	0.517
subsist	bistîne	0.573	0.418	0.472
subsistence	xemgîniyê	0.510	0.404	0.491
subsoil	berbiçav	0.429	0.240	0.382
subspace	perçeyek	0.470	0.453	0.475
substance	navik	0.615	0.422	0.528
substandard	nerast	0.235	0.333	0.150
substantial	girîng e	0.590	0.490	0.690
substantially	girîng	0.646	0.471	0.684
substantiate	nirxandin	0.531	0.549	0.636
substantive	girîng	0.500	0.350	0.455
substation	veguhestinê	0.469	0.461	0.491
substitute	diberdasitin	0.427	0.406	0.398
substituted	veguherîn	0.271	0.545	0.394
substitution	veguherîn	0.406	0.480	0.353
substructure	avahîtiyê	0.441	0.358	0.587
subterranean	perestayî	0.469	0.306	0.432
subtext	berbiçav	0.635	0.276	0.412
subtitle	binnivîs	0.445	0.202	0.347
subtle	berbiçav	0.708	0.167	0.228
subtlety	perçeyek	0.615	0.176	0.363
subtract	jêkêmkirin	0.208	0.330	0.283
subtraction	jexistinî	0.163	0.382	0.349
subtype	celeb	0.427	0.296	0.420
suburb	bergûnd	0.354	0.566	0.441
suburban	bajêr	0.439	0.450	0.453
suburbia	suburbia	0.438	0.490	0.421
suburbs	deverên	0.510	0.571	0.286
subversion	berbiçav	0.347	0.608	0.415
subversive	veguherîn	0.198	0.765	0.500
subvert	veguherînin	0.357	0.557	0.536
subway	tirêna binerdî	0.418	0.300	0.464
succeed	serketin	0.926	0.755	0.926
succeeding	serketinê	0.867	0.755	0.849
success	serketinî	0.959	0.880	0.981
successful	serfiraz	0.949	0.724	0.938
succession	serkeftinê	0.698	0.481	0.587
successive	li pêhev	0.635	0.471	0.518
successor	karkera li pêhat	0.729	0.531	0.648
succinct	xurt	0.510	0.413	0.566
succubus	succubus	0.417	0.647	0.509
succulent	xilas	0.823	0.538	0.556
succumb	şaş	0.202	0.787	0.292
suck	mêtin	0.344	0.706	0.377
sucker	xwarin	0.265	0.393	0.204
sucking	xwarinê	0.227	0.528	0.377
suckling	xwarin	0.596	0.558	0.518
sucks	bikişîne	0.115	0.683	0.302
suction	mête	0.460	0.593	0.526
sudden	nişka	0.449	0.660	0.435
suddenly	nişkê	0.670	0.510	0.456
suds	suds	0.458	0.365	0.255
sue	dozkirin	0.219	0.731	0.679
suede	sede	0.542	0.259	0.259
suffer	êşkişîn	0.082	0.910	0.259
sufferer	cefayê	0.156	0.690	0.278
suffering	tengahiyê	0.020	0.719	0.235
suffice	nebe	0.643	0.326	0.504
sufficiency	bêhtir	0.594	0.438	0.576
sufficient	bese	0.833	0.330	0.588
sufficiently	baş	0.776	0.367	0.714
suffix	pêdivî ye	0.430	0.420	0.364
suffocate	fetisîn	0.219	0.764	0.440
suffocating	hilweşînin	0.133	0.774	0.429
suffocation	fetis	0.020	0.830	0.462
sugar	îekir	0.896	0.382	0.402
suggest	pêşniyar dikin	0.573	0.471	0.517
suggestion	pêşnîyar	0.646	0.365	0.558
suggestive	pêşniyar	0.552	0.500	0.555
suicidal	xwekujî	0.021	0.867	0.382
suicide	xwekûştinî	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	qat	0.776	0.282	0.482
suitable	lêtê	0.792	0.298	0.722
suitcase	bahol	0.562	0.212	0.318
suite	suite	0.790	0.420	0.400
suitor	suitor	0.708	0.639	0.546
sulfate	sulfate	0.427	0.352	0.429
sulfur	sulfur	0.173	0.530	0.364
sulk	sulk	0.250	0.580	0.406
sullen	sullen	0.250	0.407	0.263
sully	sully	0.378	0.550	0.370
sulphur	sulfur	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	çolê	0.735	0.696	0.627
sum	giş	0.792	0.340	0.420
summarily	kurtasî	0.469	0.431	0.543
summarize	bihevrekirin	0.590	0.323	0.471
summary	berhevkirinî	0.729	0.260	0.427
summation	hevdîtinê	0.766	0.337	0.594
summer	havîn	0.812	0.373	0.550
summerhouse	kursiyê	0.796	0.308	0.443
summertime	summertime	0.837	0.500	0.455
summit	ser	0.625	0.618	0.764
summon	gazîkirin	0.521	0.560	0.664
summons	gazîname	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	sump	0.365	0.451	0.340
sumptuous	xemgîn	0.698	0.550	0.555
sun	tav	0.877	0.400	0.681
sunbeam	sunbeam	0.729	0.440	0.505
sunburn	şewata tavê	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	Yekşem	0.776	0.196	0.394
sundial	sundial	0.643	0.225	0.406
sundown	şewitandin	0.812	0.276	0.445
sundry	paqij	0.543	0.369	0.407
sunflower	sunflower	0.878	0.231	0.270
sunglass	sunglass	0.684	0.264	0.324
sunglasses	sunglasses	0.844	0.443	0.364
sunk	rojav	0.146	0.531	0.185
sunken	hişk	0.103	0.476	0.173
sunless	berbiçav	0.245	0.280	0.273
sunlight	şevê	0.906	0.407	0.639
sunny	ro	0.740	0.348	0.481
sunrise	rohilatî	0.823	0.347	0.640
sunroof	sunroof	0.681	0.325	0.425
sunscreen	kêşan	0.656	0.387	0.462
sunset	roava	0.875	0.231	0.298
sunshine	tîrêja tavê	0.885	0.297	0.769
suntan	suntan	0.620	0.510	0.366
sunup	rojav	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	yekemxweş	0.844	0.663	0.780
superannuation	xilas	0.448	0.412	0.562
superb	şahî	0.980	0.708	0.852
superficial	astarî	0.357	0.407	0.309
superfluous	bêhtir	0.316	0.469	0.393
superhero	superhero	0.910	0.820	0.893
superhuman	dilsoz	0.810	0.745	0.895
superimposed	xurt kirin	0.490	0.529	0.683
superintendent	superintendent	0.592	0.570	0.942
superior	baştir	0.801	0.697	0.940
superiority	serketinî	0.582	0.602	0.959
superlative	superlative	0.714	0.566	0.737
superman	superman	0.945	0.794	0.929
supermarket	dikana mezin	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	supernatant	0.500	0.500	0.565
supernatural	cewherî	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	xurtkirin	0.480	0.570	0.806
superpower	hêzdar	0.806	0.784	0.972
supersede	hilweşînin	0.479	0.510	0.518
superstar	superstar	0.885	0.860	0.880
superstition	reşbawerî	0.177	0.640	0.418
superstitious	reşbawer	0.281	0.545	0.514
superstore	superstore	0.719	0.600	0.640
supervise	gûhliserbûn	0.698	0.555	0.889
supervision	gûhliserî	0.459	0.578	0.825
supervisor	gûhliser	0.615	0.479	0.933
supper	şîv	0.708	0.429	0.552
suppertime	suppertime	0.792	0.388	0.461
supplant	bistînin	0.344	0.558	0.463
supple	nerm	0.812	0.528	0.436
supplement	zêdayî	0.745	0.406	0.491
supplemental	pêdivî ye	0.604	0.404	0.555
supplementary	temamî	0.625	0.352	0.541
supplication	ditirsin	0.469	0.570	0.309
supplier	şandevan	0.615	0.462	0.736
supplies	peyda kirin	0.698	0.390	0.595
supply	erzaq	0.708	0.519	0.603
support	alîkarî	0.811	0.472	0.737
supported	piştgirî kirin	0.853	0.408	0.613
supporter	piştevanîya	0.721	0.510	0.698
supporters	alîgiran	0.763	0.539	0.558
supporting	piştevanîya	0.634	0.490	0.764
supportive	piştevanîya	0.875	0.420	0.635
suppose	bawerkirin	0.551	0.343	0.348
supposed	guman	0.296	0.378	0.379
supposing	spas kirin	0.449	0.451	0.357
supposition	spas	0.531	0.408	0.526
suppress	bindestkirin	0.281	0.559	0.509
suppression	zordariyê	0.267	0.541	0.537
supremacy	serketinî	0.794	0.706	0.943
supreme	bilindtirîn	0.812	0.700	0.974
supremely	berbiçav	0.833	0.725	0.897
surcharge	pêdan	0.375	0.528	0.500
sure	emîn	0.724	0.270	0.793
surety	ewlehî	0.776	0.365	0.750
surf	surf	0.847	0.650	0.500
surface	rû	0.448	0.375	0.604
surfboard	surfboard	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	zêdebûna	0.449	0.684	0.500
surgeon	emelîkar	0.500	0.598	0.793
surgery	emelî	0.286	0.769	0.600
surgical	emelî	0.327	0.696	0.723
surly	surly	0.221	0.469	0.493
surmise	xemgîniyê	0.529	0.400	0.347
surname	paşnav	0.670	0.250	0.493
surpassing	berbiçav	0.719	0.660	0.720
surplus	zêdeyî	0.602	0.680	0.630
surprise	nişkeşayî	0.875	0.875	0.562
surprised	şaş kirin	0.784	0.855	0.539
surprises	ecêb	0.875	0.769	0.632
surprising	nişkevaşakir	0.888	0.790	0.692
surprisingly	ecêb	0.847	0.793	0.819
surreal	surreal	0.550	0.529	0.670
surrender	teslîmkirinî	0.115	0.396	0.186
surrendering	şewitandin	0.198	0.411	0.245
surrogate	lêpirsîn	0.406	0.590	0.472
surround	dorgirtî	0.542	0.623	0.627
surrounding	derdorê	0.531	0.422	0.669
surroundings	dorhalî	0.600	0.346	0.492
surveillance	kontrol	0.365	0.720	0.718
survey	lêkolîn	0.580	0.357	0.379
surveying	lêkolîn	0.488	0.455	0.682
surveyor	surveyor	0.545	0.337	0.648
survival	jîyanî	0.541	0.798	0.879
survive	jîyan	0.770	0.824	0.726
surviving	dijîn	0.646	0.836	0.721
survivor	saxma	0.677	0.750	0.815
susceptibility	hestiyariyê	0.458	0.627	0.364
susceptible	neheq	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	bişik	0.133	0.750	0.509
suspected	gumanbar	0.173	0.755	0.452
suspend	dardekirin	0.240	0.320	0.368
suspended	rawestandin	0.224	0.402	0.368
suspenders	sekinandin	0.391	0.333	0.500
suspense	dexsî	0.286	0.775	0.402
suspension	dardekirinî	0.288	0.530	0.426
suspicion	şik	0.204	0.711	0.377
suspicions	gumanbaran	0.208	0.745	0.500
suspicious	nebawer	0.153	0.745	0.431
sustain	lêxwedîderketin	0.635	0.358	0.593
sustained	domdar	0.649	0.340	0.580
sustenance	dewlemendiyê	0.820	0.519	0.679
suture	suture	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	swab	0.470	0.364	0.259
swag	paqij	0.656	0.676	0.654
swagger	xerîb	0.333	0.731	0.538
