Word	Serbian-sr	Valence	Arousal	Dominance
stomachache	бол у стомаку	0.030	0.745	0.316
stomp	стомп	0.365	0.565	0.438
stomped	стомпед	0.229	0.684	0.406
stone	камен	0.216	0.183	0.561
stoned	стонед	0.177	0.796	0.375
stonewall	камени зид	0.337	0.457	0.655
stoneware	камена	0.458	0.300	0.443
stony	камен	0.356	0.494	0.525
stooge	стооге	0.438	0.406	0.163
stool	столица	0.448	0.269	0.302
stools	столице	0.459	0.382	0.327
stoop	стаја	0.490	0.430	0.284
stoopid	стоопид	0.280	0.431	0.382
stop	зауставити	0.280	0.510	0.490
stopover	стоповер	0.531	0.327	0.575
stoppage	заустављање	0.224	0.491	0.445
stopper	затварач	0.365	0.336	0.390
stopping	заустављање	0.388	0.382	0.473
stopwatch	штоперица	0.469	0.521	0.482
storage	складиште	0.698	0.406	0.564
store	продавница	0.646	0.538	0.407
storefront	Излог	0.580	0.217	0.457
storehouse	складиште	0.570	0.250	0.491
storeroom	складиште	0.560	0.217	0.588
storing	складиштење	0.630	0.378	0.548
storm	олуја	0.188	0.940	0.543
storming	олује	0.265	0.910	0.669
stormy	олуја	0.146	0.870	0.562
story	прича	0.653	0.406	0.704
storybook	прича	0.854	0.306	0.383
storyteller	наратор	0.730	0.357	0.462
storytelling	приповедање прича	0.643	0.375	0.472
stound	стоунд	0.490	0.473	0.446
stout	Стамени	0.656	0.657	0.817
stove	пећ	0.466	0.391	0.405
stow	Стов	0.615	0.365	0.523
stowaway	стоваваи	0.224	0.481	0.357
straddle	страддле	0.306	0.550	0.444
straight	равно	0.667	0.298	0.669
straighten	исправити	0.677	0.500	0.685
straightforward	право напред	0.780	0.150	0.380
straightway	одмах	0.667	0.444	0.565
strain	страин	0.190	0.750	0.380
strained	напета	0.122	0.656	0.580
strait	страст	0.438	0.433	0.412
straitjacket	лудацка косуља	0.224	0.719	0.579
straits	ожиљак	0.408	0.269	0.410
strand	странд	0.396	0.406	0.538
stranded	страндед	0.292	0.459	0.219
strange	чудан	0.314	0.663	0.395
stranger	странац	0.330	0.449	0.302
strangle	задавити	0.094	0.927	0.527
strangulation	задављење	0.040	0.886	0.542
strap	каиш	0.380	0.417	0.382
strapless	брест	0.314	0.462	0.273
strapping	везивање	0.552	0.413	0.454
strata	страта	0.500	0.457	0.411
strategic	стратешки	0.786	0.708	0.861
strategist	стратег	0.571	0.594	0.810
strategy	стратегија	0.704	0.667	0.858
stratification	стратификација	0.531	0.490	0.651
stratosphere	стратосфера	0.604	0.583	0.636
stratum	стратум	0.365	0.307	0.510
stratus	стратус	0.448	0.520	0.509
straw	слама	0.480	0.290	0.163
strawberry	јагода	0.833	0.270	0.336
stray	луталица	0.133	0.760	0.281
streak	пруга	0.440	0.608	0.511
streaked	проклето	0.458	0.426	0.393
stream	стреам	0.449	0.537	0.559
streamer	стример	0.615	0.530	0.429
streaming	стреаминг	0.592	0.481	0.582
streamline	рационализовати	0.656	0.573	0.618
street	улица	0.594	0.324	0.398
streetcar	трамвај	0.390	0.569	0.566
streetlight	стреетлигхт	0.673	0.268	0.390
strength	снага	0.802	0.682	0.858
strengthen	ојачати	0.802	0.796	0.971
strengthening	јачање	0.913	0.627	0.945
strenuous	напоран	0.104	0.660	0.481
strep	стреп	0.365	0.594	0.353
stress	стрес	0.173	0.843	0.317
stressed	истакао	0.167	0.740	0.502
stresses	наглашава	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	стресно	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	наглашавајући	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	стретцх	0.604	0.578	0.500
stretcher	носила	0.438	0.196	0.295
stricken	погођен	0.163	0.720	0.368
strict	строго	0.500	0.646	0.878
stride	корак	0.490	0.670	0.434
strife	борбе	0.344	0.898	0.630
strike	ударац	0.271	0.811	0.571
strikeout	избрисати	0.316	0.520	0.371
striker	нападач	0.500	0.589	0.696
striking	упечатљив	0.357	0.827	0.657
strikingly	упечатљиво	0.690	0.684	0.811
string	низ	0.385	0.398	0.445
strings	струне	0.457	0.292	0.355
stringy	стринги	0.430	0.510	0.527
strip	трака	0.427	0.500	0.436
stripe	трака	0.629	0.302	0.361
striped	пругасте	0.344	0.373	0.385
stripped	стриппед	0.255	0.615	0.278
stripper	стриппер	0.625	0.848	0.453
striptease	стриптиз	0.607	0.918	0.608
strive	тежити	0.582	0.837	0.769
strobe	стробе	0.490	0.633	0.537
stroke	удар	0.562	0.440	0.570
stroll	шетати	0.745	0.415	0.444
stroller	колица	0.786	0.398	0.314
strolling	шетња	0.755	0.515	0.340
strong	јак	0.912	0.745	0.895
stronghold	упориште	0.708	0.636	0.954
strongly	снажно	0.630	0.817	0.885
structural	структурално	0.582	0.425	0.690
structure	структура	0.562	0.356	0.712
strudel	струдел	0.627	0.417	0.397
struggle	борба	0.365	0.820	0.741
strut	струт	0.580	0.480	0.464
stub	стуб	0.396	0.320	0.367
stubbed	стуббед	0.323	0.642	0.241
stubble	стуббле	0.333	0.442	0.264
stubborn	тврдоглав	0.157	0.702	0.575
stubbornness	тврдоглавост	0.156	0.673	0.508
stubby	стубби	0.417	0.370	0.393
stucco	штуцко	0.439	0.292	0.279
stuck	заглавити	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	пастув	0.564	0.531	0.509
studded	Шетња	0.396	0.412	0.425
student	ученик	0.634	0.318	0.537
studied	студирала	0.786	0.306	0.806
studio	студио	0.677	0.265	0.620
study	студија	0.653	0.361	0.768
stuff	ствари	0.622	0.367	0.263
stuffed animal	пуњена животиња	0.684	0.255	0.306
stuffing	пуњење	0.417	0.324	0.304
stuffy	Душо	0.323	0.615	0.406
stumble	запитати се	0.153	0.716	0.259
stump	пењање	0.449	0.510	0.340
stumped	стумпед	0.344	0.604	0.392
stun	омамљен	0.333	0.710	0.451
stunned	изненађен	0.306	0.663	0.356
stunner	стуннер	0.418	0.780	0.492
stunning	запањујуће	0.888	0.673	0.858
stunt	штос	0.387	0.555	0.526
stunted	оскудно	0.194	0.472	0.275
stuntman	каскадер	0.490	0.482	0.500
stupefaction	ступефацтион	0.294	0.704	0.480
stupefy	ступефи	0.200	0.740	0.412
stupendous	ступендоус	0.823	0.690	0.798
stupid	глупо	0.133	0.510	0.200
stupidity	глупост	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	ступор	0.323	0.590	0.330
sturdy	чврста	0.580	0.642	0.824
sturgeon	јесетра	0.417	0.473	0.465
stutter	стуттер	0.250	0.469	0.258
sty	шпијун	0.296	0.500	0.225
style	стил	0.745	0.472	0.586
styling	стилинг	0.823	0.378	0.652
stylish	стилски	0.885	0.490	0.689
stylist	стилиста	0.760	0.445	0.500
suave	суаве	0.724	0.265	0.269
sub	суб	0.510	0.370	0.312
subatomic	субатомски	0.385	0.538	0.491
subcommittee	подкомитет	0.396	0.467	0.600
subconscious	подсвест	0.531	0.375	0.415
subcutaneous	субкутани	0.396	0.444	0.376
subdivide	поделите	0.538	0.433	0.348
subdivision	субдивисион	0.592	0.455	0.430
subduction	субдуцтион	0.350	0.569	0.445
subdue	подредити	0.275	0.640	0.784
subdued	подређени	0.236	0.463	0.223
subdural	субдурал	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	предмет	0.602	0.344	0.558
subjected	подложан	0.286	0.520	0.221
subjection	подређеност	0.354	0.408	0.539
subjective	субјективно	0.510	0.350	0.432
subjugation	субјегација	0.280	0.610	0.377
sublet	сублет	0.469	0.551	0.545
sublevel	сублевел	0.365	0.298	0.333
sublimation	сублимација	0.510	0.390	0.538
sublime	сублимно	0.784	0.333	0.585
subliminal	сублиминално	0.410	0.528	0.464
submarine	подморница	0.572	0.481	0.549
submerge	потопити	0.517	0.643	0.456
submerged	потопљено	0.337	0.528	0.357
submersible	потопљени	0.406	0.459	0.540
submission	подношење	0.531	0.580	0.633
submissive	подложни	0.480	0.217	0.173
submit	прихвати	0.635	0.448	0.500
submitting	подношење	0.667	0.610	0.611
subordinate	подређени	0.276	0.392	0.121
subordination	субординација	0.270	0.527	0.343
subplot	субплот	0.469	0.413	0.446
subpoena	судски позив	0.281	0.634	0.555
subscribe	претплатити се	0.660	0.344	0.591
subscriber	претплатник	0.562	0.398	0.570
subscription	претплата	0.583	0.333	0.651
subsequence	подсећање	0.438	0.510	0.413
subsequent	касније	0.449	0.385	0.400
subsequently	накнадно	0.380	0.337	0.336
subservient	подређени	0.255	0.402	0.339
subset	подсет	0.429	0.358	0.404
subside	спусти се	0.375	0.308	0.209
subsidence	сидрење	0.320	0.509	0.452
subsidiary	подружница	0.541	0.295	0.500
subsidize	субвенционисати	0.604	0.615	0.589
subsidy	субвенције	0.573	0.462	0.517
subsist	постоји	0.573	0.418	0.472
subsistence	издржавање	0.510	0.404	0.491
subsoil	подземље	0.429	0.240	0.382
subspace	подпростор	0.470	0.453	0.475
substance	супстанца	0.615	0.422	0.528
substandard	субстандард	0.235	0.333	0.150
substantial	знатан	0.590	0.490	0.690
substantially	знатно	0.646	0.471	0.684
substantiate	поткрепити	0.531	0.549	0.636
substantive	субстантиве	0.500	0.350	0.455
substation	испостава	0.469	0.461	0.491
substitute	замена	0.427	0.406	0.398
substituted	замењен	0.271	0.545	0.394
substitution	замена	0.406	0.480	0.353
substructure	подструктура	0.441	0.358	0.587
subterranean	подземни	0.469	0.306	0.432
subtext	субтект	0.635	0.276	0.412
subtitle	титл	0.445	0.202	0.347
subtle	суптилно	0.708	0.167	0.228
subtlety	суптилност	0.615	0.176	0.363
subtract	одузети	0.208	0.330	0.283
subtraction	одузимање	0.163	0.382	0.349
subtype	подтип	0.427	0.296	0.420
suburb	Предграђе	0.354	0.566	0.441
suburban	субурбан	0.439	0.450	0.453
suburbia	субурбиа	0.438	0.490	0.421
suburbs	предграђа	0.510	0.571	0.286
subversion	субверзија	0.347	0.608	0.415
subversive	субверзивно	0.198	0.765	0.500
subvert	субверт	0.357	0.557	0.536
subway	Метро	0.418	0.300	0.464
succeed	успети	0.926	0.755	0.926
succeeding	успева	0.867	0.755	0.849
success	успех	0.959	0.880	0.981
successful	успешан	0.949	0.724	0.938
succession	сукцесија	0.698	0.481	0.587
successive	сукцесивно	0.635	0.471	0.518
successor	наследник	0.729	0.531	0.648
succinct	суштински	0.510	0.413	0.566
succubus	суццубус	0.417	0.647	0.509
succulent	сукулентан	0.823	0.538	0.556
succumb	подлећи	0.202	0.787	0.292
suck	сисати	0.344	0.706	0.377
sucker	суцкер	0.265	0.393	0.204
sucking	сисање	0.227	0.528	0.377
suckling	сисанче	0.596	0.558	0.518
sucks	Срање	0.115	0.683	0.302
suction	усисавање	0.460	0.593	0.526
sudden	изненадан	0.449	0.660	0.435
suddenly	изненада	0.670	0.510	0.456
suds	судс	0.458	0.365	0.255
sue	суе	0.219	0.731	0.679
suede	суеде	0.542	0.259	0.259
suffer	патити	0.082	0.910	0.259
sufferer	патронаж	0.156	0.690	0.278
suffering	патња	0.020	0.719	0.235
suffice	довољно	0.643	0.326	0.504
sufficiency	довољно	0.594	0.438	0.576
sufficient	довољан	0.833	0.330	0.588
sufficiently	довољно	0.776	0.367	0.714
suffix	суфикс	0.430	0.420	0.364
suffocate	угушити	0.219	0.764	0.440
suffocating	гушење	0.133	0.774	0.429
suffocation	гушење	0.020	0.830	0.462
sugar	шећер	0.896	0.382	0.402
suggest	предлажем	0.573	0.471	0.517
suggestion	предлог	0.646	0.365	0.558
suggestive	сугестивно	0.552	0.500	0.555
suicidal	самоубилачки	0.021	0.867	0.382
suicide	самоубиство	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	одело	0.776	0.282	0.482
suitable	погодан	0.792	0.298	0.722
suitcase	кофер	0.562	0.212	0.318
suite	суите	0.790	0.420	0.400
suitor	суитор	0.708	0.639	0.546
sulfate	сулфат	0.427	0.352	0.429
sulfur	сумпор	0.173	0.530	0.364
sulk	сулк	0.250	0.580	0.406
sullen	сулен	0.250	0.407	0.263
sully	сулли	0.378	0.550	0.370
sulphur	сумпор	0.260	0.450	0.233
sultan	султан	0.529	0.423	0.821
sultry	султри	0.735	0.696	0.627
sum	сум	0.792	0.340	0.420
summarily	сумарно	0.469	0.431	0.543
summarize	резимирати	0.590	0.323	0.471
summary	резиме	0.729	0.260	0.427
summation	сумирање	0.766	0.337	0.594
summer	лето	0.812	0.373	0.550
summerhouse	летњиковац	0.796	0.308	0.443
summertime	љето	0.837	0.500	0.455
summit	самит	0.625	0.618	0.764
summon	позове	0.521	0.560	0.664
summons	позив	0.552	0.604	0.598
sumo	сумо	0.480	0.394	0.564
sump	сумп	0.365	0.451	0.340
sumptuous	сумптуоус	0.698	0.550	0.555
sun	сунце	0.877	0.400	0.681
sunbeam	сунбеам	0.729	0.440	0.505
sunburn	сунцобран	0.061	0.755	0.447
sundae	сундае	0.743	0.414	0.404
sunday	недеља	0.776	0.196	0.394
sundial	сунчано	0.643	0.225	0.406
sundown	залазак сунца	0.812	0.276	0.445
sundry	разне	0.543	0.369	0.407
sunflower	сунцокрет	0.878	0.231	0.270
sunglass	сунгласс	0.684	0.264	0.324
sunglasses	наочаре за сунце	0.844	0.443	0.364
sunk	потопљен	0.146	0.531	0.185
sunken	утонуо	0.103	0.476	0.173
sunless	без сунца	0.245	0.280	0.273
sunlight	сунчева светлост	0.906	0.407	0.639
sunny	сунчан	0.740	0.348	0.481
sunrise	излазак Сунца	0.823	0.347	0.640
sunroof	кровни отвор	0.681	0.325	0.425
sunscreen	сунцреен	0.656	0.387	0.462
sunset	залазак сунца	0.875	0.231	0.298
sunshine	сунце	0.885	0.297	0.769
suntan	сунтан	0.620	0.510	0.366
sunup	сунуп	0.760	0.304	0.620
sup	суп	0.551	0.358	0.385
super	Супер	0.844	0.663	0.780
superannuation	супераннуатион	0.448	0.412	0.562
superb	диван	0.980	0.708	0.852
superficial	површни	0.357	0.407	0.309
superfluous	сувишни	0.316	0.469	0.393
superhero	суперхеро	0.910	0.820	0.893
superhuman	суперхуман	0.810	0.745	0.895
superimposed	надвишен	0.490	0.529	0.683
superintendent	суперинтендент	0.592	0.570	0.942
superior	супериор	0.801	0.697	0.940
superiority	супериорност	0.582	0.602	0.959
superlative	суперлатив	0.714	0.566	0.737
superman	суперман	0.945	0.794	0.929
supermarket	супер маркет	0.690	0.547	0.571
supermodel	супермодел	0.880	0.663	0.698
supernatant	супернатант	0.500	0.500	0.565
supernatural	натприродно	0.622	0.824	0.733
supernova	супернова	0.729	0.673	0.827
superposition	суперпозиција	0.480	0.570	0.806
superpower	суперповер	0.806	0.784	0.972
supersede	суперседе	0.479	0.510	0.518
superstar	супер Звезда	0.885	0.860	0.880
superstition	сујеверје	0.177	0.640	0.418
superstitious	сујеверно	0.281	0.545	0.514
superstore	суперстор	0.719	0.600	0.640
supervise	надгледати	0.698	0.555	0.889
supervision	надзор	0.459	0.578	0.825
supervisor	надзорник	0.615	0.479	0.933
supper	вечера	0.708	0.429	0.552
suppertime	вечера	0.792	0.388	0.461
supplant	заменити	0.344	0.558	0.463
supple	суптилно	0.812	0.528	0.436
supplement	додатак	0.745	0.406	0.491
supplemental	допунски	0.604	0.404	0.555
supplementary	допунски	0.625	0.352	0.541
supplication	молитву	0.469	0.570	0.309
supplier	добављач	0.615	0.462	0.736
supplies	залихе	0.698	0.390	0.595
supply	снабдевање	0.708	0.519	0.603
support	подршка	0.811	0.472	0.737
supported	подржан	0.853	0.408	0.613
supporter	суппортер	0.721	0.510	0.698
supporters	присталице	0.763	0.539	0.558
supporting	подршка	0.634	0.490	0.764
supportive	подршка	0.875	0.420	0.635
suppose	Претпоставимо	0.551	0.343	0.348
supposed	претпостављено	0.296	0.378	0.379
supposing	претпостављам	0.449	0.451	0.357
supposition	претпоставка	0.531	0.408	0.526
suppress	потисни	0.281	0.559	0.509
suppression	супресија	0.267	0.541	0.537
