Word	Armenian-hy	Valence	Arousal	Dominance
topical	արդիական	0.561	0.340	0.500
topless	վերեւից	0.625	0.765	0.414
topographic	տեղագրական	0.604	0.378	0.558
topographical	տեղագրական	0.438	0.350	0.538
topography	տոպոգրաֆիա	0.469	0.357	0.506
topple	ընկնելը	0.198	0.820	0.573
topside	վերեւում	0.708	0.466	0.598
tor	նեղ	0.337	0.430	0.418
torch	ջահը	0.531	0.630	0.545
torment	տանջանք	0.057	0.750	0.387
tormented	տանջված	0.071	0.855	0.323
torn	պատռված	0.153	0.510	0.283
tornado	Տորնադո	0.260	0.896	0.784
torpedo	torpedo	0.219	0.794	0.707
torque	տորթը	0.466	0.375	0.406
torrent	հեղեղ	0.541	0.745	0.676
torrid	տառապում	0.281	0.625	0.517
torsion	բորբոս	0.312	0.651	0.402
torso	բռունցք	0.408	0.394	0.473
tort	խոտը	0.229	0.635	0.455
tortious	տխրահռչակ	0.312	0.724	0.491
tortoise	կրիա	0.673	0.078	0.250
tortuous	խառնաշփոթ	0.194	0.755	0.382
torture	խոշտանգում	0.115	0.878	0.555
tortured	խոշտանգել	0.062	0.890	0.361
toss	նետում	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	ընդամենը	0.771	0.286	0.714
totality	ամբողջությամբ	0.688	0.443	0.717
totally	ամբողջությամբ	0.820	0.422	0.702
tote	բռնել	0.510	0.398	0.625
totem	տոտտ	0.639	0.350	0.571
touch	դիպչել	0.646	0.477	0.455
touchdown	touchdown- ը	0.667	0.770	0.586
touched	անդրադարձավ	0.592	0.380	0.404
touching	հուզիչ	0.760	0.439	0.491
touchy	շոշափելի	0.323	0.510	0.343
tough	կոշտ	0.344	0.588	0.742
toughen	խստացնելով	0.458	0.683	0.711
toughness	կոշտություն	0.552	0.618	0.837
toupee	տուփե	0.323	0.270	0.324
tour	շրջագայություն	0.663	0.545	0.543
tourism	զբոսաշրջություն	0.823	0.531	0.545
tourist	զբոսաշրջիկ	0.745	0.480	0.430
tourmaline	զբոսաշրջիկ	0.448	0.513	0.441
tournament	մրցաշարին	0.694	0.740	0.611
tourniquet	tourniquet	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	քիթը	0.531	0.500	0.508
towel	սրբիչ	0.630	0.208	0.286
tower	աշտարակ	0.606	0.380	0.644
towering	ուժեղացում	0.500	0.690	0.806
town	քաղաքը	0.551	0.299	0.627
townhouse	քաղաքի տունը	0.622	0.400	0.443
township	քաղաքը	0.531	0.292	0.667
townspeople	քաղաքի բնակիչները	0.677	0.466	0.569
toxic	թունավոր	0.008	0.885	0.492
toxicity	թունավորությունը	0.104	0.865	0.491
toxicology	թունաբանություն	0.302	0.736	0.574
toxin	տոքսին	0.115	0.654	0.456
toy	խաղալիք	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	հետք	0.573	0.346	0.483
traceable	հետագծելի	0.602	0.370	0.535
tracer	հետեւորդ	0.573	0.327	0.645
traces	հետքեր	0.482	0.448	0.389
trachea	քր	0.448	0.509	0.387
tracing	հետեւել	0.418	0.591	0.565
track	հետեւել	0.448	0.433	0.526
tracker	tracker	0.398	0.744	0.731
tract	տրակտոր	0.406	0.422	0.339
tractable	տրակտելի	0.635	0.500	0.469
traction	քաշում	0.429	0.585	0.648
tractor	տրակտոր	0.449	0.580	0.619
trade	առեւտուրը	0.561	0.544	0.690
trademark	ապրանքանիշը	0.667	0.344	0.750
trader	վաճառողը	0.562	0.632	0.854
tradesman	վաճառող	0.531	0.431	0.664
trading	առեւտուր	0.635	0.602	0.705
tradition	ավանդույթը	0.830	0.430	0.750
traditional	ավանդական	0.677	0.221	0.604
traffic	երթեւեկությունը	0.323	0.559	0.518
traffic light	երթեւեկության լույս	0.490	0.469	0.479
trafficking	թրաֆիքինգը	0.250	0.710	0.399
tragedies	ողբերգություններ	0.100	0.910	0.442
tragedy	ողբերգություն	0.052	0.843	0.340
tragic	ողբերգական	0.048	0.904	0.396
trail	արահետ	0.600	0.322	0.455
trailer	trailer	0.541	0.490	0.473
train	գնացք	0.666	0.705	0.620
train set	գնացքի հավաքածու	0.604	0.598	0.464
trained	վերապատրաստված	0.771	0.538	0.645
trainee	ստացողի	0.627	0.408	0.352
trainer	մարզիչ	0.698	0.719	0.824
training	վերապատրաստում	0.714	0.776	0.788
trait	հստակություն	0.469	0.365	0.453
traitor	դավաճան	0.112	0.796	0.491
traitorous	դավաճան	0.073	0.745	0.412
trajectory	հետագիծը	0.653	0.558	0.779
tram	տրամվայ	0.667	0.628	0.492
tramp	թափառաշրջիկ	0.108	0.510	0.182
trample	ոտնահարել	0.235	0.764	0.562
trampoline	տամպոլին	0.604	0.690	0.391
tramway	ճոպանուղին	0.615	0.538	0.543
trance	տրանս	0.469	0.481	0.382
tranquil	հանգիստ	0.917	0.094	0.355
tranquility	հանգստություն	0.840	0.135	0.442
tranquilizer	հանգստացնող	0.510	0.236	0.596
transact	գործելակերպը	0.521	0.625	0.680
transaction	գործարք	0.650	0.577	0.579
transatlantic	տրանսատլանտյան	0.724	0.596	0.706
transceiver	տրանսգենդեր	0.510	0.490	0.537
transcend	անցնել	0.604	0.771	0.726
transcendence	տրանսցենդենտալ	0.656	0.608	0.754
transcendent	գերազանց	0.667	0.600	0.824
transcendental	տրանսցենդենտալ	0.635	0.652	0.842
transcribe	թարգմանել	0.500	0.394	0.573
transcriber	կրկնօրինակը	0.490	0.420	0.615
transcript	տեքստը	0.639	0.398	0.528
transcription	արտագրելը	0.592	0.455	0.615
transfer	փոխանցում	0.702	0.490	0.519
transference	փոխանցում	0.592	0.294	0.551
transferred	փոխանցվեց	0.480	0.450	0.409
transfixed	փոխակերպված	0.427	0.660	0.528
transform	փոխակերպում	0.735	0.667	0.696
transformation	փոխակերպումը	0.796	0.618	0.770
transformer	տրանսֆորմատոր	0.582	0.582	0.723
transfusion	փոխներարկում	0.417	0.730	0.557
transgression	օրինազանցություն	0.158	0.890	0.611
transient	անցողիկ	0.510	0.405	0.430
transistor	տրանզիստորը	0.480	0.480	0.444
transit	Տրանզիտ	0.439	0.590	0.588
transition	անցումը	0.605	0.561	0.558
transitional	անցումային	0.573	0.472	0.491
transitive	անցողիկ	0.479	0.377	0.414
transitory	անցողիկ	0.438	0.450	0.407
translate	թարգմանել	0.604	0.423	0.462
translation	թարգմանություն	0.633	0.435	0.598
translator	թարգմանիչ	0.760	0.412	0.473
translocation	տեղաշարժը	0.367	0.612	0.564
translucent	կիսաթափանցիկ	0.600	0.500	0.389
transmission	փոխանցումը	0.688	0.490	0.611
transmit	փոխանցել	0.836	0.581	0.673
transmitter	հաղորդիչ	0.520	0.511	0.719
transmutation	փոխանցումը	0.438	0.740	0.737
transom	տրանսոմ	0.375	0.385	0.417
transparency	թափանցիկություն	0.847	0.260	0.587
transparent	թափանցիկ	0.542	0.330	0.667
transplant	փոխպատվաստում	0.445	0.806	0.620
transplantation	փոխպատվաստում	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	տրանսպորտ	0.613	0.627	0.605
transportation	փոխադրումը	0.667	0.560	0.472
transporter	փոխադրող	0.615	0.625	0.750
transpose	փոխանցել	0.440	0.585	0.467
transposition	փոխակերպումը	0.312	0.451	0.555
transsexual	տրանսսեքսուալ	0.264	0.815	0.423
transverse	ուղիղ	0.429	0.429	0.525
transvestite	տրանսվեստիտը	0.270	0.675	0.373
trap	թակարդը	0.104	0.610	0.391
trapdoor	արգելափակում	0.094	0.670	0.462
trapeze	trapeze	0.542	0.625	0.566
trapped	թակարդում	0.135	0.615	0.380
trapper	թակարդը	0.296	0.654	0.491
trapping	հափշտակում	0.333	0.621	0.491
trappings	ճոճանակներ	0.458	0.462	0.370
traps	թակարդներ	0.235	0.673	0.481
trash	աղբ	0.163	0.541	0.154
trashy	խառնաշփոթ	0.071	0.380	0.161
trauma	վնասվածք	0.112	0.792	0.453
traumatic	տրավմատիկ	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	ճանապարհորդություն	0.931	0.689	0.535
traveler	ճանապարհորդ	0.837	0.571	0.700
traveling	ճանապարհորդություն	0.900	0.750	0.582
traverse	շրջանցիկ	0.571	0.590	0.629
travesty	տրավերտեսություն	0.354	0.644	0.407
trawl	տրիլլ	0.255	0.590	0.464
trawler	trawler	0.316	0.430	0.405
tray	սկուտեղ	0.549	0.250	0.345
treacherous	դավաճանական	0.112	0.815	0.402
treachery	դավաճանություն	0.104	0.852	0.448
tread	քայլք	0.510	0.520	0.426
treadmill	տրոլեյբուս	0.459	0.636	0.436
treason	դավաճանություն	0.094	0.806	0.552
treasure	գանձ	0.927	0.592	0.821
treasured	գանձված	0.849	0.471	0.730
treasurer	գանձապետ	0.694	0.456	0.755
treasures	գանձերը	0.867	0.771	0.842
treasury	գանձապետական	0.812	0.541	0.736
treat	բուժել	0.573	0.571	0.436
treatable	բուժելի	0.780	0.302	0.560
treatise	թրեյնինգ	0.604	0.407	0.613
treatment	բուժումը	0.663	0.386	0.620
treaty	պայմանագիրը	0.646	0.382	0.667
treble	երրորդ	0.358	0.471	0.466
tree	ծառ	0.670	0.118	0.442
trees	ծառերը	0.653	0.137	0.537
trek	trek	0.469	0.530	0.535
trellis	գագաթին	0.299	0.500	0.389
tremble	դողալ	0.177	0.878	0.388
trembling	դողալով	0.177	0.824	0.324
tremendous	հսկայական	0.600	0.888	0.773
tremendously	հսկայական	0.719	0.722	0.661
tremor	ցնցում	0.104	0.833	0.455
trench	խրամատ	0.429	0.760	0.429
trend	միտումը	0.625	0.458	0.706
trending	միտումը	0.750	0.472	0.600
trendy	գերժամանակակից	0.713	0.520	0.536
trepidation	ցնցումներ	0.582	0.594	0.464
trespass	հանցագործություն	0.229	0.670	0.613
triad	triad	0.469	0.413	0.528
triage	տրիխում	0.398	0.433	0.479
trial	դատավարությունը	0.438	0.663	0.612
triangle	եռանկյունի	0.562	0.269	0.352
triangular	եռանկյունաձեւ	0.430	0.320	0.397
triangulate	եռանկյուն	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	ցեղային	0.417	0.404	0.482
tribe	ցեղը	0.664	0.486	0.516
tribulation	նեղություն	0.448	0.612	0.484
tribunal	տրիբունալ	0.410	0.670	0.797
tribune	տրիբունա	0.610	0.585	0.556
tributary	վոլտ	0.615	0.463	0.616
tribute	տուրք	0.684	0.573	0.700
trick	հնարք	0.542	0.700	0.409
trickery	խաբեություն	0.146	0.798	0.336
trickle	բախվելով	0.500	0.196	0.231
trickster	խաբեություն	0.375	0.680	0.446
tricky	բարդ	0.219	0.651	0.500
tricycle	եռանիվ հեծանիվ	0.633	0.402	0.368
trident	տրիբունա	0.403	0.606	0.609
trifle	մանրուք	0.271	0.296	0.221
trifling	մանրուքներ	0.375	0.418	0.183
trig	խանգարում	0.438	0.417	0.415
trigger	ձգան	0.271	0.804	0.660
trigonometry	trigonometry	0.396	0.400	0.616
trillion	տրիլիոն	0.592	0.420	0.623
trilogy	եռիլոգիա	0.615	0.520	0.664
trim	կոճղ	0.500	0.466	0.430
trimester	եռամսյակը	0.783	0.336	0.538
trimmer	վերամշակիչ	0.260	0.548	0.529
trimming	կոճակը	0.500	0.478	0.325
trine	երգիծանք	0.396	0.365	0.317
trinity	Երրորդություն	0.635	0.346	0.660
trinket	կախազարդ	0.521	0.352	0.368
trio	եռյակը	0.521	0.613	0.473
trip	ուղեւորություն	0.875	0.643	0.538
tripartite	եռակողմ	0.500	0.480	0.539
tripe	ուղեկցորդ	0.312	0.361	0.438
triple	եռակի	0.585	0.385	0.481
triplet	Երեքը	0.622	0.510	0.618
triplicate	կրկնօրինակ	0.684	0.545	0.717
tripod	եռոտանի	0.406	0.388	0.483
tripping	ձգում	0.276	0.594	0.293
trite	բարդություն	0.458	0.418	0.290
tritium	տրիտիում	0.412	0.471	0.422
triumph	հաղթանակ	0.969	0.798	0.926
triumphant	հաղթող	0.949	0.837	0.972
trivia	մանրուքներ	0.690	0.490	0.473
trivial	չնչին	0.406	0.387	0.337
troll	տրիոլ	0.378	0.627	0.327
trolley	տրոլեյբուս	0.562	0.558	0.464
trombone	թրոմբոն	0.562	0.500	0.500
troop	զորախումբը	0.375	0.696	0.750
trooper	ռազմական գործիչ	0.458	0.694	0.713
troops	զորքերը	0.385	0.718	0.804
trophy	գավաթ	0.947	0.643	0.676
tropic	արեւադարձային	0.740	0.529	0.536
tropical	արեւադարձային	0.740	0.461	0.509
tropics	արեւադարձային տարածքներ	0.740	0.383	0.412
trot	տրոտ	0.531	0.664	0.396
trouble	դժվարություն	0.135	0.811	0.452
troubled	անհանգստացած	0.167	0.627	0.385
troublemaker	անհանգստացնողը	0.260	0.900	0.596
troubles	դժվարություններ	0.051	0.854	0.269
troublesome	դժգոհ	0.283	0.894	0.404
trough	տոպրակով	0.500	0.308	0.340
troupe	խումբը	0.625	0.406	0.557
trousers	շալվարներ	0.625	0.314	0.442
trout	Իշխան	0.516	0.387	0.298
trowel	մանրակերտ	0.470	0.418	0.250
truce	հրադադար	0.688	0.441	0.453
truck	բեռնատար մեքենա	0.531	0.368	0.546
trucker	բեռնատարը	0.494	0.609	0.500
truckload	բեռնատար մեքենա	0.480	0.450	0.534
truculent	անմեղ	0.210	0.731	0.498
true	ՃԻՇՏ	0.896	0.436	0.777
truelove	իրական սեր	0.860	0.600	0.587
truffle	տրոլեյբուս	0.677	0.323	0.418
truism	ճշմարտություն	0.521	0.422	0.480
trump	կոպիտ	0.640	0.716	0.898
trumpet	շեփոր	0.573	0.570	0.393
trumpeter	թմբկահար	0.673	0.600	0.676
truncate	կրճատել	0.323	0.600	0.412
truncated	կրճատվել է	0.316	0.602	0.439
trundle	եռաժան	0.507	0.270	0.414
trunk	բեռնախցիկ	0.271	0.167	0.404
truss	խաչքար	0.521	0.482	0.569
trust	վստահություն	0.888	0.547	0.741
trustee	հոգաբարձու	0.531	0.442	0.658
trusting	վստահում	0.857	0.508	0.750
trustworthy	վստահելի	0.969	0.315	0.824
trusty	վստահելի	0.863	0.398	0.696
truth	ճշմարտությունը	0.971	0.400	0.685
truthful	ճշմարիտ	0.708	0.467	0.807
truthfulness	ճշմարտություն	0.920	0.549	0.808
try	փորձեք	0.604	0.551	0.556
tryout	փորձարկում	0.459	0.539	0.472
tryouts	փորձարկումներ	0.490	0.602	0.594
tsunami	ցունամիին	0.042	0.944	0.684
tub	լոգարան	0.449	0.235	0.265
tuba	տուբա	0.542	0.402	0.381
tubby	տուփ	0.427	0.423	0.353
tube	խողովակ	0.418	0.279	0.409
tuberculosis	տուբերկուլյոզ	0.214	0.519	0.424
tubing	խողովակաշար	0.438	0.363	0.358
tubular	tubular	0.458	0.361	0.464
tubule	tubule	0.500	0.330	0.333
tuck	խցկել	0.367	0.473	0.361
tucker	թաքուն	0.475	0.558	0.429
tuesday	ուրբաթ օրը	0.469	0.184	0.330
tufted	տուփեց	0.500	0.510	0.406
tug	տավիղ	0.320	0.604	0.558
tugboat	հեծանվավազք	0.271	0.510	0.652
tuition	ուսուցում	0.531	0.372	0.436
tulip	տուփը	0.730	0.189	0.356
tumble	քանդել	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	tumbleweed	0.312	0.471	0.427
tummy	թարթում	0.427	0.365	0.230
tumor	ուռուցք	0.102	0.664	0.324
tumour	ուռուցք	0.092	0.627	0.464
tumult	աղմկոտ	0.271	0.640	0.636
tumultuous	աղմկոտ	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	թունա	0.531	0.386	0.304
tunable	կարգավորելի	0.510	0.364	0.582
tune	մեղեդի	0.708	0.479	0.426
tunic	տիկնիկ	0.531	0.248	0.391
tuning	թյունինգ	0.719	0.390	0.635
tunnel	թունել	0.312	0.490	0.412
turban	տապան	0.469	0.386	0.426
turbidity	աղտոտվածություն	0.184	0.607	0.393
turbine	տուրբին	0.520	0.549	0.575
turbo	տուրբո	0.583	0.729	0.596
turbulence	ցնցումներ	0.062	0.922	0.532
turbulent	տուրբուլենտ	0.302	0.792	0.612
turd	տաք	0.240	0.519	0.383
turf	տորֆ	0.531	0.192	0.295
turkey	հնդկահավ	0.634	0.245	0.247
turmeric	քրքում	0.542	0.316	0.312
turmoil	ցնցում	0.198	0.888	0.417
turn	հերթը	0.531	0.398	0.482
turnaround	շրջվել	0.560	0.654	0.407
turned	շրջվել	0.630	0.538	0.583
turning	շրջադարձային	0.510	0.684	0.420
turnip	շաղգամը	0.561	0.183	0.254
turnkey	ստեղնաշար	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	պարզվել	0.641	0.692	0.898
turnover	շրջանառությունը	0.490	0.392	0.512
turnpike	թռիչք	0.459	0.434	0.462
turntable	պտտվող	0.531	0.455	0.406
turpentine	դարպասին	0.320	0.539	0.571
turquoise	փիրուզագույն	0.786	0.226	0.357
turret	պտուտահաստոց	0.494	0.500	0.588
turtle	կրիա	0.291	0.102	0.271
turtleneck	տատրակ	0.583	0.398	0.327
tussle	տառապում	0.333	0.919	0.691
tutelage	խնամակալություն	0.393	0.442	0.609
tutor	դասախոս	0.750	0.346	0.826
tutoring	կրկնուսուցում	0.663	0.402	0.702
tutu	Tutu	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	տխսեդո	0.694	0.354	0.519
tv	հեռուստացույց	0.622	0.380	0.393
twain	երկուսը	0.541	0.255	0.370
twat	թռիչք	0.292	0.459	0.404
twats	բեւեռներ	0.406	0.588	0.383
tweak	կսմթել	0.440	0.462	0.452
tweed	տրիդ	0.510	0.440	0.412
tweet	Tweet	0.659	0.490	0.537
tweezers	պտուտակներ	0.493	0.408	0.295
twelfth	տասներկուերորդ	0.521	0.292	0.527
twelve	տասներկու	0.490	0.298	0.412
twentieth	քսաներորդը	0.469	0.297	0.346
twenty	քսան	0.520	0.292	0.286
twerp	երրորդը	0.408	0.443	0.384
twig	ոստ	0.378	0.288	0.236
twilight	առավոտյան	0.622	0.341	0.633
twill	ցրտահարություն	0.449	0.415	0.353
twin	երկվորյակ	0.688	0.363	0.453
twine	փաթաթան	0.521	0.380	0.337
twinge	ցնցում	0.316	0.720	0.471
twinkle	ցրտահարություն	0.719	0.724	0.610
twins	երկվորյակներ	0.760	0.473	0.602
twirl	ցրտահարություն	0.552	0.647	0.409
twist	հեգնանքով	0.375	0.469	0.337
twisted	խեղաթյուրված	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	տիտղոսը	0.194	0.653	0.198
twitch	ցրտահարություն	0.510	0.740	0.548
twitching	ցնցումներով	0.292	0.700	0.482
twitchy	ցրտահարություն	0.094	0.918	0.281
two	երկու	0.520	0.200	0.404
two step	երկու քայլ	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	երկուսով	0.573	0.333	0.551
twosome	երկուսը	0.583	0.544	0.500
tycoon	մագնատ	0.682	0.596	0.867
tyke	թայկը	0.500	0.388	0.300
type	տիպ	0.500	0.284	0.364
typewriter	գրամեքենա	0.542	0.373	0.418
typhoid	տիֆային	0.265	0.458	0.401
typhoon	թայֆուն	0.323	0.796	0.697
typical	բնորոշ	0.635	0.206	0.426
typically	սովորաբար	0.569	0.377	0.559
typist	typist	0.551	0.559	0.528
typo	typo	0.224	0.415	0.255
typography	տիպաբանություն	0.480	0.334	0.574
tyrannical	բռնակալ	0.167	0.860	0.731
tyranny	բռնություն	0.112	0.792	0.705
tyrant	բռնակալ	0.115	0.850	0.683
tyre	անվադող	0.480	0.358	0.407
ubiquitous	ամենուրեք	0.635	0.571	0.884
ubiquity	բոլորի համար	0.578	0.490	0.595
ugliness	չարչարանք	0.094	0.407	0.267
ugly	տգեղ	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	կարդալ	0.513	0.358	0.365
ulcer	խոցը	0.286	0.596	0.377
ulterior	բարձրաձայն	0.375	0.509	0.490
ultimate	վերջնական	0.648	0.645	0.544
ultimately	վերջապես	0.385	0.480	0.558
ultimatum	վերջնագիր	0.219	0.855	0.837
